date,annualTotalNonCurrentAssets,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyDilutedEPS,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,quarterlyTaxProvision,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingChangeInCashSupplementalAsReported,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,annualDilutedAverageShares,annualPurchaseOfBusiness,annualDilutedEPS,annualIncomeTaxPayable,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyBasicAverageShares,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,annualBasicAverageShares,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNetOtherFinancingCharges,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyEbitda,annualInventory,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualOperatingIncome,annualOtherShortTermInvestments,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccountsPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualOtherCurrentAssets,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualEndCashPosition,trailingCostOfRevenue,quarterlyPurchaseOfInvestment,trailingEndCashPosition,quarterlyTotalRevenue,trailingPretaxIncome,annualNetIncomeContinuousOperations,quarterlyBasicEPS,trailingTaxProvision,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashDividendsPaid,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualNetIncome,annualFreeCashFlow,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyOtherCurrentAssets,annualTotalAssets,annualStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyStockholdersEquity,annualRetainedEarnings,annualCurrentLiabilities,quarterlyLongTermDebt,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyInvestingCashFlow,quarterlyDilutedAverageShares,quarterlyGrossProfit,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1985-06-30,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297590000.0,,667100000.0,,,,,,,,,,,,,,,667100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667100000.0,,,0.055,,,,,,,,,,,,,,,,,,16700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297590000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297980000.0,,612200000.0,,,,,,,,,,,,,,,612200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612200000.0,,,0.055,,,,,,,,,,,,,,,,,,16600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297980000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,819000000.0,552400000.0,,,76500000.0,,-7900000.0,76500000.0,0.0,76500000.0,697100000.0,,275000000.0,,,,,552400000.0,,,,,,,1062900000.0,,,-510500000.0,110100000.0,,,0.0,,312156863.0,,0.255,,,21000000.0,,,0.0,1062900000.0,,,,,494000000.0,,,,-510500000.0,,,,,,,,,-1707400000.0,543300000.0,,,,93200000.0,,312156863.0,,,,,,,543300000.0,-1707400000.0,695900000.0,,,,,62500000.0,,,,,,653400000.0,,1423800000.0,,203100000.0,,,,2637400000.0,,534200000.0,,,,,77200000.0,53100000.0,1187600000.0,964900000.0,534200000.0,,0.0,,,,726900000.0,,79600000.0,,,,76500000.0,,132700000.0,1187600000.0,,,1940300000.0,,79600000.0,0.0,819000000.0,110100000.0,2242800000.0,,266600000.0,32100000.0,422100000.0,266600000.0,21000000.0,420000000.0,,,1423800000.0,77200000.0,2242800000.0,1055200000.0,,,,,79600000.0,695900000.0,,,,,,0.255,1055200000.0,964900000.0,653400000.0,420000000.0,,93200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298230000.0,,660300000.0,,,,,,,,,,,,,,,660300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660300000.0,,,0.05,,,,,,,,,,,,,,,,,,15900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298230000.0,,726000000.0,,,,,,,,,,,,,,,726000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726000000.0,,,0.055,,,,,,,,,,,,,,,,,,18100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300390000.0,,644800000.0,,,,,,,,,,,,,,,644800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644800000.0,,,0.055,,,,,,,,,,,,,,,,,,17900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300390000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,914100000.0,516500000.0,,,231200000.0,,-200000.0,231200000.0,0.0,231200000.0,768100000.0,,289600000.0,,,,,516500000.0,,,,,,,957400000.0,,,-440900000.0,215200000.0,,,0.0,,305714286.0,,0.315,,,114100000.0,,,0.0,957400000.0,,,,,552700000.0,,,,-440900000.0,,,,,,,,,-1815700000.0,495800000.0,,,,106600000.0,,300937500.0,,,,,,,495800000.0,-1815700000.0,595900000.0,,,,,60900000.0,,,,,,711000000.0,,1441200000.0,,215400000.0,,,,2799500000.0,,536800000.0,,,,,57600000.0,53700000.0,1247800000.0,1002500000.0,536800000.0,,0.0,,,,768400000.0,,100600000.0,,,,231200000.0,,154300000.0,1247800000.0,,,2031400000.0,,100600000.0,0.0,914100000.0,215200000.0,2355300000.0,,397600000.0,48700000.0,478500000.0,397600000.0,114100000.0,316100000.0,,,1441200000.0,57600000.0,2355300000.0,1107500000.0,,,,,96300000.0,595900000.0,,,,,,0.32,1107500000.0,1002500000.0,711000000.0,316100000.0,,106600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300660000.0,,609400000.0,,,,,,,,,,,,,,,609400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609400000.0,,,0.06,,,,,,,,,,,,,,,,,,19800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300660000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300660000.0,,664300000.0,,,,,,,,,,,,,,,664300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664300000.0,,,0.065,,,,,,,,,,,,,,,,,,22200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300660000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316432000.0,,631100000.0,,,,,,,,,,,,,,,631100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631100000.0,,,0.07,,,,,,,,,,,,,,,,,,22300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316432000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,889200000.0,539700000.0,,,175700000.0,,-68800000.0,175700000.0,0.0,175700000.0,773200000.0,,341200000.0,,,,,539700000.0,,,,,,,1006700000.0,,,-467000000.0,61400000.0,,,0.0,,306060606.0,,0.33,,,118500000.0,,,0.0,1006700000.0,,,,,504600000.0,,,,-467000000.0,,,,,,,,,-1636200000.0,500600000.0,,,,118700000.0,,306060606.0,,,,,,,500600000.0,-1636200000.0,628400000.0,,,,,38600000.0,,,,,,562000000.0,,1359000000.0,,268600000.0,,,,2647900000.0,,550600000.0,,,,,59100000.0,53200000.0,1112600000.0,1060100000.0,550600000.0,,0.0,,,,743100000.0,,107900000.0,,,,175700000.0,,161100000.0,1112600000.0,,,1874700000.0,,107900000.0,0.0,889200000.0,61400000.0,2248200000.0,,349500000.0,43600000.0,432000000.0,349500000.0,118500000.0,313400000.0,,,1359000000.0,59100000.0,2248200000.0,1135600000.0,,,,,101000000.0,628400000.0,,,,,,0.33,1135600000.0,1060100000.0,562000000.0,313400000.0,,118700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316432000.0,,711000000.0,,,,,,,,,,,,,,,711000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711000000.0,,,0.105,,,,,,,,,,,,,,,,,,33600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316432000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310152000.0,,779800000.0,,,,,,,,,,,,,,,779800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779800000.0,,,0.125,,,,,,,,,,,,,,,,,,40100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310152000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311166000.0,,715400000.0,,,,,,,,,,,,,,,715400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715400000.0,,,0.09,,,,,,,,,,,,,,,,,,29600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311166000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
