,annualAccountsReceivable,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,annualInvestingCashFlow,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualStockholdersEquity,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualLongTermDebt,trailingNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyGoodwill,annualDilutedAverageShares,annualRetainedEarnings,annualGoodwill,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyInventory,quarterlyCashAndCashEquivalents,annualDilutedEPS,annualCapitalStock,trailingOperatingIncome,annualTotalRevenue,trailingResearchAndDevelopment,annualAccountsPayable,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,trailingGrossProfit,annualNetPPE,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingTotalRevenue,annualOperatingIncome,quarterlyCurrentDebt,quarterlyFreeCashFlow,annualCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingCapitalExpenditure,quarterlyGrossPPE,quarterlySaleOfInvestment,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,annualOtherNonCurrentAssets,trailingInterestExpense,trailingOperatingExpense,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualBasicEPS,trailingNetIncomeCommonStockholders,quarterlyBasicEPS,annualRepaymentOfDebt,annualEbitda,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyGrossProfit,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyOperatingExpense,annualInterestExpense,quarterlyChangeInInventory,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlySellingGeneralAndAdministration,annualGrossProfit,quarterlyTaxProvision,quarterlyRetainedEarnings,annualInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualChangeInInventory,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetPPE,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualOtherNonCashItems,quarterlyTotalRevenue,trailingTaxProvision,annualBasicAverageShares,annualFreeCashFlow,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashDividendsPaid,annualCurrentDebt,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncome,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,annualDeferredIncomeTax,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,quarterlyAccumulatedDepreciation,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,trailingBasicAverageShares,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock
1483142400,3286091000.0,,-16837375000.0,-2545000.0,-19013037000.0,,,36637390000.0,-2055314000.0,,,-412693000.0,-324538000.0,224128192000.0,,2428313000.0,,68876496000.0,,3092841000.0,37833246000.0,,13492608000.0,,22933043000.0,222000.0,1518219000.0,63846434000.0,3286091000.0,1102185000.0,12389118182.0,33448460000.0,1102185000.0,222000.0,,627535000.0,37833246000.0,1680633000.0,7322356000.0,0.55,13084751000.0,,113963990000.0,,11775901000.0,30724360000.0,7322578000.0,,,178230971000.0,-1103165000.0,4252314000.0,83808118000.0,7322578000.0,6848018000.0,13084751000.0,8903332000.0,,,16840809000.0,19636031000.0,7289419000.0,7322356000.0,,0.0,178230971000.0,317159000.0,93797000.0,-1401645000.0,,-412693000.0,4252314000.0,,224128192000.0,147654552000.0,10219376000.0,-1890347000.0,204805811000.0,36637390000.0,,178230971000.0,133132000.0,-20635453000.0,9626501000.0,31079000.0,0.0,,,3092841000.0,,,,,19322381000.0,3053370000.0,11775901000.0,0.55,,,-38643223000.0,26947301000.0,-290080000.0,-16837375000.0,,6814015000.0,68876496000.0,-1661347000.0,5583297000.0,980794000.0,-6468849000.0,6848018000.0,2489627000.0,3235317000.0,,87202708000.0,3053370000.0,,2428313000.0,,204805811000.0,,2404625000.0,26761282000.0,64836000.0,33448460000.0,1680633000.0,147654552000.0,19322381000.0,-22183000.0,2455839000.0,63846434000.0,83808118000.0,-15704112000.0,,-259702000.0,178230971000.0,7763537000.0,573297000.0,3093670000.0,7476181000.0,28516340000.0,,12389118182.0,10088907000.0,9920473000.0,,-4758195000.0,19636031000.0,,7138098000.0,6814015000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,-16662658000.0,,,0.11,,34843946000.0,8296442000.0,,,1466400000.0,1808990000.0,,,,,,,,,,,11201374000.0,23435307000.0,10229000.0,,,3443407000.0,1102185000.0,,,,,,,35357546000.0,1976963000.0,15680112000.0,,,,,,,,15690341000.0,13330909091.0,,,-851181000.0,,,,,14524815000.0,6848018000.0,,,,22078904000.0,-860255000.0,,,0.0,,,-85551000.0,496915000.0,,1466400000.0,4221131000.0,,233352304000.0,144026207000.0,,9941600000.0,204806148000.0,,,178490927000.0,13031000.0,,,33276000.0,,,,3272472000.0,,,,,,2102876000.0,12711929000.0,,,0.11,,,,,,,81388740000.0,2916737000.0,5533675000.0,-2999087000.0,,15144460000.0,2516898000.0,,,,,,2374211000.0,,,,2454080000.0,,610832000.0,34914860000.0,,,28546156000.0,,,64203268000.0,79822939000.0,-9813146000.0,,2419822000.0,178490927000.0,,-3332804000.0,3016777000.0,,28968982000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,-16317435000.0,,,,,34270808000.0,-4009190000.0,,,1860020000.0,2097483000.0,,,,,,,,,,,,24228656000.0,20173000.0,,,3736826000.0,1102185000.0,,,,,,,33767257000.0,2065946000.0,11661198000.0,,,,,,,,11681371000.0,,,,-669720000.0,,,,,14524815000.0,15144460000.0,,,,17598297000.0,3670894000.0,,,0.0,,,24111000.0,1095495000.0,,1860020000.0,4425929000.0,,229113746000.0,139980074000.0,,-1773320000.0,204281444000.0,,,179348349000.0,153962000.0,,,43803000.0,,,,3307775000.0,,,,,,2372968000.0,13761923000.0,,,,,,,,,,81115863000.0,3830430000.0,4957351000.0,-2185514000.0,,11135270000.0,2249739000.0,,,,,,998954000.0,,,,2573264000.0,,637452000.0,34557955000.0,,,24832302000.0,,,63678243000.0,76301831000.0,-14638065000.0,,2734935000.0,179348349000.0,,-4464259000.0,2707612000.0,,29186007000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,-16889859000.0,,,0.37,,38623974000.0,636960000.0,,,4952088000.0,5685180000.0,,,,,,,,,,,,25225103000.0,40351000.0,,,4105726000.0,1102185000.0,,,,,,,30254374000.0,2137871000.0,12520406000.0,,,,,,,,12560757000.0,13384021622.0,,,-2487193000.0,,,,,14524815000.0,11135270000.0,,,,16123526000.0,5906282000.0,,,0.0,,,-56692000.0,247213000.0,,4952088000.0,4429450000.0,,239073681000.0,144727721000.0,,-1408634000.0,210077938000.0,,,184973070000.0,51776000.0,,,76664000.0,,,,3563064000.0,,,,,,5196800000.0,14854289000.0,,,0.37,,,,,,,85618153000.0,7611710000.0,9615695000.0,-2167756000.0,,11772230000.0,2692903000.0,,,,,,940644000.0,,,,2631495000.0,,1679317000.0,39510043000.0,,,28995743000.0,,,67280960000.0,77446761000.0,-6690571000.0,,7364497000.0,184973070000.0,,-2346670000.0,6922792000.0,,34840798000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,3490427000.0,,-15393175000.0,-81374000.0,-14652757000.0,,,38291451000.0,-6209323000.0,,,-1038196000.0,-954213000.0,235717816000.0,,1130054000.0,,86120794000.0,,3568127000.0,22108289000.0,,13602788000.0,0.0,27409215000.0,19938000.0,3780082000.0,71755085000.0,3490427000.0,1102185000.0,13407985185.0,37771234000.0,1102185000.0,19938000.0,11201374000.0,222558000.0,22108289000.0,1535769000.0,6260074000.0,0.54,14524815000.0,,121362899000.0,,14672242000.0,26389301000.0,6280012000.0,,,188615166000.0,-1108732000.0,4400762000.0,69030901000.0,6280012000.0,5562907000.0,14524815000.0,11772230000.0,,,12756799000.0,20683075000.0,29076000.0,6260074000.0,,0.0,188615166000.0,261011000.0,36758000.0,2988726000.0,,-1038196000.0,4400762000.0,,235717816000.0,140785986000.0,11480887000.0,-1736299000.0,214958483000.0,38291451000.0,,188615166000.0,3789000.0,-17643304000.0,10486533000.0,107268000.0,0.0,,,3568127000.0,,,,,20759333000.0,4046700000.0,14672242000.0,0.54,,,-41423326000.0,28138739000.0,-1285111000.0,-15393175000.0,,7240312000.0,86120794000.0,1950359000.0,957897000.0,-7300400000.0,5023347000.0,5562907000.0,848279000.0,3055064000.0,,100298281000.0,4046700000.0,,1130054000.0,,214958483000.0,,2827694000.0,21064618000.0,-84154000.0,37771234000.0,1535769000.0,140785986000.0,20759333000.0,-326424000.0,2843447000.0,71755085000.0,69030901000.0,-10281544000.0,,-1038367000.0,188615166000.0,8637440000.0,-7499571000.0,109618000.0,50858000.0,28367112000.0,,13407985185.0,8745997000.0,8307819000.0,,-5116826000.0,20683075000.0,,6848018000.0,7240312000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,-15005133000.0,,,0.19,,37124992000.0,214174000.0,,,2628202000.0,3177720000.0,,,,,,,,,,,,26602726000.0,402302000.0,,,3544918000.0,1102185000.0,,,,,,,21118745000.0,1669004000.0,6264280000.0,,,,,,,,6666582000.0,13832642105.0,,,-852645000.0,,,,,14524815000.0,5562907000.0,,,,20049222000.0,2971221000.0,,,898606000.0,,,,997160000.0,,2628202000.0,4351190000.0,,234620919000.0,137028016000.0,,-1452860000.0,216342730000.0,,,190955599000.0,52545000.0,,,40521000.0,,,,3785082000.0,,,,,,3542291000.0,15767931000.0,,,0.19,,,,,,,88253607000.0,5021447000.0,5004028000.0,-3982359000.0,,5777081000.0,2121903000.0,,,,,,1085417000.0,,,,2590272000.0,,846567000.0,40772865000.0,,,18278189000.0,,,69849882000.0,67178134000.0,-10156697000.0,,4024287000.0,190955599000.0,,-4266407000.0,2882125000.0,,31606754000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,-14884651000.0,,,,,41768396000.0,3183423000.0,,,840317000.0,719140000.0,,,,,,,,,,,,27649370000.0,83632000.0,,,4606184000.0,1102185000.0,,,,,,,22345904000.0,1848745000.0,9871800000.0,,,,,,,,9955432000.0,,,,-630275000.0,,,,,14524815000.0,5777081000.0,,,,24037886000.0,1085687000.0,,,898151000.0,,,,372985000.0,,840317000.0,4452612000.0,,245502634000.0,146874186000.0,,-1613627000.0,221135766000.0,,,193689638000.0,411549000.0,,,-122198000.0,,,,741152000.0,,,,,,4610669000.0,16292510000.0,,,,,,,,,,89517378000.0,1344565000.0,4986198000.0,-4468240000.0,,8960504000.0,1622024000.0,,,,,,954850000.0,,,,2683032000.0,,252440000.0,39576251000.0,,,24366868000.0,,,76719597000.0,70154589000.0,-6278349000.0,,971580000.0,193689638000.0,,-4871607000.0,3364174000.0,,32635568000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,-20644880000.0,,,0.26,,48327497000.0,-387343000.0,,,3468889000.0,3728793000.0,,,,,,20743000.0,,,,,,29817131000.0,124363000.0,,,5247499000.0,1102185000.0,,,,,,,17192769000.0,2523405000.0,9645275000.0,,,,,,,,9769638000.0,13341880769.0,,,-2735962000.0,,,,,14524815000.0,8960504000.0,,,,23925242000.0,10537765000.0,,,856377000.0,,,,2622059000.0,,3468889000.0,4022614000.0,,252579331000.0,149290745000.0,,-2725445000.0,226652047000.0,,,198353916000.0,61884000.0,,,61976000.0,,,,706633000.0,,,,,,5173830000.0,15994716000.0,,,0.26,,,,,,,93932818000.0,7199157000.0,8820642000.0,-874928000.0,,8573161000.0,2295042000.0,,,,,,813135000.0,,,,2829009000.0,,848305000.0,43042636000.0,,,25927284000.0,,,77731810000.0,71558935000.0,-19561740000.0,,4577098000.0,198353916000.0,,-882126000.0,6525600000.0,,38637773000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,5374375000.0,,-22218814000.0,,-8949696000.0,,,49342539000.0,-1809978000.0,,,398919000.0,574884000.0,243716006000.0,,879372000.0,,93216239000.0,45814000.0,647973000.0,15585481000.0,,14509785000.0,,31062588000.0,,5703362000.0,72231076000.0,5374375000.0,1102185000.0,13842126415.0,42880893000.0,1102185000.0,,,624064000.0,15585481000.0,1877494000.0,7807572000.0,0.53,14524815000.0,,136774403000.0,,16174121000.0,31418890000.0,7807572000.0,,,192582400000.0,-186757000.0,3759144000.0,70927998000.0,7807572000.0,6763183000.0,14524815000.0,8573161000.0,,,13382530000.0,21029028000.0,4516538000.0,7807572000.0,,1040419000.0,192582400000.0,44419000.0,,-1608180000.0,,398919000.0,3759144000.0,,243716006000.0,143159074000.0,9957905000.0,-2703058000.0,219989899000.0,49342539000.0,,192582400000.0,98086000.0,-12307679000.0,11023758000.0,64120000.0,1040419000.0,,,647973000.0,,,,,23726107000.0,4446630000.0,16174121000.0,0.53,,,-50771968000.0,27381787000.0,1200276000.0,-22218814000.0,,7336327000.0,93216239000.0,-1223240000.0,2831720000.0,375831000.0,-8494990000.0,6763183000.0,2221089000.0,2914097000.0,,115131815000.0,4446630000.0,,879372000.0,107064000.0,219989899000.0,,2921445000.0,21642588000.0,-189944000.0,42880893000.0,1877494000.0,143159074000.0,23726107000.0,-350357000.0,1757368000.0,72231076000.0,70927998000.0,-14775182000.0,,384940000.0,192582400000.0,8200537000.0,-2287539000.0,610631000.0,5284747000.0,33894308000.0,,13842126415.0,19111211000.0,8260058000.0,,-4405639000.0,21029028000.0,,5562907000.0,7336327000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,26545585000.0,,,0.2,,6039243000.0,-777571000.0,,,2722816000.0,3237185000.0,,,,,,22086000.0,,,,,,26936042000.0,,,,6388352000.0,1102185000.0,,,,,,,15471342000.0,2103356000.0,6727921000.0,,,,,,,,6727921000.0,13614080000.0,,,-1303106000.0,,,,,14524815000.0,6763183000.0,,,,21111219000.0,4376330000.0,,,1164656000.0,,,-119476000.0,112936000.0,,2722816000.0,3722359000.0,,281178118000.0,183984194000.0,,-3519190000.0,258219066000.0,,,230459510000.0,559000.0,,,39833000.0,,,,492197000.0,,,,,,4524181000.0,17700209000.0,,,0.2,,,,,,,89876726000.0,4198174000.0,5617977000.0,-1601404000.0,,5985612000.0,2073558000.0,,,,,,901317000.0,,,,2708429000.0,,848053000.0,40462507000.0,,,22959052000.0,,,75335070000.0,108649124000.0,-6711612000.0,,4085238000.0,230459510000.0,,-1559059000.0,3544419000.0,,32554019000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,29275599000.0,,,,,5684478000.0,1638889000.0,,,416641000.0,258407000.0,,,,,,65194000.0,,,,,,27840758000.0,,,,7386958000.0,1102185000.0,,,,,,,16902072000.0,2286569000.0,8374494000.0,,,,,,,,8374494000.0,,,,-1467565000.0,,,,,14524815000.0,5985612000.0,,,,17971628000.0,6840717000.0,,,1207308000.0,,,-30918000.0,2326646000.0,,416641000.0,3784794000.0,,285508568000.0,188486559000.0,,-3140291000.0,259921236000.0,,,231973134000.0,370836000.0,,,261146000.0,,,,487092000.0,,,,,,3973750000.0,18043333000.0,,,,,,,,,,89663356000.0,2740208000.0,4918310000.0,-1854208000.0,,7624501000.0,1795149000.0,,,,,,693432000.0,,,,2689250000.0,,155155000.0,38873859000.0,,,25587332000.0,,,77447795000.0,111038764000.0,-7411996000.0,,413562000.0,231973134000.0,,-3027375000.0,3123161000.0,,32759068000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,-9177051000.0,24319194000.0,,,0.26,,5934165000.0,-24634000.0,9722001000.0,486963000.0,3622633000.0,4107211000.0,,7161009000.0,,-5301623000.0,,48676000.0,,,414144000.0,,,28451454000.0,,,,7210743000.0,1102185000.0,,,,,,,16866235000.0,2510288000.0,8253213000.0,,,14649959000.0,,181770000.0,,,8253213000.0,13933203846.0,22680638000.0,,-2344195000.0,,,,,14524815000.0,7624501000.0,-44617699000.0,136971480000.0,,21122958000.0,8190143000.0,,-973294000.0,1255492000.0,,,-53931000.0,3241252000.0,7507759000.0,3622633000.0,3744113000.0,,289007619000.0,187298073000.0,,-3895062000.0,264378374000.0,,-12983839000.0,235256194000.0,17482000.0,,,49045000.0,,4220218000.0,8030679000.0,480940000.0,,,8177687000.0,8573161000.0,,3000032000.0,17228493000.0,,7161009000.0,0.26,,,,,-13257601000.0,,93849422000.0,8079513000.0,9312631000.0,-6097270000.0,,7599867000.0,1940883000.0,,,,,,661123000.0,,,23923728000.0,2692885000.0,,731050000.0,42496491000.0,,,24629245000.0,,,75380585000.0,111917488000.0,-15718909000.0,114290842000.0,4838261000.0,235256194000.0,,-6109866000.0,7371748000.0,,37764085000.0,1544314000.0,,,,11012009000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
