,annualAccountsReceivable,trailingInvestingCashFlow,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,annualInvestingCashFlow,quarterlyDilutedEPS,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualStockholdersEquity,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualLongTermDebt,trailingNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyGoodwill,annualDilutedAverageShares,annualRetainedEarnings,annualGoodwill,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyInventory,quarterlyCashAndCashEquivalents,annualDilutedEPS,annualCapitalStock,trailingOperatingIncome,annualTotalRevenue,trailingResearchAndDevelopment,annualAccountsPayable,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,trailingGrossProfit,annualNetPPE,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingTotalRevenue,annualOperatingIncome,quarterlyCurrentDebt,quarterlyFreeCashFlow,annualCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingCapitalExpenditure,quarterlyGrossPPE,quarterlySaleOfInvestment,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,annualOtherNonCurrentAssets,trailingInterestExpense,trailingOperatingExpense,quarterlyNonCurrentDeferredRevenue,quarterlyDilutedAverageShares,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualBasicEPS,trailingNetIncomeCommonStockholders,quarterlyBasicEPS,annualRepaymentOfDebt,annualEbitda,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyEbitda,quarterlyGrossProfit,quarterlyInvestingCashFlow,annualNetOtherFinancingCharges,quarterlyEndCashPosition,quarterlyOperatingExpense,annualInterestExpense,quarterlyChangeInInventory,annualCostOfRevenue,annualOtherCurrentAssets,quarterlyOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlySellingGeneralAndAdministration,annualGrossProfit,quarterlyTaxProvision,quarterlyRetainedEarnings,annualInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualChangeInInventory,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetPPE,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualOtherNonCashItems,quarterlyTotalRevenue,trailingTaxProvision,annualBasicAverageShares,annualFreeCashFlow,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualCashDividendsPaid,annualCurrentDebt,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncome,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,annualDeferredIncomeTax,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,quarterlyAccumulatedDepreciation,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,trailingBasicAverageShares,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock
1191110400,,,8134642000.0,,,0.18,,10268847000.0,-1059684000.0,,,2187417000.0,2186879000.0,,,,,,,,,,,,10349626000.0,127508000.0,,,3367900000.0,131945000.0,,,,,,,16608139000.0,787241000.0,2967859000.0,,,,,,,,3095367000.0,12152316667.0,,,,,,,,12251362000.0,,,,,7831160000.0,887402000.0,,,0.0,,,0.0,245399000.0,,2187417000.0,518549000.0,,85134723000.0,53678669000.0,,-3146223000.0,76044263000.0,,,62971377000.0,-2584722000.0,,,2604838000.0,,,,,12152316667.0,,,,,0.0,5289522000.0,,,0.18,,,,,,,31260558000.0,3132955000.0,4122113000.0,-1484960000.0,,,1539119000.0,,,,,,,,,,1179636000.0,,700677000.0,6850223000.0,,,9090460000.0,,,25538495000.0,28140174000.0,-5273379000.0,,2887556000.0,62971377000.0,,-1557046000.0,2582994000.0,,14471739000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,2812327000.0,,8484175000.0,-3035894000.0,-10136828000.0,,,191533000.0,754222000.0,,,393634000.0,363911000.0,88295239000.0,,5000000.0,,31288095000.0,,,15938092000.0,,5661303000.0,,10846380000.0,6493000.0,1373890000.0,26092268000.0,2812327000.0,131945000.0,12026600000.0,6888843000.0,131945000.0,6493000.0,,550829000.0,15938092000.0,755340000.0,3787152000.0,0.3267,12251362000.0,,49738921000.0,,6338341000.0,9348523000.0,3793645000.0,,,65968264000.0,,1396620000.0,30764662000.0,3793645000.0,3668528000.0,12251362000.0,1343529000.0,,,3623658000.0,6546088000.0,1026721000.0,3787152000.0,,0.0,65968264000.0,521722000.0,-2939000.0,1549279000.0,,393634000.0,1396620000.0,,88295239000.0,56856930000.0,5203135000.0,2179087000.0,79623339000.0,191533000.0,,65968264000.0,136056000.0,-8457654000.0,4602557000.0,286305000.0,0.0,,,,,,,,8671900000.0,0.0,6338341000.0,0.3267,,,-11984773000.0,12785910000.0,-1102812000.0,8484175000.0,,3881348000.0,31288095000.0,2164855000.0,1676783000.0,-1418658000.0,-2543949000.0,3668528000.0,1850298000.0,1921472000.0,,40307624000.0,0.0,,5000000.0,,79623339000.0,,1550789000.0,9431297000.0,251665000.0,6888843000.0,755340000.0,56856930000.0,8671900000.0,-50973000.0,1429284000.0,26092268000.0,30764662000.0,-1375975000.0,,615576000.0,65968264000.0,3773851000.0,-2003165000.0,-173515000.0,-162074000.0,12523163000.0,,11880465259.0,890869000.0,5807639000.0,,-2428361000.0,6546088000.0,-118624000.0,4771340000.0,3881348000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,9039096000.0,,,0.09,,202976000.0,705928000.0,,,1044014000.0,1007993000.0,,,,,,,,,,,,11139496000.0,46207000.0,,,3029666000.0,499775000.0,,,,,,,18556773000.0,792424000.0,4493080000.0,,,,,,,,4539287000.0,11600155556.0,,,-414244000.0,,,,,12251362000.0,3668528000.0,,,,6810312000.0,-622951000.0,,,0.0,,,-826364000.0,459964000.0,,1044014000.0,1581235000.0,,93179455000.0,60647161000.0,,-1314895000.0,83548904000.0,,,70347708000.0,14405000.0,,,466902000.0,,,,,,,,,,0.0,6787788000.0,,,0.09,,,,,,,31964545000.0,1552138000.0,1616782000.0,-3030069000.0,,4374456000.0,1359536000.0,,,,,,578081000.0,,,,1044723000.0,,84181000.0,7932857000.0,,,9630551000.0,,,26642048000.0,34005113000.0,-4287843000.0,,1092174000.0,70347708000.0,,-2709571000.0,257246000.0,,12756278000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,8579487000.0,,,,,217168000.0,75323000.0,,,238303000.0,200764000.0,,,,,,,,,,,,11994635000.0,104157000.0,,,2933199000.0,511309000.0,,,,,,,17170891000.0,831609000.0,4558193000.0,,,,,,,,4662350000.0,,,,,,,,,12251362000.0,4374456000.0,,,,7606236000.0,-720329000.0,,,0.0,,,265796000.0,430077000.0,,238303000.0,1747235000.0,,95269678000.0,63605231000.0,,-1661867000.0,85352479000.0,,,73262166000.0,387762000.0,,,-208642000.0,,,,,,,,,,0.0,10362994000.0,,,,,,,,,,31135007000.0,763609000.0,1009325000.0,-130117000.0,,4449779000.0,1548024000.0,,,,,,776000000.0,,,,1239041000.0,,132768000.0,7068473000.0,,,9917199000.0,,,29907198000.0,33698033000.0,-2347138000.0,,333532000.0,73262166000.0,,-1470883000.0,-538699000.0,,13003960000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,10262142000.0,,,-0.163,,15816755000.0,-509313000.0,,,-1939570000.0,-1987997000.0,,,,,,,,,,,,13323677000.0,0.0,,,3083810000.0,511309000.0,,,,,,,18932450000.0,962454000.0,4049800000.0,,,,,,,,4049800000.0,11899202454.0,,,,,,,,12251362000.0,4449779000.0,,,,7947930000.0,-87708000.0,,,0.0,,,-417934000.0,302789000.0,,-1939570000.0,1745472000.0,,97554239000.0,67913791000.0,,744355000.0,88093814000.0,,,75536178000.0,16665000.0,,,464723000.0,,,,,,,,,,0.0,8283800000.0,,,-0.163,,,,,,,29157896000.0,-1967255000.0,591912000.0,-1501752000.0,,3940466000.0,1457496000.0,,,,,,1119510000.0,,,,1118783000.0,,-282047000.0,5128903000.0,,,9460425000.0,,,30702228000.0,37211563000.0,-2668123000.0,,-2270044000.0,75536178000.0,,-1572962000.0,-865584000.0,,13915589000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,2074178000.0,,-5410836000.0,-582066000.0,-8338461000.0,,,17282770000.0,-1027134000.0,,,-8491827000.0,-8481048000.0,98897743000.0,,214000000.0,,19773890000.0,,,17109828000.0,,6209767000.0,,12148704000.0,253406000.0,1796633000.0,42695897000.0,2074178000.0,349055000.0,,-4107603000.0,349055000.0,253406000.0,,471342000.0,17109828000.0,812941000.0,4663792000.0,-0.77,12251362000.0,,52969998000.0,,9286453000.0,7052845000.0,4917198000.0,,,77132040000.0,-743694000.0,2563887000.0,35914304000.0,4917198000.0,2913332000.0,12251362000.0,3940466000.0,,,-1577535000.0,9379700000.0,957949000.0,4663792000.0,,0.0,77132040000.0,-1636078000.0,396436000.0,1078615000.0,,-8491827000.0,2563887000.0,,98897743000.0,78610201000.0,-10852186000.0,19131000.0,89671353000.0,17282770000.0,,77132040000.0,52510000.0,-7525884000.0,4855884000.0,-2359061000.0,0.0,,,,,,,,9226390000.0,0.0,9286453000.0,-0.77,,,-11032131000.0,-2870261000.0,-755196000.0,-5410836000.0,,-9149080000.0,19773890000.0,-8929233000.0,1145467000.0,-3676523000.0,-2213276000.0,2913332000.0,1575965000.0,1772158000.0,,48606512000.0,0.0,,214000000.0,,89671353000.0,,1453337000.0,4363486000.0,-1526800000.0,-4107603000.0,812941000.0,78610201000.0,9226390000.0,-58296000.0,-1591898000.0,42695897000.0,35914304000.0,-1729027000.0,,-10007848000.0,77132040000.0,-9260288000.0,-1772468000.0,-430498000.0,270903000.0,13294171000.0,,11881922078.0,-473039000.0,5941021000.0,,-2890727000.0,9379700000.0,,3668528000.0,-9149080000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,9758578000.0,,,0.08,,17426981000.0,-64342000.0,,,981214000.0,880243000.0,,,,,,,,,,,,9394323000.0,228384000.0,,,2085854000.0,349055000.0,,,,,,,22251355000.0,787666000.0,4601133000.0,,,,,,,,4829517000.0,12265175000.0,,,-411374000.0,,,,,12251362000.0,2913332000.0,,,,8067171000.0,-538147000.0,,,0.0,,,-265200000.0,259027000.0,,981214000.0,2557283000.0,,99788035000.0,78621991000.0,,-1084310000.0,90569772000.0,,,77904840000.0,,,,4926000.0,,,,,,,,,,0.0,9792942000.0,,,0.08,,,,,,,20753375000.0,1198262000.0,1849197000.0,-1510261000.0,,2848990000.0,1370134000.0,,,,,,165000000.0,,,,1098173000.0,,58992000.0,-3126393000.0,,,9218263000.0,,,37291483000.0,41330508000.0,-7892173000.0,,939235000.0,77904840000.0,,-1311745000.0,479063000.0,,11243520000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,-4163352000.0,,,,,17523320000.0,274960000.0,,,1944435000.0,1984432000.0,,,,,,,,,,,,9581450000.0,,,,2175082000.0,349055000.0,,,,,,,19854593000.0,809228000.0,3902568000.0,,,,,,,,3902568000.0,,,,-379727000.0,,,,,12251362000.0,2848990000.0,,,,6745850000.0,-308597000.0,,,0.0,,,0.0,457845000.0,,1944435000.0,2558048000.0,,100240561000.0,77051940000.0,,-638984000.0,91346441000.0,,,78158693000.0,,,,1006662000.0,,,,,,,,,,0.0,10290723000.0,,,,,,,,,,22721041000.0,2248785000.0,1580055000.0,-405664000.0,,3123950000.0,1498769000.0,,,,,,180000000.0,,,,1227067000.0,,-193492000.0,-1181954000.0,,,8894120000.0,,,38288297000.0,38763643000.0,-5797083000.0,,1790940000.0,78158693000.0,,-1535478000.0,81286000.0,,11161505000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,-1105257000.0,,,0.07,,16723969000.0,1450178000.0,,,885298000.0,865157000.0,,,,,,,,,,,,11282767000.0,,,,2450979000.0,349055000.0,,,,,,,19834258000.0,839729000.0,4575296000.0,,,,,,,,4575296000.0,12647114286.0,,,-351700000.0,,,,,12251362000.0,3123950000.0,,,,7193487000.0,1026034000.0,,,0.0,,,0.0,369740000.0,,885298000.0,2546596000.0,,101959366000.0,77905457000.0,,-2212467000.0,92673417000.0,,,79775218000.0,0.0,,,1371793000.0,,,,1009541000.0,,,,,,0.0,8858760000.0,,,0.07,,,,,,,23605019000.0,1684941000.0,2771568000.0,-311860000.0,,4574128000.0,1836793000.0,,,,,,189745000.0,,,,1478442000.0,,450044000.0,-296656000.0,,,9285949000.0,,,38803845000.0,39101612000.0,-5703155000.0,,1315201000.0,79775218000.0,,-1727000000.0,934775000.0,,14054335000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,2201172000.0,,11304489000.0,-6528029000.0,-12582067000.0,,,1477776000.0,-1937307000.0,,,1218504000.0,1248436000.0,106163207000.0,,143000000.0,,23922872000.0,,,27321078000.0,,6866763000.0,,11688576000.0,,-499527000.0,36394306000.0,2201172000.0,349055000.0,,921848000.0,349055000.0,,,62527000.0,27321078000.0,931271000.0,3201568000.0,0.42,12251362000.0,,51095369000.0,,10310639000.0,6895270000.0,3201568000.0,,,80878658000.0,-242753000.0,2576301000.0,45807458000.0,3201568000.0,2636821000.0,12251362000.0,4574128000.0,,,2210368000.0,8870400000.0,-1041680000.0,3201568000.0,,0.0,80878658000.0,1256909000.0,-6262829000.0,197949000.0,,1218504000.0,2576301000.0,,106163207000.0,82201764000.0,5314681000.0,-1001745000.0,98984443000.0,1477776000.0,,80878658000.0,47647000.0,-7757660000.0,5432823000.0,-1126472000.0,0.0,,,,,,,,7178764000.0,0.0,10310639000.0,0.42,,,-20642949000.0,13355931000.0,-276511000.0,11304489000.0,,5029451000.0,23922872000.0,1467254000.0,2947433000.0,-10354282000.0,-4937506000.0,2636821000.0,2232189000.0,1174487000.0,,41947116000.0,0.0,,143000000.0,,98984443000.0,,1629141000.0,9148253000.0,20869000.0,921848000.0,931271000.0,82201764000.0,7178764000.0,-109844000.0,336413000.0,36394306000.0,45807458000.0,-1250538000.0,,1269305000.0,80878658000.0,4978268000.0,-3183437000.0,715244000.0,1088480000.0,14636009000.0,,11974883333.0,-862390000.0,6937885000.0,,-1385554000.0,8870400000.0,-3290000.0,2913332000.0,5029451000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,12671246000.0,,,0.19,,1342140000.0,1680657000.0,,,2171707000.0,2172255000.0,,,,,,,,,,,,11569857000.0,,,,2513390000.0,349055000.0,,,,,,,27955331000.0,893757000.0,4526364000.0,,,,,,,,4526364000.0,11430036842.0,,,-362586000.0,,,,,12251362000.0,2636821000.0,,,,10022909000.0,-818584000.0,,,0.0,,,-38284000.0,231058000.0,,2171707000.0,2557068000.0,,109290876000.0,83171123000.0,,-652353000.0,100326488000.0,,,82319025000.0,4202000.0,,,360647000.0,,,,,,,,,,0.0,10123341000.0,,,0.19,,,,,,,26080634000.0,2838659000.0,3126511000.0,-2968046000.0,,4317478000.0,1699464000.0,,,,,,143000000.0,,,,1353757000.0,,435346000.0,3093555000.0,,,8964388000.0,,,37435738000.0,45735385000.0,-4472474000.0,,2607601000.0,82319025000.0,,-3338555000.0,1427047000.0,,14696368000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,1097198000.0,,,,,16034858000.0,1162856000.0,,,2522314000.0,2608916000.0,,,,,,,,,,,,15381556000.0,23073000.0,,,3189761000.0,1449030000.0,,,,,,,39698057000.0,1074784000.0,7058305000.0,,,,,,,,7081378000.0,,,,-317897000.0,,,,,12251362000.0,4317478000.0,,,,14151056000.0,1416651000.0,,,0.0,,,-173487000.0,244109000.0,,2522314000.0,2768263000.0,,139578340000.0,111507013000.0,,-624240000.0,126167483000.0,,,105132486000.0,131180000.0,,,424539000.0,,,,2421210000.0,,,,,,0.0,10064786000.0,,,,,,,,,,28200866000.0,3195765000.0,4229749000.0,-1219275000.0,,5480334000.0,2343805000.0,,,,,,869020000.0,,,,2027408000.0,,342740000.0,5615869000.0,,,13410857000.0,,,50174769000.0,61332244000.0,-7928476000.0,,2951656000.0,105132486000.0,,-3043857000.0,1885944000.0,,19611305000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,1048653000.0,,,0.45,,15531418000.0,2392229000.0,,,5166778000.0,5473102000.0,,,,,,,,,,,,17149479000.0,25968000.0,,,3381687000.0,1449030000.0,,,,,,,41075823000.0,1080817000.0,8601033000.0,,,,,,,,8627001000.0,11481728889.0,,,-430066000.0,,,,,12251362000.0,5480334000.0,,,,12735412000.0,2610934000.0,,,0.0,,,-13798000.0,580885000.0,,5166778000.0,2763534000.0,,145746713000.0,112395863000.0,,-1051455000.0,130466352000.0,,,108954635000.0,30914000.0,,,2306245000.0,,,,2677342000.0,,,,,,0.0,10325953000.0,,,0.45,,,,,,,33156735000.0,7491155000.0,7676897000.0,-4915146000.0,,7872563000.0,2847547000.0,,,,,,921043000.0,,,,2333002000.0,,1437168000.0,10782647000.0,,,15280361000.0,,,49863469000.0,62532394000.0,-9371499000.0,,6910270000.0,108954635000.0,,-5979474000.0,4829350000.0,,24826376000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,3180638000.0,,-1031011000.0,-287368000.0,-14074330000.0,,,18686033000.0,6332028000.0,,,2347250000.0,2200485000.0,155219613000.0,,1005840000.0,,41652625000.0,,,40923371000.0,,8482677000.0,,16903908000.0,27379000.0,2623589000.0,50633098000.0,3180638000.0,1449030000.0,,12515511000.0,1449030000.0,27379000.0,6421149000.0,532340000.0,40923371000.0,932317000.0,15011027000.0,1.05,12891955000.0,,80962677000.0,,9813810000.0,19666942000.0,15038406000.0,,,111743286000.0,-489155000.0,2867600000.0,62887195000.0,15038406000.0,14204591000.0,12891955000.0,7872563000.0,,,10506676000.0,15703154000.0,-865832000.0,15011027000.0,,0.0,111743286000.0,2719854000.0,-61799000.0,878411000.0,,2347250000.0,2867600000.0,,155219613000.0,113520293000.0,15025062000.0,5065145000.0,134231481000.0,18686033000.0,,111743286000.0,366044000.0,-17323773000.0,7843467000.0,-371577000.0,0.0,,,,,,,,20988132000.0,0.0,9813810000.0,1.05,,,-23068451000.0,24678843000.0,11567770000.0,-1031011000.0,,12208049000.0,41652625000.0,3433946000.0,4924720000.0,-4971863000.0,2737097000.0,14204591000.0,2560570000.0,1171104000.0,,61004800000.0,0.0,,1005840000.0,,134231481000.0,,2129485000.0,19957877000.0,355050000.0,12515511000.0,932317000.0,113520293000.0,20988132000.0,-39039000.0,2570304000.0,50633098000.0,62887195000.0,-1296002000.0,,2555535000.0,111743286000.0,12454758000.0,-4961887000.0,2364150000.0,-691465000.0,21828628000.0,,11626713333.0,2343169000.0,9451201000.0,,-1599704000.0,15703154000.0,,2636821000.0,12208049000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,-938144000.0,,,0.14,,19063501000.0,375763000.0,,,1671318000.0,1818350000.0,,,,,,,,,,,170324000.0,17120177000.0,33280000.0,,,3408307000.0,1425722000.0,,,,,,,41190790000.0,974436000.0,14580354000.0,,,,,,,,14613634000.0,11937985714.0,,,-510404000.0,,,,,12891955000.0,14204591000.0,,,,15779009000.0,-872444000.0,,,0.0,,,-49675000.0,272906000.0,,1671318000.0,2897720000.0,,158338567000.0,114333272000.0,,-383422000.0,137486361000.0,,,114744208000.0,,,,1339450000.0,,,,,,,,,,0.0,10520566000.0,,,0.14,,,,,,,43183857000.0,2591879000.0,4130918000.0,-2992461000.0,,14580354000.0,2575514000.0,,,,,,1050481000.0,,,,2091128000.0,,500623000.0,14186829000.0,,,20852206000.0,,,50456787000.0,63876485000.0,-6209830000.0,,2318973000.0,114744208000.0,,-4438427000.0,1555404000.0,,21251095000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,1245512000.0,,,,,19149315000.0,909935000.0,,,2391896000.0,2533763000.0,,,,,,,,,,,,18683783000.0,19748000.0,,,3451045000.0,1279076000.0,,,,,,,42020817000.0,1092316000.0,15623593000.0,,,,,,,,15643341000.0,,,,-1995618000.0,,,,,12891955000.0,14580354000.0,,,,14329373000.0,-1157486000.0,,,0.0,,,49675000.0,412272000.0,,2391896000.0,2885195000.0,,164224541000.0,118153907000.0,,-784578000.0,141929680000.0,,,119959216000.0,,,,-857214000.0,,,,,,,,,,0.0,12110790000.0,,,,,,,,,,43937067000.0,3620181000.0,5195480000.0,-4769521000.0,,15490289000.0,2819393000.0,,,,,,1076412000.0,,,,2275681000.0,,674146000.0,14402130000.0,,,22294861000.0,,,53460272000.0,64693635000.0,-7855165000.0,,3207909000.0,119959216000.0,,-7460579000.0,2376087000.0,,23879263000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,-2806508000.0,,,0.31,,18251990000.0,977668000.0,,,3799624000.0,4179246000.0,,,,,,,,,,,,20308920000.0,18363000.0,,,3235470000.0,1279076000.0,,,,,,,44380657000.0,1130397000.0,16599513000.0,,,,,,,,16617876000.0,12256851613.0,,,-878534000.0,,,,,12891955000.0,15490289000.0,,,,11983922000.0,4008290000.0,,,0.0,,,,660290000.0,,3799624000.0,2860935000.0,,171421348000.0,121553339000.0,,-655936000.0,148002273000.0,,,125888479000.0,-674082000.0,,,826369000.0,,,,3192617000.0,,,,,,0.0,12700818000.0,,,0.31,,,,,,,47316090000.0,6336974000.0,7835252000.0,-4625633000.0,,16467957000.0,3215819000.0,,,,,,1155985000.0,,,,2561596000.0,,1497438000.0,18201754000.0,,,23419075000.0,,,52015332000.0,69538007000.0,-7541320000.0,,5676684000.0,125888479000.0,,-4813270000.0,4619433000.0,,28144172000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,2652439000.0,,2611609000.0,,-16896989000.0,,,22699680000.0,-1161548000.0,,,-385983000.0,-633750000.0,173323568000.0,,1213030000.0,,46738018000.0,,,39398481000.0,,9435739000.0,,20579555000.0,12144000.0,6183196000.0,57867384000.0,2652439000.0,1102185000.0,,17134982000.0,1102185000.0,12144000.0,,1090695000.0,39398481000.0,1128164000.0,15420242000.0,0.61,12891955000.0,,97139111000.0,,12081912000.0,21639589000.0,15432386000.0,,,129303895000.0,-167434000.0,2805249000.0,65954663000.0,15432386000.0,15306409000.0,12891955000.0,16467957000.0,,,8376951000.0,11507317000.0,-2858703000.0,15420242000.0,,0.0,129303895000.0,1348262000.0,,45847000.0,,-385983000.0,2805249000.0,,173323568000.0,123822047000.0,10121519000.0,-522234000.0,151861908000.0,22699680000.0,,129303895000.0,237968000.0,-22519932000.0,9828266000.0,39657000.0,0.0,,,,,,,,21461660000.0,0.0,12081912000.0,0.61,,,-25560539000.0,20993889000.0,1101818000.0,2611609000.0,,7476855000.0,46738018000.0,-1036200000.0,3285026000.0,-4509374000.0,-2346170000.0,15306409000.0,3458999000.0,1436631000.0,,76692435000.0,0.0,,1213030000.0,,151861908000.0,,2899861000.0,20446676000.0,-448297000.0,17134982000.0,1128164000.0,123822047000.0,21461660000.0,-260364000.0,2223910000.0,57867384000.0,65954663000.0,-3954224000.0,,-1082047000.0,129303895000.0,7897609000.0,-5807656000.0,-173973000.0,-1781625000.0,23864581000.0,,12257139344.0,-880343000.0,12069725000.0,,-3551990000.0,11507317000.0,,14204591000.0,7476855000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
