date,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualBasicAverageShares,annualChangeInAccountPayable,annualGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualChangeInWorkingCapital,annualOperatingIncome,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,trailingCostOfRevenue,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualCashAndCashEquivalents,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPretaxIncome,annualBasicEPS,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualDilutedAverageShares,annualOtherNonCashItems,annualLongTermDebt,annualCurrentAssets,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualStockholdersEquity,quarterlyOtherIncomeExpense,annualRetainedEarnings,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyInventory,quarterlyAccountsReceivable,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyChangeInInventory,annualDilutedEPS,quarterlyChangeInAccountPayable,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCapitalStock,annualNetPPE,trailingGrossProfit,annualOperatingCashFlow,annualRepaymentOfDebt,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,annualEbitda,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualChangeInInventory,trailingChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,annualIncomeTaxPayable,quarterlyGrossPPE,trailingOperatingExpense,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyCashFlowFromContinuingFinancingActivities,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingInterestExpense,quarterlyIncomeTaxPayable,trailingCashDividendsPaid,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualInventory,quarterlyTaxProvision,quarterlyNetPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingChangeInInventory,quarterlyDilutedEPS,quarterlyEbitda,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualTotalRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualInterestExpense,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,trailingNetOtherFinancingCharges,quarterlyPurchaseOfBusiness,annualGoodwill,annualPurchaseOfBusiness,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyOtherIntangibleAssets,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1992-10-31,-36600000.0,,39500000.0,67700000.0,42100000.0,,2200000.0,20374428.0,,,36000000.0,,2000000.0,1800000.0,2900000.0,,-1600000.0,8100000.0,0.0,36000000.0,6100000.0,,,,,,,0.0,0.0,7600000.0,,-8600000.0,5300000.0,,181000000.0,8200000.0,0.26013,5300000.0,3700000.0,-2700000.0,,86800000.0,100000.0,126300000.0,13100000.0,11100000.0,600000.0,42100000.0,3700000,3700000.0,600000.0,20374428.0,-100000.0,29800000.0,39500000.0,7900000.0,,1800000.0,,84200000.0,-100000.0,67700000.0,0.0,-16300000.0,126300000.0,18400000.0,,2900000.0,0.0,5300000.0,,,6100000.0,6200000.0,,,29800000.0,,,,5100000.0,-700000.0,48400000.0,2000000.0,0.26013,,7600000.0,300000.0,,86200000.0,,12000000.0,,29100000.0,86800000.0,7600000.0,84200000.0,7600000.0,16000000.0,0.0,,,,5700000.0,,,-1800000.0,,-53300000.0,100000.0,-16300000.0,139500000.0,100000.0,,0.0,19000000.0,0.0,,-53300000.0,,,21000000.0,,139500000.0,,7700000.0,-48600000.0,500000.0,,12300000.0,,,-48600000.0,,,6000000,4000000.0,59500000,,,,,2000000.0,6200000.0,,1400000.0,,,18400000.0,2000000.0,86200000.0,0.0,25200000.0,4000000.0,,,8200000,-11400000.0,,,3800000.0,210100000.0,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-01-31,,,38500000.0,69400000.0,,,2400000.0,,,,,100000.0,,,3300000.0,,,,,43500000.0,8400000.0,,,,,,,,0.0,,21165888.0,-4900000.0,,,,,,,2400000.0,,,99300000.0,,137800000.0,,9500000.0,1600000.0,51900000.0,2400000,2400000.0,,,,,,,,2000000.0,0.11339,,0.0,,0.0,-9500000.0,,20100000.0,,,0.0,,,,,6200000.0,,,37300000.0,,,,5700000.0,-700000.0,46300000.0,-1700000.0,,,,,,,,,,,,5000000.0,85900000.0,5000000.0,,7600000.0,,,21165888.0,3800000.0,,,,,-55100000.0,100000.0,-9500000.0,,,,,,0.0,,,,,,,152800000.0,,4600000.0,,,,2200000.0,,,,,,3800000,0.0,55800000,,,,,8300000.0,,,-300000.0,,,,1400000.0,97700000.0,,,,,0.11339,6200000,,,,-2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-04-30,,,43400000.0,71200000.0,,,2600000.0,,,,,,,,3500000.0,,,,,56400000.0,7700000.0,,,,,,,,-200000.0,,19990005.0,-14200000.0,,,,,,,2400000.0,,,108400000.0,,151800000.0,,10300000.0,1600000.0,64100000.0,2400000,2400000.0,,,,,,,,2100000.0,0.12006,,100000.0,,0.0,-11700000.0,,23900000.0,,,0.0,,,,,6300000.0,,,50300000.0,,,,6000000.0,-700000.0,51800000.0,-3800000.0,,,,,,,,,,,,3100000.0,87700000.0,3100000.0,,0.0,,,19990005.0,3800000.0,,,,,-57500000.0,100000.0,-11700000.0,,500000.0,,,,0.0,,,,,,,164300000.0,,-2500000.0,,,,12300000.0,,,,,,4300000,0.0,62100000,,,,,7600000.0,,,-7400000.0,,,,1400000.0,106800000.0,,,,,0.12006,6900000,,,,-2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-07-31,,,48000000.0,73400000.0,,,3000000.0,,,,,,,,3300000.0,,,,,64400000.0,8200000.0,,,,,,,,-100000.0,,20703934.0,-4400000.0,,,,,,,2900000.0,,,114500000.0,,162500000.0,,11200000.0,1200000.0,72600000.0,2900000,2900000.0,,,,,,,,2400000.0,0.14007,,100000.0,,0.0,-9300000.0,,25400000.0,,,0.0,,,,,6200000.0,,,58300000.0,,,,6000000.0,-600000.0,59700000.0,-1500000.0,,,,,,,,,,,,6000000.0,89900000.0,6000000.0,,0.0,,,20703934.0,4600000.0,,,,,-60400000.0,100000.0,-9400000.0,,800000.0,,,,0.0,,,,,,,173700000.0,,5000000.0,,,,7400000.0,,,,,,5200000,0.0,70900000,,,,,8100000.0,,,-800000.0,,,,1700000.0,113300000.0,,,,,0.14007,8200000,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-10-31,-26900000.0,,50200000.0,76900000.0,75600000.0,,3400000.0,20273954.0,,,68000000.0,,3400000.0,2800000.0,3500000.0,,-13300000.0,20800000.0,0.0,68000000.0,7600000.0,,,,,,,0.0,0.0,4000000.0,,-3400000.0,11900000.0,,223300000.0,19000000.0,0.58696,11900000.0,4200000.0,-2700000.0,,118800000.0,100000.0,169000000.0,13600000.0,14300000.0,1200000.0,75600000.0,4200000,4200000.0,1200000.0,20273954.0,,60300000.0,50200000.0,11400000.0,,2800000.0,,93400000.0,200000.0,76900000.0,0.0,-7600000.0,169000000.0,26400000.0,,7100000.0,0.0,11900000.0,,,7600000.0,7700000.0,,,60300000.0,,,,6900000.0,-700000.0,66000000.0,-1100000.0,0.58696,,4000000.0,400000.0,,117600000.0,,11300000.0,,45800000.0,118800000.0,4000000.0,93400000.0,4000000.0,32200000.0,0.0,,,,6700000.0,,,-8100000.0,,-63200000.0,100000.0,-7600000.0,180800000.0,800000.0,,0.0,7600000.0,0.0,,-63200000.0,,,25000000.0,,180800000.0,,4200000.0,-38100000.0,1300000.0,,1300000.0,,,-38200000.0,,,7400000,4100000.0,80300000,,,,,3400000.0,7700000.0,,-4800000.0,,,26400000.0,2500000.0,117600000.0,0.0,23200000.0,4100000.0,,,10800000,-3600000.0,,,-2000000.0,269100000.0,,,,2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-31,,,50600000.0,77500000.0,,,3700000.0,,,,,100000.0,,,3400000.0,,,,,70900000.0,10500000.0,,,,,,,,0.0,,19990005.0,-4400000.0,,,,,,,1200000.0,,,124700000.0,,175300000.0,,9700000.0,1200000.0,81400000.0,1200000,1200000.0,,,,,,,,3000000.0,0.06003,,100000.0,,0.0,-9500000.0,,28400000.0,,,0.0,,,,,7700000.0,,,63200000.0,,,,7100000.0,-700000.0,71700000.0,-2000000.0,,,,,,,,,,,,1800000.0,93900000.0,1800000.0,,4000000.0,,,19990005.0,1900000.0,,,,,-66600000.0,100000.0,-9500000.0,,800000.0,,,,0.0,,,,,,,190100000.0,,5100000.0,,,,2200000.0,,,,,,2600000,0.0,81400000,,,,,10400000.0,,,100000.0,,,,700000.0,123500000.0,,,,,0.06003,6300000,,,,-2100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-04-30,,,54700000.0,79800000.0,,,3900000.0,,,,,,,,3800000.0,,,,,73800000.0,12600000.0,,,,,,,,-100000.0,,19555440.0,-1300000.0,,,,,,,3000000.0,,,128000000.0,,182700000.0,,13300000.0,1100000.0,86400000.0,3000000,3000000.0,,,,,,,,2900000.0,0.15341,,0.0,,0.0,-7300000.0,,29700000.0,,,0.0,,,,,7700000.0,,,66200000.0,,,,7600000.0,-700000.0,78200000.0,-1200000.0,,,,,,,,,,,,2900000.0,96300000.0,2900000.0,,0.0,,,19555440.0,4800000.0,,,,,-70200000.0,100000.0,-7300000.0,,900000.0,,,,100000.0,,,,,,,197100000.0,,6000000.0,,,,2400000.0,,,,,,5700000,0.0,91500000,,,,,12500000.0,,,-800000.0,,,,1800000.0,126900000.0,,,,,0.15341,9600000,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-07-31,,,56200000.0,84300000.0,,,3900000.0,,,,,,,,3800000.0,,,,,66900000.0,15700000.0,,,,,,,,0.0,,20516058.0,6400000.0,,,,,,,5200000.0,,,127200000.0,,183400000.0,,16800000.0,1300000.0,82600000.0,5200000,5200000.0,,,,,,,,3400000.0,0.25346,,100000.0,,0.0,-2800000.0,,31700000.0,,,0.0,,,,,7700000.0,,,59200000.0,,,,7600000.0,-600000.0,82600000.0,-2100000.0,,,,,,,,,,,,1600000.0,100800000.0,1600000.0,,0.0,,,20516058.0,8300000.0,,,,,-73900000.0,100000.0,-2800000.0,,1000000.0,,,,-100000.0,,,,,,,199800000.0,,9200000.0,,,,-7700000.0,,,,,,9200000,0.0,99400000,,,,,15600000.0,,,200000.0,,,,3100000.0,125900000.0,,,,,0.25346,13100000,,,,-1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-10-31,7000000.0,,55800000.0,89700000.0,75500000.0,,4100000.0,20394737.0,,,65600000.0,200000.0,2800000.0,3300000.0,3000000.0,,-3300000.0,28200000.0,0.0,65600000.0,9900000.0,,,,,,,0.0,0.0,4100000.0,,6300000.0,15500000.0,,313700000.0,24900000.0,0.76,15500000.0,6100000.0,-2700000.0,,125900000.0,100000.0,181700000.0,14000000.0,17800000.0,1100000.0,75500000.0,6100000,6100000.0,1100000.0,20424570.0,100000.0,56200000.0,55800000.0,15600000.0,,3300000.0,,106200000.0,100000.0,89700000.0,0.0,-2800000.0,181700000.0,29400000.0,,9400000.0,0.0,15500000.0,,,9900000.0,9400000.0,,,56200000.0,,,,7100000.0,-700000.0,81300000.0,2300000.0,0.76,,4100000.0,300000.0,,124800000.0,,29400000.0,,57800000.0,125900000.0,4100000.0,106200000.0,4100000.0,43800000.0,0.0,,,,9900000.0,,,-3000000.0,,-78100000.0,100000.0,-2800000.0,202900000.0,1000000.0,,0.0,4000000.0,-100000.0,,-78100000.0,,,29600000.0,,202900000.0,,9100000.0,-22400000.0,1500000.0,,-3700000.0,,,-22400000.0,,,10700000,7000000.0,99100000,,,,,2800000.0,9400000.0,,-2800000.0,,,29400000.0,3800000.0,124800000.0,-100000.0,-6800000.0,7000000.0,,,14800000,100000.0,,,2400000.0,371500000.0,,,,3700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-01-31,,,58700000.0,90800000.0,,,4400000.0,,,,,,,,3300000.0,,,,,65400000.0,11800000.0,,,,,,,,0.0,,20758851.0,2600000.0,,,,,,,1800000.0,,,125800000.0,,184500000.0,,11500000.0,1300000.0,77200000.0,1800000,1800000.0,,,,,,,,3900000.0,0.08671,,0.0,,0.0,-4000000.0,,29800000.0,,,0.0,,,,,9400000.0,,,56000000.0,,,,7700000.0,-700000.0,76100000.0,-400000.0,,,,,,,,,,,,5900000.0,107300000.0,5900000.0,,4100000.0,,,20758851.0,2900000.0,,,,,-81700000.0,200000.0,-4000000.0,,900000.0,,,,0.0,,,,,,,206200000.0,,6600000.0,,,,-800000.0,,,,,,3800000,0.0,87600000,,,,,11600000.0,,,400000.0,,,,1100000.0,124500000.0,,,,,0.08671,8200000,,,,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-30,,,56400000.0,91800000.0,,,4500000.0,,,,,,,,4100000.0,,,,,65400000.0,9500000.0,,,,,,,,0.0,,19605582.0,-2200000.0,,,,,,,1700000.0,,,126800000.0,,183200000.0,,12100000.0,1100000.0,74900000.0,1700000,1700000.0,,,,,,,,4000000.0,0.08671,,100000.0,,0.0,-5700000.0,,30800000.0,,,0.0,,,,,9400000.0,,,56000000.0,,,,8600000.0,-700000.0,80300000.0,-1000000.0,,,,,,,,,,,,3200000.0,108300000.0,3200000.0,,0.0,,,19605582.0,2700000.0,,,,,-85500000.0,200000.0,-5800000.0,,900000.0,,,,100000.0,,,,,,,211200000.0,,3600000.0,,,,-600000.0,,,,,,3500000,0.0,92400000,,,,,9300000.0,,,-2500000.0,,,,1000000.0,125700000.0,,,,,0.08671,8000000,,,,-2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-31,,,58700000.0,934900000.0,,,4800000.0,,,,,0.0,,,4300000.0,,,,,66400000.0,12500000.0,,,,,,,,0.0,,20283976.0,-1900000.0,,,,,,,2300000.0,,,130100000.0,,188800000.0,,13600000.0,900000.0,78900000.0,2300000,2300000.0,,,,,,,,4200000.0,0.11339,,-100000.0,,0.0,-8200000.0,,32200000.0,,,0.0,,,,,9400000.0,,,57000000.0,,,,8900000.0,-600000.0,87600000.0,-1400000.0,,,,,,,,,,,,1800000.0,109900000.0,1800000.0,,0.0,,,20283976.0,3700000.0,,,,,-89900000.0,200000.0,-8300000.0,,1000000.0,,,,-100000.0,,,,,,,219100000.0,,6400000.0,,,,300000.0,,,,,,4700000,100000.0,101200000,,,,,12200000.0,,,-700000.0,,,,1400000.0,129200000.0,,,,,0.11339,9500000,,,,-1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-10-31,0.0,,61000000.0,97800000.0,78900000.0,,4700000.0,20437500.0,,,65500000.0,0.0,4200000.0,4700000.0,4100000.0,,-5400000.0,21200000.0,0.0,65500000.0,13400000.0,,,,,,,0.0,0.0,400000.0,,1500000.0,10900000.0,,337500000.0,17600000.0,0.533333,10900000.0,5100000.0,-2700000.0,,132200000.0,200000.0,193200000.0,15800000.0,18000000.0,900000.0,78900000.0,5100000,5100000.0,900000.0,20437500.0,-100000.0,54800000.0,61000000.0,18400000.0,,4700000.0,,114300000.0,200000.0,97800000.0,0.0,-6700000.0,193200000.0,33300000.0,,6700000.0,0.0,10900000.0,,,13400000.0,10700000.0,,,54800000.0,,,,8800000.0,-700000.0,93700000.0,-1100000.0,0.533333,,400000.0,200000.0,,131300000.0,,24900000.0,,55400000.0,132200000.0,400000.0,114300000.0,400000.0,39600000.0,0.0,,,,8300000.0,,,-3900000.0,,-94900000.0,200000.0,-6800000.0,226200000.0,1100000.0,,0.0,4100000.0,0.0,,-94900000.0,,,34200000.0,,226200000.0,,8300000.0,-24600000.0,1000000.0,,-2800000.0,,,-24900000.0,,,9200000,9000000.0,111700000,,,,,4200000.0,10700000.0,,-2600000.0,,,33300000.0,3200000.0,131300000.0,0.0,-3900000.0,9000000.0,,,13900000,-3700000.0,,,-1400000.0,392900000.0,,,,3900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-31,,,68800000.0,96400000.0,,,4900000.0,,,,,100000.0,,,4000000.0,,,,,73100000.0,16100000.0,,,,,,,,100000.0,,19990005.0,-6700000.0,,,,,,,-800000.0,,,133200000.0,,202000000.0,,8700000.0,800000.0,89200000.0,-800000,-800000.0,,,,,,,,5400000.0,-0.04002,,-100000.0,,0.0,-6000000.0,,37700000.0,,,0.0,,,,,10700000.0,,,62300000.0,,,,8900000.0,-700000.0,95100000.0,-4400000.0,,,,,,,,,,,,600000.0,112800000.0,600000.0,,400000.0,,,19990005.0,-1300000.0,,,,,-99000000.0,200000.0,-6000000.0,,1000000.0,,,,0.0,,,,,,,231400000.0,,-700000.0,,,,6800000.0,,,,,,-200000,0.0,103800000,,,,,15900000.0,,,-4900000.0,,,,-500000.0,132400000.0,,,,,-0.04002,4700000,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-04-30,,,72700000.0,92900000.0,,,5000000.0,,,,,,,,4500000.0,,,,,87200000.0,17100000.0,,,,,,,,0.0,,20239880.0,-16200000.0,,,,,,,-2700000.0,,,141000000.0,,213700000.0,,6200000.0,600000.0,104300000.0,-2700000,-2700000.0,,,,,,,,7600000.0,-0.1334,,100000.0,,0.0,-12800000.0,,39000000.0,,,100000.0,,,,,10700000.0,,,76500000.0,,,,9500000.0,-700000.0,104500000.0,-1300000.0,,,,,,,,,,,,800000.0,109400000.0,800000.0,,0.0,,,20239880.0,-4400000.0,,,,,-103900000.0,3100000.0,-12900000.0,,1200000.0,,,,100000.0,,,,,,,244300000.0,,-3300000.0,,,,16400000.0,,,,,,-3300000,0.0,110700000,,,,,14000000.0,,,-5500000.0,,,,-1700000.0,140400000.0,,,,,-0.1334,1700000,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-07-31,,,82400000.0,91500000.0,,,5000000.0,,,,,,,,4300000.0,,,,,97500000.0,20200000.0,,,,,,,,0.0,,20989505.0,-15100000.0,,,,,,,-700000.0,,,152400000.0,,234800000.0,,9600000.0,900000.0,117700000.0,-700000,-700000.0,,,,,,,,7700000.0,-0.03335,,-100000.0,,0.0,-16000000.0,,42200000.0,,,-100000.0,,,,,10700000.0,,,86800000.0,,,,9300000.0,-700000.0,106800000.0,-3200000.0,,,,,,,,,,,,4300000.0,117100000.0,4300000.0,,0.0,,,20989505.0,-1100000.0,,,,,-108500000.0,3100000.0,-15900000.0,,1500000.0,,,,9100000.0,,,,,,,260000000.0,,800000.0,,,,18700000.0,,,,,,300000,0.0,116400000,,,,,17100000.0,,,-3400000.0,,,,-400000.0,151500000.0,,,,,-0.03335,5300000,,,,3600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-10-31,-40200000.0,9200000.0,78400000.0,92600000.0,118900000.0,,4800000.0,20000000.0,,,101400000.0,,5000000.0,6700000.0,4300000.0,,-11600000.0,1200000.0,0.0,101400000.0,17500000.0,,,,,,,0.0,0.0,4900000.0,,-2200000.0,-2400000.0,,417100000.0,-3200000.0,-0.12,-2400000.0,1900000.0,-2800000.0,,158800000.0,3100000.0,237200000.0,17100000.0,13500000.0,800000.0,118900000.0,1900000,1900000.0,800000.0,20796054.0,-100000.0,90100000.0,78400000.0,19700000.0,,6700000.0,,118300000.0,100000.0,92600000.0,0.0,-11300000.0,237200000.0,39100000.0,,-800000.0,0.0,-2400000.0,,,17500000.0,11300000.0,,,90100000.0,,,,9100000.0,-700000.0,110700000.0,3100000.0,-0.12,,4900000.0,0.0,,158000000.0,,6000000.0,,38000000.0,158800000.0,4900000.0,118300000.0,4900000.0,20900000.0,0.0,,,,3700000.0,,,-5800000.0,,-113000000.0,3100000.0,-11400000.0,271000000.0,800000.0,,0.0,400000.0,-100000.0,,-113000000.0,,,36800000.0,,271000000.0,,9200000.0,-46100000.0,200000.0,,2600000.0,,,-46200000.0,0.0,,4400000,9400000.0,124200000,,,,,5000000.0,11300000.0,,2200000.0,,,39100000.0,1800000.0,158000000.0,-100000.0,44500000.0,9400000.0,,,9200000,4400000.0,,,500000.0,455100000.0,,,,4400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-01-31,,,74300000.0,95500000.0,,,5100000.0,,,,,-100000.0,,,5300000.0,,,,,105300000.0,19900000.0,,,,,,,,0.0,,21589205.0,-6000000.0,,,,,,,3600000.0,,,172000000.0,,246300000.0,,17100000.0,1100000.0,125200000.0,3600000,3600000.0,,,,,,,,8100000.0,0.16675,,100000.0,,0.0,-18000000.0,,38100000.0,,,0.0,,,,,11300000.0,,,94000000.0,,,,10400000.0,-700000.0,98500000.0,1000000.0,,,,,,,,,,,,2100000.0,121100000.0,2100000.0,,4900000.0,,,21589205.0,5700000.0,,,,,-117900000.0,3100000.0,-18000000.0,,1100000.0,,,,0.0,,,,,,,288800000.0,,12000000.0,,,,3200000.0,,,,,,6700000,0.0,115600000,,,,,16800000.0,,,3400000.0,,,,2100000.0,170900000.0,,,,,0.16675,11800000,,,,-2700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-04-30,,,80600000.0,94000000.0,,,5100000.0,,,,,,,,5000000.0,,,,,129500000.0,18900000.0,,,,,,,,100000.0,,23988006.0,-26800000.0,,,,,,,-800000.0,,,187600000.0,,268200000.0,,10400000.0,2300000.0,148400000.0,-800000,-800000.0,,,,,,,,6400000.0,-0.03335,,-100000.0,,0.0,-19400000.0,,43100000.0,,,3500000.0,,,,,11300000.0,,,118100000.0,,,,10100000.0,-700000.0,107000000.0,-5000000.0,,,,,,,,,,,,2300000.0,119800000.0,2300000.0,,0.0,,,23988006.0,-1200000.0,,,,,-122900000.0,3100000.0,-22900000.0,,1500000.0,,,,-100000.0,,,,,,,308200000.0,,-3900000.0,,,,23500000.0,,,,,,300000,0.0,117400000,,,,,15800000.0,,,-8300000.0,,,,-400000.0,185300000.0,,,,,-0.03335,5400000,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-31,,,83900000.0,91200000.0,,,5500000.0,,,,,,,,4600000.0,,,,,129400000.0,20600000.0,,,,,,,,0.0,,21417862.0,500000.0,,,,,,,-2000000.0,,,183200000.0,,267100000.0,,7700000.0,2700000.0,150000000.0,-2700000,-2000000.0,,,,,,,,7500000.0,-0.09338,,100000.0,,0.0,400000.0,,44500000.0,,,-1500000.0,,,,,11300000.0,,,118100000.0,,,,10100000.0,-800000.0,114200000.0,-1400000.0,,,,,,,,,,,,600000.0,117100000.0,600000.0,,0.0,,,21417862.0,-4300000.0,,,,,-127300000.0,3100000.0,1900000.0,,2000000.0,,,,300000.0,,,,,,,307800000.0,,-1400000.0,,,,-700000.0,,,,,,-2400000,0.0,121900000,,,,,17500000.0,,,-3800000.0,,,,-1600000.0,180500000.0,,,,,-0.09338,3100000,,,,-1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-31,-30100000.0,100000.0,84300000.0,91000000.0,148100000.0,,5700000.0,21666667.0,,,129800000.0,,5600000.0,7700000.0,4200000.0,,-11000000.0,7500000.0,0.0,129800000.0,18300000.0,,,,,,,0.0,-100000.0,1500000.0,,2200000.0,600000.0,,433900000.0,1000000.0,0.06,1300000.0,500000.0,-2900000.0,,180600000.0,3100000.0,264900000.0,19000000.0,12700000.0,2400000.0,148100000.0,500000,500000.0,2400000.0,21666667.0,,118800000.0,84300000.0,21400000.0,,7700000.0,,116800000.0,-100000.0,91000000.0,0.0,-4300000.0,264900000.0,44200000.0,,400000.0,-2000000.0,1300000.0,,,18300000.0,11100000.0,,,118800000.0,,,,9900000.0,-700000.0,114100000.0,200000.0,0.06,,1500000.0,100000.0,,178200000.0,,12000000.0,,47900000.0,180600000.0,1500000.0,116800000.0,1500000.0,28900000.0,0.0,,,,700000.0,,,-5200000.0,,-132500000.0,3100000.0,-3100000.0,310700000.0,2100000.0,,-100000.0,4900000.0,-100000.0,,-132500000.0,,,40400000.0,,310700000.0,,5300000.0,-41300000.0,200000.0,,0.0,,,-42100000.0,,,2800000,9600000.0,126800000,,,,,5600000.0,11100000.0,,-2300000.0,,,44200000.0,200000.0,178200000.0,100000.0,26000000.0,9600000.0,,,8500000,-3300000.0,,,1000000.0,481800000.0,,,,6700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
