,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyOtherNonCashItems,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualBasicAverageShares,annualCurrentDebt,trailingFreeCashFlow,trailingCommonStockIssuance,annualEndCashPosition,annualTaxProvision,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,quarterlyEbitda,annualOperatingIncome,annualAccountsPayable,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,quarterlyTotalRevenue,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,annualNetIncome,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,annualDilutedAverageShares,annualCurrentAssets,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyBasicEPS,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualOtherNonCashItems,trailingNetIncomeCommonStockholders,annualStockholdersEquity,quarterlyStockholdersEquity,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,annualSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNetIncome,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,annualDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyNetPPE,quarterlyPretaxIncome,trailingRepaymentOfDebt,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,annualTotalNonCurrentAssets,annualEbitda,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyBasicAverageShares,quarterlyCapitalStock,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualOtherNonCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyIncomeTaxPayable,annualPretaxIncome,annualDeferredIncomeTax,annualInvestingCashFlow,annualInterestExpense,quarterlySaleOfInvestment,trailingChangesInAccountReceivables,trailingInterestExpense,trailingCashDividendsPaid,quarterlyGrossPPE,trailingNetIncome,annualNonCurrentDeferredRevenue,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualAccumulatedDepreciation,trailingChangeInCashSupplementalAsReported,trailingPurchaseOfInvestment,annualGrossPPE,trailingInvestingCashFlow,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyDilutedEPS,trailingChangeInInventory,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingChangeInWorkingCapital,annualCapitalExpenditure,trailingGrossProfit,annualRepaymentOfDebt,annualTotalRevenue,quarterlyOtherIntangibleAssets,annualChangeInAccountPayable,annualGoodwill,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingChangeInAccountPayable,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,annualCurrentDeferredRevenue,annualPurchaseOfBusiness,trailingPurchaseOfBusiness,trailingDilutedEPS,annualOtherIntangibleAssets
1293753600,240000000.0,3313000000.0,-93000000.0,,15448000000.0,,659000000.0,,366500000.0,458000000.0,,,827000000.0,871000000.0,2082000000.0,2471000000.0,283000000.0,-130000000.0,,,9224000000.0,209000000.0,886000000.0,2676000000.0,1181000000.0,79000000.0,23000000.0,1496000000.0,827000000.0,0.0,-63000000.0,,2392000000.0,-68000000.0,17530000000.0,2193000000.0,642000000.0,28199000000.0,1244000000.0,408000000.0,1496000000.0,,25728000000.0,17530000000.0,3527000000.0,-805000000.0,4.06,371800000.0,2471000000.0,807000000.0,996000000.0,6567000000.0,-514000000.0,1793000000.0,402000000.0,,28199000000.0,2708000000.0,240000000.0,,-863000000.0,304000000.0,43000000.0,,10669000000.0,10669000000.0,884000000.0,,15448000000.0,1496000000.0,421000000.0,826000000.0,0.0,807000000.0,-450000000.0,,89000000.0,1508000000.0,827000000.0,169000000.0,35000000.0,402000000.0,,,9224000000.0,866000000.0,10000000.0,2193000000.0,4.0,7088000000.0,6567000000.0,358000000.0,1110000000.0,827000000.0,,,-12000000.0,-1427000000.0,,160000000.0,6203000000.0,2082000000.0,169000000.0,23231000000.0,562000000.0,,153000000.0,23231000000.0,1129000000.0,25728000000.0,3655000000.0,2714000000.0,30000000.0,,358000000.0,,-563000000.0,1793000000.0,458000000.0,-438000000.0,0.0,115000000.0,7088000000.0,-5000000.0,199000000.0,101000000.0,1110000000.0,304000000.0,,-9262000000.0,-504000000.0,,-302000000.0,586000000.0,-41000000.0,,199000000.0,2367000000.0,312000000.0,-1456000000.0,462000000.0,160000000.0,,,,32493000000.0,,,-426000000.0,140000000.0,-805000000.0,1181000000.0,-9262000000.0,,,32493000000.0,,,,244000000.0,,283000000.0,,,244000000.0,,350000000.0,-169000000.0,,-1470000000.0,,-489000000.0,9516000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,104000000.0,,,,765000000.0,,,,,,,,1567000000.0,1832000000.0,,-142000000.0,,,9094000000.0,213000000.0,840000000.0,,,,229000000.0,,,,-4000000.0,,2620000000.0,2000000.0,,,600000000.0,27728000000.0,,325000000.0,,360500000.0,25896000000.0,17127000000.0,,,,,,,,,,1794000000.0,325000000.0,,,,72000000.0,0.91,,,,,,10601000000.0,1044000000.0,,15560000000.0,,,,-10000000.0,934000000.0,-382000000.0,,,1576000000.0,236000000.0,190000000.0,27000000.0,325000000.0,,,,976000000.0,-21000000.0,2199000000.0,,7212000000.0,6554000000.0,,488000000.0,236000000.0,,,-408000000.0,,,190000000.0,,,,23451000000.0,515000000.0,,,,827000000.0,,,,32000000.0,355200000.0,354000000.0,,-423000000.0,,63000000.0,-861000000.0,0.0,112000000.0,,,,-127000000.0,,246000000.0,,-9386000000.0,,,-591000000.0,652000000.0,,,102000000.0,,,,,55000000.0,,,,32837000000.0,,,-343000000.0,112000000.0,-786000000.0,1093000000.0,,,,,,,,309000000.0,,252000000.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,2000000.0,,,,739000000.0,,,,,,,,1753000000.0,2315000000.0,,-141000000.0,,,9097000000.0,215000000.0,1124000000.0,,,,583000000.0,,,,-63000000.0,,2866000000.0,39000000.0,,,875000000.0,28478000000.0,,557000000.0,,357300000.0,26163000000.0,17851000000.0,,,,,,,,,,1795000000.0,557000000.0,,,,54000000.0,1.58,,,,,,10627000000.0,1039000000.0,,16098000000.0,,,,30000000.0,991000000.0,-419000000.0,,,1827000000.0,678000000.0,201000000.0,34000000.0,557000000.0,,,,952000000.0,-11000000.0,2235000000.0,,7372000000.0,6931000000.0,,906000000.0,678000000.0,,,-30000000.0,,,239000000.0,,,,23671000000.0,796000000.0,,,,236000000.0,,,,37000000.0,351000000.0,349000000.0,,-465000000.0,,55000000.0,-187000000.0,0.0,113000000.0,,,,-57000000.0,,257000000.0,,-9217000000.0,,,442000000.0,1048000000.0,,,160000000.0,,,,,79000000.0,,,,32888000000.0,,,-449000000.0,131000000.0,-770000000.0,1254000000.0,,,,,,,,284000000.0,,228000000.0,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,-5000000.0,,,,736000000.0,,,,,,,,1936000000.0,1825000000.0,,-149000000.0,,,8759000000.0,218000000.0,1216000000.0,,,,519000000.0,,,,-21000000.0,,2889000000.0,156000000.0,,,938000000.0,28311000000.0,,554000000.0,,349000000.0,26486000000.0,18056000000.0,,,,,,,,,,1788000000.0,554000000.0,,,,30000000.0,1.61,,,,,,10255000000.0,998000000.0,,16120000000.0,,,,50000000.0,1029000000.0,-404000000.0,,,1891000000.0,242000000.0,212000000.0,60000000.0,554000000.0,,,,953000000.0,-11000000.0,2240000000.0,,7550000000.0,6782000000.0,,394000000.0,242000000.0,,,-154000000.0,,,330000000.0,,,,23978000000.0,884000000.0,,,,678000000.0,,,,26000000.0,343200000.0,337000000.0,,-545000000.0,,55000000.0,-1096000000.0,0.0,114000000.0,,,,-38000000.0,,268000000.0,,-9351000000.0,,,-436000000.0,1064000000.0,,,221000000.0,,,,,112000000.0,,,,33329000000.0,,,-819000000.0,171000000.0,-753000000.0,1329000000.0,,,,,,,,331000000.0,,152000000.0,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,76000000.0,4123000000.0,499000000.0,,16926000000.0,,734000000.0,,345500000.0,150000000.0,,,276000000.0,1002000000.0,1701000000.0,1751000000.0,25000000.0,-144000000.0,,,8693000000.0,223000000.0,1062000000.0,3213000000.0,1092000000.0,-53000000.0,-264000000.0,1916000000.0,276000000.0,84000000.0,-47000000.0,,2797000000.0,-370000000.0,18627000000.0,2234000000.0,800000000.0,28538000000.0,1067000000.0,480000000.0,1916000000.0,,26787000000.0,18627000000.0,3836000000.0,-1026000000.0,5.52,351300000.0,1751000000.0,1022000000.0,827000000.0,7390000000.0,-576000000.0,2050000000.0,480000000.0,,28538000000.0,2974000000.0,76000000.0,,-2051000000.0,84000000.0,2036000000.0,,9911000000.0,9911000000.0,1042000000.0,184000000.0,16926000000.0,1916000000.0,439000000.0,869000000.0,14000000.0,1022000000.0,-567000000.0,,120000000.0,1755000000.0,276000000.0,209000000.0,39000000.0,480000000.0,,184000000.0,8693000000.0,955000000.0,3000000.0,2234000000.0,5.45,7486000000.0,7390000000.0,332000000.0,301000000.0,276000000.0,,,-8000000.0,-2006000000.0,,243000000.0,7049000000.0,1701000000.0,209000000.0,24469000000.0,723000000.0,,160000000.0,24469000000.0,242000000.0,26787000000.0,4242000000.0,3227000000.0,25000000.0,,332000000.0,,-727000000.0,2050000000.0,150000000.0,138000000.0,0.0,116000000.0,7486000000.0,-40000000.0,207000000.0,7000000.0,301000000.0,84000000.0,,-9464000000.0,-135000000.0,,34000000.0,463000000.0,-215000000.0,,207000000.0,2918000000.0,527000000.0,-1772000000.0,455000000.0,193000000.0,,,,33933000000.0,,,-440000000.0,113000000.0,-1026000000.0,433000000.0,-9464000000.0,,,33933000000.0,,,,0.0,,25000000.0,,,252000000.0,,0.0,-551000000.0,,-2160000000.0,,-600000000.0,11172000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,410000000.0,,,,786000000.0,,,,,,,,1932000000.0,2332000000.0,,-155000000.0,,,8581000000.0,226000000.0,1000000000.0,,,,574000000.0,,,,-4000000.0,,2789000000.0,312000000.0,,,745000000.0,29375000000.0,,410000000.0,,332900000.0,27043000000.0,19560000000.0,,,,,,,,,,2053000000.0,410000000.0,,,,71000000.0,1.24,,,,,,9815000000.0,1034000000.0,,17628000000.0,,,,0.0,1056000000.0,-436000000.0,,,1755000000.0,829000000.0,228000000.0,29000000.0,410000000.0,,,,1010000000.0,-19000000.0,2263000000.0,,7590000000.0,7985000000.0,,831000000.0,829000000.0,,,-218000000.0,,,244000000.0,,,,24703000000.0,654000000.0,,,,276000000.0,,,,31000000.0,328300000.0,327000000.0,,-461000000.0,,32000000.0,-46000000.0,0.0,120000000.0,,,,-34000000.0,,77000000.0,,-9596000000.0,,,553000000.0,1035000000.0,,,320000000.0,,,,,27000000.0,,,,34299000000.0,,,-400000000.0,88000000.0,-1010000000.0,1243000000.0,,,,,,,,337000000.0,,2000000.0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,573000000.0,,,,724000000.0,,,,,,,,1774000000.0,1884000000.0,,-153000000.0,,,8544000000.0,230000000.0,1195000000.0,,,,121000000.0,,,,-8000000.0,,2874000000.0,-224000000.0,,,934000000.0,29191000000.0,,524000000.0,,327500000.0,27307000000.0,19413000000.0,,,,,,,,,,2028000000.0,524000000.0,,,,52000000.0,1.62,,,,,,9778000000.0,987000000.0,,17639000000.0,,,,15000000.0,1086000000.0,-496000000.0,,,1887000000.0,356000000.0,242000000.0,31000000.0,524000000.0,,,,953000000.0,-14000000.0,2278000000.0,,7639000000.0,7972000000.0,,371000000.0,356000000.0,,,-18000000.0,,,319000000.0,,,,24968000000.0,843000000.0,,,,829000000.0,,,,16000000.0,322700000.0,321000000.0,,-507000000.0,,27000000.0,-605000000.0,0.0,122000000.0,,,,-30000000.0,,61000000.0,,-9738000000.0,,,-473000000.0,628000000.0,,,322000000.0,,,,,6000000.0,,,,34706000000.0,,,-450000000.0,50000000.0,-991000000.0,1126000000.0,,,,,,,,299000000.0,,15000000.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,,724000000.0,,,,,,,,1824000000.0,2199000000.0,,-159000000.0,,,8512000000.0,232000000.0,996000000.0,,,,259000000.0,,,,-2000000.0,,2693000000.0,89000000.0,,,731000000.0,29840000000.0,,402000000.0,,321800000.0,27641000000.0,20073000000.0,,,,,,,,,,2018000000.0,402000000.0,,,,33000000.0,1.26,,,,,,9767000000.0,1008000000.0,,18249000000.0,,,,-15000000.0,1078000000.0,-520000000.0,,,1685000000.0,693000000.0,236000000.0,33000000.0,402000000.0,,,,954000000.0,6000000.0,2315000000.0,,7803000000.0,8428000000.0,,708000000.0,693000000.0,,,-122000000.0,,,238000000.0,,,,25260000000.0,640000000.0,,,,356000000.0,,,,30000000.0,317700000.0,317000000.0,,-554000000.0,,52000000.0,44000000.0,0.0,124000000.0,,,,8000000.0,,66000000.0,,-9859000000.0,,,337000000.0,813000000.0,,,150000000.0,,,,,4000000.0,,,,35119000000.0,,,-300000000.0,141000000.0,-971000000.0,1260000000.0,,,,,,,,362000000.0,,15000000.0,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,82000000.0,7057000000.0,,,18501000000.0,,-2117000000.0,,320900000.0,250000000.0,,,653000000.0,1009000000.0,2081000000.0,2242000000.0,15000000.0,-157000000.0,,,8643000000.0,234000000.0,984000000.0,3124000000.0,1362000000.0,5000000.0,-130000000.0,1749000000.0,653000000.0,0.0,-9000000.0,133000000.0,2684000000.0,-172000000.0,20582000000.0,2300000000.0,714000000.0,30342000000.0,824000000.0,413000000.0,1749000000.0,318600000.0,28100000000.0,20582000000.0,859000000.0,-1109000000.0,5.42,325200000.0,2242000000.0,1109000000.0,276000000.0,8432000000.0,-624000000.0,2237000000.0,413000000.0,,30342000000.0,117000000.0,82000000.0,1.31,-1288000000.0,64000000.0,29000000.0,,9760000000.0,9760000000.0,1772000000.0,112000000.0,18501000000.0,1749000000.0,78000000.0,922000000.0,0.0,1109000000.0,-542000000.0,,89000000.0,912000000.0,653000000.0,216000000.0,36000000.0,413000000.0,,112000000.0,8643000000.0,198000000.0,20000000.0,2300000000.0,5.37,7832000000.0,8432000000.0,315000000.0,668000000.0,653000000.0,,,-4000000.0,-694000000.0,,208000000.0,3983000000.0,2081000000.0,216000000.0,25736000000.0,621000000.0,,129000000.0,25736000000.0,693000000.0,28100000000.0,4175000000.0,3065000000.0,12000000.0,314800000.0,315000000.0,,-719000000.0,2237000000.0,250000000.0,-87000000.0,0.0,129000000.0,7832000000.0,-7000000.0,206000000.0,-8000000.0,668000000.0,64000000.0,,-9922000000.0,-23000000.0,,-40000000.0,589000000.0,-64000000.0,,206000000.0,2758000000.0,366000000.0,-1994000000.0,495000000.0,41000000.0,,,,25736000000.0,,133000000.0,-138000000.0,87000000.0,-1109000000.0,1362000000.0,-9922000000.0,,,25736000000.0,,,,263000000.0,,15000000.0,1.3,,263000000.0,,0.0,377000000.0,,-2241000000.0,,-362000000.0,11040000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,36000000.0,,,,35000000.0,,,,,,,,1904000000.0,2323000000.0,,-157000000.0,,,8904000000.0,228000000.0,1054000000.0,,,,344000000.0,,,,-6000000.0,,2738000000.0,34000000.0,,,691000000.0,30599000000.0,,450000000.0,,318100000.0,28276000000.0,20489000000.0,,,,,,,,,,2226000000.0,450000000.0,,,,65000000.0,1.43,,,,,,10110000000.0,1829000000.0,,18585000000.0,,,,0.0,1158000000.0,-366000000.0,,,909000000.0,672000000.0,246000000.0,135000000.0,450000000.0,,,,218000000.0,-30000000.0,2341000000.0,,7921000000.0,8438000000.0,,687000000.0,672000000.0,,,-203000000.0,,,247000000.0,,,,25870000000.0,697000000.0,,,,653000000.0,,,,55000000.0,314500000.0,316000000.0,,-379000000.0,,47000000.0,-338000000.0,0.0,129000000.0,,,,-49000000.0,,65000000.0,,-10042000000.0,,,19000000.0,723000000.0,,,319000000.0,,,,,,,,,25870000000.0,,,-33000000.0,74000000.0,-1086000000.0,1188000000.0,,,,,,,,350000000.0,,15000000.0,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,-4000000.0,,,,726000000.0,,,,,,,,1815000000.0,2078000000.0,,-158000000.0,,,8954000000.0,228000000.0,1093000000.0,,,,278000000.0,,,,-1000000.0,,2802000000.0,25000000.0,,,836000000.0,30605000000.0,,465000000.0,,317800000.0,28527000000.0,20417000000.0,,,,,,,,,,2198000000.0,465000000.0,,,,54000000.0,1.47,,,,,,10188000000.0,1753000000.0,,18602000000.0,,,,0.0,1072000000.0,-441000000.0,,,1049000000.0,587000000.0,228000000.0,29000000.0,465000000.0,,,,213000000.0,18000000.0,2366000000.0,,7974000000.0,8430000000.0,,587000000.0,587000000.0,,,-13000000.0,,,272000000.0,,,,26098000000.0,737000000.0,,,,672000000.0,,,,25000000.0,314100000.0,313000000.0,,-505000000.0,,47000000.0,-427000000.0,0.0,128000000.0,,,,86000000.0,,63000000.0,,-10152000000.0,,,-85000000.0,783000000.0,,,284000000.0,,,,,,,,,26098000000.0,,,-281000000.0,69000000.0,-1063000000.0,1180000000.0,,,,,,,,304000000.0,,0.0,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,-14000000.0,,,,735000000.0,,,,,,,,2332000000.0,2494000000.0,,-161000000.0,,,9045000000.0,231000000.0,1110000000.0,,,,312000000.0,,,,-22000000.0,,2824000000.0,128000000.0,,,849000000.0,31365000000.0,,480000000.0,,313900000.0,28871000000.0,21071000000.0,,,,,,,,,,2166000000.0,482000000.0,,,,34000000.0,1.55,,,,,,10294000000.0,1775000000.0,,18739000000.0,,,,21000000.0,1083000000.0,-562000000.0,,,1049000000.0,984000000.0,224000000.0,30000000.0,482000000.0,,,,200000000.0,4000000.0,2395000000.0,,8074000000.0,8499000000.0,,1004000000.0,984000000.0,,,-32000000.0,,,266000000.0,,,,26413000000.0,748000000.0,,,,587000000.0,,,,12000000.0,310400000.0,310000000.0,,-586000000.0,,447000000.0,61000000.0,0.0,131000000.0,,,,-11000000.0,,63000000.0,,-10271000000.0,,,397000000.0,898000000.0,,,241000000.0,,,,,5000000.0,,,,36684000000.0,,,-250000000.0,72000000.0,-1040000000.0,1267000000.0,,,,,,,,377000000.0,,20000000.0,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,87000000.0,7160000000.0,-8000000.0,,18889000000.0,,761000000.0,,311900000.0,545000000.0,,,1443000000.0,1055000000.0,2305000000.0,3075000000.0,118000000.0,-161000000.0,,,9339000000.0,235000000.0,920000000.0,3257000000.0,1265000000.0,78000000.0,173000000.0,1910000000.0,1443000000.0,144000000.0,-101000000.0,133000000.0,2881000000.0,-109000000.0,21194000000.0,2439000000.0,881000000.0,32483000000.0,1107000000.0,513000000.0,1910000000.0,312300000.0,29408000000.0,21194000000.0,828000000.0,-381000000.0,6.1,315500000.0,3075000000.0,1024000000.0,653000000.0,8903000000.0,-637000000.0,1444000000.0,513000000.0,,32483000000.0,65000000.0,87000000.0,1.66,-627000000.0,324000000.0,10000000.0,,11289000000.0,11289000000.0,1803000000.0,121000000.0,18889000000.0,1910000000.0,63000000.0,922000000.0,-21000000.0,1024000000.0,-525000000.0,,131000000.0,1078000000.0,1443000000.0,223000000.0,39000000.0,513000000.0,,121000000.0,9339000000.0,197000000.0,1000000.0,2439000000.0,6.04,8542000000.0,8903000000.0,310000000.0,1561000000.0,1443000000.0,,,-2000000.0,-394000000.0,,270000000.0,4085000000.0,2305000000.0,223000000.0,26645000000.0,783000000.0,,233000000.0,26645000000.0,984000000.0,29408000000.0,4412000000.0,3078000000.0,39000000.0,308700000.0,310000000.0,,-501000000.0,1444000000.0,545000000.0,310000000.0,0.0,137000000.0,8542000000.0,-7000000.0,225000000.0,59000000.0,1561000000.0,324000000.0,,-10387000000.0,-130000000.0,,459000000.0,674000000.0,85000000.0,,225000000.0,2965000000.0,262000000.0,-1894000000.0,525000000.0,42000000.0,,,,37032000000.0,,133000000.0,-63000000.0,47000000.0,-381000000.0,1265000000.0,-10387000000.0,,,37032000000.0,,,,270000000.0,,118000000.0,1.64,,270000000.0,,0.0,790000000.0,,-1971000000.0,,-250000000.0,11245000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,-9000000.0,,,,740000000.0,,,,,,,,2321000000.0,3130000000.0,,-167000000.0,,,9490000000.0,238000000.0,931000000.0,,,,207000000.0,,,,-3000000.0,,2689000000.0,1000000.0,,,667000000.0,32700000000.0,,366000000.0,,312600000.0,29570000000.0,21007000000.0,,,,,,,,,,1130000000.0,368000000.0,,,,70000000.0,1.18,,,,,,11693000000.0,1801000000.0,,18686000000.0,,,,0.0,1109000000.0,-254000000.0,,,888000000.0,1522000000.0,240000000.0,26000000.0,368000000.0,,,,221000000.0,-17000000.0,2466000000.0,,8647000000.0,8909000000.0,,1532000000.0,1522000000.0,,,-100000000.0,,,186000000.0,,,,26768000000.0,554000000.0,,,,1443000000.0,,,,62000000.0,309500000.0,311000000.0,,-381000000.0,,445000000.0,-255000000.0,0.0,139000000.0,,,,-85000000.0,,336000000.0,,-10512000000.0,,,79000000.0,588000000.0,,,323000000.0,,,,,108000000.0,,,,37280000000.0,,,-50000000.0,-8000000.0,-193000000.0,1194000000.0,,,,,,,,359000000.0,,10000000.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,-24000000.0,,,,42000000.0,,,,,,,,2368000000.0,3266000000.0,,-168000000.0,,,9836000000.0,240000000.0,1277000000.0,,,,421000000.0,,,,0.0,,3042000000.0,47000000.0,,,1019000000.0,33040000000.0,,560000000.0,,312800000.0,29774000000.0,20963000000.0,,,,,,,,,,1122000000.0,562000000.0,,,,65000000.0,1.81,,,,,,12077000000.0,1899000000.0,,18595000000.0,,,,0.0,1122000000.0,-393000000.0,,,1143000000.0,1667000000.0,251000000.0,18000000.0,562000000.0,,,,124000000.0,-11000000.0,2505000000.0,,8659000000.0,8814000000.0,,1667000000.0,1667000000.0,,,-113000000.0,,,336000000.0,,,,26927000000.0,898000000.0,,,,1522000000.0,,,,20000000.0,309500000.0,311000000.0,,-428000000.0,,433000000.0,-311000000.0,0.0,139000000.0,,,,-13000000.0,,342000000.0,,-10634000000.0,,,145000000.0,849000000.0,,,359000000.0,,,,,13000000.0,,,,37561000000.0,,,-50000000.0,25000000.0,-183000000.0,1245000000.0,,,,,,,,331000000.0,,0.0,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,-33000000.0,,,,35000000.0,,,,,,,,2082000000.0,3012000000.0,,-176000000.0,,,10156000000.0,237000000.0,1267000000.0,,,,339000000.0,,,,-1000000.0,,3023000000.0,152000000.0,,,998000000.0,33206000000.0,,558000000.0,,312600000.0,30194000000.0,20767000000.0,,,,,,,,,,1084000000.0,559000000.0,,,,50000000.0,1.8,,,,,,12439000000.0,1907000000.0,,18685000000.0,,,,0.0,1103000000.0,-607000000.0,,,1116000000.0,1432000000.0,249000000.0,32000000.0,559000000.0,,,,118000000.0,2000000.0,2610000000.0,,8682000000.0,8919000000.0,,1432000000.0,1432000000.0,,,-432000000.0,,,333000000.0,,,,27230000000.0,892000000.0,,,,1667000000.0,,,,37000000.0,309400000.0,311000000.0,,-570000000.0,,2000000.0,-537000000.0,0.0,138000000.0,,,,19000000.0,,354000000.0,,-10740000000.0,,,-235000000.0,909000000.0,,,301000000.0,,,,,-61000000.0,,,,37970000000.0,,,-66000000.0,4000000.0,-178000000.0,1387000000.0,,,,,,,,392000000.0,,0.0,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
