,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,quarterlyDilutedEPS,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualTotalRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyGrossPPE,annualOtherNonCurrentAssets,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyCurrentLiabilities,annualOperatingExpense,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualDilutedAverageShares,annualChangesInAccountReceivables,annualChangeInWorkingCapital,annualCurrentAssets,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,quarterlyStockholdersEquity,annualRetainedEarnings,annualCashDividendsPaid,quarterlyLongTermDebt,annualBeginningCashPosition,quarterlyChangeInInventory,annualAccountsReceivable,annualNetIncome,annualFreeCashFlow,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualBasicAverageShares,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,annualTotalAssets,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyInventory,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualChangeInInventory,annualDepreciationAndAmortization,annualInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCapitalExpenditure,trailingOtherNonCashItems,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,annualCapitalStock,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualIncomeTaxPayable,annualBasicEPS,trailingOtherIncomeExpense,annualSaleOfInvestment,annualGrossProfit,annualOtherIntangibleAssets,quarterlyPretaxIncome,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyOtherNonCurrentAssets,quarterlyChangeInCashSupplementalAsReported,annualEbitda,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingCashDividendsPaid,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualGrossPPE,annualRepaymentOfDebt,annualPretaxIncome,annualOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualDilutedEPS,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualInterestExpense,quarterlyTotalAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualInvestingCashFlow,trailingGrossProfit,annualOperatingIncome,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingPurchaseOfInvestment,trailingTotalRevenue,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingInterestExpense,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,annualEndCashPosition,annualResearchAndDevelopment,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyCommonStockIssuance,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,annualCommonStockIssuance,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingNetOtherFinancingCharges,annualGoodwill,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyGoodwill,trailingDilutedAverageShares
1151625600,,,673348832.6,,1291386332.5,1.352223,,,,,,4682716304.75,,,569557015.5,,,1091344705.0,691142416.25,-567949137.05,-699297129.5,,9965408158.75,,2048308963.25,,,,2151619437.0,,,,,,341840637.45,,,,,,,582116158.25,,,273655376.0,584873412.75,,,-746681849.25,39077905.1,,886214925.75,200041627.5,,,-423402809.05,,,6188512720.5,,,1075900617.0,,5563232.05,,,,,509228546.75,569557015.5,569557015.5,,,,,1455196250.75,412499557.25,,,,,,216143647.5,20142149.95,2531096867.75,,38792017.0,6565622461.75,-41220305.5,,,,,54482829.5,,-54834617.95,-3399785697.0,862109509.25,,-144676564.0,,273655376.0,,,,,,,,,,,,,897490668.25,,,,163788869.95,2421549025.5,-458997049.3,,808598428.0,6367223.5,,324793326.0,,,,1.352223,,-24189753.45,,,,,,,,,,,19112305.95,,,,9020825574.75,,11069134538.0,,,,,,,91232674.35,,691142416.25,691142416.25,,,,,,,,0.0,,1153949566.2,,,480911499.75,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,402288564.25,,1385920809.0,,,,,,,4884040083.0,,,194050493.0,,,799976593.0,917314801.0,-104902220.75,39008568.5,,10052259724.0,,2325069357.0,,-11337672.5,,2405459316.0,,,,,,287913483.75,,,,,,,298842492.0,,,,591017843.0,,,-41665622.75,734970.5,,945364121.0,585944216.0,,,16114111.25,,,6374709471.0,,,1088014018.0,,-9446413.25,,,,,501134101.0,194050493.0,194050493.0,,,,,1390566749.0,404893671.0,,,,,,344311916.0,-8816804.75,2478580767.0,,48621716.0,6641870560.0,-1315626.0,,,,,118180556.0,,-20154477.25,-3410389164.0,873282579.0,,-121016332.0,,,,-8816804.75,,,,,,,,,,,257778027.0,,,,339344260.25,2490864285.0,214289726.5,,960027055.0,12815413.0,,47247473.0,,,,,,-60887838.75,,,,,,,,,,,218327928.25,,,,9132734845.0,,11457804202.0,,,,,,,103446072.25,,917314801.0,917314801.0,,,,,,,,0.0,,691142416.25,,,572149682.0,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,233614000.0,0.0,1174997967.0,,3403497549.0,,1256568000.0,,,1504004000.0,,5287331000.0,3976223000.0,7421326000.0,300700468.0,,305968000.0,784611972.0,584702000.0,208615637.0,,928507000.0,,1336391000.0,3013633000.0,2501270000.0,-37571306.0,,2581370000.0,1867863000.0,,,,2705961000.0,,,,273655376.0,,,3013633000.0,408738328.0,5287331000.0,,,0.0,,,,,,986978000.0,2618885577.0,233614000.0,1242680000.0,,,,6376270000.0,0.0,-122922000.0,1668420000.0,15583000.0,,986978000.0,1242680000.0,677132000.0,8920990000.0,375873644.0,314588468.0,300700468.0,273655376.0,,,1495468000.0,27517000.0,199179097.0,1668420000.0,,144056000.0,557678000.0,11934623000.0,144056000.0,112642809.0,2705961000.0,6376270000.0,51444000.0,6711686000.0,-11027868.0,,,51444000.0,,137382598.0,,704479503.0,,928507000.0,2581370000.0,,,,12515000.0,742050809.0,0.0,-604743000.0,305968000.0,,,4.54,,,3445103000.0,40783000.0,377271955.0,6711686000.0,1504004000.0,677132000.0,-118018460.0,1336391000.0,795076680.0,2621151000.0,60173000.0,,12515000.0,198881172.0,,,,,569119000.0,,,60173000.0,,0.0,,,-9756000.0,1814246000.0,27517000.0,,297586925.0,,4.54,40783000.0,8920990000.0,434510000.0,11934623000.0,2501270000.0,-604743000.0,,1577240000.0,,-57687000.0,,,1504004000.0,1504004000.0,,392219000.0,,,,,,0.0,,917314801.0,496730000.0,,392219000.0,584702000.0,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,541156770.0,,1237584480.0,1.026683,,,-2046.0,,,4533968736.0,,,280958766.0,,,782245134.0,1091743554.0,-75773610.0,,,10618328754.0,,2622294774.0,,,,1764873462.0,,,,,,223024230.0,,,,,,,435474732.0,,,273655000.0,,,,-98715408.0,18203262.0,,965499216.0,455339346.0,,,7431072.0,,,6612109350.0,,,1760949234.0,,,,,,,346770402.0,280958766.0,280958766.0,,,,,1008146040.0,215433570.0,,,,,,262896678.0,-815774982.0,2769095274.0,,50763306.0,6639601452.0,-2512488.0,,,,,117880290.0,,-585825042.0,-3978727302.0,235787178.0,,-83202636.0,,273655000.0,,2046.0,,,,,,,,,,,432962244.0,,,,259983174.0,2116699530.0,-401617524.0,,1168589268.0,,,149973846.0,,,,1.026683,,,,,,,,,,,,,176780538.0,,,41237130.0,8797538112.0,,11419832886.0,,,,,,,105682038.0,,1091743554.0,1091743554.0,,,,,,,,0.0,,1493361078.0,,,360497016.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,510262392.0,,1325941218.0,0.881723,,,-697092.0,,,4460683410.0,,,241308540.0,,,508190508.0,1107906462.0,-125472204.0,,,10862532144.0,,2707066188.0,,,,1747860408.0,,,,,,252967410.0,,,,,,,402443478.0,,,273655376.0,523883556.0,,,-123897450.0,-6884160.0,,1042127784.0,817750710.0,,,14292282.0,,,6891424452.0,,,1815813540.0,,,,,,,105747030.0,241308540.0,241308540.0,,,,,897009462.0,146961504.0,,,,,,0.0,16434906.0,2712823002.0,,50815584.0,6675737490.0,-31892634.0,,,,,65780604.0,,-183785298.0,-4186794654.0,272157282.0,,-139067394.0,,273655376.0,,,,,,,,,,,,,370550844.0,,,,316834566.0,2137357314.0,7579110.0,,1131020388.0,,,88226208.0,,,,0.881723,,,,,,,,,,,,,177767172.0,,,38471850.0,8864430408.0,,11571496596.0,,,,,,,107818914.0,,1107906462.0,1107906462.0,,,,,,,,0.0,,1091743554.0,,,344682738.0,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,461552728.0,,1419044800.0,0.989184,,,-4596382.0,,,4757947440.0,,,270719200.0,,,643114960.0,1372264640.0,-129597226.0,-90605096.0,,11030715360.0,,2969340480.0,,-24116824.0,,1799291840.0,,,,,,478574600.0,,,,,,,351647920.0,,,273655375.0,833591760.0,,,-86956102.0,-57731262.0,,1001592960.0,775929840.0,,,10984486.0,,,7060516080.0,,,1838770880.0,,3000106.0,,,,,291467040.0,270719200.0,270719200.0,,,,,1119884720.0,307165920.0,,,,,,0.0,-33677604.0,2958655600.0,,48070000.0,6729853360.0,-3674480.0,,,,,96857600.0,,-57791660.0,-4300862000.0,231810560.0,,-135985330.0,,273655375.0,,-33674836.0,,,,,,,,,,,347971600.0,,,,444371220.0,2314053920.0,256982334.0,,1106563120.0,,,64147920.0,,,,0.989184,,20585518.0,,,,,,,,,,,308385890.0,,,38995120.0,9082902400.0,,12052242880.0,,,,,,,109904808.0,,1372264640.0,1372264640.0,,,,,,,,0.0,,1107906462.0,,,460918160.0,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,231584000.0,0.0,1182887920.0,,3917783040.0,,1137700000.0,,,1540871000.0,,4892313000.0,2497968000.0,7920094000.0,309433680.0,,256809000.0,3720319200.0,1540871000.0,-225755960.0,2080320.0,264511000.0,,1455108000.0,3162410000.0,838340000.0,-75098360.0,,1814627000.0,3814846000.0,,,,3077686000.0,-1019695240.0,-25976000.0,,273655000.0,-118420000.0,-479579000.0,3162410000.0,411083120.0,4892313000.0,,,1937837000.0,,,-170010040.0,,,1078195000.0,197463840.0,231584000.0,1106610000.0,-61064840.0,,,7236177000.0,1937837000.0,-292809000.0,1837942000.0,1504004000.0,-4307720.0,1078195000.0,1106610000.0,836725000.0,9197607000.0,3309236080.0,340523680.0,309433680.0,273655000.0,,,3392797000.0,683827000.0,2906823560.0,1837942000.0,-65129000.0,371527000.0,460315000.0,12360017000.0,371527000.0,15426680.0,3077686000.0,7236177000.0,52195000.0,6832379000.0,8756640.0,-751000.0,422049000.0,52195000.0,,93672560.0,,63594000.0,,264511000.0,1814627000.0,-162293640.0,,,19317000.0,138692360.0,4460000000.0,-1393000.0,256809000.0,,,3.42,,,5422126000.0,112585000.0,440082760.0,6832379000.0,1540871000.0,1357274000.0,336085040.0,1455108000.0,173923080.0,2395838000.0,630988000.0,,19317000.0,123845240.0,,,,,36867000.0,-164480720.0,,630988000.0,,-28357000.0,,,-817591000.0,1598015000.0,683827000.0,,173791400.0,,3.42,112585000.0,9197607000.0,375774000.0,12360017000.0,838340000.0,-556599000.0,,1607280000.0,,-29508000.0,98643240.0,,1540871000.0,1540871000.0,,,,-520549000.0,,,,4460000000.0,,1372264640.0,-763808000.0,,,1540871000.0,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,485743000.0,,1314558000.0,0.9337,,,,,,4832650000.0,,,255512000.0,,,447859000.0,1505720000.0,-218382000.0,,,,,3160301000.0,,,,1821922000.0,,,,,,222325000.0,,,,,,,389836000.0,,,273655375.0,1614184000.0,,,-1133000.0,6475000.0,,,866699000.0,136279000.0,,13156000.0,,,7491689000.0,,,6735000.0,,5396000.0,,,,,58023000.0,259592000.0,255512000.0,,,,,,53884000.0,,,,,,0.0,,,,46799000.0,6829317000.0,-860000.0,,,,,,,-150032000.0,,224599000.0,,-123740000.0,,273655375.0,,0.0,,,445863000.0,,,,,,,,388976000.0,,,,333263000.0,5148000.0,-35151000.0,,1200504000.0,,,129384000.0,,-112295000.0,,0.9337,,5841000.0,,,,,,,,,,,209523000.0,,,112652000.0,9395137000.0,,12555438000.0,,,,,,,104016000.0,,1505720000.0,1505720000.0,,,,,,,,0.0,,1540871000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,742068000.0,,1353970000.0,1.31,,,,,,4647192000.0,,,357507000.0,,,488242000.0,1587994000.0,-143332000.0,,,11433064000.0,,3251020000.0,,,,1631408000.0,,,,,,-329059000.0,,,,,,,549205000.0,,,272906107.0,2550856000.0,,,40040000.0,21152000.0,,979452000.0,741808000.0,97829000.0,,-95688000.0,,,7849196000.0,,,11732000.0,,-8535000.0,,,,,804765000.0,364523000.0,357507000.0,,,,,0.0,123920000.0,,,,,,1592192000.0,,,,55334000.0,6864588000.0,-55654000.0,,,,,92468000.0,,-180402000.0,-4568476000.0,251430000.0,,-160977000.0,,272906107.0,,-172095000.0,,,449928000.0,,,,,,,,546097000.0,,,,406008000.0,2055364000.0,82274000.0,,1282149000.0,,,181574000.0,,-2967000.0,,1.31,,60776000.0,,,,,1552070000.0,,,,,,245031000.0,,,113962000.0,9483842000.0,,12734862000.0,,,,,,,101343000.0,,1587994000.0,1587994000.0,,,,,,,,4460000000.0,,1505720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,567215000.0,,1387432000.0,1.05,,,,,,4862102000.0,,,286016000.0,,,790301000.0,1832804000.0,-148052000.0,,,11557941000.0,,3532869000.0,,-95435000.0,,1820237000.0,,,,,,122882000.0,,,,,,,343649000.0,,,272396190.0,2678872000.0,,,39771000.0,-6900000.0,,981168000.0,597131000.0,161067000.0,,2759000.0,,,7977212000.0,,,10109000.0,,-2028000.0,,,,,446652000.0,292110000.0,286016000.0,,,,,0.0,210437000.0,,,,,,1642401000.0,-14597000.0,,,57362000.0,6904454000.0,-2310000.0,,,,,112711000.0,,-77521000.0,-4653487000.0,242340000.0,,-155896000.0,,272396190.0,,-110032000.0,,,463436000.0,,,,,,,,356207000.0,,,,470383000.0,2065109000.0,244810000.0,,1416830000.0,,,64097000.0,,-8277000.0,,1.05,,4535000.0,,,,,1790426000.0,,,,,,314487000.0,,,113067000.0,9551012000.0,,13083881000.0,,,,,,,98297000.0,,1832804000.0,1832804000.0,,,,,,,,0.0,,1587994000.0,,,448217000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,22066000.0,0.0,481331000.0,,1402818000.0,,1096813000.0,,,1813576000.0,,4960972000.0,3473442000.0,5458778000.0,179709000.0,,521518000.0,453054000.0,1813576000.0,-281776000.0,,293461000.0,11737280000.0,1940238000.0,3573153000.0,838340000.0,-1500000.0,106082000.0,1963494000.0,286681000.0,,,,2997478000.0,-228415000.0,130488000.0,-4745122000.0,,90961000.0,-13586000.0,3573153000.0,495859000.0,4960972000.0,,,2754747000.0,,,-92264000.0,85355000.0,,976668000.0,949764000.0,22066000.0,1078744000.0,40748000.0,,,8053087000.0,2754747000.0,-269030000.0,1571172000.0,1540871000.0,-6898000.0,976668000.0,1078744000.0,904961000.0,9680473000.0,-42805000.0,180588000.0,179709000.0,,,,286681000.0,991380000.0,57734000.0,1571172000.0,-143310000.0,597875000.0,458146000.0,13253626000.0,597875000.0,-88165000.0,2997478000.0,8053087000.0,64260000.0,6992158000.0,-231781000.0,-12065000.0,404743000.0,64260000.0,,116565000.0,,-88821000.0,-4745122000.0,293461000.0,1963494000.0,-215449000.0,,,,0.0,4460000000.0,-108962000.0,521518000.0,,,,,,1985336000.0,118119000.0,263679000.0,6992158000.0,1813576000.0,1561023000.0,351369000.0,1940238000.0,-19228000.0,2353959000.0,1100703000.0,,,83091000.0,,11244000.0,,,272705000.0,19809000.0,,1100703000.0,,81181000.0,,11737280000.0,-262564000.0,1554959000.0,991380000.0,-118996000.0,135920000.0,,,118119000.0,9680473000.0,394257000.0,13253626000.0,838340000.0,-791542000.0,,1698655000.0,,-238059000.0,101087000.0,,1813576000.0,1813576000.0,,114383000.0,,-656062000.0,,,,4460000000.0,,1832804000.0,-496776000.0,,114383000.0,1813576000.0,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,567111000.0,,1356629000.0,,,,,,,4623445000.0,,,272071000.0,,,701209000.0,1594217000.0,-177737000.0,,,11985018000.0,,3539576000.0,,,,1684825000.0,,,,,,208860000.0,,,,,,,400402000.0,,,,2377157000.0,74994000.0,,-224397000.0,31081000.0,,1044176000.0,655420000.0,480223000.0,,11830000.0,,,8325158000.0,,,1538509000.0,,-7889000.0,,,,,300807000.0,275866000.0,272071000.0,,,,,93420000.0,205796000.0,,,,,,433681000.0,,2938620000.0,,72149000.0,7120704000.0,-19695000.0,,,,,55233000.0,,-148721000.0,-4864314000.0,119238000.0,,-191096000.0,,,27388000.0,0.0,,,404689000.0,,,,,,,,413245000.0,,,,107099000.0,604936000.0,-219359000.0,,154581000.0,,,137379000.0,,-21000.0,,,,727000.0,,,,,71358000.0,,,,,,-83997000.0,,,126241000.0,9648868000.0,,13188444000.0,272071000.0,,,,,,98633000.0,,1594217000.0,1665575000.0,,,,,,,,0.0,,1813576000.0,,,648201000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,736918000.0,,1353970000.0,,,,,,,4450994000.0,,,357507000.0,,,849549000.0,1531582000.0,-237784000.0,,,12176027000.0,,3520187000.0,,,,1504939000.0,,,,,,248093000.0,,,,,,,536574000.0,,,,2939221000.0,74994000.0,,17778000.0,26794000.0,,978862000.0,504421000.0,546589000.0,,26653000.0,,,8615151000.0,,,1524176000.0,,-5742000.0,,,,,312975000.0,364523000.0,357507000.0,,,,,138928000.0,190381000.0,,,,,,280072000.0,,2946055000.0,,77891000.0,7255224000.0,-43023000.0,,,,,92468000.0,,-224750000.0,-4920803000.0,143297000.0,,-264437000.0,,,,-238248000.0,,,413682000.0,,,,,,,,546097000.0,,,,399899000.0,586636000.0,-62635000.0,,151674000.0,,,213224000.0,,21000.0,,,,16683000.0,,,,,92097000.0,,,,,,135462000.0,,,130508000.0,9795026000.0,,13315213000.0,,,,,,,98046000.0,,1531582000.0,1623679000.0,,,,,,,,0.0,,1594217000.0,,,624690000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,511297000.0,,1418270000.0,,,,,,,4775476000.0,,,284369000.0,,,743000000.0,1713933000.0,-229780000.0,,,12370585000.0,,3843002000.0,,-29566000.0,,1759410000.0,,,,,,368315000.0,,,,,,,390202000.0,,,,2377157000.0,74994000.0,,-99348000.0,-3229000.0,,1124112000.0,675270000.0,668688000.0,,11854000.0,,,8731520000.0,,,1584420000.0,,-10872000.0,,,,,352798000.0,289964000.0,284369000.0,,,,,308245000.0,260877000.0,,,,,,462815000.0,-18054000.0,3016066000.0,,88763000.0,7362461000.0,-54476000.0,,,,,65334000.0,,51107000.0,-5008124000.0,113415000.0,,-218682000.0,,,44680000.0,0.0,,,442176000.0,,,,,,,,349662000.0,,,,361024000.0,584223000.0,182351000.0,,153705000.0,,,59698000.0,,0.0,,,,-85627000.0,,,,,94126000.0,,,,,,142342000.0,,,130453000.0,9918844000.0,,13761846000.0,,,,,,,96301000.0,,1713933000.0,1808059000.0,,,,,,,,0.0,,1531582000.0,,,636073000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,229462000.0,0.0,455561000.0,,1485551000.0,,1049902000.0,,8799000.0,1696152000.0,,4749898000.0,2735035000.0,5617311000.0,180000000.0,,395565000.0,-467431000.0,1696152000.0,-266425000.0,,135893000.0,13609180000.0,1355044000.0,3827745000.0,,-145702000.0,89724000.0,1841162000.0,1534999000.0,78959000.0,,,2908736000.0,-796505000.0,14299000.0,-5086462000.0,273655000.0,-72831000.0,-308262000.0,3827745000.0,172043000.0,4749898000.0,,,3531721000.0,,,-2295000.0,35078000.0,,1117858000.0,1952982000.0,22505000.0,1026433000.0,-50337000.0,,,8830061000.0,3531721000.0,-413516000.0,1537528000.0,1813576000.0,-5427000.0,1063840000.0,1026433000.0,310839000.0,10005751000.0,-639474000.0,184862000.0,180000000.0,273655000.0,,,1077308000.0,440695000.0,-391260000.0,1537528000.0,42028000.0,67075000.0,377326000.0,13833496000.0,882954000.0,-183140000.0,2908736000.0,8830061000.0,94190000.0,7528432000.0,86618000.0,-29930000.0,391548000.0,94190000.0,,140805000.0,,-173052000.0,-6080748000.0,135893000.0,1841162000.0,-304664000.0,,,,0.0,0.0,,435668000.0,,,3.19,,75920000.0,2882276000.0,131717000.0,216188000.0,7528432000.0,1775111000.0,1289718000.0,421696000.0,1355044000.0,-17781000.0,2119070000.0,1263845000.0,,,31326000.0,,,,,-117424000.0,-4614000.0,,158843000.0,,0.0,,12614894000.0,-226162000.0,1427228000.0,443648000.0,-15140000.0,117032000.0,,3.19,131717000.0,10005751000.0,300294000.0,13833496000.0,,-911726000.0,,1347277000.0,,14327000.0,98568000.0,,1696152000.0,1696152000.0,,664685000.0,,-978879000.0,,,,4460000000.0,,1713933000.0,-495416000.0,74994000.0,121156000.0,1696152000.0,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,485294000.0,,1500910000.0,0.8185,,,-30000.0,,,4487966000.0,,,223981000.0,,,362288000.0,1695486000.0,-147981000.0,-4536000.0,,12797776000.0,,3700425000.0,,,,1672557000.0,,,,,,170420000.0,,,,,,,265633000.0,,,273648137.0,3755702000.0,74994000.0,,-155014000.0,-47761000.0,,1108549000.0,1138622000.0,569718000.0,,9994000.0,,,9054042000.0,,,1444026000.0,,-10925000.0,,,,,96655000.0,229827000.0,223981000.0,,,,,429905000.0,78098000.0,,,,,,8763000.0,-188399000.0,2815409000.0,,105115000.0,7619855000.0,-66483000.0,,,,,53481000.0,,-108340000.0,-5177921000.0,82278000.0,,-233590000.0,,273648137.0,,0.0,,,431982000.0,,,,,,,,332116000.0,,,,255655000.0,0.0,-666000.0,,184724000.0,,,102289000.0,,,,0.8185,,-47432000.0,,,,,3448000.0,,,,,,22065000.0,,,158109000.0,10154540000.0,,13854965000.0,,,,,75558000.0,,99697000.0,,1695486000.0,1698934000.0,,,,,,,,0.0,,1696152000.0,,,116193000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,365978000.0,,1438141000.0,0.5,,,-118000.0,,,4560486000.0,,,135673000.0,,,392695000.0,1476519000.0,-268890000.0,-1447000.0,,13019881000.0,,3516167000.0,,,,1706597000.0,,,,,,554946000.0,,,,,,,200394000.0,,,271346000.0,359654000.0,74994000.0,,-259992000.0,-74345000.0,,1113049000.0,1045446000.0,363873000.0,,22137000.0,,,9189715000.0,,,1429980000.0,,7182000.0,,,,,192301000.0,145153000.0,135673000.0,,,,,617610000.0,99139000.0,,,,,,231659000.0,-9349000.0,2853889000.0,,97933000.0,7752832000.0,-56486000.0,,,,,46942000.0,,-39343000.0,-5267049000.0,107145000.0,,-290037000.0,,271346000.0,153674000.0,-29994000.0,,,439522000.0,,,,,,,,217255000.0,,,,89266000.0,0.0,-218967000.0,,206013000.0,,,72102000.0,,,,0.5,,6576000.0,,,,,5490000.0,,,,,,-200771000.0,,,181752000.0,10546991000.0,,14063158000.0,,,,,-988000.0,,101781000.0,,1476519000.0,1482009000.0,,,,,,,,0.0,,1695486000.0,,,659625000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,630279000.0,,1610384000.0,1.155552,,,-2000.0,,,4903473000.0,,,316223000.0,,,547289000.0,1867236000.0,-268068000.0,-14229000.0,,13290518000.0,,3936871000.0,,-91443000.0,,2313537000.0,,,,,,411688000.0,,,,,,,396517000.0,,,273655375.0,2510938000.0,74994000.0,,-60312000.0,-17373000.0,,1289647000.0,1063095000.0,202816000.0,,13315000.0,,,9420938000.0,,,1165378000.0,,2654000.0,,,,,150772000.0,329095000.0,316223000.0,,,,,923139000.0,94030000.0,,,,,,3640000.0,-15361000.0,2589936000.0,,95279000.0,7829481000.0,-48041000.0,,,,,83417000.0,,243196000.0,-5461037000.0,679091000.0,,-215035000.0,,273655375.0,14041000.0,430059000.0,,,446960000.0,,,,,,,,444558000.0,,,,415589000.0,0.0,390717000.0,,202875000.0,,,115463000.0,,,,1.155552,,-62670000.0,,,,,10921000.0,,,,,,200554000.0,,,196314000.0,10721997000.0,,14658868000.0,,,,,-66691000.0,,102304000.0,,1867236000.0,1878157000.0,,,,,,,,0.0,,1476519000.0,,,120833000.0,,,,,,,,,,,,,,,,,,,,,,,,,
