date,trailingBeginningCashPosition,annualInterestExpense,annualBasicAverageShares,trailingInterestExpense,trailingOperatingExpense,quarterlyGrossPPE,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualGrossPPE,trailingCapitalExpenditure,annualBasicEPS,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,annualCurrentAssets,annualDilutedEPS,annualEbitda,annualRepaymentOfDebt,quarterlyStockholdersEquity,annualAccumulatedDepreciation,annualOtherIntangibleAssets,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingGrossProfit,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualCapitalStock,trailingOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCostOfRevenue,annualCurrentDebt,trailingTaxProvision,annualInventory,annualTaxProvision,annualChangeInInventory,annualDilutedAverageShares,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualGrossProfit,annualResearchAndDevelopment,annualOtherCurrentAssets,quarterlyRetainedEarnings,annualOtherNonCashItems,quarterlyNetPPE,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualFreeCashFlow,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualNetIncome,annualPurchaseOfBusiness,annualCostOfRevenue,annualPretaxIncome,annualCashDividendsPaid,trailingCashDividendsPaid,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualGoodwill,annualTotalAssets,trailingPretaxIncome,trailingInvestingCashFlow,trailingNetIncome,quarterlyOtherShortTermInvestments,annualLongTermDebt,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualStockholdersEquity,annualSaleOfInvestment,annualOtherShortTermInvestments,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyAccountsReceivable,annualInvestingCashFlow,annualRetainedEarnings,annualCommonStockIssuance,annualStockBasedCompensation,annualTotalRevenue,quarterlyBasicEPS,annualPurchaseOfInvestment,quarterlyInventory,annualAccountsReceivable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingEndCashPosition,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualOperatingIncome,annualNetPPE,quarterlyDilutedEPS,annualAccountsPayable,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingTotalRevenue,trailingRepaymentOfDebt,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingOperatingIncome,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualOtherNonCurrentLiabilities,quarterlyCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,quarterlyInterestExpense,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyEndCashPosition,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,trailingResearchAndDevelopment,quarterlyOperatingIncome,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualInvestmentsAndAdvances,quarterlyTotalRevenue,annualCurrentDeferredRevenue
,,,,,,205745350.72,,,,,,,,0.0,,95123936.57,,,,,2988892595.26,,,,,,,,,,,,,44014315.8,,,,,,,,,,703415342.76,1991166961.29,,,,908550410.95,,205745350.72,,,,,,,,,,,,,,,,18758482.21,,,,,,,,6306252.81,,62772798.01,,,,,,1122093816.22,333836872.85,,,,,,0.0,,152915842.82,,676815654.71,,,,,,,0.0,,,676815654.71,,,766188140.77,74429810.78,89458788.64,496387782.28,,,1780323593.88,,,223492859.85,3771490555.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16453551.6,2414747512.0,,,332125392.96,623144178.0,,97915297.68,600078904.56,332125392.96,,0.258045,0.0,,67450471.2,1951276075.2,0.258045,723386607.84,-399351635.28,3161802954.96,-55845111.6,242548985.52,-133682834.16,,5696625.6,,-6084480.96,-181576910.88,,73171337.76,,-55845111.6,28477067.76,,312229625.04,,166056636.24,48930377.76,-62675002.08,2414747512.0,1860687607.68,,587079689.76,1951276075.2,1200436580.16,,0.0,1075662298.8,-20974490.64,276280281.36,,28477067.76,637179693.84,,571868487.36,194067065.52,622247262.48,649427438.88,623144178.0,-78086192.4,1000981961.28,671177640.24,-235900902.24,,,21622936.32,1095382319.76,3811963682.88,,,,,,5696625.6,,50100004.08,-320441250.24,3161802954.96,,,35755416.0,1095382319.76,377625674.88,-170116997.04,1075662298.8,,,2201418541.44,,0.0,166056636.24,377625674.88,485007067.44,485007067.44,,50100004.08,587079689.76,628568092.8,276280281.36,,67450471.2,327749899.68,485007067.44,,,637179693.84,73171337.76,97915297.68,312229625.04,485007067.44,1248409.44,1860687607.68,485007067.44,,242548985.52,3811963682.88,21622936.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,287350000.0,,,,,,,,305038000.0,,48561000.0,,,,,3599823000.0,,,,,,,,,,,,,41287000.0,,,,,,,,,,549199000.0,2108256000.0,,,,163961000.0,,287350000.0,,,,,,,,,,,,,,,,19493000.0,,,,,,,,6736000.0,,60780000.0,,,,,,1184591000.0,434470000.0,,,,,,0.0,,224625000.0,,781743000.0,,,,,,,0.0,,,781743000.0,,,609979000.0,82974000.0,97679000.0,292628000.0,,,2101546000.0,,,232633000.0,4209802000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,16733000.0,2414747512.0,,,358936000.0,1045702000.0,,90179000.0,783041000.0,358936000.0,,0.433,209481000.0,,79222000.0,1545596000.0,0.433,1188685000.0,-561337000.0,3990839000.0,-53980000.0,440896000.0,-257939000.0,,5500000.0,,-7377000.0,-242950000.0,,82974000.0,,-53980000.0,81177000.0,,484241000.0,,189456000.0,86509000.0,-26202000.0,2414747512.0,3359685000.0,,788671000.0,1545596000.0,1654628000.0,,209481000.0,1824895000.0,-16880000.0,304956000.0,,81177000.0,914442000.0,,750879000.0,585259000.0,1042995000.0,487943000.0,1045702000.0,-784882000.0,1290503000.0,1129504000.0,-291016000.0,,,44594000.0,1184591000.0,4905281000.0,,,,,,5500000.0,,125771000.0,-34409000.0,3990839000.0,,,42448000.0,1184591000.0,582500000.0,-936211000.0,1824895000.0,,,2945131000.0,,-154644000.0,189456000.0,582500000.0,243515000.0,243515000.0,,125771000.0,788671000.0,903749000.0,304956000.0,,79222000.0,843198000.0,243515000.0,,,914442000.0,82974000.0,90179000.0,484241000.0,243515000.0,204974000.0,3359685000.0,243515000.0,,440896000.0,4905281000.0,44594000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,339844000.0,,,,,,,,23991000.0,,126533000.0,,,,,4993158000.0,,,,,,,,,,,,,110066000.0,,,,,,,,,,1112107000.0,2109107000.0,,,,2112892000.0,,339844000.0,,,,,,,,,,,,,,,,34565000.0,,,,,,,,12361000.0,,144631000.0,,,,,,1372169000.0,805913000.0,,,,,,0.0,,419276000.0,,411200000.0,,,,,,,0.0,,,411200000.0,,,1256738000.0,85200000.0,138227000.0,514586000.0,,,4205261000.0,,,1012225000.0,6314368000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,24109000.0,2466788608.0,,,453230000.0,995935000.0,,127650000.0,1006843000.0,453230000.0,,0.4037,0.0,,95595000.0,2114503000.0,0.4037,1165951000.0,-619785000.0,5296007000.0,-65915000.0,1026242000.0,-580301000.0,,13595000.0,,-6122000.0,-18222000.0,,85200000.0,,-65915000.0,108613000.0,,463903000.0,,385177000.0,67625000.0,-185027000.0,2466788608.0,4283080000.0,,903224000.0,2114503000.0,2046096000.0,,0.0,2405204000.0,15709000.0,387315000.0,,108613000.0,1045115000.0,,976221000.0,34251000.0,996466000.0,243515000.0,995935000.0,-229449000.0,1507335000.0,1064091000.0,-369604000.0,,,33278000.0,1384535000.0,6397583000.0,,,,,,13595000.0,,141891000.0,-423970000.0,5296007000.0,,,77751000.0,1384535000.0,736294000.0,-852503000.0,2405204000.0,678838000.0,,3553431000.0,,0.0,385177000.0,736294000.0,508516000.0,229336000.0,,141891000.0,903224000.0,1069875000.0,387315000.0,,95595000.0,614552000.0,508516000.0,,,1045115000.0,85200000.0,127650000.0,463903000.0,508516000.0,-61282000.0,4283080000.0,508516000.0,,1026242000.0,6397583000.0,33278000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,388944000.0,,,,,,,,0.0,,183120000.0,,,,,5748520000.0,,,,,,,,,,,,,107088000.0,,,,,,,,,,3271169000.0,2951750000.0,,,,2792503000.0,,388944000.0,,,,,,,,,,,,,,,,25569000.0,,,,,,,,18121000.0,,132657000.0,,,,,,1384535000.0,954771000.0,,,,,,0.0,,395820000.0,,313882000.0,,,,,,,0.0,,,313882000.0,,,3403826000.0,85200000.0,127423000.0,1705787000.0,,,6257472000.0,,,2988313000.0,9209222000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,42520000.0,2487247512.0,,,506081000.0,1375936000.0,,143413000.0,1395474000.0,506081000.0,,0.5532,0.0,,137590000.0,3550918000.0,0.5532,1718820000.0,-1729087000.0,6209382000.0,-83816000.0,2885597000.0,-1073773000.0,,1096424000.0,,-8000000.0,250767000.0,,85200000.0,,-83816000.0,105563000.0,,1612398000.0,,509004000.0,122524000.0,-126767000.0,2487247512.0,6240675000.0,,3396167000.0,3550918000.0,2911901000.0,,0.0,3203278000.0,24187000.0,422265000.0,,105563000.0,3523769000.0,,1366467000.0,-5893000.0,1377917000.0,229336000.0,1375936000.0,0.0,1988911000.0,1500441000.0,-462876000.0,,,22039000.0,1384535000.0,9791593000.0,,,,,,1096424000.0,,127602000.0,-561021000.0,6209382000.0,,,175859000.0,1384535000.0,1068481000.0,-1461339000.0,3203278000.0,0.0,,4900812000.0,,,509004000.0,1068481000.0,482451000.0,482451000.0,,127602000.0,3396167000.0,1545434000.0,422265000.0,,137590000.0,1067880000.0,482451000.0,,,3523769000.0,85200000.0,143413000.0,1612398000.0,482451000.0,279180000.0,6240675000.0,482451000.0,,2885597000.0,9791593000.0,22039000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,443033000.0,,,,,,,,0.0,,303308000.0,,,,,6724887000.0,,,,,,,,,,,,,104039000.0,,,,,,,,,,2747602000.0,3515305000.0,,,,3652496000.0,,443033000.0,,,,,,,,,,,,,,,1048416000.0,16598000.0,,,,,,,,13937000.0,,1169053000.0,,,,,,1384535000.0,1041662000.0,,,,,,0.0,,458540000.0,,648967000.0,,,,,,,0.0,,,648967000.0,,,3916655000.0,85200000.0,148569000.0,2117504000.0,,,7183807000.0,,,2802962000.0,10699112000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,82250000.0,2487247512.0,,,646067000.0,1674807000.0,,,1604124000.0,646067000.0,,0.6734,,,130011000.0,2959580000.0,0.6734,2087101000.0,-3950368000.0,7274683000.0,-108119000.0,2720326000.0,-76624000.0,,8802000.0,,-1072889000.0,372637000.0,,85200000.0,,-108119000.0,104498000.0,,65000000.0,,460401000.0,138494000.0,45651000.0,2487247512.0,7189263000.0,,658144000.0,2959580000.0,3478301000.0,,,4153177000.0,66269000.0,537948000.0,,104498000.0,2820586000.0,,1581498000.0,1995174000.0,1669939000.0,482451000.0,1674807000.0,-1000000000.0,1870537000.0,1808433000.0,-611117000.0,,2040048000.0,17896000.0,1384535000.0,10148843000.0,,,,,2040048000.0,8802000.0,,2162442000.0,133186000.0,7274683000.0,,,196418000.0,1384535000.0,993812000.0,-354099000.0,4153177000.0,,,5348838000.0,,-26291000.0,460401000.0,993812000.0,855629000.0,855629000.0,,2162442000.0,658144000.0,1896803000.0,537948000.0,,130011000.0,2071798000.0,855629000.0,,,2820586000.0,85200000.0,,65000000.0,855629000.0,717764000.0,7189263000.0,855629000.0,,2720326000.0,10148843000.0,17896000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,540806000.0,,,,,,,,,,87810000.0,,,,,7895744000.0,,,,,,,,,,,,,104664000.0,,,,,,,,,,809851000.0,3134361000.0,,,,,,540806000.0,,,,,,,,,,,,,,,1397087000.0,10178000.0,,,,,,,,8652000.0,,1514189000.0,,,,,,1384535000.0,1095259000.0,,,,,,0.0,,416471000.0,,1097832000.0,,,,,,,0.0,,,1097832000.0,,,2324040000.0,85200000.0,,364049000.0,,,7136595000.0,,,2638957000.0,10270956000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,71885000.0,2486146033.0,,,668061000.0,1849883000.0,,,1915860000.0,668061000.0,,0.7441,,-53020000.0,106134000.0,3146357000.0,0.7441,2277253000.0,-717940000.0,8355786000.0,-128126000.0,2554075000.0,-56975000.0,,8847000.0,,-9807000.0,-39435000.0,,84963000.0,,-128126000.0,101411000.0,,25000000.0,,434661000.0,161776000.0,-51263000.0,2486146033.0,7360095000.0,,550845000.0,3146357000.0,3916874000.0,,,5167627000.0,47554000.0,539935000.0,,101411000.0,2102377000.0,,1903085000.0,1697590000.0,1844598000.0,855629000.0,1849883000.0,,1516575000.0,2006374000.0,-728515000.0,,1440195000.0,9926000.0,1384535000.0,10506452000.0,,,,,1440195000.0,8847000.0,,1551532000.0,-377324000.0,8355786000.0,,,198994000.0,1384535000.0,1280702000.0,-239689000.0,5167627000.0,,,5433449000.0,,-230953000.0,434661000.0,1280702000.0,815081000.0,815081000.0,,1551532000.0,550845000.0,2013789000.0,539935000.0,,106134000.0,1754565000.0,815081000.0,,,2102377000.0,84963000.0,,25000000.0,815081000.0,-4997000.0,7360095000.0,815081000.0,,2554075000.0,10506452000.0,9926000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,543211000.0,,,,,,,,,,112105000.0,,,,,9172888000.0,,,,,,,,,,,,,93108000.0,,,,,,,,,,1982839000.0,3838015000.0,,,,5854231000.0,,543211000.0,,,,,,,,,,,,,,,0.0,2625000.0,,,,,,,,8817000.0,,102137000.0,,,,,,1384535000.0,1107901000.0,,,,,,,,429811000.0,,1638444000.0,,,,,,,,,,1638444000.0,,,2084976000.0,84963000.0,,1436874000.0,,,7465762000.0,,,2545017000.0,11303777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
