,annualDilutedAverageShares,annualBeginningCashPosition,annualCurrentAssets,quarterlyIncomeTaxPayable,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,quarterlyGrossPPE,trailingInterestExpense,trailingBeginningCashPosition,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingNetIncomeCommonStockholders,trailingNetIncomeContinuousOperations,annualRepaymentOfDebt,quarterlyDilutedEPS,annualEbitda,annualDilutedEPS,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualAccumulatedDepreciation,annualOtherIntangibleAssets,annualNetOtherFinancingCharges,annualInterestExpense,trailingOperatingCashFlow,annualCostOfRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherCurrentAssets,annualBasicEPS,quarterlyAccumulatedDepreciation,annualTotalNonCurrentAssets,annualGrossProfit,annualInventory,quarterlyRetainedEarnings,quarterlyNetPPE,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingTaxProvision,annualOperatingExpense,annualFreeCashFlow,trailingSellingGeneralAndAdministration,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyOtherCurrentLiabilities,quarterlyLongTermDebt,quarterlyBasicEPS,annualInvestingCashFlow,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualTotalAssets,trailingNetIncome,trailingPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualStockholdersEquity,quarterlyOtherShortTermInvestments,annualDepreciationAndAmortization,annualChangeInWorkingCapital,quarterlyGoodwill,annualCurrentLiabilities,annualRetainedEarnings,annualCommonStockIssuance,quarterlyInventory,annualGoodwill,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherShortTermInvestments,quarterlyInvestmentsAndAdvances,annualCapitalStock,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualNetPPE,trailingGrossProfit,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCashFlowFromContinuingFinancingActivities,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualBasicAverageShares,annualOperatingIncome,annualEndCashPosition,trailingTotalRevenue,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyCurrentDebt,quarterlyOtherIntangibleAssets,trailingEndCashPosition,quarterlyTotalAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualIncomeTaxPayable,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualChangeInAccountPayable,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,trailingChangeInWorkingCapital,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,trailingCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingSaleOfInvestment,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyEndCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,trailingPurchaseOfBusiness,trailingCapitalExpenditure,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherInvestingChanges,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualLongTermDebt,quarterlyCapitalExpenditure,annualStockBasedCompensation
1419984000,5638470698.0,170186000.0,460424000.0,,-2005000.0,9794000.0,,0.0,3275000.0,,,,,1028000.0,0.0,,,0.0,,351703000.0,0.052,293732000.0,1028000.0,75980000.0,492301000.0,-1104000.0,,0.0,0.0,,0.0,224000.0,0.0,0.0552,-1104000.0,88905000.0,357893000.0,,-135700000.0,2171000.0,57657000.0,57028000.0,,460424000.0,56804000.0,,,224000.0,-1468000.0,,293732000.0,,9794000.0,130898000.0,,,293732000.0,-56386000.0,0.0,,1028000.0,,,-537000.0,,0.0,549329000.0,,,224000.0,492301000.0,212889000.0,314000.0,-212705000.0,,56804000.0,-135700000.0,,,,,,212889000.0,,112769000.0,246166000.0,,132903000.0,459055000.0,357893000.0,2171000.0,,1028000.0,224000.0,,,459055000.0,5319072586.0,348099000.0,246166000.0,,0.0,0.0,112769000.0,,3275000.0,246166000.0,0.0,,,,549329000.0,57028000.0,,,351389000.0,,88905000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,,4623000.0,,,,,102923000.0,15967000.0,,,,0.0,,,,,,475963000.0,,,,,,,224000.0,,,,,,,-129494000.0,4623000.0,,,,577448000.0,183097000.0,,,224000.0,,,,,,,,,,,,,102923000.0,,0.0,,,0.0,,,,,,51663000.0,,,,,,,,,,,,,,337523000.0,,,389186000.0,,,,,,,,,,,,,,1267000.0,112769000.0,,,,,,,,659284000.0,183321000.0,,,,,81836000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,5638484476.0,246166000.0,386361000.0,,-11450000.0,53985000.0,,6374000.0,5643000.0,,,,,274436000.0,0.0,,,,,-21471000.0,0.071,401059000.0,8855000.0,-64241000.0,847914000.0,-1345000.0,,250000000.0,,,,291000.0,0.0,0.071,-1345000.0,736258000.0,,,265359000.0,4298000.0,557000.0,274748000.0,,386361000.0,274457000.0,,,291000.0,-3583000.0,-6338000.0,401014000.0,,53985000.0,-241801000.0,,,401059000.0,-22420000.0,-74592000.0,,8855000.0,,,-61470000.0,,0.0,1122619000.0,,,291000.0,847914000.0,71622000.0,1667000.0,-158502000.0,,274457000.0,265359000.0,,,,27325000.0,,71622000.0,,112770000.0,170011000.0,,-230351000.0,241633000.0,30847000.0,4298000.0,,274436000.0,291000.0,,,241633000.0,5638484476.0,-23138000.0,170011000.0,,0.0,6374000.0,112770000.0,,5643000.0,170011000.0,-6638000.0,,,,1122619000.0,274748000.0,,,401571000.0,,736258000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,,17317000.0,,,,,254642000.0,0.0,,,,0.0,,,,,,799379000.0,,,,,,,291000.0,,,,,,,283555000.0,17317000.0,,,,1628143000.0,592510000.0,,,291000.0,,,,,,,,,,,,,14637000.0,,0.0,,,0.0,,,,,,3352000.0,,,,,,,,,,24229000.0,,,,1200647000.0,,,1203999000.0,,,,,,,,,,,,,,17609000.0,112770000.0,,,,,,,,1812762000.0,592801000.0,,,,,184619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,5638600476.0,170011000.0,1353433000.0,,-35893000.0,78065000.0,,45374000.0,40773000.0,,,,-211985000.0,153422000.0,0.0,,,-211985000.0,,113387000.0,0.016,92023000.0,21668000.0,501048000.0,854041000.0,-5843000.0,2233000.0,2805000.0,,,14036000.0,388000.0,0.0,0.016,-5843000.0,273929000.0,186675000.0,2626000.0,357382000.0,34930000.0,2332000.0,245084000.0,-2744000.0,1353433000.0,244696000.0,,,388000.0,-5241000.0,-10178000.0,152809000.0,,78065000.0,-113215000.0,,,92023000.0,-55823000.0,-160086000.0,54031000.0,21668000.0,,,843373000.0,,0.0,1627362000.0,,,388000.0,854041000.0,183024000.0,4777000.0,-52252000.0,8493000.0,244696000.0,357382000.0,,2626000.0,8493000.0,230542000.0,54031000.0,183024000.0,,112774000.0,662491000.0,,-77322000.0,845515000.0,200711000.0,34930000.0,,153422000.0,388000.0,,,845515000.0,5638600476.0,108610000.0,662491000.0,,0.0,45374000.0,112774000.0,,40773000.0,662491000.0,214724000.0,,2233000.0,,1627362000.0,245084000.0,,,155141000.0,,273929000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,,149486000.0,,,,,149740000.0,33009000.0,,,,0.0,,,,,,801214000.0,,,,,,,0.0,,,,,,,290007000.0,149486000.0,,,,1284969000.0,323436000.0,,,0.0,,,,,,,,,,,,,23625000.0,,0.0,,,,,,,,,535000.0,,,8449000.0,,,,15816000.0,,,87195000.0,,,,655903000.0,,,656438000.0,,,,,,,,,,,,,,55024000.0,112774000.0,,,,,,2188000.0,,1604253000.0,323436000.0,,,,,319284000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,5638707091.0,662491000.0,1181505000.0,,-245009000.0,137916000.0,,,280968000.0,,,,-27202000.0,113158000.0,,,,-38015000.0,,-120290000.0,-0.02195,-123729000.0,19270000.0,-261897000.0,762138000.0,-19882000.0,2794000.0,15985000.0,284000.0,,899294000.0,0.0,,-0.02195,-19882000.0,406655000.0,-2342000.0,34615000.0,,261086000.0,16935000.0,343746000.0,-30476000.0,1181505000.0,343746000.0,,,0.0,-1681000.0,-5141000.0,-152610000.0,,137916000.0,-262134000.0,,30284000.0,-123729000.0,,-18316000.0,116710000.0,19270000.0,,,-199497000.0,,,1588160000.0,,,0.0,762138000.0,18911000.0,15101000.0,127692000.0,9161000.0,343746000.0,,,34615000.0,9161000.0,0.0,116710000.0,18911000.0,,112322000.0,408373000.0,,-17125000.0,427284000.0,896952000.0,261086000.0,,113158000.0,0.0,,,427284000.0,5638707091.0,-140258000.0,408373000.0,,,,112322000.0,,280968000.0,408373000.0,,30284000.0,2794000.0,,1588160000.0,343746000.0,,,-135675000.0,,406655000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,436310000.0,,,,,121310000.0,,,,,0.0,,,,,,719891000.0,,,,,,,,,,,,,,,436310000.0,,,,945610000.0,461715000.0,,,0.0,,,,,,,,,,,,,83683000.0,,0.0,,,,,,,,,19152000.0,,,429000.0,,,,44921000.0,,,140319000.0,,,,208997000.0,,,228149000.0,,,,,,,,,,,,,,,112876000.0,,,,,204952000.0,2603000.0,,1620371000.0,461715000.0,,,,,674761000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,1060466000.0,,,,,,745592000.0,20148000.0,408373000.0,166638000.0,,89591000.0,,-94236000.0,-85110000.0,,,,,,,,632530000.0,,2360000.0,,,-186186000.0,,,,,,982803000.0,,34041000.0,117696000.0,745592000.0,,846322000.0,,1060466000.0,839376000.0,-186186000.0,1815855000.0,6946000.0,,,,-76047000.0,,,174370000.0,587242000.0,,,,172549000.0,,,,,-603301000.0,,2043269000.0,-94236000.0,-161157000.0,,632530000.0,,,,12354000.0,839376000.0,117696000.0,,34041000.0,12354000.0,,172549000.0,,,112876000.0,330160000.0,-140549000.0,,330160000.0,,745592000.0,26089000.0,89591000.0,6946000.0,,,330160000.0,,,,1841944000.0,,,112876000.0,-63341000.0,745592000.0,330160000.0,,587242000.0,2360000.0,330160000.0,2043269000.0,846322000.0,,,,,982803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,,,,,,,714662000.0,,,,,89876000.0,1843000.0,,,,,,,,,,338453000.0,,,,,,,3262000.0,,,,,,,-128360000.0,714662000.0,,,,643975000.0,705494000.0,,,490711000.0,,,,,,,,,,,,,,474639000.0,,,,,,,,,,,,,877000.0,,,,36164000.0,,,112522000.0,,,,56923000.0,,,56923000.0,,,,,,,,,,,,,,305271000.0,112876000.0,,,,,138831000.0,5905000.0,,1966590000.0,1196205000.0,,,,,1322615000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
