date,quarterlyChangeInWorkingCapital,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualSellingGeneralAndAdministration,annualOperatingExpense,quarterlyDilutedEPS,annualOtherNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNetIncomeContinuousOperations,quarterlyGrossProfit,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,trailingOperatingExpense,trailingNetOtherFinancingCharges,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyGrossPPE,annualTaxProvision,quarterlyOperatingIncome,quarterlyChangeInInventory,annualInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCostOfRevenue,annualCurrentAssets,trailingChangeInAccountPayable,annualTotalRevenue,annualDilutedAverageShares,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,quarterlyOtherNonCashItems,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyBasicAverageShares,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,annualNetOtherFinancingCharges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyRetainedEarnings,quarterlyGoodwill,trailingNetIncomeCommonStockholders,quarterlyPretaxIncome,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingNetIncome,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,annualCurrentDebt,quarterlyRepaymentOfDebt,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,annualBasicAverageShares,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualBeginningCashPosition,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,annualFreeCashFlow,trailingTaxProvision,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOtherNonCashItems,trailingOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyDilutedAverageShares,annualInvestingCashFlow,annualBasicEPS,quarterlyNetIncome,quarterlyCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingStockBasedCompensation,trailingCashDividendsPaid,annualInventory,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyTaxProvision,quarterlyLongTermDebt,quarterlyOtherCurrentLiabilities,quarterlyCostOfRevenue,trailingChangeInInventory,annualNetPPE,quarterlyBasicEPS,annualOperatingCashFlow,quarterlyOperatingExpense,annualGrossProfit,annualCurrentLiabilities,annualStockBasedCompensation,annualOtherIntangibleAssets,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,annualOtherNonCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetOtherInvestingChanges,trailingGrossProfit,annualOperatingIncome,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingInterestExpense,trailingPretaxIncome,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualAccountsPayable,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingEndCashPosition,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualSaleOfInvestment,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlySaleOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
2015-06-30,-19000000.0,40384000000.0,4499000000.0,,,-77000000.0,,,-366000000.0,,,0.25,,-8692000000.0,,3066000000.0,,,7661000000.0,,,,,,,14884000000.0,,1059000000.0,-3000000.0,,,,,,,,,,,76000000.0,887000000.0,,,30000000.0,,1958000000.0,1625000000.0,166000000.0,-632000000.0,-246000000.0,,23596000000.0,,14725000000.0,21055000000.0,,527000000.0,,24645000000.0,0.0,11888000000.0,1961000000.0,,16788000000.0,,,,296000000.0,,-763000000.0,,653000000.0,-6156000000.0,,2159000000.0,,,,,,,,,,,3720000000.0,,48000000.0,,-482000000.0,,,,,853000000.0,427000000.0,1643000000.0,,,406000000.0,-349000000.0,,,,,,,,565000000.0,,,-218000000.0,8728000000.0,,5289000000.0,3000000000.0,100000000.0,13090000000.0,3740000000.0,4595000000.0,,,0.25,,2007000000.0,,,,,,1483000000.0,3294000000.0,,0.0,,,,,,504000000.0,1835000000.0,,,,,,,,,,,,,65118000000.0,406000000.0,,1958000000.0,1958000000.0,,,,,,,,53230000000.0,6247000000.0,314000000.0,,19677000000.0,225000000.0,415000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,385000000.0,36438000000.0,4875000000.0,,,-29000000.0,,,545000000.0,,,4.46,,-9609000000.0,,2670000000.0,,,6849000000.0,,,,,,,14788000000.0,,835000000.0,-133000000.0,,,,,,,,,,,-1000000.0,7847000000.0,,,32000000.0,,2039000000.0,1609000000.0,2877000000.0,-871000000.0,-241000000.0,,22801000000.0,,21707000000.0,20963000000.0,,7688000000.0,,29952000000.0,-455000000.0,12174000000.0,1790000000.0,,13637000000.0,,,,-185000000.0,,-309000000.0,,638000000.0,-6224000000.0,,1962000000.0,,,,,,,,,,4895000000.0,637000000.0,,32000000.0,,-3973000000.0,,,,,841000000.0,7268000000.0,1629000000.0,,,7266000000.0,-388000000.0,,,,,,,,-361000000.0,,,6967000000.0,8564000000.0,,5137000000.0,3029000000.0,348000000.0,13029000000.0,2937000000.0,4179000000.0,,,4.52,,1835000000.0,,,,,,1563000000.0,3352000000.0,,0.0,,,,,,453000000.0,1958000000.0,,,,,,,,,,,,,66390000000.0,7266000000.0,,2039000000.0,2039000000.0,,,,,,,,54216000000.0,3330000000.0,114000000.0,,19115000000.0,206000000.0,-725000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,1446000000.0,34743000000.0,4890000000.0,5387000000.0,-3622000000.0,51000000.0,-6192000000.0,,163000000.0,7577000000.0,7758000000.0,-0.46,635000000.0,-9986000000.0,7291000000.0,2835000000.0,,,7364000000.0,,,1634000000.0,1870000000.0,,-1514000000.0,14554000000.0,593000000.0,889000000.0,265000000.0,1013000000.0,44000000.0,,,8958000000.0,,29636000000.0,1637000000.0,7267000000.0,-30000000.0,57000000.0,-513000000.0,23821000000.0,659000000.0,38000000.0,,1870000000.0,1589000000.0,-811000000.0,-619000000.0,-272000000.0,126000000.0,23821000000.0,623000000.0,20700000000.0,20664000000.0,,-756000000.0,20700000000.0,28012000000.0,9000000.0,8958000000.0,1902000000.0,,10922000000.0,,62843000000.0,34743000000.0,-1050000000.0,841000000.0,-1363000000.0,7267000000.0,633000000.0,-6192000000.0,1618000000.0,1832000000.0,-1008000000.0,1631000000.0,14557000000.0,18124000000.0,633000000.0,53885000000.0,,2214000000.0,,5387000000.0,635000000.0,28012000000.0,19000000.0,,-1613000000.0,-527000000.0,199000000.0,,,2316000000.0,-716000000.0,1610000000.0,2649000000.0,4.49,-729000000.0,-336000000.0,4750000000.0,-49000000.0,-5883000000.0,894000000.0,,,2609000000.0,-169000000.0,2634000000.0,,-1446000000.0,8362000000.0,0.0,4750000000.0,2609000000.0,32000000.0,14557000000.0,2713000000.0,4529000000.0,,8362000000.0,-0.46,3728000000.0,1946000000.0,11512000000.0,10922000000.0,136000000.0,18768000000.0,20664000000.0,1634000000.0,2634000000.0,,0.0,,1832000000.0,9078000000.0,-6616000000.0,-9986000000.0,1980000000.0,2039000000.0,5143000000.0,-544000000.0,,3754000000.0,2713000000.0,239000000.0,4.44,1870000000.0,1870000000.0,,,7884000000.0,62843000000.0,-729000000.0,,1870000000.0,1870000000.0,,14554000000.0,,,4890000000.0,,,53885000000.0,841000000.0,199000000.0,,18768000000.0,231000000.0,912000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,-1290000000.0,36113000000.0,4779000000.0,,,-53000000.0,,,-135000000.0,,,0.35,,-9381000000.0,,2535000000.0,,,6455000000.0,,,,,,,15028000000.0,,876000000.0,-77000000.0,,,,,,,,,,,102000000.0,929000000.0,,,30000000.0,,1338000000.0,1569000000.0,-316000000.0,-1187000000.0,-269000000.0,,22935000000.0,,20970000000.0,20977000000.0,,478000000.0,,27770000000.0,0.0,9009000000.0,1615000000.0,,13178000000.0,,,,0.0,,-1755000000.0,,590000000.0,-6494000000.0,,1934000000.0,,,,,,,,,,5630000000.0,377000000.0,,-44000000.0,,207000000.0,,,,,-454000000.0,472000000.0,1587000000.0,,,554000000.0,-335000000.0,,,,,,,,-532000000.0,,,-154000000.0,8534000000.0,,4738000000.0,2756000000.0,49000000.0,13800000000.0,2468000000.0,3920000000.0,,,0.35,,1659000000.0,,,,,,1630000000.0,3101000000.0,,0.0,,,,,,-789000000.0,1870000000.0,,,,,,,,,,,,,63975000000.0,554000000.0,,1338000000.0,1338000000.0,,,,,,,,54966000000.0,3599000000.0,244000000.0,,19094000000.0,207000000.0,-404000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,109000000.0,35595000000.0,4562000000.0,,,-33000000.0,,,-184000000.0,,,0.29,,-9768000000.0,,2516000000.0,,,6302000000.0,,,,,,,14951000000.0,,804000000.0,14000000.0,,,,,,,,,,,10000000.0,823000000.0,,,42000000.0,,1755000000.0,1557000000.0,-189000000.0,-125000000.0,-268000000.0,,22599000000.0,,21127000000.0,20741000000.0,,487000000.0,,27592000000.0,0.0,8979000000.0,1668000000.0,,12996000000.0,,,,0.0,,-70000000.0,,592000000.0,-6526000000.0,,2008000000.0,,,,,,,,,,5618000000.0,385000000.0,,98000000.0,,-179000000.0,,,,,791000000.0,471000000.0,1576000000.0,,,464000000.0,-269000000.0,,,,,,,,417000000.0,,,-182000000.0,8425000000.0,,4801000000.0,2713000000.0,118000000.0,13578000000.0,2545000000.0,3786000000.0,,,0.3,,1712000000.0,,,,,,1489000000.0,2796000000.0,,0.0,,,,,,522000000.0,1338000000.0,,,,,,,,,,,,,63271000000.0,464000000.0,,1755000000.0,1755000000.0,,,,,,,,54292000000.0,3702000000.0,135000000.0,,18781000000.0,201000000.0,377000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,103000000.0,35688000000.0,4884000000.0,,,-77000000.0,,,176000000.0,,,0.35,,-9699000000.0,,2488000000.0,,,6396000000.0,,,,,,,15168000000.0,,892000000.0,-58000000.0,,,,,,,,,,,-102000000.0,893000000.0,,,30000000.0,,1686000000.0,1557000000.0,-16000000.0,-415000000.0,-264000000.0,,21731000000.0,,21366000000.0,20751000000.0,,557000000.0,,27509000000.0,0.0,8855000000.0,1552000000.0,,13957000000.0,,,,0.0,,-269000000.0,,479000000.0,-6703000000.0,,1709000000.0,,,,,,,,,,5717000000.0,384000000.0,,28000000.0,,-858000000.0,,,,,801000000.0,548000000.0,1576000000.0,,,548000000.0,-305000000.0,,,,,,,,-69000000.0,,,-206000000.0,8465000000.0,,4762000000.0,2776000000.0,40000000.0,13105000000.0,2669000000.0,3908000000.0,,,0.35,,1596000000.0,,,,,,1624000000.0,3019000000.0,,0.0,,,,,,496000000.0,1755000000.0,,,,,,,,,,,,,63265000000.0,548000000.0,,1686000000.0,1686000000.0,,,,,,,,54410000000.0,4001000000.0,129000000.0,,18721000000.0,207000000.0,-238000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,872000000.0,36323000000.0,5318000000.0,5585000000.0,-2601000000.0,22000000.0,-6458000000.0,,552000000.0,6540000000.0,6716000000.0,0.06,350000000.0,-11122000000.0,1669000000.0,2589000000.0,,,6770000000.0,,,1745000000.0,1741000000.0,,-1224000000.0,14687000000.0,129000000.0,840000000.0,183000000.0,1115000000.0,31000000.0,,,8480000000.0,,25923000000.0,1573000000.0,1659000000.0,-141000000.0,-53000000.0,551000000.0,21906000000.0,409000000.0,38000000.0,,1741000000.0,1540000000.0,-508000000.0,-874000000.0,-293000000.0,129000000.0,21906000000.0,-206000000.0,21149000000.0,20276000000.0,,-68000000.0,21149000000.0,25161000000.0,-246000000.0,8480000000.0,1705000000.0,,14417000000.0,,61538000000.0,36323000000.0,0.0,3982000000.0,-5123000000.0,1659000000.0,800000000.0,-6458000000.0,1556000000.0,1572000000.0,-1094000000.0,1870000000.0,13217000000.0,15795000000.0,800000000.0,53058000000.0,,1614000000.0,,5585000000.0,350000000.0,25161000000.0,47000000.0,,-1032000000.0,-246000000.0,-43000000.0,,,1700000000.0,93000000.0,1559000000.0,-1029000000.0,1.07,93000000.0,-315000000.0,4721000000.0,62000000.0,-1862000000.0,823000000.0,,,2469000000.0,55000000.0,2611000000.0,,-333000000.0,8229000000.0,0.0,4721000000.0,2469000000.0,-78000000.0,13217000000.0,2636000000.0,4181000000.0,,8229000000.0,0.06,2838000000.0,1749000000.0,10128000000.0,14417000000.0,140000000.0,18101000000.0,20276000000.0,1745000000.0,2611000000.0,,0.0,,1572000000.0,3392000000.0,-7217000000.0,-11122000000.0,1385000000.0,1686000000.0,-843000000.0,0.0,,3412000000.0,2636000000.0,-129000000.0,1.05,1741000000.0,1741000000.0,,,1454000000.0,61538000000.0,93000000.0,,1741000000.0,1741000000.0,,14687000000.0,,,5318000000.0,,,53058000000.0,3982000000.0,575000000.0,,18101000000.0,208000000.0,296000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,-1621000000.0,36357000000.0,4897000000.0,,,13000000.0,,,-443000000.0,,,0.41,,-10564000000.0,,2525000000.0,,,6414000000.0,,,,,,,15075000000.0,,1006000000.0,-95000000.0,,,,,,,,,,,43000000.0,1040000000.0,,,39000000.0,,1307000000.0,1529000000.0,-287000000.0,-461000000.0,-292000000.0,,21300000000.0,,21468000000.0,20515000000.0,,721000000.0,,25658000000.0,,8415000000.0,1475000000.0,,15057000000.0,,,,0.0,,-1492000000.0,,641000000.0,-6698000000.0,,1615000000.0,,,,,,,,,,5594000000.0,357000000.0,,60000000.0,,378000000.0,,,,,-557000000.0,633000000.0,1550000000.0,,,630000000.0,-306000000.0,,,,,,,,-434000000.0,,,-166000000.0,8377000000.0,,4676000000.0,2603000000.0,154000000.0,12906000000.0,2397000000.0,3889000000.0,,,0.41,,1519000000.0,,,,,,1679000000.0,3035000000.0,,0.0,,,,,,-863000000.0,1741000000.0,,,,,,,,,,,,,62076000000.0,630000000.0,,1307000000.0,1307000000.0,,,,,,,,53661000000.0,5468000000.0,119000000.0,,18297000000.0,200000000.0,-454000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,126000000.0,36965000000.0,5012000000.0,,,-13000000.0,,,13000000.0,,,0.32,,-10217000000.0,,2324000000.0,,,5986000000.0,,,,,,,15377000000.0,,831000000.0,-86000000.0,,,,,,,,,,,-72000000.0,815000000.0,,,38000000.0,,1397000000.0,1519000000.0,1000000.0,-608000000.0,-289000000.0,,21402000000.0,,21648000000.0,20915000000.0,,517000000.0,,25720000000.0,,8193000000.0,1449000000.0,,15563000000.0,,,,169000000.0,,-1118000000.0,,778000000.0,-6933000000.0,,1488000000.0,,,,,,,,,,5853000000.0,347000000.0,,94000000.0,,-754000000.0,,,,,819000000.0,500000000.0,1539000000.0,,,498000000.0,-182000000.0,,,,,,,,90000000.0,,,-211000000.0,8444000000.0,,4587000000.0,2710000000.0,84000000.0,13226000000.0,2819000000.0,3662000000.0,,,0.33,,1493000000.0,,,,,,1574000000.0,2395000000.0,,0.0,,,,,,637000000.0,1307000000.0,,,,,,,,,,,,,62757000000.0,498000000.0,,1397000000.0,1397000000.0,,,,,,,,54564000000.0,5555000000.0,103000000.0,,18514000000.0,195000000.0,607000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,-402000000.0,37192000000.0,5139000000.0,,,77000000.0,,,4000000.0,,,0.65,,-9917000000.0,,2552000000.0,,,6530000000.0,,,,,,,15633000000.0,,1177000000.0,-55000000.0,,,,,,,,,,,-209000000.0,1226000000.0,,,27000000.0,,844000000.0,1507000000.0,158000000.0,-717000000.0,-288000000.0,,21157000000.0,,22296000000.0,21071000000.0,,1162000000.0,,26031000000.0,,8155000000.0,1330000000.0,,16035000000.0,,,,0.0,,-539000000.0,,617000000.0,-7095000000.0,,1496000000.0,,,,,,,,,,6060000000.0,349000000.0,,11000000.0,,-1272000000.0,,,,,535000000.0,993000000.0,1524000000.0,,,992000000.0,-233000000.0,,,,,,,,-553000000.0,,,4000000.0,8538000000.0,,4664000000.0,2781000000.0,272000000.0,12918000000.0,2831000000.0,3978000000.0,,,0.66,,1375000000.0,,,,,,1651000000.0,2981000000.0,,0.0,,,,,,302000000.0,1397000000.0,,,,,,,,,,,,,63291000000.0,992000000.0,,844000000.0,844000000.0,,,,,,,,55136000000.0,5715000000.0,19000000.0,,18638000000.0,209000000.0,-540000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,904000000.0,36918000000.0,5705000000.0,6345000000.0,-2174000000.0,34000000.0,-7003000000.0,,431000000.0,5911000000.0,6089000000.0,0.53,366000000.0,-9998000000.0,2936000000.0,2664000000.0,,,6966000000.0,,,1728000000.0,761000000.0,,-1014000000.0,15680000000.0,688000000.0,962000000.0,218000000.0,382000000.0,-24000000.0,,,7520000000.0,,25896000000.0,1531000000.0,2922000000.0,111000000.0,13000000.0,1056000000.0,21125000000.0,5000000.0,33000000.0,,761000000.0,1497000000.0,-173000000.0,-388000000.0,-329000000.0,207000000.0,21125000000.0,-993000000.0,22749000000.0,21085000000.0,,724000000.0,22749000000.0,26111000000.0,,7520000000.0,1657000000.0,,15793000000.0,,63109000000.0,36918000000.0,0.0,4680000000.0,-232000000.0,2922000000.0,676000000.0,-7003000000.0,1513000000.0,2689000000.0,-1198000000.0,1741000000.0,12972000000.0,15831000000.0,676000000.0,55589000000.0,,1579000000.0,,6345000000.0,366000000.0,26111000000.0,42000000.0,,-1713000000.0,0.0,-225000000.0,,,1796000000.0,810000000.0,1513000000.0,-301000000.0,1.93,802000000.0,-293000000.0,3376000000.0,-18000000.0,-3361000000.0,816000000.0,,,2557000000.0,-83000000.0,2691000000.0,,-118000000.0,8677000000.0,0.0,3376000000.0,2557000000.0,178000000.0,12972000000.0,2959000000.0,4302000000.0,,8677000000.0,0.54,2593000000.0,1702000000.0,10065000000.0,15793000000.0,137000000.0,18639000000.0,21085000000.0,1728000000.0,2691000000.0,,0.0,,2689000000.0,4322000000.0,-3381000000.0,-9998000000.0,1503000000.0,844000000.0,-470000000.0,,,3976000000.0,2959000000.0,-980000000.0,1.91,761000000.0,761000000.0,,,3124000000.0,63109000000.0,802000000.0,,761000000.0,761000000.0,,15680000000.0,,,5705000000.0,,,55589000000.0,4680000000.0,120000000.0,,18639000000.0,212000000.0,363000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,-976000000.0,37953000000.0,5727000000.0,,,141000000.0,,,-144000000.0,,,0.62,,-9858000000.0,,2849000000.0,,,6765000000.0,,,,,,,15943000000.0,,1278000000.0,-38000000.0,,,,,,,,,,,-14000000.0,1444000000.0,,,28000000.0,,1130000000.0,1489000000.0,-274000000.0,-527000000.0,-330000000.0,,21155000000.0,,23315000000.0,21301000000.0,,1157000000.0,,26452000000.0,,8370000000.0,1527000000.0,,16798000000.0,,,,,,-1171000000.0,,666000000.0,-7151000000.0,,2589000000.0,,,,,,,,,,6347000000.0,422000000.0,,92000000.0,,229000000.0,,,,,407000000.0,944000000.0,1505000000.0,,,938000000.0,-284000000.0,,,,,,,,369000000.0,,,-41000000.0,8792000000.0,,3419000000.0,2620000000.0,307000000.0,13180000000.0,2999000000.0,3916000000.0,,,0.63,,1571000000.0,,,,,,1847000000.0,3113000000.0,,0.0,,,,,,123000000.0,761000000.0,,,,,,,,,,,,,64503000000.0,938000000.0,,1130000000.0,1130000000.0,,,,,,,,56133000000.0,5608000000.0,80000000.0,,18810000000.0,207000000.0,-413000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,-140000000.0,37687000000.0,5248000000.0,,,-101000000.0,,,-181000000.0,,,0.22,,-10526000000.0,,2540000000.0,,,6112000000.0,,,,,,,15320000000.0,,592000000.0,-202000000.0,,,,,,,,,,,380000000.0,696000000.0,,,39000000.0,,1246000000.0,1475000000.0,-767000000.0,-650000000.0,-327000000.0,,22855000000.0,,23305000000.0,21002000000.0,,248000000.0,,25203000000.0,,8202000000.0,1904000000.0,,14832000000.0,,,,,,-1291000000.0,,1039000000.0,-6936000000.0,,2819000000.0,,,,,,,,,,6223000000.0,373000000.0,,32000000.0,,160000000.0,,,,,775000000.0,325000000.0,1488000000.0,,,323000000.0,-248000000.0,,,,,,,,116000000.0,,,-96000000.0,8384000000.0,,3395000000.0,2683000000.0,14000000.0,14857000000.0,2529000000.0,3572000000.0,,,0.22,,1948000000.0,,,,,,1587000000.0,2416000000.0,,0.0,,,,,,527000000.0,1130000000.0,,,,,,,,,,,,,62974000000.0,323000000.0,,1246000000.0,1246000000.0,,,,,,,,54772000000.0,4854000000.0,248000000.0,,18362000000.0,200000000.0,525000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,-140000000.0,38386000000.0,5374000000.0,,,228000000.0,,,182000000.0,,,0.81,,-10642000000.0,,2414000000.0,,,6288000000.0,,,,,,,15331000000.0,,862000000.0,-191000000.0,,,,,,,,,,,-22000000.0,962000000.0,,,25000000.0,,1373000000.0,1466000000.0,-161000000.0,-473000000.0,-323000000.0,,22878000000.0,,24075000000.0,20900000000.0,,670000000.0,,25457000000.0,0.0,8722000000.0,1508000000.0,,15508000000.0,,,,,,-853000000.0,,930000000.0,-6928000000.0,,2765000000.0,,,,,,,,,,7006000000.0,344000000.0,,30000000.0,,-396000000.0,,,,,703000000.0,1197000000.0,1480000000.0,,,1194000000.0,-278000000.0,,,,,,,,127000000.0,,,-106000000.0,8403000000.0,,3558000000.0,2842000000.0,310000000.0,14852000000.0,2604000000.0,3874000000.0,,,0.81,,1552000000.0,,,,,,1647000000.0,2732000000.0,,0.0,,,,,,425000000.0,1246000000.0,,,,,,,,,,,,,63918000000.0,1194000000.0,,1373000000.0,1373000000.0,,,,,,,,55196000000.0,5212000000.0,86000000.0,,18136000000.0,206000000.0,-342000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,1159000000.0,37016000000.0,5794000000.0,7123000000.0,-2020000000.0,-73000000.0,-6763000000.0,,379000000.0,6475000000.0,6651000000.0,0.56,406000000.0,-10630000000.0,3395000000.0,2549000000.0,,,6773000000.0,,,1756000000.0,1100000000.0,,-1095000000.0,15245000000.0,773000000.0,969000000.0,227000000.0,520000000.0,257000000.0,,,7604000000.0,,25938000000.0,1486000000.0,3381000000.0,195000000.0,37000000.0,1071000000.0,20279000000.0,236000000.0,36000000.0,,1100000000.0,1457000000.0,-22000000.0,-370000000.0,-379000000.0,211000000.0,20279000000.0,-97000000.0,24491000000.0,20725000000.0,,767000000.0,24491000000.0,25637000000.0,0.0,7604000000.0,1536000000.0,,16737000000.0,,62729000000.0,37016000000.0,,5840000000.0,-1362000000.0,3381000000.0,906000000.0,-6763000000.0,1472000000.0,2623000000.0,-1359000000.0,761000000.0,12532000000.0,15586000000.0,906000000.0,55125000000.0,,2853000000.0,,7123000000.0,406000000.0,25637000000.0,57000000.0,,-2322000000.0,-528000000.0,381000000.0,,,2063000000.0,826000000.0,1470000000.0,-1224000000.0,2.3,823000000.0,-285000000.0,3552000000.0,-204000000.0,-2329000000.0,811000000.0,,,2592000000.0,-273000000.0,2262000000.0,,-96000000.0,8482000000.0,0.0,3552000000.0,2592000000.0,111000000.0,12532000000.0,2646000000.0,4224000000.0,,8482000000.0,0.56,3948000000.0,1580000000.0,10352000000.0,16737000000.0,128000000.0,18002000000.0,20725000000.0,1756000000.0,2262000000.0,,0.0,,2623000000.0,4173000000.0,-4677000000.0,-10630000000.0,1778000000.0,1373000000.0,-339000000.0,,,3701000000.0,2646000000.0,339000000.0,2.28,1100000000.0,1100000000.0,,,2842000000.0,62729000000.0,823000000.0,,1100000000.0,1100000000.0,,15245000000.0,,,5794000000.0,,,55125000000.0,5840000000.0,106000000.0,,18002000000.0,198000000.0,487000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,-792000000.0,38253000000.0,5566000000.0,,,2000000.0,,,-139000000.0,,,0.63,,-10498000000.0,,2593000000.0,,,6538000000.0,,,,,,,9156000000.0,,1056000000.0,-36000000.0,,,,,,,,,,,16000000.0,1311000000.0,,,32000000.0,,1542000000.0,1449000000.0,-223000000.0,-646000000.0,-380000000.0,,20532000000.0,,24954000000.0,20686000000.0,,973000000.0,,25828000000.0,,8539000000.0,1493000000.0,,17721000000.0,,,,,,-1952000000.0,,841000000.0,-6855000000.0,,2601000000.0,,,,,,,,,,7004000000.0,411000000.0,,157000000.0,,201000000.0,,,,,465000000.0,920000000.0,1461000000.0,,,914000000.0,-265000000.0,,,,,,,,442000000.0,,,-3000000.0,9156000000.0,,3546000000.0,2620000000.0,189000000.0,12437000000.0,2728000000.0,3945000000.0,,,0.63,,1537000000.0,,,,,,1876000000.0,2781000000.0,,0.0,,,,,,200000000.0,1100000000.0,,,,,,,,,,,,,64162000000.0,914000000.0,,1542000000.0,1542000000.0,,,,,,,,55623000000.0,6983000000.0,80000000.0,,17958000000.0,258000000.0,-570000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
