,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,annualDilutedAverageShares,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyBasicAverageShares,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,annualBasicAverageShares,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualInvestingCashFlow,trailingNetOtherFinancingCharges,trailingBeginningCashPosition,annualInterestExpense,trailingNetIncome,annualGoodwill,trailingChangesInAccountReceivables,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,trailingCostOfRevenue,quarterlyTaxProvision,annualChangesInAccountReceivables,annualCapitalStock,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyEbitda,annualDeferredIncomeTax,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualRetainedEarnings,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,quarterlyTotalAssets,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingTotalRevenue,annualOtherCurrentAssets,quarterlyTotalNonCurrentAssets,annualCostOfRevenue,annualLongTermDebt,annualNetIncome,quarterlyBasicEPS,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,trailingTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,annualSaleOfInvestment,annualOtherNonCashItems,annualDilutedEPS,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDilutedAverageShares,quarterlyEndCashPosition,annualBasicEPS,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyChangeInInventory,quarterlyInventory,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,quarterlyAccountsReceivable,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualNetPPE,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingCashDividendsPaid,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,annualCashDividendsPaid,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
970272000,514000.0,,10985000.0,,,,26729000.0,,77058000.0,,,,452180000.0,,,0.16,-584000.0,,,,,-72240000.0,4730000.0,,,,,,,,12269000.0,,,,12769000.0,,,,19177000.0,,72471000.0,,,,,,,102602000.0,,,,251413000.0,2964000.0,,,,,,354862000.0,,,,28805000.0,-21472000.0,19855000.0,,,,,,,,,,37526000.0,282622000.0,,10157000.0,,,,,500000.0,1290000.0,1284000.0,,,,,,,28805000.0,,,140653000.0,,,,-18508000.0,,223400000.0,,,,,129174000.0,,,429161000.0,77058000.0,,,,,,,722007000.0,,16572000.0,,,,292846000.0,,,,0.16,,,,448000.0,,,,,269827000.0,,10224000.0,,,,,,,,-1000.0,105863000.0,,,,16572000.0,16572000.0,,136983000.0,-21535000.0,3222000.0,103712000.0,12269000.0,,,,,-2076000.0,,347922000.0,,,,,,,145550000.0,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,515000.0,,12269000.0,,114841000.0,,14681000.0,,102662000.0,4783000.0,,,463731000.0,9704000.0,-587000.0,,-11083000.0,34864000.0,,,34098000.0,-76167000.0,5583000.0,,9791000.0,103456000.0,323021000.0,,1053000.0,266791000.0,9204000.0,,,,9704000.0,,,292672000.0,49121000.0,,68947000.0,,,4086000.0,317484000.0,,,,,,,216891000.0,-11547000.0,,-81987000.0,,,,323021000.0,102336000.0,51708000.0,,17021000.0,-17458000.0,-14772000.0,-78145000.0,-40517000.0,,,8362000.0,,,,,34864000.0,246854000.0,,5465000.0,,515000.0,,,500000.0,2225000.0,-3065000.0,0.0,407513000.0,372069000.0,-76167000.0,,,17021000.0,3245000.0,252264000.0,99332000.0,-79013000.0,5354000.0,-76155000.0,-29005000.0,,232616000.0,90029000.0,-11391000.0,890421000.0,,152932000.0,,232616000.0,449204000.0,77850000.0,,,,9204000.0,31451000.0,49121000.0,715995000.0,715995000.0,9216000.0,83159000.0,,5583000.0,266791000.0,482908000.0,90463000.0,51708000.0,,68947000.0,,,4783000.0,,,,,252264000.0,,19937000.0,,,,,0.5,463731000.0,,0.0,119683000.0,9204000.0,24812000.0,,9216000.0,9216000.0,,90463000.0,23254000.0,4086000.0,,9204000.0,0.505,449204000.0,,,5583000.0,,372069000.0,,99332000.0,,152932000.0,,19937000.0,97208000.0,5832000.0,,246854000.0,,500000.0,51708000.0,,,,,,,,,,,,,,,,,,,
985996800,517000.0,,9204000.0,,,,19802000.0,,80585000.0,,,,478085000.0,,,0.12,-564000.0,,,,,-82517000.0,3854000.0,,,,,,,,11539000.0,,,,12039000.0,,,,24421000.0,,62612000.0,-3755000.0,,,,,,103182000.0,,,,239063000.0,8562000.0,,,,,,334641000.0,,,,21952000.0,-11923000.0,6156000.0,,,,,,,,,,32916000.0,252124000.0,,7485000.0,,,,,500000.0,1037000.0,2335000.0,,,,,,,21952000.0,,,129530000.0,,,,-3361000.0,,244933000.0,,,,,122400000.0,,,457929000.0,80585000.0,,,,,,,730015000.0,,12317000.0,,,,272086000.0,,,,0.12,,,,4733000.0,,,,,251930000.0,,19962000.0,,,,,,,,499000.0,102537000.0,,,,12317000.0,12317000.0,,119784000.0,-12383000.0,5013000.0,104094000.0,11539000.0,,,,,-2150000.0,,383136000.0,,,,,58808000.0,,136526000.0,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,522000.0,,11539000.0,,,,29001000.0,,87047000.0,,,,505770000.0,,,0.17,-296000.0,,,,,-89408000.0,3666000.0,,,,,,,,16801000.0,,,,17301000.0,,,,14908000.0,,72056000.0,15168000.0,,,,,,103646000.0,,,,280676000.0,33154000.0,,,,,,354223000.0,,,,30880000.0,-16629000.0,-11764000.0,,,,,,,,,,40323000.0,264815000.0,,11015000.0,,,,,500000.0,6268000.0,5262000.0,,,,,,,30880000.0,,,122759000.0,,,,16525000.0,,262919000.0,,,,,129474000.0,,,476628000.0,87047000.0,,,,,,,758003000.0,,17986000.0,,,,281375000.0,,,,0.175,,,,4686000.0,,,,,252233000.0,,16560000.0,,,,,,,,-488000.0,117927000.0,,,,17986000.0,17986000.0,,112197000.0,-16128000.0,5876000.0,104854000.0,16801000.0,,,,,-1879000.0,,397709000.0,,,,,41401000.0,,162749000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,526000.0,,16801000.0,,,,32390000.0,,91219000.0,,,,533665000.0,,,0.19,362000.0,,,,,-96357000.0,1311000.0,,,,,,,,33279000.0,,,,33779000.0,,,,15241000.0,,67566000.0,,,,,,,104808000.0,,,,293996000.0,30548000.0,,,,,,365038000.0,,,,34257000.0,-17913000.0,-2373000.0,,,,,,,,,,57018000.0,268681000.0,,12250000.0,,,,,500000.0,5178000.0,16478000.0,,,,,,,34257000.0,,,115881000.0,,,,12635000.0,,283060000.0,,,,,140444000.0,,,504863000.0,91219000.0,,,,,,,789990000.0,,20140000.0,,,,285127000.0,,,,0.19,,,,4636000.0,,,,,256325000.0,,16446000.0,,,,,,,,3000.0,125476000.0,,,,20140000.0,20140000.0,,104309000.0,-11697000.0,6936000.0,106410000.0,33279000.0,,,,,-1867000.0,,395694000.0,,,,,39109000.0,,168520000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,528000.0,,33279000.0,,144375000.0,,25533000.0,,95136000.0,4673000.0,,,556291000.0,15541000.0,5837000.0,,3175000.0,15514000.0,,,33654000.0,-103361000.0,3495000.0,,9204000.0,105572000.0,392365000.0,,626000.0,306196000.0,15041000.0,,,,15541000.0,,,353987000.0,16843000.0,,61875000.0,,,9141000.0,353987000.0,,,,,,,278377000.0,-22235000.0,,-68521000.0,,,,392365000.0,104242000.0,66352000.0,,26742000.0,-22056000.0,41635000.0,-35115000.0,-77846000.0,,,9092000.0,,,,,15514000.0,289004000.0,,9625000.0,,528000.0,,,500000.0,4619000.0,-18238000.0,0.0,467818000.0,447793000.0,-103361000.0,,,26742000.0,6371000.0,300568000.0,179432000.0,-64820000.0,17102000.0,-18492000.0,-44291000.0,,298968000.0,113831000.0,2677000.0,1092112000.0,,121136000.0,,298968000.0,550663000.0,95136000.0,,,,15041000.0,40375000.0,16843000.0,856859000.0,856859000.0,15908000.0,106727000.0,,3495000.0,306196000.0,624294000.0,165618000.0,66352000.0,,61875000.0,,,4673000.0,,,,,300568000.0,,17192000.0,,,,,0.63,556291000.0,,-14000.0,121878000.0,15041000.0,30544000.0,26904000.0,15908000.0,15908000.0,,165618000.0,-37638000.0,9141000.0,,15041000.0,0.635,550663000.0,,41486000.0,6521000.0,,447793000.0,,179432000.0,26904000.0,121136000.0,41486000.0,17192000.0,156499000.0,50029000.0,,289004000.0,,500000.0,66352000.0,,,,,,,,,,,,,,,,,,,
1017532800,529000.0,,15041000.0,,,,26767000.0,,97390000.0,,,,575024000.0,,,0.155,553000.0,,,,,-111226000.0,4429000.0,,,,,,,,20391000.0,,,,20891000.0,,,,11069000.0,,72351000.0,11319000.0,,,,,,105768000.0,,,,295489000.0,27961000.0,,,,,,413249000.0,,,,28638000.0,-21428000.0,-1901000.0,,,,,,,,,,53654000.0,302023000.0,,10125000.0,,,,,500000.0,1347000.0,5350000.0,,,,,,,28638000.0,,,181332000.0,,,,6533000.0,,315610000.0,,,,,138427000.0,,,573531000.0,97390000.0,,,,,,,894783000.0,,16642000.0,,,,321252000.0,,,,0.155,,,,4609000.0,,,,,319759000.0,,19229000.0,,,,,,,,0.0,126028000.0,,,,16642000.0,16642000.0,,168145000.0,-20710000.0,8578000.0,107214000.0,20391000.0,,,,,-1871000.0,,462061000.0,,,,,46244000.0,,169461000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,531000.0,,20391000.0,,,,36242000.0,,106417000.0,,,,602786000.0,,,0.21,-320000.0,,,,,-119692000.0,3752000.0,,,,,,,,27352000.0,,,,27852000.0,,,,4515000.0,,95775000.0,,,,,,,106116000.0,,,,343181000.0,32859000.0,,,,,,436569000.0,,,,37769000.0,-23915000.0,-2792000.0,,,,,,,,,,22730000.0,316877000.0,,13695000.0,,,,,500000.0,2158000.0,6961000.0,,,,,,,37769000.0,,,185642000.0,,,,8944000.0,,338157000.0,,,,,156017000.0,,,608220000.0,106417000.0,,,,,,,944445000.0,,22547000.0,,,,336225000.0,,,,0.21,,,,5293000.0,,,,,341659000.0,,19348000.0,,,,,,,,0.0,144186000.0,,,,22547000.0,22547000.0,,170560000.0,-23106000.0,9789000.0,107396000.0,27352000.0,,,,,-1527000.0,,479546000.0,,,32997000.0,,52777000.0,,198995000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,533000.0,,27352000.0,,,,38751000.0,,111473000.0,,,,630139000.0,,,0.225,-1492000.0,,,,,-128847000.0,3482000.0,,,,,,,,31881000.0,,,,32381000.0,,,,748000.0,,92643000.0,,,,,,,106374000.0,,,,359579000.0,44304000.0,,,,,,463221000.0,,,,40723000.0,-27267000.0,-11168000.0,,,,,,,,,,36259000.0,334374000.0,,14655000.0,,,,,500000.0,2540000.0,4529000.0,,,,,,,40723000.0,,,178520000.0,,,,17037000.0,,362253000.0,,,,,166304000.0,,,619818000.0,111473000.0,,,,,,,974963000.0,,24096000.0,,,,355145000.0,,,,0.225,,,,5178000.0,,,,,344824000.0,,20771000.0,,,,,,,,0.0,152196000.0,,,,24096000.0,24096000.0,,160619000.0,-28607000.0,12723000.0,107430000.0,31881000.0,,,,,-1972000.0,,490402000.0,,,36654000.0,,50133000.0,,207383000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,534000.0,,31881000.0,,175208000.0,,29222000.0,,99819000.0,5064000.0,,,650524000.0,29333000.0,14292000.0,,-4147000.0,26948000.0,,,15144000.0,-137922000.0,4235000.0,,15041000.0,107384000.0,491523000.0,,940000.0,378374000.0,29333000.0,,,,29333000.0,,,415099000.0,682000.0,,85370000.0,,,15939000.0,415099000.0,,,,,,,314241000.0,-591000.0,,-102257000.0,,,,491523000.0,106228000.0,81992000.0,,31171000.0,-29647000.0,31005000.0,-56305000.0,-105385000.0,,,9248000.0,,,,,26948000.0,353601000.0,,10515000.0,,534000.0,,,,1220000.0,-2548000.0,0.0,553400000.0,504098000.0,-137922000.0,,,31171000.0,5666000.0,358895000.0,211473000.0,-26823000.0,7265000.0,2276000.0,-30238000.0,,380960000.0,138301000.0,-5406000.0,1312490000.0,,147422000.0,,380960000.0,631045000.0,99819000.0,,,,29333000.0,48990000.0,682000.0,1009419000.0,1009419000.0,18707000.0,130982000.0,,4235000.0,378374000.0,759090000.0,190470000.0,81992000.0,,85370000.0,,,5064000.0,,,,,358895000.0,,24773000.0,,,,,0.765,650524000.0,,0.0,130990000.0,29333000.0,36907000.0,34422000.0,18707000.0,18707000.0,,190470000.0,-32962000.0,15939000.0,,29333000.0,0.77,631045000.0,,45421000.0,6310000.0,,504098000.0,,211473000.0,34422000.0,147422000.0,45421000.0,24773000.0,183251000.0,104533000.0,,353601000.0,,,81992000.0,,,,,,,,,,,,,,,,,,,
1049068800,535000.0,,29333000.0,,,,31578000.0,,107605000.0,,,,673110000.0,,,0.185,-1801000.0,,,,,-147788000.0,5014000.0,,,,,,,,19744000.0,,,,19744000.0,,,,578000.0,,112552000.0,37616000.0,,,,,,106804000.0,,,,339475000.0,57344000.0,,,,,,523440000.0,,,,33341000.0,-32189000.0,-33014000.0,,,,,,,,,,29867000.0,375652000.0,,11850000.0,,,,,,2190000.0,-9589000.0,,,,,,,33341000.0,,,179906000.0,,,,25155000.0,,400688000.0,,,,,175647000.0,,,626592000.0,107605000.0,,,,,,,1028663000.0,,19728000.0,,,,402071000.0,,,,0.185,,,,7187000.0,,,,,355553000.0,,26419000.0,,,,,,,,0.0,140946000.0,,,,19728000.0,19728000.0,,155371000.0,-33919000.0,17348000.0,107506000.0,19744000.0,,,,,-1763000.0,,502506000.0,,,32096000.0,,51644000.0,,198529000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,539000.0,,19744000.0,,,,43074000.0,,120987000.0,,,,710132000.0,,,0.25,-308000.0,,,,,-157108000.0,5020000.0,,,,,,,,26230000.0,,,,26230000.0,,,,475000.0,,142750000.0,28687000.0,,,,,,107268000.0,,,,393112000.0,55611000.0,,,,,,557916000.0,,,,44726000.0,-35410000.0,-13807000.0,,,,,,,,,,37609000.0,400808000.0,,16150000.0,,,,,,6350000.0,6486000.0,,,,,,,44726000.0,,,164445000.0,,,,20201000.0,,427612000.0,,,,,219225000.0,,,666473000.0,120987000.0,,,,,,,1093802000.0,,26924000.0,,,,427329000.0,,,,0.25,,,,7103000.0,,,,,383670000.0,,26521000.0,,,,,,,,0.0,165713000.0,,,,26924000.0,26924000.0,,135317000.0,-35318000.0,22025000.0,108444000.0,26230000.0,,,,,-1652000.0,,528006000.0,,,38391000.0,,56344000.0,,227399000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,543000.0,,26230000.0,,,,47183000.0,,127291000.0,,,,748998000.0,,,0.27,-2816000.0,,,,,-167071000.0,4719000.0,,,,,,,,33045000.0,,,,33045000.0,,,,407000.0,,154767000.0,,,,,,,108180000.0,,,,412182000.0,59164000.0,,,,,,589309000.0,,,,48362000.0,-32448000.0,-17713000.0,,,,,,,,,,49651000.0,422238000.0,,17650000.0,,,,,,7456000.0,6815000.0,,,,,,,48362000.0,,,142586000.0,,,,26716000.0,,457145000.0,,,,,249033000.0,,,689326000.0,127291000.0,,,,,,,1140617000.0,,29533000.0,,,,451291000.0,,,,0.275,,,,7133000.0,,,,,391619000.0,,29053000.0,,,,,,,,0.0,175653000.0,,,,29533000.0,29533000.0,,110216000.0,-34636000.0,25237000.0,109728000.0,33045000.0,,,,,-1179000.0,,538463000.0,,,44208000.0,,55870000.0,,236529000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,547000.0,,33045000.0,,207649000.0,,38207000.0,,117177000.0,7014000.0,,,784285000.0,21094000.0,-8239000.0,,5584000.0,23755000.0,,,-46515000.0,-177084000.0,4399000.0,,29333000.0,109060000.0,626142000.0,,1333000.0,500107000.0,21094000.0,,,,21094000.0,,,473060000.0,925000.0,,176513000.0,,,29448000.0,473060000.0,,,,,,,367047000.0,722000.0,,-136497000.0,,,,626142000.0,107816000.0,100087000.0,,38846000.0,-36450000.0,18019000.0,-50211000.0,-134565000.0,,,6864000.0,,,,,23755000.0,449058000.0,,14305000.0,,547000.0,,,,8166000.0,-11951000.0,0.0,638335000.0,554309000.0,-177084000.0,,,38846000.0,13796000.0,403307000.0,157439000.0,4875000.0,24162000.0,36344000.0,-35728000.0,,481047000.0,165275000.0,659000.0,1511816000.0,,245868000.0,,481047000.0,687485000.0,117177000.0,,,,21094000.0,59955000.0,925000.0,1187592000.0,1187592000.0,23902000.0,160042000.0,,4399000.0,500107000.0,873481000.0,120977000.0,100087000.0,,176513000.0,,,7014000.0,,,,,403307000.0,,51049000.0,,,,,0.92,784285000.0,,0.0,156023000.0,21094000.0,42374000.0,44675000.0,23902000.0,23902000.0,,120977000.0,-30692000.0,29448000.0,,21094000.0,0.93,687485000.0,,52235000.0,5927000.0,,554309000.0,,157439000.0,44675000.0,245868000.0,52235000.0,51049000.0,211024000.0,172841000.0,,449058000.0,,,100087000.0,,,,,,,,,,,,,,,,,,,
1080691200,548000.0,,21094000.0,,,,43326000.0,,125566000.0,,,,814805000.0,,,0.245,-492000.0,,,,,-185550000.0,9219000.0,,,,,,,,45337000.0,,,,45337000.0,,,,833000.0,,216536000.0,54886000.0,,,,,,109388000.0,,,,403294000.0,82012000.0,,,,,,663294000.0,,,,43772000.0,-40078000.0,-17866000.0,,,,,,,,,,32047000.0,477744000.0,,16200000.0,,,,,,2380000.0,24243000.0,,,,,,,43772000.0,,,140530000.0,,,,41934000.0,,508173000.0,,,,,297642000.0,,,722638000.0,125566000.0,,,,,,,1252977000.0,,27126000.0,,,,530339000.0,,,,0.25,,,,7129000.0,,,,,438172000.0,,52595000.0,,,,,,,,0.0,169338000.0,,,,27126000.0,27126000.0,,100823000.0,-39903000.0,32578000.0,110762000.0,45337000.0,,,,,-446000.0,,561914000.0,,,48226000.0,,58068000.0,,233956000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,551000.0,,45337000.0,,,,52127000.0,,135193000.0,,,,858145000.0,,,0.295,-107000.0,,,,,-196512000.0,7084000.0,,,,,,,,88117000.0,,,,88117000.0,,,,776000.0,,258987000.0,46214000.0,,,,,,109868000.0,,,,435167000.0,78866000.0,,,,,,704045000.0,,,,52565000.0,-41669000.0,5278000.0,,,,,,,,,,38822000.0,507533000.0,,19475000.0,,,,,,5542000.0,42780000.0,,,,,,,52565000.0,,,143707000.0,,,,37197000.0,,540825000.0,,,,,350863000.0,,,792763000.0,135193000.0,,,,,,,1352715000.0,,32652000.0,,,,559952000.0,,,,0.295,,,,7691000.0,,,,,494570000.0,,52419000.0,,,,,,,,0.0,187758000.0,,,,32652000.0,32652000.0,,100616000.0,-41364000.0,35400000.0,111440000.0,88117000.0,,,,,-438000.0,,582993000.0,,,52278000.0,,60573000.0,,247409000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,552000.0,,88117000.0,,,,53018000.0,,142039000.0,,,,894670000.0,,,0.3,2325000.0,,,,,-208080000.0,6143000.0,,,,,,,,83619000.0,,,,83619000.0,,,,592000.0,,268153000.0,2155000.0,,,,,,110280000.0,,,,455162000.0,35398000.0,,,,,,747749000.0,,,,53809000.0,-44473000.0,2083000.0,,,,,,,,,,43160000.0,539669000.0,,19775000.0,,,,,,2414000.0,-4498000.0,,,,,,,53809000.0,,,146359000.0,,,,-9075000.0,,574068000.0,,,,,364299000.0,,,814084000.0,142039000.0,,,,,,,1405328000.0,,33243000.0,,,,591244000.0,,,,0.3,,,,7770000.0,,,,,510658000.0,,51575000.0,,,,,,,,0.0,195848000.0,,,,33243000.0,33243000.0,,100469000.0,-41979000.0,38120000.0,111556000.0,83619000.0,,,,,-791000.0,,612699000.0,,,52394000.0,,61493000.0,,259314000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,554000.0,,83619000.0,,244783000.0,,39266000.0,,149909000.0,11963000.0,,,947817000.0,69028000.0,47934000.0,,-1879000.0,59727000.0,,,-6616000.0,-224301000.0,5225000.0,,21094000.0,111422000.0,791794000.0,,1078000.0,618880000.0,69028000.0,,,,69028000.0,,,552707000.0,592000.0,,240548000.0,-74064000.0,,38440000.0,552707000.0,,,,,,,427618000.0,30260000.0,,-173486000.0,,,,791794000.0,110020000.0,117674000.0,,40312000.0,-47266000.0,3889000.0,-66375000.0,-171986000.0,,,4700000.0,,,,,59727000.0,567493000.0,,14613000.0,,554000.0,,,,4037000.0,-14591000.0,0.0,743165000.0,625320000.0,-224301000.0,,,40312000.0,7640000.0,484540000.0,150725000.0,29191000.0,14373000.0,53050000.0,-17006000.0,,620613000.0,190458000.0,-153000.0,1721241000.0,,333815000.0,,620613000.0,813477000.0,149909000.0,,,,69028000.0,70063000.0,592000.0,1432357000.0,1432357000.0,46545000.0,187737000.0,,5225000.0,618880000.0,978076000.0,100322000.0,139566000.0,,240548000.0,,,11963000.0,,,,,484540000.0,,51387000.0,,,,5125000.0,1.255,947817000.0,,0.0,190221000.0,69028000.0,54325000.0,25750000.0,46545000.0,24653000.0,,100322000.0,-48740000.0,38440000.0,,69028000.0,1.27,813477000.0,,60928000.0,2753000.0,,625320000.0,,150725000.0,25750000.0,333815000.0,60928000.0,51387000.0,237397000.0,226536000.0,,567493000.0,,,139566000.0,,,,,,,,,,,,,,,,,,,
1112227200,556000.0,,69028000.0,,,,52913000.0,,142588000.0,,,,989016000.0,,,0.295,-4159000.0,,,,,-235962000.0,5763000.0,,,,,,,,89270000.0,,,,89270000.0,,,,591000.0,,258470000.0,31146000.0,,,,,,110896000.0,,,,466239000.0,64359000.0,,,,,,835860000.0,,,,53581000.0,-45570000.0,5262000.0,,,,,,,,,,39160000.0,599898000.0,,19700000.0,,,,,,5411000.0,20242000.0,,,,,,,53581000.0,,,150522000.0,,,,18789000.0,,653826000.0,,,,,365529000.0,,,850141000.0,142588000.0,,,,,,,1505067000.0,,33213000.0,,,,654926000.0,,,,0.3,,,,12184000.0,,,,,516051000.0,,55028000.0,,,,,,,,0.0,196169000.0,,,,33213000.0,33213000.0,,100173000.0,-49379000.0,38165000.0,112510000.0,89270000.0,,,,,-668000.0,,649297000.0,,,55938000.0,,63180000.0,,270070000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,1118000.0,,89270000.0,,,,68322000.0,,160843000.0,,,,1043586000.0,,,0.38,623000.0,,,,,-248527000.0,13093000.0,,,,,,,,36452000.0,,,,36452000.0,,,,75587000.0,,272100000.0,18107000.0,,,,,,111448000.0,,,,521209000.0,61030000.0,,,,,,895448000.0,,,,68127000.0,-56924000.0,5047000.0,,,,,,,,,,81325000.0,646921000.0,,25399000.0,,,,,,5204000.0,-52818000.0,,,,,,,68127000.0,,,69822000.0,,,,4106000.0,,696190000.0,,,,,494701000.0,,,868172000.0,160843000.0,,,,,,,1608109000.0,,42923000.0,,,,739937000.0,,,,0.39,,,,12998000.0,,,,,564523000.0,,93016000.0,,,,,,,,0.0,228970000.0,,,,42923000.0,42923000.0,,25471000.0,-118895000.0,31353000.0,113138000.0,36452000.0,,,,,195000.0,,695842000.0,,,60480000.0,,75481000.0,,292239000.0,,,,,,,,,,,,,,,,,,,,,,,,,
