,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDilutedAverageShares,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalRevenue,quarterlyGoodwill,annualCostOfRevenue,annualRetainedEarnings,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,annualCurrentDebt,annualEndCashPosition,annualPretaxIncome,annualDilutedEPS,annualNetIncome,annualTaxProvision,annualCurrentDeferredRevenue,trailingEndCashPosition,annualTotalAssets,trailingTotalRevenue,annualLongTermDebt,annualCashDividendsPaid,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOperatingIncome,quarterlyPurchaseOfInvestment,annualOtherCurrentAssets,trailingTaxProvision,annualAccountsPayable,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualSaleOfInvestment,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,trailingPretaxIncome,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,annualBasicAverageShares,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualNetPPE,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualOtherIntangibleAssets,trailingNetOtherInvestingChanges,annualEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPretaxIncome,annualOtherCurrentLiabilities,trailingGrossProfit,trailingOtherIncomeExpense,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,annualDilutedAverageShares,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingOtherNonCashItems,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,quarterlyTotalRevenue,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCapitalExpenditure,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyTaxProvision,trailingResearchAndDevelopment,trailingNetIncome,annualCapitalStock,trailingCostOfRevenue,quarterlyNetPPE,annualChangesInAccountReceivables,annualGoodwill,annualStockBasedCompensation,trailingBeginningCashPosition,annualInterestExpense,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,annualNetOtherFinancingCharges,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyOtherShortTermInvestments,quarterlyRepurchaseOfCapitalStock,annualInventory,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualGrossProfit,quarterlyStockBasedCompensation,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingBasicAverageShares,annualOtherShortTermInvestments,quarterlyCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS
1451520000,,2198500000.0,5.69,3657500000.0,47100000.0,929600000.0,,3299100000.0,1656200000.0,,2700000.0,-160500000.0,1459000000.0,,6643900000.0,2700000.0,5532300000.0,1656200000.0,176700000.0,60900000.0,35600000.0,957300000.0,808100000.0,5.66,788700000.0,20600000.0,463800000.0,,5777500000.0,,1097600000.0,,138300000.0,,677400000.0,2478400000.0,5777500000.0,863000000.0,,30400000.0,,618200000.0,,273500000.0,,3657500000.0,-300000000.0,0.0,,3200000.0,274300000.0,,3200000.0,,-100300000.0,2119500000.0,138300000.0,138300000.0,181100000.0,957300000.0,230200000.0,280800000.0,9700000.0,1097600000.0,,3299100000.0,,537000000.0,-1400000.0,957300000.0,1774400000.0,-142700000.0,138400000.0,788700000.0,230200000.0,-89100000.0,,1950700000.0,1335100000.0,537000000.0,2800000.0,,1041900000.0,2198500000.0,1459000000.0,1289700000.0,280800000.0,1400000.0,1042700000.0,,273500000.0,2800000.0,957300000.0,193400000.0,37700000.0,,,68500000.0,900000.0,2119500000.0,,13100000.0,463800000.0,,-571400000.0,579400000.0,-1287300000.0,-7300000.0,,30400000.0,-351100000.0,377900000.0,,,,37800000.0,-2200000.0,139400000.0,54700000.0,220800000.0,,11000000.0,957300000.0,,,957300000.0,2478400000.0,35600000.0,3238000000.0,677400000.0,618200000.0,,,7600000.0,205800000.0,,-160500000.0,13100000.0,38500000.0,97000000.0,,,320300000.0,,-357400000.0,3238000000.0,,-44200000.0,1609400000.0,,788700000.0,248600000.0,-261400000.0,,-360100000.0,-143600000.0,,,55400000.0,,,1400000.0,,1950700000.0,62200000.0,2700000.0,26000000.0,,52700000.0,-162200000.0,,251500000.0,-14700000.0,,37700000.0,-85400000.0,-1287300000.0,,-254100000.0,1774400000.0,424800000.0,-12100000.0,27800000.0,1111600000.0,7000000.0,,,,,,,,,,,,
1459382400,,2127700000.0,,,49400000.0,,,3341600000.0,1827800000.0,132700000.0,,,1538500000.0,,,2600000.0,,,43400000.0,50000000.0,,,,,,,,,,,,,171500000.0,,,2445300000.0,5786900000.0,,,,,,,270600000.0,1.3,3666200000.0,,-2700000.0,,3700000.0,322600000.0,,,,19900000.0,,171600000.0,171600000.0,,,,86200000.0,-50600000.0,1074900000.0,,,,,-4100000.0,822900000.0,1808000000.0,-50400000.0,,,225500000.0,,,,1359000000.0,661300000.0,,,,,,,,1300000.0,957300000.0,,,2700000.0,,252900000.0,,,,56100000.0,0.0,2120200000.0,1.29,,504600000.0,,,,-1331400000.0,-7500000.0,,27500000.0,,,,,,-148600000.0,,,,,131600000.0,11400000.0,822900000.0,,,822900000.0,,42300000.0,,625300000.0,645800000.0,,,6100000.0,266500000.0,,-168500000.0,,24100000.0,-174600000.0,,,93800000.0,,,3278600000.0,,,1681600000.0,,,,-175400000.0,,,-50400000.0,,,81900000.0,,,,,1947200000.0,,,,,,,,313700000.0,,,88700000.0,-134400000.0,,,-165200000.0,,,4800000.0,,,5300000.0,,,,,,,,,,,,
1467244800,,2076400000.0,,,49600000.0,,,3246700000.0,1872600000.0,129300000.0,,,1607300000.0,,,2500000.0,,,160700000.0,70200000.0,,,,,,,,,,,,,44800000.0,,,2436000000.0,5682700000.0,,,,,,,258200000.0,0.35,3683700000.0,,-111700000.0,,4000000.0,157900000.0,,,,19600000.0,,44800000.0,44800000.0,,,,250100000.0,235500000.0,1071600000.0,,,,,-6200000.0,800500000.0,1546600000.0,-54300000.0,,,235700000.0,,,,1672000000.0,756300000.0,,,,,,,,1300000.0,822900000.0,,,2500000.0,,53200000.0,,,,74600000.0,0.0,1998500000.0,0.35,,494000000.0,,,,-1374500000.0,-215900000.0,,56900000.0,,,,,,-75500000.0,,,,,128600000.0,23900000.0,800500000.0,,,800500000.0,,126800000.0,,602900000.0,653900000.0,,,4400000.0,83300000.0,,-194900000.0,,1300000.0,86500000.0,,,215000000.0,,,3311300000.0,,,1829900000.0,,,,-180200000.0,,,-54300000.0,,,8600000.0,,,,,1936800000.0,,,,,,,,77100000.0,,,38400000.0,-22400000.0,,,-152400000.0,,,8100000.0,,,23600000.0,,,,,,,,,,,,
1475193600,,2023600000.0,,,50300000.0,,,2932200000.0,2017700000.0,125300000.0,,,1528300000.0,,,2400000.0,,,213500000.0,52200000.0,,,,,,,,,,,,,145100000.0,,,2429000000.0,5361200000.0,,,,,,,262600000.0,1.16,3551900000.0,,81900000.0,,4500000.0,272000000.0,,,,-58100000.0,,145100000.0,145100000.0,,,,238200000.0,72400000.0,1071100000.0,,,,,-300000.0,670400000.0,1488100000.0,-51500000.0,,,227000000.0,,,,1439400000.0,748600000.0,,,,,,,,1200000.0,800500000.0,,,2400000.0,,201900000.0,,,,57600000.0,600000.0,1808800000.0,1.16,,512900000.0,,,,-1421800000.0,-93300000.0,,25100000.0,,,,,,3300000.0,,,,,124400000.0,12200000.0,670400000.0,,,670400000.0,,34200000.0,,549800000.0,591800000.0,,,5400000.0,214400000.0,,-203400000.0,,9300000.0,34300000.0,,,265600000.0,,,3356500000.0,,,1711400000.0,,,,-343400000.0,,,-52100000.0,,,57300000.0,,,,,1934700000.0,,,,,,,,264400000.0,,,84600000.0,-130100000.0,,,-332000000.0,,,24900000.0,,,6800000.0,,,,,,,,,,,,
1483142400,,1932200000.0,3.72,3476400000.0,59500000.0,462900000.0,,2910400000.0,2113900000.0,121100000.0,600000.0,-186900000.0,1544200000.0,,6792900000.0,2300000.0,5803600000.0,2113900000.0,45300000.0,55900000.0,26700000.0,697700000.0,660500000.0,3.7,469700000.0,192100000.0,511400000.0,,5405200000.0,,1060000000.0,,108200000.0,,488800000.0,2494800000.0,5405200000.0,737200000.0,,36900000.0,,579700000.0,,276100000.0,0.9,3476400000.0,-649600000.0,0.0,,4400000.0,236800000.0,,4400000.0,,-15700000.0,1928300000.0,108200000.0,108200000.0,208800000.0,697700000.0,216200000.0,220900000.0,-49500000.0,1060000000.0,,2910400000.0,,660500000.0,-10700000.0,697700000.0,1515300000.0,-97200000.0,126100000.0,469700000.0,216200000.0,-34300000.0,,1991600000.0,1333200000.0,660500000.0,2200000.0,,926600000.0,1932200000.0,1544200000.0,716900000.0,220900000.0,1200000.0,670400000.0,,276100000.0,2200000.0,697700000.0,152500000.0,94400000.0,,,63800000.0,0.0,1928300000.0,0.89,100000.0,511400000.0,,-336400000.0,-259600000.0,-1477700000.0,-19700000.0,,36900000.0,-718700000.0,957300000.0,,,,81700000.0,-19400000.0,127000000.0,35300000.0,228300000.0,120000000.0,9800000.0,697700000.0,,,697700000.0,2494800000.0,26700000.0,3469300000.0,488800000.0,579700000.0,,,7900000.0,173000000.0,,-186900000.0,100000.0,-33800000.0,-6600000.0,,,142500000.0,,-253400000.0,3469300000.0,,207800000.0,1570000000.0,,469700000.0,252100000.0,-19700000.0,,-254000000.0,-97200000.0,,,44300000.0,,,1200000.0,,1991600000.0,-139100000.0,2300000.0,42500000.0,,57300000.0,900000.0,,221800000.0,-32500000.0,,94400000.0,27300000.0,-1477700000.0,,0.0,1515300000.0,-60400000.0,-2500000.0,23800000.0,989300000.0,6800000.0,,,,,,,,,,,,
1490918400,,1882700000.0,,,52500000.0,,,3003600000.0,2243700000.0,120700000.0,,,1607100000.0,,,2300000.0,,,71100000.0,51900000.0,,,,,,,,,,,,,141700000.0,,,2471100000.0,5474700000.0,,,,,,,284800000.0,1.19,3489800000.0,,-3000000.0,,4400000.0,281300000.0,,,,113200000.0,,141700000.0,141700000.0,,,,193900000.0,46100000.0,1063900000.0,,,,,-9300000.0,672200000.0,1473000000.0,-40600000.0,,,212600000.0,,-12000000.0,,1412800000.0,824100000.0,,,,,,,,1200000.0,697700000.0,,,2100000.0,,205600000.0,,,,56900000.0,0.0,1984400000.0,1.17,,503500000.0,,,,-1531100000.0,-800000.0,,28800000.0,,,,,,-163600000.0,,,,,119500000.0,9500000.0,672200000.0,,,672200000.0,,26800000.0,,437400000.0,691600000.0,,,5000000.0,224400000.0,,-182900000.0,,24500000.0,-104200000.0,,,111700000.0,,,3517400000.0,,,1694100000.0,,,,-97300000.0,,,-40600000.0,,,64000000.0,,,,,1986300000.0,,,,,,,,267600000.0,,,131800000.0,-25500000.0,,,-81500000.0,,,-2500000.0,,,8000000.0,,,,,,,,,,,,
1498780800,,1813000000.0,,,53000000.0,,,2957800000.0,2186800000.0,118200000.0,,,1837700000.0,,,2400000.0,,,174800000.0,46100000.0,,,,,,,,,,,,,-56800000.0,,,2504700000.0,5462500000.0,,,,,,,265600000.0,-0.48,3650700000.0,,-7800000.0,,4500000.0,-20900000.0,,,,66500000.0,,-56800000.0,-56800000.0,,,,213200000.0,392800000.0,1060600000.0,,,,,-7900000.0,696900000.0,1325700000.0,-47300000.0,,,246500000.0,,-12000000.0,,1847000000.0,824300000.0,,,,,,,,1200000.0,672200000.0,,,2000000.0,,-91800000.0,,,,52800000.0,200000.0,1811300000.0,-0.48,,227800000.0,,,,-1587400000.0,-7300000.0,,106500000.0,,,,,,7100000.0,,,,,118200000.0,10200000.0,696900000.0,,,696900000.0,,26600000.0,,395400000.0,726000000.0,,,6700000.0,-73700000.0,,-167100000.0,,-21500000.0,69600000.0,,,222300000.0,,,3578800000.0,,,1826100000.0,,,,-153200000.0,,,-47500000.0,,,-35000000.0,,,,,1991400000.0,,,,,,,,-28600000.0,,,549200000.0,24700000.0,,,-126100000.0,,,183900000.0,,,3000000.0,,,,,,,,,,,,
1506729600,,1841800000.0,,,53700000.0,,,3012000000.0,2310900000.0,117000000.0,,,1936000000.0,,,2500000.0,,,240000000.0,48800000.0,,,,,,,,,,,,,147200000.0,,,2525200000.0,5537200000.0,,,,,,,273600000.0,1.27,3777800000.0,,500000.0,,4700000.0,269700000.0,,,,33100000.0,,147200000.0,147200000.0,,,,197300000.0,-5000000.0,1060900000.0,,,,,1900000.0,726600000.0,1363200000.0,-50500000.0,,,258300000.0,,-11700000.0,,1478500000.0,851700000.0,,,,,,,,1200000.0,696900000.0,,,1900000.0,,202900000.0,,,,58300000.0,100000.0,1758900000.0,1.26,,199300000.0,,,,-1644000000.0,-6700000.0,,67300000.0,,,,,,-21300000.0,,,,,115800000.0,10400000.0,726600000.0,,,726600000.0,,27900000.0,,422100000.0,762100000.0,,,9500000.0,211400000.0,,-153300000.0,,26000000.0,54100000.0,,,290600000.0,,,3662700000.0,,,1748200000.0,,,,-212400000.0,,,-50600000.0,,,55900000.0,,,,,2018700000.0,,,,,,,,267000000.0,,,601700000.0,29700000.0,,,-194500000.0,,,17200000.0,,,4900000.0,,,,,,,,,,,,
1514678400,,1845300000.0,3.04,3466300000.0,55100000.0,300600000.0,,2651100000.0,2422400000.0,114900000.0,300000.0,-128500000.0,1621000000.0,,6983000000.0,2500000.0,6162500000.0,2422400000.0,-185300000.0,53500000.0,31100000.0,423300000.0,534600000.0,3.01,354900000.0,180000000.0,164600000.0,,5267800000.0,,1119900000.0,-47100000.0,122800000.0,,392700000.0,2616700000.0,5267800000.0,589000000.0,,53500000.0,,693100000.0,,252600000.0,1.08,3466300000.0,-496300000.0,600000.0,,4700000.0,290400000.0,,4700000.0,,-52500000.0,1801000000.0,122800000.0,122800000.0,214300000.0,423300000.0,269300000.0,164300000.0,-114300000.0,1119900000.0,,2651100000.0,,722200000.0,2600000.0,423300000.0,1449900000.0,-134400000.0,116800000.0,354900000.0,269300000.0,160300000.0,-11400000.0,2105300000.0,1424200000.0,722200000.0,1800000.0,,790600000.0,1845300000.0,1621000000.0,573700000.0,164300000.0,1100000.0,726600000.0,,252600000.0,1800000.0,423300000.0,217900000.0,331800000.0,,,63500000.0,0.0,1801000000.0,1.07,300000.0,164600000.0,,-27800000.0,-274400000.0,-1695200000.0,-13000000.0,,53500000.0,-580900000.0,697700000.0,,,,129300000.0,-12700000.0,117900000.0,-59400000.0,200300000.0,113800000.0,11600000.0,423300000.0,,,423300000.0,2616700000.0,31100000.0,3800500000.0,392700000.0,693100000.0,,,10000000.0,226900000.0,,-128500000.0,300000.0,23400000.0,4400000.0,,,-50900000.0,,-272800000.0,3800500000.0,,319600000.0,1714600000.0,,354900000.0,231500000.0,-118000000.0,,-273100000.0,-134400000.0,,,95100000.0,,,1100000.0,,2105300000.0,-48500000.0,2500000.0,22100000.0,,41700000.0,52400000.0,,284600000.0,-9700000.0,,331800000.0,-303300000.0,-1695200000.0,,-94200000.0,1449900000.0,23900000.0,-258000000.0,31200000.0,820500000.0,6200000.0,,,,,,,,,,,,
1522454400,,2095400000.0,,,56800000.0,,,2603700000.0,2260000000.0,114100000.0,,,1701900000.0,,,2600000.0,,,118400000.0,56200000.0,,,,,,,,,,,,,125400000.0,,,2766600000.0,5370300000.0,,,,,,,219400000.0,1.11,3797300000.0,,-12700000.0,,0.0,225100000.0,,,,177800000.0,,125400000.0,125400000.0,,,,249200000.0,45300000.0,1112600000.0,,,,,4100000.0,458200000.0,929500000.0,-48000000.0,,,330400000.0,,-11500000.0,,1511000000.0,672100000.0,,,,,,,,1100000.0,445500000.0,,,1700000.0,,152300000.0,,,,65600000.0,200000.0,1572500000.0,1.1,,204200000.0,,,,-1741200000.0,-7900000.0,,30000000.0,,,,,,-96600000.0,,,,,113000000.0,11300000.0,437900000.0,,,437900000.0,,31200000.0,,537700000.0,819600000.0,,,9400000.0,159500000.0,,-113900000.0,,-1200000.0,43700000.0,,,166600000.0,,,3846600000.0,,,1736100000.0,,,,-105900000.0,,,-48200000.0,,,27500000.0,,,,,2105400000.0,,,,,,,,220400000.0,,,112000000.0,12700000.0,,,-73800000.0,,,-15500000.0,,,7100000.0,,,,,,,,,,,,
1530316800,,2803000000.0,,,57000000.0,,,2826000000.0,2392500000.0,111000000.0,,,1854100000.0,,,2400000.0,,,169400000.0,61000000.0,,,,,,,,,,,,,145100000.0,,,2785800000.0,5611800000.0,,,,,,,217100000.0,1.32,4657100000.0,,-19600000.0,,0.0,289700000.0,,,,69800000.0,,145200000.0,145200000.0,,,,81700000.0,13100000.0,1823000000.0,,,,,-14900000.0,710800000.0,900800000.0,-61100000.0,,,367900000.0,,-11300000.0,,1547200000.0,654900000.0,,,,,,,,1100000.0,458200000.0,,,1600000.0,,180500000.0,,,,72100000.0,100000.0,954200000.0,1.31,,228300000.0,,,,-1788300000.0,-454200000.0,,53400000.0,,,,,,-20400000.0,,,,,110000000.0,24800000.0,593000000.0,,,593000000.0,,121800000.0,,566500000.0,837500000.0,,,11100000.0,217600000.0,,-144400000.0,,-15700000.0,92600000.0,,,230600000.0,,,3890900000.0,,,1836900000.0,,,,82900000.0,,,-61200000.0,,,35300000.0,,,,,2102600000.0,,,,,,,,262300000.0,,,84000000.0,252600000.0,,,-732000000.0,,,-6200000.0,,,6500000.0,,,,,,,,,,,,
1538265600,,2753500000.0,,,57900000.0,,,2848400000.0,2548700000.0,106100000.0,,,1812200000.0,,,2400000.0,,,108700000.0,37300000.0,,,,,,,,,,,,,168700000.0,,,2833700000.0,5682100000.0,,,,,,,215100000.0,1.61,4565700000.0,,-6400000.0,,0.0,270600000.0,,,,,,168800000.0,168800000.0,,,,79700000.0,-31700000.0,1833400000.0,,,,,4500000.0,703900000.0,931000000.0,-59000000.0,,,354000000.0,,-12600000.0,,1543100000.0,660000000.0,,,,,,,,1100000.0,710800000.0,,,1500000.0,,205700000.0,,,,48100000.0,2500000.0,1115900000.0,1.59,,273300000.0,,,,-1845000000.0,-99100000.0,,35400000.0,,,,,,-5300000.0,,,,,105100000.0,24200000.0,683400000.0,,,683400000.0,,18100000.0,,527000000.0,882400000.0,,,10800000.0,222500000.0,,-145000000.0,,-20900000.0,15600000.0,,,170200000.0,,,3968000000.0,,,1813700000.0,,,,-118100000.0,,,-61500000.0,,,36900000.0,,,,,2123000000.0,,,,,,,,287800000.0,,,68800000.0,-6900000.0,,,0.0,,,-2200000.0,,,6300000.0,,,,,,,,,,,,
1546214400,,2822900000.0,5.71,4447800000.0,59300000.0,498700000.0,,2854700000.0,2713200000.0,105600000.0,3400000.0,-196600000.0,1624900000.0,,7222000000.0,2400000.0,6135900000.0,2713200000.0,102200000.0,55900000.0,31400000.0,794100000.0,756200000.0,5.65,617000000.0,139800000.0,222000000.0,,5685900000.0,,1864000000.0,-48000000.0,177600000.0,,591000000.0,2831200000.0,5685900000.0,833200000.0,,51800000.0,,902600000.0,,135600000.0,1.7,4447800000.0,-805800000.0,-100000.0,,0.0,300700000.0,,0.0,,,1237600000.0,177600000.0,177600000.0,231000000.0,773600000.0,313100000.0,284700000.0,-88000000.0,1864000000.0,,2854700000.0,,545100000.0,3800000.0,794100000.0,1012600000.0,-99700000.0,108000000.0,617000000.0,313100000.0,,-12600000.0,2167600000.0,1534600000.0,545100000.0,1400000.0,,1067200000.0,2822900000.0,1624900000.0,769900000.0,284700000.0,1100000.0,703900000.0,,135600000.0,1400000.0,773600000.0,217700000.0,58200000.0,,,67100000.0,600000.0,1237600000.0,1.68,800000.0,222000000.0,,-563000000.0,348600000.0,-1896400000.0,-1800000.0,,51800000.0,-153500000.0,445500000.0,,,,74400000.0,3000000.0,109100000.0,-41300000.0,210400000.0,104500000.0,19700000.0,773600000.0,,,773600000.0,2831200000.0,31400000.0,4064000000.0,591000000.0,902600000.0,,,11200000.0,233600000.0,,-196600000.0,800000.0,-200000.0,32500000.0,,,202500000.0,,-267800000.0,4064000000.0,,-61300000.0,1835300000.0,,617000000.0,252900000.0,-12400000.0,,-271200000.0,-100300000.0,,,40100000.0,,,1100000.0,,2167600000.0,-47900000.0,2400000.0,27400000.0,,80000000.0,-38000000.0,,237400000.0,-38800000.0,,58200000.0,90200000.0,-1896400000.0,,0.0,1012600000.0,184400000.0,-17400000.0,42500000.0,1086100000.0,7500000.0,,,,,,,,,,,,
1553990400,,3220300000.0,,,60500000.0,,,3427400000.0,2871900000.0,105300000.0,,,1756300000.0,,,2400000.0,,,201400000.0,63600000.0,,,,,,,,,,,,,163000000.0,,,2870300000.0,6297700000.0,,,,,,,101700000.0,1.57,4976600000.0,,-10000000.0,,,309500000.0,,,,,,163100000.0,163100000.0,,,,67800000.0,23500000.0,2178400000.0,,,,,-15400000.0,1245000000.0,991600000.0,-40700000.0,,,329000000.0,,-12700000.0,,1658300000.0,579900000.0,,,,,,,,1000000.0,794100000.0,,,1300000.0,,203200000.0,,,,76500000.0,100000.0,1320600000.0,1.55,,188500000.0,,,,-1955800000.0,-2600000.0,,31300000.0,,,,,,-68800000.0,,,,,104000000.0,18800000.0,1228400000.0,,,1228400000.0,,24300000.0,,638100000.0,1072800000.0,,,12900000.0,233000000.0,,-194900000.0,,8100000.0,22700000.0,,,242200000.0,,,4190800000.0,,,1967800000.0,,,,249700000.0,,,-40800000.0,,,40100000.0,,,,,2235000000.0,,,,,,,,282500000.0,,,79800000.0,450900000.0,,,-75000000.0,,,-11600000.0,,,7700000.0,,,,,,,,,,,,
1561852800,,3066300000.0,,,63000000.0,,,3543900000.0,3027300000.0,104500000.0,,,1810100000.0,,,2300000.0,,,192400000.0,56400000.0,,,,,,,,,,,,,167900000.0,,,2801200000.0,6345100000.0,,,,,,,97800000.0,1.62,4876400000.0,,-1800000.0,,,292900000.0,,,,,,168000000.0,168000000.0,,,,64000000.0,15500000.0,2076100000.0,,,,,4800000.0,1318100000.0,970700000.0,-37100000.0,,,316100000.0,,-12700000.0,,1723200000.0,567300000.0,,,,,,,,1000000.0,1245000000.0,,,1300000.0,,210900000.0,,,,66900000.0,0.0,1468200000.0,1.61,,200500000.0,,,,-2015300000.0,-104900000.0,,62100000.0,,,,,,18700000.0,,,,,103400000.0,23700000.0,1301400000.0,,,1301400000.0,,24400000.0,,612500000.0,1116400000.0,,,10500000.0,226000000.0,,-209600000.0,,16400000.0,-16700000.0,,,229500000.0,,,4227500000.0,,,2016100000.0,,,,-118100000.0,,,-37100000.0,,,42900000.0,,,,,2212200000.0,,,,,,,,297600000.0,,,70700000.0,73100000.0,,,0.0,,,-1300000.0,,,7400000.0,,,,,,,,,,,,
1569801600,46200000.0,3218900000.0,,,63500000.0,,,3838700000.0,3146200000.0,104600000.0,,,1865700000.0,702000000.0,,2300000.0,,,206000000.0,53600000.0,,,,,,,,1507700000.0,,7739100000.0,,,131200000.0,898700000.0,,2862900000.0,6701600000.0,,,,164800000.0,,-218400000.0,112700000.0,1.27,5084600000.0,,500000.0,,,272300000.0,,,-75000000.0,,,131300000.0,131300000.0,,,,63000000.0,-42300000.0,2073900000.0,804800000.0,,921100000.0,,-12900000.0,1494000000.0,1015200000.0,-40900000.0,,,319800000.0,,-12400000.0,,1647600000.0,680300000.0,,700000.0,,,,,,1000000.0,1318100000.0,-115500000.0,,1300000.0,,173000000.0,,1175400000.0,-23600000.0,66200000.0,0.0,1616500000.0,1.26,,207500000.0,639500000.0,,,-2076100000.0,-6200000.0,85800000.0,58300000.0,,,,790100000.0,-219100000.0,-117700000.0,,,,,103500000.0,23600000.0,1477300000.0,246300000.0,101100000.0,1477300000.0,,24400000.0,,707900000.0,1140500000.0,-22700000.0,640000000.0,12600000.0,206100000.0,,-188100000.0,,4900000.0,7700000.0,-11400000.0,,246900000.0,229500000.0,,4325600000.0,30100000.0,,1919900000.0,,,,-18100000.0,29200000.0,,-40900000.0,-93400000.0,-50400000.0,41700000.0,47200000.0,640000000.0,,6563700000.0,2249500000.0,,,,703900000.0,,,-91300000.0,260100000.0,,276700000.0,55400000.0,175900000.0,,,0.0,,,7600000.0,,,7500000.0,,,,,,,,,,,,
