,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyDilutedAverageShares,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalRevenue,quarterlyGoodwill,annualCostOfRevenue,annualRetainedEarnings,quarterlyFreeCashFlow,quarterlySellingGeneralAndAdministration,annualCurrentDebt,annualEndCashPosition,annualPretaxIncome,annualDilutedEPS,annualNetIncome,annualTaxProvision,annualCurrentDeferredRevenue,trailingEndCashPosition,annualTotalAssets,trailingTotalRevenue,annualLongTermDebt,annualCashDividendsPaid,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOperatingIncome,quarterlyPurchaseOfInvestment,annualOtherCurrentAssets,trailingTaxProvision,annualAccountsPayable,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualSaleOfInvestment,annualInvestmentsAndAdvances,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyOtherNonCurrentAssets,quarterlyChangeInInventory,quarterlyLongTermDebt,trailingPretaxIncome,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,quarterlyInvestingCashFlow,annualBasicAverageShares,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualNetPPE,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualOtherIntangibleAssets,trailingNetOtherInvestingChanges,annualEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPretaxIncome,annualOtherCurrentLiabilities,trailingGrossProfit,trailingOtherIncomeExpense,quarterlyOperatingExpense,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,quarterlyDilutedEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyOtherCurrentAssets,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,annualDilutedAverageShares,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCurrentDebt,annualGrossPPE,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingOtherNonCashItems,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyGainsLossesNotAffectingRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingStockBasedCompensation,annualChangeInInventory,quarterlyTotalRevenue,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCapitalExpenditure,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyTaxProvision,trailingResearchAndDevelopment,trailingNetIncome,annualCapitalStock,trailingCostOfRevenue,quarterlyNetPPE,annualChangesInAccountReceivables,annualGoodwill,annualStockBasedCompensation,trailingBeginningCashPosition,annualInterestExpense,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,annualNetOtherFinancingCharges,trailingOperatingExpense,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,quarterlyOtherShortTermInvestments,quarterlyRepurchaseOfCapitalStock,annualInventory,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualGrossProfit,quarterlyStockBasedCompensation,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingBasicAverageShares,annualOtherShortTermInvestments,quarterlyCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingPurchaseOfBusiness,trailingDilutedEPS
1183161600,,1347800000.0,,,24700000.0,,,1671100000.0,63800000.0,138775510.0,,,647500000.0,,,3700000.0,,,-57200000.0,54300000.0,,,,,,,,,,,,,68000000.0,,,1379300000.0,3050400000.0,,,,,,,762600000.0,0.5,1995300000.0,,30900000.0,,,170100000.0,,,,,,68000000.0,68000000.0,,,,409300000.0,-148800000.0,585200000.0,,,,,1800000.0,127000000.0,1097500000.0,-70100000.0,,,213600000.0,,,,788700000.0,261700000.0,,,,,,,,1400000.0,157300000.0,,,39000000.0,,101600000.0,,,,-686600000.0,1400000.0,1055100000.0,0.49,,,,,,-125000000.0,,,93600000.0,,,,,,,,,,,136000000.0,9500000.0,127000000.0,,,127000000.0,,23800000.0,,,385700000.0,,,13700000.0,856700000.0,,76900000.0,,7700000.0,-54000000.0,,,14500000.0,,,1016600000.0,,,958800000.0,,,,24800000.0,,,-71700000.0,,,33600000.0,,,,,891600000.0,,,,,,,,881400000.0,,,24400000.0,-30300000.0,,,,,,-40000000.0,,,,,,,,,,,,,,,
1191110400,,1379300000.0,,,25300000.0,,,1717700000.0,147400000.0,139333333.0,,,646700000.0,,,3800000.0,,,-26800000.0,42900000.0,,,,,,,,,,,,,83600000.0,,,1448300000.0,3166000000.0,,,,,,,796800000.0,0.61,2026000000.0,,-1600000.0,,,162800000.0,,,,,,83600000.0,83600000.0,,,,405500000.0,-100200000.0,582500000.0,,,,,1300000.0,105400000.0,1198400000.0,-58100000.0,,,229200000.0,,,,804700000.0,247200000.0,,,,,,,,1400000.0,127000000.0,,,38000000.0,,106200000.0,,,,56200000.0,10700000.0,1140000000.0,0.6,,,,,,-148300000.0,,,59600000.0,,,,,,,,,,,137049180.0,9700000.0,105400000.0,,,105400000.0,,22800000.0,,,374900000.0,,,13300000.0,106600000.0,,74000000.0,,-9900000.0,-74100000.0,,,42000000.0,,,1086000000.0,,,967500000.0,,,,-5200000.0,,,-68800000.0,,,22600000.0,,,,,937700000.0,,,,,,,,131900000.0,,,19800000.0,-21600000.0,,,,,,16800000.0,,,,,,,,,,,,,,,
1199059200,,1398300000.0,2.21,2073300000.0,32200000.0,-108100000.0,,1842800000.0,222900000.0,,48800000.0,117700000.0,675000000.0,,3860800000.0,,3197200000.0,222900000.0,13300000.0,49800000.0,16000000.0,133400000.0,419800000.0,2.13,296900000.0,122900000.0,42300000.0,,3339900000.0,,579000000.0,,75500000.0,,,1497100000.0,3339900000.0,419200000.0,,6300000.0,,362600000.0,,795600000.0,,2073300000.0,,1100000.0,,,171400000.0,,,,,1266600000.0,75500000.0,75500000.0,105000000.0,133400000.0,163900000.0,502800000.0,-146300000.0,579000000.0,,1842800000.0,,159900000.0,3300000.0,133400000.0,1342600000.0,-35900000.0,134343891.0,296900000.0,163900000.0,,,963800000.0,809000000.0,159900000.0,,,524200000.0,1398300000.0,675000000.0,180100000.0,502800000.0,1400000.0,105400000.0,,795600000.0,,133400000.0,107500000.0,90200000.0,,,64700000.0,24200000.0,1266600000.0,,23700000.0,42300000.0,,,-50900000.0,-179400000.0,,,6300000.0,8300000.0,184300000.0,,,,,8400000.0,139389671.0,-42700000.0,192100000.0,,8700000.0,133400000.0,,,133400000.0,1497100000.0,16000000.0,1143200000.0,,362600000.0,,,14900000.0,106700000.0,,117700000.0,23700000.0,5300000.0,-17400000.0,,,73500000.0,,-239100000.0,1143200000.0,,-458900000.0,980400000.0,,296900000.0,244400000.0,-9200000.0,,-288200000.0,-60200000.0,,,32000000.0,,,1400000.0,,963800000.0,,,,,36800000.0,9100000.0,,138900000.0,33000000.0,,90200000.0,28000000.0,-179400000.0,,,1342600000.0,-187100000.0,-20600000.0,52300000.0,663600000.0,,,,,,,,,,,,,
1206921600,,1494400000.0,,,30100000.0,,,2167400000.0,310000000.0,139600000.0,,,854900000.0,,,3700000.0,,,5600000.0,39100000.0,,,,,,,,,,,,,85200000.0,,,1534100000.0,3701500000.0,,-500000.0,,,,,840800000.0,0.62,2349300000.0,,-6800000.0,,,179100000.0,,,,,,85200000.0,85200000.0,,,,495700000.0,-155800000.0,653600000.0,,,,,1400000.0,203400000.0,1499500000.0,-65800000.0,,,184400000.0,,,,857300000.0,266500000.0,,,,,,,,1400000.0,133400000.0,,,,,128200000.0,,,,48900000.0,400000.0,1352200000.0,0.61,,,,,,-208100000.0,,,72700000.0,,,,,,,,,,,136800000.0,9100000.0,203400000.0,,,203400000.0,,13400000.0,,,417800000.0,,,9800000.0,130200000.0,,112700000.0,,-2100000.0,-34500000.0,,,71300000.0,,,1209500000.0,,,1036400000.0,,,,65000000.0,,,-65700000.0,,,43000000.0,,,,,1001400000.0,,,,,,,,160300000.0,,,239300000.0,70000000.0,,,,,,-1200000.0,,,,,,,,,,,,,,,
1214784000,,1502700000.0,,,32300000.0,,,2235500000.0,396300000.0,139354839.0,,,799700000.0,,,,,,-46600000.0,40900000.0,,,,,,,,,,,,,86400000.0,,,1510400000.0,3745900000.0,,-500000.0,,,,,916500000.0,0.63,2302400000.0,,0.0,,,187600000.0,,,,,,86400000.0,86400000.0,,,,481600000.0,-154400000.0,586200000.0,,,,,200000.0,147400000.0,1652800000.0,4400000.0,,,172300000.0,,,,874500000.0,234300000.0,,,,,,,,1400000.0,203400000.0,,,,,130800000.0,,,,51500000.0,56900000.0,1443500000.0,0.62,,40000000.0,,,,-238300000.0,,,74900000.0,,,,,,,,,,,137142857.0,10500000.0,147400000.0,,,147400000.0,,168700000.0,,,404900000.0,,,10600000.0,136100000.0,,113900000.0,,2600000.0,-105700000.0,,,7100000.0,,,1267100000.0,,,1062100000.0,,,,-68900000.0,,,-53700000.0,,,44400000.0,,,,,1028800000.0,,,,,,,,168400000.0,,,13800000.0,-56000000.0,,,,,,-14300000.0,,,,,,,,,,,,,,,
1222732800,,1504200000.0,,,35500000.0,,,2322100000.0,470300000.0,139100000.0,,,849900000.0,,,,,,12400000.0,39000000.0,,,,,,,,,,,,,74000000.0,,,1540600000.0,3862700000.0,,-2600000.0,,,,,920400000.0,0.54,2354100000.0,,1600000.0,,,162900000.0,,,,,,74000000.0,74000000.0,,,,487400000.0,-122700000.0,583800000.0,,,,,-700000.0,177700000.0,1768800000.0,-27400000.0,,,177400000.0,,,,864300000.0,211900000.0,,,,,,,,1400000.0,147400000.0,,,,,105000000.0,,,,51700000.0,30900000.0,1508600000.0,0.53,,43500000.0,,,,-270800000.0,,,67800000.0,,,,,,,,,,,137000000.0,9900000.0,177700000.0,,,177700000.0,,8100000.0,,,389400000.0,,,12700000.0,111200000.0,,101300000.0,,400000.0,-35200000.0,,,68200000.0,,,1324000000.0,,,1027200000.0,,,,-4400000.0,,,-55800000.0,,,31000000.0,,,,,1053200000.0,,,,,,,,146700000.0,,,231500000.0,30300000.0,,,,,,-7000000.0,,,,,,,,,,,,,,,
1230681600,,1720000000.0,1.94,2463300000.0,33900000.0,-31200000.0,0.0,2433300000.0,490100000.0,,119600000.0,-134200000.0,743300000.0,,3771800000.0,2700000.0,3163200000.0,490100000.0,3500000.0,35500000.0,7100000.0,216500000.0,383900000.0,1.91,265400000.0,118500000.0,110500000.0,,3760300000.0,,580900000.0,,19800000.0,,97400000.0,1327000000.0,3760300000.0,405700000.0,0.0,600000.0,,316900000.0,,991000000.0,,2463300000.0,0.0,-1600000.0,1800000.0,3900000.0,79000000.0,116100000.0,3900000.0,,,1297000000.0,19800000.0,19800000.0,131800000.0,216500000.0,144300000.0,2700000.0,-137100000.0,580900000.0,,2433300000.0,,149300000.0,-2100000.0,216500000.0,1882000000.0,-31000000.0,137000000.0,265400000.0,144300000.0,,,1068300000.0,567100000.0,149300000.0,25200000.0,,554900000.0,1720000000.0,743300000.0,204600000.0,52600000.0,1400000.0,177700000.0,,1139100000.0,25200000.0,216500000.0,19900000.0,162700000.0,,,50800000.0,-84700000.0,1297000000.0,,3400000.0,110500000.0,,-190900000.0,83100000.0,-299700000.0,,,600000.0,3500000.0,133400000.0,,,,,-1200000.0,139200000.0,-15500000.0,154500000.0,,9700000.0,216500000.0,,,216500000.0,1327000000.0,7100000.0,1368000000.0,97400000.0,316900000.0,,,15300000.0,28200000.0,0.0,-134200000.0,3400000.0,-3700000.0,12700000.0,,1800000.0,64100000.0,,-119800000.0,1368000000.0,,-570000000.0,646100000.0,-3600000.0,265400000.0,202900000.0,11800000.0,,-235800000.0,-60600000.0,,,100000.0,,,1400000.0,,1068300000.0,15300000.0,2700000.0,15700000.0,,39200000.0,-2800000.0,,79500000.0,9100000.0,,162700000.0,38800000.0,-299700000.0,,,1882000000.0,-162700000.0,6300000.0,48400000.0,608600000.0,,,,,,,,,,,,,
1238457600,,1753200000.0,,,32900000.0,,,2661300000.0,552800000.0,139900000.0,,,906300000.0,,,2700000.0,,,-203500000.0,38400000.0,,,,,,,,,,,,,62700000.0,,,1361300000.0,4022600000.0,,,,,,,932300000.0,0.46,2659500000.0,,0.0,,3700000.0,150100000.0,,,,,,62700000.0,62700000.0,,,,2600000.0,-235400000.0,655900000.0,,,,,1500000.0,115600000.0,2118400000.0,-25300000.0,,,175300000.0,,,,737300000.0,268600000.0,,,,,,,,1400000.0,216500000.0,,,24300000.0,,92800000.0,,,,52300000.0,300000.0,1362600000.0,0.45,,75800000.0,,,,-330800000.0,-26900000.0,,11100000.0,,,28800000.0,,,-121600000.0,,,,,137100000.0,9100000.0,115600000.0,,,115600000.0,,6700000.0,,117200000.0,435900000.0,,,13900000.0,97800000.0,,-133100000.0,,-2200000.0,-242400000.0,,,-149100000.0,,,1437800000.0,,,887400000.0,,,,73600000.0,,,-54400000.0,,,30200000.0,,,,,1107000000.0,,,,,,,,134800000.0,,,212600000.0,-100900000.0,,,,,,-2500000.0,,,2800000.0,,,,,,,,,,,,
1246320000,,1797700000.0,,,34000000.0,,,2618100000.0,544500000.0,138000000.0,,,888900000.0,,,3000000.0,,,-119200000.0,34700000.0,,,,,,,,,,,,,-8300000.0,,,1442900000.0,4061000000.0,,,,,,,959600000.0,-0.06,2686600000.0,,0.0,,4000000.0,38000000.0,,,,,,-8300000.0,-8300000.0,,,,215600000.0,32400000.0,729700000.0,,,,,4200000.0,88900000.0,2093100000.0,-23000000.0,,,159100000.0,,,,1021600000.0,263800000.0,,,,,,,,1400000.0,115600000.0,,,25100000.0,,-14000000.0,,,,48400000.0,400000.0,1373900000.0,-0.06,,64300000.0,,,,-363800000.0,-87200000.0,,116600000.0,,,28900000.0,,,12200000.0,,,,,138000000.0,9800000.0,88900000.0,,,88900000.0,,6300000.0,,60100000.0,434300000.0,,,13700000.0,-10400000.0,,-117600000.0,,-2400000.0,-87600000.0,,,-66900000.0,,,1531400000.0,,,1059600000.0,,,,62900000.0,,,-52300000.0,,,-5800000.0,,,,,1167600000.0,,,,,,,,-4200000.0,,,224900000.0,-26700000.0,,,,,,-2000000.0,,,3200000.0,,,,,,,,,,,,
1254268800,,1956400000.0,,,32700000.0,,,2761100000.0,631800000.0,140200000.0,,,871400000.0,,,3000000.0,,,-46600000.0,30500000.0,,,,,,,,,,,,,87300000.0,,,1522600000.0,4283700000.0,,,,,,,169600000.0,0.63,2827800000.0,,0.0,,4100000.0,175500000.0,,,,,,87300000.0,87300000.0,,,,238600000.0,-116500000.0,876900000.0,,,,,-500000.0,206700000.0,2204600000.0,-23000000.0,,,164100000.0,,,,878300000.0,235800000.0,,,,,,,,1400000.0,88900000.0,,,23600000.0,,121900000.0,,,,44500000.0,-500000.0,1455900000.0,0.62,,59300000.0,,,,-393700000.0,-208900000.0,,85800000.0,,,28800000.0,,,24800000.0,,,,,138600000.0,10200000.0,206700000.0,,,206700000.0,,6700000.0,,54300000.0,421200000.0,,,14000000.0,131000000.0,,-124100000.0,,-15900000.0,-99500000.0,,,4700000.0,,,1617700000.0,,,1053800000.0,,,,134600000.0,,,-51300000.0,,,34400000.0,,,,,1224000000.0,,,,,,,,132100000.0,,,25800000.0,117800000.0,,,,,,-1300000.0,,,700000.0,,,,,,,,,,,,
1262217600,,1917800000.0,1.39,2900000000.0,34200000.0,-242100000.0,,2852900000.0,681800000.0,,400000.0,-59700000.0,982200000.0,,4078500000.0,3000000.0,3581400000.0,681800000.0,127200000.0,33500000.0,9100000.0,369000000.0,272800000.0,1.37,191700000.0,80900000.0,107100000.0,,4473800000.0,,591100000.0,,50000000.0,,46000000.0,1620900000.0,4473800000.0,303300000.0,,116600000.0,,441300000.0,,779600000.0,,2900000000.0,0.0,0.0,3500000.0,3900000.0,133500000.0,115400000.0,3900000.0,,,1573300000.0,50000000.0,50000000.0,133800000.0,369000000.0,165500000.0,18700000.0,-1200000.0,884700000.0,,2852900000.0,,160400000.0,900000.0,369000000.0,2206900000.0,-41100000.0,138300000.0,191700000.0,165500000.0,,,1279300000.0,944200000.0,160400000.0,22800000.0,,450200000.0,1917800000.0,982200000.0,-13900000.0,170400000.0,1400000.0,206700000.0,,490600000.0,22800000.0,369000000.0,72100000.0,21800000.0,,,48600000.0,200000.0,1573300000.0,,15600000.0,107100000.0,,-324900000.0,152500000.0,-426100000.0,-1900000.0,,1100000.0,276100000.0,216500000.0,28900000.0,,,76400000.0,6100000.0,139800000.0,-6500000.0,137100000.0,,14500000.0,369000000.0,,,369000000.0,1620900000.0,9100000.0,1705400000.0,175300000.0,441300000.0,,,15100000.0,84900000.0,,-59700000.0,15600000.0,49200000.0,61500000.0,,3500000.0,197400000.0,,-112400000.0,1705400000.0,,-320700000.0,1077700000.0,,191700000.0,193800000.0,5000000.0,,-228200000.0,-70200000.0,,,22100000.0,,,1400000.0,,1279300000.0,-8200000.0,3000000.0,10100000.0,,43600000.0,28700000.0,,120800000.0,294100000.0,,255700000.0,162300000.0,-426100000.0,,,2206900000.0,-368000000.0,-700000.0,56700000.0,497100000.0,3400000.0,,,,,,,,,,,,
1269993600,,1853600000.0,,,30400000.0,,,2783200000.0,737300000.0,140400000.0,,,964900000.0,,,2800000.0,,,-179400000.0,39300000.0,,,,,,,,,,,,,55500000.0,,,1658000000.0,4441200000.0,,,,,,,179600000.0,0.4,2818500000.0,,0.0,,4500000.0,142200000.0,,,,,,55500000.0,55500000.0,,,,160800000.0,-88100000.0,887600000.0,,,,,-5500000.0,186600000.0,2286200000.0,-70000000.0,,,182800000.0,,,,901100000.0,235100000.0,,,,,,,,1400000.0,369000000.0,,,20900000.0,,73600000.0,,,,49200000.0,-800000.0,1622200000.0,0.4,,88100000.0,,,,-451900000.0,-2000000.0,,75300000.0,,,0.0,,,-78900000.0,,,,,137300000.0,14000000.0,186600000.0,,,186600000.0,,9000000.0,,39100000.0,411500000.0,,,9900000.0,93000000.0,,-69300000.0,,6000000.0,-210000000.0,,,-110200000.0,,,1772200000.0,,,1043300000.0,,,,-2000000.0,,,-69200000.0,,,17800000.0,,,,,1320300000.0,,,,,,,,118000000.0,,,30200000.0,-182400000.0,,,,,,2300000.0,,,2300000.0,,,,,,,,,,,,
1277856000,,1850900000.0,,,31200000.0,,,2854700000.0,792400000.0,140400000.0,,,992300000.0,,,2800000.0,,,-68500000.0,38100000.0,,,,,,,,,,,,,55100000.0,,,1688300000.0,4543000000.0,,,,,,,858000000.0,0.4,2843200000.0,,3100000.0,,4300000.0,136400000.0,,,,,,55100000.0,55100000.0,,,,148700000.0,-84100000.0,886500000.0,,,,,2700000.0,117600000.0,2375300000.0,-61300000.0,,,176400000.0,,,,919600000.0,270100000.0,,,,,,,,1500000.0,186600000.0,,,19700000.0,,74700000.0,,,,50700000.0,100000.0,1699300000.0,0.39,,95600000.0,,,,-479200000.0,-3900000.0,,91700000.0,,,0.0,,,-40600000.0,,,,,137500000.0,13800000.0,117600000.0,,,117600000.0,,6700000.0,,40300000.0,473500000.0,,,12600000.0,85700000.0,,-69000000.0,,-15600000.0,-89000000.0,,,-7100000.0,,,1836200000.0,,,1056000000.0,,,,-800000.0,,,-61400000.0,,,19600000.0,,,,,1357000000.0,,,,,,,,119700000.0,,,240100000.0,-69000000.0,,,,,,19300000.0,,,19300000.0,,,,,,,,,,,,
1285804800,,1970100000.0,,,32100000.0,,,2905500000.0,838800000.0,141500000.0,,,916900000.0,,,2900000.0,,,-174100000.0,38500000.0,,,,,,,,,,,,,46400000.0,,,1742400000.0,4647900000.0,,,,,,,847300000.0,0.33,2887000000.0,,1800000.0,,4300000.0,133500000.0,,,,,,46400000.0,46400000.0,,,,162200000.0,-95900000.0,1015500000.0,,,,,2500000.0,66300000.0,2479200000.0,-52200000.0,,,206300000.0,,,,868500000.0,290000000.0,,,,,,,,1400000.0,117600000.0,,,19500000.0,,72100000.0,,,,51100000.0,200000.0,1760400000.0,0.33,,73200000.0,,,,-510100000.0,-2300000.0,,70000000.0,,,0.0,,,-11000000.0,,,,,138300000.0,12800000.0,66300000.0,,,66300000.0,,7900000.0,,39700000.0,425900000.0,,,12600000.0,82400000.0,,-57900000.0,,15700000.0,-194600000.0,,,-121700000.0,,,1901700000.0,,,1002000000.0,,,,124500000.0,,,-52400000.0,,,25400000.0,,,,,1391600000.0,,,,,,,,117000000.0,,,203600000.0,-51300000.0,,,,,,5600000.0,,,1900000.0,,,,,,,,,,,,
1293753600,,2126300000.0,1.56,3291100000.0,32000000.0,-163000000.0,,3294700000.0,900700000.0,,-300000.0,-75300000.0,1164800000.0,,4172400000.0,2900000.0,3607900000.0,900700000.0,259000000.0,40100000.0,9500000.0,481600000.0,297800000.0,1.55,218900000.0,78200000.0,302600000.0,,5102000000.0,,1187300000.0,,61900000.0,,29000000.0,1807300000.0,5102000000.0,357000000.0,,105000000.0,,443500000.0,,701000000.0,,3291100000.0,,100000.0,3100000.0,4300000.0,152400000.0,0.0,4300000.0,,,1810400000.0,61900000.0,61900000.0,128000000.0,481600000.0,220300000.0,49600000.0,-32200000.0,1187300000.0,,3294700000.0,,200200000.0,-100000.0,481600000.0,2507900000.0,-104900000.0,137900000.0,218900000.0,190700000.0,,,1470000000.0,918700000.0,200200000.0,18100000.0,,484900000.0,2126300000.0,1164800000.0,125100000.0,164900000.0,1400000.0,66300000.0,,837500000.0,18100000.0,481600000.0,77400000.0,188900000.0,,,56500000.0,-300000.0,1810400000.0,,8100000.0,302600000.0,,-177600000.0,112600000.0,-539900000.0,-169400000.0,,1600000.0,277400000.0,369000000.0,0.0,,,88900000.0,-400000.0,141000000.0,-9700000.0,156000000.0,,18500000.0,481600000.0,,,481600000.0,1807300000.0,9500000.0,2009900000.0,29000000.0,443500000.0,,,16400000.0,95900000.0,,-75300000.0,8100000.0,42400000.0,215000000.0,,3100000.0,364100000.0,,-288400000.0,2009900000.0,,-300300000.0,1071100000.0,,218900000.0,207500000.0,155700000.0,,-288100000.0,-105100000.0,,,15400000.0,,,1400000.0,,1470000000.0,-41600000.0,2900000.0,28800000.0,,59100000.0,48600000.0,,127900000.0,5000000.0,,11300000.0,415300000.0,-539900000.0,,,2507900000.0,-278700000.0,7900000.0,51500000.0,564500000.0,5300000.0,,,,,,,,,,,,
1301529600,,2142000000.0,,,33200000.0,,,3333500000.0,935300000.0,142100000.0,,,1134200000.0,,,3000000.0,,,-169600000.0,39000000.0,,,,,,,,,,,,,34600000.0,,,1799600000.0,5133100000.0,,,,,,,53400000.0,0.25,3276200000.0,,300000.0,,4600000.0,121600000.0,,,,,,34600000.0,34600000.0,,,,48400000.0,-140400000.0,1186200000.0,,,,,1500000.0,310900000.0,2652500000.0,-41200000.0,,,199000000.0,,,,928000000.0,285400000.0,,,,,,,,1500000.0,481600000.0,,,17400000.0,,50300000.0,,,,52000000.0,0.0,1856400000.0,0.24,,302600000.0,,,,-573600000.0,-2200000.0,,27200000.0,,,,,,-81500000.0,,,,,138600000.0,20900000.0,310900000.0,,,310900000.0,,9700000.0,,827900000.0,481500000.0,,,13000000.0,69600000.0,,-66400000.0,,6300000.0,-203700000.0,,,-128100000.0,,,2053400000.0,,,1049600000.0,,,,-1900000.0,,,-41500000.0,,,15300000.0,,,,,1479800000.0,,,,,,,,104400000.0,,,127400000.0,-170700000.0,,,,,,700000.0,,,2200000.0,,,,,,,,,,,,
1309392000,,2203100000.0,,,33600000.0,,,3032200000.0,965400000.0,142300000.0,,,760500000.0,,,3000000.0,,,-156700000.0,41100000.0,,,,,,,,,,,,,30100000.0,,,1822500000.0,4854700000.0,,,,,,,245200000.0,0.21,2963600000.0,,900000.0,,4600000.0,111000000.0,,,,,,30100000.0,30100000.0,,,,139600000.0,216000000.0,1185000000.0,,,,,100000.0,154100000.0,2440200000.0,-42800000.0,,,201500000.0,,,,1354600000.0,347900000.0,,,,,,,,1400000.0,310900000.0,,,16400000.0,,42100000.0,,,,47400000.0,0.0,1890600000.0,0.21,,77500000.0,,,,-606200000.0,-1900000.0,,90000000.0,,,,,,-62100000.0,,,,,139200000.0,21700000.0,154100000.0,,,154100000.0,,9600000.0,,697000000.0,456700000.0,,,6300000.0,63600000.0,,-66000000.0,,-5600000.0,-173100000.0,,,-113800000.0,,,2103800000.0,,,1465600000.0,,,,-1000000.0,,,-42900000.0,,,11900000.0,,,,,1497600000.0,,,,,,,,63800000.0,,,15200000.0,-156800000.0,,,,,,1500000.0,,,3000000.0,,,,,,,,,,,,
1317340800,,2212900000.0,,,36200000.0,,,3141900000.0,1032700000.0,142200000.0,,,823500000.0,,,2900000.0,,,-13700000.0,38400000.0,,,,,,,,,,,,,67300000.0,,,1849900000.0,4991800000.0,,,,,,,253800000.0,0.48,3036400000.0,,0.0,,51600000.0,166700000.0,,,,,,67300000.0,67300000.0,,,,116000000.0,-136700000.0,1189600000.0,,,,,-1600000.0,138300000.0,2571900000.0,-79800000.0,,,236000000.0,,,,963000000.0,333200000.0,,,,,,,,1400000.0,154100000.0,,,15100000.0,,99900000.0,,,,46200000.0,0.0,1954900000.0,0.47,,30900000.0,,,,-637900000.0,-1200000.0,,98500000.0,,,,,,15700000.0,,,,,139400000.0,19000000.0,138300000.0,,,138300000.0,,14700000.0,,691900000.0,521700000.0,,,7800000.0,120500000.0,,-72500000.0,,15300000.0,-62200000.0,,,66100000.0,,,2180300000.0,,,1129700000.0,,,,-1200000.0,,,-79800000.0,,,32400000.0,,,,,1542400000.0,,,,,,,,155100000.0,,,12400000.0,-15800000.0,,,,,,129800000.0,,,3400000.0,,,,,,,,,,,,
