date,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDilutedAverageShares,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualStockholdersEquity,annualStockBasedCompensation,quarterlyNetPPE,annualRetainedEarnings,annualGoodwill,quarterlyAccountsReceivable,quarterlyTaxProvision,quarterlyGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,trailingOperatingCashFlow,annualCapitalStock,annualPurchaseOfInvestment,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDilutedEPS,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualBasicAverageShares,annualChangeInAccountPayable,annualAccountsPayable,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,trailingTotalRevenue,quarterlyBeginningCashPosition,annualEndCashPosition,quarterlyBasicAverageShares,trailingRepaymentOfDebt,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,trailingEndCashPosition,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,trailingPretaxIncome,trailingChangeInCashSupplementalAsReported,annualCashAndCashEquivalents,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualCapitalExpenditure,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlyOperatingIncome,quarterlyBasicEPS,trailingCapitalExpenditure,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,trailingInterestExpense,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualRepaymentOfDebt,annualTotalRevenue,annualInterestExpense,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,trailingCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyRepaymentOfDebt,trailingNetIncome,trailingTaxProvision,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualBeginningCashPosition,annualNetIncomeContinuousOperations,annualBasicEPS,quarterlyDilutedAverageShares,annualCurrentDebt,annualNetIncome,annualCashDividendsPaid,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentLiabilities,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingChangeInAccountPayable,annualOtherNonCurrentAssets,quarterlyEbitda
2001-12-31,,17231000000.0,172000000.0,,297000000.0,-2773000000.0,1336000000.0,297000000.0,2420000000.0,3883000000.0,8288000000.0,,,1196000000.0,,,12037000000.0,,2811000000.0,6421000000.0,,,51000000.0,,151100000000.0,-3688000000.0,,,,,-2797000000.0,,266000000.0,-19912000000.0,8288000000.0,46488000000.0,,0.98,,,,,-10000000.0,-177000000.0,-104000000.0,1324000000.0,,,266000000.0,2811000000.0,5324000000.0,7222000000.0,,9860000000.0,7222000000.0,,,1596000000.0,,,,,932000000.0,-5820000000.0,,,7222000000.0,31569000000.0,342000000.0,-119000000.0,46488000000.0,1596000000.0,151100000000.0,33000000.0,297000000.0,,-177000000.0,,,139063000000.0,4075000000.0,,,-859000000.0,,12312000000.0,348000000.0,,,,-1171000000.0,,,,,,,,7222000000.0,-5389000000.0,285000000.0,745000000.0,-3349000000.0,1311000000.0,,-1137000000.0,,,-15318000000.0,21081000000.0,1501000000.0,,,,348000000.0,4465000000.0,6421000000.0,,,139063000000.0,1056000000.0,3046000000.0,12037000000.0,,-1066000000.0,-5196000000.0,,,5529000000.0,,-291000000.0,,,8487000000.0,1311000000.0,0.99,,31569000000.0,1311000000.0,-424000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,,1437000000.0,,618000000.0,,,618000000.0,-4468000000.0,,,,,,,,,,2796000000.0,,,,240000000.0,,,,,,0.46,,232000000.0,,,,11322000000.0,45539000000.0,,,,,,,89000000.0,,-109000000.0,,,,266000000.0,,,7503000000.0,,7222000000.0,,1325000000.0,,,,,,,,-4868000000.0,,,,24889000000.0,271000000.0,1241000000.0,,,146783000000.0,69000000.0,618000000.0,,-288000000.0,,,134288000000.0,5441000000.0,,,,,,858000000.0,0.47,,,-74000000.0,,,,,,,,7503000000.0,3263000000.0,,,2896000000.0,,,,,,,,,,,,858000000.0,,6906000000.0,,,,804000000.0,2999000000.0,12495000000.0,,,-4538000000.0,,,5488000000.0,,-196000000.0,,,,,,1335000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,3417000000.0,,683000000.0,,,683000000.0,-920000000.0,,,,,,,,,,2848000000.0,,,,278000000.0,,,,,,0.51,,1325000000.0,,,,15969000000.0,47285000000.0,,,,,,,323000000.0,,-106000000.0,,,,266000000.0,,,8903000000.0,,7503000000.0,,1325000000.0,,,,,,,,-4425000000.0,,,,18741000000.0,277000000.0,3241000000.0,,,145897000000.0,922000000.0,683000000.0,,-36000000.0,,,132607000000.0,3558000000.0,,,,,,961000000.0,0.52,,,1678000000.0,,,,,,,,8903000000.0,-1172000000.0,,,-114000000.0,,,,,,,,,,,,961000000.0,,7381000000.0,,,,733000000.0,2944000000.0,13290000000.0,,,-2972000000.0,,,5668000000.0,,-176000000.0,,,,,,1341000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,,-214000000.0,,687000000.0,,,687000000.0,1505000000.0,,,,,,,,,,2870000000.0,,,,272000000.0,,,,,,0.52,,-473000000.0,,,,15222000000.0,49254000000.0,,,,,,,44000000.0,,-106000000.0,,,,265000000.0,,,7993000000.0,,8903000000.0,,1323000000.0,,,,,,,,-7178000000.0,,,,19173000000.0,264000000.0,-424000000.0,,,145333000000.0,2046000000.0,687000000.0,,475000000.0,,,131355000000.0,6338000000.0,,,,,,959000000.0,0.52,,,-1649000000.0,,,,,,,,7993000000.0,-1764000000.0,,,-684000000.0,,,,,,,,,,,,959000000.0,,7571000000.0,,,,704000000.0,2890000000.0,13978000000.0,,,-3772000000.0,,,5643000000.0,,-210000000.0,,,,,,1330000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,19565000000.0,4034000000.0,,683000000.0,-9568000000.0,1330000000.0,683000000.0,7899000000.0,2974000000.0,16819000000.0,,,951000000.0,,,13861000000.0,,2979000000.0,7606000000.0,,,266000000.0,,157253000000.0,4016000000.0,,,,,2038000000.0,,261000000.0,-24961000000.0,16819000000.0,53638000000.0,,2.01,,,,,495000000.0,319000000.0,-109000000.0,1320000000.0,,,261000000.0,2979000000.0,8674000000.0,10288000000.0,,7993000000.0,10288000000.0,,,3727000000.0,,,,,-3444000000.0,-8490000000.0,,,10288000000.0,21103000000.0,270000000.0,3946000000.0,53638000000.0,3727000000.0,157253000000.0,1131000000.0,683000000.0,,319000000.0,,,143392000000.0,4228000000.0,,,-670000000.0,,11859000000.0,949000000.0,,,,2123000000.0,,,,,,,,10288000000.0,-9895000000.0,1056000000.0,4168000000.0,-5542000000.0,2671000000.0,,3122000000.0,,,-14167000000.0,22725000000.0,1082000000.0,,,,949000000.0,8004000000.0,7606000000.0,,,143392000000.0,733000000.0,3026000000.0,13861000000.0,,2078000000.0,-2885000000.0,,,5926000000.0,,-88000000.0,,,7222000000.0,2671000000.0,2.02,,21103000000.0,2671000000.0,-430000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,-1282000000.0,,692000000.0,,,692000000.0,-2368000000.0,,,,,,,,,,3004000000.0,,,,304000000.0,,,,,,0.53,,-1623000000.0,,,,17824000000.0,53638000000.0,,,,,,,124000000.0,,-108000000.0,,,,260000000.0,,,8405000000.0,,10288000000.0,,1297000000.0,,,,,,,,-10511000000.0,,,,17689000000.0,230000000.0,-1448000000.0,,,153471000000.0,1208000000.0,692000000.0,,319000000.0,,,139402000000.0,10752000000.0,,,,,,996000000.0,0.53,,,-2765000000.0,,,,,,,,8405000000.0,2027000000.0,,,1980000000.0,,,,,,,,,,,,996000000.0,,7809000000.0,,,,667000000.0,2964000000.0,14069000000.0,,,-4211000000.0,,,5793000000.0,,-166000000.0,,,,,,1305000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,1072000000.0,,762000000.0,,,762000000.0,1559000000.0,,,,,,,,,,3036000000.0,,,,335000000.0,,,,,,0.59,,-1874000000.0,,,,18238000000.0,56312000000.0,,,,,,,61000000.0,,-105000000.0,,,,257000000.0,,,6689000000.0,,8405000000.0,,1283000000.0,,,,,,,,-6360000000.0,,,,16626000000.0,231000000.0,921000000.0,,,159043000000.0,1517000000.0,762000000.0,,541000000.0,,,144551000000.0,4453000000.0,,,,,,1097000000.0,0.59,,,-364000000.0,,,,,,,,6689000000.0,-4505000000.0,,,-2424000000.0,,,,,,,,,,,,1097000000.0,,7920000000.0,,,,613000000.0,3595000000.0,14492000000.0,,,-4702000000.0,,,6125000000.0,,-151000000.0,,,,,,1295000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,1690000000.0,,770000000.0,,,770000000.0,-5000000.0,,,,,,,,,,3082000000.0,,,,294000000.0,,,,,,0.59,,-659000000.0,,,,18596000000.0,55985000000.0,,,,,,,587000000.0,,-129000000.0,,,,257000000.0,,,6028000000.0,,6689000000.0,,1278000000.0,,,,,,,,-6737000000.0,,,,15592000000.0,239000000.0,1293000000.0,,,163963000000.0,505000000.0,770000000.0,,311000000.0,,,149128000000.0,6660000000.0,,,,,,1064000000.0,0.6,,,-190000000.0,,,,,,,,6028000000.0,-2344000000.0,,,-1391000000.0,,,,,,,,,,,,1064000000.0,,8325000000.0,,,,523000000.0,3655000000.0,14835000000.0,,,-3525000000.0,,,6180000000.0,,-397000000.0,,,,,,1297000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,26620000000.0,1058000000.0,,776000000.0,-12791000000.0,1298000000.0,763000000.0,6655000000.0,2462000000.0,20654000000.0,,,676000000.0,,,15323000000.0,,3184000000.0,8793000000.0,,,314000000.0,,175001000000.0,5841000000.0,,,,,-256000000.0,,257000000.0,-30174000000.0,20654000000.0,57067000000.0,,2.3,,,,,-96000000.0,192000000.0,-129000000.0,1284000000.0,,,257000000.0,3184000000.0,2538000000.0,5726000000.0,,6028000000.0,5726000000.0,,,4247000000.0,,,,,-7467000000.0,-6566000000.0,,,5726000000.0,19046000000.0,205000000.0,751000000.0,57067000000.0,4247000000.0,175001000000.0,234000000.0,763000000.0,,192000000.0,,,159678000000.0,4755000000.0,120000000.0,,-1021000000.0,,14663000000.0,1090000000.0,,,,-388000000.0,,,,,,,,5726000000.0,-7969000000.0,1247000000.0,3464000000.0,-5632000000.0,2987000000.0,,-4412000000.0,,,-16998000000.0,24961000000.0,905000000.0,,,,1090000000.0,1517000000.0,8793000000.0,,,159678000000.0,659000000.0,4038000000.0,15323000000.0,,-3707000000.0,-4560000000.0,,,6863000000.0,,-307000000.0,,,10288000000.0,3000000000.0,2.33,,19046000000.0,2987000000.0,-471000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,1972000000.0,,865000000.0,,,794000000.0,-322000000.0,,,,,,,,,,3156000000.0,,,,383000000.0,,,,,,0.61,,-905000000.0,,,,23738000000.0,61494000000.0,,,,,,,188000000.0,,-129000000.0,,,,256000000.0,,,4817000000.0,,5726000000.0,,1277000000.0,,,,,,,,-6063000000.0,,,,15855000000.0,203000000.0,1823000000.0,,,178096000000.0,216000000.0,794000000.0,,485000000.0,,,162363000000.0,2472000000.0,,,,,,1248000000.0,0.62,,,117000000.0,,,,,,163000000.0,,4817000000.0,-2555000000.0,,,1328000000.0,,,,,,,,,,,,1248000000.0,,8435000000.0,,,,710000000.0,3063000000.0,15733000000.0,,,-2094000000.0,,,6707000000.0,,-149000000.0,,,,,,1305000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,1604000000.0,,876000000.0,,,876000000.0,1110000000.0,,,,,,,,,,3149000000.0,,,,390000000.0,,,,,,0.68,,1261000000.0,,,,23624000000.0,57581000000.0,,,,,,,179000000.0,,-128000000.0,,,,254000000.0,,,6071000000.0,,4817000000.0,,1263000000.0,,,,,,,,-3853000000.0,,,,16706000000.0,210000000.0,1423000000.0,,,179185000000.0,289000000.0,876000000.0,,-205000000.0,,,164027000000.0,5899000000.0,,,,,,1266000000.0,0.69,,,-135000000.0,,,,,,17000000.0,,6071000000.0,-1453000000.0,,,-3299000000.0,,,,,,,,,,,,1266000000.0,,8309000000.0,,,,667000000.0,3352000000.0,15158000000.0,,,-2589000000.0,,,7048000000.0,,-181000000.0,,,,,,1288000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,3453000000.0,,879000000.0,,,879000000.0,-1668000000.0,,,,,,,,,,3123000000.0,,,,375000000.0,,,,,,0.69,,1553000000.0,,,,30630000000.0,58614000000.0,,,,,,,193000000.0,,-126000000.0,,,,251000000.0,,,7621000000.0,,6071000000.0,,1251000000.0,,,,,,,,-4820000000.0,,,,10506000000.0,216000000.0,3259000000.0,,,179273000000.0,898000000.0,879000000.0,,323000000.0,,,163433000000.0,4708000000.0,,,,,,1254000000.0,0.7,,,1285000000.0,,,,,,269000000.0,,7621000000.0,-232000000.0,,,90000000.0,,,,,,,,,,,,1254000000.0,,8322000000.0,,,,827000000.0,3427000000.0,15840000000.0,,,-676000000.0,,,6986000000.0,,-194000000.0,,,,,,1275000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,14197000000.0,2114000000.0,,896000000.0,-11610000000.0,1285000000.0,896000000.0,7056000000.0,2687000000.0,33061000000.0,,,758000000.0,,,16020000000.0,,3083000000.0,8196000000.0,,,287000000.0,,192638000000.0,6176000000.0,,,,,1800000000.0,,250000000.0,-18365000000.0,33061000000.0,57286000000.0,,2.68,,,,,198000000.0,258000000.0,-152000000.0,1259000000.0,,,250000000.0,3083000000.0,9143000000.0,9907000000.0,,7621000000.0,9907000000.0,,,4951000000.0,,,,,-6702000000.0,-3629000000.0,,,9907000000.0,14182000000.0,238000000.0,1898000000.0,57286000000.0,4951000000.0,192638000000.0,1205000000.0,896000000.0,,258000000.0,,,176618000000.0,1118000000.0,574000000.0,,-740000000.0,,13536000000.0,1183000000.0,,,,412000000.0,,,,,,125000000.0,,9907000000.0,-7370000000.0,1435000000.0,2608000000.0,-4821000000.0,3445000000.0,,3709000000.0,,,-9527000000.0,28248000000.0,867000000.0,,,,1183000000.0,8403000000.0,8196000000.0,,,176618000000.0,483000000.0,3694000000.0,16020000000.0,,1679000000.0,-4168000000.0,,,7507000000.0,,-216000000.0,,,6156000000.0,3516000000.0,2.74,,14182000000.0,3445000000.0,-535000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,1842000000.0,,946000000.0,,,946000000.0,-3282000000.0,,,,,,,,,,2989000000.0,,,,429000000.0,,,,,,0.75,,-625000000.0,,,,31240000000.0,59867000000.0,,,,,,,193000000.0,,-150000000.0,,,,249000000.0,,,9279000000.0,,9907000000.0,,1239000000.0,,,,,,,,-3281000000.0,,,,13393000000.0,219000000.0,1697000000.0,,,189572000000.0,535000000.0,946000000.0,,-115000000.0,,,173439000000.0,3103000000.0,,,,,,1375000000.0,0.76,,,-274000000.0,,,,,,283000000.0,,9279000000.0,815000000.0,,,1152000000.0,,,,,,,,,,,,1375000000.0,,8325000000.0,,,,694000000.0,3622000000.0,16133000000.0,,,-2937000000.0,,,7354000000.0,,-145000000.0,,,,,,1264000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,3843000000.0,,1013000000.0,,,1013000000.0,1896000000.0,,,,,,,,,,2965000000.0,,,,306000000.0,,,,,,0.81,,32000000.0,,,,29901000000.0,57988000000.0,,,,,,,188000000.0,,-149000000.0,,,,248000000.0,,,9280000000.0,,9279000000.0,,1231000000.0,,,,,,,,-4950000000.0,,,,13369000000.0,251000000.0,3667000000.0,,,195739000000.0,-535000000.0,1013000000.0,,304000000.0,,,178575000000.0,4045000000.0,,,,,,1319000000.0,0.82,,,2114000000.0,,,,,,-474000000.0,,9280000000.0,-5707000000.0,,,-4600000000.0,,,,,,,,,,,,1319000000.0,,8697000000.0,,,,1002000000.0,3871000000.0,17164000000.0,,,-4208000000.0,,,7751000000.0,,-176000000.0,,,,,,1254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,1965000000.0,,865000000.0,,,1030000000.0,892000000.0,,,,,,,,,,2217000000.0,,,,215000000.0,,,,,,0.82,,448000000.0,,,,29110000000.0,21590000000.0,,,,,,,62000000.0,,-198000000.0,,,,248000000.0,,,7623000000.0,,9280000000.0,,1229000000.0,,,,,,,,1412000000.0,,,,15014000000.0,238000000.0,1880000000.0,,,108824000000.0,0.0,1030000000.0,,-81000000.0,,,98922000000.0,-854000000.0,,,,,,1080000000.0,0.84,,,-543000000.0,,,,,,-6000000.0,,7623000000.0,-2409000000.0,,,-2922000000.0,,,,,,,,,,,,1080000000.0,,1353000000.0,,,,1422000000.0,3428000000.0,9902000000.0,,,-3672000000.0,,,5830000000.0,,-85000000.0,,,,,,1254000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,11340000000.0,395000000.0,,751000000.0,-17259000000.0,1258000000.0,745000000.0,6937000000.0,2898000000.0,30781000000.0,,,602000000.0,,,10549000000.0,,2230000000.0,1788000000.0,,,208000000.0,,113960000000.0,6443000000.0,,,,,-2626000000.0,,248000000.0,-11824000000.0,30781000000.0,21334000000.0,,2.97,,,,,159000000.0,-139000000.0,-100000000.0,1233000000.0,,,248000000.0,2230000000.0,8045000000.0,7126000000.0,,7623000000.0,7126000000.0,,,4248000000.0,,,,,-16031000000.0,-5005000000.0,,,7126000000.0,15633000000.0,249000000.0,193000000.0,21334000000.0,4248000000.0,113960000000.0,1377000000.0,745000000.0,,-139000000.0,,,103411000000.0,5046000000.0,-226000000.0,,-608000000.0,,13443000000.0,959000000.0,,,,-260000000.0,,,,,,-29000000.0,,7126000000.0,-9958000000.0,1027000000.0,1377000000.0,-9661000000.0,3734000000.0,,-2771000000.0,,,-14426000000.0,23347000000.0,920000000.0,,,,959000000.0,7437000000.0,1788000000.0,,,103411000000.0,-220000000.0,3571000000.0,10549000000.0,,1037000000.0,-3609000000.0,,,6188000000.0,,-202000000.0,,,9907000000.0,3221000000.0,3.03,,15633000000.0,3734000000.0,-597000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,2005000000.0,,876000000.0,,,873000000.0,-5164000000.0,,,,,,,,,,2220000000.0,,,,449000000.0,,,,,,0.69,,-1827000000.0,,,,30932000000.0,21267000000.0,,,,,,,161000000.0,,-149000000.0,,,,247000000.0,,,5393000000.0,,7126000000.0,,1232000000.0,,,,,,,,-4251000000.0,,,,15177000000.0,279000000.0,1882000000.0,,,110065000000.0,183000000.0,873000000.0,,-170000000.0,,,99460000000.0,4528000000.0,,,,,,1325000000.0,0.71,,,-40000000.0,,,,,,272000000.0,,5393000000.0,1332000000.0,,,996000000.0,,,,,,,,,,,,1325000000.0,,1629000000.0,,,,739000000.0,2762000000.0,10605000000.0,,,-3058000000.0,,,6053000000.0,,-123000000.0,,,,,,1258000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,2452000000.0,,972000000.0,,,945000000.0,5508000000.0,,,,,,,,,,2215000000.0,,,,470000000.0,,,,,,0.76,,1418000000.0,,,,36173000000.0,21509000000.0,,,,,,,159000000.0,,-150000000.0,,,,243000000.0,,,6798000000.0,,5393000000.0,,1217000000.0,,,,,,,,-4135000000.0,,,,15035000000.0,308000000.0,2311000000.0,,,117281000000.0,-457000000.0,945000000.0,,-98000000.0,,,106806000000.0,3766000000.0,,,,,,1442000000.0,0.78,,,609000000.0,,,,,,-81000000.0,,6798000000.0,-6542000000.0,,,-6306000000.0,,,,,,,,,,,,1442000000.0,,1349000000.0,,,,820000000.0,2947000000.0,10475000000.0,,,-6948000000.0,,,6542000000.0,,-141000000.0,,,,,,1242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,2292000000.0,,956000000.0,,,967000000.0,1821000000.0,,,,,,,,,,2261000000.0,,,,382000000.0,,,,,,0.79,,1152000000.0,,,,39407000000.0,21575000000.0,,,,,,,164000000.0,,-181000000.0,,,,241000000.0,,,7978000000.0,,6798000000.0,,1202000000.0,,,,,,,,-4244000000.0,,,,15220000000.0,324000000.0,2103000000.0,,,120931000000.0,-470000000.0,967000000.0,,-33000000.0,,,110175000000.0,4490000000.0,,,,,,1338000000.0,0.8,,,604000000.0,,,,,,-301000000.0,,7978000000.0,-2961000000.0,,,-3112000000.0,,,,,,,,,,,,1338000000.0,,1408000000.0,,,,858000000.0,3600000000.0,10756000000.0,,,-793000000.0,,,6435000000.0,,-189000000.0,,,,,,1227000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,19188000000.0,2256000000.0,,925000000.0,-15217000000.0,1238000000.0,922000000.0,4613000000.0,3414000000.0,42747000000.0,,,645000000.0,,,10511000000.0,,2448000000.0,1153000000.0,,,298000000.0,,127853000000.0,6778000000.0,,,,,-177000000.0,,240000000.0,-18457000000.0,42747000000.0,20990000000.0,,2.99,,,,,161000000.0,-520000000.0,-181000000.0,1212000000.0,,,240000000.0,2448000000.0,9005000000.0,7956000000.0,,7978000000.0,7956000000.0,,,5328000000.0,,,,,-16175000000.0,-5827000000.0,,,7956000000.0,15162000000.0,338000000.0,1943000000.0,20990000000.0,5328000000.0,127853000000.0,-139000000.0,922000000.0,,-520000000.0,,,117342000000.0,6404000000.0,-524000000.0,,-766000000.0,,11581000000.0,1223000000.0,,,,590000000.0,,,,,,-414000000.0,,7956000000.0,-7046000000.0,1599000000.0,-883000000.0,-7753000000.0,3707000000.0,,566000000.0,,,-14978000000.0,25900000000.0,1236000000.0,,,,1223000000.0,8239000000.0,1153000000.0,,,117342000000.0,997000000.0,874000000.0,10511000000.0,,1763000000.0,-4179000000.0,,,6870000000.0,,-313000000.0,,,7126000000.0,3729000000.0,3.06,,15162000000.0,3707000000.0,-661000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,2339000000.0,,1065000000.0,,,1057000000.0,-2660000000.0,,,,,,,,,,2502000000.0,,,,529000000.0,,,,,,0.87,,7000000.0,,,,43729000000.0,21638000000.0,,,,,,,164000000.0,,-180000000.0,,,,238000000.0,,,7979000000.0,,7956000000.0,,1187000000.0,,,,,,,,-4289000000.0,,,,15029000000.0,963000000.0,2339000000.0,,,126361000000.0,-465000000.0,1057000000.0,,-500000000.0,,,115866000000.0,3544000000.0,,,,,,1594000000.0,0.89,,,377000000.0,,,,,,-229000000.0,,7979000000.0,328000000.0,,,1070000000.0,,,,,,,,,,,,1594000000.0,,959000000.0,,,,970000000.0,2744000000.0,10495000000.0,,,-4642000000.0,,,6668000000.0,,,,,,,,1210000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
