date,annualLongTermDebt,annualCashDividendsPaid,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,quarterlyBasicEPS,trailingCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,quarterlyTotalAssets,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicEPS,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,quarterlyInventory,trailingTotalRevenue,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyInvestingCashFlow,annualNetPPE,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualBeginningCashPosition,annualInterestExpense,annualCurrentAssets,annualDilutedAverageShares,trailingInterestExpense,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,annualDilutedEPS,trailingRepurchaseOfCapitalStock,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingGrossProfit,trailingDeferredIncomeTax,annualTaxProvision,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,annualFreeCashFlow,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,annualInventory,quarterlyEbitda,trailingTaxProvision,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,annualChangeInInventory,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,trailingNetIncome,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
2007-09-30,,,,82600000.0,283600000.0,2394400000.0,,1.05,,4379300000.0,,,18324300000.0,,12312600000.0,2516900000.0,3177100000.0,1675400000.0,,,,,,,,,7811100000.0,,,55500000.0,,,,,453100000.0,3028800000.0,,453100000.0,783700000.0,,,539600000.0,539600000.0,215900000.0,453100000.0,435673077.0,,,,2386300000.0,,760800000.0,,,539600000.0,,,,-218000000.0,,,-241900000.0,,,,,1395900000.0,,213500000.0,100000.0,78600000.0,,1307800000.0,,334800000.0,12879600000.0,,,,,-12700000.0,,,,,,,,,,,,,,,568900000.0,-2228200000.0,,,,,,21700000.0,,,,457000000.0,1.04,,,,,1443500000.0,4996900000.0,1713600000.0,,,-17900000.0,,,,,,,,4996900000.0,,-8098300000.0,,,,,,,167500000.0,,7976000000.0,,,,,,,,16900000.0,,,896200000.0,,,,,682700000.0,-270100000.0,431523810.0,,,71400000.0,,23200000.0,-195300000.0,,,606900000.0,16074300000.0,,,,,,,6011700000.0,,5068500000.0,,4620600000.0,-232800000.0,567600000.0,,,,,,,,,,,,,,,,,,,
2007-12-31,4393900000.0,-932900000.0,,-66900000.0,542700000.0,2035100000.0,2560600000.0,,,4393900000.0,2317500000.0,-12900000.0,18439700000.0,1822900000.0,12343100000.0,2560600000.0,3296000000.0,1838700000.0,2942400000.0,58500000.0,,,5223700000.0,76900000.0,,,7803300000.0,8747800000.0,,56600000.0,,18439700000.0,-1426800000.0,806500000.0,456000000.0,2942400000.0,-898100000.0,456000000.0,792000000.0,4.13,,472700000.0,472700000.0,369700000.0,456000000.0,,472700000.0,,2616400000.0,2443800000.0,,793200000.0,,,472700000.0,4928600000.0,,121500000.0,-181700000.0,8094000000.0,348900000.0,-225200000.0,7803300000.0,,2428900000.0,,1097900000.0,1449300000.0,180100000.0,-8900000.0,83400000.0,,1306700000.0,,472800000.0,12731900000.0,3422900000.0,,-2813300000.0,2035100000.0,167400000.0,472700000.0,-791200000.0,,472700000.0,-35400000.0,360800000.0,264800000.0,6096600000.0,445696822.0,,,,,,402100000.0,-269600000.0,1306700000.0,,16243000000.0,1822900000.0,-8149000000.0,24400000.0,3105900000.0,-103000000.0,,539600000.0,,598300000.0,4.09,,,1462100000.0,-791200000.0,1449300000.0,111900000.0,1838700000.0,-10500000.0,,,536500000.0,,-989300000.0,,542700000.0,5223700000.0,,-8149000000.0,,402100000.0,12562100000.0,18266000000.0,1097900000.0,598300000.0,145400000.0,441380145.0,8094000000.0,138000000.0,5703900000.0,,12343100000.0,,1439600000.0,,21900000.0,,2443800000.0,849000000.0,,,,,668900000.0,-572100000.0,,,1822900000.0,64000000.0,-329500000.0,-36000000.0,-33700000.0,8747800000.0,-439300000.0,609700000.0,16243000000.0,,,,,3087500000.0,,6096600000.0,369700000.0,4928600000.0,12731900000.0,4758100000.0,-212500000.0,685300000.0,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,52000000.0,418400000.0,1992500000.0,,1.05,,4442600000.0,,,18912400000.0,,12659300000.0,2606800000.0,3357000000.0,1602100000.0,,,,,,,,,7844500000.0,,,50200000.0,,,,,440900000.0,3013500000.0,,440900000.0,798400000.0,,,524700000.0,524700000.0,398500000.0,440900000.0,423942308.0,,,,2612600000.0,,791600000.0,,,524700000.0,,,,-169600000.0,,,-223700000.0,,,,,1282400000.0,,199500000.0,,74700000.0,,1415500000.0,,223000000.0,12884600000.0,,,,,-36500000.0,,,,,,,,,,,,,,,509000000.0,-207900000.0,,,,,,23100000.0,,,,472700000.0,1.04,,,,,1455700000.0,5568200000.0,1737200000.0,,,44900000.0,,,,,,,,5568200000.0,,-8337200000.0,,,,,,,164600000.0,,8230300000.0,,,,,,,,9500000.0,,,863600000.0,,,,,664100000.0,-218800000.0,419904762.0,,,54200000.0,,8100000.0,-230900000.0,,,597700000.0,16567500000.0,,,,,,,6253100000.0,,5040100000.0,,4812700000.0,-221100000.0,444100000.0,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,21100000.0,350600000.0,1910500000.0,,1.0,,4995500000.0,,,19625500000.0,,13314500000.0,2599000000.0,3521700000.0,1763900000.0,,,,,,,,,8380600000.0,,,41300000.0,,,,,424400000.0,3097100000.0,,416700000.0,827300000.0,,,545800000.0,545800000.0,463600000.0,416700000.0,419900000.0,,,,2629800000.0,,834400000.0,,,545800000.0,,,,-266500000.0,,,-243800000.0,,,,,1348400000.0,,200700000.0,,72800000.0,,1989300000.0,,540300000.0,13595100000.0,,,,,-18000000.0,,,,,,,,,,,,,,,536400000.0,-229100000.0,,,,,,15700000.0,,,,524700000.0,0.99,,,,,1484500000.0,5603400000.0,1751600000.0,,,-2200000.0,,,,,,,,5603400000.0,,-8490700000.0,,,,,,,174600000.0,,8228100000.0,,,,,,,,19300000.0,,,850800000.0,,,,,650100000.0,-460500000.0,417700000.0,,,12800000.0,,42100000.0,38400000.0,,,584700000.0,16718800000.0,,,,,,,6311000000.0,,5214500000.0,,5006200000.0,-212500000.0,752800000.0,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,-21700000.0,357200000.0,1854500000.0,,1.0,,4369500000.0,,,18701200000.0,,12658400000.0,2478100000.0,3535000000.0,1684800000.0,,,,,,,,,7649300000.0,,,48000000.0,,,,,413100000.0,2907000000.0,,413100000.0,849000000.0,,,524100000.0,524100000.0,414300000.0,413100000.0,417272727.0,,,,2569800000.0,,853700000.0,,,524100000.0,,,,-199400000.0,,,-241900000.0,,,,,1870900000.0,,195300000.0,-100000.0,75500000.0,,1902700000.0,,422100000.0,13304800000.0,,,,,-27000000.0,,,,,,,,,,,,,,,470800000.0,-136200000.0,,,,,,1800000.0,,,,545800000.0,0.99,,,,,1463200000.0,4995000000.0,1742600000.0,,,36800000.0,,,,,,,,4995000000.0,,-8289400000.0,,,,,,,154500000.0,,7848700000.0,,,,,,,,-61100000.0,,,804800000.0,,,,,609500000.0,-443100000.0,413100000.0,,,36900000.0,,-34500000.0,12200000.0,,,548900000.0,16138100000.0,,,,,,,6042800000.0,,5655500000.0,,4998200000.0,-218800000.0,640900000.0,,,,,,,,,,,,,,,,,,,
2008-12-31,4882000000.0,-950000000.0,,-160400000.0,492000000.0,2969000000.0,2492000000.0,,,4882000000.0,2289000000.0,-9000000.0,18089000000.0,1690000000.0,12276000000.0,2492000000.0,3143300000.0,1755000000.0,2743000000.0,124000000.0,,,3878000000.0,17000000.0,,,9055000000.0,9465000000.0,,14200000.0,,18089000000.0,-1747000000.0,775000000.0,427300000.0,2743000000.0,-847000000.0,419300000.0,816300000.0,4.06,,364000000.0,364000000.0,193000000.0,419300000.0,,364000000.0,,2547000000.0,2493000000.0,,831300000.0,,,364000000.0,4752000000.0,,146000000.0,-211500000.0,7667000000.0,113000000.0,-240600000.0,9055000000.0,,2516000000.0,,1083000000.0,1422000000.0,179500000.0,-300000.0,81000000.0,,1866000000.0,,424600000.0,13807000000.0,3322000000.0,,-700000000.0,2969000000.0,30500000.0,364000000.0,-2386000000.0,,364000000.0,14000000.0,473000000.0,304000000.0,5813000000.0,418600000.0,,,,,,333000000.0,-126800000.0,1866000000.0,,15723000000.0,1690000000.0,-8056000000.0,83400000.0,3291000000.0,151000000.0,,524100000.0,,598000000.0,4.04,,,1454600000.0,-2386000000.0,1422000000.0,-109000000.0,1755000000.0,-65500000.0,,,618000000.0,,-906000000.0,,492000000.0,3878000000.0,,-8056000000.0,,333000000.0,13557000000.0,19415000000.0,1083000000.0,598000000.0,124300000.0,416700000.0,7667000000.0,-51000000.0,5858000000.0,,12276000000.0,,1610000000.0,,49300000.0,,2493000000.0,802800000.0,,,,,623300000.0,-624600000.0,,,1698000000.0,9100000.0,-335000000.0,135300000.0,-154700000.0,9465000000.0,-45000000.0,557700000.0,15723000000.0,,,,,3311000000.0,,5813000000.0,193000000.0,4752000000.0,13807000000.0,4597900000.0,-253600000.0,678200000.0,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,228000000.0,519000000.0,195000000.0,,0.98,,4875000000.0,,,17573000000.0,,12068000000.0,2385000000.0,3039000000.0,1520000000.0,,,,,,,350000000.0,,8980000000.0,,,0.0,,,,,431000000.0,2712000000.0,,407000000.0,749000000.0,,,592000000.0,592000000.0,345000000.0,407000000.0,415900000.0,,,,2187000000.0,,826000000.0,,,592000000.0,,,,-169000000.0,,,-240000000.0,,,,,1314000000.0,,177000000.0,,73000000.0,,920000000.0,,481000000.0,13760000000.0,,,,,-17000000.0,,,,,,,,,,,,,,,341000000.0,-291000000.0,,,,,,62000000.0,,,,364000000.0,0.98,,,,,1454000000.0,,1427000000.0,,,-12000000.0,,,,,,,,3575000000.0,,-8081000000.0,-10000000.0,,,,,,164000000.0,,7482000000.0,,,,,10000000.0,,,9000000.0,,,813000000.0,,,,,628000000.0,-295000000.0,415600000.0,,,,,-46000000.0,156000000.0,,,563000000.0,15563000000.0,-11000000.0,,,,,,5505000000.0,,4780000000.0,,4493000000.0,-211000000.0,692000000.0,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,-1000000.0,2421000000.0,2527000000.0,,0.97,,5490000000.0,,,18146000000.0,,12682000000.0,2331000000.0,3154000000.0,2000000000.0,,,,,,,369000000.0,,9063000000.0,,,44000000.0,,,,,386000000.0,2981000000.0,,430000000.0,923000000.0,,,591000000.0,591000000.0,360000000.0,403000000.0,415463918.0,,,,2058000000.0,,964000000.0,,,591000000.0,,,,-427000000.0,,,-248000000.0,,,,,373000000.0,,190000000.0,,71000000.0,,919000000.0,,812000000.0,13369000000.0,,,,,19000000.0,,,,,,,,,,,,,,,484000000.0,-19000000.0,,,,,,-43000000.0,,,,592000000.0,0.97,,,,,1573000000.0,,1512000000.0,,,-44000000.0,,,,,,,,4777000000.0,,-8523000000.0,-108000000.0,,,,,,158000000.0,,7808000000.0,,,,,18000000.0,,,-15000000.0,,,615000000.0,,,,,609000000.0,-594000000.0,415463918.0,,,,,-17000000.0,730000000.0,,,544000000.0,16331000000.0,-154000000.0,,,,,,5464000000.0,,4306000000.0,,4727000000.0,-185000000.0,997000000.0,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,159000000.0,460000000.0,191000000.0,,1.403424,,4442000000.0,,,18588000000.0,,12804000000.0,2449000000.0,3186000000.0,1974000000.0,,,,,,,368000000.0,,7777000000.0,,,0.0,,,,,571000000.0,3073000000.0,,582000000.0,852000000.0,,,750000000.0,750000000.0,340000000.0,582000000.0,416800000.0,,,,2014000000.0,,856000000.0,,,750000000.0,,,,-152000000.0,,,-249000000.0,,,,,1210000000.0,,196000000.0,0.0,67000000.0,,831000000.0,,624000000.0,13089000000.0,,,,,-10000000.0,,,,,,,,,,,,,,,571000000.0,-14000000.0,,,,,,12000000.0,,,,591000000.0,1.4,,,,,1727000000.0,,1668000000.0,,,-4000000.0,,,,,,,,5191000000.0,,-8732000000.0,-224000000.0,,,,,,240000000.0,,7926000000.0,,,,,35000000.0,,,-19000000.0,,,878000000.0,,,,,871000000.0,-480000000.0,415600000.0,,,,,45000000.0,102000000.0,,,811000000.0,16658000000.0,0.0,,,,,,5784000000.0,,5312000000.0,,4913000000.0,-167000000.0,791000000.0,,,,,,,,,,,,,,,,,,,
2009-12-31,4792000000.0,-986000000.0,,48000000.0,0.0,386000000.0,2566000000.0,,,4792000000.0,2576000000.0,0.0,19209000000.0,1884000000.0,13345000000.0,2566000000.0,3316000000.0,2064000000.0,3275000000.0,40000000.0,79000000.0,,5406000000.0,-2000000.0,355000000.0,,8596000000.0,10329000000.0,,0.0,,19209000000.0,-1788000000.0,783000000.0,638000000.0,3275000000.0,-1288000000.0,492000000.0,974000000.0,4.517986,,987000000.0,987000000.0,377000000.0,492000000.0,,798000000.0,,2825000000.0,2033000000.0,,949000000.0,,,798000000.0,4923000000.0,,164000000.0,-540000000.0,8033000000.0,,-249000000.0,8596000000.0,278000000.0,3481000000.0,,610000000.0,1920000000.0,220000000.0,0.0,64000000.0,,1075000000.0,,716000000.0,13519000000.0,2851000000.0,355000000.0,-353000000.0,386000000.0,-18000000.0,987000000.0,-1833000000.0,,987000000.0,-47000000.0,364000000.0,275000000.0,5864000000.0,416814159.0,,,,,-20000000.0,142000000.0,-29000000.0,1075000000.0,,16934000000.0,1884000000.0,-8901000000.0,9000000.0,3498000000.0,141000000.0,-590000000.0,750000000.0,,598000000.0,4.517986,,,1666000000.0,-1833000000.0,1920000000.0,434000000.0,2064000000.0,13000000.0,,,746000000.0,,-848000000.0,,0.0,5406000000.0,,-8901000000.0,-248000000.0,142000000.0,12695000000.0,19115000000.0,610000000.0,598000000.0,184000000.0,415700000.0,8033000000.0,-26000000.0,6420000000.0,86000000.0,13345000000.0,23000000.0,2633000000.0,,23000000.0,,2033000000.0,942000000.0,,,,-458000000.0,717000000.0,-419000000.0,,,1830000000.0,,1105000000.0,159000000.0,117000000.0,10329000000.0,523000000.0,658000000.0,16934000000.0,-293000000.0,,,79000000.0,3595000000.0,,5864000000.0,377000000.0,4923000000.0,13519000000.0,4982000000.0,-285000000.0,1001000000.0,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,-129000000.0,2260000000.0,3676000000.0,,0.925524,,4387000000.0,,,18997000000.0,,13278000000.0,2557000000.0,3188000000.0,1839000000.0,,,,,,,398000000.0,,9115000000.0,,,0.0,,,,,411000000.0,3277000000.0,,384000000.0,881000000.0,,,669000000.0,669000000.0,610000000.0,384000000.0,417391304.0,,,,2104000000.0,,982000000.0,,,669000000.0,,,,-119000000.0,,,250000000.0,,,,,1001000000.0,,193000000.0,,61000000.0,,1037000000.0,,280000000.0,14371000000.0,,,,,-667000000.0,,,,,,,,,,,,,,,389000000.0,-154000000.0,,,,,,71000000.0,,,,798000000.0,0.92,,,,,1647000000.0,,1995000000.0,,,65000000.0,,,,,,,,4626000000.0,,-8984000000.0,-14000000.0,,,,,,241000000.0,,7958000000.0,,,,,4000000.0,,,271000000.0,,,863000000.0,,,,,665000000.0,-417000000.0,414900000.0,,,,,86000000.0,-157000000.0,,,609000000.0,16942000000.0,0.0,,,,,,5719000000.0,,5256000000.0,,4835000000.0,-184000000.0,464000000.0,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,-84000000.0,2244000000.0,2476000000.0,,1.2,,4442000000.0,,,18713000000.0,,13092000000.0,2390000000.0,3213000000.0,1903000000.0,,,,,,,394000000.0,,7970000000.0,,,47000000.0,,,,,523000000.0,3212000000.0,,498000000.0,929000000.0,,,585000000.0,585000000.0,336000000.0,498000000.0,415600000.0,,,,2233000000.0,,933000000.0,,,585000000.0,,,,408000000.0,,,275000000.0,,,,,1157000000.0,,209000000.0,,60000000.0,,1021000000.0,,408000000.0,13426000000.0,,,,,1054000000.0,,,,,,,,,,,,,,,413000000.0,-359000000.0,,,,,,-52000000.0,,,,669000000.0,1.2,,,,,1644000000.0,,2055000000.0,,,587000000.0,,,,,,,,5287000000.0,,-9015000000.0,126000000.0,,,,,,181000000.0,,7856000000.0,,,,,24000000.0,,,378000000.0,,,926000000.0,,,,,711000000.0,1329000000.0,415000000.0,,,,,-95000000.0,-32000000.0,,,657000000.0,16871000000.0,0.0,,,,,,5621000000.0,,5456000000.0,,4857000000.0,-179000000.0,587000000.0,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,-52000000.0,330000000.0,227000000.0,,1.14,,4710000000.0,,,19486000000.0,,13394000000.0,2413000000.0,3365000000.0,1975000000.0,,,,,,,402000000.0,,8393000000.0,,,0.0,,,,,449000000.0,3348000000.0,,469000000.0,909000000.0,,,533000000.0,533000000.0,615000000.0,469000000.0,412600000.0,,,,2402000000.0,,916000000.0,,,533000000.0,,,,-223000000.0,,,-271000000.0,,,,,731000000.0,,205000000.0,,59000000.0,,1064000000.0,,497000000.0,13552000000.0,,,,,-23000000.0,,,,,,,,,,,,,,,526000000.0,-222000000.0,,,,,,10000000.0,,,,585000000.0,1.14,,,,,1614000000.0,,2123000000.0,,,128000000.0,,,,,,,,5660000000.0,,-9418000000.0,-436000000.0,,,,,,195000000.0,,8188000000.0,,,,,13000000.0,,,1395000000.0,,,703000000.0,,,,,698000000.0,-594000000.0,412600000.0,,,,,29000000.0,14000000.0,,,644000000.0,17606000000.0,0.0,,,,,,6092000000.0,,5159000000.0,,4979000000.0,-248000000.0,745000000.0,,,,,,,,,,,,,,,,,,,
2010-12-31,4723000000.0,-1066000000.0,,343000000.0,506000000.0,224000000.0,2472000000.0,,,5120000000.0,2550000000.0,,19864000000.0,1843000000.0,13536000000.0,2472000000.0,3430000000.0,1909000000.0,3403000000.0,48000000.0,104000000.0,,6202000000.0,71000000.0,374000000.0,,8324000000.0,11086000000.0,,0.0,,19864000000.0,-1859000000.0,813000000.0,520000000.0,3403000000.0,-781000000.0,492000000.0,954000000.0,4.45,,876000000.0,876000000.0,629000000.0,492000000.0,,876000000.0,,2773000000.0,2373000000.0,,946000000.0,,287000000.0,876000000.0,5735000000.0,287000000.0,0.0,-269000000.0,8356000000.0,,-270000000.0,7927000000.0,263000000.0,2744000000.0,,344000000.0,2206000000.0,206000000.0,,63000000.0,,723000000.0,,595000000.0,13662000000.0,2793000000.0,374000000.0,-857000000.0,2663000000.0,1000000.0,876000000.0,-1466000000.0,,876000000.0,126000000.0,798000000.0,243000000.0,6328000000.0,414157303.0,,,,,45000000.0,202000000.0,-122000000.0,723000000.0,,17877000000.0,1843000000.0,-9521000000.0,19000000.0,3673000000.0,-12000000.0,-534000000.0,533000000.0,,598000000.0,4.45,,,1645000000.0,-1466000000.0,2206000000.0,78000000.0,1909000000.0,-54000000.0,,,788000000.0,,-964000000.0,,2788000000.0,5917000000.0,,-9521000000.0,-210000000.0,607000000.0,13196000000.0,19746000000.0,741000000.0,598000000.0,171000000.0,414157303.0,8356000000.0,-48000000.0,6550000000.0,52000000.0,13536000000.0,11000000.0,1780000000.0,,-1421000000.0,,2373000000.0,909000000.0,,,,0.0,699000000.0,-353000000.0,,,1943000000.0,,24000000.0,-32000000.0,199000000.0,11086000000.0,-341000000.0,640000000.0,17877000000.0,0.0,,,104000000.0,3777000000.0,,6328000000.0,629000000.0,5338000000.0,13662000000.0,5075000000.0,-353000000.0,948000000.0,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,-291000000.0,2878000000.0,2532000000.0,,0.86,,5806000000.0,,,19992000000.0,,13692000000.0,2696000000.0,3566000000.0,1887000000.0,,,,,,,413000000.0,,8879000000.0,,,0.0,,,,,372000000.0,3426000000.0,,350000000.0,921000000.0,,,585000000.0,585000000.0,431000000.0,350000000.0,406976744.0,,,,2400000000.0,,919000000.0,,,585000000.0,,,,-218000000.0,,,-269000000.0,,,,,319000000.0,,243000000.0,-43000000.0,64000000.0,,1047000000.0,,16000000.0,14271000000.0,,,,,9000000.0,,,,,,,,,,,,,,,619000000.0,-826000000.0,,,,,,5000000.0,,,,876000000.0,0.86,,,,,1463000000.0,,2195000000.0,,,54000000.0,,,,,,,,5721000000.0,,-9822000000.0,-7000000.0,,,,,,152000000.0,,8413000000.0,,,,,12000000.0,,,368000000.0,,,548000000.0,,,,,544000000.0,-332000000.0,406976744.0,,,,,45000000.0,-151000000.0,,,484000000.0,18235000000.0,,,,,,,6300000000.0,,5392000000.0,,5029000000.0,-234000000.0,250000000.0,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,323000000.0,2822000000.0,2470000000.0,,1.03,,5424000000.0,,,20480000000.0,,13758000000.0,2537000000.0,3702000000.0,1984000000.0,,,,,,,420000000.0,,8435000000.0,,,0.0,,,,,432000000.0,3486000000.0,,408000000.0,940000000.0,,,908000000.0,908000000.0,526000000.0,408000000.0,396116505.0,,,,2521000000.0,,932000000.0,,,908000000.0,,,,-214000000.0,,,-280000000.0,,,,,1008000000.0,,287000000.0,-35000000.0,71000000.0,,1045000000.0,,570000000.0,14623000000.0,,,,,4000000.0,,,,,,,,,,,,,,,756000000.0,-407000000.0,,,,,,4000000.0,,,,585000000.0,1.03,,,,,1557000000.0,,2358000000.0,,,18000000.0,,,,,,,,5857000000.0,,-10171000000.0,-6000000.0,,,,,,173000000.0,,8414000000.0,,,,,19000000.0,,,-386000000.0,,,629000000.0,,,,,625000000.0,-261000000.0,396116505.0,,,,,91000000.0,89000000.0,,,558000000.0,18585000000.0,,,,,,,6722000000.0,,6188000000.0,,5259000000.0,-201000000.0,771000000.0,,,,,,,,,,,,,,,,,,,
2011-09-30,,,,324000000.0,2796000000.0,2388000000.0,,1.09,,5422000000.0,,,19630000000.0,,13091000000.0,2434000000.0,3794000000.0,1978000000.0,,,,,,,372000000.0,,8351000000.0,,,0.0,,,,,458000000.0,3321000000.0,,432000000.0,943000000.0,,,1232000000.0,1232000000.0,493000000.0,432000000.0,396330275.0,,,,2421000000.0,,926000000.0,,,1232000000.0,,,,37000000.0,,,-275000000.0,,,,,758000000.0,,291000000.0,-44000000.0,70000000.0,,957000000.0,,529000000.0,14167000000.0,,,,,-21000000.0,,,,,,,,,,,,,,,452000000.0,-53000000.0,,,,,,12000000.0,,,,908000000.0,1.09,,,,,1588000000.0,,2262000000.0,,,267000000.0,,,,,,,,5463000000.0,,-10146000000.0,-7000000.0,,,,,,174000000.0,,8047000000.0,,,,,6000000.0,,,0.0,,,667000000.0,,,,,662000000.0,-438000000.0,396330275.0,,,,,64000000.0,-93000000.0,,,597000000.0,18193000000.0,,,,,,,6539000000.0,,5816000000.0,,5382000000.0,-221000000.0,750000000.0,,,,,,,,,,,,,,,,,,,
