date,annualLongTermDebt,annualCashDividendsPaid,trailingPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,quarterlyBasicEPS,trailingCashDividendsPaid,quarterlyLongTermDebt,annualPretaxIncome,annualPurchaseOfInvestment,quarterlyTotalAssets,annualNetIncome,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualGoodwill,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingSaleOfInvestment,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyGoodwill,annualInvestingCashFlow,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicEPS,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,annualEndCashPosition,trailingOperatingIncome,annualOperatingIncome,quarterlyInventory,trailingTotalRevenue,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,annualCurrentLiabilities,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyInvestingCashFlow,annualNetPPE,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingEndCashPosition,quarterlyCurrentDebt,annualAccountsPayable,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualBeginningCashPosition,annualInterestExpense,annualCurrentAssets,annualDilutedAverageShares,trailingInterestExpense,trailingCapitalExpenditure,trailingBeginningCashPosition,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,annualAccumulatedDepreciation,quarterlySaleOfInvestment,annualSellingGeneralAndAdministration,annualDeferredIncomeTax,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyDilutedEPS,quarterlyCapitalStock,annualDilutedEPS,trailingRepurchaseOfCapitalStock,trailingRepaymentOfDebt,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,trailingGrossProfit,trailingDeferredIncomeTax,annualTaxProvision,trailingNetIncomeCommonStockholders,annualCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,trailingCostOfRevenue,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,annualCurrentDebt,annualCapitalStock,quarterlyTaxProvision,annualBasicAverageShares,quarterlyNetPPE,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,annualFreeCashFlow,annualResearchAndDevelopment,quarterlyOtherNonCashItems,trailingDepreciationAndAmortization,annualInventory,quarterlyEbitda,trailingTaxProvision,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,annualChangeInInventory,quarterlyPretaxIncome,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,trailingNetIncome,quarterlyIncomeTaxPayable,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangesInAccountReceivables,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1986-03-31,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,73200000.0,,,,,,,,,,,366328000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037200000.0,,,,,1037200000.0,,366328000.0,,,,,,,,,,,,,,,,,,,,,1037200000.0,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,68800000.0,,,,,,,,,,,367168000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087700000.0,,,,,1087700000.0,,367168000.0,,,,,,,,,,,,,,,,,,,,,1087700000.0,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,63000000.0,,,,,,,,,,,367168000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065000000.0,,,,,1065000000.0,,367168000.0,,,,,,,,,,,,,,,,,,,,,1065000000.0,,,,,,,,,,,,,,,,,,,,,
1986-12-31,426300000.0,,,,670800000.0,76500000.0,,,,426300000.0,455900000.0,,3676000000.0,269400000.0,2643100000.0,,,,,,,,1919900000.0,,,,951300000.0,1857700000.0,,,,3676000000.0,,,64300000.0,,0.0,,,0.74,,46400000.0,46400000.0,448500000.0,,,0.0,,485000000.0,531300000.0,,,,,,804800000.0,,47900000.0,,2263000000.0,,,951300000.0,,0.0,,134000000.0,,,,,,380100000.0,,,1756100000.0,654300000.0,,,76500000.0,,46400000.0,,,46400000.0,,0.0,62800000.0,1032900000.0,364054054.0,,,,,,0.0,,380100000.0,,3504200000.0,269400000.0,-1241200000.0,,939700000.0,,,,,,0.74,,,,,,,,,,,186500000.0,,,,670800000.0,1919900000.0,,-1241200000.0,,0.0,2709100000.0,4303100000.0,134000000.0,,,364054054.0,2263000000.0,,1594000000.0,,2643100000.0,,0.0,,,,531300000.0,-2704900000.0,,,,,-2704900000.0,,,,269400000.0,,,,,1857700000.0,,,3504200000.0,,,,,1109000000.0,,1032900000.0,448500000.0,804800000.0,1756100000.0,1113200000.0,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,75100000.0,,,,,,,,,,,367640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183200000.0,,,,,1183200000.0,,367640000.0,,,,,,,,,,,,,,,,,,,,,1183200000.0,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,83800000.0,,,,,,,,,,,367640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224400000.0,,,,,1224400000.0,,367640000.0,,,,,,,,,,,,,,,,,,,,,1224400000.0,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,84100000.0,,,,,,,,,,,344484000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223200000.0,,,,,1223200000.0,,344484000.0,,,,,,,,,,,,,,,,,,,,,1223200000.0,,,,,,,,,,,,,,,,,,,,,
1987-12-31,686900000.0,,,,746100000.0,82600000.0,,,,686900000.0,555700000.0,,3885700000.0,325200000.0,2750700000.0,,,,,,,,1571900000.0,,,,1317700000.0,1451400000.0,,,,3885700000.0,,,82200000.0,,0.0,,,0.94,,89700000.0,89700000.0,548200000.0,,,0.0,,586100000.0,525400000.0,,,,,,996100000.0,,48900000.0,,2336800000.0,,,1317700000.0,,0.0,,250000000.0,,,,,,413900000.0,,,2313800000.0,772100000.0,,,82600000.0,,89700000.0,,,89700000.0,,0.0,65600000.0,1135000000.0,345957447.0,,,,,,0.0,,413900000.0,,3768000000.0,325200000.0,-1431200000.0,,1232700000.0,,,,,,0.94,,,,,,,,,,,230500000.0,,,,746100000.0,1571900000.0,,-1431200000.0,,0.0,2879900000.0,4884700000.0,250000000.0,,,345957447.0,2336800000.0,,2004800000.0,,2750700000.0,,0.0,,,,525400000.0,-3044700000.0,,,,,-3044700000.0,,,,325200000.0,,,,,1451400000.0,,,3768000000.0,,,,,1418700000.0,,1135000000.0,548200000.0,996100000.0,2313800000.0,1253900000.0,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,93300000.0,,,,,,,,,,,320696000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294000000.0,,,,,1294000000.0,,320696000.0,,,,,,,,,,,,,,,,,,,,,1294000000.0,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,100100000.0,,,,,,,,,,,320696000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340700000.0,,,,,1340700000.0,,320696000.0,,,,,,,,,,,,,,,,,,,,,1340700000.0,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,90500000.0,,,,,,,,,,,321732000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367700000.0,,,,,1367700000.0,,321732000.0,,,,,,,,,,,,,,,,,,,,,1367700000.0,,,,,,,,,,,,,,,,,,,,,
