,trailingCashDividendsPaid,annualNetIncome,annualNonCurrentDeferredRevenue,trailingPretaxIncome,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,annualRetainedEarnings,quarterlyLongTermDebt,trailingInvestingCashFlow,annualBasicEPS,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualGoodwill,annualCashDividendsPaid,annualPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,annualBasicAverageShares,trailingChangeInWorkingCapital,quarterlyInterestExpense,annualOtherNonCashItems,trailingDepreciationAndAmortization,annualDepreciationAndAmortization,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingCommonStockIssuance,quarterlyGoodwill,trailingStockBasedCompensation,quarterlyNetIncome,trailingTotalRevenue,quarterlyDilutedAverageShares,annualLongTermDebt,annualTotalAssets,annualStockholdersEquity,annualEndCashPosition,annualTaxProvision,trailingEndCashPosition,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashFlowFromContinuingFinancingActivities,annualCurrentLiabilities,quarterlyCashAndCashEquivalents,quarterlyBasicEPS,quarterlyCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyBasicAverageShares,trailingChangeInAccountPayable,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,quarterlyCashDividendsPaid,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyInvestingCashFlow,trailingOperatingIncome,quarterlyNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualNetPPE,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualNetOtherInvestingChanges,annualDilutedEPS,annualDilutedAverageShares,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,quarterlyOtherCurrentAssets,annualBeginningCashPosition,annualCurrentAssets,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualGrossPPE,annualNetIncomeCommonStockholders,quarterlyDilutedEPS,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,annualOtherNonCurrentLiabilities,annualInterestExpense,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyStockholdersEquity,annualTotalNonCurrentAssets,annualCapitalExpenditure,annualRepaymentOfDebt,trailingNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualCurrentDeferredRevenue,trailingTaxProvision,annualOtherCurrentAssets,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,trailingGrossProfit,annualCostOfRevenue,quarterlyEbitda,annualTotalRevenue,annualCapitalStock,annualPurchaseOfBusiness,annualStockBasedCompensation,annualNetOtherFinancingCharges,annualFreeCashFlow,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossProfit,annualAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,quarterlyGrossPPE,trailingFreeCashFlow,trailingOperatingExpense,quarterlyOperatingIncome,quarterlyNetPPE,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyPretaxIncome,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingNetIncome,quarterlyPurchaseOfBusiness,trailingChangeInInventory,annualIncomeTaxPayable,annualInventory,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyResearchAndDevelopment,annualSaleOfInvestment,quarterlyCurrentDebt,trailingCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingBasicAverageShares,quarterlyPurchaseOfInvestment,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlySaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,annualCurrentDebt,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualInvestmentsAndAdvances
1490918400,,,,,47735000.0,0.0,,7806000.0,,3606973000.0,,,27018000.0,20487000.0,4612000.0,9065388000.0,9449452000.0,,,,3735275000.0,61684000.0,,,44636000.0,,,,,46692000.0,,,,,11348000.0,,57784240.0,,,,,,,-7160000.0,2680000.0,,,,,368298000.0,0.19,80567000.0,,57506195.0,,,368298000.0,,,,-94109000.0,,64364000.0,,368298000.0,,11348000.0,,0.0,,-526000.0,3887415000.0,,119191000.0,,,,45768000.0,,,,,,,0.0,,,,,,,0.19,4891000.0,,,,4829000.0,-5249000.0,0.0,163412000.0,360492000.0,,,1322873000.0,,,,,,,,,295000.0,,-16750000.0,,1238000.0,,,,1894000.0,188000.0,-2448379000.0,,,154250000.0,,,,,,,469000.0,,80567000.0,,-40692000.0,,,,-111385000.0,,,,,,,183899000.0,119191000.0,11467999000.0,,,99048000.0,9019620000.0,,384064000.0,47930000.0,,152140000.0,,1238000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,47513000.0,0.0,,8544000.0,,3601214000.0,,,17580000.0,20642000.0,4166000.0,9002996000.0,9392823000.0,,,,3737474000.0,60227000.0,,,44818000.0,,,,,43875000.0,,,,,10680000.0,,57854088.0,,,,,,,-11937000.0,2661000.0,,,,,376842000.0,0.18,88747000.0,,57687558.0,,,376842000.0,,,,-94110000.0,,62888000.0,,376842000.0,,10680000.0,,0.0,,-498000.0,3885479000.0,,111527000.0,,,,45374000.0,,,,,,,0.0,,,,,,,0.18,446000.0,,,,8829000.0,4001000.0,0.0,163814000.0,368298000.0,,,1312776000.0,,,,,,,,,-680000.0,,-8375000.0,,1177000.0,,,,5226000.0,362000.0,-2481639000.0,,,150097000.0,,,,,,,-10099000.0,,88747000.0,,-56914000.0,,,,-102983000.0,,,,,,,184456000.0,111527000.0,11439261000.0,,,100926000.0,8957622000.0,,389827000.0,45052000.0,,148005000.0,,1177000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,47291000.0,0.0,,761959000.0,,3940803000.0,,,27393000.0,18983000.0,6104000.0,8956629000.0,10110424000.0,,,,4103289000.0,68662000.0,,,45544000.0,,,,,43700000.0,,,,,11025000.0,,60755186.0,,,,,,,-3019000.0,2882000.0,,,,,1138801000.0,0.18,115195000.0,,60614664.0,,,1138801000.0,,,,-95994000.0,,71544000.0,,1138801000.0,,11025000.0,,0.0,,-21494000.0,4270077000.0,,133137000.0,,,,44981000.0,,,,,,,0.0,,,,,,,0.18,-1938000.0,,,,12281000.0,3448000.0,0.0,163815000.0,376842000.0,,,1622813000.0,,,,,,,,,-308000.0,,-8375000.0,,1488000.0,,,,4431000.0,393000.0,-2547524000.0,,,159394000.0,,,,,,,12629000.0,,115195000.0,,-73893000.0,,,,628822000.0,,,,,404685000.0,,182798000.0,133137000.0,11459172000.0,,,92271000.0,8911648000.0,,1153795000.0,45188000.0,,166788000.0,,1488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,41775000.0,127640000.0,,47069000.0,0.0,6385000.0,-879079000.0,-94948000.0,3934628000.0,,0.67,22565000.0,28142000.0,6385000.0,10066526000.0,10351120000.0,,-385435000.0,170896000.0,4109337000.0,69882000.0,61733136.0,,49177000.0,16220000.0,,260455000.0,404797000.0,31723000.0,-462988000.0,,,,8722000.0,,71124112.0,3934628000.0,10351120000.0,1624650000.0,259722000.0,4906000.0,,-31517000.0,3966000.0,,,,174044000.0,259722000.0,0.12,127640000.0,22565000.0,70975569.0,,482578000.0,259722000.0,10240000.0,4109337000.0,,-101222000.0,158000.0,73848000.0,,259722000.0,404685000.0,8722000.0,,-462988000.0,,-217000.0,4283381000.0,615526000.0,-344265000.0,3108000.0,259722000.0,10021938000.0,44588000.0,44588000.0,,0.66,61916546.0,259722000.0,,0.0,360492000.0,284594000.0,-100770000.0,,12655847000.0,41775000.0,0.12,-281000.0,4906000.0,47069000.0,184175000.0,10240000.0,-2042000.0,0.0,186400000.0,1138801000.0,,12189000.0,1624650000.0,10066526000.0,-462988000.0,-466875000.0,,0.0,,,-53633000.0,3108000.0,-462500000.0,-433375000.0,-120360000.0,1003000.0,127640000.0,,0.0,4669000.0,393000.0,-2633909000.0,,88254000.0,151785000.0,765695000.0,0.0,,1336000.0,-22735000.0,19590000.0,-4036000.0,4283381000.0,127640000.0,,-94948000.0,,272644000.0,-1037000.0,-534814000.0,677441000.0,-2633909000.0,,165990000.0,0.0,,214542000.0,118723000.0,12655847000.0,,,112552000.0,10021938000.0,,284594000.0,32726000.0,3118000.0,174044000.0,,1003000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,46847000.0,,,20395000.0,,3925203000.0,,,30515000.0,28360000.0,2337000.0,9993604000.0,10309994000.0,,,,4101758000.0,68991000.0,,,49230000.0,,,,,58169000.0,,,,,15830000.0,,71130920.0,,,,,,,-6982000.0,3908000.0,,,,,280117000.0,0.22,129708000.0,,70970141.0,,,280117000.0,,,,-111733000.0,,72899000.0,,280117000.0,,15830000.0,,-177000.0,,-4544000.0,4277448000.0,,145047000.0,,,,44194000.0,,,,,,,,,,,,,,0.22,4048000.0,,,,4596000.0,-5241000.0,0.0,187479000.0,259722000.0,,,1615271000.0,,,,,,,,,7466000.0,,-8375000.0,,1231000.0,,,,4670000.0,384000.0,,,,177621000.0,,,,,,,6504000.0,,129708000.0,,-108895000.0,,,,-124652000.0,,,,,,-177000.0,215839000.0,145224000.0,,,,114580000.0,9949410000.0,,316390000.0,59400000.0,,175690000.0,,1231000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,46625000.0,,,9792000.0,,3923224000.0,,,25119000.0,32907000.0,4197000.0,9924459000.0,10270065000.0,,,,4117795000.0,67474000.0,,,49276000.0,,,,,48059000.0,,,,,13146000.0,,71184996.0,,,,,,,-19934000.0,2755000.0,,,,,289909000.0,0.18,147946000.0,,70993091.0,,,289909000.0,,,,-111733000.0,,70229000.0,,289909000.0,,13146000.0,,-13000.0,,-12946000.0,4295762000.0,,139096000.0,,,,43801000.0,,,,,,,,,,,,,,0.18,-1860000.0,,,,9758000.0,5157000.0,0.0,187483000.0,280117000.0,,,1599986000.0,,,,,,,,,9141000.0,,-4625000.0,,1263000.0,,,,8185000.0,556000.0,,,,166072000.0,,,,,,,-2744000.0,,147946000.0,,-126241000.0,,,,-129304000.0,,,,,,-13000.0,220390000.0,139109000.0,,,,117254000.0,,,345606000.0,49322000.0,,177967000.0,,1263000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,46403000.0,,,-240409000.0,,4684717000.0,,,32395000.0,72499000.0,12447000.0,10905878000.0,11024220000.0,,,,4888845000.0,66578000.0,,,58743000.0,,,,,69923000.0,,,17915000.0,,19484000.0,,71201791.0,,,,,,,-5953000.0,3422000.0,,,,,49500000.0,0.27,157725000.0,,71005052.0,,,49500000.0,,,,-114399000.0,,70000000.0,,49500000.0,,19484000.0,252107000.0,-1035139000.0,,0.0,5109017000.0,,148149000.0,,,,43407000.0,,,,,,,,,,,,,,0.27,-1661000.0,,,,39588000.0,-8938000.0,0.0,209722000.0,289909000.0,,,1584436000.0,,,,,,,,,10404000.0,,,,5266000.0,,,,13343000.0,576000.0,,,,200510000.0,,,,,,,-2530000.0,,157725000.0,,-137781000.0,,,,645976000.0,,,,,,-605000.0,282221000.0,148754000.0,,,,139722000.0,789039000.0,,118342000.0,75189000.0,,220172000.0,,354000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,67065000.0,163977000.0,,46181000.0,,14990000.0,10317000.0,-150908000.0,4666949000.0,,0.94,26096000.0,73818000.0,14990000.0,10838663000.0,10951307000.0,17915000.0,-454260000.0,255537000.0,4877107000.0,69988000.0,70997589.0,,58283000.0,34745000.0,,273031000.0,505651000.0,68551000.0,-1036112000.0,,17915000.0,,18605000.0,,71211797.0,4666949000.0,10951307000.0,1565971000.0,59817000.0,10835000.0,,-4214000.0,6093000.0,,,,228694000.0,59817000.0,0.26,163977000.0,26096000.0,71008881.0,,580207000.0,59817000.0,49602000.0,4877107000.0,,-116395000.0,-4532000.0,76081000.0,251214000.0,59817000.0,0.0,18605000.0,251214000.0,-783000.0,,0.0,5105801000.0,744100000.0,146337000.0,4208000.0,59817000.0,784295000.0,43014000.0,43014000.0,,0.94,71185674.0,59817000.0,,,259722000.0,112644000.0,-199905000.0,,,67065000.0,0.26,-2543000.0,5090000.0,46181000.0,215532000.0,49602000.0,4490000.0,0.0,210176000.0,49500000.0,,16178000.0,1565971000.0,10838663000.0,-1578000.0,0.0,,,,,-37083000.0,4208000.0,,,256000000.0,3075000.0,163977000.0,,,8547000.0,577000.0,,,207584000.0,199897000.0,1002444000.0,0.0,-1034534000.0,2093000.0,-17490000.0,578629000.0,-4425000.0,5105801000.0,163977000.0,,-150908000.0,,289209000.0,-3195000.0,-136020000.0,794860000.0,,,244702000.0,0.0,-783000.0,283994000.0,147120000.0,,,,134095000.0,784295000.0,,112644000.0,71626000.0,-2016000.0,228694000.0,,2242000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,335461000.0,,,14233000.0,,4939702000.0,,,38768000.0,50849000.0,9872000.0,12206605000.0,12326685000.0,,,,5347953000.0,75009000.0,,,63948000.0,,,,,66364000.0,,,17915000.0,,19955000.0,,84303041.0,,,,,,,-10042000.0,4237000.0,,,,,74050000.0,0.24,72790000.0,,84043706.0,,,74050000.0,,,,-119055000.0,,79246000.0,,74050000.0,,19955000.0,250321000.0,-12000.0,,-33430000.0,5609768000.0,,-439545000.0,,,,584816000.0,,,,,,,,,,,,,,0.24,-2524000.0,,,,48701000.0,-319000.0,0.0,220415000.0,59817000.0,,,2037582000.0,,,,,,,,,54000.0,,-715575000.0,,2661000.0,,,,-593957000.0,565000.0,-17341000.0,,,207982000.0,,,,,,,10056000.0,,72790000.0,,-173017000.0,,,,453778000.0,,,,,571838000.0,-12000.0,271264000.0,-439533000.0,1057120000.0,,,141169000.0,1057120000.0,,120080000.0,69025000.0,,261815000.0,,1317000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,,,35338000.0,,4852524000.0,,,44275000.0,5920000.0,106000.0,11835383000.0,11912808000.0,,,,5273190000.0,76096000.0,,,63977000.0,,,,,67769000.0,,,,,21858000.0,,91208398.0,,,,,,,-940000.0,3691000.0,,,,,53566000.0,0.24,84146000.0,,91011559.0,,,53566000.0,,,,-139279000.0,,83234000.0,,53566000.0,,21858000.0,,3779000.0,,23447000.0,5526276000.0,,211146000.0,,,,579418000.0,,,,,,,,,,,,,,0.24,,,,,42345000.0,2907000.0,0.0,219839000.0,74050000.0,,,2033220000.0,,,,,,,,,-9696000.0,,-89625000.0,,4021000.0,,,,22181000.0,524000.0,,,,215310000.0,,,,,,,9944000.0,,84146000.0,,-194469000.0,,,,-163996000.0,,,,,41461000.0,,225759000.0,211134000.0,279966000.0,,,136605000.0,279966000.0,,77425000.0,71790000.0,,253086000.0,,-5230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,-511400000.0,,,280432000.0,,,,99960000.0,,4847408000.0,2984000.0,,37407000.0,5920000.0,463000.0,11748161000.0,11929563000.0,,,,5279166000.0,71957000.0,,-6255000.0,63048000.0,,296160000.0,,,68553000.0,,699362000.0,,2185000.0,22515000.0,1004749000.0,93322940.0,,,,,,209348000.0,-10319000.0,4476000.0,78194000.0,,94249000.0,,153526000.0,0.24,,,93165443.0,-8431000.0,,153526000.0,,,-27747000.0,-136671000.0,,76433000.0,,153526000.0,,22515000.0,,0.0,555218000.0,-1342000.0,5545259000.0,,159473000.0,,,,574020000.0,,,,,,249256000.0,,,,,-1671000.0,,,0.24,,,,,59937000.0,-6420000.0,0.0,220091000.0,53566000.0,-245950000.0,,2074510000.0,,,,82933000.0,,-11325000.0,201297000.0,,-16129000.0,,559250000.0,,1979000.0,,11462000.0,,21632000.0,519000.0,,869840000.0,,205537000.0,,,,,,,-13109000.0,,95306000.0,-542111000.0,-216824000.0,268970000.0,,,-59513000.0,,,18462000.0,,86063000.0,,226011000.0,159473000.0,280020000.0,76807000.0,314622000.0,143658000.0,280020000.0,134909000.0,181402000.0,70532000.0,,266093000.0,33803000.0,0.0,8051000.0,82933000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
