,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualCostOfRevenue,annualOtherCurrentAssets,annualAccountsPayable,annualTotalRevenue,trailingTotalRevenue,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualOperatingIncome,quarterlyCurrentLiabilities,trailingCostOfRevenue,trailingFreeCashFlow,annualOtherShortTermInvestments,annualCurrentDebt,annualCommonStockIssuance,annualFreeCashFlow,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyEbitda,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,trailingNetIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOperatingExpense,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherNonCurrentAssets,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,annualTotalAssets,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyGrossProfit,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,annualOperatingCashFlow,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingRepaymentOfDebt,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingCapitalExpenditure,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualPurchaseOfInvestment,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInInventory,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,annualInventory,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingDeferredIncomeTax,annualDilutedAverageShares,quarterlyChangeInInventory,quarterlyDilutedEPS,trailingChangesInAccountReceivables,quarterlyBasicAverageShares,annualBasicAverageShares,annualChangeInInventory,annualStockBasedCompensation,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualDilutedEPS
804470400,,,12700000.0,,,,,,,3300000.0,,,,,,,,,,-42900000.0,,24000000.0,,,-104800000.0,,224200000.0,,,,,39100000.0,130800000.0,,,200200000.0,,-11800000.0,,,13900000.0,,2286900000.0,,,,,1990600000.0,,,,,,14100000.0,,,,,,,,,,,,149400000.0,,,,,-16500000.0,,,-16500000.0,,,,,-2600000.0,,,,13900000.0,1825500000.0,,,,,,-69400000.0,,,,,-154300000.0,,1872200000.0,,,,,,,,,,,,,,,,,,36700000.0,,,-3300000.0,,4900000.0,,,-38000000.0,,,,-15500000.0,,39100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,12100000.0,,,,,,,2800000.0,,,,,,,,,,-46400000.0,,24300000.0,,,-118700000.0,,233400000.0,,,,,48700000.0,138000000.0,,,209100000.0,,-5200000.0,,,20000000.0,,2407500000.0,,,,,2167900000.0,,,,,,17400000.0,,,,,,,,,,,,144700000.0,,,,,-72700000.0,,,-72700000.0,,,,,11700000.0,,,,20000000.0,1986100000.0,,,,,,-71100000.0,,,,,-207800000.0,,1985800000.0,,,,,,,,,,,,,,,,,,36500000.0,,,-14300000.0,,-700000.0,,,17100000.0,,,,-6900000.0,,48700000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,,,-28500000.0,,,,557000000.0,,2100000.0,5400000.0,846000000.0,,,,,,242400000.0,96100000.0,,-47100000.0,,29500000.0,,,-131000000.0,,265800000.0,,-13400000.0,,,-33400000.0,156300000.0,-124500000.0,,236300000.0,,6600000.0,,,90000000.0,,2556400000.0,2323500000.0,137200000.0,,,2323500000.0,101500000.0,-289000000.0,,105100000.0,1980800000.0,57200000.0,-177700000.0,,13500000.0,,,,,4900000.0,,,101300000.0,232900000.0,137200000.0,,,232900000.0,-23300000.0,,,-121500000.0,,2556400000.0,,,6400000.0,-500000.0,,,90000000.0,1980800000.0,,-131000000.0,194300000.0,,,-80000000.0,,,,,-103100000.0,,2009300000.0,,,,,,,1900000.0,,,,,947300000.0,,2009300000.0,,,,38100000.0,,,-3100000.0,,-900000.0,,,46400000.0,,,,-10200000.0,,64800000.0,-222700000.0,150200000.0,,-8800000.0,,,,,,,,,,,,,,,100300000.0,,,-3700000.0,,-14100000.0,,-42400000.0,-98200000.0,,-531600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,,17300000.0,,,,,,,2700000.0,,,,,,,,,,-52300000.0,,26700000.0,,,-146700000.0,,243600000.0,,,,,14000000.0,141200000.0,,,216900000.0,,-20200000.0,,,15100000.0,,2532500000.0,,,,,2238000000.0,,,,,,15400000.0,,,,,,,,,,,,216100000.0,,,,,6600000.0,,,-18600000.0,,,,,-16100000.0,,,,15100000.0,1995600000.0,,,,,,-75700000.0,,,,,-91500000.0,,2015900000.0,,,,,,,,,62700000.0,,,,,,-25200000.0,,,38600000.0,,,6000000.0,,-100000.0,,,-38300000.0,,,,-17600000.0,,39200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,7800000.0,,,,,,,3300000.0,,,,,,,,,,-8800000.0,,28600000.0,,,-162100000.0,,243500000.0,,,,,25000000.0,137500000.0,,,214900000.0,,-200000.0,,,13400000.0,,2679100000.0,,,,,2477900000.0,,,,,,15400000.0,,,,,,,,,,,,201200000.0,,,,,-25000000.0,,,-51400000.0,,,,,3200000.0,,,,15400000.0,2178500000.0,,,,,,-77400000.0,,,,,-55700000.0,,2154500000.0,,,,,,,,,,,,,,,-26400000.0,,,40600000.0,,,-3300000.0,,-39400000.0,,,20500000.0,,,,20400000.0,,51400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,20200000.0,,,,,,,5500000.0,,,,,,,,,,-114100000.0,,39700000.0,,,-156200000.0,,369200000.0,,,,,-9000000.0,206000000.0,,,329500000.0,,-29600000.0,,,17000000.0,,5798200000.0,,,,,4480900000.0,,,,,,19500000.0,,,,,,,,,,,,1317300000.0,,,,,71100000.0,,,12000000.0,,,,,-16900000.0,,,,17000000.0,3555100000.0,,,,,,-123500000.0,,,,,-199600000.0,,4989900000.0,,,,,,,,,,,,,,,-59100000.0,,,56200000.0,,,2100000.0,,78900000.0,,,-35200000.0,,,,27100000.0,,50100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,,,-21100000.0,,,,757300000.0,,-13800000.0,10400000.0,1148800000.0,,,,,,201700000.0,40700000.0,,-87300000.0,,48600000.0,,,-172600000.0,,413700000.0,,-66000000.0,,,10700000.0,264100000.0,-3900000.0,,365100000.0,,-16000000.0,,,71600000.0,,5895900000.0,4591000000.0,131200000.0,,,4591000000.0,134700000.0,-391500000.0,,62700000.0,3682000000.0,84300000.0,-262500000.0,,24800000.0,,,,,24200000.0,,,143600000.0,1304900000.0,118500000.0,,,1304900000.0,-56600000.0,,,-141700000.0,,5895900000.0,,,16000000.0,,,,78000000.0,3682000000.0,,-172600000.0,236500000.0,,,-101000000.0,,,,,-921100000.0,,5021900000.0,,,,,,,,,,,,1292400000.0,,5021900000.0,-85100000.0,,,66900000.0,,,-24000000.0,,105200000.0,,,17900000.0,,,,-28300000.0,,95800000.0,-199700000.0,202200000.0,,-19200000.0,,,,,,,,,,,,,,,6500000.0,,,227400000.0,,-35100000.0,,1600000.0,-195800000.0,,-1267900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,,1800000.0,,,,,,,5200000.0,,,,,,,,,,-85400000.0,,45300000.0,,,-212100000.0,,413900000.0,,,,,38300000.0,243100000.0,,,368600000.0,,4600000.0,,,8200000.0,,5908900000.0,,,,,4643400000.0,,,,,,37800000.0,,,,,,,,,,,,1265500000.0,,,,,-20800000.0,,,-72000000.0,,,,,5000000.0,,,,14600000.0,3747000000.0,,,,,,-125500000.0,,,,,-54200000.0,,5037700000.0,,,,,,,,,64300000.0,,,,,,-51200000.0,,,67900000.0,,,-2700000.0,,-21200000.0,,,-39800000.0,,,,-22400000.0,,89500000.0,,,,,,,,,,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,1000000.0,,,,,,,6700000.0,,,,,,,,,,-87000000.0,,45700000.0,,,-317700000.0,,416600000.0,,,,,-8500000.0,246900000.0,,,370900000.0,,-17800000.0,,,43500000.0,,6046400000.0,,,,,4195600000.0,,,,,,48400000.0,,,,,,,,,,,,1850800000.0,,,,,-82000000.0,,,-173100000.0,,,,,-10300000.0,,,,49900000.0,3928700000.0,,,,,,-124000000.0,,,,,-295400000.0,,5087800000.0,,,,,,,,,,,,,,,-91100000.0,,,67100000.0,,,1400000.0,,200000.0,,,93500000.0,,,,3000000.0,,82600000.0,,,,,,,,,,,,,,,,,,,2900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,29600000.0,,,,,,,8400000.0,,,,,,,,,,-90300000.0,,42500000.0,,,-236400000.0,,435800000.0,,,,,12800000.0,266900000.0,,,393300000.0,,-43600000.0,,,79800000.0,,7414400000.0,,,,,5870600000.0,,,,,,61700000.0,,,,,,,,,,,,1543800000.0,,,,,-738900000.0,,,-816300000.0,,,,,-2900000.0,,,,88900000.0,4720900000.0,,,,,,-126400000.0,,,,,-503300000.0,,5125200000.0,,,,,,,,,,,,,,,-77400000.0,,,68900000.0,,,-18900000.0,,-327100000.0,,,732000000.0,,,,6000000.0,,90200000.0,,,,,,,,,,,,,,,,,,,321200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,,,19100000.0,,,,1073400000.0,,36400000.0,12600000.0,1617600000.0,,,,,,344400000.0,-914700000.0,,34800000.0,,75000000.0,,,-263300000.0,,559900000.0,,-92200000.0,,,-957300000.0,316500000.0,41200000.0,,484900000.0,,-35400000.0,,,40200000.0,,7662700000.0,6105800000.0,203200000.0,,,6105800000.0,203100000.0,-544200000.0,,64300000.0,5078000000.0,49900000.0,-227900000.0,600000.0,32900000.0,,,,,51500000.0,,,208500000.0,1556900000.0,174000000.0,,,1556900000.0,882900000.0,,,-182400000.0,,7662700000.0,,,44600000.0,,,,47500000.0,5078000000.0,,-263300000.0,370900000.0,,,-168400000.0,,,,,-1177900000.0,,6405600000.0,,,,,,,,,,,,1826100000.0,,6405600000.0,-1065900000.0,,,83900000.0,,,-62300000.0,,204500000.0,,,132600000.0,,,,58800000.0,,108600000.0,-1243800000.0,287800000.0,,-82500000.0,,,,,,,,,,,,,,,17300000.0,,,-143600000.0,,918300000.0,,45400000.0,-1285600000.0,,-2030800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,,-10200000.0,,,,,,,8100000.0,,,,,,,,,,-97400000.0,,60400000.0,,,-294800000.0,,537800000.0,,,,,58300000.0,305100000.0,,,477400000.0,,38000000.0,,,24000000.0,,7956800000.0,,,,,5681300000.0,,,,,,31300000.0,,,,,,,,,,,,1557200000.0,,,,,-190300000.0,,,-251500000.0,,,,,11400000.0,,,,31300000.0,5329700000.0,,,,,,-172300000.0,,,,,-75800000.0,,6495400000.0,,,,,,,,,109700000.0,,,,,,-61200000.0,,,91900000.0,,,7600000.0,,221700000.0,,,124300000.0,,,,-7700000.0,,119500000.0,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
