,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualCostOfRevenue,annualOtherCurrentAssets,annualAccountsPayable,annualTotalRevenue,trailingTotalRevenue,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualOperatingIncome,quarterlyCurrentLiabilities,trailingCostOfRevenue,trailingFreeCashFlow,annualOtherShortTermInvestments,annualCurrentDebt,annualCommonStockIssuance,annualFreeCashFlow,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyEbitda,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyChangeInWorkingCapital,trailingNetIncome,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOperatingExpense,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualCashDividendsPaid,annualSaleOfInvestment,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualOtherNonCurrentAssets,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyAccountsReceivable,annualStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,annualTotalAssets,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyGrossProfit,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,annualOperatingCashFlow,trailingOperatingCashFlow,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualCapitalStock,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyNetPPE,trailingRepaymentOfDebt,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,quarterlyCapitalExpenditure,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,trailingCapitalExpenditure,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingCashDividendsPaid,trailingInterestExpense,annualPretaxIncome,annualAccumulatedDepreciation,quarterlyAccountsPayable,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualPurchaseOfInvestment,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInInventory,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,annualInventory,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,annualDeferredIncomeTax,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingDeferredIncomeTax,annualDilutedAverageShares,quarterlyChangeInInventory,quarterlyDilutedEPS,trailingChangesInAccountReceivables,quarterlyBasicAverageShares,annualBasicAverageShares,annualChangeInInventory,annualStockBasedCompensation,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,annualBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualDilutedEPS
1072828800,,,4640000.0,,,,2313653000.0,,-24930000.0,27469000.0,985366000.0,,,,,,193679000.0,598064000.0,535623000.0,-158389000.0,,130367000.0,,,-1097317000.0,,444309000.0,,-17049000.0,,535623000.0,291326000.0,644221000.0,-145887000.0,-3920000.0,313942000.0,,125466000.0,,1811773000.0,165424000.0,,15684721000.0,11228824000.0,368715000.0,12586000.0,,11228824000.0,451900000.0,1328287000.0,,397129000.0,10266388000.0,176358000.0,-655061000.0,,76848000.0,-93954000.0,,,,81741000.0,,,518560000.0,2221357000.0,313577000.0,,,2221357000.0,-114346000.0,,535623000.0,-236857000.0,,15684721000.0,,-7597000.0,99434000.0,-10605000.0,,,173514000.0,10266388000.0,1811773000.0,-1097317000.0,951967000.0,,,330279000.0,367504000.0,90283000.0,535623000.0,,-730283000.0,-307111000.0,12415245000.0,,,,-14047000.0,,,-15727000.0,,361067000.0,535623000.0,367504000.0,1503926000.0,535623000.0,12415245000.0,-142661000.0,,,150518000.0,-814629000.0,,26032000.0,,-97493000.0,,-2556578000.0,-22574000.0,,,,174556000.0,,433987000.0,-761663000.0,602510000.0,14971823000.0,7881000.0,,,,372275000.0,-2556578000.0,,,12586000.0,,,,,,14971823000.0,188355000.0,,,-105998000.0,,-51810000.0,,138494000.0,-353903000.0,-81480000.0,-1926974000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,31068000.0,,,,,,,16199000.0,,,,,,,,,,-179351000.0,,141191000.0,,,-1180654000.0,,369661000.0,,,,,-17532000.0,584313000.0,,-18727000.0,228470000.0,,-143278000.0,,,48351000.0,,15658607000.0,,,,,11294924000.0,,,,,,75785000.0,,,,,,,,,,,,2191237000.0,,,,,-35550000.0,,489757000.0,-150223000.0,,,,,-168344000.0,-13500000.0,,,56187000.0,10506183000.0,1646948000.0,,,,,355843000.0,,77795000.0,,,-1146590000.0,-95946000.0,12637566000.0,,,,2010000.0,,,,,535623000.0,489757000.0,365673000.0,,489757000.0,,-102700000.0,,,153386000.0,,,25066000.0,,-4905000.0,,-2706928000.0,19189000.0,,,,-45866000.0,,85168000.0,,,15344494000.0,,,,,,,,-4128000.0,16240000.0,,,,,,,5877000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,-16450000.0,,,,,,,16218000.0,,,,,,,,,,-178480000.0,,149059000.0,,,-1243556000.0,,389260000.0,,,,,108400000.0,601583000.0,,-5546000.0,240201000.0,,23168000.0,,,70711000.0,,16264110000.0,,,,,11982029000.0,,,,,,104258000.0,,,,,,,,,,,,2216247000.0,,,,,-102411000.0,,519070000.0,-546673000.0,,,,,48604000.0,11619000.0,,,78545000.0,11051380000.0,1641205000.0,,,,,361382000.0,,,,,-584534000.0,-477509000.0,13166122000.0,,,,,,,,,489757000.0,519070000.0,365792000.0,,519070000.0,,-125922000.0,,,156946000.0,,,-25436000.0,,30273000.0,,-2855549000.0,341664000.0,,,,29313000.0,,234322000.0,,,16021671000.0,,,,,,,,-16040000.0,18141000.0,,,,,,,8264000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,22263000.0,,,,,,,15313000.0,,,,,,,,,,-178829000.0,,149301000.0,,,-1304212000.0,,398145000.0,,,,,185880000.0,623453000.0,,-91695000.0,248844000.0,,73097000.0,,,74141000.0,,16180024000.0,,,,,11975658000.0,,,,,,108063000.0,,,,,,,,,,,,2172754000.0,,,,,251758000.0,,488973000.0,-128852000.0,,,,,18919000.0,1121000.0,,,81975000.0,11027958000.0,1657558000.0,,,,,374609000.0,,110259000.0,,,-1114558000.0,73130000.0,13128677000.0,,,,2196000.0,,,,,519070000.0,488973000.0,365893000.0,,488973000.0,,-140756000.0,,,161398000.0,,,54178000.0,,-4745000.0,,-2981302000.0,-227881000.0,,,,-30097000.0,,326636000.0,,,16109979000.0,,,,,,,,-42000.0,14368000.0,,,,,,,-264000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,85831000.0,,,,2641751000.0,,90241000.0,38144000.0,1053599000.0,,,,,,103306000.0,533554000.0,520084000.0,-187818000.0,,171539000.0,,,-1335436000.0,,529671000.0,,6063000.0,,520084000.0,256806000.0,834650000.0,-406732000.0,31092000.0,335726000.0,,53076000.0,,1920983000.0,107444000.0,,22070019000.0,16049369000.0,342993000.0,16365000.0,,16049369000.0,450405000.0,1588152000.0,,535623000.0,14586393000.0,161941000.0,-724478000.0,,85840000.0,-162987000.0,,,,122712000.0,,,611090000.0,3264562000.0,300647000.0,,,3264562000.0,-520529000.0,,520084000.0,-1919949000.0,,22070019000.0,,-11770000.0,191062000.0,11708000.0,,,126286000.0,14586393000.0,1920983000.0,-1335436000.0,1082858000.0,,,498924000.0,1062710000.0,92207000.0,520084000.0,,-376224000.0,-1858731000.0,18091238000.0,,,,-22608000.0,,,0.0,,488973000.0,520084000.0,1062710000.0,1676180000.0,520084000.0,18091238000.0,-179926000.0,,,190360000.0,-2359056000.0,,-137986000.0,,-81574000.0,,-3162523000.0,1514328000.0,,,,31111000.0,,436732000.0,-2745697000.0,662090000.0,21253761000.0,-84178000.0,,,,391509000.0,-3162523000.0,,-142777000.0,16365000.0,,,,,,21253761000.0,89429000.0,,,-60951000.0,,1647300000.0,,-15539000.0,-549304000.0,-84876000.0,-3221906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,8562000.0,,,,,,,21972000.0,,,,,,,,,,-42448000.0,,203138000.0,,,-1432819000.0,,489123000.0,,,,,-62059000.0,756872000.0,,-8020000.0,275254000.0,,-177950000.0,,,57067000.0,,21516679000.0,,,,,15735118000.0,,,,,,98025000.0,,,,,,,,,,,,3504302000.0,,,,,98550000.0,,283529000.0,-80743000.0,,,,,-213627000.0,10473000.0,,,75464000.0,14528797000.0,1828925000.0,,,,,481618000.0,,102711000.0,,,-845330000.0,0.0,17918024000.0,,,,4686000.0,,,,,520084000.0,283529000.0,1070180000.0,,283529000.0,,-171273000.0,,,197636000.0,,,35677000.0,,-305345000.0,,-3327986000.0,-265026000.0,,,,-236555000.0,,109214000.0,,,21246010000.0,,,,,,,,-125995000.0,14609000.0,,,,,,,127325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,-77005000.0,,,,,,,23146000.0,,,,,,,,,,-41456000.0,,196372000.0,,,-1432864000.0,,495292000.0,,,,,172421000.0,756262000.0,,-7958000.0,288848000.0,,-3473000.0,,,154811000.0,,21318066000.0,,,,,15538848000.0,,,,,,101298000.0,,,,,,,,,,,,3534682000.0,,,,,423305000.0,,375575000.0,298656000.0,,,,,38535000.0,2134000.0,,,173218000.0,14247220000.0,1709899000.0,,,,,467414000.0,,104032000.0,,,-1929683000.0,0.0,17721097000.0,,,,2734000.0,,,,,283529000.0,375575000.0,1072415000.0,,375575000.0,,-116691000.0,,,199153000.0,,,-42008000.0,,-181477000.0,,-3440838000.0,-495722000.0,,,,92046000.0,,289112000.0,,,21161935000.0,,,,,,,,-2288000.0,7053000.0,,,,,,,1141000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,17807000.0,,,,,,,53064000.0,,,,,,,,,,-41390000.0,,193730000.0,,,-1512944000.0,,503704000.0,,,,,198259000.0,786769000.0,,-1448000.0,299598000.0,,26275000.0,,,74358000.0,,21339884000.0,,,,,15723553000.0,,,,,,108705000.0,,,,,,,,,,,,3041387000.0,,,,,26951000.0,,422791000.0,-106933000.0,,,,,73368000.0,-55000.0,,,92883000.0,14330200000.0,1598391000.0,,,,,487171000.0,,112501000.0,,,-262705000.0,0.0,17962293000.0,,,,3796000.0,,,,,375575000.0,422791000.0,1078170000.0,,422791000.0,,-132436000.0,,,202530000.0,,,-47093000.0,,-229595000.0,,-3638179000.0,-176546000.0,,,,47216000.0,,330695000.0,,,21600472000.0,,,,,,,,-49814000.0,4217000.0,,,,,,,49865000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,179840000.0,,,,3166853000.0,,-91329000.0,156348000.0,1205423000.0,,,,,,11321000.0,446475000.0,337048000.0,-69403000.0,,213398000.0,,,-1551179000.0,,573486000.0,,-92623000.0,,337048000.0,137854000.0,876479000.0,750662000.0,-59284000.0,345565000.0,,62525000.0,,1562595000.0,115659000.0,,21131039000.0,15958178000.0,475749000.0,9793000.0,,15958178000.0,457328000.0,1961430000.0,,520084000.0,14106117000.0,152061000.0,-194697000.0,,227452000.0,-206316000.0,,,,129204000.0,,,806638000.0,4307296000.0,401895000.0,,,4307296000.0,201856000.0,,337048000.0,-163414000.0,,21131039000.0,,-16229000.0,10395000.0,-26295000.0,,,134184000.0,14106117000.0,1562595000.0,-1551179000.0,1172861000.0,,,530914000.0,1080045000.0,76105000.0,337048000.0,,-1160077000.0,-37505000.0,17936016000.0,,,,-27445000.0,,,-13743000.0,,422791000.0,337048000.0,1080045000.0,2055334000.0,337048000.0,17936016000.0,-305986000.0,,,200854000.0,-37505000.0,,52130000.0,,26342000.0,,-3809293000.0,-366169000.0,,,,-85743000.0,,443840000.0,-52434000.0,799092000.0,21745309000.0,-1294000.0,,,,392588000.0,-3809293000.0,,-28219000.0,9793000.0,,,,,,21745309000.0,-167010000.0,,,-690075000.0,,-1303463000.0,,-183036000.0,-726386000.0,-76710000.0,-4197795000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,-8795000.0,,,,,,,52231000.0,,,,,,,,,,-51255000.0,,199747000.0,,,-1614664000.0,,508651000.0,,,1567230000.0,,117525000.0,787649000.0,,-79554000.0,299204000.0,,-59724000.0,,,104017000.0,,21016967000.0,,,,,15516453000.0,,,,,,156841000.0,,,,,,,,,,,,4245147000.0,,,,,125511000.0,,299037000.0,-90336000.0,,,,,-42126000.0,-42000.0,,,122590000.0,14139261000.0,19416372000.0,,,,,488445000.0,,95132000.0,,,-1225537000.0,,17849142000.0,,,,-1639000.0,,,,,337048000.0,1866267000.0,1080213000.0,,299037000.0,,-136293000.0,,,204072000.0,,,-17598000.0,,-186101000.0,,,-201493000.0,,,,-38011000.0,,253818000.0,,,,,,,,,,,-2671000.0,10835000.0,,,,,,,1891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,50146000.0,,,,,,,58198000.0,,,,,,,,,,-51408000.0,,201446000.0,,,-1699813000.0,,521412000.0,,,,,190769000.0,798738000.0,,-33029000.0,310049000.0,,19982000.0,,,82868000.0,,20915867000.0,,,,,15511677000.0,,,,,,130134000.0,,,,,,,,,,,,4170311000.0,,,,,119715000.0,,330285000.0,-53433000.0,,,,,-5074000.0,0.0,,,101263000.0,14133592000.0,19355264000.0,,,,,488689000.0,,109306000.0,,,-1004418000.0,,17831735000.0,,,,-3220000.0,,,,,299037000.0,330285000.0,1069411000.0,,330285000.0,,-140119000.0,,,200743000.0,,,25056000.0,,-186142000.0,,,-246207000.0,,,,31248000.0,,330888000.0,,,,,,,,,,,-8659000.0,18453000.0,,,,,,,14572000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,-42088000.0,,,,,,,54515000.0,,,,,,,,,,-51272000.0,,198792000.0,,,-1777373000.0,,532714000.0,,,1492522000.0,,54109000.0,818736000.0,,-124973000.0,321324000.0,,-255000.0,,,94592000.0,,21003618000.0,,,,,15691793000.0,,,,,,144794000.0,,,,,,,,,,,,4103992000.0,,,,,103728000.0,,322952000.0,-175371000.0,,,,,71082000.0,9457000.0,,,112995000.0,14241941000.0,19371745000.0,,,,,497412000.0,,147330000.0,,,-1078710000.0,,17879223000.0,,,,2536000.0,,,,,330285000.0,1815474000.0,1072275000.0,,322952000.0,,-257284000.0,,,206195000.0,,,-71337000.0,,-186254000.0,,,-143355000.0,,,,-7333000.0,,311393000.0,,,,,,,,,,,-3283000.0,17377000.0,,,,,,,-3291000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,-35299000.0,,,,3332154000.0,,69214000.0,164885000.0,1320229000.0,,,,1526235000.0,,217237000.0,505657000.0,929360000.0,-50717000.0,,212733000.0,,,-1740897000.0,,613654000.0,,-67155000.0,1526235000.0,929360000.0,143254000.0,927031000.0,323168000.0,80247000.0,389652000.0,,-27158000.0,,1526235000.0,204668000.0,,22084455000.0,16909517000.0,563840000.0,19239000.0,,16909517000.0,563443000.0,2011925000.0,,337048000.0,15394489000.0,131674000.0,-204652000.0,,234466000.0,-803266000.0,,,,-36036000.0,,,812718000.0,3979642000.0,486145000.0,,,3979642000.0,-25786000.0,,929360000.0,-282711000.0,,22084455000.0,,11370000.0,45332000.0,,,,226992000.0,15394489000.0,1526235000.0,-1740897000.0,1273367000.0,,,537379000.0,884643000.0,,2455595000.0,,-1133667000.0,,18257833000.0,,,,,,,1110000.0,,322952000.0,2455595000.0,884643000.0,2176431000.0,929360000.0,18257833000.0,-234014000.0,,,210848000.0,-158394000.0,,-72490000.0,,204571000.0,,-4606130000.0,511851000.0,,,,606408000.0,,377268000.0,-601851000.0,821858000.0,22863963000.0,-136369000.0,,,,574813000.0,-4606130000.0,,-788653000.0,19239000.0,,,,,,22863963000.0,204065000.0,,,-353926000.0,,-79204000.0,,592312000.0,-767710000.0,-157309000.0,-4442332000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,13698000.0,,,,,,,56582000.0,,,,,,,,,,-48970000.0,,207580000.0,,,-1829520000.0,,564237000.0,,,1874255000.0,,104342000.0,852141000.0,,-1905475000.0,348966000.0,,-24045000.0,,,98381000.0,,23743590000.0,,,,,18671036000.0,,,,,,112949000.0,,,,,,,,,,,,3951317000.0,,,,,78463000.0,,339953000.0,-2168271000.0,,,,,-26392000.0,-9506000.0,,,112787000.0,17152418000.0,1874255000.0,,,,,503175000.0,,114234000.0,,,-379974000.0,-135581000.0,18600501000.0,,,,1285000.0,,,,,929360000.0,2214208000.0,898142000.0,,339953000.0,,-205678000.0,,,222478000.0,,,2347000.0,,-206650000.0,,-4800439000.0,1268844000.0,,,,-589407000.0,,310020000.0,,,23400940000.0,,,,,,,,-14987000.0,18790000.0,,,,,,,751000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,-18195000.0,,,,,,,55799000.0,,,,,,,,,,-59404000.0,,221942000.0,,,-1957262000.0,,564162000.0,,,1852819000.0,,92516000.0,855932000.0,,905070000.0,333551000.0,,21486000.0,,,59917000.0,,22884263000.0,,,,,17973187000.0,,,,,,74203000.0,,,,,,,,,,,,3826872000.0,,,,,38178000.0,,381175000.0,718762000.0,,,,,8231000.0,1000.0,,,74220000.0,16438845000.0,1852819000.0,,,,,522381000.0,,73675000.0,,,-1758252000.0,-17549000.0,18660423000.0,,,,-528000.0,,,,,339953000.0,2233994000.0,897278000.0,,381175000.0,,-206937000.0,,,243654000.0,,,13255000.0,,-196472000.0,,-4971424000.0,-976993000.0,,,,41222000.0,,299453000.0,,,23631847000.0,,,,,,,,-13128000.0,22906000.0,,,,,,,1531000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,-38936000.0,,,,,,,60055000.0,,,,,,,,,,-54004000.0,,217499000.0,,,-1979517000.0,,603361000.0,,,1996540000.0,,43641000.0,907145000.0,,-470197000.0,378699000.0,,-37924000.0,,,164937000.0,,23658366000.0,,,,,18811699000.0,,,,,,179253000.0,,,,,,,,,,,,3777036000.0,,,,,176684000.0,,389968000.0,-634661000.0,,,,,32069000.0,,,,179227000.0,17266451000.0,1996540000.0,,,,,528446000.0,,,,,-991697000.0,-103632000.0,18998660000.0,,,,,,,,,381175000.0,2386508000.0,897220000.0,,389968000.0,,-276225000.0,,,238155000.0,,,-69993000.0,,-201482000.0,,-5139607000.0,323588000.0,,,,8793000.0,,319866000.0,,,24138267000.0,,,,,,,,-53752000.0,21275000.0,,,,,,,4633000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,,87610000.0,,,,3650799000.0,,113753000.0,174146000.0,1590126000.0,,,,1886891000.0,,156710000.0,438273000.0,501982000.0,-54025000.0,,228263000.0,,,-2055447000.0,,764002000.0,,-10016000.0,1886891000.0,501982000.0,197774000.0,1035581000.0,-69024000.0,783275000.0,528910000.0,,30467000.0,,1886891000.0,112929000.0,,23605662000.0,19003160000.0,491239000.0,18087000.0,,19003160000.0,519304000.0,2060673000.0,,929360000.0,17218674000.0,152899000.0,-216403000.0,,250537000.0,-684929000.0,,,,44177000.0,,,875284000.0,3563383000.0,436164000.0,,,3563383000.0,-362349000.0,,501982000.0,47249000.0,,23605662000.0,,-11322000.0,99845000.0,-136152000.0,,,125005000.0,17218674000.0,1886891000.0,-2055447000.0,1455745000.0,,,506671000.0,746631000.0,140172000.0,2388873000.0,,-1047840000.0,-6336000.0,19102930000.0,,,,-12727000.0,,,-53455000.0,,389968000.0,2388873000.0,746631000.0,2495762000.0,501982000.0,19102930000.0,-328632000.0,,,241565000.0,-263098000.0,,-69378000.0,,103704000.0,,-5312095000.0,-461641000.0,,,,112014000.0,,526406000.0,-2036921000.0,945852000.0,24415025000.0,-123769000.0,,,,507982000.0,-5312095000.0,,-603062000.0,18087000.0,,,,,,24415025000.0,149795000.0,,,-500900000.0,,153798000.0,,-427378000.0,-1017472000.0,-687327000.0,-4177763000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,33044000.0,,,,,,,64275000.0,,,,,,,,,,-269110000.0,,225010000.0,,,-2168255000.0,,580001000.0,,,1868115000.0,,-8650000.0,895298000.0,,-15271000.0,351958000.0,,-135797000.0,,,87933000.0,,23503125000.0,,,,,19079210000.0,,,,,,99284000.0,,,,,,,,,,,,3478715000.0,,,,,46356000.0,,428659000.0,-199106000.0,,,,,-19388000.0,-20496000.0,,,99284000.0,17445746000.0,1868115000.0,,,,,543340000.0,,99261000.0,,,-818898000.0,0.0,19093560000.0,,,,-23000.0,,,,,501982000.0,2296774000.0,747338000.0,,428659000.0,,-230191000.0,,,229917000.0,,,-116409000.0,,149000.0,,-5499242000.0,-95758000.0,,,,-73323000.0,,221541000.0,,,24592802000.0,,,,,,,,-1217000.0,-17604000.0,,,,,,,2546000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,13000.0,,,,,,,87523000.0,,1686722000.0,,,,,,,,-269719000.0,1394997000.0,225505000.0,,18600695000.0,-2294230000.0,,557496000.0,,,,,296633000.0,922947000.0,,-197594000.0,379406000.0,22274764000.0,168362000.0,,,76572000.0,,23669761000.0,,,,,20287417000.0,,,,,,87917000.0,,,,,0.0,,671216000.0,,,,,3382344000.0,,,357118000.0,,-46356000.0,188288000.0,503879000.0,-430861000.0,111911000.0,,,,61662000.0,-34783000.0,811036000.0,,87917000.0,17693774000.0,1848730000.0,,,,,431630000.0,,88544000.0,,,-1773328000.0,-34658000.0,19091389000.0,,,,627000.0,,,,,428659000.0,503879000.0,746707000.0,,503879000.0,,-231372000.0,,,232335000.0,,,,,1390000.0,,-5716139000.0,-21924000.0,0.0,,,75220000.0,,528005000.0,,,24807528000.0,,,,,,,,-14671000.0,5071000.0,,,,370654000.0,,,2811000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,25160000.0,,,,,,,82691000.0,,1692014000.0,,,,,,,,-269711000.0,1545543000.0,236337000.0,,18759170000.0,-2384363000.0,,619610000.0,,,,,250876000.0,935594000.0,,-152535000.0,383695000.0,22218732000.0,56620000.0,,,112809000.0,,23764275000.0,,,,,20451184000.0,,,,,,124093000.0,,,,,0.0,,644384000.0,,,,,3313091000.0,,,368727000.0,,0.0,182231000.0,646116000.0,-253179000.0,127515000.0,,,,49617000.0,17312000.0,808079000.0,,124093000.0,18237873000.0,1696726000.0,,,,,424384000.0,,125065000.0,,,-883211000.0,-31657000.0,19059183000.0,,,,972000.0,,,,,503879000.0,646116000.0,743917000.0,,646116000.0,,-206676000.0,,,239955000.0,,,,,296000.0,,-5933544000.0,-62136000.0,0.0,,,142237000.0,11300000.0,457552000.0,,,24992727000.0,,,,,,,,-318000.0,9571000.0,,,,358607000.0,,,4095000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
