,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualPretaxIncome,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualTotalAssets,annualNetIncome,trailingNetIncome,annualDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingChangeInWorkingCapital,annualBasicEPS,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyDilutedAverageShares,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,trailingStockBasedCompensation,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualRetainedEarnings,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualNetPPE,annualOperatingIncome,annualOtherShortTermInvestments,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,annualAccountsPayable,annualCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyChangeInInventory,trailingInterestExpense,annualCurrentAssets,quarterlyBasicAverageShares,trailingChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualInterestExpense,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,trailingOperatingExpense,trailingCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualGrossPPE,annualRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualCapitalExpenditure,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,trailingResearchAndDevelopment,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,trailingCostOfRevenue,annualStockBasedCompensation,annualCurrentDebt,annualNetOtherFinancingCharges,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualInventory,quarterlyCommonStockIssuance,trailingTaxProvision,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyDilutedEPS,trailingOtherNonCashItems,annualChangeInWorkingCapital,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentAssets,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualOperatingExpense,quarterlyIncomeTaxPayable,annualChangeInInventory,trailingFreeCashFlow,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualNonCurrentDeferredRevenue,annualGoodwill,trailingCashDividendsPaid,trailingDilutedAverageShares,trailingNetOtherFinancingCharges,annualCashDividendsPaid,trailingBasicEPS,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,trailingNetOtherInvestingChanges,trailingBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
922838400,,,,,,200000.0,,,,,,1300000.0,8000000.0,,100000.0,,,,-1800000.0,,,,,,,,2179492.0,,,,,,-1700000.0,-1700000.0,,,,,,,,,-1700000.0,,,,,0.0,-200000.0,,,,,,,100000.0,,,,6700000.0,,6700000.0,,,,,,,-0.779998,,,700000.0,-1700000.0,,,,700000.0,,,,,,100000.0,,,,,,,2179492.0,,0.0,,,,,,,,,,,,,,,,,,8500000.0,200000.0,500000.0,,,,1800000.0,,,-100000.0,,,7300000.0,,,400000.0,,,,,,,,,,,,,,,,500000.0,-1500000.0,,-100000.0,,,,,,,-0.779998,,,,-1600000.0,,,1300000.0,-44500000.0,,,0.0,2900000.0,6700000.0,,700000.0,,,,,100000.0,,-1600000.0,0.0,-2400000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,
930700800,,,,,,200000.0,,,,,,1300000.0,5700000.0,,,,,,-2300000.0,,,,,,,,2222227.0,,,,,,-2000000.0,-2000000.0,,,,,,,,,-2000000.0,,,,,4400000.0,-100000.0,,,,,,,0.0,,,,4400000.0,,4400000.0,,,,,,,-0.899998,,,400000.0,-2200000.0,,,,800000.0,,,,,,0.0,,,,,,,2222227.0,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,100000.0,200000.0,,,,2000000.0,,,-100000.0,,,5300000.0,,,400000.0,,,,,,,,,,,,,,,,500000.0,-1900000.0,,,,,,,,,-0.899998,,,,-1900000.0,,,1600000.0,-46500000.0,,,-300000.0,3000000.0,4400000.0,,400000.0,,,,,100000.0,,-2200000.0,0.0,-2500000.0,0.0,,,,,,,,,,,,,,,,,,,,,
938649600,,,,,,400000.0,,,,,,1300000.0,3800000.0,,100000.0,,,,-2000000.0,,,,,,,,2156867.0,,-100000.0,,,,-2200000.0,-2200000.0,,,,,,,,,-2200000.0,,,,,2400000.0,-100000.0,,,,,,,100000.0,,,,2400000.0,,2400000.0,,,,,,,-1.019998,,,700000.0,-1900000.0,,,,800000.0,,,,,,100000.0,,,,,,,2156867.0,,100000.0,,,,,,,,,,,,,,,,,0.0,4400000.0,200000.0,400000.0,,,,2300000.0,,,-100000.0,,,3100000.0,,,500000.0,,,,,,,,,,,,,,,,400000.0,-2000000.0,,,,,,,,,-1.019998,,,,-2100000.0,,,1700000.0,-48700000.0,,,300000.0,2900000.0,2500000.0,,800000.0,,,,,100000.0,,-1900000.0,0.0,-2500000.0,0.0,,,,,,,,,,,,,,,,,,,,,
946598400,,,,,,300000.0,,12900000.0,-8300000.0,,-3.719993,1200000.0,12900000.0,2240038.0,,,,2900000.0,6300000.0,,,-100000.0,,-3.719993,,,,8200000.0,,11900000.0,-500000.0,,-2400000.0,-2400000.0,,,,,300000.0,-51100000.0,,,-2400000.0,,8200000.0,,8700000.0,8700000.0,-100000.0,800000.0,400000.0,-8300000.0,2900000.0,-100000.0,,100000.0,-7600000.0,,,8700000.0,,11600000.0,,,,700000.0,1000000.0,,,,-8000000.0,1000000.0,-2000000.0,,,,800000.0,,11600000.0,,-300000.0,2240038.0,0.0,8700000.0,,8500000.0,,,11700000.0,,,100000.0,,,0.0,,,,-8300000.0,,,,,1700000.0,-2500000.0,2900000.0,,,0.0,2400000.0,-200000.0,700000.0,,,200000.0,2200000.0,,300000.0,0.0,,,11900000.0,-200000.0,,400000.0,0.0,100000.0,,100000.0,,,,,,,,0.0,100000.0,1200000.0,,400000.0,-2300000.0,6700000.0,0.0,,,,,,,,,400000.0,,-2400000.0,,1000000.0,2000000.0,-51100000.0,,-7800000.0,400000.0,2900000.0,11700000.0,,1000000.0,8400000.0,,,,0.0,-8300000.0,-1900000.0,8200000.0,-2500000.0,-100000.0,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,,257101.0,,,,,,1362390.0,15791389.0,,72722.0,,,4800000.0,897277.0,,,,,,,,2726617.0,,,,,,-1139882.0,-1139882.0,,,,,,,,,-1139882.0,,,,,9580282.0,-97769.0,,,,,,,72722.0,,,,9580282.0,,14380282.0,,,,,,0.0,-0.419999,,,766975.0,-1473924.0,,,,849852.0,,,,,,89309.0,,,,,,,2726617.0,,48717.0,,,,,1903000.0,,,,,,,,,,,,1666.0,8683005.0,1204595.0,509874.0,,,,2445258.0,,,-41121.0,,,15024414.0,,,436063.0,,,,,,,,,,,,,,,,423229.0,-1167941.0,,,,2412322.0,,,,,-0.419999,,,,-1240663.0,,,1936473.0,-52193759.0,,,-350116.0,2975796.0,14428999.0,,766975.0,,,,,1131873.0,,-1417276.0,2412322.0,-2552567.0,-56648.0,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,,265316.0,,,,,,1829433.0,12426765.0,,75970.0,,,3625000.0,-2631092.0,,,,,,,,2785037.0,,,,,,-2840413.0,-2840413.0,,,,,,,,,-2840413.0,,,,,6949190.0,-249727.0,,,,,,,75970.0,,,,6949190.0,,10574190.0,,,,,,0.0,-1.019998,,,1104596.0,-2862695.0,,,,894917.0,,,,,,382595.0,,,,,,,2785037.0,,23142.0,,,,,728000.0,,,,,,,,,,,,1675.0,9580282.0,94220.0,839280.0,,,,3050097.0,,,-81565.0,,,11322169.0,,,490185.0,,,,,,,,,,,,,,,,551921.0,-2879907.0,,,,313168.0,,,,,-1.019998,,,,-2955877.0,,,2483942.0,-55034172.0,,,69910.0,3141532.0,10597332.0,,1104596.0,,,,,18250.0,,-2694533.0,313168.0,-2589611.0,-168162.0,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,,302223.0,,,,,,1745543.0,40014760.0,,86478.0,,,8592886.0,22605585.0,,,,,,,,3383858.0,,,,,,-2252104.0,-2252104.0,,,,,,,,,-2252104.0,,,,,29554775.0,-355336.0,,,,,,,86478.0,,,,29554775.0,,38147661.0,,,,,,0.0,-0.659999,,,1316325.0,-2007595.0,,,,903721.0,,,,,,29847.0,,,,,,,3383858.0,,121556.0,,,,,-9304114.0,,,,,,,,,,,,2144.0,6949190.0,208693.0,1014102.0,,,,2799927.0,,,-47304.0,,,38698435.0,,,557911.0,,,,,,,,,,,,,,,,811975.0,-2504756.0,,,,24660484.0,,,,,-0.659999,,,,-2591234.0,,,2155538.0,-57286276.0,,,466063.0,3449225.0,38269217.0,,1316325.0,,,,,122215.0,,-1699563.0,24660484.0,-2637250.0,-308032.0,,,,,,,,,,,,,,,,,,,,,
978220800,,,,,,431988.0,,35088393.0,-9239956.0,,-2.939994,1957128.0,35088393.0,3120761.0,181327.0,,,6213586.0,-3656262.0,,,,,-2.939994,,,,27439997.0,,33365601.0,-1095744.0,,-3007557.0,-3007557.0,,,,,416497.0,-60293833.0,,,-3007557.0,,27439997.0,,25898513.0,25898513.0,-392912.0,890532.0,1036749.0,-10241294.0,6213586.0,,,181327.0,-9128745.0,,,25898513.0,,32112099.0,,,,1290804.0,1722792.0,0.0,,,-9824797.0,1722792.0,-3597718.0,,,,890532.0,-11683414.0,32112099.0,,-282557.0,3120761.0,29847.0,25898513.0,,8683005.0,,,33131265.0,,,1019166.0,,,29847.0,,-11683414.0,,-9239956.0,,,,,2270302.0,-2658549.0,3695298.0,,,2151.0,29554775.0,206327.0,1290804.0,,,17215508.0,3659847.0,,431988.0,-112567.0,,,33365601.0,-813187.0,,786143.0,2151.0,1019166.0,416497.0,1297338.0,,,,,,,,0.0,1713835.0,1957128.0,,1036749.0,-3272193.0,9268330.0,,,54023.0,,,,,,,-305286.0,,-3453520.0,,1722792.0,2692377.0,-60293833.0,,-9941932.0,-491143.0,3695298.0,33131265.0,,1722792.0,11955129.0,,,,25000.0,-9239956.0,-3317373.0,54023.0,-2658549.0,-280345.0,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,,0.0,,,,,,2977994.0,30456128.0,,,400099.0,,4618206.0,-3896777.0,,,,,,,,3588286.0,,,,,,-3178710.0,-3178710.0,,,,,,,,,-3178710.0,,,,,22001736.0,-1113918.0,,,,,,,93052.0,,,,22001736.0,,26619942.0,,,,,,0.0,-0.899998,,,1617801.0,-3809361.0,,,,954764.0,,,,,,29847.0,,,,,,,3588286.0,,858192.0,,,,,-13278794.0,,,,,,,,,,,,2153.0,25898513.0,15980.0,1217702.0,,,,3556746.0,,,-94232.0,,,28838327.0,,,964131.0,,,,,,,,,,,,,,,,1993383.0,-3447714.0,,,,6816.0,,,,,-0.899998,,,,-3540766.0,,,2592615.0,-63472543.0,,,295983.0,4713700.0,27478134.0,,1617801.0,,,,,15980.0,,-2789675.0,6816.0,-2720317.0,-1019686.0,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,,0.0,,,,,,3512547.0,39372503.0,,,369032.0,,6596477.0,6130629.0,,,,,,,,3630863.0,,,,,,-3546015.0,-3546015.0,,,,,,,,,-3546015.0,,,,,28132365.0,-644405.0,,,,,,,109852.0,,,,28132365.0,,34728842.0,,,,,,0.0,-0.959998,,,1614158.0,-3968159.0,,,,1058738.0,,,,,,29847.0,,,,,,,3630863.0,,1131114.0,,,,,-11300523.0,,,,,,,,,,,,2307.0,22001736.0,87264.0,1245126.0,,,,3872194.0,,,-138974.0,,,37758345.0,,,709527.0,,,,,,,,,,,,,,,,2423962.0,-3675078.0,,,,10237762.0,,,,,-0.959998,,,,-3784930.0,,,3162667.0,-67018558.0,,,-26565.0,5202738.0,35859956.0,,1614158.0,,,,,87264.0,,-3462728.0,10237762.0,-2778776.0,-505431.0,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,,0.0,,,,,,4321919.0,33140200.0,,,431711.0,,3157173.0,-3519847.0,,,,,,,,3853814.0,,,,,,-15596194.0,-15596194.0,-12523088.0,,,,,,,,-15596194.0,,,,,24612518.0,-926394.0,,,,,,,117022.0,,,,24612518.0,,27769691.0,,,,,,0.0,-4.019992,,,1581630.0,-3737482.0,,,,1114738.0,,,,,,29847.0,,,,,,,3853814.0,,1048590.0,,,,,-2216739.0,,,,,,,,,,,,2316.0,28132365.0,307549.0,1149919.0,,,,3652594.0,,,-95000.0,,,31558570.0,,,877615.0,,,,,,,,,,,,,,,,3177334.0,-3228023.0,,,,312635.0,,,,,-4.019992,,,,-3345045.0,,,2774979.0,-82614752.0,,,49996.0,6023962.0,28818281.0,,1581630.0,,,,,307549.0,,-2906088.0,312635.0,-2846628.0,-831394.0,,,,,,,,,,,,,,,,,,,,,
1009756800,,,,-8114802.0,,508632.0,,33815113.0,-26925174.0,,-7.199986,6304037.0,33815113.0,3733174.0,,,,14527670.0,-13543067.0,,,,,-7.199986,,,,10761250.0,,30534047.0,-12768183.0,,-4604255.0,-4604255.0,0.0,,,,556472.0,-87219007.0,,,-4604255.0,,10761250.0,,11069451.0,11069451.0,-10083466.0,1376402.0,4897788.0,-15402616.0,14527670.0,-12523088.0,,236546.0,-12822129.0,,,11069451.0,,25597121.0,,,,2772434.0,3281066.0,0.0,,,-14846144.0,3281066.0,-5484532.0,,,,1376402.0,1038956.0,25597121.0,,-475976.0,3733174.0,29847.0,11069451.0,,25898513.0,,,27511076.0,,,198923.0,,,29847.0,,1038956.0,,-26925174.0,,,,,3357817.0,-2941458.0,7839246.0,,,2322.0,24612518.0,295309.0,2772434.0,,,-14829062.0,5027184.0,,508632.0,-147770.0,,,30534047.0,-4177405.0,,806544.0,2322.0,198923.0,,706102.0,,,,,,,,0.0,706102.0,6304037.0,,4897788.0,-4495329.0,12750901.0,,,204037.0,,,,,,,783485.0,,-4731875.0,,3281066.0,4220640.0,-87219007.0,,-16999534.0,464071.0,7839246.0,27511076.0,,3281066.0,16108718.0,,,,295309.0,-26925174.0,-3663638.0,204037.0,-2941458.0,-1820894.0,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,0.0,,,,,,7035750.0,45137124.0,,,471548.0,,7939685.0,18816192.0,,,,,,,,3907028.0,,,,,,-7816093.0,-7816093.0,,,,,,,,,-7816093.0,,,,,29885643.0,1698700.0,,,,,,,265964.0,,,,29885643.0,,37825328.0,,,,,,0.0,-1.979996,,,4719853.0,-5322523.0,,,,1479989.0,,,,,,29847.0,,,,,,,3907028.0,,276046.0,,,,,-2852652.0,,,,2696377.0,,,,,,,,2632.0,11069451.0,237695.0,4248305.0,,,,8133639.0,,,-148587.0,,,40417271.0,,,1084519.0,,,,,,,,,,,,,,,,5525914.0,-7629980.0,,,,21590925.0,,,,,-1.979996,,,,-7895944.0,,,7049120.0,-95035100.0,,,3076696.0,8688277.0,38101374.0,,4719853.0,,,,,237695.0,,-4473433.0,21590925.0,-3162363.0,-849090.0,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,0.0,,,,,,7266129.0,37531705.0,,,402349.0,,16234538.0,-16440541.0,,,,,,,,4392178.0,,,,,,-10497859.0,-10497859.0,-2686956.0,,,,,,,,-10497859.0,,,,,13445102.0,-8285231.0,,,,,,,340415.0,,,,13445102.0,,29679640.0,,,,,,0.0,-2.399995,,,3955415.0,-8670658.0,,,,1568441.0,,,,,,29847.0,,,,,,,4392178.0,,84829.0,,,,,414720.0,,,,2513555.0,,,,,,,,2644.0,29885643.0,197691.0,3553066.0,,,,8119801.0,,,-141952.0,,,33576290.0,,,895706.0,,,,,,,,,,,,,,,,5667841.0,-7581695.0,,,,86506.0,,,,,-2.399995,,,,-7922110.0,,,7224095.0,-105532959.0,,,-1074328.0,9116526.0,30265576.0,,3955415.0,,,,,197691.0,,-8241816.0,86506.0,-3448685.0,-428842.0,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,445765.0,,,,,,7713844.0,30743002.0,,,,,9878147.0,-856221.0,,,,,,,,4407359.0,,,,,,-7051265.0,-7051265.0,-1791304.0,,,,,,,,-7051265.0,,,,,12588881.0,3089590.0,,,,,,,347915.0,,,,12588881.0,,22467028.0,,,,,,0.0,-1.619997,,,4915861.0,-4600525.0,,,,1632340.0,,,,,,29847.0,,,,,,,4407359.0,,54987.0,,,,,-265147.0,,,,,,,,,,,,2645.0,13445102.0,232192.0,4470096.0,,,,5603322.0,,,-1255739.0,,,25827141.0,,,1009299.0,,,,,,,,,,,,,,,,6051657.0,-5023215.0,,,,-18017.0,,,,,-1.619997,,,,-5371130.0,,,4594023.0,-112584224.0,,,984252.0,9789257.0,23029158.0,,4915861.0,,,,,232192.0,,-3927794.0,-18017.0,-3737600.0,-672731.0,,,,,,,,,,,,,,,,,,,,,
1041292800,,,,-19095394.0,,581389.0,,28603757.0,-29359051.0,,-6.839986,8201769.0,28603757.0,4281933.0,,,,8908682.0,-2203918.0,,,,,-6.839986,,19927122.0,,21977710.0,,23481623.0,-2399339.0,,-3993834.0,-3993834.0,0.0,,,,1333335.0,-116578058.0,,,-3993834.0,,21977710.0,,10384963.0,10384963.0,1097602.0,1587632.0,6584290.0,-25341049.0,8908682.0,-4478260.0,,379041.0,-20262859.0,,,10384963.0,,19293645.0,,,,4540745.0,5122134.0,0.0,,,-24007714.0,5122134.0,-4446816.0,,,,1587632.0,729956.0,19293645.0,,-453404.0,4281933.0,29847.0,10384963.0,,11069451.0,,,20401988.0,,,595093.0,,,29847.0,,729956.0,,-29359051.0,,,,,3763941.0,-4007186.0,10591476.0,,,2656.0,12588881.0,169206.0,4540745.0,,,-684488.0,4321071.0,,581389.0,1092874.0,,,23481623.0,-2777663.0,,774417.0,2656.0,595093.0,,836784.0,,,,,,,,0.0,836784.0,8201769.0,,6584290.0,-3772824.0,22413892.0,,,318296.0,,,,,,,2646680.0,,-4151865.0,,5122134.0,3546654.0,-116578058.0,,-23040522.0,-339940.0,10591476.0,20401988.0,,5122134.0,26177833.0,,,,169206.0,-29359051.0,-3619816.0,318296.0,-4007186.0,-827000.0,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,,0.0,,,,,,8751338.0,21332738.0,,,490502.0,,4541011.0,-3213240.0,,,,,,,,4428003.0,,,,,,-3418817.0,-3418817.0,,,,,,,,,-3418817.0,,,,,7171723.0,3108743.0,,,,,,,333186.0,,,,7171723.0,,11712734.0,-997700.0,,,,,0.0,-0.779998,,,1619953.0,-7125778.0,,,,1655744.0,,,,,,29847.0,,,,,,,4428003.0,,349369.0,,,,,353783.0,,,,4989198.0,,,,,,,,2657.0,10384963.0,257923.0,1129451.0,,,,3739296.0,,,-105112.0,,,19712785.0,,,933401.0,,,,,,,,,,,,,,,,7065747.0,-3148187.0,,,,26152.0,,,,,-0.779998,,,,-3481373.0,,,2805895.0,-119996875.0,,,-3262504.0,11369119.0,12581400.0,,1619953.0,,,,,257923.0,,-6348135.0,26152.0,-4303372.0,-777643.0,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,,0.0,,,,,,8846729.0,39624493.0,,,485380.0,,21262148.0,1906618.0,,,,,,,,4896768.0,,,,,,-3497928.0,-3497928.0,,,,,,,,,-3497928.0,,,,,9078341.0,-16024369.0,,,,,,,345319.0,,,,9078341.0,,30340489.0,-18862570.0,,,,,0.0,-0.719999,,,1296276.0,-3386043.0,,,,1714806.0,,,,,,29847.0,,,,,,,4896768.0,,0.0,,,,,1491261.0,,,,3278911.0,,,,,,,,3118.0,7171723.0,162410.0,810896.0,,,,3716363.0,,,-99562.0,,,38328217.0,,,1177081.0,,,,,,,,,,,,,,,,7102076.0,-3208634.0,,,,20975882.0,,,,,-0.719999,,,,-3553953.0,,,2539282.0,-123494803.0,,,107714.0,11707221.0,30777764.0,,1296276.0,,,,,162410.0,,-3044895.0,20975882.0,-4605145.0,-341148.0,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,490089.0,,,,,,8800849.0,37115097.0,,,,,21129486.0,-2548317.0,,,,,,,,5197754.0,,,,,,-4603655.0,-4603655.0,,,,,,,,,-4603655.0,,,,,6530024.0,791703.0,,,,,,,349665.0,,,,6530024.0,,27659510.0,-6927681.0,,,,,0.0,-0.899998,,,2308872.0,-3669324.0,,,,1764624.0,,,,,,29847.0,,,,,,,5197754.0,,654738.0,,,,,2454087.0,,,,8023169.0,,,,,,,,3121.0,9078341.0,414352.0,1818783.0,,,,5093894.0,,,-93318.0,,,34806225.0,,,1560026.0,,,,,,,,,,,,,,,,7006378.0,-4329877.0,,,,118837.0,,,,,-0.899998,,,,-4679542.0,,,3533868.0,-128098458.0,,,795133.0,11907106.0,28314248.0,,2308872.0,,,,,414352.0,,-3458857.0,118837.0,-4900728.0,-210467.0,,,,,,,,,,,,,,,,,,,,,
1072828800,,,,-44421888.0,,0.0,,47145023.0,-14616628.0,,-2.939994,8754504.0,47145023.0,4968099.0,,698061.0,,25074221.0,5994891.0,,,,,-2.939994,,31002342.0,,35077334.0,,43394030.0,-15456630.0,,-3096228.0,-3096228.0,,,,,1484349.0,-131194686.0,,,-3096228.0,,35077334.0,,12524915.0,12524915.0,-3332707.0,1716231.0,7008426.0,-18873478.0,25074221.0,3765752.0,,456179.0,-17480752.0,,,12524915.0,,37599136.0,-17633937.0,,,3052932.0,3750993.0,0.0,,,-17389129.0,3750993.0,-4939556.0,,,,1716231.0,-289803.0,37599136.0,,-397135.0,4968099.0,29847.0,12524915.0,,10384963.0,,,38390519.0,,,791383.0,,,29847.0,,-289803.0,,-14616628.0,,14711064.0,,,4558948.0,-5198912.0,12207338.0,,,3447.0,6530024.0,135181.0,3052932.0,,698061.0,2139952.0,7293791.0,,0.0,-99143.0,,,43394030.0,-1639949.0,,888440.0,3447.0,791383.0,,969866.0,,,,,,,,0.0,969866.0,8754504.0,,7008426.0,-6702431.0,15284396.0,,,13956463.0,,,,,,,-1054181.0,,-7158610.0,,3750993.0,6405351.0,-131194686.0,,-19120701.0,1305476.0,12207338.0,38390519.0,,3750993.0,19843344.0,,,,135181.0,-14616628.0,-4628865.0,13956463.0,-5198912.0,-310691.0,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,0.0,,,,,,8644572.0,45801796.0,,,969008.0,,27722217.0,-3837553.0,,,,,,,,5935126.0,,,,,,-7532512.0,-7532512.0,,,,,,,,,-7532512.0,,,,,8687362.0,-3095212.0,,,,,,,428274.0,,,,8687362.0,,36409579.0,-13123205.0,,,,,0.0,-1.259997,,,2750411.0,-7877457.0,,,,1842308.0,,,,,,29847.0,,,,,,,5935126.0,,747645.0,,,,,-418677.0,,,,10346335.0,,,,,,,,3609.0,12524915.0,99451.0,1781403.0,,,,7852189.0,,,-169077.0,,,43051385.0,,,1238201.0,,,,,,,,,,,,,,,,6772417.0,-7324464.0,,,,6985851.0,,,,,-1.259997,,,,-7752738.0,,,6613988.0,-138727198.0,,,-956844.0,12355424.0,37157224.0,,2750411.0,,,,,99451.0,,-7728192.0,6985851.0,-5583007.0,-149265.0,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,0.0,,,,,,8493627.0,38142082.0,,,558774.0,,18129230.0,2357547.0,,,,,,,,6018181.0,,,,,,-7147962.0,-7147962.0,,,,,,,,,-7147962.0,,,,,11044909.0,9277574.0,,,,,,,,,,,11044909.0,,29174139.0,0.0,,,,,0.0,-1.199998,,,2166913.0,-7187443.0,,,,,,,,,,1928352.0,,,,,,,6018181.0,,474316.0,,,,,-424825.0,,,,9586839.0,,,,,,,,3612.0,8687362.0,36271.0,1608139.0,,,,7267897.0,,,-95335.0,,,35975169.0,,,1116027.0,,,,,,,,,,,,,,,,6565275.0,-7231626.0,,,,53486.0,,,,,-1.199998,,,,-7231626.0,,,6151870.0,-145875160.0,,,-315031.0,12553060.0,29648455.0,,2166913.0,,,,,36271.0,,-6973513.0,53486.0,-5987785.0,-213930.0,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,0.0,,,,,,8569580.0,32373194.0,,,612370.0,,10762976.0,1296940.0,,,,,,,,6020643.0,,,,,,-5106966.0,-5106966.0,,,,,,,,,-5106966.0,,,,,12341849.0,6943768.0,,,,,,,,,,,12341849.0,,23104825.0,0.0,,,,,0.0,-0.839998,,,1349437.0,-6099843.0,,,,1946660.0,,,,,,34709.0,,,,,,,6020643.0,,698789.0,,,,,-295279.0,,,,7495800.0,,,,,,,,3612.0,11044909.0,9151.0,737067.0,,,,5131909.0,,,-99017.0,,,31023757.0,,,964700.0,,,,,,,,,,,,,,,,6588211.0,-5122758.0,,,,0.0,,,,,-0.839998,,,,-5122758.0,,,4167209.0,-150982126.0,,,-1041949.0,13001141.0,23803614.0,,1349437.0,,,,,9151.0,,-5646828.0,0.0,-6412930.0,-453015.0,,,,,,,,,,,,,,,,,,,,,
