,quarterlyLongTermDebt,trailingPurchaseOfInvestment,annualPretaxIncome,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualTotalAssets,annualNetIncome,trailingNetIncome,annualDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicAverageShares,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingChangeInWorkingCapital,annualBasicEPS,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyDilutedAverageShares,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,trailingStockBasedCompensation,trailingCommonStockIssuance,annualDepreciationAndAmortization,annualRetainedEarnings,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,annualEndCashPosition,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,annualNetPPE,annualOperatingIncome,annualOtherShortTermInvestments,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashAndCashEquivalents,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyCurrentDebt,annualAccountsPayable,annualCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualIncomeTaxPayable,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyChangeInInventory,trailingInterestExpense,annualCurrentAssets,quarterlyBasicAverageShares,trailingChangesInAccountReceivables,quarterlyOtherCurrentAssets,annualInterestExpense,trailingBeginningCashPosition,annualOtherNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,trailingOperatingExpense,trailingCapitalExpenditure,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualGrossPPE,annualRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOperatingExpense,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualCapitalExpenditure,annualCurrentDeferredRevenue,quarterlySellingGeneralAndAdministration,annualCapitalStock,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,trailingResearchAndDevelopment,annualTaxProvision,quarterlyTaxProvision,quarterlyRepaymentOfDebt,trailingCostOfRevenue,annualStockBasedCompensation,annualCurrentDebt,annualNetOtherFinancingCharges,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyEbitda,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualInventory,quarterlyCommonStockIssuance,trailingTaxProvision,trailingChangeInInventory,trailingDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyDilutedEPS,trailingOtherNonCashItems,annualChangeInWorkingCapital,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,quarterlyCurrentAssets,trailingSellingGeneralAndAdministration,quarterlyCurrentLiabilities,annualOperatingExpense,quarterlyIncomeTaxPayable,annualChangeInInventory,trailingFreeCashFlow,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualNonCurrentDeferredRevenue,annualGoodwill,trailingCashDividendsPaid,trailingDilutedAverageShares,trailingNetOtherFinancingCharges,annualCashDividendsPaid,trailingBasicEPS,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,trailingNetOtherInvestingChanges,trailingBasicAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1104451200,,,,-13123205.0,,0.0,,28518631.0,-24777694.0,,-4.139992,8320240.0,28518631.0,5999174.0,,793402.0,,2860487.0,4312980.0,,,,,-4.139992,,35494101.0,,7073900.0,,26269033.0,20837967.0,,-4990254.0,-4990254.0,,,,,1888008.0,-155972380.0,,,-4990254.0,,7073900.0,,16654829.0,16654829.0,7711837.0,1968987.0,6313644.0,-25043995.0,2860487.0,,,518583.0,-23781953.0,,,16654829.0,,19515316.0,0.0,,,1456196.0,2249598.0,0.0,,,-23155987.0,2249598.0,-3687548.0,,,,1968987.0,-132641.0,19515316.0,,-462591.0,5999174.0,37609.0,16654829.0,,12524915.0,,,20198391.0,,,683075.0,,,37609.0,,-132641.0,,-24777694.0,,8065127.0,,,4735731.0,-6729046.0,13042690.0,,,3614.0,12341849.0,285588.0,1456196.0,,793402.0,4129914.0,5222461.0,,0.0,-99162.0,,,26269033.0,-1070338.0,,1416803.0,3614.0,683075.0,,430461.0,,,,,,,,0.0,430461.0,8320240.0,,6313644.0,-4418290.0,20738725.0,,,34563.0,,,,,,,-1400849.0,,-4936873.0,,2249598.0,3805658.0,-155972380.0,,-24852291.0,912975.0,13042690.0,20198391.0,,2249598.0,25474456.0,,,,285588.0,-24777694.0,-3433420.0,34563.0,-6729046.0,-254128.0,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,0.0,,,,,,8223604.0,45698213.0,,,703863.0,,2834650.0,17702013.0,,,,,,,,7075932.0,,,,,,-5499179.0,-5499179.0,,,,,,,,,-5499179.0,,,,,34356842.0,-229952.0,,,,,,,484038.0,,,,34356842.0,,37191492.0,-3187858.0,,,,,0.0,-0.779998,,,2277914.0,-4646710.0,,,,2042217.0,,,,,,37609.0,,,,,,,7075932.0,,283117.0,,,,,,,,,3346336.0,,,,,,,,4415.0,16654829.0,45192.0,1574051.0,,,,5590434.0,,,-121230.0,,,43420299.0,,,1448530.0,,,,,,,,,,,,,,,,6143778.0,-5061204.0,,,,22311475.0,,,,,-0.779998,,,,-5545242.0,,,4141904.0,-161471559.0,,,428274.0,13307129.0,37474609.0,,2277914.0,,,,,45192.0,,-4379510.0,22311475.0,-7163351.0,-267200.0,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,0.0,,,,,,8112015.0,40542949.0,,,670222.0,,4840163.0,-7010767.0,,,,,,,,7361275.0,,,,,,-4932642.0,-4932642.0,,,,,,,,,-4932642.0,,,,,27346075.0,-2388019.0,,,,,,,491566.0,,,,27346075.0,,32186238.0,-4461639.0,,,,,0.0,-0.659999,,,1926660.0,-4996796.0,,,,2066631.0,,,,,,37609.0,,,,,,,7361275.0,,244696.0,,,,,,,,,2456126.0,,,,,,,,4418.0,34356842.0,39317.0,1256438.0,,,,5187684.0,,,-76414.0,,,38616289.0,,,1272529.0,,,,,,,,,,,,,,,,6007775.0,-4656801.0,,,,67956.0,,,,,-0.659999,,,,-5148367.0,,,3915155.0,-166404201.0,,,-312833.0,13603260.0,32430934.0,,1926660.0,,,,,39317.0,,-4690704.0,67956.0,-7595485.0,-306092.0,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,0.0,,,,,,8016538.0,39516477.0,,,881328.0,,3400631.0,210705.0,,,,,,,,7364063.0,,,,,,-1692471.0,-1692471.0,,,,,,,,,-1692471.0,,,,,27556780.0,1039570.0,,,,,,,491922.0,,,,27556780.0,,30957411.0,4641914.0,,,,,0.0,-0.24,,,2522589.0,-1149816.0,,,,2091142.0,,,,,,37609.0,,,,,,,7364063.0,,542528.0,,,,,,,,,-3202382.0,,,,,,,,4418.0,27346075.0,3281805.0,1641261.0,,,,5199445.0,,,-79011.0,,,36993888.0,,,1052244.0,,,,,,,,,,,,,,,,5887787.0,-1425718.0,,,,0.0,,,,,-0.24,,,,-1917640.0,,,4147201.0,-168096672.0,,,298097.0,13917192.0,31499939.0,,2522589.0,,,,,3281805.0,,-828865.0,0.0,-8029405.0,-320951.0,,,,,,,,,,,,,,,,,,,,,
1135987200,,,,-13140581.0,,0.0,1236446.0,56407982.0,-16675864.0,,-2.219996,7754588.0,56407982.0,7442516.0,,886369.0,1236446.0,12453348.0,7040954.0,,,,,-2.219996,,3693329.0,,43527006.0,,53660009.0,-10915134.0,,-4551572.0,-4551572.0,,,,,1997672.0,-172648244.0,,,-4551572.0,,43527006.0,,34597734.0,34597734.0,-9336733.0,2117710.0,5599269.0,-17516359.0,12453348.0,,,530146.0,-14668967.0,,,34597734.0,,47051082.0,-10132998.0,,,1861604.0,2747973.0,0.0,,,-15518687.0,2747973.0,-5343527.0,,,,2117710.0,12968.0,47051082.0,,0.0,7442516.0,37609.0,34597734.0,,16654829.0,,,48653394.0,,,365866.0,,,37609.0,,12968.0,,-16675864.0,,1093249.0,,,5182369.0,-8396923.0,13996192.0,,,5118.0,27556780.0,1417446.0,1861604.0,,886369.0,17942905.0,6322556.0,,0.0,276655.0,,,53660009.0,-1467882.0,,1409066.0,5118.0,365866.0,,4783760.0,,,,,,,,0.0,4783760.0,7754588.0,,5599269.0,-4374964.0,17117750.0,,,21147575.0,,,,,,,-420862.0,,-4905110.0,,2747973.0,4913490.0,-172648244.0,,-16136849.0,-834400.0,13996192.0,48653394.0,,2747973.0,22300119.0,,,,1417446.0,-16675864.0,-4769888.0,21147575.0,-8396923.0,-573639.0,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,237904.0,,,,,,7351839.0,58119048.0,,,721388.0,840153.0,12579208.0,2269567.0,,,,,,,,8619192.0,,,,,,-9061150.0,-9061150.0,,,,,,,,,-9061150.0,,,,,36867301.0,-413515.0,,,,,,,525141.0,,,,36867301.0,,49446509.0,-1026087.0,,,,,0.0,-1.079998,,,2209804.0,-5577561.0,,,,2163209.0,,,,,,34709.0,,,,,,,8619192.0,,480547.0,,,,,14858.0,,,,902117.0,,,,,,,,5293.0,34597734.0,65962.0,1250512.0,,,,9584971.0,,,0.0,,,55909244.0,,,2821726.0,,,,,,,,,,,,,,,,5153921.0,-8993868.0,,,,7971098.0,,,,,-1.079998,,,,-9519009.0,,,6763245.0,-181709394.0,,,-78657.0,13550844.0,50767209.0,,2209804.0,,,,,65962.0,,-5288016.0,7971098.0,-8396923.0,-289545.0,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,314167.0,,,,,,7282640.0,52384016.0,,,662500.0,44389.0,12709104.0,-5102918.0,,,,,,,,8824359.0,,,,,,-6902029.0,-6902029.0,,,,,,,,,-6902029.0,,,,,31764383.0,-597874.0,,,,,,,512783.0,,,,31764383.0,,44473487.0,-2179435.0,,,,,0.0,-0.779998,,,2264821.0,-5079002.0,,,,2312323.0,,,,,,34709.0,,,,,,,8824359.0,,0.0,,,,,17200.0,,,,2051881.0,,,,,,,,5296.0,36867301.0,18558.0,1288154.0,,,,7437640.0,,,0.0,,,50119195.0,,,1515711.0,,,,,,,,,,,,,,,,4935608.0,-6906299.0,,,,103638.0,,,,,-0.779998,,,,-7419082.0,,,5921929.0,-188611423.0,,,747828.0,14204712.0,45101376.0,,2264821.0,,,,,18558.0,,-4608682.0,103638.0,-9269104.0,-470320.0,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,346037.0,,,,,,7252756.0,46542091.0,,,680881.0,61342.0,12846772.0,-6186135.0,,,,,,,,8827359.0,,,,,,-6780646.0,-6780646.0,,,,,,,,,-6780646.0,,,,,25578248.0,-629749.0,,,,,,,522712.0,,,,25578248.0,,38425020.0,-1195113.0,,,,,0.0,-0.779998,,,2182879.0,-6065580.0,,,,2472389.0,,,,,,34709.0,,,,,,,8827359.0,,0.0,,,,,19327.0,,,,1059572.0,,,,,,,,5297.0,31764383.0,13252.0,1155961.0,,,,7285981.0,,,0.0,,,44359212.0,,,1347114.0,,,,,,,,,,,,,,,,4745658.0,-6750017.0,,1003550.0,,14986.0,,,,,-0.779998,,,,-7272729.0,,,5938867.0,-195392069.0,,,-318368.0,14473570.0,39289335.0,,2182879.0,,,,,13252.0,,-5571372.0,14986.0,-9727912.0,-494208.0,,,,,,,,,,,,,,,,,,,,,
1167523200,,,,-14969926.0,,377908.0,51498.0,40862746.0,-31073012.0,,-3.539993,6922833.0,40862746.0,8776802.0,,1371353.0,51498.0,12992931.0,-5419047.0,,,6781596.0,,-3.539993,,14435793.0,,8162858.0,,37711901.0,-1988022.0,,-8329187.0,-8329187.0,,,,,2090375.0,-203721256.0,,,-8329187.0,,8162858.0,,20159201.0,20159201.0,-346884.0,2558541.0,4329583.0,-32983049.0,12992931.0,,,529739.0,-20613369.0,,,20159201.0,,33152132.0,-10569291.0,,,1401584.0,3150845.0,0.0,,,-30892674.0,3150845.0,-5345115.0,,,,2558541.0,18418.0,33152132.0,,0.0,8776802.0,34709.0,20159201.0,,34597734.0,,,33939913.0,,,0.0,,,34709.0,,18418.0,,-31073012.0,,10422223.0,,,7752752.0,-10174712.0,14504295.0,,,5318.0,25578248.0,17519.0,1401584.0,,1371353.0,-14438533.0,8789748.0,,377908.0,0.0,,,37711901.0,-1453889.0,,2068201.0,5318.0,0.0,,115291.0,,,,,,,,0.0,115291.0,6922833.0,,4329583.0,-8242490.0,25345588.0,1609649.0,,73136.0,,,,,,,1395303.0,,-8772229.0,,3150845.0,6721547.0,-203721256.0,,-22067258.0,1044500.0,14504295.0,33939913.0,,3150845.0,33098340.0,,,,17519.0,-31073012.0,-5145299.0,73136.0,-10174712.0,-199816.0,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,1435490.0,,,,,,6999667.0,35307047.0,,,1021336.0,551783.0,12081196.0,-5194286.0,,,,,,,,8873639.0,,,,,,-9722975.0,-9722975.0,,,,,,,,,-9722975.0,,,,,14964915.0,299732.0,,,,,,,479630.0,,,,14964915.0,,27046111.0,,,,,,,-1.079998,,,4346755.0,-6103980.0,,,,2611476.0,,,,,,284709.0,,,,,,,8873639.0,,0.0,,,,,16377.0,,,,909694.0,,,,,,,,5328.0,20159201.0,536042.0,1889929.0,,,,10621526.0,,,0.0,,,30960292.0,,,4303885.0,,,,,,,,,,,,,,,,4103482.0,-9605854.0,,2973407.0,,,,,,,-1.079998,,,,-10085484.0,,,6317641.0,-213444231.0,,,722422.0,14706889.0,28307380.0,,4346755.0,,,,,536042.0,,-5494018.0,0.0,-10603407.0,-609962.0,,,,,,,,,,,,,,,,,,,,,
1183161600,2106675.0,,,,,1336821.0,,,,,,9993254.0,31208514.0,,,1132036.0,1119780.0,10056789.0,-5701403.0,,0.0,,,,,,8926744.0,,2106675.0,,,,-8536620.0,-8536620.0,,,,,,,,,-8536620.0,,,,,9263512.0,1471033.0,,,,,,,488461.0,,,,9263512.0,,19320301.0,,,69434.0,,,,-0.959998,,,6993569.0,-7773017.0,,,,2769042.0,,,,,,34709.0,,,,,,,8926744.0,,0.0,,,,,,,,,2118447.0,,,,,,,,5365.0,14964915.0,2351424.0,2348603.0,,,,11191612.0,,,0.0,,,24214945.0,,,2030796.0,,,,,,,,,,,,,,,,7189503.0,-8351727.0,,994066.0,,,,,,,-0.959998,,,,-8840188.0,,,9160816.0,-221980851.0,,,-186668.0,18223690.0,21215260.0,,4886894.0,,,,,2351424.0,,-7236020.0,63584.0,-11034187.0,-536997.0,,,,,,,,,,,,,,,,,,,,,
1191110400,2088797.0,,,,,2880398.0,,,,,,10110722.0,26864835.0,,,1325351.0,1751367.0,10188487.0,-5402240.0,,0.0,,,,,,8948966.0,,2088797.0,,,,-7034944.0,-7034944.0,1296322.0,,,,,,,,-7034944.0,,,,,3861272.0,-788188.0,,,,,,,538677.0,,,,3861272.0,,14049759.0,0.0,,70261.0,,,0.0,-0.779998,,,11639127.0,-5275727.0,,,,2976692.0,,,,,,34709.0,,,,,,,8948966.0,,0.0,,,,,,,,,-131698.0,,,,,,,,5373.0,9263512.0,2911406.0,5274320.0,,,,11424992.0,,,0.0,,,15225708.0,,,1544512.0,,,,,,,,,,,,,,,,7099321.0,-7974909.0,,979090.0,,5185.0,,,,,-0.779998,,,,-8513586.0,,,9880480.0,-222230361.0,,,2193917.0,18571537.0,16754113.0,,9550330.0,,,,,2911406.0,,-4619237.0,5185.0,-11472216.0,-656490.0,,,,,,,,,,,,,,,,,,,,,
1199059200,2070704.0,,,-110417.0,2070704.0,4745992.0,2869760.0,38637930.0,-27167725.0,,-2.999994,9926479.0,38637930.0,8990353.0,,1171666.0,2869760.0,271851.0,20941290.0,,433150.0,775699.0,,-2.999994,,12813079.0,,18744948.0,2503854.0,26381747.0,10575568.0,,-4127194.0,-4127194.0,1405545.0,,,,2013859.0,-226357555.0,,,-4127194.0,,18744948.0,,24802562.0,24802562.0,9592991.0,3066625.0,6825145.0,-33107576.0,271851.0,4955875.0,,507091.0,-24677155.0,2503854.0,,24802562.0,,25074413.0,0.0,,71099.0,3026072.0,9752329.0,0.0,,433150.0,-31093717.0,12256183.0,-7651525.0,,,,3066625.0,,25074413.0,,0.0,8990353.0,34709.0,24802562.0,,20159201.0,,,28711451.0,,,0.0,,,34709.0,,,,-27167725.0,,9916636.0,,,9332365.0,-11816549.0,18641694.0,,,6445.0,3861272.0,5186319.0,3026072.0,,1171666.0,4643361.0,10854637.0,,4745992.0,0.0,,737500.0,26381747.0,-2127094.0,737500.0,1453172.0,6445.0,0.0,,10985191.0,,,,,,,71099.0,0.0,10985191.0,9926479.0,,6825145.0,-5161227.0,34760402.0,-4170864.0,,18676179.0,,,,,,,-358369.0,,-5668318.0,,12256183.0,9401465.0,-226357555.0,,-26804249.0,-3088040.0,18641694.0,28711451.0,,9752329.0,44092767.0,,,,5186319.0,-27167725.0,-7327880.0,18676179.0,-11816549.0,-323645.0,,,,,,,,,,,,,,,,,,,,,
1206921600,2098349.0,,,,,6086926.0,,,,,,10116514.0,35479866.0,,,1064891.0,4053301.0,274209.0,-4841753.0,,453767.0,,,,,,10887019.0,,2552116.0,,,,-15014476.0,-15014476.0,-11183603.0,,,,,,,,-15014476.0,,,,,19960809.0,-352699.0,,,,,,,348554.0,,,,19960809.0,,20235018.0,-2358.0,,25994.0,,,0.0,-1.379997,,,14693728.0,-4764999.0,,,,3404340.0,,,,,,34709.0,,,,,,,10887019.0,,1075033.0,,,,,,,,,,,,,,,,,7043.0,24802562.0,5624617.0,3367551.0,,,,9455490.0,,,0.0,,1596250.0,20786138.0,,,1982679.0,,,,,,,,,,,,,,,,6677465.0,-3482319.0,,12851164.0,,,,,,,-1.379997,,,,-3830873.0,,,7472811.0,-241372031.0,,,-2611714.0,18789309.0,25363352.0,,12141612.0,,,,,5624617.0,,-4426033.0,-63021.0,-12111844.0,-338966.0,,,,,,,,,,,,,,,,,,,,,
1214784000,2033871.0,,,,,2945717.0,,,,,,10031693.0,32578172.0,,,1208143.0,2666419.0,276618.0,-1451335.0,,474385.0,,,,,,11830943.0,,2508256.0,,,,-1750622.0,-1750622.0,3047459.0,,,,,,,,-1750622.0,,,,,18509474.0,-266160.0,,,,,,,348572.0,,,,18509474.0,,18786092.0,-2409.0,,72804.0,,,43518.0,-0.12,,,11335162.0,-1474776.0,,,,3522911.0,,,,,,34709.0,,,,,,,11830943.0,,1093968.0,,,,,,,,,,,,,,,,,7109.0,19960809.0,4982963.0,2325242.0,,,,9861494.0,,,0.0,,2275000.0,21243010.0,,,1696796.0,,,,,,,,,,,,,,,,6474073.0,-4529959.0,,-1636086.0,,,,,,,-0.12,,,,-4878531.0,,,8164698.0,-243122653.0,,,1827111.0,18290622.0,22546479.0,,8826906.0,,,,,4982963.0,,-1211025.0,25850.0,-11816549.0,-263751.0,,,,,,,,,,,,,,,,,,,,,
1222732800,2015124.0,,,,,3405943.0,,,,,,9854965.0,29514946.0,,,1684540.0,4076586.0,279528.0,-4428261.0,,495002.0,,,,,,11858519.0,,2510126.0,,,,-6046993.0,-6046993.0,-168975.0,,,,,,,,-6046993.0,,,,,14081213.0,-182842.0,,,,,,,346302.0,,,,14081213.0,,14360741.0,-2910.0,,73672.0,,,0.0,-0.479999,,,13176184.0,-4407472.0,,,,3542520.0,,,,,,34709.0,,,,,,,11858519.0,,1222654.0,,,,,,,,,,,,,,,,,7116.0,18509474.0,5170663.0,3258153.0,,,,11108828.0,,,0.0,,2243750.0,16338762.0,,,3173942.0,,,,,,,,,,,,,,,,6277736.0,-5591863.0,,2821771.0,,0.0,,,,,-0.479999,,,,-5938165.0,,,7934886.0,-249169646.0,,,84822.0,18908322.0,19659981.0,,10666058.0,,,,,5170663.0,,-4227540.0,-17879.0,-12630586.0,-179932.0,,,,,,,,,,,,,,,,,,,,,
1230681600,2000789.0,,,-10211.0,2000789.0,1703740.0,4971495.0,25535828.0,-23952625.0,,-2.039996,8491471.0,25535828.0,11581935.0,,1305829.0,4971495.0,282062.0,-2888975.0,,515621.0,12385224.0,,-2.039996,,,,80805.0,2516410.0,15731842.0,-1239117.0,,-1140534.0,-1140534.0,1717277.0,,,,1468980.0,-250310180.0,,,-1140534.0,,-31894.0,,11192238.0,11192238.0,-437416.0,3267778.0,5188984.0,-17541296.0,282062.0,-6755194.0,,425552.0,-12339313.0,2516410.0,,11192238.0,,11474300.0,-2534.0,,73877.0,2014130.0,7287576.0,0.0,,515621.0,-16072316.0,9803986.0,-2909597.0,,,,3267778.0,,11474300.0,,0.0,11581935.0,34709.0,11192238.0,,24802562.0,,,17044357.0,,,0.0,104162.0,,34709.0,,,,-23952625.0,,,,,9796947.0,-12919371.0,18108355.0,,,7110.0,14081213.0,5479912.0,2014130.0,,1305829.0,-13610324.0,8373639.0,,1703740.0,0.0,,2190000.0,15731842.0,-1217531.0,2190000.0,2943530.0,7110.0,0.0,,21258155.0,,,,,,,73877.0,0.0,21258155.0,8491471.0,,5188984.0,-2468175.0,29002504.0,-1651625.0,,37287.0,,,,,,,-2824513.0,,-2893727.0,,9803986.0,5430109.0,-250310180.0,,-13556844.0,-2124732.0,18108355.0,17044357.0,,7287576.0,38799451.0,,,,5479912.0,-23952625.0,-2474715.0,23156.0,-12919371.0,-434882.0,,,,,,,,,,,,,,,,,,,,,
1238457600,2511000.0,,,,,7139000.0,,,,,,8238000.0,37017000.0,,0.0,964000.0,3126000.0,285000.0,13531000.0,,0.0,,,,,,13459860.0,,2511000.0,,,,-927000.0,-927000.0,2622000.0,,,,,,,,-927000.0,,,,,24723000.0,-299000.0,,,,,,,367000.0,,,,24723000.0,,25008000.0,-3000.0,,75000.0,,,0.0,-0.06,,,14127000.0,-1911000.0,,,,3269000.0,,,,,,35000.0,,,,,,,13459860.0,,645000.0,,,,,,,,,,,,,,,,,9000.0,11192000.0,3150000.0,1279000.0,,,,6715000.0,,,0.0,,2159000.0,22890000.0,,,2220000.0,,,,,,,,-19000.0,,,,,,,,4934000.0,-3198000.0,,520000.0,,15464000.0,,,,520000.0,-0.06,,,,-3565000.0,,,4495000.0,-251237000.0,0.0,,819000.0,18141000.0,28779000.0,,11616000.0,,,,,3150000.0,,-1615000.0,15445000.0,-13207000.0,-296000.0,,,,,,,,,,,,,,,,,,,,,
1246320000,2541000.0,,,,,21604000.0,,,,,,8288000.0,32617000.0,,0.0,974000.0,3360000.0,168000.0,-4686000.0,,0.0,,,,,,14277361.0,,2541000.0,,,,-19668000.0,-19668000.0,-14572000.0,,,,,,,,-19668000.0,,,,,20037000.0,-284000.0,,,,,,,356000.0,,,,20037000.0,,20205000.0,,,76000.0,,,-43000.0,-1.379997,,,28829000.0,-4791000.0,,,,3452000.0,,,,,,78000.0,,,,,,,14277361.0,,764000.0,,,,,,,,,,,,,,,,,9000.0,24723000.0,2945000.0,1506000.0,,,,8010000.0,,,0.0,,2128000.0,3788000.0,,,2206000.0,,,,,,,,-18000.0,,,,,,,,4758000.0,-4709000.0,,561000.0,,49000.0,,,,561000.0,-1.379997,,,,-5065000.0,,,5804000.0,-270905000.0,0.0,,-204000.0,18250000.0,24329000.0,,26288000.0,,,,,2945000.0,,-4390000.0,-12000.0,-13492000.0,-401000.0,,,,,,,,,,,,,,,,,,,,,
1254268800,1950000.0,,,,,35486000.0,,,,,,8176000.0,65123000.0,,0.0,1098000.0,5671000.0,169000.0,30231000.0,,610000.0,,,,,,15876865.0,,2560000.0,,,,-8090000.0,-8090000.0,-5039000.0,,,,,,,,-8090000.0,,,,,50268000.0,-331000.0,,,,,,,357000.0,,,,50268000.0,,50437000.0,,127000.0,76000.0,,,43000.0,-0.479999,,,45619000.0,-2068000.0,,,,3580000.0,,,,,,2494000.0,,,,,,,15876865.0,,839000.0,,,,,,,,,-1000.0,,,,,,,,11000.0,20037000.0,6349000.0,4303000.0,,,,9273000.0,,,0.0,,2096000.0,19504000.0,,,1800000.0,,,,,,,,-12000.0,,,,,,,,2102000.0,-2924000.0,,5039000.0,,32269000.0,,,,511000.0,-0.479999,,,,-2924000.0,,,7473000.0,-278994000.0,0.0,,316000.0,15837000.0,56947000.0,,43059000.0,,,,,6349000.0,,-1738000.0,32300000.0,-13735000.0,-330000.0,,,,,,,,,,,,,,,,,,,,,
