date,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCapitalStock,trailingOperatingCashFlow,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyStockholdersEquity,trailingGrossProfit,quarterlyAccumulatedDepreciation,trailingNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,trailingInterestExpense,quarterlyCurrentDebt,trailingCapitalExpenditure,trailingDepreciationAndAmortization,annualBasicEPS,annualOtherIncomeExpense,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualGrossPPE,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccountsPayable,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOtherNonCashItems,quarterlyGrossPPE,quarterlyNonCurrentDeferredRevenue,annualInvestingCashFlow,annualBeginningCashPosition,annualPurchaseOfBusiness,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualPurchaseOfInvestment,annualCapitalExpenditure,annualNetIncomeContinuousOperations,annualInventory,quarterlyNetPPE,annualBasicAverageShares,annualChangeInInventory,annualInterestExpense,trailingCostOfRevenue,annualNetOtherFinancingCharges,trailingNetIncome,trailingBeginningCashPosition,annualGoodwill,annualStockBasedCompensation,trailingChangeInInventory,trailingOperatingExpense,annualGrossProfit,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualTotalLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualFreeCashFlow,annualTotalRevenue,annualNetOtherInvestingChanges,quarterlyGoodwill,annualCostOfRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualRetainedEarnings,annualNonCurrentDeferredRevenue,annualTaxProvision,annualNetIncome,annualTotalAssets,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualLongTermDebt,trailingTotalRevenue,annualCurrentDebt,annualPretaxIncome,quarterlyTotalAssets,trailingOperatingIncome,annualEndCashPosition,annualOtherCurrentAssets,annualOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualAccountsPayable,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualInvestmentsAndAdvances,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualDilutedAverageShares,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,quarterlyInventory,trailingPretaxIncome,quarterlyAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualNetIncomeCommonStockholders,annualCurrentAssets,annualDilutedEPS,annualOtherNonCurrentAssets,annualEbitda,annualCurrentLiabilities,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingDeferredIncomeTax,quarterlyChangeInInventory,quarterlyPurchaseOfInvestment,trailingStockBasedCompensation,annualChangeInAccountPayable,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyNetOtherFinancingCharges,trailingBasicEPS,quarterlyNetIncomeCommonStockholders,quarterlyNetIncomeContinuousOperations,quarterlyEbitda,quarterlyTotalRevenue,quarterlyStockBasedCompensation,trailingCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyFreeCashFlow,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyNetIncome,quarterlyCurrentAccruedExpenses,trailingPurchaseOfInvestment,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,trailingNetOtherFinancingCharges,trailingDilutedEPS,trailingSaleOfInvestment,quarterlyCommonStockIssuance,quarterlyEndCashPosition,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlySellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyCostOfRevenue,trailingChangeInAccountPayable,quarterlyBeginningCashPosition,annualResearchAndDevelopment,quarterlyDilutedAverageShares,quarterlyOperatingIncome,quarterlyOperatingExpense,trailingChangesInAccountReceivables,trailingBasicAverageShares,trailingCashDividendsPaid,quarterlyBasicEPS,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyRepaymentOfDebt,quarterlyInterestExpense,quarterlyCapitalExpenditure
2011-12-31,,1507662702.010121,48874520.648493,48874520.648493,226036463.551257,,0.0,3939495000.0,-848517489.730481,-20553698.958239,40573241.304712,5397913974.915333,,-2054960375.754922,,-145162000.0,139005000.0,,1227699081.859974,,,0.187117,114420000.0,226036463.551257,,1507662702.010121,-65979672.148036,4618680644.372046,1448533183.743899,5749942605.946663,5202761475.462611,40573241.304712,4449850735.284649,-2054960375.754922,4448738000.0,,5202761475.462611,34422346.987393,-442391743.178336,1409204689.210245,-71809263.170094,4501529578.144919,,0.0,-505525008.048212,701923063.600191,4614582206.369033,3147801099.707689,2792666792.0,-1619931900.536977,29979944.49953,,-178983740.68017,,,1398351598.052977,8382212.163746,,,5392056057.406287,,-372906870.597628,3939495000.0,59129518.266222,7944516142.78172,,1467512739.353825,,7604319890.029231,9085029535.006502,59129518.266222,340196252.752489,1731153.019045,33796736.289066,22669898770.877064,30745568.976396,1398351598.052977,17277842713.470776,4448738000.0,1467512739.353825,34422346.987393,275827953.04995,522509569.646007,14834972140.953165,,,5749942605.946663,-148090873.971439,242798459.89415,,1227699081.859974,977751016.650141,14834972140.953165,,1448533183.743899,139005000.0,890526479.261367,0.0,,4449850735.284649,25392672.26393,7944516142.78172,771038000.0,5397913974.915333,771038000.0,330413902.803353,1448533183.743899,2794796050.0,1596068049.24218,242798459.89415,165833000.0,4614582206.369033,,1596068049.24218,340196252.752489,539321744.337278,522509569.646007,9085029535.006502,0.186955,165833000.0,1338144863.953024,7604319890.029231,,3147801099.707689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-30,,,,45068035.586546,,,,,,,40439510.765543,5750401152.277165,,,,,43025677.478395,,2065772226.446952,,,,,229233781.924458,,1479384966.424139,,,1371419683.12378,,,,1522896216.593307,,,,,36317884.462947,,,,,,,,,,3439890446.990739,,,,,,,,,,,,,,,27980306.081678,107965283.300359,,,,,6968720258.134574,9203370073.177334,,1001581438.703108,,,,,1412580170.908224,,,,,,,,,,6159630661.012689,,,,,,15363000734.190023,,,,,22577489.672684,,,,7970301696.837682,,,,,,,,902246553.801935,0.0,3845264902.26911,,2118565132.982323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-31,,1546003306.57874,40567247.865696,40567247.865696,225227859.270067,,0.0,3149028000.0,-1981710299.797212,89198506.437098,77383905.430125,5479448975.914416,,-2309863600.552894,,,159120000.0,,1610966300.461562,,,0.11007,,225227859.270067,,1546003306.57874,-47542637.255964,4849942427.556199,1530909153.33968,6503612153.65702,5993143769.5235,77383905.430125,1442750151.427901,-2309863600.552894,,,5993143769.5235,57473085.986218,-781689688.787581,1441132518.127075,-45600511.063037,4747670803.014471,,-12992000.0,-981020921.76539,476801642.682993,4086367977.196676,3683280168.970606,2794663465.0,495749450.963243,56557581.226119,,-97177166.655057,,,1391174301.029162,12211000.0,,,5225554625.466657,,-244318186.760991,3149028000.0,15094153.23906,9271152446.090914,,0.0,,8228299121.917868,9771100174.819466,15094153.23906,1042853324.173046,17095863.734755,-681970526.945513,24863072145.28234,80365536.148371,1391174301.029162,19637517519.815685,,0.0,57473085.986218,154487603.598583,307528274.871839,16274712328.476484,,,6503612153.65702,-209849472.802937,885712608.714722,,1610966300.461562,631289246.281576,16274712328.476484,,1530909153.33968,159120000.0,477883822.452186,0.0,,1442750151.427901,46736638.782034,9271152446.090914,,5479448975.914416,,377481051.514847,1530909153.33968,2805236448.0,2026127981.930975,885712608.714722,34881000.0,4086367977.196676,,2026127981.930975,1042853324.173046,299050394.819877,307528274.871839,9771100174.819466,0.109587,34881000.0,1065327879.022541,8228299121.917868,,3683280168.970606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,,35917519.792439,,,,,,,75770509.393754,5267019170.575305,,,,,163731000.0,,1673596682.943243,,,,,222301592.463338,,920108390.864731,,,909775398.446514,,,,1512054866.079221,,,,3766512428.848422,57466442.221291,,,,,,,,,,3766512428.848422,,,,,,,,,,,,,,,2276550000.0,10332992.418216,,,1350563911.506752,,6749412578.723048,8041463397.415155,,950348407.36262,,,,,1377427148.679537,,,,,,,,,,6543712756.111774,,,,,,14585176153.526928,,,,,0.0,,,,7699760986.085667,,,,,,,,794723305.508106,48452000.0,3399161912.280272,,1907320833.476649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,1931546341.899672,31364108.686038,31364108.686038,218576690.664105,,0.0,3626343000.0,-3670072686.011953,380281026.990994,46127228.557614,4802507047.727112,,-2646912604.305304,,,133820000.0,,1982862893.437603,,,-0.248487,,218576690.664105,,1931546341.899672,-28133772.712445,4659905764.991522,1920706665.889589,6581929882.852925,6461207992.29455,46127228.557614,931204122.013268,-2646912604.305304,,,6461207992.29455,107938855.678836,-366227424.55145,1485684181.078067,0.0,4546112609.091554,,-9908239.028825,-592337658.786289,-552061604.822353,4583892849.53356,3814295387.989246,2797222722.0,-714084755.149538,80565391.84455,,-67822990.121913,,,1364673951.387071,7331000.0,,,4128896042.477967,,176919109.365551,3626343000.0,10839676.010083,9982700851.65849,,867499146.061852,,8556081652.576542,9806920252.093018,10839676.010083,1426619199.081948,116429.622657,-516217690.588031,20487199420.317062,143678842.800317,1364673951.387071,16358303377.839096,,867499146.061852,107938855.678836,243641097.216832,-695166113.578018,16388850134.945942,,,6581929882.852925,0.0,1250250981.555144,,1982862893.437603,-308420507.605521,16388850134.945942,,1920706665.889589,133820000.0,-417216566.613586,0.0,,931204122.013268,0.0,9982700851.65849,,4802507047.727112,,388118537.831617,1920706665.889589,2797222722.0,1324294751.717157,1250250981.555144,23887000.0,4583892849.53356,,1324294751.717157,1426619199.081948,76119968.198258,-695166113.578018,9806920252.093018,-0.248487,23887000.0,160263422.070646,8556081652.576542,,3814295387.989246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,27067122.856988,,,,,,,46640611.356641,4769609994.747121,,,,,137566000.0,,931866093.602376,,,,,224473590.672786,,1194179408.075914,,,1183903547.297838,,,,1260030783.287796,,,,3842074127.209447,113151631.828936,,,,,,,,,,3842074127.209447,,,,,,,,,,,,,,,2636623000.0,10275860.778076,,,782871328.493255,,5405910072.348341,7252999457.782181,,2028202133.824565,,,,,1393911486.554333,,,,,,,,,,6711043097.206635,,,,,,13964042554.988815,,,,,0.0,,,,7434112206.172906,,,,,,,,1845722748.112085,13691000.0,2969540797.565513,,1523357640.296494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,1415756027.147157,21886156.135794,21886156.135794,223676995.492017,,0.0,3368978000.0,-1653965686.198251,-869507316.618433,51075427.506816,4708001654.612722,,-2958250250.515962,,,162947000.0,,1088305706.389424,,,-0.064211,,223676995.492017,,1415756027.147157,-139794723.711061,5130585986.390971,1084678537.802213,6688890698.583924,6716777355.839301,51075427.506816,1097191309.859681,-2958250250.515962,,,6716777355.839301,128432634.10443,-470839427.80202,1965524754.457386,-7152782.851103,4928890304.235338,,-319300386.401284,-384532646.506861,21755814.760195,3439587356.715889,3758527105.323339,2797223396.0,1207599251.03547,55850079.9835,,0.0,,,1393152593.6254,4168000.0,,,5041462871.814473,,-60711093.617021,3368978000.0,331077489.344944,8095676360.384667,,719298876.74528,,6214177013.329294,7901901915.44793,331077489.344944,1881499347.055373,0.0,-193667293.131031,21384112342.961193,137442981.467898,1393152593.6254,16342649471.146719,,719298876.74528,128432634.10443,178800379.909376,-179669588.960147,14590792614.031855,,,6688890698.583924,,1679244716.301314,,1088305706.389424,200556194.669571,14590792614.031855,,1084678537.802213,162947000.0,112572567.579135,0.0,,1097191309.859681,,8095676360.384667,,4708001654.612722,,407863752.739015,1084678537.802213,2797223396.0,1416316575.026265,1679244716.301314,14286000.0,3439587356.715889,,1416316575.026265,1881499347.055373,190865353.375831,-179669588.960147,7901901915.44793,-0.064211,14286000.0,664270027.392086,6214177013.329294,,3758527105.323339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,17277995.575986,,,,,,,52947610.66613,4812666053.263581,,,,,177034000.0,,1333587899.841871,,,,,224104399.448482,,1974024213.833363,,,1974024213.833363,,,,1558476643.056878,,,,3905588911.226935,128540243.355595,,,,,,,,,,3905588911.226935,,,,,,,,,,,,,,,3061103000.0,0.0,,,777566683.868729,,7027761808.820684,7944415315.55731,,1646388039.540109,,,,,1395647197.593491,,,,,,,,,,6842533300.002322,,,,,,14786948615.559631,,,,,0.0,,,,8674149848.360792,,,,,,,,1442102941.517888,13415000.0,3165084272.955216,,1242714584.150422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,752946748.988074,13071497.883274,13071497.883274,234233538.174585,,0.0,3246483000.0,-1185013765.024108,-330097609.230007,33065614.152265,4619252145.353652,,-2963665293.911415,,,71954000.0,,1379708743.585973,,,0.023698,,234233538.174585,,752946748.988074,-100315581.801577,5032920253.54271,752946748.988074,6768453424.389942,6733326181.295421,33065614.152265,1088674062.271204,-2963665293.911415,,,6733326181.295421,130537454.325937,-48804166.536387,1135870459.689341,0.0,4863172492.465695,,0.0,-719706959.847998,351707868.414739,3381854415.365803,3769660887.384006,2797223396.0,99475689.913241,54280630.095427,,7849597.767957,,,1410198577.630041,2469000.0,,,5312535587.219157,,194439577.738393,3246483000.0,0.0,8018545831.373975,,735786325.789999,,7017563013.807088,7175537215.611916,0.0,1000982817.566888,,-97735614.794635,23314469328.684532,230212440.619461,1410198577.630041,18001933741.465378,,735786325.789999,130537454.325937,239174078.694209,66281119.279617,13943990640.001858,,,6768453424.389942,,837379749.088686,,1379708743.585973,590881947.108948,13943990640.001858,,760734380.654598,71954000.0,449363094.753461,0.0,,1088674062.271204,340387331.586809,8018545831.373975,,4619252145.353652,,435824338.970196,752946748.988074,2797223396.0,1152577860.443158,837379749.088686,15500000.0,3381854415.365803,,1152577860.443158,1000982817.566888,621971345.053363,66281119.279617,7175537215.611916,0.023698,15500000.0,1080986916.17457,7017563013.807088,,3769660887.384006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,11671384.510512,,,,,,,30100111.463901,5058616692.241082,,,,,62803000.0,,1005313785.301197,,,,,239262954.785603,,1551460164.090326,,,1551460164.090326,,,,1296886268.832889,,,,3917377680.661722,264064967.630368,,,,,,,,,,3917377680.661722,,,,,,,,,,,,,,,2498501000.0,0.0,,,1241245113.654521,,6806127889.23452,7345889862.454835,,978452921.410862,,,,,1424929354.527367,,,,,,,,,,6931296965.991268,,,,,,14277186828.446102,,,,,0.0,,,,7784580810.645382,,,,,,,,684287842.316594,100332000.0,3022217130.777438,,1441736319.294466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,1003052429.960773,10092987.644005,10092987.644005,250464042.739209,,0.0,3146051000.0,-3240918145.440197,257230606.581095,22873081.02964,4889870746.620864,,-2755131332.234679,,,51607000.0,,734230825.770412,,,0.160009,,250464042.739209,,1003052429.960773,-111568164.782706,5689971031.497342,1003052429.960773,6267420295.476174,6347534728.005633,22873081.02964,1073785720.585846,-2755131332.234679,,,6347534728.005633,263892408.219793,449334938.916355,813447168.643471,,5527762429.419183,,,-778175436.096217,377744747.193402,3588620316.211344,3592403395.770954,2797223396.0,-189502289.921005,32010673.196698,,,,,1363121017.725476,,,,5835330826.930963,,109035963.837244,3146051000.0,0.0,7900277124.31044,,1164829447.577931,,6874726787.363925,8162246205.928092,0.0,1025550336.946514,,-190837336.459083,25058654288.46645,194706374.749515,1363121017.725476,19223323461.535484,,1164829447.577931,263892408.219793,202437288.102809,447464441.117533,14429666501.404266,,,6267420295.476174,-52792987.179785,738784847.697081,,734230825.770412,580182035.296211,14429666501.404266,,1014488522.773871,51607000.0,307568397.51178,0.0,,1073785720.585846,0.0,7900277124.31044,,4889870746.620864,,423650291.066082,1003052429.960773,2797223396.0,1181638856.470843,738784847.697081,0.0,3588620316.211344,,1181638856.470843,1025550336.946514,587338099.637135,447464441.117533,8162246205.928092,0.160009,0.0,1035842999.558991,6874726787.363925,,3592403395.770954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,8567908.575557,,,,,,,32324856.617972,5501479833.13156,,,,,45260000.0,,1920241861.056985,,,,,243214179.274615,,1124108040.039509,,,1124108040.039509,,,,2102921601.226782,,,,6401064150.841875,286897992.421011,,,,,,,,,,6401064150.841875,,,,,,,,,,,,,,,3865860000.0,,,,,,9171038387.43548,8196467914.724839,,2094859733.121183,,,,,2907681586.337834,,,,,,,,,,10776086594.535595,,,,,,18972554509.260433,,,,,0.0,,,,11265898120.556664,,,,,,,,1775636884.082201,0.0,3431414344.067673,,1610440755.200947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,831761612.036692,,,233737682.456794,,,,-3674583787.042548,-150420136.535899,38178887.29328,3717243199.476265,,-1941889009.234479,,,,,0.0,,,0.530109,,233737682.456794,,831761612.036692,-72005097.328721,4231642915.33845,831761612.036692,9247952627.921532,7140273325.598897,38178887.29328,1112536452.397317,-1941889009.234479,,,7140273325.598897,210029838.50221,2509395732.799103,946739474.452555,-2773253707.910166,4131185397.078756,,,-689952406.416907,1530309072.835273,1291961346.141293,5198384316.364418,2797223396.0,162783778.829429,85321331.688662,,34184685.470958,,,3089012909.71329,,,,4554803089.01193,,-159562513.552222,,,6894029112.038612,,2669461281.810956,,4889837239.232521,3470585360.413459,,2004191872.806091,,-337792489.177805,12919588393.200659,173928270.399367,3089012909.71329,8364785304.188729,,2669461281.810956,210029838.50221,568642313.580636,1482940178.92235,12718537988.334991,,,9247952627.921532,-2372874248.754977,1755983147.010601,,0.0,2098951386.415909,12718537988.334991,,831761612.036692,,423617691.933174,,,1112536452.397317,578556791.534997,6894029112.038612,,3717243199.476265,,499993849.875402,831761612.036692,2797223396.0,301283980.429048,1755983147.010601,,1291961346.141293,,301283980.429048,2004191872.806091,352159917.239102,1482940178.92235,3470585360.413459,0.530109,,2684266567.979972,4889837239.232521,,5198384316.364418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,,,,,,,,,62869000.0,4154037000.0,,,,,,,780000000.0,,,,,293201000.0,,486724000.0,,,486724000.0,,,,1379148000.0,,,,5180294000.0,207979000.0,,,,,,,,,,5180294000.0,,,,,,,,,,,,,,,,,,,2980822000.0,,5137272000.0,3231797000.0,,1247468000.0,,,,,3279160000.0,,,,,,,,,,9543995000.0,,,,,,12775792000.0,,,,,,,,,6384740000.0,,,,,,,,976620000.0,,1077927000.0,,644364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,,243235000.0,1659475000.0,1659475000.0,293201000.0,,,,-590120000.0,-588828000.0,95666000.0,4218912000.0,,-2057978000.0,,,,,580000000.0,,,0.1147,,293201000.0,,243235000.0,-8568000.0,4918020000.0,243235000.0,10067897000.0,7473957000.0,95666000.0,606811000.0,-2057978000.0,,,7473957000.0,204355000.0,-1034360000.0,832063000.0,0.0,4800688000.0,,,-686305000.0,576365000.0,1650318000.0,5415979000.0,2797223396.0,-382576000.0,74835000.0,,,,,1846799000.0,,,,5541311000.0,,331100000.0,,,6575014000.0,,3045057000.0,,5688493000.0,3220553000.0,,886521000.0,,588233000.0,15648051000.0,-358655000.0,1846799000.0,10106740000.0,,3045057000.0,204355000.0,161790000.0,320858000.0,13288450000.0,,,10067897000.0,-167628000.0,586500000.0,,580000000.0,738155000.0,13288450000.0,,243235000.0,,740623000.0,,,606811000.0,0.0,6575014000.0,,4218912000.0,,414843000.0,243235000.0,2797223396.0,304788000.0,586500000.0,,1650318000.0,,304788000.0,886521000.0,1274538000.0,320858000.0,3220553000.0,0.1147,,1227833000.0,5688493000.0,,5415979000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,,,,,,,,,101661000.0,4412978000.0,,,,,,,966500000.0,,,,,293201000.0,,397770000.0,,,397770000.0,,,,981919000.0,,,,5545419000.0,203507000.0,,,,,,,,,,5545419000.0,,,,,,,,,,,,,,,,,,,3239123000.0,,6006483000.0,3322740000.0,,338287000.0,,,,,,,,,,,,,,,10174885000.0,,,,,,13497625000.0,,,,,,,,,6344770000.0,,,,,,,,0.0,,1132804000.0,,654279000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
