date,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,quarterlyDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyGrossPPE,annualCurrentAccruedExpenses,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualDilutedAverageShares,quarterlyIncomeTaxPayable,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,annualDilutedEPS,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyChangeInInventory,annualCurrentAssets,trailingResearchAndDevelopment,trailingBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInterestExpense,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualOtherNonCurrentAssets,annualBasicAverageShares,annualNetOtherFinancingCharges,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualNetIncomeCommonStockholders,quarterlyRetainedEarnings,annualDeferredIncomeTax,trailingOperatingExpense,annualResearchAndDevelopment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualAccumulatedDepreciation,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,quarterlyStockholdersEquity,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,annualRetainedEarnings,quarterlyCurrentAssets,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualLongTermDebt,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,annualBeginningCashPosition,annualCostOfRevenue,annualTaxProvision,annualTotalAssets,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualCurrentDebt,trailingTaxProvision,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyBasicEPS,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyNetIncome,annualInvestingCashFlow,annualChangeInInventory,trailingStockBasedCompensation,quarterlyNetIncomeContinuousOperations,quarterlyInventory,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualCapitalStock,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,trailingPretaxIncome,annualAccountsReceivable,quarterlyTaxProvision,trailingNetIncome,annualGoodwill,annualStockBasedCompensation,annualGrossProfit,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetPPE,quarterlyPretaxIncome,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyCurrentAccruedExpenses,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,trailingNetOtherInvestingChanges,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyBeginningCashPosition,annualBasicEPS,quarterlyDilutedAverageShares,quarterlyOtherIntangibleAssets,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualTotalRevenue,annualNetOtherInvestingChanges,trailingGrossProfit,annualPretaxIncome,trailingTotalRevenue,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,trailingOtherIncomeExpense,quarterlyTotalAssets,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualOtherIncomeExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,trailingInvestingCashFlow,annualGrossPPE,annualAccountsPayable,trailingBasicAverageShares,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingOtherNonCashItems,trailingDilutedEPS,trailingInterestExpense,trailingNetOtherFinancingCharges,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
1995-12-31,6000000,,,,,8000000.0,7600000.0,,,,5200000.0,16100000.0,,78100000.0,,20000000.0,,-114000000,3200000.0,35200000.0,-2100000.0,-700000.0,,-0.85,,,3000000.0,60600000.0,,,,0.0,57900000.0,2600000.0,,300000,4000000.0,20000000.0,0.0,,,-17000000.0,51200000.0,3000000.0,,,11600000.0,,-6400000.0,,,25700000.0,-600000.0,93400000.0,35200000.0,13800000.0,11600000.0,,,,51200000.0,60600000.0,2000000.0,23600000.0,-9700000.0,,,,,,,,7700000.0,1900000.0,60000000.0,600000.0,128600000.0,-17000000.0,14400000.0,,,,14400000.0,,25500000.0,73500000.0,3500000.0,68000000.0,,93400000.0,0.0,,,,8100000.0,,,,-13000000.0,48100000.0,2700000.0,,3300000,22300000.0,4600000.0,-16300000.0,,,15300000.0,7700000.0,,-71700000.0,-6400000.0,4000000.0,8100000.0,,,16000000.0,,,,4700000.0,,,,80600000.0,,23600000.0,9700000.0,8000000.0,-122000000.0,9700000.0,,54300000.0,15900000.0,,22300000.0,,1600000.0,,,7100000.0,,3500000.0,,23000000.0,0.0,-0.85,,54300000.0,1400000.0,68000000.0,,16000000.0,3200000.0,140600000.0,-9900000.0,,-100000.0,,,,-62700000.0,,128600000.0,0.0,-13000000.0,,-16300000.0,,,,2500000.0,,,-5700000.0,,,3200000.0,-2000000.0,3200000.0,,,,16100000.0,7600000.0,,,,,,,,,,,
1996-03-31,-200000,,,,,17600000.0,6800000.0,,,,1900000.0,16200000.0,,,,,,30800000,,28000000.0,,,,,,,200000.0,,,,,0.0,6600000.0,,,800000,,,,,,,51200000.0,,,,,,,,-0.005031,-100000.0,,93300000.0,,,11600000.0,,,,,54700000.0,17800000.0,16400000.0,600000.0,,,,,,,,16800000.0,,,,,,6800000.0,,,,,,,,3500000.0,,-0.005031,,,,,,,,,,-100000.0,,,,-100000,22000000.0,,100000.0,,19875000.0,2800000.0,-2000000.0,,0.0,-6700000.0,3400000.0,8100000.0,,,9600000.0,,,,-100000.0,,,,,,,,-200000.0,13200000.0,9500000.0,,,,,,,9400000.0,,,,,,,800000.0,3200000.0,,19875000.0,53700000.0,,66600000.0,,,,,,,,,,,,,121300000.0,,-100000.0,,,,,,,,,1000000.0,,,12600000.0,,12600000.0,,,,,,,,,,,,,,,,
1996-06-30,-2500000,,,,,13400000.0,7000000.0,,,,3300000.0,17300000.0,,,,,,26600000,,26100000.0,,,,,,,300000.0,,,,,0.0,-500000.0,,,-1500000,,,,,,,50000000.0,,,,,,,,-0.06,200000.0,,92100000.0,,,11600000.0,,,,,52100000.0,15900000.0,14500000.0,-800000.0,,,,,,,,14900000.0,,,,,,6800000.0,,,,,,,,3500000.0,,-0.06,,,,,,,,,,-1100000.0,,,,-1100000,21800000.0,,100000.0,,18333333.0,3400000.0,300000.0,,0.0,-7200000.0,2800000.0,8100000.0,,,7500000.0,,,,-1300000.0,,,,,,,,-2400000.0,13200000.0,10100000.0,,,,,,,2900000.0,,,,,,,3700000.0,0.0,,18333333.0,53200000.0,,66100000.0,,,,,,,,,,,,,118200000.0,,-1100000.0,,,,,,,,,1000000.0,,,15500000.0,,15500000.0,,,,,,,,,,,,,,,,
1996-09-30,-3600000,,,,,13100000.0,8300000.0,,,,-1900000.0,18600000.0,,,,,,25900000,,24700000.0,,,,,,,-3600000.0,,,,,0.0,-2200000.0,,,-2500000,,,,,,,46600000.0,,,,,,,,-0.18,-200000.0,,88700000.0,,,10400000.0,,,,,47200000.0,16700000.0,14300000.0,9400000.0,,,,,,,,15600000.0,,,,,,6300000.0,,,,,,,,2300000.0,,-0.18,,,,,,,,,,-3500000.0,,,,-3500000,25400000.0,,100000.0,,19444444.0,-4400000.0,-4000000.0,,0.0,-7600000.0,2600000.0,8100000.0,,,6000000.0,,,,-100000.0,,,,,,,,-3600000.0,12800000.0,11000000.0,,,,,,,-6600000.0,,,,,,,-8400000.0,0.0,,19444444.0,52600000.0,,66200000.0,,,,,,,,,,,,,113400000.0,,-3500000.0,,,,,,,,,1100000.0,,,8900000.0,,8900000.0,,,,,,,,,,,,,,,,
1996-12-31,-6000000,,,,,27500000.0,5800000.0,,,,-2300000.0,14500000.0,,84000000.0,,19876000.0,,45200000,15800000.0,30900000.0,-3600000.0,-60000000.0,,-3.09,,,3700000.0,52800000.0,,,,0.0,1300000.0,,,-4600000,2000000.0,19876000.0,,,,-61300000.0,-10100000.0,-4000000.0,,,10300000.0,,-6400000.0,,,66100000.0,1000000.0,32000000.0,30900000.0,3700000.0,10300000.0,,,,-10100000.0,52800000.0,33500000.0,20600000.0,-10000000.0,,,,,,,,32100000.0,3200000.0,56900000.0,-4300000.0,62900000.0,-61300000.0,4400000.0,,,,4400000.0,,66000000.0,79500000.0,4200000.0,10100000.0,,32000000.0,,,,,6100000.0,,,,-56600000.0,5200000.0,600000.0,,-55300000,20100000.0,4500000.0,-52000000.0,,,5500000.0,2100000.0,,0.0,-6400000.0,2000000.0,6100000.0,,,14800000.0,,,,-2800000.0,,,,71500000.0,,20600000.0,8100000.0,-58100000.0,17700000.0,8100000.0,,,7300000.0,,20100000.0,,6800000.0,,,-8000000.0,,4200000.0,,7600000.0,0.0,-3.09,,,12500000.0,10100000.0,,14800000.0,15800000.0,128400000.0,-800000.0,,-64300000.0,,,,0.0,,62900000.0,0.0,-56600000.0,,-51800000.0,,,,-12500000.0,,,1400000.0,,,15800000.0,,15800000.0,,,,14500000.0,5800000.0,,,,,,,,,,,
1997-03-31,100000,,,-200000.0,,15000000.0,6600000.0,,,,3200000.0,15000000.0,,,,,,26500000,,28300000.0,,,,,,,-300000.0,,,,,0.0,-600000.0,,,800000,,,,,,,-6600000.0,,,,,,,,0.01,,,32200000.0,,,10100000.0,,,,,50500000.0,14900000.0,18200000.0,-100000.0,,,,,,,,14200000.0,,,,,,4400000.0,,,,,,,,4200000.0,,0.01,,,,,,,,,,100000.0,,,,100000,20500000.0,,200000.0,,19883000.0,3900000.0,-500000.0,,0.0,-6900000.0,1900000.0,5900000.0,,,11600000.0,,,,100000.0,,,,,,,,200000.0,11500000.0,8100000.0,,,,,,,3400000.0,,,,,,,3400000.0,15800000.0,,19883000.0,,,10000000.0,,,,,,,,,,,,,60500000.0,,100000.0,,,,,,,,,700000.0,,,19100000.0,,19100000.0,,,,,,,,,,,,,,,,
1997-06-30,-1900000,,,-200000.0,,11400000.0,5100000.0,,,,3600000.0,13500000.0,,,,,,23000000,,25500000.0,,,,,,,900000.0,,,,,0.0,-200000.0,,,-1200000,,,,,,,-11000000.0,,,,,,,,-0.06,,,31300000.0,,,9800000.0,,,,,47100000.0,13300000.0,15700000.0,-100000.0,,,,,,,,12600000.0,,,,,,4300000.0,,,,,,,,4100000.0,,-0.06,,,,,,,,,,-1100000.0,,,,-1100000,19500000.0,,200000.0,,18333333.0,2700000.0,-100000.0,,0.0,-5800000.0,2000000.0,5700000.0,,,10600000.0,,,,-600000.0,,,,,,,,-1700000.0,11600000.0,7700000.0,,,,,,,2400000.0,,,,,,,2600000.0,0.0,,18333333.0,,,9700000.0,,,,,,,,,,,,,56800000.0,,-1100000.0,,,,,,,,,700000.0,,,21600000.0,,21600000.0,,,,,,,,,,,,,,,,
1997-09-30,200000,,,-200000.0,,8600000.0,6900000.0,,,,-7700000.0,10000000.0,,,,,,20200000,,24200000.0,,,,,,,-1000000.0,,,,,0.0,-600000.0,,,300000,,,,,,,-13800000.0,,,,,,,,-0.13,,,32100000.0,,,9200000.0,,,,,39900000.0,8400000.0,15000000.0,-500000.0,,,,,,,,8300000.0,,,,,,1900000.0,,,,,,,,4100000.0,,-0.13,,,,,,,,,,-2200000.0,,,,300000,17700000.0,,200000.0,,16923077.0,-5100000.0,-100000.0,,3700000.0,-4500000.0,10900000.0,5100000.0,,,8100000.0,,,,200000.0,,,,,,,,500000.0,11600000.0,5500000.0,,,,,,,-2000000.0,,,,,,,-5200000.0,0.0,,16923077.0,,,16400000.0,,,,,,,,,,,,,56300000.0,,-2200000.0,,,,,,,,,100000.0,,,19200000.0,,19200000.0,,,,,,,,,,,,,,,,
1997-12-31,-100000,-1600000.0,,-900000.0,,8100000.0,5600000.0,,,,-6600000.0,10400000.0,,34000000.0,,20498000.0,,18200000,8900000.0,23500000.0,-6900000.0,1200000.0,,-0.16,,,-5200000.0,36300000.0,,,,0.0,-900000.0,,,500000,13000000.0,20498000.0,0.0,,,-3300000.0,-13400000.0,-1500000.0,,,11700000.0,,-4800000.0,,,-900000.0,-7500000.0,31400000.0,23500000.0,-13700000.0,11700000.0,4100000.0,,,-13400000.0,36300000.0,8200000.0,11800000.0,-500000.0,,,,,,,,7600000.0,15400000.0,41800000.0,200000.0,54900000.0,-3300000.0,1200000.0,,,,1200000.0,,3400000.0,31900000.0,8500000.0,18600000.0,,31400000.0,0.0,,,,3200000.0,,,,-500000.0,-2300000.0,-5600000.0,,400000,22900000.0,2100000.0,200000.0,,,-8300000.0,-6200000.0,,-1200000.0,-4800000.0,13000000.0,3200000.0,,,6200000.0,,,,-300000.0,,,,34600000.0,,11800000.0,5600000.0,100000.0,10100000.0,5600000.0,,,-6800000.0,400000.0,22900000.0,,-10300000.0,,,2700000.0,,8500000.0,,-14500000.0,0.0,-0.16,,,-6500000.0,18600000.0,,6200000.0,8900000.0,76400000.0,-1200000.0,,1400000.0,,,,2500000.0,,54900000.0,0.0,-500000.0,,800000.0,,,,600000.0,,,600000.0,,,8900000.0,,8900000.0,,,,10400000.0,5600000.0,,,,,,,,,,,
1998-03-31,400000,,,-200000.0,,11100000.0,5600000.0,,,,-3200000.0,21700000.0,,,,,,23400000,,64100000.0,,,,,,,-1100000.0,,,,,0.0,-25600000.0,,,1500000,,,,,,,-13300000.0,,,,,,,,0.01,-100000.0,,81100000.0,,,46400000.0,,,,,36800000.0,10700000.0,17700000.0,2700000.0,,,,,,,,9600000.0,,,,,,2100000.0,,,,,,,,8200000.0,,0.01,,0.0,,,,,,,,200000.0,,,,200000,24100000.0,,100000.0,,34116000.0,-2200000.0,-28300000.0,,22400000.0,-4800000.0,6600000.0,9600000.0,28600000.0,,9900000.0,,,,100000.0,,,,,,,,300000.0,12300000.0,16900000.0,,,,200000.0,,,-5400000.0,,,,,,,-30500000.0,8900000.0,,34116000.0,84900000.0,,108400000.0,,,,,,,,,,,,,145200000.0,,200000.0,,,,,,,,,1100000.0,,,3500000.0,200000.0,3500000.0,,2200000.0,,,,,,,,,,,,,,
1998-06-30,3000000,,,400000.0,,15800000.0,5700000.0,,,,4300000.0,22600000.0,,,,,,33200000,,67000000.0,,,,,,,1400000.0,,,,,0.0,20000000.0,,,3700000,,,,,,,-12000000.0,,,,,,,,0.04,0.0,,82400000.0,,,47500000.0,,,,,35800000.0,12800000.0,19500000.0,-2800000.0,,,,,,,,12100000.0,,,,,,3200000.0,,,,,,,,7900000.0,,0.04,,-200000.0,,,,,,,,1300000.0,,,,900000,23900000.0,,-700000.0,,32500000.0,6500000.0,22700000.0,,-21900000.0,-5100000.0,6800000.0,9800000.0,29800000.0,,12000000.0,,,,800000.0,,,,,,,,1700000.0,17400000.0,17500000.0,,,,,,,4600000.0,,,,,,,29200000.0,0.0,,32500000.0,89300000.0,,113600000.0,,,,,,,,,,,,,149400000.0,,1300000.0,,,,,,,,,700000.0,,,2600000.0,600000.0,2600000.0,,1800000.0,,,,,,,,,,,,,,
1998-09-30,2600000,,,-1000000.0,,17800000.0,5000000.0,,,,-4900000.0,23300000.0,,,,,,35700000,,74300000.0,,,,,,,-400000.0,,,,,0.0,-30200000.0,,,5600000,,,,,,,-11100000.0,,,,,,,,0.03,,,86900000.0,,,50600000.0,,,,,40200000.0,15200000.0,23700000.0,1600000.0,,,,,,,,13300000.0,,,,,,3600000.0,,,,,,,,7600000.0,,0.03,,200000.0,,,,,,,,900000.0,,,,900000,23400000.0,,-100000.0,,30000000.0,-1700000.0,-32200000.0,,25900000.0,-5100000.0,7500000.0,9200000.0,33800000.0,,17200000.0,,,,900000.0,,,,,,,,1800000.0,17900000.0,18200000.0,,,,,,,-6000000.0,,,,,,,-33900000.0,0.0,,30000000.0,95300000.0,,121000000.0,,,,,,,,,,,,,161200000.0,,900000.0,,,,,,,,,3000000.0,,,2100000.0,700000.0,2100000.0,,1500000.0,,,,,,,,,,,,,,
1998-12-31,-1100000,,,1000000.0,,-20900000.0,1200000.0,,,,-800000.0,16600000.0,,20000000.0,,34400000.0,,-41800000,1600000.0,73800000.0,-39500000.0,1100000.0,,-0.26,,,,32600000.0,,,,0.0,-900000.0,2000000.0,,-400000,7400000.0,32612000.0,-500000.0,,,-8400000.0,-21800000.0,200000.0,,,55400000.0,,-2500000.0,,,,-4600000.0,76300000.0,73800000.0,-37400000.0,55400000.0,200000.0,,,-21800000.0,32600000.0,-19800000.0,18400000.0,-1300000.0,,,,,,37200000.0,,-20500000.0,8400000.0,25500000.0,2000000.0,150100000.0,-8400000.0,16600000.0,,1900000.0,,16600000.0,,100000.0,14500000.0,7300000.0,117500000.0,,76300000.0,-500000.0,,,,10900000.0,,,,-10800000.0,-36700000.0,,,-900000,,5500000.0,1000000.0,,,-500000.0,-1700000.0,,1500000.0,-2500000.0,7400000.0,10900000.0,37200000.0,,15300000.0,,,,200000.0,,,,25000000.0,,18400000.0,14100000.0,-700000.0,-20900000.0,14100000.0,,96000000.0,2100000.0,0.0,,,0.0,,,10500000.0,,7300000.0,,-2200000.0,0.0,-0.26,,96000000.0,-6800000.0,117500000.0,,15300000.0,1600000.0,50500000.0,200000.0,,3100000.0,,,,27900000.0,,150100000.0,0.0,-10800000.0,,200000.0,,,,5000000.0,,,700000.0,,,1600000.0,500000.0,1600000.0,,1900000.0,,16600000.0,1200000.0,,,,,,,,,,,
1999-03-31,4000000,,,-100000.0,,11300000.0,1900000.0,,,,-2800000.0,17200000.0,,,,,,20400000,,75200000.0,,,,,,,,,,,,0.0,2200000.0,,,5800000,,,,,,,-20700000.0,,,,,,,,0.03,,,83700000.0,,,53800000.0,,,,,26900000.0,7300000.0,21400000.0,-2500000.0,,,,,,,,5500000.0,,,,,,9600000.0,,,,,,,,6800000.0,,0.03,,0.0,,,,,,,,1100000.0,,,,1700000,,,-500000.0,,36666667.0,-700000.0,-6600000.0,,-1200000.0,-2500000.0,9600000.0,10400000.0,36600000.0,,17500000.0,,,,1600000.0,,,,,,,,3300000.0,9100000.0,14700000.0,,,,,,,300000.0,,,,,,,-7300000.0,1600000.0,,36666667.0,107700000.0,,132000000.0,,,,,,,,,,,,,158900000.0,,1100000.0,,,,,,,,,1800000.0,,,1800000.0,800000.0,1800000.0,,2000000.0,,,,,,,,,,,,,,
1999-06-30,4800000,,,-400000.0,,16900000.0,3500000.0,,,,,20400000.0,,,,,,28700000,,103900000.0,,,,,,,,,,,,0.0,-19100000.0,,,7300000,,,,,,,-19600000.0,,,,,,,,0.03,,,105100000.0,,,69200000.0,,,,,38300000.0,12100000.0,34700000.0,-1200000.0,,,,,,,,9600000.0,,,,,,4700000.0,,,,,,,,6500000.0,,0.03,,100000.0,,,,,,,,1100000.0,,,,1900000,,,300000.0,,36666667.0,1200000.0,-17900000.0,,16900000.0,-4200000.0,10700000.0,10100000.0,52600000.0,,27200000.0,,,,2100000.0,,,,,,,,4000000.0,11800000.0,16200000.0,,,,,,,-1000000.0,,,,,,,-16700000.0,0.0,,36666667.0,143800000.0,,170700000.0,,,,,,,,,,,,,209000000.0,,1100000.0,,,,,,,,,2500000.0,,,900000.0,1100000.0,900000.0,,4000000.0,,,,,,,,,,,,,,
1999-09-30,3700000,,,-500000.0,,16800000.0,3600000.0,,,,,22300000.0,,,,,,29500000,,108900000.0,,,,,,,,,,,,1700000.0,1300000.0,,,7000000,,,,,,,-19000000.0,,,,,,,,0.01,-3700000.0,,120700000.0,,,71200000.0,,,,,39000000.0,13100000.0,37700000.0,-2000000.0,,,,,,,,9800000.0,,,,,,6800000.0,,,,,,,,5300000.0,,0.01,,-100000.0,,,,,,,,600000.0,,,,1200000,,,-600000.0,,36666667.0,800000.0,-500000.0,,-1200000.0,-4800000.0,27200000.0,11500000.0,54400000.0,,30500000.0,,,,1200000.0,,,,,,,,2400000.0,12700000.0,17500000.0,,,,,,,800000.0,,,,400000.0,,,300000.0,0.0,,44000000.0,145900000.0,,190600000.0,,,,,,,,,,,,,229600000.0,,600000.0,,,,,,,,,3300000.0,,,1700000.0,1100000.0,1700000.0,,3600000.0,,,,,,,,,,,,,,
1999-12-31,-3736000,,,1546000.0,,12934000.0,5163000.0,,,,,27811000.0,,49170000.0,,39105000.0,,29801000,2424000.0,133631000.0,-6545000.0,-64000.0,,-0.07,,,,51019000.0,,,,2424000.0,-9143000.0,4893000.0,,-75000,39062000.0,39105000.0,-1338000.0,,,-2824000.0,-24615000.0,546000.0,,,86632000.0,,-6022000.0,,,5740000.0,-9339000.0,138904000.0,133631000.0,-5891000.0,86632000.0,19000.0,,,-24615000.0,51019000.0,16670000.0,46999000.0,-1807000.0,,,,,,67446000.0,,13009000.0,1558000.0,50467000.0,2404000.0,272535000.0,-2824000.0,5739000.0,,3747000.0,,5739000.0,,-2760000.0,37909000.0,5317000.0,221516000.0,,138904000.0,-1319000.0,,,,13869000.0,,,,-5624000.0,-24743000.0,,,-4764000,,11261000.0,-2251000.0,,,-646000.0,18455000.0,,10455000.0,-6022000.0,39062000.0,13869000.0,67446000.0,447000.0,38089000.0,,,,-2396000.0,,,,57934000.0,,46999000.0,21789000.0,-7160000.0,16867000.0,21789000.0,,160665000.0,654000.0,,,,766000.0,,,20025000.0,447000.0,5317000.0,,17809000.0,1700000.0,-0.07,,160665000.0,866000.0,221516000.0,17931000.0,38089000.0,2424000.0,108401000.0,-7507000.0,,2340000.0,,,,24955000.0,,272535000.0,2424000.0,-5624000.0,,-1851000.0,17931000.0,,,8764000.0,,,3661000.0,,,2424000.0,1793000.0,2424000.0,,3747000.0,,27811000.0,5163000.0,,,,,,,,,,,
2000-03-31,-1797000,,,-472000.0,,14692000.0,3981000.0,,,,,29011000.0,,,,,,32491000,,140748000.0,,,,,,,,,,,,1800000.0,-7423000.0,,,2400000,,,,,,,-28334000.0,,,,,,,,-0.09,-3000.0,,119558000.0,,,95358000.0,,,,,47045000.0,16489000.0,45390000.0,-3198000.0,,,,,,,,12292000.0,,,,,,8184000.0,,,,,,,,5118000.0,,-0.09,,0.0,,,,,,,,-3719000.0,,,,-3300000,,,-1174000.0,,43291000.0,3000.0,-1152000.0,,6796000.0,-7431000.0,23536000.0,13491000.0,76749000.0,,36102000.0,,,,-1547000.0,,,,,,,,-4847000.0,17799000.0,21580000.0,,,,,,,-624000.0,,,,447000.0,,,-1149000.0,2424000.0,,43291000.0,168145000.0,,213261000.0,,,,,,,,,,,,,260306000.0,,-3719000.0,,,2304000.0,,,,,,4197000.0,,,1800000.0,1876000.0,1800000.0,,5307000.0,,,,,,,,,,,,,,
2000-06-30,-2255000,,,-376000.0,,14976000.0,3651000.0,,,,,30018000.0,,,,,,32139000,,138972000.0,,,,,,,,,,,,1873000.0,-4132000.0,,,2321000,,,,,,,-32312000.0,,,,,,,,-0.09,,,114460000.0,,,68932000.0,,,,,50732000.0,17231000.0,70040000.0,-3095000.0,,,,,,,,12655000.0,,,,,,6019000.0,,,,,,,,5065000.0,,-0.09,,8439000.0,,,,,,,,-3979000.0,,,,-3911000,,,-90000.0,,44894000.0,-4893000.0,-1037000.0,,9098000.0,-8877000.0,13617000.0,13112000.0,50755000.0,,34428000.0,,,,-454000.0,,,,,,,,-4365000.0,17163000.0,21141000.0,,,,,,,73000.0,,,,481000.0,,,-5930000.0,1800000.0,,44894000.0,167942000.0,,202700000.0,,,,,,,,,,,,,253432000.0,,-3979000.0,,,-8408000.0,,,,,,4576000.0,,,1873000.0,2020000.0,1873000.0,,31961000.0,,,,,,,,,,,,,,
2000-09-30,659000,,,-344000.0,,16856000.0,3998000.0,,,,-1110000.0,23064000.0,,,,,,34376000,,123928000.0,,,,,,,,,,,,555000.0,11271000.0,,,5561000,,,,,,,-34871000.0,,,,,,,,-0.054829,,,111902000.0,,,65021000.0,,,,,49246000.0,16197000.0,58907000.0,-2150000.0,,,,,,,,11295000.0,,,,,,5208000.0,,,,,,,,4974000.0,,-0.05,,-450000.0,,,,,,,,-2558000.0,,,,-2476000,,,251000.0,,46654000.0,639000.0,-598000.0,,-13228000.0,-9814000.0,12982000.0,12734000.0,47313000.0,,32294000.0,,,,-160000.0,,,,,,,,-2636000.0,17520000.0,13250000.0,,,,0.0,,,-1318000.0,,,,481000.0,,,41000.0,1873000.0,,46654000.0,160352000.0,,186584000.0,,,,,,,,,,,,,235830000.0,,-2558000.0,,,-8408000.0,,,,,,4902000.0,,,555000.0,3546000.0,555000.0,,22615000.0,,,,,,,,,,,,,,
