date,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualSaleOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,quarterlyCommonStockIssuance,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualRetainedEarnings,annualStockBasedCompensation,annualCurrentLiabilities,annualGoodwill,annualTotalAssets,annualInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualOperatingIncome,quarterlyOperatingExpense,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,trailingGrossProfit,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,trailingTotalRevenue,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,quarterlyTotalNonCurrentAssets,annualGrossPPE,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPretaxIncome,trailingEndCashPosition,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualOtherNonCurrentAssets,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,trailingInterestExpense,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingCapitalExpenditure,annualCurrentAssets,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyEbitda,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualRepaymentOfDebt,annualInterestExpense,quarterlyGrossProfit,annualTotalRevenue,quarterlyCurrentLiabilities,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,trailingCommonStockIssuance,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyNetPPE,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,trailingNetIncome,trailingTaxProvision,annualChangeInInventory,quarterlyOperatingIncome,quarterlyTotalRevenue,annualNetIncome,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualBeginningCashPosition,annualCostOfRevenue,quarterlyChangeInAccountPayable,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,annualBasicEPS,annualSellingGeneralAndAdministration,trailingNetOtherFinancingCharges,trailingBasicEPS,quarterlyBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyDilutedEPS,trailingStockBasedCompensation,quarterlySellingGeneralAndAdministration,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,annualDilutedEPS,trailingOtherNonCashItems,annualDilutedAverageShares,trailingDilutedEPS,annualBasicAverageShares,quarterlyNonCurrentDeferredRevenue
1998-03-31,,27800000.0,12400000.0,12200000.0,,1900000.0,,,,,314800000.0,,,,100000.0,,41100000.0,43400000.0,61200000.0,,,,,,,,,52200000.0,,-200000.0,,85900000.0,14900000.0,,,174200000.0,,,,,36900000.0,,,-3900000.0,,,,,,,,,,,,,13500000.0,,15000000.0,15000000.0,,,,,13100000.0,,,,41100000.0,570400000.0,,,5300000.0,,,,2900000.0,482100000.0,,0.0,12200000.0,,664000000.0,17800000.0,,,,,,,,633700000.0,,,1100000.0,40000000.0,,4400000.0,2300000.0,,,,,,,,,29300000.0,,,,181900000.0,15000000.0,-6200000.0,,,3800000.0,13500000.0,,,61600000.0,,124500000.0,,,4000000.0,19400000.0,,,93600000.0,,,,,,,,57300000.0,7000000.0,462200000.0,,,-10000000.0,,,,24700000.0,122800000.0,,,-19700000.0,-171500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,-17800000.0,-1600000.0,-4000000.0,,-6300000.0,,,,,306100000.0,,,,0.0,,81600000.0,35200000.0,30300000.0,,,,,,,,,41200000.0,,-2400000.0,,88100000.0,24000000.0,,,166900000.0,,,,,38300000.0,,,-3900000.0,,,,,,,,,,,,,13500000.0,,8700000.0,8700000.0,,,,,15000000.0,,,,81600000.0,579500000.0,,,5200000.0,,,,3100000.0,500200000.0,,-100000.0,-4000000.0,,674300000.0,-33500000.0,,,,,,,,647700000.0,,,17800000.0,34800000.0,,-21200000.0,2300000.0,,,,,,,,,7900000.0,,,,174100000.0,8700000.0,-17500000.0,,,-1800000.0,-9200000.0,,,41400000.0,,151600000.0,,,4800000.0,-2100000.0,,,94800000.0,,,,,,,,49500000.0,-500000.0,473100000.0,,,-15700000.0,,,,3100000.0,71700000.0,,,29100000.0,-174600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-09-30,,-4000000.0,-3000000.0,-3100000.0,,-2500000.0,,,,,300300000.0,,,,100000.0,,103700000.0,34900000.0,26200000.0,,,,,,,,,27800000.0,,-200000.0,,83200000.0,32200000.0,,,166900000.0,,,,,104100000.0,,,-3800000.0,,,,,,,,,,,,,13500000.0,,6200000.0,6200000.0,,,,,8700000.0,,,,103700000.0,593000000.0,,,5800000.0,,,,3600000.0,511600000.0,,-100000.0,-3100000.0,,678800000.0,-17900000.0,,,,,,,0.0,659800000.0,,,15400000.0,30300000.0,,2200000.0,-1400000.0,,,,,,,,,6000000.0,,,,167200000.0,6200000.0,-16800000.0,,,-2200000.0,-8100000.0,,,105300000.0,,168900000.0,,,3400000.0,-4700000.0,,,85800000.0,,,,,,,,42500000.0,-1700000.0,482500000.0,,,-13900000.0,,,,1200000.0,131500000.0,,,18200000.0,-177300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-31,-67100000.0,1400000.0,6000000.0,5900000.0,,400000.0,,,90000000.0,,347800000.0,169200000.0,18000000.0,194700000.0,0.0,,105900000.0,30700000.0,56300000.0,44500000.0,,188600000.0,,748100000.0,31700000.0,53300000.0,,47000000.0,,200000.0,13500000.0,90000000.0,31700000.0,-900000.0,,194700000.0,47000000.0,,,47800000.0,51600000.0,504300000.0,,-3900000.0,,,7400000.0,,,52000000.0,6600000.0,,,200000.0,,,13500000.0,6600000.0,6600000.0,6600000.0,,,66900000.0,-2600000.0,6200000.0,-200000.0,-300000.0,,105900000.0,628000000.0,684900000.0,6600000.0,6000000.0,,,,3900000.0,578900000.0,25700000.0,-400000.0,5900000.0,,748100000.0,-24900000.0,347800000.0,,7700000.0,3900000.0,-65900000.0,-180600000.0,0.0,684900000.0,,-100000.0,15300000.0,52000000.0,,-7900000.0,4500000.0,,,,120100000.0,,,11000000.0,105900000.0,21200000.0,,30700000.0,-6500000.0,169200000.0,6600000.0,-26600000.0,11900000.0,-600000.0,-100000.0,500000.0,,22300000.0,67900000.0,450200000.0,188600000.0,276400000.0,628000000.0,5800000.0,10600000.0,,-58500000.0,120100000.0,,,578900000.0,,,,15300000.0,44500000.0,4600000.0,504300000.0,,-22500000.0,-26300000.0,,,-3300000.0,16300000.0,124200000.0,11000000.0,-15500000.0,25700000.0,-180600000.0,105900000.0,,13800000.0,228600000.0,,13100000.0,173800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,,56500000.0,17900000.0,17800000.0,,-300000.0,,,,,350100000.0,,,,100000.0,,67900000.0,39000000.0,78200000.0,,,,,,,,,64000000.0,,-100000.0,,89900000.0,15700000.0,,,192500000.0,,,,,32100000.0,,,-3900000.0,,,,,,,,,,,,,13500000.0,,5700000.0,5700000.0,,,,,6000000.0,,,,67900000.0,617800000.0,,,5800000.0,,,,3800000.0,539300000.0,,0.0,17800000.0,,722600000.0,43500000.0,,,,,,,,696500000.0,,,1900000.0,40100000.0,,10700000.0,100000.0,,,,,,,,,41400000.0,,,,183300000.0,5700000.0,-12800000.0,,,200000.0,16000000.0,,,68500000.0,,147000000.0,,,9000000.0,30600000.0,,,104800000.0,,,,,,,,58500000.0,12700000.0,512500000.0,,,-13000000.0,,,,36400000.0,146700000.0,,,-44000000.0,-184000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,1000000.0,0.0,-100000.0,,5400000.0,,,,,341700000.0,,,,5200000.0,,91200000.0,30000000.0,42500000.0,,,,,,,,,40700000.0,,0.0,,89700000.0,24100000.0,,,185700000.0,,,,,28100000.0,,,-3900000.0,,,,,,,,,,,,,13700000.0,,11100000.0,11100000.0,,,,,5700000.0,,,,91200000.0,630800000.0,,,5700000.0,,,,4500000.0,543000000.0,,100000.0,-100000.0,,727600000.0,-11600000.0,,,,,,,,707000000.0,,,13900000.0,38000000.0,,1900000.0,100000.0,,,,,,,,,11900000.0,,,,184600000.0,11100000.0,-13300000.0,,,-600000.0,-8400000.0,,,34200000.0,,159200000.0,,,5500000.0,500000.0,,,96800000.0,,,,,,,,54500000.0,500000.0,520100000.0,,,-12600000.0,,,,6100000.0,76700000.0,,,17800000.0,-186900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,,-9800000.0,-4200000.0,-4200000.0,,-8000000.0,,,,,338200000.0,,,,4700000.0,,104300000.0,25200000.0,32400000.0,,,,,,,,,29500000.0,,0.0,,89400000.0,34700000.0,,,185700000.0,,,,,27500000.0,,,-3900000.0,,,,,,,,,,,,,13900000.0,,3100000.0,3100000.0,,,,,11100000.0,-400000.0,,,104300000.0,645800000.0,,,6000000.0,,,,4600000.0,548900000.0,,-100000.0,-4200000.0,,730100000.0,-21100000.0,,,,,,,0.0,716200000.0,,,11900000.0,39300000.0,,1000000.0,100000.0,,-100000.0,,,,,,,4800000.0,,,,181200000.0,3100000.0,-12100000.0,,,-400000.0,-10600000.0,,,26800000.0,,168800000.0,,,6100000.0,-6700000.0,,,84300000.0,,,,,,,,46400000.0,-2500000.0,526400000.0,,,-11300000.0,,,,-700000.0,59200000.0,,,13800000.0,-189800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,-48000000.0,-6000000.0,8300000.0,8200000.0,,2500000.0,,,96000000.0,,336600000.0,185300000.0,24900000.0,183600000.0,0.0,,128900000.0,34000000.0,53900000.0,50500000.0,,203200000.0,,766900000.0,31200000.0,6000000.0,,45800000.0,,-100000.0,13900000.0,96000000.0,31200000.0,-800000.0,,183600000.0,45800000.0,,,62400000.0,35500000.0,533300000.0,,-4000000.0,,,41700000.0,,,40300000.0,5600000.0,,,10000000.0,,,13900000.0,5600000.0,5600000.0,5600000.0,,,84200000.0,-400000.0,3100000.0,-300000.0,900000.0,,128900000.0,655900000.0,726500000.0,5600000.0,6400000.0,,,,5100000.0,581600000.0,38400000.0,-100000.0,8200000.0,,766900000.0,-17800000.0,336600000.0,,7100000.0,5100000.0,-48700000.0,-193200000.0,0.0,726500000.0,,-100000.0,6100000.0,40300000.0,,-20400000.0,6800000.0,,,,111000000.0,,,21700000.0,128900000.0,26000000.0,,34000000.0,-400000.0,185300000.0,5600000.0,-9800000.0,16400000.0,-100000.0,1700000.0,3500000.0,,23900000.0,56000000.0,392500000.0,203200000.0,185500000.0,655900000.0,4300000.0,14100000.0,,-7000000.0,111000000.0,,,581600000.0,,,,6100000.0,50500000.0,5800000.0,533300000.0,,-6800000.0,-11800000.0,,,500000.0,20500000.0,109900000.0,21700000.0,-15700000.0,18400000.0,-193200000.0,128900000.0,,22000000.0,123100000.0,,6000000.0,207000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,,53790000.0,19071000.0,18981000.0,,3427000.0,,,,,335741000.0,,,,3686000.0,,90876000.0,49949000.0,87915000.0,,,,,,,,,67619000.0,,-90000.0,,96848000.0,14179000.0,,,181373000.0,,,,,40996000.0,,,-4117000.0,,,,,,,,,,,,,14105000.0,,9061000.0,9061000.0,,,,,5634000.0,-39000.0,,,90876000.0,644587000.0,,,5059000.0,,,,5047000.0,552481000.0,,0.0,18981000.0,,756316000.0,43613000.0,,,,,,,,735145000.0,,,4280000.0,34114000.0,,11964000.0,1029000.0,,,,,,,,,44387000.0,,,,203835000.0,9061000.0,-9794000.0,,,422000.0,16972000.0,,,79523000.0,,174939000.0,,,1438000.0,32697000.0,,,111729000.0,,,,,,,,65330000.0,13626000.0,538227000.0,,,-10177000.0,,,,38527000.0,167438000.0,,,-40569000.0,-196918000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,2213000.0,-9000.0,-136000.0,,8105000.0,,,,,326824000.0,,,,2092000.0,,119576000.0,38959000.0,49497000.0,,,,,,,,,52082000.0,,-127000.0,,97685000.0,28671000.0,,,172123000.0,,,,,33916000.0,,,-4149000.0,,,,,,,,,,,,,51006000.0,,17166000.0,17166000.0,,,,,9061000.0,-254000.0,,,119576000.0,659618000.0,,,4886000.0,,,,42952000.0,536618000.0,,0.0,-136000.0,,775080000.0,-9546000.0,,,,,,,,745387000.0,,,13223000.0,46583000.0,,3599000.0,1039000.0,,,,,,,,,11621000.0,,,,238462000.0,17166000.0,-11261000.0,,,752000.0,-14493000.0,,,39811000.0,,205118000.0,,,-658000.0,239000.0,,,115462000.0,,,,,,,,61046000.0,248000.0,544332000.0,,,-11759000.0,,,,5895000.0,89308000.0,,,17153000.0,-201055000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,,-14646000.0,-4008000.0,-4118000.0,,-9498000.0,,,,,363959000.0,,,,2599000.0,,105676000.0,36087000.0,41404000.0,,,,,,,,,38416000.0,,-110000.0,,98522000.0,59584000.0,,,207123000.0,,,,,34765000.0,,,-4184000.0,,,,,,,,,,,,,51132000.0,,7668000.0,7668000.0,,,,,17166000.0,-340000.0,,,105676000.0,674225000.0,,,5395000.0,,,,123738000.0,565937000.0,,-1390000.0,-4118000.0,,798711000.0,-26353000.0,,,,,,,0.0,755421000.0,,,11085000.0,55620000.0,,-12586000.0,1039000.0,,,,,,,,,5293000.0,,,,232774000.0,7668000.0,-12977000.0,,,-930000.0,-30912000.0,,,34358000.0,,197383000.0,,,1422000.0,-6568000.0,,,124486000.0,,,,,,,,52744000.0,-2560000.0,550487000.0,,,-11707000.0,,,,-407000.0,75762000.0,,,18125000.0,-204934000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,-52272000.0,-3668000.0,9611000.0,9457000.0,,-441000.0,,,109550000.0,,369896000.0,238543000.0,2619000.0,204981000.0,480000.0,,133076000.0,39947000.0,109186000.0,58004000.0,,257027000.0,,869979000.0,35994000.0,16176000.0,,81535000.0,,-154000.0,51179000.0,109550000.0,35994000.0,-832000.0,,204981000.0,81535000.0,,,67689000.0,50560000.0,562323000.0,,-4197000.0,,,37689000.0,,,84004000.0,7227000.0,,,8857000.0,,,51179000.0,7227000.0,7227000.0,7227000.0,,,90793000.0,-481000.0,7668000.0,-199000.0,-606000.0,,133076000.0,695156000.0,770615000.0,7227000.0,5952000.0,,,,132833000.0,631436000.0,43323000.0,1390000.0,9457000.0,,869979000.0,-20859000.0,369896000.0,,13845000.0,132833000.0,-50834000.0,-208292000.0,0.0,770615000.0,,-240000.0,5045000.0,84004000.0,,-22703000.0,10738000.0,,,,174823000.0,,,24184000.0,133076000.0,29492000.0,,39947000.0,1593000.0,238543000.0,7227000.0,-18240000.0,18658000.0,0.0,-850000.0,23590000.0,,21292000.0,74234000.0,515928000.0,257027000.0,227926000.0,695156000.0,417000.0,16955000.0,,-13145000.0,174823000.0,,,631436000.0,,,,5045000.0,58004000.0,7344000.0,562323000.0,,-19726000.0,-17191000.0,,,-4843000.0,23674000.0,183420000.0,24184000.0,-16647000.0,21467000.0,-208292000.0,133076000.0,,24665000.0,160237000.0,,5634000.0,288002000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,,34930000.0,21683000.0,21682000.0,,-2130000.0,,,,,369774000.0,,,,2837000.0,,111726000.0,79756000.0,144340000.0,,,,,,,,,109296000.0,,-1000.0,,114888000.0,14854000.0,,,199793000.0,,,,,154710000.0,,,-4286000.0,,,,,,,,,,,,,51283000.0,,5097000.0,5097000.0,,,,,7227000.0,,,,111726000.0,690967000.0,,,5679000.0,,,,123841000.0,627716000.0,,0.0,21682000.0,,886506000.0,24668000.0,,,,,,,,780127000.0,,,30694000.0,62033000.0,,-1492000.0,5186000.0,,,,,,,,,49366000.0,,,,258790000.0,5097000.0,-9073000.0,,,1189000.0,21140000.0,,,198285000.0,,253515000.0,,,-397000.0,37130000.0,,,195539000.0,,,,,,,,75399000.0,15447000.0,567126000.0,,,-10262000.0,,,,43575000.0,342625000.0,,,-27987000.0,-213001000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,-20198000.0,-202000.0,-240000.0,,9057000.0,,,,,370178000.0,,,,2451000.0,,161726000.0,67968000.0,57182000.0,,,,,,,,,86664000.0,,-38000.0,,118870000.0,45563000.0,,,195247000.0,,,,,155987000.0,,,-4318000.0,,,,,,,,,,,,,51277000.0,,14154000.0,14154000.0,,,,,5097000.0,,,,161726000.0,710250000.0,,,4727000.0,,,,133745000.0,659973000.0,,0.0,-240000.0,,916558000.0,-35098000.0,,,,,,,,792946000.0,,,48686000.0,55761000.0,,-18841000.0,4533000.0,,,,,,,,,11237000.0,,,,256585000.0,14154000.0,-14218000.0,,,934000.0,-30709000.0,,,161374000.0,,285455000.0,,,-3902000.0,-107000.0,,,206308000.0,,,,,,,,70842000.0,95000.0,576505000.0,,,-14900000.0,,,,5387000.0,218556000.0,,,43473000.0,-216441000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,,-11277000.0,-3784000.0,-3812000.0,,22047000.0,,,,,435524000.0,,,,2946000.0,,152681000.0,86870000.0,37971000.0,,,,,,,,,57498000.0,,-28000.0,,116924000.0,67791000.0,,,259247000.0,,,,,70169000.0,,,-4354000.0,,,,,,,,,,,,,51402000.0,,36201000.0,36201000.0,,,,,14154000.0,-319000.0,,,152681000.0,734079000.0,,,5208000.0,,,,143023000.0,720675000.0,,119000.0,-3812000.0,,972054000.0,-31418000.0,,,,,,,0.0,810509000.0,,,68390000.0,41347000.0,,-8239000.0,-1747000.0,,,,,,,,,5702000.0,,,,251379000.0,36201000.0,-19942000.0,,,518000.0,-22228000.0,,,69964000.0,,280898000.0,,,,-6177000.0,,,237975000.0,,,,,,,,62675000.0,-2393000.0,591056000.0,,,-20141000.0,,,,-205000.0,107935000.0,,,53266000.0,-219453000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,-89623000.0,7274000.0,9172000.0,8932000.0,,-32236000.0,,,88883000.0,,416559000.0,256976000.0,-1640000.0,259247000.0,2719000.0,,162093000.0,99812000.0,66093000.0,67218000.0,,310144000.0,,987845000.0,63596000.0,75632000.0,,66750000.0,,464000.0,51516000.0,88883000.0,63596000.0,-766000.0,,259247000.0,66750000.0,,,69061000.0,81828000.0,607043000.0,-1687000.0,-4390000.0,,,10729000.0,,,48239000.0,3965000.0,,,10953000.0,,,51516000.0,3965000.0,3965000.0,3965000.0,,,92507000.0,704000.0,36201000.0,-195000.0,-21998000.0,,162093000.0,765761000.0,829558000.0,3965000.0,4925000.0,,,,158718000.0,730869000.0,46164000.0,-119000.0,8932000.0,,987845000.0,-14282000.0,416559000.0,,7310000.0,158718000.0,-66859000.0,-222515000.0,0.0,829558000.0,,-114000.0,52792000.0,48239000.0,,-13079000.0,-662000.0,,-1687000.0,,222084000.0,,,26562000.0,162093000.0,26202000.0,,99812000.0,-3262000.0,256976000.0,3965000.0,-46390000.0,19295000.0,0.0,-24639000.0,4195000.0,,20539000.0,102132000.0,837341000.0,310144000.0,531754000.0,765761000.0,,15318000.0,,-56130000.0,222084000.0,,,730869000.0,,,,52792000.0,67218000.0,6146000.0,607043000.0,,-41651000.0,-21556000.0,,,-27602000.0,20304000.0,168225000.0,26562000.0,-17348000.0,6880000.0,-222515000.0,162093000.0,,26869000.0,462693000.0,,7227000.0,305587000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,,71832000.0,19718000.0,19686000.0,,8350000.0,,,,,422049000.0,,,,1906000.0,,102933000.0,91800000.0,87443000.0,,,,,,,,,100224000.0,,164000.0,,91179000.0,38327000.0,,,261060000.0,,,,,86928000.0,,,-4471000.0,,,,,,,,,,,,,51592000.0,,12315000.0,12315000.0,,,,,3965000.0,,,,102933000.0,743869000.0,,,4648000.0,,,,126588000.0,670899000.0,,0.0,19686000.0,,945144000.0,54559000.0,,,,,,,,843843000.0,,,24772000.0,50038000.0,,24158000.0,2532000.0,,-1556000.0,,,,,,,45133000.0,,,,274245000.0,12315000.0,-3544000.0,,,13729000.0,25269000.0,,,125944000.0,,244771000.0,,,-661000.0,33767000.0,,,201275000.0,,,,,,,,82433000.0,14049000.0,617281000.0,,,-17273000.0,,,,39016000.0,213387000.0,,,-59938000.0,-226562000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,6843000.0,721000.0,603000.0,,-5716000.0,,,,,419223000.0,,,,2876000.0,,117483000.0,79370000.0,38875000.0,,,,,,,,,61811000.0,,886000.0,,94959000.0,43969000.0,,,256514000.0,,,,,61667000.0,,,-4504000.0,,,,,,,,,,,,,51704000.0,,6599000.0,6599000.0,,,,,12315000.0,,,,117483000.0,776879000.0,,,4392000.0,,,,105138000.0,663110000.0,,0.0,603000.0,,936271000.0,-16010000.0,,,,,,,,864505000.0,,,37164000.0,43042000.0,,9783000.0,4393000.0,,-1632000.0,,,,,,,11478000.0,,,,273161000.0,6599000.0,-20931000.0,,,-13785000.0,-5642000.0,,,66993000.0,,239895000.0,,,,1056000.0,,,159392000.0,,,,,,,,78532000.0,335000.0,634327000.0,,,-22853000.0,,,,5326000.0,105868000.0,,,8372000.0,-230178000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,,-6157000.0,-3222000.0,-3240000.0,,-1732000.0,,,,,423215000.0,,,,3060000.0,,146433000.0,77618000.0,,,,,,,,,,52122000.0,,233000.0,,97424000.0,57476000.0,,,253364000.0,,,,,69423000.0,,,-4540000.0,,,,,,,,,,,,,51825000.0,,4867000.0,4867000.0,,,,,6599000.0,-211000.0,,,146433000.0,796701000.0,,,4397000.0,,,,101644000.0,693707000.0,,0.0,-3240000.0,,962216000.0,-27818000.0,,2263000.0,,,,,,883894000.0,,,43546000.0,42535000.0,,-6094000.0,2956000.0,,-1581000.0,,,,,,,5844000.0,,,,268509000.0,4867000.0,-19866000.0,,,-257000.0,-13507000.0,,,69066000.0,,266586000.0,,,,-5285000.0,,,165515000.0,,,,,,,,70752000.0,-2063000.0,650090000.0,,,-21661000.0,,,,-357000.0,69066000.0,,,24291000.0,-233804000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,-64912000.0,6944000.0,12195000.0,11939000.0,,-576000.0,20882000.0,,101709000.0,,416827000.0,274482000.0,,238016000.0,3084000.0,,177196000.0,62779000.0,,78002000.0,,316632000.0,,1011760000.0,45646000.0,-14224000.0,,94105000.0,,266000.0,51948000.0,101709000.0,45646000.0,-693000.0,,238016000.0,94105000.0,,,69075000.0,-93529000.0,666574000.0,-5902000.0,-4689000.0,,,79462000.0,,,76657000.0,4291000.0,,,10926000.0,,,51948000.0,4291000.0,4291000.0,4291000.0,,,93939000.0,1475000.0,4867000.0,-253000.0,-361000.0,,177196000.0,799061000.0,904815000.0,4291000.0,4240000.0,,,,132487000.0,737278000.0,49816000.0,0.0,11939000.0,,1011760000.0,-16009000.0,416827000.0,2683000.0,14343000.0,132487000.0,-84740000.0,-238241000.0,,904815000.0,,,35120000.0,76657000.0,,-16850000.0,4462000.0,,-5902000.0,,212699000.0,,,28988000.0,177196000.0,31411000.0,,62779000.0,326000.0,274482000.0,4291000.0,-20571000.0,20404000.0,0.0,-48000.0,11830000.0,,17676000.0,-68512000.0,505126000.0,316632000.0,261785000.0,799061000.0,,20278000.0,,-5278000.0,212699000.0,,,737278000.0,,,,35120000.0,78002000.0,8083000.0,666574000.0,,10997000.0,-22953000.0,,,17950000.0,25017000.0,174829000.0,28988000.0,-18204000.0,13051000.0,-238241000.0,177196000.0,,29412000.0,192710000.0,,3965000.0,243341000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
