,quarterlyBasicAverageShares,annualGrossProfit,quarterlyPretaxIncome,annualNetPPE,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEbitda,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyBasicEPS,trailingChangeInCashSupplementalAsReported,annualOperatingCashFlow,quarterlyBeginningCashPosition,quarterlyTaxProvision,annualOtherIncomeExpense,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,quarterlyDilutedEPS,annualOperatingExpense,annualAccumulatedDepreciation,quarterlyDeferredIncomeTax,annualCapitalExpenditure,quarterlyOperatingCashFlow,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyGrossPPE,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyInterestExpense,annualChangesInAccountReceivables,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyAccountsPayable,trailingInvestingCashFlow,trailingCapitalExpenditure,quarterlyCommonStockIssuance,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualStockBasedCompensation,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyStockBasedCompensation,trailingChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualRepaymentOfDebt,annualPurchaseOfInvestment,trailingDeferredIncomeTax,annualInterestExpense,trailingGrossProfit,trailingChangeInWorkingCapital,annualTotalRevenue,quarterlyCurrentAssets,annualFreeCashFlow,annualCommonStockIssuance,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingCommonStockIssuance,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherNonCashItems,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualAccountsPayable,annualOperatingIncome,annualOtherCurrentAssets,trailingTaxProvision,annualBasicEPS,trailingNetIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNetOtherInvestingChanges,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyPurchaseOfInvestment,annualPretaxIncome,trailingEndCashPosition,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingOperatingIncome,quarterlyDilutedAverageShares,annualCashDividendsPaid,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualCostOfRevenue,quarterlyFreeCashFlow,annualOtherNonCurrentAssets,trailingSaleOfInvestment,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,annualSaleOfInvestment,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,annualCurrentLiabilities,quarterlyInvestingCashFlow,annualCurrentAccruedExpenses,annualTaxProvision,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualDilutedAverageShares,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyLongTermDebt,annualDilutedEPS,annualAccountsReceivable,trailingOperatingCashFlow,annualCapitalStock,annualInventory,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,quarterlyGoodwill,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,annualRepurchaseOfCapitalStock,quarterlyRepurchaseOfCapitalStock,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualOtherIntangibleAssets,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,quarterlyCapitalStock,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingInterestExpense,annualCurrentDebt,quarterlyChangeInInventory,annualCurrentDeferredRevenue,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualChangeInInventory,annualPurchaseOfBusiness,annualGoodwill,trailingChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDepreciationAndAmortization,annualOtherShortTermInvestments,quarterlyRetainedEarnings,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,annualRetainedEarnings,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1459382400,79726000.0,,-23335000.0,,9985000.0,,,4663000.0,,4663000.0,,-0.29,,,539000.0,,,,,451268000.0,,2915000.0,-9680000.0,,,-2000.0,-105820000.0,35424000.0,-2082000.0,,,,-0.29,,,,,15886000.0,,,557088000.0,,4124000.0,2907000.0,0.0,430000.0,,3995000.0,,0.0,,,,,,,,,11057000.0,973000.0,,,,,,,,,,,,,,11822000.0,,,910000.0,,,,-18178000.0,,,,,,,92000.0,43000000.0,,,,,,,,-23335000.0,486692000.0,498514000.0,,,,,,,14194000.0,,,79726000.0,,,43910000.0,,,13804000.0,,,-23335000.0,,-23335000.0,,,0.0,,,,205000.0,0.0,-25812000.0,4663000.0,,-2082000.0,,,,1302000.0,6454000.0,,,910000.0,1835000.0,0.0,,,823000.0,12892000.0,43000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,79728000.0,,-14020000.0,,7882000.0,,,6144000.0,,6144000.0,,-0.18,,,4663000.0,,,,,432504000.0,,-1497000.0,-3397000.0,,,-18000.0,-133862000.0,35348000.0,-9237000.0,,,,-0.18,,,,,14115000.0,,,566366000.0,,1481000.0,7747000.0,0.0,456000.0,,-958000.0,,25000.0,,,,,,,,,14331000.0,957000.0,,,,,,,,,,,,,,14725000.0,,,1415000.0,,,,-11879000.0,,,,,,,94000.0,51500000.0,,,,,,,,-14020000.0,467852000.0,482577000.0,,,,,,,17032000.0,,,79728000.0,,,52915000.0,,,4878000.0,,,-14020000.0,,-14020000.0,,,0.0,,,,130000.0,0.0,-21311000.0,6144000.0,,-9237000.0,,,,1403000.0,7951000.0,,,1390000.0,1298000.0,0.0,,,482000.0,15629000.0,51500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,84996000.0,,10202000.0,,7974000.0,,,7758000.0,,7758000.0,,0.12,,,6144000.0,,,,,552203000.0,,-1967000.0,111528000.0,,,-459000.0,-140613000.0,34897000.0,-126467000.0,,,,0.12,,,,,16553000.0,,,692816000.0,,1614000.0,10594000.0,0.0,658000.0,,-1538000.0,,37000.0,,,,,,,,,17345000.0,1044000.0,,,,,,,,,,,,,,18269000.0,,,1790000.0,,,,-16593000.0,,,,,,,94000.0,54500000.0,,,,,,,,10202000.0,587100000.0,605369000.0,,,,,,,19997000.0,,,85003000.0,,,56290000.0,,,-109914000.0,,,10202000.0,,10202000.0,,,0.0,,,,93000.0,0.0,266000.0,7758000.0,,-126467000.0,,,,1429000.0,9918000.0,,,1753000.0,1223000.0,0.0,,,398000.0,18568000.0,54500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,87800000.0,73602000.0,18709000.0,611870000.0,9603000.0,647136000.0,9213000.0,9213000.0,21376000.0,9213000.0,0.0,0.19,,68627000.0,7758000.0,,-46602000.0,,,611870000.0,760818000.0,-3595000.0,47317000.0,539000.0,0.0,-509000.0,-148948000.0,35266000.0,-67935000.0,,,,0.19,35444000.0,-148948000.0,,-205721000.0,22073000.0,-205721000.0,,760818000.0,,1455000.0,16910000.0,0.0,911000.0,-4144000.0,-3478000.0,,1780000.0,,,0.0,,,3815000.0,8674000.0,-988000.0,-21357000.0,841000.0,,145768000.0,9213000.0,0.0,,,-78000000.0,0.0,,0.0,,,79146000.0,23413000.0,-137094000.0,125580000.0,2151000.0,120500000.0,1941000.0,,-18174000.0,,122651000.0,,,-1979000.0,,121000.0,120500000.0,83081000.0,1780000.0,38158000.0,187000.0,,-0.13,,16254000.0,647136000.0,670549000.0,0.0,,,,-8444000.0,,27923000.0,-8444000.0,,87804000.0,-64824000.0,9213000.0,122651000.0,-10899000.0,5544000.0,-45862000.0,35266000.0,,16254000.0,5624000.0,18709000.0,,23413000.0,0.0,401000.0,120500000.0,0.0,187000.0,0.0,255000.0,9213000.0,2151000.0,-67935000.0,371000.0,,-10899000.0,1410000.0,13513000.0,83081000.0,670549000.0,371000.0,1268000.0,0.0,,,238000.0,26513000.0,120500000.0,-0.13,13513000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,94969000.0,,20652000.0,,10132000.0,,,28563000.0,,28563000.0,-120500000.0,0.22,,,9213000.0,,,,,612598000.0,,-2655000.0,1864000.0,,,-187000.0,-156795000.0,35053000.0,-8579000.0,,,,0.22,,,,,26065000.0,,,769393000.0,,19350000.0,21450000.0,0.0,612000.0,,-3386000.0,,31000.0,,,147725000.0,,,,,,29297000.0,819000.0,,,,,,,,,,,,,,44939000.0,,,872000.0,,,,-25174000.0,,,,,,,133000.0,0.0,,,,,,,,20652000.0,647651000.0,692590000.0,,,,,,,33652000.0,,,94979000.0,,,872000.0,,,17486000.0,,,20652000.0,,20652000.0,,,,,,,208000.0,0.0,-186000.0,28563000.0,,-8579000.0,,,,2070000.0,16168000.0,,,841000.0,2285000.0,0.0,,,-1187000.0,31582000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,97677000.0,,22149000.0,,11370000.0,,,1614000.0,,1614000.0,-22500000.0,0.23,,,28563000.0,,,,,720070000.0,,1846000.0,51769000.0,,,-210000.0,-166467000.0,35083000.0,-114100000.0,,,,0.23,,,,,35382000.0,,,886537000.0,,-26949000.0,22479000.0,0.0,643000.0,,2696000.0,,4000.0,,,0.0,,,,,,32151000.0,718000.0,,,,,,,,,,,,,,16127000.0,,,1697000.0,,,,-29521000.0,,,,,,,147000.0,81500000.0,,,,,,,,22149000.0,755153000.0,771280000.0,,,,,,,36622000.0,,,97677000.0,,,83197000.0,,,-78718000.0,,,22149000.0,,22149000.0,,,0.0,,,,191000.0,0.0,313000.0,1614000.0,,-114100000.0,,,,2773000.0,14322000.0,,,1693000.0,1698000.0,0.0,,,852000.0,33849000.0,81500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,110377000.0,,26607000.0,,12641000.0,,,4438000.0,,4438000.0,-162500000.0,0.24,,,1614000.0,,,,,887858000.0,,-6523000.0,148668000.0,,,-216000.0,-177534000.0,34929000.0,-178454000.0,,,,0.24,,,,,32610000.0,,,1065392000.0,,2824000.0,27067000.0,0.0,859000.0,,-5721000.0,,110000.0,,,232687000.0,,,,,,38135000.0,502000.0,,,,,,,,,,,,,,25430000.0,,,2857000.0,,,,-37803000.0,,,,,,,154000.0,35500000.0,,,,,,,,26607000.0,922787000.0,948217000.0,,,,,,,42533000.0,,,110424000.0,,,38357000.0,,,-145844000.0,,,26607000.0,,26607000.0,,,0.0,,,,147000.0,0.0,399000.0,4438000.0,,-178454000.0,,,,2825000.0,20845000.0,,,2747000.0,1573000.0,0.0,,,702000.0,39708000.0,35500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,113882000.0,161425000.0,42070000.0,914431000.0,13461000.0,957589000.0,24197000.0,24197000.0,154340000.0,24197000.0,0.0,0.37,,139219000.0,4438000.0,,821000.0,,,914431000.0,1103897000.0,-10051000.0,17543000.0,9213000.0,0.0,-2079000.0,-189466000.0,43158000.0,-42946000.0,,,,0.37,47604000.0,-189466000.0,,-344079000.0,45162000.0,-344079000.0,,1103897000.0,,19759000.0,42825000.0,0.0,1050000.0,-17383000.0,-9351000.0,,2960000.0,,,0.0,,,2395000.0,14984000.0,-2692000.0,54757000.0,356000.0,,219844000.0,24197000.0,0.0,,,-305500000.0,,,3164000.0,,,172033000.0,55448000.0,-204860000.0,380412000.0,5629000.0,93500000.0,1298000.0,,-38378000.0,,99129000.0,,,-15762000.0,,155000.0,93500000.0,104318000.0,2960000.0,113821000.0,355000.0,,1.07,,42070000.0,957589000.0,1013037000.0,,,,,111478000.0,,59226000.0,111478000.0,,113923000.0,-130876000.0,24197000.0,99129000.0,111478000.0,10608000.0,2216000.0,43158000.0,,42070000.0,7085000.0,42070000.0,,55448000.0,0.0,589000.0,93500000.0,0.0,355000.0,0.0,295000.0,24197000.0,5629000.0,-42946000.0,2669000.0,,111478000.0,2940000.0,30896000.0,104383000.0,1013037000.0,2669000.0,1529000.0,0.0,,,931000.0,56286000.0,93500000.0,1.07,30896000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,113901000.0,,42896000.0,,14451000.0,,,18151000.0,,18151000.0,0.0,0.38,,,24197000.0,,,,,1057335000.0,,-4482000.0,94611000.0,,,-3000.0,-200992000.0,18824000.0,-149994000.0,,,,0.38,,,,,49212000.0,,,1258327000.0,125000.0,-6046000.0,43703000.0,,2098000.0,,-5753000.0,,576000.0,,,0.0,,,,,,55228000.0,1288000.0,,,,,,,,,,,,,,53890000.0,,,2494000.0,,,,-52386000.0,,,,,,,155000.0,240500000.0,,,,,,,,42896000.0,1076159000.0,1130049000.0,,,,,,,62393000.0,,,113991000.0,,,242994000.0,,,-100782000.0,,,42896000.0,,42896000.0,,,,,,,361000.0,,1291000.0,18151000.0,,-149869000.0,,,,4239000.0,35378000.0,,,1918000.0,2976000.0,0.0,,,,58154000.0,240500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,73336000.0,,56586000.0,,15555000.0,,,32886000.0,,32886000.0,,1.36,,,18151000.0,-71878000.0,,,,1146345000.0,,-3842000.0,54356000.0,,,-471000.0,-214252000.0,25560000.0,-103062000.0,,,,1.35,,,,,63000000.0,,,1360597000.0,0.0,14735000.0,54926000.0,,3252000.0,,-2829000.0,,9000.0,,,,,,,,,68186000.0,452000.0,,,,,,,,,,,,,,72401000.0,,,3057000.0,,,,-54673000.0,,,,,,,167000.0,350000000.0,,,,,,,,99404000.0,1243954000.0,1316355000.0,,,,,,,75348000.0,,,73427000.0,,,353057000.0,,,-40062000.0,,,99404000.0,,128464000.0,,,,,,,295000.0,,4912000.0,32886000.0,,-102621000.0,,,,4867000.0,39220000.0,,,3048000.0,2353000.0,0.0,,,,70481000.0,350000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,48234000.0,,51576000.0,,18718000.0,,,16829000.0,,16829000.0,,0.05,,,32886000.0,764000.0,,,,1387329000.0,,-6556000.0,177215000.0,,,-785000.0,-230784000.0,23346000.0,-252786000.0,,,,0.05,,,865000.0,,64202000.0,,,1618113000.0,-1000.0,-16057000.0,54846000.0,,,,-4831000.0,,4000.0,,,,,,,,,71378000.0,426000.0,,,,,,,,,,,,,,62751000.0,,,4710000.0,,,,-74413000.0,,,,,,,199000.0,296500000.0,,,,,,,,2346000.0,1506226000.0,1568977000.0,,,,,,,78591000.0,,,48304000.0,,,301210000.0,,,-188584000.0,,,2346000.0,,50812000.0,,,,,,,146000.0,-4687000.0,441000.0,16829000.0,,-257474000.0,,,,5027000.0,45776000.0,,,4706000.0,2198000.0,0.0,,,1755000.0,73564000.0,296500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,51654000.0,269642000.0,39454000.0,1474105000.0,17931000.0,1588819000.0,22676000.0,22676000.0,261817000.0,22676000.0,-20000000.0,-0.01,,244493000.0,16829000.0,-1251000.0,1374000.0,,,1474105000.0,1722401000.0,3464000.0,42057000.0,24197000.0,,-432000.0,-248296000.0,17831000.0,-108976000.0,,,,-0.01,66655000.0,-248296000.0,-1332000.0,-614818000.0,68079000.0,-614253000.0,-72516000.0,1722401000.0,0.0,5847000.0,49512000.0,,,-11416000.0,4665000.0,,0.0,,,0.0,,,2763000.0,-1521000.0,-1691000.0,67025000.0,597000.0,,368239000.0,22676000.0,,,,-374000000.0,,,,,,288690000.0,65245000.0,-370325000.0,305773000.0,6022000.0,411000000.0,2545000.0,,-72011000.0,,417022000.0,,,-8748000.0,,216000.0,411000000.0,71546000.0,0.0,202987000.0,257000.0,,2.01,,-688000.0,1588819000.0,1654064000.0,441000.0,,,,190512000.0,,72358000.0,262877000.0,,51724000.0,-253483000.0,22676000.0,417022000.0,143958000.0,19048000.0,-40897000.0,17831000.0,,-688000.0,7955000.0,40705000.0,124000.0,65245000.0,,737000.0,411000000.0,0.0,257000.0,4687000.0,-5270000.0,22676000.0,6022000.0,-104289000.0,6022000.0,-72365000.0,143958000.0,4915000.0,42312000.0,71626000.0,1654064000.0,6022000.0,428000.0,0.0,,,1230000.0,67443000.0,411000000.0,2.01,42312000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,55448000.0,,39703000.0,,17892000.0,,,10133000.0,,10133000.0,-313500000.0,0.61,,,22676000.0,-34608000.0,,,,1539872000.0,,-3147000.0,22929000.0,,,-615000.0,-264495000.0,21257000.0,-81923000.0,,,,0.61,,,-34655000.0,,46451000.0,,,1804367000.0,0.0,-12543000.0,40004000.0,,,,-6433000.0,,8000.0,,,340860000.0,,,,,,56203000.0,405000.0,,,,,,,,,,,,,,55850000.0,,,2780000.0,,,,-63316000.0,,,,,,,216000.0,157000000.0,,,,,,,,33779000.0,1711592000.0,1767442000.0,,,,,,,61588000.0,,,55475000.0,,,159780000.0,,,-35472000.0,,,33779000.0,,74311000.0,,,,,,,258000.0,,4248000.0,10133000.0,,-81923000.0,,,,3692000.0,45459000.0,,,2772000.0,1695000.0,0.0,,,-3289000.0,57896000.0,157000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,62628000.0,,47454000.0,,18232000.0,,,12804000.0,,12804000.0,-56000000.0,0.04,,,10133000.0,180000.0,,,,1566712000.0,,-10398000.0,3925000.0,,,-217000.0,-281007000.0,34505000.0,-43308000.0,,,,0.04,,,119000.0,,55269000.0,,,1847719000.0,0.0,2671000.0,49570000.0,,,,-9283000.0,,,,,0.0,,,,,,66082000.0,472000.0,,,,,,,,,,,,,,68872000.0,,,3892000.0,,,,-51358000.0,,,,,,,225000.0,212500000.0,,,,,,,,2265000.0,1751561000.0,1820433000.0,,,,,,,72191000.0,,,62664000.0,,,216392000.0,,,11961000.0,,,2265000.0,,47274000.0,,,,,,,211000.0,,597000.0,12804000.0,,-56523000.0,,,,4389000.0,55857000.0,,,3892000.0,1723000.0,0.0,,,1051000.0,67802000.0,212500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,62645000.0,,43617000.0,,20492000.0,,,19952000.0,,19952000.0,0.0,0.13,3123000.0,,12804000.0,-7480000.0,,-389500000.0,202301000.0,1742545000.0,,-1464000.0,133390000.0,,,-91000.0,-299704000.0,28983000.0,-194465000.0,464000.0,6948000.0,892000.0,0.13,,,-7541000.0,,62508000.0,,,2042249000.0,0.0,7148000.0,46555000.0,,,,-93000.0,16829000.0,,-431485000.0,-428672000.0,0.0,75844000.0,213387000.0,,,,65252000.0,449000.0,-11545000.0,,,,-1355000.0,1923000.0,,,-43409000.0,,261485000.0,-11144000.0,,77525000.0,,,5370000.0,,,340860000.0,-63519000.0,-196365000.0,,17727000.0,279212000.0,,-2813000.0,235000.0,409500000.0,,,,,-43159000.0,,43302000.0,7946000.0,1929413000.0,2006938000.0,,-250204000.0,170228000.0,,,19952000.0,71778000.0,,185641000.0,62678000.0,,,414870000.0,,,-131957000.0,,0.0,7946000.0,,51097000.0,,,,,,,252000.0,5715000.0,889000.0,19952000.0,,-188750000.0,,,,4731000.0,57321000.0,,,5370000.0,1805000.0,0.0,409000.0,43302000.0,1417000.0,67047000.0,409500000.0,,,232307000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
