,annualPretaxIncome,quarterlyLongTermDebt,annualLongTermDebt,annualAccountsReceivable,trailingPretaxIncome,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,quarterlyTotalAssets,annualTotalAssets,trailingNetIncome,annualGoodwill,annualNetIncome,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualOtherNonCashItems,annualSaleOfInvestment,annualCommonStockIssuance,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGoodwill,annualBasicEPS,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,annualTotalRevenue,annualPurchaseOfInvestment,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingTotalRevenue,annualEndCashPosition,quarterlyEndCashPosition,trailingOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOperatingIncome,annualOtherIntangibleAssets,quarterlyBasicEPS,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,quarterlyFreeCashFlow,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,annualInvestmentsAndAdvances,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualInterestExpense,annualChangesInAccountReceivables,annualBeginningCashPosition,annualCurrentAssets,quarterlyOtherCurrentAssets,trailingBeginningCashPosition,quarterlyChangesInAccountReceivables,trailingOperatingExpense,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyBasicAverageShares,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualGrossPPE,annualSellingGeneralAndAdministration,quarterlyBeginningCashPosition,annualRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,trailingNetOtherFinancingCharges,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyStockholdersEquity,annualCapitalExpenditure,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualTaxProvision,annualCostOfRevenue,annualCapitalStock,quarterlyTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,annualCurrentDebt,trailingCostOfRevenue,annualTotalNonCurrentAssets,quarterlyStockBasedCompensation,quarterlyDilutedEPS,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingTaxProvision,annualGrossProfit,trailingPurchaseOfBusiness,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyRetainedEarnings,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyTotalRevenue,quarterlyCurrentAssets,quarterlyGrossPPE,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,trailingCommonStockIssuance,annualOtherShortTermInvestments,trailingStockBasedCompensation,trailingInterestExpense,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
1049068800,,234263000.0,,,,,26629000.0,808938000.0,,,,,,537792000.0,,0.0,69867000.0,194755000.0,,16840000.0,,,-169000.0,73239000.0,,,,,,259100000.0,316727000.0,,-7247000.0,-7247000.0,,,80000.0,,,,54727000.0,30715364.0,,,,,,-7247000.0,-2216000.0,,,13485000.0,,,,,,,,-0.24,,,14573000.0,12645000.0,,,13485000.0,13485000.0,,4083000.0,,11585000.0,0.0,,459693000.0,,-27611000.0,17115000.0,,,,,,,,,,,,11381000.0,,,,,3239000.0,,-780000.0,,,30715364.0,,,,,13654000.0,,,310000.0,185017000.0,,-21917000.0,191994000.0,,,,0.0,,,349245000.0,,,,-123433000.0,-89990000.0,,,,,,-3733000.0,78173000.0,,,,,0.0,-0.24,5748000.0,,-7247000.0,0.0,,,,,,,,,-6977000.0,,,-102658000.0,-10980000.0,-1650000.0,-30984000.0,,,200593000.0,,,185017000.0,271146000.0,201606000.0,,25853000.0,-23806000.0,-3805000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,233349000.0,,,,,33863000.0,812694000.0,,,,,,536366000.0,,0.0,62680000.0,188293000.0,,17313000.0,,,-310000.0,71361000.0,,,,,,256703000.0,323722000.0,,-1415000.0,-1415000.0,,,-285000.0,,,,62524000.0,30719905.0,,,,,,-1415000.0,-5168000.0,,,13175000.0,,,,,,,,-0.05,,,15757000.0,12488000.0,,,13175000.0,13175000.0,,4935000.0,,11818000.0,0.0,,457469000.0,,8471000.0,15946000.0,,,,,,,,,,,,12884000.0,,,,,1295000.0,,13000.0,,,30719905.0,,,,,13485000.0,,,311000.0,213842000.0,,-18710000.0,210767000.0,,,,0.0,,,355225000.0,,,,-132496000.0,-105802000.0,,,,,,-730000.0,73611000.0,,,,,0.0,-0.05,15278000.0,,-1415000.0,1462000.0,,,,,,,,,3075000.0,,,-104073000.0,-2145000.0,-1233000.0,-4228000.0,,,200766000.0,,,213842000.0,276328000.0,206107000.0,,-8843000.0,13701000.0,-5230000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,198323000.0,,,,,29243000.0,792536000.0,,,,,,524720000.0,,0.0,80113000.0,182764000.0,,13429000.0,,,426000.0,66918000.0,,,,,,218986000.0,324806000.0,,7411000.0,7411000.0,,,-77000.0,,,,57201000.0,32409506.0,,,,,,7411000.0,-255000.0,,,13601000.0,,,,,,,,0.24,,,10052000.0,11585000.0,,,13601000.0,13601000.0,,4708000.0,,12298000.0,0.0,,426069000.0,,42037000.0,15048000.0,,,,,,,,,,,,10411000.0,,,,,5653000.0,,-2563000.0,,,31181095.0,,,,,13175000.0,,,316000.0,218152000.0,,-19641000.0,202083000.0,,,,0.0,,,366467000.0,,,,-132198000.0,-107792000.0,,,,,,3873000.0,69487000.0,,,,,0.0,0.23,27577000.0,,7411000.0,1063000.0,,,,,,,,,16069000.0,,,-96662000.0,11284000.0,-2499000.0,24092000.0,,,207083000.0,,,218152000.0,267816000.0,201685000.0,,-44765000.0,45446000.0,-3409000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,44325000.0,207816000.0,207816000.0,253126000.0,,,28414000.0,942940000.0,942940000.0,,334154000.0,36065000.0,,570000000.0,,0.0,154317000.0,253126000.0,,17960000.0,,30951563.0,49504000.0,71335000.0,,36065000.0,11735000.0,5573000.0,430991000.0,226537000.0,334154000.0,1.17,37316000.0,37316000.0,-15282000.0,36944000.0,8233000.0,941894000.0,-7320000.0,-59346000.0,68384000.0,,,,-45312000.0,32226306.0,,37316000.0,-7643000.0,,63105000.0,63105000.0,,71621000.0,285412000.0,,,54235000.0,13454000.0,,7951000.0,,3592000.0,226000.0,,110045000.0,63105000.0,63105000.0,,4135000.0,226537000.0,11257000.0,0.0,-11475000.0,511949000.0,99130000.0,68551000.0,13454000.0,17960000.0,71335000.0,5536000.0,1.12,63105000.0,0.0,63105000.0,17861000.0,,13654000.0,372940000.0,7731000.0,,,,36065000.0,1548000.0,,-8145000.0,11257000.0,,,,-140520000.0,212141000.0,242994000.0,13601000.0,-332244000.0,,318000.0,322068000.0,,5536000.0,280000000.0,,,28414000.0,0.0,,,430991000.0,-18597000.0,154317000.0,49451000.0,-140520000.0,-28660000.0,,7731000.0,8260000.0,0.0,318000.0,8850000.0,71621000.0,0.0,3592000.0,,570000000.0,0.0,,59187000.0,0.0,37316000.0,3048000.0,,941894000.0,,,-1100000.0,10018000.0,,511949000.0,42068000.0,91448000.0,,-59346000.0,46166000.0,4282000.0,21138000.0,,,285412000.0,,887659000.0,322068000.0,372940000.0,212141000.0,36065000.0,-17557000.0,74704000.0,-6153000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,203214000.0,,,,,41146000.0,893340000.0,,,,,,569724000.0,,0.0,89625000.0,240570000.0,,23725000.0,,,-40121000.0,67757000.0,,,,,,230950000.0,336566000.0,,-6085000.0,-6085000.0,,,2123000.0,,,,64267000.0,31045367.0,,,,,,-6085000.0,158000.0,,,22984000.0,,,,,,,,-0.2,,,9528000.0,11846000.0,,,22984000.0,22984000.0,,3814000.0,,15654000.0,0.0,,462637000.0,,-43654000.0,12163000.0,,,,,,,,,,,,10040000.0,,,,,5056000.0,,-7481000.0,,,31045367.0,,,,,63105000.0,,,319000.0,220663000.0,,13242000.0,227423000.0,,,,0.0,,,430703000.0,,,,-146946000.0,-18000000.0,,,,,,-2366000.0,68400000.0,,,,,,-0.2,7209000.0,,-6085000.0,1922000.0,,,,,,,,,-6760000.0,,,-65431000.0,-8451000.0,-1900000.0,-47360000.0,,,231687000.0,,,220663000.0,323616000.0,215346000.0,,377000.0,-40656000.0,-2998000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,186990000.0,,,,,43626000.0,882626000.0,,,,,,560443000.0,,0.0,98773000.0,230538000.0,,23282000.0,,,1478000.0,66437000.0,,,,,,214620000.0,331837000.0,,5067000.0,5067000.0,,,-4645000.0,,,,65271000.0,32652871.0,,,,,,5067000.0,-4016000.0,,,24462000.0,,,,,,,,0.17,,,14473000.0,4397000.0,,,24462000.0,24462000.0,,3642000.0,,13852000.0,-203209000.0,,457252000.0,,17076000.0,10760000.0,,,,,,,,,,,,5790000.0,,,,,6327000.0,,-12735000.0,,,30449030.0,,,,,22984000.0,,,322000.0,263994000.0,,6927000.0,248670000.0,,,,0.0,,,425374000.0,,,,-144569000.0,-94160000.0,,,,,,1970000.0,67486000.0,,,,,,0.16,18620000.0,,5066000.0,4984000.0,,,,,,,,,15324000.0,,,-60365000.0,7037000.0,-2900000.0,8511000.0,,,242632000.0,,,263994000.0,322183000.0,212055000.0,,-19025000.0,24519000.0,-7443000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,160820000.0,,,,,43616000.0,918360000.0,,,,,,591195000.0,,0.0,133802000.0,233332000.0,,29434000.0,,,-2834000.0,90965000.0,,,,,,194965000.0,335270000.0,,15305000.0,15305000.0,,,1034000.0,,,,65227000.0,32894416.0,,,,,,15305000.0,-31533000.0,,,21628000.0,,,,,,,,0.49,,,27210000.0,19077000.0,,,21628000.0,21628000.0,,1016000.0,,13043000.0,0.0,,484394000.0,,47452000.0,11524000.0,,,,,,,,,,,,13949000.0,,,,,1601000.0,,-19831000.0,,,30936792.0,,,,,24462000.0,,,328000.0,269917000.0,,8899000.0,248677000.0,,,,0.0,,,433966000.0,,,,-156076000.0,-123415000.0,,,,,,5953000.0,67017000.0,,,,,,0.47,41351000.0,,15305000.0,9370000.0,,,,,,,,,21240000.0,,,-45060000.0,21258000.0,-27993000.0,23661000.0,,,289429000.0,,,269917000.0,327165000.0,223093000.0,,-23894000.0,52593000.0,-5141000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,86115000.0,40585000.0,40585000.0,328876000.0,,,17221000.0,1012377000.0,1012377000.0,,343314000.0,64242000.0,,576120000.0,,0.0,244659000.0,328876000.0,,24090000.0,,30887868.0,8515000.0,73570000.0,,58029000.0,38553000.0,,507980000.0,77334000.0,343314000.0,2.08,49956000.0,49956000.0,-27565000.0,33136000.0,30498000.0,1166958000.0,-35148000.0,4896000.0,82992000.0,,,,-166875000.0,32845281.0,,49956000.0,7826000.0,,30143000.0,30143000.0,,75531000.0,427063000.0,,,89521000.0,8350000.0,,29008000.0,,18326000.0,-2184000.0,,161478000.0,30143000.0,30143000.0,,820000.0,77334000.0,13721000.0,31277000.0,-50262000.0,504397000.0,128788000.0,112444000.0,8350000.0,24090000.0,73570000.0,20382000.0,1.96,30143000.0,0.0,30143000.0,9292000.0,,63105000.0,436257000.0,12189000.0,,,,64242000.0,25569000.0,,-10215000.0,13721000.0,,,,-163667000.0,239198000.0,277757000.0,21628000.0,-473628000.0,,332000.0,412382000.0,,20382000.0,352666000.0,,,17221000.0,0.0,,16106000.0,507980000.0,-28160000.0,244659000.0,-32962000.0,-163667000.0,-238053000.0,16106000.0,12189000.0,21873000.0,0.0,332000.0,16316000.0,75531000.0,0.0,18326000.0,,576120000.0,,,75795000.0,-171932000.0,43743000.0,,,1166958000.0,,,-2810000.0,41440000.0,,504397000.0,59716000.0,133318000.0,,4896000.0,66272000.0,29983000.0,56628000.0,,,427063000.0,,1077437000.0,412382000.0,436257000.0,239198000.0,64242000.0,-124333000.0,125022000.0,-12578000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,131302000.0,,,,,25668000.0,958692000.0,,,,,,583746000.0,,0.0,109140000.0,276255000.0,,23872000.0,,,-2202000.0,74816000.0,,,,,,172443000.0,341061000.0,,-8582000.0,-8582000.0,,,-892000.0,,,,70022000.0,31268640.0,53000.0,,,,,-8582000.0,-7815000.0,,,27941000.0,,,,-3779000.0,,,,-0.27,,,17405000.0,13660000.0,,,27941000.0,27941000.0,,330000.0,,20465000.0,0.0,,461141000.0,,-90973000.0,7054000.0,,,,,,,,,,,,19933000.0,,,,,102000.0,,-15955000.0,,,31268640.0,,,,,30143000.0,,,340000.0,240176000.0,,11263000.0,250458000.0,,,,0.0,,22508000.0,497551000.0,,,,-167767000.0,-127766000.0,,,,,,-2922000.0,71758000.0,,,,,,-0.27,2486000.0,,-8582000.0,18607000.0,,,,,,,,,-10282000.0,,,-3686000.0,-11504000.0,,-94768000.0,,,288698000.0,,,240176000.0,374946000.0,239525000.0,,92448000.0,-86835000.0,-4138000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,139194000.0,,,,,15569000.0,940650000.0,,,,,,575893000.0,,0.0,127660000.0,269024000.0,,23817000.0,,,-6602000.0,78752000.0,,,,,,179911000.0,339352000.0,,24751000.0,24751000.0,,,4630000.0,,,,77460000.0,33512356.0,0.0,,,,,24751000.0,-19383000.0,,,21339000.0,,,,-11885000.0,,,,0.8,,,13778000.0,13733000.0,,,21339000.0,21339000.0,,1356000.0,,20828000.0,0.0,,454652000.0,,21096000.0,7055000.0,,,,,,,,,,,,9437000.0,,,,,5676000.0,,-27881000.0,,,31039575.0,,,,,27941000.0,,,341000.0,325088000.0,,-8365000.0,295184000.0,,,,-4500000.0,,20814000.0,485998000.0,,,,-169579000.0,-158945000.0,,,,,,8427000.0,71475000.0,,,,,,0.74,48267000.0,,26380000.0,6627000.0,,,,,,,,,29904000.0,,,21065000.0,33178000.0,,-9702000.0,,,274741000.0,,,325088000.0,364757000.0,241054000.0,,-16989000.0,29770000.0,-8674000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,80213000.0,,,,,22064000.0,968852000.0,,,,,,582767000.0,,0.0,174648000.0,283763000.0,,30371000.0,,,4690000.0,83817000.0,,,,,,128195000.0,338570000.0,,20617000.0,20617000.0,,,1645000.0,,,,79702000.0,33425883.0,348000.0,,,,,20231000.0,-11873000.0,,,26029000.0,,,,-4186000.0,,,,0.64,,,16469000.0,12906000.0,,,26029000.0,26029000.0,,1333000.0,,20174000.0,0.0,,466205000.0,,59215000.0,5840000.0,,,,,,,,,,,,9793000.0,,,,,1794000.0,,-8949000.0,,,31576006.0,,,,,21339000.0,,,350000.0,326384000.0,,-11297000.0,299059000.0,,,,0.0,,24137000.0,502647000.0,,,,-163108000.0,-120476000.0,,,,,,7020000.0,72988000.0,,,,,,0.61,41876000.0,,18452000.0,13492000.0,,,,,,,,,27325000.0,,,32423000.0,27637000.0,-385000.0,36430000.0,,,338010000.0,,,326384000.0,386085000.0,236096000.0,,-51748000.0,68311000.0,-9096000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,139908000.0,26697000.0,26697000.0,415087000.0,,,26813000.0,1144769000.0,1144769000.0,,335731000.0,103672000.0,,613671000.0,-8426000.0,0.0,300847000.0,415087000.0,,23614000.0,,31383828.0,2629000.0,88710000.0,,103672000.0,13413000.0,47085000.0,536003000.0,86131000.0,335731000.0,3.29,66886000.0,66886000.0,-61034000.0,65429000.0,5146000.0,1390610000.0,-29777000.0,100142000.0,93750000.0,,3079000.0,,-61087000.0,33109261.0,,66887000.0,-21963000.0,,28658000.0,28658000.0,,82186000.0,522635000.0,-9927000.0,,133128000.0,4391000.0,,10779000.0,,18011000.0,25130000.0,,120636000.0,28658000.0,28658000.0,,980000.0,86131000.0,22460000.0,-8426000.0,-85228000.0,608766000.0,209336000.0,91513000.0,4391000.0,23614000.0,88710000.0,-36892000.0,3.12,28658000.0,0.0,28658000.0,3999000.0,,30143000.0,531098000.0,13864000.0,,,,103287000.0,5841000.0,,-32443000.0,22460000.0,,,,-158064000.0,240250000.0,320934000.0,26029000.0,-584167000.0,,352000.0,498962000.0,,-36892000.0,412531000.0,,,26813000.0,0.0,,20823000.0,536003000.0,-39785000.0,300847000.0,-1485000.0,-158064000.0,-176980000.0,20823000.0,13864000.0,36236000.0,0.0,352000.0,23711000.0,82186000.0,,18011000.0,,613671000.0,,,116707000.0,0.0,67422000.0,8359000.0,,1390610000.0,,,-4885000.0,-49826000.0,,608766000.0,86431000.0,80851000.0,3079000.0,100142000.0,90597000.0,0.0,18214000.0,,,522635000.0,,1257482000.0,498962000.0,531098000.0,240250000.0,103672000.0,-84798000.0,109390000.0,-17877000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,267532000.0,,,,,19507000.0,1293612000.0,,,,,,815462000.0,,0.0,162264000.0,370435000.0,,34474000.0,,,1845000.0,86545000.0,,,,,,378818000.0,480486000.0,,4560000.0,3380000.0,,,-944000.0,,,,87663000.0,33681263.0,3099000.0,,,,,4560000.0,-159341000.0,,,30503000.0,,,,-7000.0,,,,0.14,,,14627000.0,17818000.0,,,30503000.0,30503000.0,,3209000.0,,28978000.0,8876000.0,,731482000.0,,-95387000.0,43185000.0,,,,,,,,,,,,12240000.0,,,,,1417000.0,,-8992000.0,,,31511880.0,,,,,28658000.0,,,358000.0,337098000.0,,-32512000.0,328384000.0,,,,0.0,,29479000.0,562130000.0,,,,-160503000.0,-185924000.0,,,,,,1181000.0,83834000.0,,,,,,0.14,25588000.0,,3380000.0,12540000.0,,,,,,,,,8714000.0,,,104702000.0,4561000.0,-152350000.0,-112340000.0,,,352664000.0,,,337098000.0,478150000.0,244337000.0,,248172000.0,-86986000.0,-8401000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,284955000.0,,,,,34933000.0,1508234000.0,,,,,,879003000.0,,0.0,245268000.0,516669000.0,,30242000.0,,,-6624000.0,114035000.0,,,,,,390637000.0,500342000.0,,66216000.0,66216000.0,,,9593000.0,,,,96894000.0,33821945.0,2910000.0,,,,,65695000.0,-63670000.0,,,23879000.0,,,,-35386000.0,,,,2.07,,,15192000.0,19513000.0,,,23879000.0,23879000.0,,4478000.0,,52056000.0,-852000.0,,862622000.0,,34811000.0,41412000.0,,,,,,,,,,,,14342000.0,,,,,7948000.0,,-11518000.0,,,31688327.0,,,,,30503000.0,,,358000.0,509789000.0,,-6945000.0,425472000.0,,,,0.0,,29939000.0,645612000.0,,,,-169750000.0,-144429000.0,,,,,,23216000.0,98507000.0,,,,,,1.94,113423000.0,,66216000.0,5118000.0,,,,,,,,,84317000.0,,,162282000.0,89432000.0,-16098000.0,-35489000.0,,,471985000.0,,,509789000.0,629231000.0,268257000.0,,2101000.0,54945000.0,-20134000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,158029000.0,,,,,38140000.0,1503095000.0,,,,,,896187000.0,,0.0,322153000.0,460862000.0,,30774000.0,,,10181000.0,127487000.0,,,,,,263789000.0,512778000.0,,24697000.0,24697000.0,,,773000.0,,,,99796000.0,33751054.0,2273000.0,,,,,24697000.0,-45960000.0,,,34060000.0,,,,,0.0,,,0.77,,,19220000.0,21477000.0,,,34060000.0,34060000.0,,4112000.0,,50546000.0,16451000.0,,829529000.0,,170634000.0,39837000.0,,,,,,,,,,,,16860000.0,,,,,7186000.0,,-26467000.0,,,32106994.0,,,,,23879000.0,,,365000.0,462317000.0,,-5183000.0,425030000.0,,,,0.0,,26921000.0,673566000.0,,,,-170287000.0,-254101000.0,,,,,,9251000.0,105992000.0,,,,,,0.73,59537000.0,,24697000.0,2846000.0,,,,,,,,,37287000.0,,,186979000.0,33948000.0,-72948000.0,137656000.0,,,565740000.0,,,462317000.0,606908000.0,276279000.0,,-130084000.0,186225000.0,-15591000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,239046000.0,32398000.0,32398000.0,630121000.0,,,43444000.0,1729948000.0,1729948000.0,,520478000.0,176401000.0,,922503000.0,-20629000.0,0.0,514586000.0,630121000.0,,31978000.0,,31872112.0,16552000.0,131789000.0,,175221000.0,17775000.0,23596000.0,750380000.0,149122000.0,520478000.0,5.5,80928000.0,80928000.0,-306360000.0,93520000.0,-201000.0,2013578000.0,-62122000.0,255914000.0,123632000.0,,648000.0,,-49389000.0,33447939.0,,80393000.0,-37389000.0,,50612000.0,50612000.0,,120376000.0,830446000.0,,-11993000.0,244079000.0,37583000.0,,9221000.0,,17738000.0,34712000.0,,377703000.0,50612000.0,50612000.0,,2455000.0,149122000.0,45031000.0,1506000.0,-82040000.0,979568000.0,346820000.0,197338000.0,37583000.0,31978000.0,131789000.0,16800000.0,5.24,50612000.0,0.0,50612000.0,14254000.0,,28658000.0,807445000.0,19363000.0,,,,175344000.0,1224000.0,,-35063000.0,45031000.0,,,,-181959000.0,302335000.0,407985000.0,34060000.0,-887528000.0,,366000.0,704374000.0,,16800000.0,590613000.0,,,43444000.0,0.0,,31896000.0,750380000.0,-70307000.0,514586000.0,21954000.0,-181959000.0,-303074000.0,31896000.0,19363000.0,63825000.0,0.0,366000.0,30177000.0,120376000.0,,17738000.0,,922503000.0,,,148272000.0,25981000.0,80928000.0,3092000.0,,2013578000.0,,,-191706000.0,96369000.0,,979568000.0,113761000.0,307396000.0,648000.0,255914000.0,111105000.0,49690000.0,106542000.0,,,830446000.0,,1769499000.0,704374000.0,807445000.0,302335000.0,175221000.0,-169578000.0,223519000.0,-26181000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,236770000.0,,,,,41115000.0,1700752000.0,,,,,,948349000.0,,0.0,283099000.0,565654000.0,,40919000.0,,,-7359000.0,133227000.0,,,,,,369730000.0,529912000.0,,27244000.0,27244000.0,,,2558000.0,,,,115736000.0,33687389.0,2090000.0,,,,,27244000.0,-24547000.0,,,43253000.0,,,,,,,,0.85,,,29090000.0,25228000.0,,,43253000.0,43253000.0,,1838000.0,,48815000.0,4506000.0,,923881000.0,,-201759000.0,37959000.0,,,,,,,,,,,,27668000.0,,,,,7038000.0,,-23473000.0,,,31929818.0,,,,,50612000.0,,,368000.0,490054000.0,,20559000.0,453607000.0,,,,2425000.0,,22988000.0,776871000.0,,,,-192327000.0,-142680000.0,,,,,,9923000.0,131024000.0,,,,,,0.81,64233000.0,,27244000.0,2919000.0,,,,,,,,,36447000.0,,,283158000.0,37167000.0,-14668000.0,-238554000.0,,,554151000.0,,,490054000.0,752403000.0,323351000.0,,199605000.0,-182417000.0,-19342000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,117710000.0,,,,,39593000.0,1795893000.0,,,,,,1016001000.0,,0.0,365679000.0,581272000.0,,41266000.0,,,-5740000.0,130698000.0,,,,,,273123000.0,580237000.0,,78604000.0,78604000.0,,,10071000.0,,,,562782000.0,33655359.0,1289000.0,,,,,77932000.0,-84134000.0,,,37513000.0,,,,,,,,2.45,,,30239000.0,22393000.0,,,37513000.0,37513000.0,,3830000.0,,47607000.0,-752000.0,,925834000.0,,176666000.0,38822000.0,,,,,,,,,,,,22346000.0,,,,,17037000.0,,801000.0,,,31828364.0,,,,,43253000.0,,,368000.0,676086000.0,,34722000.0,575091000.0,,,,-2425000.0,,22796000.0,870059000.0,,,,-189851000.0,-366439000.0,,,,,,28632000.0,146926000.0,,,,,,2.32,133459000.0,,147000.0,3274000.0,,,,,,,,,100995000.0,,,349705000.0,107236000.0,-72692000.0,100633000.0,,,652711000.0,,,676086000.0,779892000.0,336777000.0,,-124326000.0,202720000.0,-26054000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,83561000.0,,,,,44661000.0,1942585000.0,,,,,,1080047000.0,,0.0,470731000.0,656193000.0,,43254000.0,,,10659000.0,134076000.0,,,,,,251485000.0,617748000.0,,46530000.0,46530000.0,,,4979000.0,,,,545748000.0,33610782.0,6978000.0,,,,,46530000.0,-41941000.0,,,48172000.0,,,,,0.0,,,1.44,,,34520000.0,-8793000.0,,,48172000.0,48172000.0,,4378000.0,,48288000.0,22053000.0,,1024154000.0,,107191000.0,40055000.0,,,,,,,,,,,,30010000.0,,,,,10448000.0,,-72770000.0,,,32416773.0,,,,,37513000.0,,,370000.0,624151000.0,,68053000.0,559641000.0,,,,0.0,,25541000.0,908195000.0,,,,-193116000.0,-186210000.0,,,,,,17384000.0,165484000.0,,,,,,1.38,83382000.0,,31210000.0,1756000.0,,,,,,,,,64510000.0,,,396234000.0,65111000.0,-26465000.0,66437000.0,,,772669000.0,,,624151000.0,862538000.0,358600000.0,,-80515000.0,133115000.0,-25924000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
