,trailingCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualBeginningCashPosition,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualGrossPPE,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualInventory,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingTaxProvision,quarterlyEbitda,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyOperatingIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingInvestingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyDilutedEPS,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,quarterlyAccountsReceivable,quarterlyGoodwill,trailingStockBasedCompensation,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualDilutedEPS,trailingSaleOfInvestment,quarterlyInventory,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOperatingCashFlow,trailingTotalRevenue,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualOperatingIncome,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingBasicAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedAverageShares
749347200,,,-1200000.0,602600000.0,104100000.0,6018100000.0,,,,,22000000.0,1374200000.0,-64900000.0,-3692300000.0,533700000.0,-3100000.0,859800000.0,,,4946400000.0,,6018100000.0,1803700000.0,,,2956000000.0,561600000.0,1964700000.0,,0.0,0.0,0.0,-155000000.0,,342200000.0,,96200000.0,754600000.0,,170200000.0,-550900000.0,,,,,-29800000.0,8047600000.0,533700000.0,10840000000.0,1500000.0,409600000.0,2990900000.0,219600000.0,,,379300000.0,166400000.0,,,4946400000.0,1430800000.0,2325800000.0,3938200000.0,3471900000.0,69600000.0,,345000000.0,4938700000.0,2792400000.0,,-500000.0,,-170200000.0,2843900000.0,,,,12400000.0,218300000.0,,131400000.0,,2.55,,6929100000.0,561900000.0,,,,-3692300000.0,-50600000.0,561900000.0,1865100000.0,,,194700000.0,400300000.0,-521100000.0,150000000.0,1028200000.0,-211400000.0,,904100000.0,,,,,,1964700000.0,2910000000.0,-120900000.0,17000000.0,490900000.0,,,,,2956000000.0,,,2089300000.0,,9885100000.0,-238900000.0,223745020.0,,23900000.0,2.51,,1430800000.0,150000000.0,1028200000.0,,3471900000.0,,,,,930200000.0,3938200000.0,859800000.0,,,,,536300000.0,927300000.0,63200000.0,,772800000.0,809200000.0,0.0,-55200000.0,,126700000.0,,809200000.0,,220235294.0,80900000.0,2990900000.0,0.0,772800000.0,1500000.0,1418200000.0,772800000.0,2325800000.0,772800000.0,230100000.0,166400000.0,2910000000.0,0.0,,22600000.0,,4938700000.0,,149700000.0,,9885100000.0,0.0,,1803700000.0,6929100000.0,,,,,,,,,,,,,
757296000,,,,,,5985800000.0,,,,,7900000.0,,,,567700000.0,-7200000.0,689200000.0,,,,,,,,,3043200000.0,,,0.68,,0.0,0.0,-58600000.0,,,,-1300000.0,689600000.0,,,,,,,,-15700000.0,,,,,313500000.0,2804500000.0,248800000.0,,,,,,,4841400000.0,,2293500000.0,3910400000.0,3542700000.0,99300000.0,,376100000.0,,,,,,-67300000.0,2601000000.0,226515152.0,,,,259300000.0,,-202500000.0,,,,,,,,,-3692300000.0,-38300000.0,,,,,-40900000.0,56000000.0,,149500000.0,,,,,,,0.66,,,1900600000.0,2888100000.0,,7200000.0,,,,,,,,,1911400000.0,,,,,,15600000.0,,,1430300000.0,149500000.0,1022300000.0,,,,,,,,,,,,,,430300000.0,,,,,,,-55300000.0,219852941.0,116800000.0,,,,,,,772800000.0,731900000.0,1500000.0,,731900000.0,,,-11300000.0,214700000.0,,,,26000000.0,,4916700000.0,,149500000.0,,9758100000.0,0.0,,2623200000.0,6714900000.0,,,,,,,,,,,,,
765072000,,,,,,6006000000.0,,,,,13100000.0,,,,584200000.0,-54500000.0,748100000.0,,,,,,,,,3108500000.0,,,0.7,,0.0,0.0,-136500000.0,,,,-70900000.0,722500000.0,,,,,,,,-17500000.0,,,,,335400000.0,2946200000.0,257300000.0,,,,,,,4824600000.0,,2313700000.0,3728400000.0,3621000000.0,102600000.0,,387100000.0,,,,,,-133700000.0,2761500000.0,224202899.0,,,,268200000.0,,-141300000.0,,,,,,,,,-3692300000.0,-177200000.0,,,,,-185800000.0,127900000.0,,154700000.0,,,,,,,0.69,,,1891600000.0,2886200000.0,,24300000.0,,,,,,,,,2039000000.0,,,,,,14100000.0,,,1504100000.0,154700000.0,842200000.0,,,,,,,,,,,,,,454300000.0,,,,,,,-55400000.0,221000000.0,118900000.0,,,,,,,0.0,546100000.0,1400000.0,,546100000.0,,,-5800000.0,306500000.0,,,,25000000.0,,4958500000.0,,154700000.0,,9783100000.0,-30200000.0,,2644800000.0,6674600000.0,,,,,,,,,,,,,
772934400,,,,,,6058100000.0,,,,,15800000.0,,,,572500000.0,-47100000.0,822900000.0,,,,,,,,,3195200000.0,,,0.74,,0.0,0.0,-160100000.0,,,,-44000000.0,779800000.0,,,,,,,,-47500000.0,,,,,369200000.0,3053800000.0,274200000.0,,,,,,,4953500000.0,,2365800000.0,3719900000.0,3684700000.0,109300000.0,,410600000.0,,,,,,-162200000.0,2872300000.0,225890411.0,,,,285500000.0,,128400000.0,,,,,,,,,-3692300000.0,-186900000.0,,,,,39700000.0,386700000.0,,164900000.0,,,,,,,0.73,,,2013400000.0,2873900000.0,,4800000.0,,,,,,,,,2092500000.0,,,,,,12300000.0,,,1560300000.0,164900000.0,846000000.0,,,,,,,,,,,,,,494300000.0,,,,,,,-55200000.0,222837838.0,125100000.0,,,,,,,0.0,585800000.0,1400000.0,,585800000.0,,,224500000.0,217500000.0,,,,23600000.0,,5015400000.0,,164900000.0,,9968900000.0,0.0,,2649600000.0,6773700000.0,,,,,,,,,,,,,
780883200,,,43600000.0,772800000.0,96600000.0,6160400000.0,,,,,6800000.0,1411600000.0,-154900000.0,-3777000000.0,499500000.0,-46100000.0,976900000.0,,,4927800000.0,,6160400000.0,1772600000.0,,,3355600000.0,633800000.0,1882700000.0,,0.0,0.0,0.0,-128700000.0,,387200000.0,,27900000.0,831600000.0,,-144500000.0,-587400000.0,,,,,-42400000.0,8181300000.0,499500000.0,11204700000.0,1400000.0,393500000.0,3019800000.0,241000000.0,,,333200000.0,160200000.0,,,4927800000.0,1532800000.0,2383400000.0,3485400000.0,3762300000.0,76000000.0,,438100000.0,4933000000.0,3023400000.0,,-127900000.0,,-224200000.0,2970000000.0,,,,-88300000.0,305000000.0,,87500000.0,,2.87,,6505200000.0,634100000.0,,,,-3777000000.0,-178800000.0,634100000.0,1905500000.0,,,42500000.0,350000000.0,-483900000.0,165000000.0,831000000.0,-225200000.0,,1021300000.0,,,,,,1882700000.0,2654400000.0,-123100000.0,1700000.0,493900000.0,,,,,3355600000.0,,,2138400000.0,,9860800000.0,-581200000.0,224751773.0,,-42000000.0,2.82,,1532800000.0,165000000.0,831000000.0,,3762300000.0,,,,,920600000.0,3485400000.0,976900000.0,,,,,526600000.0,1117900000.0,38000000.0,,628300000.0,777000000.0,0.0,-59300000.0,,133100000.0,,777000000.0,,220836237.0,0.0,3019800000.0,0.0,628300000.0,1400000.0,1611800000.0,628300000.0,2383400000.0,628300000.0,125800000.0,160200000.0,2654400000.0,0.0,,22000000.0,,4933000000.0,,164700000.0,,9860800000.0,0.0,,1772600000.0,6505200000.0,,,,,,,,,,,,,
788832000,,,,,,6407200000.0,,,,,26600000.0,,,,1058800000.0,-44700000.0,923900000.0,,,,,,,,,3379300000.0,,,0.76,,0.0,0.0,-1672700000.0,,,,-95900000.0,711700000.0,,,,,,,,-20200000.0,,,,,319100000.0,4470600000.0,272900000.0,,,,,,,5908200000.0,,2630200000.0,4337600000.0,3849300000.0,108200000.0,,392600000.0,,,,,,-1685000000.0,2623000000.0,222567568.0,,,,273300000.0,,-165200000.0,,,,,,,,,-3777000000.0,1572800000.0,,,,,25300000.0,125200000.0,,164700000.0,,,,,,,0.74,,,2619200000.0,2841800000.0,,1200000.0,,,,,,,,,1911300000.0,,,,,,22700000.0,,,1931700000.0,164700000.0,1495800000.0,,,,,,,,,,,,,,438400000.0,,,,,1011100000.0,,-59000000.0,216710526.0,119300000.0,,,,,,,628300000.0,653600000.0,1400000.0,,653600000.0,,,-1559800000.0,927500000.0,,,,23000000.0,,6279300000.0,,164700000.0,,12187500000.0,0.0,,2638000000.0,8808200000.0,,,,,,,,,,,,,
796608000,,,,,,6572100000.0,,,,,28900000.0,,,,1037700000.0,-48500000.0,981800000.0,,,,,,,,,3496400000.0,,,0.88,,0.0,0.0,-159300000.0,,,,-75500000.0,928000000.0,,,,,,,,-20200000.0,,,,,444700000.0,4816000000.0,317200000.0,,,,,,,6239200000.0,,2795100000.0,4349600000.0,3954500000.0,125800000.0,,483300000.0,,,,,,-164200000.0,3361000000.0,220000000.0,,,,344400000.0,,-240400000.0,,,,,,,,,-3777000000.0,47700000.0,,,,,-13000000.0,98600000.0,,191400000.0,,,,,,,0.87,,,2148600000.0,2869300000.0,,9500000.0,,,,,,,,,2433000000.0,,,,,,17400000.0,,,2027500000.0,191400000.0,1480300000.0,,,,,,,,,,,,,,583600000.0,,,,,1994500000.0,,-58700000.0,217500000.0,138900000.0,,,,,,,0.0,640600000.0,1300000.0,,640600000.0,,,-65600000.0,1685600000.0,,,,44600000.0,,6422800000.0,,191400000.0,,12662000000.0,0.0,,1633200000.0,9165600000.0,,,,,,,,,,,,,
804470400,,,,,,6672000000.0,,,,,27000000.0,,,,980100000.0,-27200000.0,941100000.0,,,,,,,,,3660700000.0,,,0.9,,-1616200000.0,0.0,-199200000.0,,,,-12700000.0,939800000.0,,,,,,,,,,,,,445800000.0,4430300000.0,326400000.0,,,,,,,6172600000.0,,2895000000.0,4718800000.0,4060600000.0,129400000.0,,494000000.0,,,,,,1405400000.0,3452400000.0,223750000.0,,,,345700000.0,,-46300000.0,,,,,,,,,-3777000000.0,-169900000.0,,,,,-63300000.0,305800000.0,,197000000.0,,,,,,,0.88,,,2193600000.0,2941100000.0,,31900000.0,,,,,,,,,2512600000.0,,,,,,32600000.0,,,2064900000.0,197000000.0,1777700000.0,,,,,,,,,,,,,,594100000.0,,,,,2026000000.0,,-58600000.0,218777778.0,148300000.0,,,,,,,0.0,577300000.0,1300000.0,,577300000.0,,,1711200000.0,1295600000.0,,,,51900000.0,,6637200000.0,,196900000.0,,12809800000.0,0.0,,1716200000.0,9149100000.0,,,,,,,,,,,,,
812419200,,,78000000.0,628000000.0,170000000.0,6930000000.0,,,,,-4500000.0,1706000000.0,-137000000.0,-3904000000.0,559000000.0,-16600000.0,1138000000.0,,,5805000000.0,,6930000000.0,1658000000.0,,,3782000000.0,741800000.0,2318000000.0,,0.0,1616200000.0,0.0,197200000.0,,484000000.0,,-6900000.0,1093600000.0,,37000000.0,-1872000000.0,,,,,,9426000000.0,559000000.0,13099000000.0,1000000.0,496400000.0,4111000000.0,309500000.0,,,-751000000.0,655000000.0,,,5805000000.0,2071000000.0,3026000000.0,4612000000.0,4158000000.0,120600000.0,,597200000.0,6700000000.0,3673000000.0,,-182000000.0,,-1428200000.0,3662700000.0,,,,-191000000.0,432700000.0,,269900000.0,,3.42,,8723000000.0,742000000.0,,,,-3904000000.0,-700600000.0,742000000.0,2277000000.0,,,88000000.0,591400000.0,-1834000000.0,188900000.0,1776000000.0,-235000000.0,,1226000000.0,,,,,,2318000000.0,2836000000.0,-5000000.0,7400000.0,571000000.0,,,,,3782000000.0,,,2569100000.0,,12505000000.0,750000000.0,220773810.0,,-72700000.0,3.36,,2071000000.0,188900000.0,1776000000.0,,4158000000.0,,,,,1121000000.0,4612000000.0,1138000000.0,,,,,660900000.0,1396000000.0,50000000.0,,665000000.0,2016000000.0,0.0,-58700000.0,,164500000.0,,2016000000.0,,216900585.0,0.0,4111000000.0,0.0,665000000.0,1000000.0,1967000000.0,665000000.0,3026000000.0,665000000.0,-836800000.0,655000000.0,2836000000.0,0.0,,50500000.0,,6700000000.0,,188900000.0,,12505000000.0,0.0,,1658000000.0,8723000000.0,,,,,,,,,,,,,
820368000,,,,,,6753000000.0,,,,,23000000.0,,,,1114000000.0,-18000000.0,844000000.0,,,,,,,,,3908000000.0,,,0.89,,0.0,0.0,-125000000.0,,,,-116000000.0,919000000.0,,,,,,,,-86000000.0,,,,,411000000.0,3482000000.0,316000000.0,,,,,,,5860000000.0,,2849000000.0,4637000000.0,4265000000.0,123000000.0,,508000000.0,,,,,,-137000000.0,3094000000.0,220689655.0,,,,363000000.0,,-229000000.0,,,,,,,,,-3904000000.0,-31000000.0,,,,,-119000000.0,37000000.0,,193000000.0,,,,,,,0.87,,,1945000000.0,2862000000.0,,9000000.0,,,,,,,,,2175000000.0,,,,,,-1000000.0,,,1955000000.0,192000000.0,1775000000.0,,,,,,,,,,,,,,556000000.0,,,,,1847000000.0,,-63000000.0,215730337.0,145000000.0,,,,,,,655000000.0,536000000.0,1000000.0,,536000000.0,,,-100000000.0,693000000.0,,,,47000000.0,,6167000000.0,,192000000.0,,12027000000.0,0.0,,1471000000.0,8119000000.0,,,,,,,,,,,,,
828230400,,,,,,6848000000.0,,,,,22000000.0,,,,1101000000.0,-22000000.0,941000000.0,,,,,,,,,4050000000.0,,,0.98,,-3000000.0,0.0,-178000000.0,,,,-63000000.0,1020000000.0,,,,,,,,4000000.0,,,,,473000000.0,3704000000.0,350000000.0,,,,,,,6088000000.0,,2944000000.0,4596000000.0,4381000000.0,138000000.0,,547000000.0,,,,,,-227000000.0,3464000000.0,220618557.0,,,,400000000.0,,-151000000.0,,,,,,,,,-3904000000.0,-1000000.0,,,,,47000000.0,226000000.0,,212000000.0,,,,,,,0.97,,,1998000000.0,2832000000.0,,22000000.0,,,,,,,,,2444000000.0,,,,,,2000000.0,,,2006000000.0,214000000.0,1764000000.0,,,,,,,,,,,,,,620000000.0,,,,,1824000000.0,,-63000000.0,218367347.0,147000000.0,,,,,,,0.0,583000000.0,1000000.0,,583000000.0,,,-1000000.0,765000000.0,,,,50000000.0,,6262000000.0,,214000000.0,,12350000000.0,0.0,,1494000000.0,8300000000.0,,,,,,,,,,,,,
836092800,,,,,,6907000000.0,,,,,-47000000.0,,,,1114000000.0,-7000000.0,930000000.0,,,,,,,,,4190000000.0,,,1.02,,-58000000.0,0.0,-258000000.0,,,,-118000000.0,1034000000.0,,,,,,,,95000000.0,,,,,464000000.0,3745000000.0,376000000.0,,,,,,,6183000000.0,,3003000000.0,4607000000.0,4443000000.0,147000000.0,,570000000.0,,,,,,-218000000.0,3489000000.0,223000000.0,,,,396000000.0,,-13000000.0,,,,,,,,,-3904000000.0,-125000000.0,,,,,35000000.0,418000000.0,,229000000.0,,,,,,,1.0,,,2112000000.0,2844000000.0,,5000000.0,,,,,,,,,2455000000.0,,,,,,26000000.0,,,2127000000.0,223000000.0,1763000000.0,,,,,,,,,,,,,,638000000.0,,,,,1837000000.0,,-63000000.0,218627451.0,174000000.0,,,,,,,0.0,618000000.0,1000000.0,,618000000.0,,,200000000.0,703000000.0,,,,46000000.0,,6359000000.0,,223000000.0,,12542000000.0,0.0,,1519000000.0,8352000000.0,,,,,,,,,,,,,
844041600,,,-124000000.0,686000000.0,32000000.0,5256000000.0,,,,,-122000000.0,1615000000.0,-48000000.0,-2594000000.0,1202000000.0,-1000000.0,1220000000.0,,,5358000000.0,,5256000000.0,236000000.0,,,4256000000.0,726000000.0,2711000000.0,,0.0,-261000000.0,0.0,-548000000.0,,341000000.0,,96000000.0,139000000.0,,29000000.0,-866000000.0,,,,,-184000000.0,7335000000.0,1202000000.0,10373000000.0,,267000000.0,4281000000.0,-146000000.0,,,330000000.0,350000000.0,,,5358000000.0,1780000000.0,2662000000.0,1528000000.0,4466000000.0,-67000000.0,,-128000000.0,4707000000.0,3038000000.0,,-139000000.0,,-284000000.0,400000000.0,,,,-201000000.0,-204000000.0,,254000000.0,,3.34,,5809000000.0,726000000.0,,,,-2594000000.0,99000000.0,555000000.0,2157000000.0,,,66000000.0,515000000.0,-1109000000.0,-79000000.0,161000000.0,-253000000.0,,896000000.0,,,,,,2711000000.0,1367000000.0,-171000000.0,6000000.0,542000000.0,,,,,4256000000.0,,,261000000.0,,10065000000.0,-58000000.0,221478873.0,,-53000000.0,3.34,,1780000000.0,97000000.0,161000000.0,,4466000000.0,,,,,1196000000.0,1528000000.0,1220000000.0,,,,,343000000.0,881000000.0,42000000.0,,715000000.0,1809000000.0,0.0,-64000000.0,,76000000.0,,1809000000.0,,217600000.0,47000000.0,4281000000.0,0.0,715000000.0,,1423000000.0,715000000.0,2662000000.0,715000000.0,231000000.0,350000000.0,1367000000.0,-322000000.0,,-111000000.0,,4707000000.0,,97000000.0,,10065000000.0,0.0,,236000000.0,5809000000.0,,,,,,,,,,,,,
851990400,,,,,,5232000000.0,,,,,16000000.0,,,,685000000.0,-61000000.0,1027000000.0,,,,,,,,,5477000000.0,,,0.82,,-14000000.0,0.0,432000000.0,,,,-17000000.0,807000000.0,,,,,,,,-18000000.0,,,,,390000000.0,2649000000.0,290000000.0,,,,,,,4966000000.0,,2638000000.0,1549000000.0,4564000000.0,111000000.0,,417000000.0,,,,,,-113000000.0,2608000000.0,218292683.0,,,,275000000.0,,-120000000.0,,,,,,,,,-2594000000.0,-351000000.0,,,,,138000000.0,57000000.0,,179000000.0,,,,,,,0.82,,,1518000000.0,1386000000.0,,14000000.0,,,,,,,,,1801000000.0,,,,,,20000000.0,,,1795000000.0,179000000.0,163000000.0,,,,,,,,,,,,,,532000000.0,,,,,1803000000.0,,-63000000.0,218292683.0,142000000.0,,,,,,,715000000.0,853000000.0,,,853000000.0,,,-56000000.0,104000000.0,,,,5000000.0,,4709000000.0,,179000000.0,,9675000000.0,0.0,,268000000.0,4198000000.0,,,,,,,,,,,,,
859766400,,,,,,4627000000.0,,,,,-41000000.0,,,,1148000000.0,-281000000.0,685000000.0,,,,,,,,,5302000000.0,,,0.87,,-9000000.0,0.0,-147000000.0,,,,-10000000.0,655000000.0,,,,,,,,30000000.0,,,,,339000000.0,2037000000.0,249000000.0,,,,,,,4505000000.0,,2033000000.0,1204000000.0,4504000000.0,94000000.0,,316000000.0,,,,,,-144000000.0,1899000000.0,217241379.0,,,,235000000.0,,-51000000.0,,,,,,,,,-2594000000.0,-159000000.0,,,,,-140000000.0,166000000.0,,155000000.0,,,,,,,0.87,,,1106000000.0,1050000000.0,,19000000.0,,,,,,,,,1244000000.0,,,,,,20000000.0,,,1499000000.0,189000000.0,154000000.0,,,,,,,,,,,,,,420000000.0,,,,,1789000000.0,,-63000000.0,217241379.0,81000000.0,,,,,,,0.0,693000000.0,,,693000000.0,,,22000000.0,246000000.0,,,,6000000.0,,4038000000.0,,189000000.0,,8543000000.0,0.0,,216000000.0,3241000000.0,,,,,,,,,,,,,
867628800,,,,,,4701000000.0,,,,,10000000.0,,,,1200000000.0,-287000000.0,699000000.0,,,,,,,,,5134000000.0,,,0.79,,-44000000.0,0.0,-169000000.0,,,,-47000000.0,677000000.0,,,,,,,,-14000000.0,,,,,348000000.0,2152000000.0,211000000.0,,,,,,,4339000000.0,,2107000000.0,1210000000.0,4592000000.0,80000000.0,,299000000.0,,,,,,-149000000.0,1929000000.0,211392405.0,,,,180000000.0,,-109000000.0,,,,,,,,,-2594000000.0,-234000000.0,,,,,-282000000.0,121000000.0,,131000000.0,,,,,,,0.79,,30000000.0,1107000000.0,1055000000.0,,16000000.0,,,,,,,,,1252000000.0,,,,,,41000000.0,,,1539000000.0,167000000.0,155000000.0,,,,,,,,,,,,,,497000000.0,,,,,1778000000.0,,-62000000.0,211392405.0,119000000.0,,,,,,,0.0,379000000.0,,,379000000.0,,,-28000000.0,346000000.0,,,,10000000.0,,4157000000.0,,167000000.0,,8496000000.0,-24000000.0,,272000000.0,3362000000.0,,,,,,,,,,,,,
875577600,,,-6000000.0,663000000.0,27000000.0,4124000000.0,,,,,9000000.0,1407000000.0,-856000000.0,-1879000000.0,556000000.0,-227000000.0,840000000.0,,,3684000000.0,,4124000000.0,253000000.0,,,4811000000.0,644000000.0,1064000000.0,,0.0,397000000.0,0.0,139000000.0,,337000000.0,,-7000000.0,732000000.0,,-380000000.0,-683000000.0,,,,53000000.0,-42000000.0,4988000000.0,556000000.0,7762000000.0,,384000000.0,1970000000.0,217000000.0,,,-16000000.0,66000000.0,,,3684000000.0,1526000000.0,2245000000.0,1190000000.0,4409000000.0,71000000.0,,325000000.0,4287000000.0,2774000000.0,,-266000000.0,,-277000000.0,2081000000.0,,,,-81000000.0,183000000.0,,14000000.0,,3.01,,3160000000.0,644000000.0,,,,-1879000000.0,-558000000.0,586000000.0,1944000000.0,,,-96000000.0,323000000.0,255000000.0,146000000.0,156000000.0,-248000000.0,,923000000.0,,,,,23000000.0,1064000000.0,1034000000.0,-44000000.0,7000000.0,484000000.0,,,,,4811000000.0,,,1349000000.0,,7971000000.0,-1302000000.0,215725806.0,,41000000.0,3.01,,1526000000.0,109000000.0,156000000.0,,4409000000.0,,,,,667000000.0,1190000000.0,840000000.0,,,,,549000000.0,830000000.0,56000000.0,,283000000.0,1789000000.0,0.0,-60000000.0,,142000000.0,,1789000000.0,,213800000.0,120000000.0,1970000000.0,0.0,283000000.0,,1314000000.0,283000000.0,2245000000.0,283000000.0,46000000.0,66000000.0,1034000000.0,330000000.0,,7000000.0,,4287000000.0,,109000000.0,,7971000000.0,24000000.0,,253000000.0,3160000000.0,,,,,,,,,,,,,
883526400,,,,,,4125000000.0,,,,,-40000000.0,,,,522000000.0,-239000000.0,757000000.0,,,,,,,,,4600000000.0,,,0.43,,0.0,0.0,-254000000.0,,,,-51000000.0,695000000.0,,,,,,,,-74000000.0,,,,,356000000.0,2130000000.0,139000000.0,,,,,,,3615000000.0,,2246000000.0,1174000000.0,4438000000.0,50000000.0,,236000000.0,,,,,,-267000000.0,1979000000.0,206976744.0,,,,118000000.0,,-51000000.0,,,,,,,,,-1879000000.0,0.0,,,,,-100000000.0,154000000.0,,89000000.0,,,,,,,0.43,,103000000.0,1031000000.0,1017000000.0,,8000000.0,,,,,,,,,1284000000.0,,,,,,25000000.0,,,1616000000.0,89000000.0,157000000.0,,,,,,,,,,,,,,577000000.0,,,,,1795000000.0,,-52000000.0,206976744.0,118000000.0,,,,,,,283000000.0,183000000.0,,,183000000.0,,,-113000000.0,342000000.0,,,,4000000.0,,4289000000.0,,89000000.0,,7904000000.0,,,248000000.0,3304000000.0,,,,,,,,,,,,,
