,trailingCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualBeginningCashPosition,annualInterestExpense,quarterlyGrossPPE,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingInterestExpense,quarterlyIncomeTaxPayable,quarterlyDeferredIncomeTax,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualGrossPPE,annualOtherNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyBasicEPS,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingRepurchaseOfCapitalStock,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualRepaymentOfDebt,trailingGrossProfit,trailingChangeInAccountPayable,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCapitalStock,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,quarterlyPretaxIncome,trailingCostOfRevenue,trailingFreeCashFlow,annualFreeCashFlow,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,annualInventory,quarterlyNetPPE,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyTaxProvision,trailingTaxProvision,quarterlyEbitda,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyStockBasedCompensation,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyOperatingIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingNetIncome,annualBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,annualCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingInvestingCashFlow,annualAccountsReceivable,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualLongTermDebt,annualCashDividendsPaid,trailingCashDividendsPaid,annualPretaxIncome,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyDilutedEPS,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,trailingChangeInInventory,quarterlyAccountsReceivable,quarterlyGoodwill,trailingStockBasedCompensation,annualStockholdersEquity,quarterlyCurrentAccruedExpenses,annualStockBasedCompensation,quarterlyCostOfRevenue,annualGoodwill,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualDilutedEPS,trailingSaleOfInvestment,quarterlyInventory,quarterlyNetIncome,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingOperatingCashFlow,trailingTotalRevenue,annualChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyOperatingExpense,annualOperatingIncome,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyBasicAverageShares,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualOtherIntangibleAssets,trailingCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,annualOtherIncomeExpense,annualCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEbitda,quarterlyCashAndCashEquivalents,annualNetPPE,annualCashAndCashEquivalents,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingBasicAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedAverageShares
488937600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2948400000.0,,,,,,,2948400000.0,305834000.0,,,,2948400000.0,,,,,,,,,,,,,,,,,,,,160200000.0,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305834000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,0.0,91600000.0,4338600000.0,,,,,,1218300000.0,,-1814800000.0,75800000.0,,,,,3492700000.0,,4338600000.0,184000000.0,,,2946700000.0,594500000.0,3195300000.0,,,,,,,467200000.0,,,,,,,,,,,,8495400000.0,75800000.0,11337600000.0,,,3317500000.0,,,,0.0,122200000.0,,,3492700000.0,1240500000.0,2523800000.0,1068600000.0,2843200000.0,,,-7125500000.0,3840100000.0,2842200000.0,,,,,3183500000.0,,,,,-7125500000.0,,,,1.95,419500000.0,4386100000.0,595300000.0,,,,-1814800000.0,,595300000.0,1813600000.0,,,,,0.0,140000000.0,647500000.0,,,1062500000.0,,,,,,3195300000.0,1600000.0,,,,,,,,2946700000.0,,,,,7332800000.0,,311256545.0,,,1.91,,1240500000.0,,647500000.0,,2843200000.0,,419500000.0,,,0.0,1068600000.0,,,,,,,1028600000.0,,,451500000.0,1132300000.0,0.0,,,,,1132300000.0,,304871795.0,125500000.0,3317500000.0,,451500000.0,,1623900000.0,451500000.0,2523800000.0,451500000.0,,122200000.0,1600000.0,,,,,3840100000.0,,,,7332800000.0,,,184000000.0,4386100000.0,,,,,,,,,,,,,
504835200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2767000000.0,,,,,,,2767000000.0,306273000.0,,,,2767000000.0,,,,,,,,,,,,,,,,,,,,125800000.0,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306273000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3077000000.0,,,,,,,3077000000.0,306957000.0,,,,3077000000.0,,,,,,,,,,,,,,,,,,,,160300000.0,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306957000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126000000.0,,,,,,,3126000000.0,305799000.0,,,,3126000000.0,,,,,,,,,,,,,,,,,,,,163300000.0,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305799000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,0.0,96800000.0,4799400000.0,,,,,,1318100000.0,,-2179000000.0,77100000.0,,,,,3837500000.0,,4799400000.0,199100000.0,,,3160700000.0,610600000.0,3315700000.0,,,,,,,447400000.0,,,,,,,,,,,,9354900000.0,77100000.0,12295700000.0,,,3411400000.0,,,,0.0,95700000.0,,,3837500000.0,1300300000.0,2620400000.0,1131300000.0,3270400000.0,,,-7905400000.0,3865900000.0,2940800000.0,,,,,3325700000.0,,,,,-7905400000.0,,,,2.01,502500000.0,4542700000.0,611200000.0,,,,-2179000000.0,,611200000.0,1876200000.0,,,,,0.0,161800000.0,627400000.0,,,1058600000.0,,,,,,3315700000.0,1400000.0,,,,,,,,3160700000.0,,,,,7703400000.0,,308383838.0,,,1.98,,1300300000.0,,627400000.0,,3270400000.0,,502500000.0,,,0.0,1131300000.0,,,,,,,1064600000.0,,,756900000.0,1046400000.0,0.0,,,,,1046400000.0,,303781095.0,90800000.0,3411400000.0,,756900000.0,,1622700000.0,756900000.0,2620400000.0,756900000.0,,95700000.0,1400000.0,,,,,3865900000.0,,,,7703400000.0,,,199100000.0,4542700000.0,,,,,,,,,,,,,
536371200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2868000000.0,,,,,,,2868000000.0,295458000.0,,,,2868000000.0,,,,,,,,,,,,,,,,,,,,149400000.0,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295458000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3168000000.0,,,,,,,3168000000.0,287776000.0,,,,3168000000.0,,,,,,,,,,,,,,,,,,,,175600000.0,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3021000000.0,,,,,,,3021000000.0,287776000.0,,,,3021000000.0,,,,,,,,,,,,,,,,,,,,170100000.0,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287776000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,0.0,89900000.0,5229900000.0,,,,,,1363100000.0,,-2560800000.0,76900000.0,,,,,4622000000.0,,5229900000.0,350100000.0,,,3311700000.0,634600000.0,3840800000.0,,,,,,,551600000.0,,,,,,,,,,,,9069000000.0,76900000.0,12123400000.0,,,3992400000.0,,,,0.0,151600000.0,,,4622000000.0,1451600000.0,2669100000.0,1435100000.0,3099600000.0,,,-7857000000.0,4117200000.0,3054400000.0,,,,,3066400000.0,,,,,-7857000000.0,,,,2.27,670000000.0,5427500000.0,635100000.0,,,,-2560800000.0,,635100000.0,1854400000.0,,,,,0.0,140000000.0,762600000.0,,,1186700000.0,,,,,,3840800000.0,2500000.0,,,,,,,,3311700000.0,,,,,8739200000.0,,284573991.0,,,2.23,,1451600000.0,,762600000.0,,3099600000.0,,670000000.0,,,0.0,1435100000.0,,,,,,,1200000000.0,,,1103400000.0,1098000000.0,0.0,,,,,1098000000.0,,279559471.0,76600000.0,3992400000.0,,1103400000.0,,1691300000.0,1103400000.0,2669100000.0,1103400000.0,,151600000.0,2500000.0,,,,,4117200000.0,,,,8739200000.0,,,350100000.0,5427500000.0,,,,,,,,,,,,,
567907200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681500000.0,,,,,,,2681500000.0,263255000.0,,,,2681500000.0,,,,,,,,,,,,,,,,,,,,192900000.0,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035400000.0,,,,,,,3035400000.0,263255000.0,,,,3035400000.0,,,,,,,,,,,,,,,,,,,,218400000.0,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3072600000.0,,,,,,,3072600000.0,263255000.0,,,,3072600000.0,,,,,,,,,,,,,,,,,,,,214700000.0,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263255000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
