date,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualDilutedEPS,annualDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyCommonStockIssuance,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualCapitalStock,annualSaleOfInvestment,annualStockBasedCompensation,annualNetPPE,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyOperatingCashFlow,annualBasicAverageShares,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyOtherNonCurrentAssets,annualEbitda,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyTaxProvision,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetPPE,quarterlyPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyOtherShortTermInvestments,annualGrossPPE,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyFreeCashFlow,annualGoodwill,trailingChangesInAccountReceivables,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualInvestingCashFlow,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualDilutedAverageShares,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingPurchaseOfInvestment,quarterlyCapitalStock,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyBasicEPS,trailingTotalRevenue,annualEndCashPosition,annualCurrentAccruedExpenses,quarterlyBasicAverageShares,annualNetOtherFinancingCharges,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingEndCashPosition,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,quarterlyStockBasedCompensation,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,annualCurrentDebt,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGrossPPE,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualChangesInAccountReceivables,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,trailingCostOfRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,annualAccountsReceivable,annualNetIncome,annualCommonStockIssuance,annualBasicEPS,annualFreeCashFlow,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualOtherNonCashItems,annualOtherCurrentAssets,annualTaxProvision,quarterlyOtherCurrentAssets,annualTotalAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualStockholdersEquity,annualInventory,trailingBasicAverageShares,trailingOtherIncomeExpense,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInInventory,trailingNetOtherInvestingChanges,annualChangeInInventory,trailingChangeInInventory,trailingResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares
1970-01-01 00:00:01.301529600,-276000.0,,,,,,8206000.0,,,284947000.0,,-66884000.0,-12461000.0,,-4432000.0,271537000.0,,,147787000.0,,,,,,,,,155356000.0,,371005000.0,72465000.0,,25101000.0,,,24559223000.0,,65950000.0,,94782000.0,196104000.0,,-3200000.0,,-50531000.0,,,0.0,,,,,,,,142895000.0,,,,918681000.0,3115569000.0,28622491000.0,,,60274000.0,,,1999000.0,,33131000.0,,694257000.0,,,694257000.0,,,,,,787000.0,,,621792000.0,,68802000.0,0.352,,,,367165000.0,,-1400000.0,,237441000.0,,334280000.0,,,13707000.0,,,25650790000.0,,,128904000.0,-17861000.0,,323038000.0,694257000.0,,,,24985661000.0,,,,,,25506922000.0,,,-9404000.0,,,48741000.0,,130154000.0,,,,,,203598000.0,,,,,1576327000.0,-18670000.0,,-2632000.0,,165244000.0,1929218000.0,11242000.0,,23948000.0,0.348,-2799000.0,,2937381000.0,,348026000.0,,,,,,,,128904000.0,,119440000.0,130154000.0,,,,,45566000.0,86309000.0,,,,,24526005000.0,,665129000.0,-55500000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,-285000.0,,,,,,8371000.0,,,289918000.0,,-87781000.0,-17368000.0,,1904000.0,265217000.0,,,146495000.0,,,,,,,,,165711000.0,,370690000.0,62417000.0,,24795000.0,,,26935828000.0,,58696000.0,,99458000.0,183068000.0,,0.0,,-1018000.0,,,0.0,,,,,,,,148343000.0,,,,899717000.0,3109319000.0,31040873000.0,,,58078000.0,,,0.0,,32837000.0,,756674000.0,,,756674000.0,,,,,,789000.0,,,694257000.0,,82086000.0,0.33,,,,367185000.0,,-2246000.0,,224276000.0,,325218000.0,,,13170000.0,,,27954343000.0,,,121365000.0,-13745000.0,,310919000.0,756674000.0,,,,27373035000.0,,,,,,27931554000.0,,,-25924000.0,,,26767000.0,,-130045000.0,,,,,,190878000.0,,,,,1697692000.0,3035000.0,,-7943000.0,,165758000.0,1938854000.0,14299000.0,,38436000.0,0.328,5869000.0,,3049203000.0,,274622000.0,,,,,,,,121365000.0,,120041000.0,124372000.0,,,,,41469000.0,87204000.0,,,,,26890055000.0,,581308000.0,-65750000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,-258000.0,,,,,,8244000.0,,,252472000.0,,39982000.0,-12762000.0,,-5070000.0,240669000.0,,,400217000.0,,,,,,,,,219718000.0,,369180000.0,-259371000.0,,170172000.0,,,34502321000.0,,59507000.0,,99114000.0,196455000.0,,0.0,,6338000.0,,,,,,,,,,,206956000.0,,,,872398000.0,3443781000.0,38666730000.0,,,-74671000.0,,,0.0,,33095000.0,,497303000.0,,,497303000.0,,,,,,791000.0,,,756674000.0,,79480000.0,0.362,,,,365695000.0,,-514244000.0,,237794000.0,,340778000.0,,,13617000.0,,,35655598000.0,,,132631000.0,-518878000.0,,326589000.0,497303000.0,,,,34928700000.0,,,,,,35222949000.0,,,-101384000.0,,,49481000.0,,548000.0,,,,,,204049000.0,,,,,1830323000.0,30308000.0,,3296000.0,,159219000.0,1901880000.0,14189000.0,,44946000.0,0.36,8128000.0,,2973810000.0,,453595000.0,,,,,,,,132631000.0,,122540000.0,136948000.0,,,,,32634000.0,89445000.0,,,,,34460109000.0,,726898000.0,-65750000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.325289600,-1054000.0,,1.38,132252000.0,,,11276000.0,,-213831000.0,50000000.0,31800314000.0,219794000.0,-45044000.0,,-14987000.0,235889000.0,,-13588000.0,451136000.0,22614000.0,792000.0,1999000.0,52944000.0,130962000.0,822949000.0,854374000.0,712770000.0,171985000.0,365725000.0,,325646000.0,1327491000.0,203017000.0,927588000.0,,47657000.0,,53345000.0,235889000.0,130962000.0,183612000.0,,-10388000.0,,22621000.0,,47657000.0,,344793000.0,-1532000.0,201157000.0,36097000.0,-991500000.0,759239000.0,,126941000.0,1902984000.0,,111820000.0,854374000.0,3542473000.0,36147864000.0,-614856000.0,808957000.0,-21253000.0,,369475000.0,0.0,-16633000.0,33189000.0,1327491000.0,822949000.0,,-514100000.0,822949000.0,65964000.0,,,-87635000.0,,792000.0,,105111000.0,497303000.0,,65964000.0,,,822949000.0,58248000.0,,-22585000.0,3790000.0,,228077000.0,,327215000.0,521741000.0,,12450000.0,822949000.0,31555831000.0,32985523000.0,,50455000.0,126773000.0,-64372000.0,451136000.0,352185000.0,822949000.0,,,50000000.0,31800314000.0,,-21253000.0,344793000.0,,203017000.0,32605391000.0,,-2901000.0,-53762000.0,518534000.0,,22614000.0,,7838000.0,1185209000.0,-213831000.0,-6855000.0,-22590000.0,4566000.0,195672000.0,-190474000.0,,32605391000.0,32985523000.0,1957096000.0,-10107000.0,,4378000.0,,136331000.0,1902984000.0,25485000.0,509673000.0,58248000.0,,-12730000.0,,3121525000.0,1957096000.0,837500000.0,,621792000.0,136331000.0,509673000.0,,1.394,625135000.0,126773000.0,3542473000.0,156513000.0,130267000.0,,31555831000.0,,386282000.0,111820000.0,123324000.0,837500000.0,8495000.0,31555831000.0,237498000.0,31555831000.0,36147864000.0,1185209000.0,-804500000.0,3121525000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.333152000,-3742000.0,,,,,,10068000.0,,,50000000.0,,-25824000.0,-15173000.0,,-4391000.0,232434000.0,,,523262000.0,,,,,,,,,185644000.0,,366260000.0,145436000.0,,199677000.0,,,64050000.0,,65296000.0,,133247000.0,215075000.0,,0.0,,-41828000.0,,,53711000.0,,,,,,,,170471000.0,,,,844648000.0,3617317000.0,36124101000.0,,,70948000.0,,,0.0,,31983000.0,,968385000.0,,,968385000.0,,,,,,797000.0,,,822949000.0,,76821000.0,0.408,,,,363205000.0,,0.0,,257126000.0,,365194000.0,,,14249000.0,,,32716204000.0,,,147865000.0,-15873000.0,,365194000.0,968385000.0,,-10201000.0,,31550501000.0,,,,,,32506784000.0,,,-14019000.0,,,65515000.0,,614000.0,,,,,,228645000.0,,,,,2104961000.0,-2915000.0,,-4988000.0,,178844000.0,1916483000.0,9402000.0,,24656000.0,0.404,-700000.0,,3372636000.0,,825000000.0,,,,,,,,147865000.0,,136549000.0,149779000.0,,31269459000.0,,,108269000.0,104566000.0,,,,,0.0,,1165703000.0,-12500000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.341014400,-3941000.0,,,,,,9599000.0,,,50000000.0,,-19850000.0,-17851000.0,,-3350000.0,220451000.0,,,381170000.0,,,,,,,,,179925000.0,,366715000.0,113633000.0,,197681000.0,,,71108000.0,,61266000.0,,137678000.0,206564000.0,,0.0,,4044000.0,,,,,,,,,,,162074000.0,,,,822447000.0,3446314000.0,39504768000.0,,,-81481000.0,,,43000.0,,32108000.0,,1082018000.0,,,1082018000.0,,,,,,797000.0,,,968385000.0,,73604000.0,0.394,,,,363775000.0,,0.0,,248271000.0,,351213000.0,,,14054000.0,,,36097441000.0,,,143157000.0,-45506000.0,,351213000.0,1082018000.0,,12998000.0,,34955549000.0,,,,,,36058454000.0,,,-4512000.0,,,36139000.0,,1379000.0,,,,,,219662000.0,,,,,2248118000.0,-4441000.0,,-7818000.0,,175186000.0,1907338000.0,12772000.0,,37982000.0,0.39,-27698000.0,,3375748000.0,,812500000.0,,,,,,,,143157000.0,,131551000.0,145298000.0,,34686716000.0,,,108941000.0,99443000.0,,,,,0.0,,1141892000.0,-12500000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.348963200,-2564000.0,,,,,,9445000.0,,,50000000.0,,-15057000.0,-16926000.0,,-2352000.0,216028000.0,,,414529000.0,,,,,,,,,207145000.0,,367055000.0,159158000.0,,196712000.0,,,61931000.0,,50552000.0,,140926000.0,184659000.0,,-18250000.0,,26812000.0,,,,,,,,,,,190219000.0,,,,816626000.0,3505589000.0,37540084000.0,,,-27104000.0,,,0.0,,32864000.0,,1241176000.0,,,1241176000.0,,,,,,798000.0,,,1082018000.0,,83725000.0,0.36,,,,363945000.0,,0.0,,226968000.0,,323187000.0,,,11678000.0,,,33934125000.0,,,131082000.0,-34435000.0,,323187000.0,1241176000.0,,7124000.0,,32810342000.0,,,,,,34034495000.0,,,-1567000.0,,,36878000.0,,844000.0,,,,,,196336000.0,,,,,2379200000.0,36947000.0,,-7143000.0,,148897000.0,1936796000.0,11073000.0,,47020000.0,0.358,741000.0,,3575859000.0,,800000000.0,,,,,,,,131082000.0,,126851000.0,134107000.0,,32530788000.0,,,107755000.0,93987000.0,,,,,0.0,,1123783000.0,-12500000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.356912000,-9159000.0,,1.504,130502000.0,,,9790000.0,,-243348000.0,163000000.0,32245697000.0,233094000.0,-17859000.0,,2640000.0,216141000.0,,-18250000.0,391345000.0,29284000.0,799000.0,43000.0,52112000.0,143392000.0,1612195000.0,798960000.0,732954000.0,160240000.0,363560000.0,367245000.0,371019000.0,1362965000.0,193081000.0,959096000.0,,45706000.0,,50841000.0,216141000.0,143392000.0,183394000.0,,0.0,,21702000.0,,45706000.0,,386740000.0,-31851000.0,789246000.0,38902000.0,-50000000.0,789692000.0,,142381000.0,1937977000.0,,106946000.0,798960000.0,3464755000.0,37214842000.0,-117867000.0,846374000.0,-52591000.0,,366830000.0,0.0,-19406000.0,33547000.0,1362965000.0,1612195000.0,,0.0,1612195000.0,70206000.0,,,-67809000.0,,799000.0,,172363000.0,1241176000.0,,70206000.0,0.356,,1612195000.0,55008000.0,363310000.0,-7453000.0,0.0,,226731000.0,,323371000.0,561737000.0,,12131000.0,1612195000.0,31882493000.0,33538284000.0,,45764000.0,129472000.0,-22053000.0,391345000.0,323371000.0,1612195000.0,,-20796000.0,163000000.0,32245697000.0,,-52591000.0,386740000.0,,193081000.0,33750087000.0,,-24277000.0,-52426000.0,516591000.0,,29284000.0,,1089000.0,1292587000.0,-243348000.0,-10875000.0,10730000.0,17479000.0,201731000.0,-72524000.0,,33750087000.0,33538284000.0,2508672000.0,-12112000.0,,-4328000.0,,127260000.0,1937977000.0,11229000.0,551576000.0,55008000.0,0.352,-4194000.0,,3643377000.0,2508672000.0,969500000.0,,822949000.0,127260000.0,551576000.0,,1.518,665145000.0,129472000.0,3464755000.0,121640000.0,132553000.0,,31882493000.0,,386089000.0,106946000.0,88093000.0,969500000.0,3926000.0,0.0,227955000.0,0.0,37214842000.0,1292587000.0,-12500000.0,3643377000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.364688000,-17969000.0,,,,,,9920000.0,,,48824000.0,,-252441000.0,-24632000.0,,-14485000.0,214438000.0,,,375678000.0,,,,,,,,,150254000.0,,365875000.0,-221359000.0,,198411000.0,,,65221000.0,,53635000.0,,154824000.0,190816000.0,,-44041000.0,,-59767000.0,,,,,,,,,,,125622000.0,,,,820683000.0,3483356000.0,38858537000.0,,,-110439000.0,,,,,32166000.0,,1390836000.0,,,1390836000.0,,,,,,803000.0,,,1612195000.0,,95277000.0,0.372,,,,363385000.0,,,,232902000.0,,351897000.0,,,14972000.0,,,35111023000.0,,,135442000.0,-116215000.0,,351897000.0,1390836000.0,,8747000.0,,33909630000.0,,,,,,35375181000.0,,,-19622000.0,,,49727000.0,,1147000.0,,,,,,217978000.0,,,,,2644114000.0,-23586000.0,,-8609000.0,,186955000.0,1933760000.0,7472000.0,,20137000.0,0.37,-47542000.0,,3720405000.0,,861676000.0,,,,,,,,135442000.0,,133919000.0,137181000.0,,33630444000.0,,,110110000.0,101753000.0,,,,,0.0,,1201393000.0,-222000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,-6698000.0,,,,,,9929000.0,,,48824000.0,,-101252000.0,-25323000.0,,1996000.0,205406000.0,,,329547000.0,,,,,,,,,231568000.0,,367025000.0,66212000.0,,196956000.0,,,71664000.0,,59313000.0,,164901000.0,217174000.0,,-5160000.0,,2203000.0,,,36529000.0,,,,,,,,206245000.0,,,,804188000.0,3428521000.0,40613727000.0,,,-158448000.0,,,,,33068000.0,,1457048000.0,,,1493577000.0,,,,,,804000.0,,,1390836000.0,,108948000.0,0.422,,,,364060000.0,,,,260171000.0,,371609000.0,,,14916000.0,,,36734852000.0,,,153323000.0,-65668000.0,,371609000.0,1457048000.0,,40830000.0,,35644798000.0,,,,,,37185206000.0,,,-1409000.0,,,51007000.0,,1128000.0,,,,,,233106000.0,,,,,2797437000.0,36697000.0,,-10106000.0,,185784000.0,1932929000.0,8115000.0,,36266000.0,0.418,1344000.0,,3847228000.0,,753971000.0,,,,,,,,153323000.0,,138503000.0,157861000.0,,35328089000.0,,,115508000.0,105435000.0,,,,,0.0,,1090054000.0,-107706000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,-6462000.0,,,,,,9902000.0,,,448824000.0,,-22056000.0,-53954000.0,,-8243000.0,192398000.0,,,329962000.0,,,,,,,,,180012000.0,,367625000.0,80218000.0,,198147000.0,,,57831000.0,,47511000.0,,201673000.0,192555000.0,,0.0,,9923000.0,,,36524000.0,,,,,,,,126058000.0,,,,803915000.0,3495303000.0,48884910000.0,,,-117452000.0,,,0.0,,34391000.0,,1537266000.0,,,1573790000.0,,,,,,804000.0,,,1457048000.0,,94530000.0,0.388,,,,364335000.0,,9000.0,,236848000.0,,337871000.0,,,11907000.0,,,44814240000.0,,,141315000.0,-77232000.0,,337871000.0,1537266000.0,,-18390000.0,,44145809000.0,,,,,,45389607000.0,,,-2519000.0,,,61294000.0,,1982000.0,,,,,,208219000.0,,,,,2938752000.0,2533000.0,,-14861000.0,,175826000.0,1961606000.0,0.0,,42638000.0,0.384,-23287000.0,,4041869000.0,,341765000.0,,,,,,,,141315000.0,,129652000.0,145044000.0,,43440692000.0,,,118880000.0,95261000.0,,,,,0.0,,668431000.0,-12205000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,-370871000.0,,0.642,161000000.0,,,26249000.0,,-286000000.0,1135000000.0,44342000000.0,1494749000.0,-77091000.0,,-41268000.0,2771000000.0,,-2241000000.0,324000000.0,,1000000.0,16000000.0,64000000.0,891000000.0,1035000000.0,9404000000.0,735000000.0,173166000.0,390000000.0,,-576071000.0,1674000000.0,439000000.0,717000000.0,,347000000.0,,69541000.0,2771000000.0,891000000.0,-100545000.0,,-2191799000.0,,76641000.0,,347000000.0,74000000.0,1177000000.0,-75000000.0,-651000000.0,56000000.0,-2513000000.0,500000000.0,,96075000.0,9501000000.0,,433000000.0,9404000000.0,20559000000.0,64818000000.0,-2523000000.0,955000000.0,359000000.0,,395000000.0,16000000.0,-402000000.0,61375000.0,1795000000.0,961000000.0,,-42000000.0,1035000000.0,343000000.0,,,-181000000.0,,1000000.0,,1119000000.0,1537266000.0,,343000000.0,,,961000000.0,301000000.0,,-62000000.0,-5480000.0,,-12921000.0,,733623000.0,270000000.0,,22205000.0,961000000.0,42216000000.0,52203000000.0,,121000000.0,-176080000.0,-2263885000.0,324000000.0,612623000.0,961000000.0,,,1135000000.0,44342000000.0,,359000000.0,1177000000.0,,439000000.0,44259000000.0,,-15000000.0,-53450000.0,719000000.0,74000000.0,,,-2257000.0,7861000000.0,-286000000.0,,29000000.0,53000000.0,295697000.0,-77000000.0,,44259000000.0,52203000000.0,2482000000.0,37356000.0,,18576000.0,,482000000.0,9501000000.0,121000000.0,254000000.0,301000000.0,,-5515000.0,,12583000000.0,2482000000.0,3923000000.0,-75000000.0,1612000000.0,482000000.0,254000000.0,,0.648,554000000.0,-176080000.0,20559000000.0,316926000.0,-170086000.0,,42216000000.0,,558000000.0,433000000.0,255551000.0,3923000000.0,2000000.0,0.0,230000000.0,0.0,64818000000.0,7861000000.0,-2171089000.0,12583000000.0,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,-63000000.0,,,,,,27000000.0,,,1297000000.0,,-266000000.0,-51000000.0,,5000000.0,2809000000.0,,,384000000.0,,,,,,,,,519000000.0,,580000000.0,3000000.0,,493000000.0,,,383000000.0,,107000000.0,,898000000.0,380000000.0,,-142000000.0,,-74000000.0,,,57000000.0,,,,,,,,468000000.0,,,,9410000000.0,20667000000.0,65921000000.0,,,464000000.0,,,10000000.0,,88000000.0,,964000000.0,,,1021000000.0,,,,,,1000000.0,,,961000000.0,,357000000.0,0.456,,,,575000000.0,,-6000000.0,,495000000.0,,1198000000.0,,,22000000.0,,,52975000000.0,,,262000000.0,-249000000.0,,932000000.0,964000000.0,,,,45403000000.0,,,,,,45254000000.0,-76000000.0,,-36000000.0,,,,,-10000000.0,,,,,,470000000.0,,,,,2704000000.0,186000000.0,,-26000000.0,,544000000.0,9482000000.0,266000000.0,,192000000.0,0.454,-60000000.0,,12915000000.0,,3584000000.0,,,,,,,,262000000.0,,462000000.0,273000000.0,,43174000000.0,,,497000000.0,374000000.0,,,,,0.0,,7572000000.0,-161000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,-21000000.0,,,,,,23000000.0,,,1683000000.0,,-1019000000.0,-47000000.0,,-17000000.0,2197000000.0,,,557000000.0,,,,,,,,,372000000.0,,580000000.0,1093000000.0,,349000000.0,,,397000000.0,,93000000.0,,845000000.0,320000000.0,,-8000000.0,,-33000000.0,,,26000000.0,,,,,,,,325000000.0,,,,7957000000.0,18291000000.0,68482000000.0,,,582000000.0,,,18000000.0,,73000000.0,,2057000000.0,,,2083000000.0,,,,,,1000000.0,,,964000000.0,,293000000.0,0.392,,,,575000000.0,,4000000.0,,424000000.0,,1011000000.0,,,27000000.0,,,55203000000.0,,,226000000.0,1396000000.0,,750000000.0,2057000000.0,,,,49670000000.0,,,,,,50191000000.0,-75000000.0,,-1000000.0,,,,,-19000000.0,,,,,,364000000.0,,,,,2878000000.0,27000000.0,,-2000000.0,,432000000.0,8583000000.0,261000000.0,,154000000.0,0.39,-51000000.0,,13243000000.0,,2248000000.0,,,,,,,,226000000.0,,386000000.0,227000000.0,,47143000000.0,,,460000000.0,305000000.0,,,,,0.0,,5533000000.0,-929000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,-35000000.0,,,,,,22000000.0,,,1889000000.0,,-333000000.0,-63000000.0,,-136000000.0,2137000000.0,,,496000000.0,,,,,,,,,82000000.0,,570000000.0,-1419000000.0,,348000000.0,,,315000000.0,,90000000.0,,839000000.0,313000000.0,,0.0,,-14000000.0,,,1241000000.0,,,,,,,,19000000.0,,,,7754000000.0,17908000000.0,67286000000.0,,,244000000.0,,,26000000.0,,83000000.0,,638000000.0,,,1879000000.0,,,,,,1000000.0,,,2057000000.0,,282000000.0,0.362,,,,570000000.0,,-1302000000.0,,418000000.0,,1006000000.0,,,24000000.0,,,54643000000.0,,,206000000.0,-1162000000.0,,745000000.0,638000000.0,,,,49337000000.0,,,,,,49378000000.0,-74000000.0,,-450000000.0,,,,,-14000000.0,,,,,,370000000.0,,,,,3000000000.0,-196000000.0,,-29000000.0,,446000000.0,8471000000.0,261000000.0,,185000000.0,0.36,6000000.0,,12614000000.0,,2247000000.0,,,,,,,,206000000.0,,375000000.0,223000000.0,,46666000000.0,,,458000000.0,292000000.0,,,,,0.0,,5306000000.0,322000000.0,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,8000000.0,,1.71,333000000.0,,,23000000.0,,-427000000.0,2042000000.0,50539000000.0,-55000000.0,-89000000.0,,3000000.0,1938000000.0,,-577000000.0,379000000.0,,1000000.0,54000000.0,97000000.0,874000000.0,1852000000.0,7780000000.0,1514000000.0,541000000.0,570000000.0,565000000.0,14000000.0,3092000000.0,466000000.0,1836000000.0,,291000000.0,,118000000.0,1938000000.0,874000000.0,412000000.0,,-427000000.0,,43000000.0,,291000000.0,1200000000.0,1301000000.0,-161000000.0,-309000000.0,96000000.0,-552000000.0,1407000000.0,,452000000.0,8535000000.0,,482000000.0,7780000000.0,18034000000.0,68279000000.0,-468000000.0,1577000000.0,-46000000.0,,575000000.0,0.0,-74000000.0,89000000.0,4221000000.0,652000000.0,,-1304000000.0,1852000000.0,474000000.0,,,-250000000.0,,1000000.0,,-1673000000.0,638000000.0,,474000000.0,0.512,,652000000.0,205000000.0,565000000.0,-145000000.0,0.0,,524000000.0,,1132000000.0,1005000000.0,,24000000.0,652000000.0,47527000000.0,55887000000.0,,1129000000.0,288000000.0,-453000000.0,379000000.0,800000000.0,652000000.0,,,2042000000.0,50539000000.0,,-46000000.0,1301000000.0,,466000000.0,50245000000.0,-74000000.0,21000000.0,-203000000.0,1515000000.0,1200000000.0,,,-58000000.0,5348000000.0,-427000000.0,52000000.0,-78000000.0,108000000.0,427000000.0,-690000000.0,,50245000000.0,55887000000.0,3210000000.0,91000000.0,,78000000.0,,471000000.0,8535000000.0,332000000.0,981000000.0,205000000.0,0.508,-56000000.0,,12360000000.0,3210000000.0,2247000000.0,-299000000.0,961000000.0,471000000.0,981000000.0,,1.72,1264000000.0,288000000.0,18034000000.0,373000000.0,294000000.0,,47527000000.0,,1182000000.0,482000000.0,284000000.0,2247000000.0,-101000000.0,47458000000.0,402000000.0,47458000000.0,68279000000.0,5348000000.0,216000000.0,12360000000.0,,,,,,,,,,,,,,,,,
