date,quarterlyStockBasedCompensation,quarterlyPurchaseOfInvestment,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualBasicAverageShares,trailingEndCashPosition,trailingTaxProvision,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,annualCurrentDebt,trailingFreeCashFlow,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualOtherShortTermInvestments,quarterlyIncomeTaxPayable,quarterlyOtherNonCashItems,annualChangeInAccountPayable,quarterlyDilutedAverageShares,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,annualBasicEPS,quarterlyRetainedEarnings,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyStockholdersEquity,annualDilutedAverageShares,quarterlyLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualFreeCashFlow,annualCommonStockIssuance,quarterlyBasicEPS,annualNetIncome,annualCashDividendsPaid,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualSellingGeneralAndAdministration,quarterlyRepaymentOfDebt,annualLongTermDebt,annualOtherNonCashItems,annualTaxProvision,annualTotalAssets,annualDilutedEPS,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,quarterlyCurrentDebt,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingCashFlow,annualIncomeTaxPayable,annualSaleOfInvestment,annualCapitalStock,quarterlyBasicAverageShares,annualStockBasedCompensation,annualNetPPE,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingCashDividendsPaid,trailingNetIncome,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,quarterlyOtherShortTermInvestments,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualPretaxIncome,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualGoodwill,annualInvestingCashFlow,quarterlySaleOfInvestment,annualOperatingIncome,trailingCapitalExpenditure,annualTotalRevenue,annualOtherIncomeExpense,quarterlyDepreciationAndAmortization,quarterlyDilutedEPS,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingInvestingCashFlow,annualAccountsPayable,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyBeginningCashPosition,trailingPurchaseOfInvestment,trailingInterestExpense,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,trailingTotalRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualEndCashPosition,quarterlyGrossPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyOperatingExpense,quarterlyOtherNonCurrentLiabilities,annualInventory,annualTotalNonCurrentAssets,trailingResearchAndDevelopment,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,annualAccumulatedDepreciation,trailingChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentAssets,trailingDilutedAverageShares,annualGrossPPE,annualOtherNonCurrentLiabilities,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingCommonStockIssuance,trailingOperatingExpense,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
2004-06-30,,-749924000.0,,3431478000.0,,,,,,,,3429526000.0,,,80753000,,-205332000.0,-39686000.0,203636000.0,,,,,,-27309000.0,,,,-17679000.0,,161506000.0,,,,,,127678000.0,,1098394000.0,-43070000.0,17741000.0,,,813399000.0,,-68735000.0,,528078000.0,,,1913383000.0,,623677000.0,,,,,0.5,,,80753000,80753000,,,,486895000.0,,,,,,,,,,81346000.0,,172062000.0,752000.0,,-73589000.0,5325000.0,-25314000.0,,2322282000.0,-47032000.0,,,,,,,161506000.0,,,,,,64910000.0,-214011000.0,,,,41600000.0,122353000.0,,392956000.0,-3384000.0,,,2322282000.0,,,,,,,39596000.0,5342909000.0,,,,629298000.0,,,,,27165000.0,0.5,,2525918000.0,203636000.0,,,,,417647000.0,,,,29106000.0,,,,-16756000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,-1373585000.0,,3176273000.0,,,,,,,,3389615000.0,,,84303000,,-64315000.0,64353000.0,375090000.0,,,,,,-29005000.0,,,,-23215000.0,,162121154.0,,,,,,133953000.0,,1182697000.0,213562000.0,-2419000.0,,,859734000.0,,0.0,,405067000.0,,,2021995000.0,,630912000.0,,,,,0.53,,,84303000,84303000,,,,460171000.0,,,,,,,,,,59837000.0,,116106000.0,3926000.0,,-67700000.0,6480000.0,-24854000.0,,2332522000.0,-42621000.0,,,,,,,159062264.0,,,,,,303469000.0,171454000.0,,,,43170000.0,127473000.0,-47237000.0,390735000.0,127335000.0,,,2332522000.0,,,,,,,278615000.0,5411610000.0,,,,1381117000.0,,,,,31238000.0,0.52,,2707612000.0,375090000.0,,,,,203636000.0,,,,29177000.0,,,,13797000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,-491429000.0,,3209625000.0,18965000.0,160006857.0,,,280012000.0,580079000.0,,3567493000.0,,,47126000,2145645000.0,106472000.0,38599000.0,580079000.0,192060000.0,,,16526000.0,,-18787000.0,53608000.0,2145645000.0,,101945000.0,-46236000.0,,-47067000.0,-96594000.0,-135548000.0,,3567493000.0,69899000.0,1.75,1229823000.0,-160520000.0,26063000.0,,,885572000.0,280012000.0,8651000.0,,554661000.0,,1229823000.0,2090124000.0,162797674.0,636696000.0,931404000.0,554661000.0,233713000.0,29570000.0,,280012000.0,,47126000,47126000,,,,461169000.0,1877864000.0,,636696000.0,60151000.0,135838000.0,5657617000.0,1.72,2090124000.0,117792000.0,53376000.0,,192060000.0,16235000.0,,79032000.0,6648000.0,-41196000.0,,2145645000.0,5630000.0,,-141810000.0,,,3698893000.0,29340000.0,,,399506000.0,,2725724000.0,347809000.0,19485000.0,204989000.0,,,,16125000.0,63251000.0,-25838000.0,399506000.0,-135000000.0,,,2145645000.0,8651000.0,-351325000.0,415850000.0,23172000.0,,,-21711000.0,5657617000.0,,885572000.0,-624081000.0,654765000.0,439022000.0,,13104325000.0,272796000.0,33077000.0,,-4106210000.0,2725724000.0,580079000.0,,,,-114096000.0,375090000.0,,,,29340000.0,-75053000.0,,,16526000.0,580079000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,-714371000.0,,3387225000.0,,,,,,,,3949788000.0,,,109795000,,-451322000.0,-33299000.0,560264000.0,,,,,,-16512000.0,,,,42672000.0,,163873134.0,,,,,,130210000.0,,1339618000.0,-89743000.0,7255000.0,,,1244370000.0,,-48838000.0,,568184000.0,,,2199805000.0,,885271000.0,,,,,0.68,,,109795000,109795000,,,,474033000.0,,-25000000.0,,,,,,,,61735000.0,,192741000.0,15136000.0,,332279000.0,8523000.0,-36193000.0,,2136841000.0,63974000.0,,,,,,,161463235.0,,,,,,99228000.0,-19815000.0,,,,11892000.0,121687000.0,-348099000.0,428890000.0,-14785000.0,,,2136841000.0,,,,,,,63035000.0,6149593000.0,,,,696171000.0,,,,,29249000.0,0.67,,2697105000.0,560264000.0,,,,,580079000.0,,,,29592000.0,,,,-5648000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,-531234000.0,,3546361000.0,,,,,,,,3961719000.0,,,84137000,,-59909000.0,98781000.0,603790000.0,,,,,,-7136000.0,,,,-38168000.0,,164974510.0,,,,,,139629000.0,,1423755000.0,100461000.0,3664000.0,,,1221663000.0,,49680000.0,,588706000.0,,,2316188000.0,,878388000.0,,,,,0.52,,,84137000,84137000,,,,486460000.0,,-84567000.0,,,,,,,,64902000.0,,182493000.0,6821000.0,,-78422000.0,10322000.0,-31034000.0,,2217698000.0,-286859000.0,,,,,,,161801923.0,,,,,,181857000.0,43526000.0,,,,45170000.0,129307000.0,-4627000.0,437393000.0,-39979000.0,,,2217698000.0,,,,,,,150823000.0,6277907000.0,,,,457276000.0,,,,,31763000.0,0.51,,2821488000.0,603790000.0,,,,,560264000.0,,,,29677000.0,,,,13115000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,-448518000.0,,3821461000.0,,,,,,,,4466451000.0,,,49944000,,-96395000.0,656006000.0,978936000.0,,,,,,21577000.0,,,,-3290000.0,,166480000.0,,,,,,81645000.0,,1473699000.0,550247000.0,-39981000.0,,,1220461000.0,,-40555000.0,,695344000.0,,,2365970000.0,,317210000.0,,,,,0.31,,,49944000,49944000,,,,611300000.0,,-478433000.0,,,,,,,,63817000.0,,560799000.0,8387000.0,,-119498000.0,10141000.0,-45091000.0,,2228424000.0,-149462000.0,,,,,,,161109677.0,,,,,,591039000.0,375146000.0,,,,21560000.0,71504000.0,-90000.0,457078000.0,-105759000.0,,,2228424000.0,,,,,,,545948000.0,6832421000.0,,,,435249000.0,,,,,34119000.0,0.3,,3207360000.0,978936000.0,,,,,603790000.0,,,,29768000.0,,,,-3504000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,-2023793000.0,,3663080000.0,257715000.0,161509424.0,,,308483000.0,732016000.0,,4395509000.0,,,64607000,2354904000.0,-159650000.0,-269203000.0,732016000.0,581259000.0,,,24832000.0,,-293000.0,-38362000.0,2354904000.0,,-371575000.0,452285000.0,,-225276000.0,-2364000.0,615332000.0,,4395509000.0,109545000.0,1.91,1538306000.0,54367000.0,-9300000.0,,,1264575000.0,308483000.0,69943000.0,,723190000.0,,1538306000.0,2474105000.0,164964171.0,513790000.0,580079000.0,723190000.0,459781000.0,38235000.0,,308483000.0,,64607000,64607000,,,,604977000.0,2176770000.0,263770000.0,513790000.0,-370361000.0,113231000.0,6869614000.0,1.87,2474105000.0,128858000.0,68983000.0,,581259000.0,7891000.0,,159227000.0,10329000.0,-53528000.0,,2354904000.0,151629000.0,,-402844000.0,,,3484603000.0,29843000.0,,,484412000.0,,3086920000.0,625627000.0,-246497000.0,-246920000.0,,,,34609000.0,99216000.0,-50028000.0,484412000.0,-64753000.0,,,2354904000.0,30230000.0,151937000.0,421714000.0,39315000.0,,-324230000.0,-300025000.0,6869614000.0,,1264575000.0,-767276000.0,1895907000.0,461029000.0,,14418127000.0,259437000.0,33727000.0,,-3717916000.0,3086920000.0,732016000.0,,,,-165846000.0,978936000.0,,,,29843000.0,293586000.0,,,24832000.0,732016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,-1663658000.0,,4704365000.0,,,,,,,,6130261000.0,,,83715000,,-439668000.0,1174748000.0,1843405000.0,,,,,,-105000.0,,,,6534000.0,,167430000.0,,,,,,144647000.0,,1505390000.0,943437000.0,-3705000.0,,,1265176000.0,,-202712000.0,,763061000.0,,,2567759000.0,,601225000.0,,,,,0.51,,,83715000,83715000,,,,740886000.0,,-4418000.0,,,,,,,,-13439000.0,,575818000.0,15741000.0,,543084000.0,13439000.0,-45261000.0,,2623009000.0,229154000.0,,,,,,,164147059.0,,,,,,1007973000.0,1111389000.0,,,,47493000.0,131208000.0,-113000.0,498267000.0,-231311000.0,,,2623009000.0,,,,,,,962712000.0,8698020000.0,,,,1469938000.0,,,,,34906000.0,0.5,,4466414000.0,1843405000.0,,,,,732016000.0,,,,30085000.0,,,,-28408000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,-594890000.0,,5407169000.0,,,,,,,,7177805000.0,,,89489000,,-394785000.0,569584000.0,2258464000.0,,,,,,-4832000.0,,,,8803000.0,,168847170.0,,,,,,157209000.0,,1594879000.0,398638000.0,2479000.0,,,1307650000.0,,9473000.0,,767610000.0,,,2658795000.0,,784399000.0,,,,,0.55,,,89489000,89489000,,,,733863000.0,,-603763000.0,,,,,,,,142694000.0,,571765000.0,5198000.0,,274989000.0,16887000.0,-36712000.0,,2998440000.0,89314000.0,,,,,,,162707273.0,,,,,,534855000.0,415059000.0,,,,50833000.0,140322000.0,-25818000.0,505721000.0,-170946000.0,,,2998440000.0,,,,,,,498143000.0,9836600000.0,,,,253144000.0,,,,,36596000.0,0.53,,5256904000.0,2258464000.0,,,,,1843405000.0,,,,30170000.0,,,,-43352000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,-1246843000.0,,5649784000.0,,,,,,,,7064702000.0,,,159198000,,-996593000.0,-625384000.0,1181234000.0,,,,,,-10633000.0,,,,8633000.0,,167576842.0,,,,,,266383000.0,,1754077000.0,-617649000.0,23495000.0,,,1307231000.0,,-676476000.0,,729949000.0,,,2892463000.0,,970144000.0,,,,,0.97,,,159198000,159198000,,,,729722000.0,,8181000.0,,,,,,,,77084000.0,,281244000.0,21603000.0,,310380000.0,17009000.0,-54629000.0,,3242711000.0,-87941000.0,,,,,,,164121649.0,,,,,,-391017000.0,-1077230000.0,,,,90176000.0,249374000.0,-431000.0,518930000.0,7735000.0,,,3242711000.0,,,,,,,-445646000.0,9957165000.0,,,,974490000.0,,,,,37677000.0,0.95,,4423945000.0,1181234000.0,,,,,2258464000.0,,,,30391000.0,,,,-6574000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,-763830000.0,,5655219000.0,109138000.0,164115488.0,,,487423000.0,1740304000.0,,7073610000.0,,,155021000,3192273000.0,176980000.0,203021000.0,1740304000.0,293605000.0,,,-13205000.0,,-10641000.0,70062000.0,3192273000.0,,-1329635000.0,1321969000.0,,-327801000.0,-26211000.0,2353790000.0,,7073610000.0,256987000.0,2.97,1909098000.0,1629364000.0,47793000.0,,,1310631000.0,487423000.0,289335000.0,,667657000.0,,1909098000.0,3053886000.0,168076897.0,1269100000.0,732016000.0,667657000.0,1493561000.0,48735000.0,,487423000.0,,155021000,155021000,,,,817038000.0,3021509000.0,1348545000.0,1269100000.0,-1305665000.0,274662000.0,10127496000.0,2.9,3053886000.0,148598000.0,105876000.0,,293605000.0,6193000.0,,-152811000.0,15806000.0,-56549000.0,,3192273000.0,-121389000.0,,-28062000.0,,,3407125000.0,30491000.0,,,545004000.0,,4932577000.0,1686712000.0,534901000.0,559070000.0,,,,86160000.0,241181000.0,-1700000.0,545004000.0,66721000.0,,,3192273000.0,-580380000.0,1008288000.0,762085000.0,63141000.0,,748545000.0,478352000.0,10127496000.0,,1310631000.0,-1654066000.0,709553000.0,825226000.0,,21416537000.0,346144000.0,39419000.0,,-4269221000.0,4932577000.0,1740304000.0,,,,-193151000.0,1181234000.0,,,,30491000.0,975642000.0,,,-13205000.0,1740304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,-965051000.0,,6204813000.0,,,,,,,,9546598000.0,,,71241000,,-440315000.0,1631632000.0,3694059000.0,,,,,,-7187000.0,,,,14451000.0,,169621429.0,,,,,,130139000.0,,1980339000.0,1456508000.0,-6111000.0,,,1331418000.0,,-421205000.0,,826314000.0,,,3159527000.0,,1329334000.0,,,,,0.43,,,71241000,71241000,,,,820610000.0,,-509033000.0,,,,,,,,30859000.0,,284572000.0,17544000.0,,819589000.0,17918000.0,-70744000.0,,3154920000.0,337060000.0,,,,,,,165676744.0,,,,,,1574481000.0,1953755000.0,,,,40980000.0,112221000.0,-26781000.0,571405000.0,-175124000.0,,,3154920000.0,,,,,,,1503737000.0,12706125000.0,,,,1039396000.0,,,,,40064000.0,0.42,,6848979000.0,3694059000.0,,,,,1740304000.0,,,,30746000.0,,,,-8378000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,-908244000.0,,6426797000.0,,,,,,,,9959467000.0,,,216846000,,-592146000.0,168395000.0,3720769000.0,,,,,,-16000.0,,,,22029000.0,,169410938.0,,,,,,355656000.0,,2197185000.0,200440000.0,-17900000.0,,,1330585000.0,,-296870000.0,,685479000.0,,,3375498000.0,,1189570000.0,,,,,1.3,,,216846000,216846000,,,,826459000.0,,-1010967000.0,,,,,,,,34402000.0,,289646000.0,12791000.0,,141590000.0,16066000.0,-43973000.0,,3323536000.0,-113129000.0,,,,,,,166804615.0,,,,,,477266000.0,26710000.0,,,,122744000.0,339590000.0,-224000.0,569412000.0,32045000.0,,,3323536000.0,,,,,,,433293000.0,13334965000.0,,,,657163000.0,,,,,54264000.0,1.28,,7044305000.0,3720769000.0,,,,,3694059000.0,,,,30833000.0,,,,-38112000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,-758695000.0,,6319584000.0,,,,,,,,8333629000.0,,,302378000,,376382000.0,-1050022000.0,2585670000.0,,,,,,-6814000.0,,,,10146000.0,,169875281.0,,,,,,494449000.0,,2499563000.0,-980872000.0,-9168000.0,,,1330585000.0,,515476000.0,,685242000.0,,,3738877000.0,,1292858000.0,,,,,1.81,,,302378000,302378000,,,,829023000.0,,319751000.0,,,,,,,,42850000.0,,253356000.0,18318000.0,,-873828000.0,15947000.0,-41339000.0,,3475300000.0,-358566000.0,,,,,,,167059669.0,,,,,,-637653000.0,-1135099000.0,,,,176124000.0,478502000.0,-501000.0,570798000.0,69150000.0,,,3475300000.0,,,,,,,-678992000.0,12072506000.0,,,,649579000.0,,,,,42250000.0,1.78,,6060970000.0,2585670000.0,,,,,3720769000.0,,,,30995000.0,,,,-11042000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,,-856641000.0,,6338795000.0,-147628000.0,166736800.0,,,833684000.0,2040453000.0,,8850137000.0,,,243219000,3635317000.0,-1189312000.0,-757981000.0,2040453000.0,269226000.0,,,14021000.0,,-13395000.0,-32736000.0,3635317000.0,,45086000.0,-7976000.0,,166434000.0,-27412000.0,158458000.0,,8850137000.0,377934000.0,5.0,2742782000.0,-517618000.0,443000.0,,,1663939000.0,833684000.0,-506460000.0,,592761000.0,,2742782000.0,4028937000.0,169793075.0,1687823000.0,1740304000.0,592761000.0,985018000.0,61638000.0,,833684000.0,,243219000,243219000,,,,1000376000.0,3476468000.0,-159130000.0,1687823000.0,91712000.0,455616000.0,12879074000.0,4.91,4028937000.0,184812000.0,356016000.0,,269226000.0,12985000.0,,833927000.0,18947000.0,-83188000.0,,3635317000.0,-12993000.0,,-493493000.0,,,3058522000.0,31123000.0,,,637241000.0,,5675770000.0,1224262000.0,-189832000.0,-545217000.0,,,,115768000.0,358987000.0,-465987000.0,637241000.0,240363000.0,,,3635317000.0,-709059000.0,300149000.0,1289300000.0,68878000.0,,-1359379000.0,-273020000.0,12879074000.0,,1663939000.0,-1845391000.0,712384000.0,1358178000.0,,25289989000.0,464127000.0,48234000.0,,-3488631000.0,5675770000.0,2040453000.0,,,,-239244000.0,2585670000.0,,,,31123000.0,921278000.0,,,14021000.0,2040453000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-31,,-1662567000.0,,6959704000.0,,,,,,,,8709554000.0,,,80170000,,81376000.0,95176000.0,1688287000.0,,,,,,-79947000.0,,,,17193000.0,,170574468.0,,,,,,140267000.0,,2822952000.0,-141429000.0,7811000.0,,,1683604000.0,,363124000.0,,747806000.0,,,4052474000.0,,1601335000.0,,,,,0.48,,,80170000,80170000,,,,950445000.0,,-988124000.0,,,,,,,,45165000.0,,291246000.0,6662000.0,,-437981000.0,16339000.0,-47087000.0,,3954830000.0,101408000.0,,,,,,,167020833.0,,,,,,4439000.0,-352166000.0,,,,43758000.0,123928000.0,-3838000.0,636935000.0,-236605000.0,,,3954830000.0,,,,,,,-42648000.0,12762028000.0,,,,1431744000.0,,,,,50958000.0,0.47,,5643117000.0,1688287000.0,,,,,2040453000.0,,,,31165000.0,,,,7312000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-30,,-1861577000.0,,7350862000.0,,,,,,,,8736255000.0,,,209896000,,-523186000.0,,1174642000.0,,,,,,-14714000.0,,,,-8035000.0,,168997000.0,,,,,,325014000.0,,3032848000.0,-172637000.0,2761000.0,,,1817460000.0,,-363124000.0,,987074000.0,,,4203728000.0,,1635098000.0,,,,,1.26,,,209896000,209896000,,,,916041000.0,,-779079000.0,,,,,,,,50325000.0,,297965000.0,,,-94482000.0,17867000.0,-64960000.0,,4195562000.0,17521000.0,,,,,,,167146000.0,,,,,,104023000.0,-513645000.0,,,,115118000.0,325014000.0,-262255000.0,655431000.0,,,,4195562000.0,,,,,,,39063000.0,12939983000.0,,,,2028728000.0,,,,,53458000.0,1.24,,5370204000.0,1174642000.0,,,,,1688287000.0,,,,31275000.0,,,1350924000.0,-51125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-30,14670000.0,-1557997000.0,,7148170000.0,,,,,,,,8293338000.0,,,183008000,,249498000.0,,1542900000.0,,,,,,-11106000.0,,,,5188000.0,,167897248.0,,,,,,282860000.0,,3215856000.0,257981000.0,-31983000.0,,,1823280000.0,,0.0,,697497000.0,,,4270532000.0,,1668233000.0,,,,,1.1,,,183008000,183008000,,,,979223000.0,,-277523000.0,,,,,,,,58973000.0,,257680000.0,,,-458515000.0,19348000.0,-67500000.0,,3982564000.0,-142706000.0,,,,,,,166647000.0,,,,,,577275000.0,368258000.0,,,,99852000.0,282860000.0,3746000.0,677882000.0,,,,3982564000.0,,,,,,,509775000.0,12563870000.0,,,,1871249000.0,,,,,56126000.0,1.09,,5525464000.0,1542900000.0,,,,,1174642000.0,,,,31289000.0,,,1240631000.0,-172484000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-12-31,13534000.0,-598962000.0,,7487636000.0,-795430000.0,167172000.0,,,647154000.0,1970423000.0,,8584570000.0,,,174080000,4203538000.0,-306012000.0,,1970423000.0,224542000.0,,,-175243000.0,,-303000.0,-22005000.0,4203538000.0,,9159000.0,,,,-106070000.0,-16077000.0,,8584570000.0,261046000.0,3.87,3389936000.0,34610000.0,-594000.0,,,1963111000.0,647154000.0,0.0,,777672000.0,,3389936000.0,4457190000.0,169187000.0,1937032000.0,2040453000.0,777672000.0,720738000.0,,,647154000.0,,174080000,174080000,,,,1098943000.0,3944652000.0,-630004000.0,1937032000.0,75514000.0,345694000.0,13041760000.0,3.83,4457190000.0,220350000.0,54971000.0,,224542000.0,,,436962000.0,26735000.0,-82025000.0,,4203538000.0,315349000.0,,-422915000.0,,,4995579000.0,31309000.0,,55369000.0,711492000.0,,6173961000.0,982310000.0,296573000.0,427523000.0,,,,86966000.0,261046000.0,-160568000.0,711492000.0,,,,4203538000.0,448766000.0,-70030000.0,992848000.0,80289000.0,,-6696000.0,214548000.0,13041760000.0,,1963111000.0,-498324000.0,535539000.0,1073137000.0,,28946372000.0,209434000.0,59808000.0,,-5681103000.0,6173961000.0,1970423000.0,,1077027000.0,,-261572000.0,1542900000.0,,,,31309000.0,-554016000.0,,1077027000.0,-175243000.0,1970423000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-31,15676000.0,-1403906000.0,,7711661000.0,,,,,,,,8936297000.0,,,205717000,,-256798000.0,,1911202000.0,,,,,,-5999000.0,,,,5815000.0,,168658000.0,,,,,,293762000.0,,3595653000.0,-258346000.0,19687000.0,,,1991220000.0,,0.0,,1025793000.0,,,4670313000.0,,1934856000.0,,,,,1.23,,,205717000,205717000,,,,1063803000.0,,-71283000.0,,,,,,,,54941000.0,,258062000.0,,,152057000.0,26772000.0,-39047000.0,,4439005000.0,194585000.0,,,,,,,167043000.0,,,,,,45520000.0,-59221000.0,,,,88045000.0,293762000.0,-12367000.0,701376000.0,,,,4439005000.0,,,,,,,6473000.0,13606610000.0,,,,1198522000.0,,,,,58014000.0,1.22,,6350207000.0,1911202000.0,,,,,1970423000.0,,,,31472000.0,,,1384290000.0,-174924000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,17346000.0,-1435869000.0,,7898889000.0,,,,,,,,8626111000.0,,,281780000,,-188279000.0,,1585109000.0,,,,,,0.0,,,,5967000.0,,168669000.0,,,,,,439950000.0,,3877433000.0,-140692000.0,-54512000.0,,,1992924000.0,,0.0,,1265986000.0,,,5058278000.0,,1682654000.0,,,,,1.68,,,281780000,281780000,,,,1004342000.0,,-383097000.0,,,,,,,,62328000.0,,153853000.0,,,-299674000.0,26574000.0,-43555000.0,,4583423000.0,116888000.0,,,,,,,167301000.0,,,,,,161860000.0,-326093000.0,,,,158170000.0,439950000.0,0.0,691414000.0,,,,4583423000.0,,,,,,,118305000.0,13684389000.0,,,,1291145000.0,,,,,60478000.0,1.67,,6168532000.0,1585109000.0,,,,,1911202000.0,,,,31478000.0,,,1351689000.0,-86556000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
