date,trailingBeginningCashPosition,annualInterestExpense,quarterlyOtherCurrentAssets,trailingInterestExpense,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,trailingOperatingExpense,annualGrossPPE,annualSellingGeneralAndAdministration,annualCurrentAssets,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualEbitda,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyStockholdersEquity,annualAccumulatedDepreciation,annualOtherIntangibleAssets,annualOtherCurrentLiabilities,trailingGrossProfit,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,trailingOperatingCashFlow,annualCapitalStock,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualCurrentDebt,quarterlyAccumulatedDepreciation,trailingCostOfRevenue,annualInventory,trailingTaxProvision,annualStockBasedCompensation,annualTaxProvision,annualChangeInInventory,annualBasicAverageShares,annualNetOtherFinancingCharges,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherNonCashItems,quarterlyNetPPE,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,annualOtherCurrentAssets,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualOperatingExpense,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCostOfRevenue,trailingSellingGeneralAndAdministration,trailingPretaxIncome,annualCashDividendsPaid,annualLongTermDebt,annualNetIncome,trailingNetIncome,annualGoodwill,quarterlyTotalAssets,quarterlyAccountsReceivable,annualTotalAssets,annualPretaxIncome,trailingInvestingCashFlow,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherShortTermInvestments,annualDepreciationAndAmortization,quarterlyGoodwill,annualInvestingCashFlow,annualRetainedEarnings,annualDilutedAverageShares,annualPurchaseOfInvestment,quarterlyInventory,annualAccountsReceivable,annualTotalRevenue,quarterlyLongTermDebt,annualEndCashPosition,trailingTotalRevenue,trailingOperatingIncome,trailingEndCashPosition,annualOperatingIncome,annualAccountsPayable,annualBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualDilutedEPS,annualCurrentLiabilities,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualNetPPE,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,annualNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,trailingPurchaseOfInvestment,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,trailingNetOtherFinancingCharges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,annualOtherIncomeExpense,quarterlyInterestExpense,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,trailingResearchAndDevelopment,quarterlyOperatingIncome,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualInvestmentsAndAdvances,quarterlyTotalRevenue,annualCurrentDeferredRevenue
,,43414000.0,24296000.0,,,314956000.0,,6851244000.0,379177000.0,3485056000.0,,-12148000.0,989733000.0,50327000.0,,1566786000.0,3950405000.0,-2622366000.0,5710000.0,0.0,,-514266000.0,347113000.0,,50327000.0,,-1522862000.0,35442000.0,1653287000.0,-2622366000.0,,748872000.0,,,174208000.0,-35329000.0,3724701832.0,0.0,4429960000.0,910586000.0,49263000.0,4228878000.0,,,24296000.0,4090000.0,35442000.0,,6851244000.0,3964611000.0,3485056000.0,3318984000.0,378008000.0,314956000.0,503086000.0,,6825125000.0,,,-120460000.0,610185000.0,314956000.0,,413000.0,7915016000.0,1829530000.0,7915016000.0,489164000.0,,,0.0,,0.0,-371523000.0,645627000.0,3950405000.0,243725000.0,,,457155000.0,413000.0,-469933000.0,,3734847450.0,,748872000.0,1829530000.0,7735711000.0,610185000.0,851945000.0,,,,532578000.0,1566786000.0,0.084,645627000.0,0.084,3318984000.0,1653287000.0,851945000.0,518356000.0,851945000.0,4228878000.0,,-12148000.0,851945000.0,5710000.0,851945000.0,4429960000.0,22961000.0,0.0,3964611000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,24296000.0,,,,,,,,,,,55361000.0,,1481268000.0,4246365000.0,,,,,,,,,,,35760000.0,,,,,,,,,,,,,,4521145000.0,2395684000.0,,,,,,,,4060905000.0,4027085000.0,,,,,,,,,,,,,8930781000.0,2036608000.0,,,,,0.0,,0.0,,657331000.0,,,,,,413000.0,,,,,1214333000.0,,,621571000.0,,,,,,,,,,,2425423000.0,758792000.0,,758792000.0,,,-12148000.0,,2858000.0,,4869876000.0,,,4684416000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,65110000.0,237870000.0,,,380759000.0,,7749199000.0,491375000.0,5283403000.0,,38512000.0,1248134000.0,55361000.0,,2357078000.0,4396802000.0,-3189608000.0,480000.0,0.0,,-764318000.0,4447000.0,,55361000.0,,-1824711000.0,39013000.0,2233641000.0,-3189608000.0,,882742000.0,,,290587000.0,-97557000.0,2768022000.0,0.0,4815429000.0,1284075000.0,-2113000.0,4559591000.0,2423332000.0,,237870000.0,-180452000.0,39013000.0,,7749199000.0,5702030000.0,5283403000.0,4864538000.0,441593000.0,380759000.0,851945000.0,,9219913000.0,,,-123270000.0,798479000.0,380759000.0,,413000.0,10098832000.0,3290366000.0,10098832000.0,671346000.0,,,0.0,,0.0,-700464000.0,837492000.0,4396802000.0,22000.0,,,511678000.0,413000.0,-1159709000.0,2423332000.0,2768022000.0,-152756000.0,882742000.0,3290366000.0,10503988000.0,798479000.0,868404000.0,,,,842482000.0,2357078000.0,0.1376,837492000.0,0.1376,4864538000.0,2233641000.0,868404000.0,583866000.0,868404000.0,4559591000.0,,38512000.0,868404000.0,480000.0,868404000.0,4815429000.0,-251532000.0,0.0,5702030000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,209257000.0,,,,,,,,,,,55361000.0,,2186750000.0,4432393000.0,,,,,,,,,,,40799000.0,,,,,,,,,,,,,,4495884000.0,,,,,,,,,5228702000.0,4766928000.0,,,,,,,,,,,,,10014319000.0,3195502000.0,,,,,0.0,,0.0,,800865000.0,,,,,,413000.0,,,,,918361000.0,,,760066000.0,,,,,,,,,,,2472469000.0,898804000.0,,898804000.0,,,-503000.0,,409000.0,,4785617000.0,,,5567793000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,72646000.0,0.0,,,710261000.0,,8772249000.0,571317000.0,6471163000.0,,10841000.0,1618612000.0,55295000.0,,3091563000.0,4977239000.0,-3725184000.0,333000.0,0.0,,-809551000.0,455753000.0,,55295000.0,,-3453898000.0,36250000.0,2249363000.0,-3725184000.0,,1016322000.0,,37935000.0,267833000.0,-126837000.0,2767157000.0,186448000.0,5115999000.0,1556853000.0,56324000.0,5047065000.0,,,0.0,257765000.0,36250000.0,,8772249000.0,6446875000.0,6471163000.0,5504828000.0,544904000.0,715959000.0,868404000.0,,10817526000.0,,,-193635000.0,905797000.0,710261000.0,,413000.0,11587162000.0,3777876000.0,11587162000.0,983792000.0,,108279000.0,0.0,,0.0,-176254000.0,942047000.0,4977239000.0,0.0,1273553000.0,108279000.0,562174000.0,413000.0,-651068000.0,,2767157000.0,0.0,1016322000.0,3777876000.0,12374379000.0,905797000.0,1330711000.0,,,,1011949000.0,3091563000.0,0.2567,942047000.0,0.2567,5504828000.0,2249363000.0,1330711000.0,1067316000.0,1330711000.0,5047065000.0,-3702000.0,10841000.0,1330711000.0,333000.0,1330711000.0,5115999000.0,128837000.0,0.0,6446875000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,,,,,,,,,,56153000.0,,4522891000.0,5860485000.0,,,,,,,,,,,34868000.0,,,,,,,,,,,,,,5231557000.0,3253127000.0,,,,,,5231557000.0,,8616734000.0,7174669000.0,,,,,,,,,,,,,14122664000.0,4502246000.0,,,,30534000.0,0.0,,0.0,,844066000.0,,,,,,413000.0,,,,,1500674000.0,,,809198000.0,,,,,,,,,,,2536343000.0,1576208000.0,,1576208000.0,,,71305000.0,,261000.0,,5505930000.0,,,8018735000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,78974000.0,0.0,,,1619990000.0,,10078649000.0,805419000.0,10210431000.0,,56736000.0,2813164000.0,58392000.0,,5029234000.0,6904120000.0,-4406858000.0,191000.0,0.0,,-1233642000.0,1451895000.0,,58392000.0,,-5765104000.0,57487000.0,2949189000.0,-4406858000.0,,1489150000.0,,0.0,346447000.0,-444308000.0,2820783000.0,366947000.0,6070500000.0,2891935000.0,52058000.0,5671791000.0,,,0.0,868042000.0,57487000.0,,10078649000.0,9054075000.0,10210431000.0,8061957000.0,805927000.0,1768267000.0,1330711000.0,-153480000.0,17788815000.0,,,-323203000.0,934631000.0,1619990000.0,,413000.0,16280931000.0,5385059000.0,16280931000.0,2114714000.0,,,0.0,,0.0,-361820000.0,992118000.0,6904120000.0,366947000.0,587642000.0,,619476000.0,413000.0,-1264327000.0,,2820783000.0,-15340000.0,1489150000.0,5385059000.0,20680750000.0,934631000.0,2805714000.0,,,,2086008000.0,5029234000.0,0.5743,992118000.0,0.5743,8061957000.0,2949189000.0,2805714000.0,2101684000.0,2805714000.0,5671791000.0,-80225000.0,56736000.0,2805714000.0,191000.0,2805714000.0,6070500000.0,108803000.0,0.0,9054075000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,,,,,,,,,,58224000.0,,5249225000.0,6744461000.0,,,,,,,,,,,68008000.0,,,,,,,,,,,,,,5943366000.0,3956101000.0,,,,,,5943366000.0,,9852332000.0,8649439000.0,,,,,,,,,,,,,16804768000.0,4885189000.0,,,,,0.0,,0.0,,1039237000.0,,,,,,413000.0,,,,,2149543000.0,,,971229000.0,,,,,,,,,,,3339865000.0,1900052000.0,,1900052000.0,,,59611000.0,,119000.0,,6952436000.0,,,9688676000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,93890000.0,1627686000.0,,,1118369000.0,,11889708000.0,825211000.0,10786336000.0,,138956000.0,2474844000.0,58142000.0,,5657407000.0,7076906000.0,-4961144000.0,49000.0,0.0,,-2261143000.0,852476000.0,,58142000.0,,-8437780000.0,48583000.0,4568555000.0,-4961144000.0,,1511346000.0,,,372725000.0,-54797000.0,2911512000.0,0.0,7945192000.0,2486422000.0,53958000.0,6928564000.0,,,1627686000.0,613090000.0,48583000.0,,11889708000.0,11208169000.0,10786336000.0,10290847000.0,772119000.0,1249276000.0,2805714000.0,-600480000.0,18929229000.0,,,-611420000.0,868739000.0,1118369000.0,,413000.0,18731528000.0,5048360000.0,18731528000.0,1622001000.0,,1564000.0,0.0,,0.0,820368000.0,917322000.0,7076906000.0,0.0,281595000.0,1564000.0,758953000.0,413000.0,-2846516000.0,,2911512000.0,-281595000.0,1511346000.0,5048360000.0,21415651000.0,868739000.0,3627224000.0,,,,1714303000.0,5657407000.0,0.3841,917322000.0,0.3841,10290847000.0,4568555000.0,3663710000.0,2874233000.0,3662146000.0,6928564000.0,-54803000.0,138956000.0,3663710000.0,49000.0,3662146000.0,7945192000.0,-36486000.0,0.0,11208169000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0.0,,,,,,,,,,,58142000.0,,5087545000.0,7253826000.0,,,,,,,,,,,44285000.0,,,,,,,,,,,,,,7276063000.0,4455964000.0,,,,,,7276063000.0,,9370253000.0,9182893000.0,,,,,,,,,,,,,18117001000.0,4357327000.0,,,,,0.0,,0.0,,1181304000.0,,,,,,413000.0,,,,,1947936000.0,,,1137019000.0,,,,,,,,,,,3979180000.0,2371152000.0,,2371152000.0,,,53022000.0,,,,8746748000.0,,,10364197000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,102501000.0,72656000.0,,,845422000.0,,12654384000.0,842965000.0,9730248000.0,,44111000.0,2149800000.0,58142000.0,,5652125000.0,7085517000.0,-5503600000.0,,0.0,,-1487037000.0,-1506119000.0,,58142000.0,,-9781297000.0,60068000.0,2882553000.0,-5503600000.0,,1775706000.0,,,194509000.0,-287551000.0,2907099000.0,0.0,8504196000.0,2121657000.0,62201000.0,7150784000.0,4618808000.0,,72656000.0,902402000.0,60068000.0,,12654384000.0,10638863000.0,9730248000.0,8578739000.0,777942000.0,928847000.0,3627224000.0,-591530000.0,17305461000.0,,,-377886000.0,2000056000.0,845422000.0,,413000.0,18234444000.0,4694937000.0,18234444000.0,1123356000.0,,6265000.0,0.0,,0.0,347828000.0,2060124000.0,7085517000.0,,0.0,6265000.0,923943000.0,413000.0,-2872524000.0,4618808000.0,2907099000.0,-25265000.0,1775706000.0,4694937000.0,19427118000.0,2000056000.0,2055200000.0,,,,1343715000.0,5652125000.0,0.2908,2060124000.0,0.2908,8578739000.0,2882553000.0,2055200000.0,2389439000.0,2055200000.0,7150784000.0,0.0,44111000.0,2055200000.0,,2055200000.0,8504196000.0,-32415000.0,0.0,10638863000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,75724000.0,,,,,,,,,,,58142000.0,,5950898000.0,7143141000.0,,,,,,,,,,,66503000.0,,,,,,,,,,,,,,7255324000.0,4866716000.0,,,,,,7255324000.0,,11975973000.0,9282067000.0,,,,,,,,,,,,,21052678000.0,4960715000.0,,,,11626000.0,0.0,,0.0,,4091844000.0,,,,,,413000.0,,,,,2477864000.0,,,4025341000.0,,,,,,,,,,,3290229000.0,2937786000.0,,2937786000.0,,,407429000.0,,,,9076705000.0,,,13373911000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,180237000.0,239715000.0,,,581867000.0,,14425967000.0,834277000.0,13197343000.0,,588557000.0,1980594000.0,58142000.0,,7736522000.0,6711475000.0,-5904832000.0,,0.0,,-3502324000.0,498227000.0,,58142000.0,,-8701080000.0,72674000.0,3794507000.0,-5904832000.0,,2603218000.0,,,195785000.0,-888863000.0,2907099000.0,23226000.0,10099418000.0,2195678000.0,150180000.0,8521135000.0,4879828000.0,,239715000.0,-2552326000.0,72674000.0,,14425967000.0,16001894000.0,13197343000.0,11668911000.0,793253000.0,676567000.0,2055200000.0,-186507000.0,19875843000.0,,,-290635000.0,4260309000.0,581867000.0,,413000.0,23296761000.0,6980561000.0,23296761000.0,872352000.0,,27894000.0,0.0,,0.0,-1232772000.0,4332983000.0,6711475000.0,,147496000.0,27894000.0,928005000.0,413000.0,-3228773000.0,4879828000.0,2907099000.0,0.0,2603218000.0,6980561000.0,22071521000.0,4260309000.0,2453623000.0,,,,1402425000.0,7736522000.0,0.2002,4332983000.0,0.2002,11668911000.0,3794507000.0,2453623000.0,949998000.0,2453623000.0,8521135000.0,,588557000.0,2453623000.0,,2453623000.0,10099418000.0,-11244000.0,0.0,16001894000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3525945000.0,,,,,,,,,,,58142000.0,,7498995000.0,6790900000.0,,,,,,,,,,,78842000.0,,,,,,,,,,,,,,9884590000.0,4519594000.0,,,,,,9884590000.0,,12597170000.0,16038551000.0,,,,,,,,,,,,,24370075000.0,5209668000.0,,,,22399000.0,0.0,,0.0,,1059496000.0,,,,,,413000.0,,,,,2466043000.0,,,980654000.0,,,,,,,,,,,8488276000.0,0.0,,0.0,,,679563000.0,,,,11772905000.0,,,17098047000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,323108000.0,,,,62987000.0,,19484961000.0,846928000.0,12567607000.0,,,1622903000.0,62409000.0,,8909258000.0,7882771000.0,-7233928000.0,,,,-2984261000.0,874912000.0,,62409000.0,,-12123671000.0,47359000.0,4370053000.0,-7233928000.0,,2579619000.0,,,94451000.0,86381000.0,2962039000.0,,14371223000.0,2040167000.0,196426000.0,12251033000.0,4661841000.0,,,594232000.0,47359000.0,,19484961000.0,18490675000.0,12567607000.0,13460958000.0,1148097000.0,92837000.0,2453623000.0,-575000000.0,18693251000.0,,,-145353000.0,4982358000.0,62987000.0,,413000.0,26938830000.0,4391506000.0,26938830000.0,187288000.0,,,,,,1033875000.0,5029717000.0,7882771000.0,430927000.0,0.0,,1112507000.0,413000.0,-3969539000.0,4661841000.0,2962039000.0,,2579619000.0,4391506000.0,20733418000.0,4982358000.0,3465844000.0,,,,892070000.0,8909258000.0,0.0213,5029717000.0,0.0213,13460958000.0,4370053000.0,3465844000.0,3578493000.0,3465844000.0,12251033000.0,,,3465844000.0,,3465844000.0,14371223000.0,-33142000.0,,18490675000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,62409000.0,,9298396000.0,7733184000.0,,,,,,,,,,,46679000.0,,,,,,,,,,,,,,12826246000.0,,,,,,,12826246000.0,,11581937000.0,13687944000.0,,,,,,,,,,,,,26323224000.0,2792698000.0,,,,,,,,,4312667000.0,,,,,,413000.0,,,,,3193357000.0,,,4265988000.0,,,,,,,,,,,4369427000.0,,,,,,,,,,14741287000.0,,,18000611000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,353679000.0,,,,74190000.0,,20618127000.0,838864000.0,10899554000.0,,,1758630000.0,65785000.0,,8547580000.0,7636576000.0,-7927400000.0,,,,-2064954000.0,-2328815000.0,,65785000.0,,-10526784000.0,56692000.0,7118297000.0,-7927400000.0,,3132622000.0,,,105106000.0,-631172000.0,3145896000.0,,14154947000.0,1885553000.0,275675000.0,12690727000.0,4694022000.0,,,-435788000.0,56692000.0,,20618127000.0,16808474000.0,10899554000.0,15826517000.0,783718000.0,148213000.0,3465844000.0,0.0,17876889000.0,,,,925265000.0,74190000.0,,413000.0,25054501000.0,4510656000.0,25054501000.0,253319000.0,,,,,,-296773000.0,981957000.0,7636576000.0,199184000.0,,,1151632000.0,413000.0,-2630009000.0,4694022000.0,3145896000.0,,3132622000.0,4510656000.0,19762442000.0,925265000.0,1090379000.0,,,,1101835000.0,8547580000.0,0.0236,981957000.0,0.0236,15826517000.0,7118297000.0,1090379000.0,1629166000.0,1090379000.0,12690727000.0,,,1090379000.0,,1090379000.0,14154947000.0,10172000.0,,16808474000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,65785000.0,,8379394000.0,7880780000.0,,,,,,,,,,,52026000.0,,,,,,,,,,,,,,12716498000.0,4834092000.0,,,,,,12716498000.0,,11192437000.0,16231760000.0,,,,,,,,,,,,,25150666000.0,3762035000.0,,,,,,,,,185217000.0,,,,,,413000.0,,,,,3835162000.0,,,132382000.0,,,,,,,,,,,6713800000.0,1608350000.0,,1608350000.0,,,,,,,13958229000.0,,,16416977000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
