,timestamp,annualInterestExpense,annualChangesInAccountReceivables,annualBeginningCashPosition,trailingInterestExpense,annualBasicAverageShares,annualCurrentAssets,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangesInAccountReceivables,trailingOperatingExpense,annualOtherNonCurrentAssets,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualGrossPPE,annualRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyGrossProfit,quarterlyAccountsPayable,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyOperatingExpense,trailingNetOtherFinancingCharges,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyDilutedAverageShares,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,annualBasicEPS,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,annualCurrentDeferredRevenue,annualDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingResearchAndDevelopment,annualOtherCurrentAssets,annualTaxProvision,annualCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyNetPPE,annualStockBasedCompensation,quarterlyRepaymentOfDebt,trailingCostOfRevenue,annualCurrentDebt,annualTotalNonCurrentAssets,annualNetOtherFinancingCharges,quarterlyEbitda,annualResearchAndDevelopment,annualInventory,quarterlyOtherNonCashItems,trailingTaxProvision,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyBasicEPS,annualChangeInWorkingCapital,quarterlyOperatingIncome,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,trailingPurchaseOfBusiness,quarterlyCurrentLiabilities,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualOperatingExpense,annualChangeInInventory,quarterlyTotalRevenue,trailingFreeCashFlow,annualDilutedEPS,annualNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,annualCashDividendsPaid,annualPretaxIncome,annualLongTermDebt,annualAccountsReceivable,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,annualNonCurrentDeferredRevenue,annualNetIncome,annualGoodwill,annualTotalAssets,trailingNetIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,trailingChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyOtherIncomeExpense,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualTotalRevenue,annualPurchaseOfInvestment,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOtherIncomeExpense,quarterlyInvestingCashFlow,trailingTotalRevenue,annualEndCashPosition,quarterlyEndCashPosition,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualNetPPE,annualOperatingIncome,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualOtherIncomeExpense,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualChangeInAccountPayable,annualAccountsPayable,quarterlyCurrentDebt,annualCurrentLiabilities,annualEbitda,quarterlyNetOtherFinancingCharges,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,quarterlyDilutedEPS,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,trailingChangeInAccountPayable,trailingOtherNonCashItems,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
24,591580800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367760000.0,,,,,,,,,,,,,,,,,,,,,,,13960000000.0,,,,,,,,,0.53,,13960000000.0,,,,,,,,,,,,,,,,,,,13960000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2367760000.0,,,,,,,,,,,,,,,1247000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,
25,599529600,709000000.0,,0.0,,2366810345.0,35343000000.0,1555000000.0,,,,,15644000000.0,,5491000000.0,,,,,,-21456000000.0,25287000000.0,43506000000.0,,,,,,,,,,,12525000000.0,,,,,2.32,39509000000.0,,,,2366810345.0,,,1555000000.0,3542000000.0,21777000000.0,,,22050000000.0,,,,4862000000.0,37694000000.0,,-29998000000.0,,9565000000.0,,,,,37904000000.0,,,,-29998000000.0,,,,33528000000.0,31186000000.0,4623000000.0,,,0.0,,,,17387000000.0,43506000000.0,,35343000000.0,29158000000.0,,20937000000.0,,2.32,5491000000.0,,-21456000000.0,,,8518000000.0,,9033000000.0,8518000000.0,,,12525000000.0,,5491000000.0,,73037000000.0,,37694000000.0,73037000000.0,,,,,,,,3000000000.0,,,,,,16141000000.0,39509000000.0,,0.0,,9565000000.0,2347000000.0,,,,59681000000.0,,31186000000.0,4623000000.0,,,,,,,,0.0,,,,22050000000.0,8746000000.0,,,996000000.0,,,0.0,6123000000.0,16141000000.0,,6123000000.0,,,,4862000000.0,17387000000.0,12617000000.0,,,33528000000.0,,,,3000000000.0,,,6123000000.0,,,15644000000.0,6123000000.0,,,,,,,,,,,,,,,,,,
26,607305600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368508000.0,,,,,,,,,,,,,,,,,,,,,,,12730000000.0,,,,,,,,,0.41,,12730000000.0,,,,,,,,,,,,,,,,,,,12730000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2368508000.0,,,,,,,,,,,,,,,950000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,
27,615168000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340768000.0,,,,,,,,,,,,,,,,,,,,,,,15213000000.0,,,,,,,,,0.58,,15213000000.0,,,,,,,,,,,,,,,,,,,15213000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2340768000.0,,,,,,,,,,,,,,,1340000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,
28,623116800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315104000.0,,,,,,,,,,,,,,,,,,,,,,,14305000000.0,,,,,,,,,0.38,,14305000000.0,,,,,,,,,,,,,,,,,,,14305000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,2315104000.0,,,,,,,,,,,,,,,877000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,
29,631065600,976000000.0,,4175000000.0,,2319753086.0,35875000000.0,2548000000.0,,,,,16916000000.0,,3758000000.0,,,,,,-23467000000.0,28116000000.0,48410000000.0,,,,,3167000000.0,,,,,,12641000000.0,,,,,1.62,38509000000.0,-475000000.0,-6414000000.0,,2319753086.0,,,2548000000.0,2887000000.0,23461000000.0,,,24943000000.0,,,,5892000000.0,41859000000.0,0.0,-35355000000.0,,9463000000.0,,,,,39249000000.0,,,-1737000000.0,-35355000000.0,,,,39225000000.0,30477000000.0,3280000000.0,,,958000000.0,,,,21700000000.0,48410000000.0,,35875000000.0,32356000000.0,-29000000.0,20462000000.0,,1.62,3758000000.0,,-23467000000.0,,,10825000000.0,-2752000000.0,6645000000.0,10825000000.0,,,12641000000.0,,3758000000.0,,77734000000.0,,41859000000.0,77734000000.0,,,,,,,,3420000000.0,1185000000.0,,,1860000000.0,,17525000000.0,38509000000.0,,-7080000000.0,,9463000000.0,591000000.0,,,4240000000.0,62710000000.0,-1391000000.0,30477000000.0,3280000000.0,,-609000000.0,,,,,,0.0,,,,24943000000.0,6893000000.0,,,728000000.0,,,7372000000.0,3700000000.0,17525000000.0,,3700000000.0,,,3167000000.0,5892000000.0,21700000000.0,11133000000.0,,-1788000000.0,39225000000.0,,,,3420000000.0,,,3700000000.0,,-1679000000.0,16916000000.0,3700000000.0,,,,,,,,,,,,,,,,,,
30,638841600,,,,,,,3125000000.0,,,,,,,,-132000000.0,,,236000000.0,,,,,,,3700000000.0,8996000000.0,11837000000.0,,,6860000000.0,,,,-367000000.0,2254347826.0,,,,38615000000.0,,,,,5721000000.0,,,,,790000000.0,,24941000000.0,,,,,,,3275000000.0,,,185000000.0,,,,,,0.46,,2136000000.0,,,,,30737000000.0,,-982000000.0,,,1827000000.0,,,21130000000.0,49181000000.0,,34869000000.0,,,14185000000.0,,,,1379000000.0,-24240000000.0,-1343000000.0,925000000.0,10696000000.0,,,,,,1953000000.0,,,,,,42358000000.0,77227000000.0,,5189000000.0,,,2254347826.0,592000000.0,,3369000000.0,,,,,,17482000000.0,,1037000000.0,,,9844000000.0,1037000000.0,195000000.0,,,,,,3417000000.0,,,,1037000000.0,,-1672000000.0,,,0.0,-198000000.0,-696000000.0,,,,,,,1139000000.0,,4292000000.0,,,4292000000.0,504000000.0,,,7340000000.0,,,0.0,,38612000000.0,36000000.0,,0.46,,,,,,,17417000000.0,,,,,,,,,,,,,,,,,,,
31,646704000,,,,,,,3521000000.0,,,,,,,,-142000000.0,,,533000000.0,,,,,,,0.0,9915000000.0,11822000000.0,,,7328000000.0,,,,-481000000.0,2274193548.0,,,,39554000000.0,,,,,6520000000.0,,,,,1063000000.0,,25599000000.0,,,,,,,3395000000.0,,,365000000.0,,,,,,0.62,,2587000000.0,,,,,31293000000.0,,-954000000.0,,,2473000000.0,,,21289000000.0,50423000000.0,,34937000000.0,,,16495000000.0,,,,1629000000.0,-24824000000.0,-1367000000.0,-882000000.0,11009000000.0,,,,,,2357000000.0,,,,,,44023000000.0,78960000000.0,,6580000000.0,,,2274193548.0,-1061000000.0,,3514000000.0,,,,,,18117000000.0,,1410000000.0,,,10086000000.0,1410000000.0,123000000.0,,,,,,3594000000.0,,,,1410000000.0,,-1837000000.0,,,0.0,-522000000.0,-695000000.0,,,,,,,808000000.0,,3231000000.0,,,3231000000.0,237000000.0,,,7110000000.0,,,0.0,,39406000000.0,262000000.0,,0.62,,,,,,,18424000000.0,,,,,,,,,,,,,,,,,,,
32,654652800,,,,,,,3375000000.0,,,,,,,,-216000000.0,,,455000000.0,,,,,,,0.0,9767000000.0,12021000000.0,,,7714000000.0,,,,-399000000.0,2269387755.0,,,,40525000000.0,,,,,6547000000.0,,,,,797000000.0,,26456000000.0,,,,,,,3220000000.0,,,141000000.0,,,,,,0.49,,2053000000.0,,,,,31511000000.0,,-1239000000.0,,,1909000000.0,,,22455000000.0,52487000000.0,,36528000000.0,,,15277000000.0,,,,1181000000.0,-26031000000.0,-1368000000.0,455000000.0,11167000000.0,,,,,,1857000000.0,,,,,,45280000000.0,81808000000.0,,5510000000.0,,,2269387755.0,152000000.0,,3757000000.0,,,,,,18828000000.0,,1112000000.0,,,11255000000.0,1112000000.0,82000000.0,,,,,,3904000000.0,,,,1112000000.0,,-1505000000.0,,,0.0,-193000000.0,-692000000.0,,,,,,,1167000000.0,,3383000000.0,,,3383000000.0,226000000.0,,,8577000000.0,,,0.0,,41283000000.0,-187000000.0,,0.49,,,,,,,18824000000.0,,,,,,,,,,,,,,,,,,,
33,662601600,1324000000.0,,3700000000.0,,2288973384.0,38920000000.0,2315000000.0,,,,,21407000000.0,,6020000000.0,-1000000.0,,,463000000.0,,-26418000000.0,27263000000.0,53659000000.0,,,0.0,13834000000.0,3367000000.0,,,9578000000.0,,,14307000000.0,-645000000.0,,,,2.63,42832000000.0,153000000.0,-6509000000.0,,2288973384.0,8475000000.0,,2315000000.0,4183000000.0,26506000000.0,1533000000.0,,27241000000.0,,,,7602000000.0,48648000000.0,0.0,5359000000.0,,10108000000.0,395000000.0,,,,42512000000.0,,,-3883000000.0,4256000000.0,,,,44736000000.0,33234000000.0,3861000000.0,-708000000.0,,963000000.0,3994000000.0,,,25276000000.0,53659000000.0,,38920000000.0,31480000000.0,17000000.0,23061000000.0,,2.63,6020000000.0,3283000000.0,-26418000000.0,-2431000000.0,-804000000.0,11943000000.0,-2774000000.0,10203000000.0,11943000000.0,,,14307000000.0,,6020000000.0,,87568000000.0,,48648000000.0,87568000000.0,,9227000000.0,,,,470000000.0,,3656000000.0,1086000000.0,,,1687000000.0,,19460000000.0,42832000000.0,2461000000.0,-7144000000.0,,10108000000.0,2461000000.0,95000000.0,,4217000000.0,69018000000.0,-1234000000.0,33234000000.0,3861000000.0,,-306000000.0,,2461000000.0,,-2130000000.0,,0.0,0.0,-321000000.0,-691000000.0,27241000000.0,11032000000.0,,,495000000.0,,1103000000.0,7472000000.0,3853000000.0,19460000000.0,,3853000000.0,357000000.0,,3367000000.0,7602000000.0,25276000000.0,15249000000.0,0.0,-491000000.0,44736000000.0,852000000.0,,,3656000000.0,,,3853000000.0,,-1892000000.0,21407000000.0,3853000000.0,,,,,,,,,,,,,,,,,,
34,670377600,,,,,,,3918000000.0,,,,,,,,,,,1471000000.0,,,,,,,3853000000.0,8466000000.0,12826000000.0,,,7457000000.0,,,,-403000000.0,2216666667.0,,,,39195000000.0,,,,,6199000000.0,,,,,355000000.0,,26009000000.0,,,,,,,2267000000.0,,,-2118000000.0,,100000000.0,,,,0.24,,1009000000.0,,,,,30785000000.0,,2090000000.0,,,887000000.0,,,23023000000.0,51452000000.0,,37658000000.0,,,13545000000.0,,,,1762000000.0,-25443000000.0,-1407000000.0,1566000000.0,12131000000.0,,,,,,1410000000.0,,,,,,46267000000.0,83925000000.0,,5079000000.0,,,2216666667.0,1112000000.0,,6064000000.0,,,,,,21707000000.0,,532000000.0,,,10056000000.0,532000000.0,200000000.0,,,,,,3512000000.0,,,,532000000.0,,-1966000000.0,,,0.0,-1627000000.0,-692000000.0,,,,,,,1258000000.0,,4965000000.0,,,4965000000.0,322000000.0,,,8787000000.0,,,0.0,,44730000000.0,355000000.0,,0.24,,,,,,,20258000000.0,,,,,,,,,,,,,,,,,,,
35,678240000,,,,,,,3635000000.0,,,,,,,,,,,1564000000.0,,,,,,,0.0,8718000000.0,12369000000.0,,,8363000000.0,,,,-488000000.0,2280000000.0,,,,37965000000.0,,,,,7196000000.0,,,,,93000000.0,,25936000000.0,,,,,,,1522000000.0,,,316000000.0,,-81000000.0,,,,0.05,,355000000.0,,,,,30125000000.0,,-906000000.0,,,207000000.0,,,22285000000.0,51554000000.0,,35516000000.0,,,14732000000.0,,,,691000000.0,-25618000000.0,-1440000000.0,-534000000.0,11991000000.0,,,,,,1152000000.0,,,,,,46056000000.0,81572000000.0,,6014000000.0,,,2280000000.0,-1632000000.0,,6051000000.0,,,,,,21322000000.0,,114000000.0,,,10157000000.0,114000000.0,157000000.0,,,,,,3280000000.0,,,,114000000.0,,-1654000000.0,,,0.0,-1290000000.0,-694000000.0,,,,,,,1167000000.0,,3333000000.0,,,3333000000.0,305000000.0,,,8764000000.0,,,0.0,,43607000000.0,-749000000.0,,0.05,,,,,,,20120000000.0,,,,,,,,,,,,,,,,,,,
36,686188800,,,,,,,3533000000.0,,,,,,,,,,,687000000.0,,,,,,,0.0,8281000000.0,12392000000.0,,,7692000000.0,,,,-475000000.0,2150000000.0,,,,38191000000.0,,,,,6572000000.0,,,,,136000000.0,,26884000000.0,,,,,,,1709000000.0,,,333000000.0,,,,,,0.08,,589000000.0,,,,,29535000000.0,,-791000000.0,,,308000000.0,,,26914000000.0,53857000000.0,,37851000000.0,,,14433000000.0,,,,834000000.0,-26973000000.0,-1459000000.0,1082000000.0,12635000000.0,,,,,,834000000.0,,,,,,49473000000.0,87324000000.0,,6152000000.0,,,2150000000.0,281000000.0,,6319000000.0,,,,,,22219000000.0,,172000000.0,,,11222000000.0,172000000.0,67000000.0,,,,,,3265000000.0,,,,172000000.0,,-1665000000.0,,,0.0,-418000000.0,-692000000.0,,,,,,,1120000000.0,,3614000000.0,,,3614000000.0,348000000.0,,,13688000000.0,,,0.0,,49133000000.0,-625000000.0,,0.08,,,,,,,22589000000.0,,,,,,,,,,,,,,,,,,,
37,694137600,1423000000.0,,3853000000.0,,2256000000.0,40969000000.0,1657000000.0,,,,,23926000000.0,,-564000000.0,-139000000.0,,,1306000000.0,,-28100000000.0,31376000000.0,55678000000.0,,,0.0,12004000000.0,3507000000.0,,,13015000000.0,,,16401000000.0,-648000000.0,,,,-0.25,37006000000.0,92000000.0,-6497000000.0,,2256000000.0,11410000000.0,,1657000000.0,685000000.0,27324000000.0,101000000.0,,27578000000.0,,,,13716000000.0,51504000000.0,0.0,594000000.0,,9844000000.0,836000000.0,,,,37468000000.0,,,2866000000.0,-1011000000.0,,,,55467000000.0,27339000000.0,1927000000.0,2473000000.0,,228000000.0,-1281000000.0,,,33624000000.0,55678000000.0,,40969000000.0,36526000000.0,-36000000.0,22082000000.0,,-0.25,-564000000.0,3438000000.0,-28100000000.0,-2191000000.0,-746000000.0,13231000000.0,-2771000000.0,121000000.0,13231000000.0,,,16401000000.0,,-564000000.0,,92473000000.0,,51504000000.0,92473000000.0,,10078000000.0,,,,331000000.0,,6685000000.0,-633000000.0,,,5028000000.0,67000000.0,21843000000.0,37006000000.0,-1382000000.0,-7686000000.0,,9844000000.0,-1382000000.0,178000000.0,,5150000000.0,64792000000.0,-4848000000.0,27339000000.0,1927000000.0,,1368000000.0,,-1382000000.0,,-2401000000.0,,0.0,0.0,-1513000000.0,-693000000.0,27578000000.0,942000000.0,,,602000000.0,,1605000000.0,6725000000.0,3945000000.0,21843000000.0,,3945000000.0,448000000.0,,3507000000.0,13716000000.0,33624000000.0,6092000000.0,0.0,-196000000.0,55467000000.0,1247000000.0,,,6685000000.0,,,3945000000.0,,-2014000000.0,23926000000.0,3945000000.0,,,,,,,,,,,,,,,,,,
38,702000000,,,,,,,3146000000.0,,,,,,,,-51000000.0,,,1647000000.0,,,,,,,3945000000.0,8298000000.0,15804000000.0,,,7130000000.0,,,,-401000000.0,2288461538.0,,,,35574000000.0,,,,,5965000000.0,,,,,396000000.0,,26637000000.0,,,,,,,2333000000.0,,,326000000.0,,,,,,0.26,,1168000000.0,,,,,26863000000.0,,41000000.0,,,991000000.0,,,31083000000.0,54304000000.0,,38439000000.0,,,14037000000.0,,,,2117000000.0,-27667000000.0,-1009000000.0,112000000.0,12891000000.0,,,,,,1303000000.0,,,,,,49723000000.0,88162000000.0,,5739000000.0,,,2288461538.0,878000000.0,,6536000000.0,,,,,,21505000000.0,,595000000.0,,,10197000000.0,595000000.0,172000000.0,,,,,,2078000000.0,,,,595000000.0,,-1179000000.0,,,0.0,-1416000000.0,-691000000.0,,,,,,,1165000000.0,,4823000000.0,,,4823000000.0,349000000.0,,,13976000000.0,,,0.0,,52588000000.0,1108000000.0,,0.26,,,,,,,23086000000.0,,,,,,,,,,,,,,,,,,,
39,709862400,,,,,,,2996000000.0,,,,,,,,3000000.0,,,857000000.0,,,,,,,0.0,9164000000.0,14757000000.0,,,7775000000.0,,,,-441000000.0,2231250000.0,,,,36552000000.0,,,,,6474000000.0,,,,,503000000.0,,26970000000.0,,,,,,,2690000000.0,,,377000000.0,,,,,,0.32,,1389000000.0,,,,,26862000000.0,,-1814000000.0,,,1217000000.0,,,29601000000.0,55788000000.0,,38149000000.0,,,16224000000.0,,,,862000000.0,-28818000000.0,-1083000000.0,-919000000.0,13741000000.0,,,,,,1279000000.0,,,,,,50903000000.0,89052000000.0,,7060000000.0,,,2231250000.0,-1449000000.0,,6922000000.0,,,,,,22899000000.0,,714000000.0,,,10594000000.0,714000000.0,140000000.0,,,,,,2236000000.0,,,,714000000.0,,-1455000000.0,,,0.0,-788000000.0,-691000000.0,,,,,,,1301000000.0,,3374000000.0,,,3374000000.0,312000000.0,,,13565000000.0,,,0.0,,52500000000.0,-221000000.0,,0.32,,,,,,,23933000000.0,,,,,,,,,,,,,,,,,,,
40,717811200,,,,,,,5153000000.0,,,,,,,,-69000000.0,,,446000000.0,,,,,,,0.0,9142000000.0,14325000000.0,,,13183000000.0,,,,-435000000.0,2277049180.0,,,,35433000000.0,,,,,10170000000.0,,,,,-1508000000.0,,25263000000.0,,,,,,,-1028000000.0,,,2916000000.0,,,,,,-1.22,,-4041000000.0,,,,,25334000000.0,,-2896000000.0,,,-4286000000.0,,,31215000000.0,56746000000.0,,40140000000.0,,,14702000000.0,,,,310000000.0,-31483000000.0,-744000000.0,1429000000.0,14551000000.0,,,,,,1386000000.0,,,,,,50877000000.0,91017000000.0,,5560000000.0,,,2277049180.0,747000000.0,,7211000000.0,,,,,,24369000000.0,,-2778000000.0,,,10861000000.0,-2778000000.0,90000000.0,,,,,,2607000000.0,,,,-2778000000.0,,-1019000000.0,,,0.0,-286000000.0,-692000000.0,,,,,,,3013000000.0,,4121000000.0,,,4121000000.0,335000000.0,,,15504000000.0,,,0.0,,55584000000.0,-434000000.0,,-1.22,,,,,,,25614000000.0,,,,,,,,,,,,,,,,,,,
41,725760000,1360000000.0,,3945000000.0,,2288018433.0,39692000000.0,5257000000.0,,,,,25418000000.0,,-4965000000.0,27000000.0,,,326000000.0,,-31191000000.0,26048000000.0,52786000000.0,,,0.0,9108000000.0,3147000000.0,,,4218000000.0,,,17123000000.0,-475000000.0,,,,-2.17,27624000000.0,501000000.0,-4751000000.0,,2288018433.0,3438000000.0,,5257000000.0,-2161000000.0,28810000000.0,-1485000000.0,,21595000000.0,,,,16467000000.0,47013000000.0,0.0,5670000000.0,,8385000000.0,-3565000000.0,,,,35713000000.0,,,-1486000000.0,4890000000.0,,,,59081000000.0,19124000000.0,2030000000.0,3183000000.0,,1523000000.0,-6948000000.0,,,36737000000.0,52786000000.0,,39692000000.0,32307000000.0,704000000.0,19560000000.0,,-2.17,-6865000000.0,2985000000.0,-31191000000.0,-1915000000.0,32000000.0,12853000000.0,-2765000000.0,-9026000000.0,12853000000.0,,,17123000000.0,,-4965000000.0,,86705000000.0,,47013000000.0,86705000000.0,,10452000000.0,,,,325000000.0,,7461000000.0,54000000.0,,,3276000000.0,,22344000000.0,27624000000.0,-5463000000.0,-5878000000.0,,8385000000.0,-5463000000.0,-11474000000.0,,6259000000.0,64523000000.0,-3284000000.0,19124000000.0,2030000000.0,,654000000.0,,-5463000000.0,,-2225000000.0,,0.0,0.0,-794000000.0,-691000000.0,21595000000.0,3406000000.0,,,-11072000000.0,,780000000.0,6274000000.0,4446000000.0,22344000000.0,,4446000000.0,364000000.0,,3147000000.0,16467000000.0,36737000000.0,9665000000.0,0.0,-90000000.0,59081000000.0,1070000000.0,,,7461000000.0,,,4446000000.0,,-1752000000.0,25418000000.0,4446000000.0,,,,,,,,,,,,,,,,,,
42,733536000,,,,,,,5570000000.0,,,,,,,,-98000000.0,,,992000000.0,,,,,,,4446000000.0,6550000000.0,18061000000.0,,,6820000000.0,,,,-313000000.0,2192307692.0,,,,27219000000.0,,,,,5432000000.0,,,,,-95000000.0,,21028000000.0,,,,,,,1118000000.0,,,439000000.0,,,,,,-0.13,,-270000000.0,,,,,18516000000.0,,143000000.0,,,-380000000.0,,,36366000000.0,52962000000.0,,39746000000.0,,,13058000000.0,,,,1366000000.0,-31934000000.0,-401000000.0,-201000000.0,12402000000.0,,,,,,904000000.0,,,,,,45967000000.0,85713000000.0,,6508000000.0,,,2192307692.0,681000000.0,,7520000000.0,,,,,,22128000000.0,,-285000000.0,,,8219000000.0,-285000000.0,195000000.0,,,,,,2206000000.0,,,,-285000000.0,,-300000000.0,,,0.0,-578000000.0,-308000000.0,,,,,,,1388000000.0,,5127000000.0,,,5127000000.0,305000000.0,,,17401000000.0,,,0.0,,58494000000.0,965000000.0,,-0.13,,,,,,,24939000000.0,,,,,,,,,,,,,,,,,,,
43,741398400,,,,,,,6403000000.0,,,,,,,,35000000.0,,,483000000.0,,,,,,1091000000.0,0.0,7047000000.0,19397000000.0,,,15881000000.0,,,,-390000000.0,2277903683.0,,,,19812000000.0,,,,,14808000000.0,,,,,-962000000.0,,19515000000.0,,,,,,,-7761000000.0,,,442000000.0,,,,,,-3.53,,-8834000000.0,,,,,10135000000.0,,70000000.0,,,-8998000000.0,,,37794000000.0,52020000000.0,,40865000000.0,,,15519000000.0,,,,29000000.0,-32505000000.0,-869000000.0,2145000000.0,14563000000.0,,,,,,1243000000.0,,,,,,45276000000.0,86141000000.0,,8472000000.0,,,2277903683.0,907000000.0,,11840000000.0,,,,,,28535000000.0,,-8036000000.0,,,8261000000.0,-8036000000.0,158000000.0,,,,,,2132000000.0,,,,-8041000000.0,,-1278000000.0,,,0.0,-502000000.0,-308000000.0,,,,,,,1073000000.0,,6034000000.0,,,6034000000.0,322000000.0,,,17154000000.0,,,0.0,,66329000000.0,-840000000.0,,-3.53,,,,,,,25761000000.0,,,,,,,,,,,,,,,,,,,
44,749347200,,,,,,,6176000000.0,,,,,,,,50000000.0,,,401000000.0,,,,,,1091000000.0,0.0,6815000000.0,17698000000.0,,,6844000000.0,,,,-361000000.0,2333333333.0,,,,20103000000.0,,,,,5631000000.0,,,,,34000000.0,,18773000000.0,,,,,,,1184000000.0,,,440000000.0,,0.0,,,,-0.03,,-29000000.0,,,,,9906000000.0,,416000000.0,,,-14000000.0,,,34799000000.0,51516000000.0,,40252000000.0,,,14743000000.0,,,,958000000.0,-32743000000.0,-392000000.0,-600000000.0,15387000000.0,,,,,,947000000.0,,,,,,43965000000.0,84217000000.0,,7928000000.0,,,2333333333.0,-700000000.0,,11864000000.0,,,,,,29315000000.0,,-48000000.0,,,8657000000.0,-48000000.0,361000000.0,,,,,,2064000000.0,,,,-70000000.0,,-864000000.0,,,0.0,-512000000.0,-142000000.0,,,,,,,1213000000.0,,5334000000.0,,,5334000000.0,346000000.0,,,16154000000.0,,,0.0,,64114000000.0,566000000.0,,-0.03,,,,,,,25192000000.0,,,,,,,,,,,,,,,,,,,
