,quarterlyAccumulatedDepreciation,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualInventory,annualCashFlowFromContinuingFinancingActivities,annualBasicAverageShares,annualCurrentLiabilities,annualChangeInInventory,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualNetPPE,trailingRepaymentOfDebt,quarterlyNetPPE,quarterlyOtherNonCurrentAssets,quarterlyCapitalStock,annualOtherNonCashItems,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDebt,annualIncomeTaxPayable,annualBasicEPS,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,annualInterestExpense,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingBeginningCashPosition,annualPurchaseOfInvestment,annualPretaxIncome,trailingInvestingCashFlow,trailingInterestExpense,quarterlyIncomeTaxPayable,annualInvestingCashFlow,quarterlyGrossPPE,trailingNetIncome,annualGrossPPE,trailingChangeInCashSupplementalAsReported,annualDilutedAverageShares,annualNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingPurchaseOfInvestment,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualAccumulatedDepreciation,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,trailingGrossProfit,annualCapitalExpenditure,annualDilutedEPS,annualGoodwill,annualTotalRevenue,annualCapitalStock,trailingTotalRevenue,trailingCostOfRevenue,annualCurrentDeferredRevenue,annualCurrentDebt,annualEndCashPosition,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,trailingEndCashPosition,annualChangeInAccountPayable,annualTaxProvision,trailingTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,quarterlyRetainedEarnings,annualNetIncomeContinuousOperations,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualFreeCashFlow,trailingOperatingIncome,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualCostOfRevenue,annualBeginningCashPosition,annualLongTermDebt,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyLongTermDebt,annualCashDividendsPaid,trailingPretaxIncome,annualSellingGeneralAndAdministration,annualTotalAssets,annualOtherNonCurrentAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,annualEbitda,quarterlyStockholdersEquity,trailingNetOtherInvestingChanges,annualSaleOfInvestment,trailingNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyGoodwill,trailingSaleOfInvestment,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualCurrentAccruedExpenses,annualRetainedEarnings,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyInventory,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,annualStockBasedCompensation,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,quarterlyChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,annualRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1230681600,,,,,115851000.0,798226000.0,,1176000000.0,297027000.0,,541230000.0,263290000.0,,500160000.0,447217000.0,,,,,,1984000.0,,,0.136667,,,,,,,,,197248000.0,,,,63221000.0,,,,,1176000000.0,11266000.0,,,,,,,,,,-15000000.0,,,0.0,1287000.0,101047000.0,,-20398000.0,0.136667,,1211455000.0,196000000.0,,,,15000000.0,258094000.0,13250000.0,222766000.0,,,30509000.0,,,,,0.0,,198890000.0,,166739000.0,,310277000.0,263290000.0,79100000.0,,,,342340000.0,95453000.0,,160528000.0,,,670225000.0,161800000.0,,1295022000.0,,,-79312000.0,,342340000.0,1795182000.0,1548000.0,,1360392000.0,198890000.0,,,,,,,160528000.0,,,48755000.0,,,,,0.0,,,,213440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,-298644000.0,360669000.0,5483000.0,409020000.0,231293000.0,827643000.0,,1176000000.0,282849000.0,-37203000.0,611776000.0,409020000.0,,461597000.0,409470000.0,,409470000.0,839000.0,196000000.0,-5552000.0,5483000.0,15000000.0,,0.146667,47537000.0,0.0,,774000.0,15383000.0,,,-48351000.0,220191000.0,,,,-49229000.0,708114000.0,,708114000.0,,1176000000.0,10610000.0,,10610000.0,187449000.0,,,,-32301000.0,,48351000.0,-15000000.0,,-298644000.0,15383000.0,-79167000.0,102897000.0,,-10812000.0,0.146667,,1307897000.0,196000000.0,,,,15000000.0,360669000.0,16093000.0,187449000.0,,,36268000.0,,1427385000.0,282849000.0,,0.0,16093000.0,216701000.0,,183923000.0,,298942000.0,360669000.0,0.0,461597000.0,,,395075000.0,220481000.0,,173027000.0,298942000.0,1888982000.0,696121000.0,258094000.0,,1427385000.0,0.0,,,,395075000.0,1888982000.0,839000.0,0.0,1455573000.0,268038000.0,1455573000.0,,5196000.0,,47073000.0,,173027000.0,,,47537000.0,,,,48351000.0,,,,,,827643000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,454483000.0,5432000.0,560483000.0,,,,,,,,,,,,,391995000.0,1064000.0,196000000.0,,,15000000.0,,,46909000.0,,,,0.0,,,,,,,,,,,,,,,,10492000.0,190198000.0,,,,,,106000000.0,,,,,,,,,,,,,,,,,,,,,,,,1641441000.0,434352000.0,,,15924000.0,,,,,,,,444676000.0,,,,,,,450276000.0,2086117000.0,,,,,0.0,,,,,,,0.0,,,1496201000.0,,,,,,,,,,192148000.0,,,,,,,,,837341000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-351261000.0,441108000.0,5251000.0,441108000.0,266837000.0,957134000.0,-73682000.0,1176000000.0,408367000.0,-132089000.0,761856000.0,441108000.0,-388000.0,476040000.0,387982000.0,,387982000.0,531000.0,196000000.0,-6543000.0,5251000.0,15000000.0,,0.168333,45841000.0,0.0,-39239000.0,721000.0,0.0,3281000.0,,,267222000.0,,,,-132684000.0,739243000.0,,739243000.0,,1176000000.0,25037000.0,,25037000.0,212463000.0,,876937000.0,,-1532000.0,,,-15000000.0,,-351261000.0,0.0,24225000.0,60471000.0,,-57150000.0,0.168333,,1578914000.0,196000000.0,,,48999000.0,15000000.0,441108000.0,30288000.0,212463000.0,,36193000.0,42132000.0,,1699132000.0,408367000.0,,96529000.0,30288000.0,262677000.0,,225090000.0,2892000.0,438655000.0,441108000.0,-43012000.0,476040000.0,,876937000.0,499179000.0,209687000.0,,198342000.0,438655000.0,2175172000.0,817058000.0,379926000.0,,1699132000.0,0.0,,-94395000.0,,499179000.0,2175172000.0,531000.0,96529000.0,1559017000.0,310369000.0,1559017000.0,,,,42426000.0,97390000.0,198342000.0,,,45841000.0,155229000.0,97390000.0,,,,48999000.0,2892000.0,,155229000.0,957134000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,753381000.0,5149000.0,753381000.0,,,,,,,,,,,,,407169000.0,375000.0,588000000.0,,,45000000.0,,,69405000.0,,,,0.0,,,,,,,,,,,,,,,,41400000.0,221703000.0,,462848000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021813000.0,645203000.0,,,46549000.0,,581366000.0,,,,,,491678000.0,,,,,,,691752000.0,2513491000.0,,,,,0.0,,,,,,,20108000.0,,,1632214000.0,,,,,225133000.0,,,,,159928000.0,,,,,98530000.0,2165000.0,,,1025050000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,-396715000.0,671695000.0,5139000.0,671695000.0,255830000.0,1328034000.0,4054000.0,1176000000.0,821485000.0,-373365000.0,937492000.0,671695000.0,-19296000.0,598968000.0,434341000.0,,434341000.0,293000.0,588000000.0,18069000.0,5139000.0,125000000.0,19804000.0,0.215,143879000.0,0.0,16855000.0,4281000.0,0.0,18051000.0,,-9407000.0,335897000.0,,,19804000.0,-26602000.0,831056000.0,,831056000.0,,1176000000.0,52185000.0,,52185000.0,466483000.0,,376613000.0,,-96083000.0,,,-15000000.0,,-396715000.0,0.0,-12259000.0,233282000.0,,-167343000.0,0.215,,1936418000.0,588000000.0,,,86194000.0,125000000.0,671695000.0,57324000.0,466483000.0,,244554000.0,54444000.0,,2218911000.0,821485000.0,,9407000.0,57324000.0,350412000.0,754275000.0,281453000.0,1554000.0,878809000.0,671695000.0,25993000.0,598968000.0,,376613000.0,587080000.0,88487000.0,,254687000.0,878809000.0,2817879000.0,998926000.0,441108000.0,,2218911000.0,0.0,,-94080000.0,,587080000.0,2817879000.0,293000.0,9407000.0,1718888000.0,379200000.0,1718888000.0,,96529000.0,,39022000.0,83338000.0,254687000.0,,,143879000.0,142857000.0,83338000.0,754275000.0,,2478000.0,86194000.0,1554000.0,,142857000.0,1328034000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,801559000.0,4746000.0,801559000.0,,,,,,,,,,,,,471092000.0,1620000.0,588000000.0,,,125000000.0,,,142266000.0,,,,0.0,,,,,,,,,,,,,,,,54914000.0,486894000.0,,488852000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2517803000.0,1026755000.0,,,59660000.0,,742913000.0,,,,,,635662000.0,,,,,,,1086415000.0,3153465000.0,,,,,0.0,,,,,,,8460000.0,,,1819765000.0,,,,,209824000.0,,,,,269037000.0,,,,,133316000.0,1112000.0,,,1356374000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-426999000.0,844034000.0,3241000.0,852796000.0,401648000.0,1402588000.0,,1176000000.0,887218000.0,-68252000.0,1244622000.0,852796000.0,,683815000.0,659208000.0,,659208000.0,2112000.0,588000000.0,3732000.0,3241000.0,128678000.0,,0.28,140961000.0,0.0,,7953000.0,0.0,,,-8762000.0,481078000.0,,,,-110023000.0,1086207000.0,,1086207000.0,,1176000000.0,54238000.0,,54238000.0,384154000.0,,,,-30772000.0,,8762000.0,-125000000.0,,-426999000.0,0.0,3200000.0,171409000.0,,-121169000.0,0.28,,2447132000.0,588000000.0,,,,128678000.0,844034000.0,57479000.0,384154000.0,,,81547000.0,,2485131000.0,887218000.0,,8762000.0,57479000.0,490012000.0,,399531000.0,,944697000.0,844034000.0,1268000.0,683815000.0,,,754610000.0,280479000.0,,330171000.0,944697000.0,3168946000.0,1202510000.0,671695000.0,,2485131000.0,0.0,,-111720000.0,,754610000.0,3168946000.0,2112000.0,8762000.0,1936038000.0,532432000.0,1936038000.0,,9407000.0,,43401000.0,,330171000.0,,,140961000.0,150399000.0,,,8762000.0,3200000.0,,,,150399000.0,1402588000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,1502825000.0,5031000.0,1508811000.0,,,,,,,,,,,,,758603000.0,2134000.0,588000000.0,,,125000000.0,,,139600000.0,,,,413922000.0,,,,,,,,,758603000.0,,,,,,,53411000.0,387331000.0,,,,,,5986000.0,,,,,,,,,,,,,,,,,,,,,,,,3317849000.0,1109170000.0,,,98272000.0,,835477000.0,,,,,,794263000.0,,,,,,,1207442000.0,4112112000.0,,,,,53411000.0,39830000.0,,,,,,5986000.0,,,2183372000.0,,,,,,,,,,434262000.0,,,,,,,,,1296286000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,-447241000.0,1967919000.0,3340000.0,2366909000.0,375451000.0,1511016000.0,,1209302000.0,1021358000.0,-87453000.0,1441294000.0,2366909000.0,,835854000.0,793723000.0,,793723000.0,2273000.0,640392000.0,-16831000.0,3340000.0,155000000.0,,0.325,125425000.0,0.0,-1791000.0,10122000.0,0.0,,,-398399000.0,595111000.0,,,,-573202000.0,1240964000.0,,1240964000.0,,1209302000.0,75567000.0,,75567000.0,360744000.0,,,,-163311000.0,,398990000.0,-225000000.0,,-447241000.0,0.0,28226000.0,1160996000.0,,-199718000.0,0.325,,2910749000.0,640392000.0,,,,155000000.0,1967919000.0,118217000.0,360744000.0,,,91948000.0,,4312338000.0,1021358000.0,,398990000.0,118217000.0,614914000.0,,503163000.0,,1139575000.0,1967919000.0,-364000.0,835854000.0,,,826380000.0,175733000.0,,390093000.0,1139575000.0,5148192000.0,1469455000.0,835183000.0,39310000.0,4312338000.0,0.0,39310000.0,-147000000.0,,826380000.0,5148192000.0,2273000.0,398990000.0,3257277000.0,652646000.0,3257277000.0,,5977000.0,,47413000.0,,390093000.0,,,125425000.0,244807000.0,,,398990000.0,1515628000.0,,,,244807000.0,1511016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,1971877000.0,2682000.0,2379025000.0,,,,,,,,,,,,,862756000.0,2858000.0,640392000.0,,,150000000.0,,,136024000.0,,,,0.0,,,,,,,,,862756000.0,,,,,,,73923000.0,450880000.0,,,,,,407148000.0,,,,,,,,,,,,,,,,,,,,,,,,4779502000.0,1406653000.0,,,76605000.0,,1188349000.0,,,,,,925007000.0,,,,,,,1483258000.0,5704509000.0,,,,,0.0,0.0,,,,,,407148000.0,,,3404921000.0,,,,,,,,,,638280000.0,,,,,,,,,1546762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,-490576000.0,1774389000.0,4264000.0,2150589000.0,333875000.0,1749835000.0,,1280784000.0,1017724000.0,-244267000.0,1615201000.0,2150589000.0,,1099817000.0,1036934000.0,,1036934000.0,1951000.0,1280784000.0,-33479000.0,4264000.0,100000000.0,,0.36,146523000.0,0.0,0.0,3591000.0,0.0,,,-410806000.0,740600000.0,,,,-253176000.0,1527510000.0,,1527510000.0,,1280784000.0,74053000.0,,74053000.0,421924000.0,,,,-308013000.0,,376200000.0,-204310000.0,,-490576000.0,0.0,18096000.0,-195772000.0,,-277017000.0,0.36,,3341166000.0,1280784000.0,,,,100000000.0,1774389000.0,78317000.0,421924000.0,,,124242000.0,,4432378000.0,1017724000.0,,376200000.0,78317000.0,711616000.0,1304799000.0,616358000.0,,1096041000.0,1774389000.0,5300000.0,1099817000.0,,,903585000.0,56858000.0,,462187000.0,1096041000.0,5532195000.0,1725965000.0,1967919000.0,0.0,4432378000.0,0.0,0.0,-160098000.0,,903585000.0,5532195000.0,1951000.0,376200000.0,3549588000.0,804731000.0,3549588000.0,,398990000.0,,60540000.0,,462187000.0,,,146523000.0,290488000.0,,1304799000.0,376200000.0,0.0,,,,290488000.0,1749835000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,1837256000.0,4663000.0,2370924000.0,,,,,,,,,,,,,1052174000.0,14039000.0,1280784000.0,,,162000000.0,,,144934000.0,,,,0.0,,,,,,,,,1052174000.0,,,,,,,78308000.0,427532000.0,,,,,,533668000.0,,,,,,,,,,,,,,,,,,,,,,,,5001736000.0,1341325000.0,,,86376000.0,,1486297000.0,,,,,,1171496000.0,,,,,,,1427701000.0,6173232000.0,,,,,0.0,3405000.0,,,,,,533668000.0,,,3746852000.0,,,,,,,38972000.0,,,708977000.0,,,,,,,,,1715108000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-558884000.0,1534984000.0,7267000.0,2259245000.0,301199000.0,1958202000.0,,1280784000.0,936227000.0,-196638000.0,1991273000.0,2259245000.0,,1341816000.0,1204856000.0,,1204856000.0,0.0,1280784000.0,-27512000.0,7267000.0,181500000.0,,0.42,16733000.0,0.0,3203000.0,2627000.0,0.0,,,-734261000.0,898830000.0,,,,-475102000.0,1763740000.0,,1763740000.0,,1280784000.0,86254000.0,,86254000.0,372067000.0,,,,-519638000.0,,724261000.0,-122000000.0,,-558884000.0,0.0,19240000.0,-307323000.0,,-176941000.0,0.42,44535000.0,3987124000.0,1280784000.0,,,,181500000.0,1534984000.0,93991000.0,372067000.0,,,156800000.0,,4840437000.0,936227000.0,,724261000.0,93991000.0,880967000.0,1621066000.0,742030000.0,,1030218000.0,1534984000.0,8418000.0,1341816000.0,,,1110306000.0,124258000.0,,540481000.0,1030218000.0,6182253000.0,1995851000.0,1774389000.0,470000.0,4840437000.0,0.0,470000.0,-179310000.0,,1110306000.0,6182253000.0,0.0,724261000.0,3958301000.0,975655000.0,3958301000.0,,401200000.0,,74198000.0,,540481000.0,44535000.0,,16733000.0,283296000.0,,1621066000.0,724261000.0,17078000.0,,,,283296000.0,1958202000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,1927796000.0,6741000.0,2488650000.0,,,,,,,,,,,,,1301258000.0,0.0,1280784000.0,,,204000000.0,,,212488000.0,,,,0.0,,,,,,,,,1301258000.0,,,,,,,87620000.0,506907000.0,,,,,,560854000.0,,,,,,,,,,,,,,,,,,,,,,,,5604614000.0,1441622000.0,,,94853000.0,,1858798000.0,,,,,,1449734000.0,,,,,,,1536475000.0,7054348000.0,,,,,0.0,492000.0,,,,,,560854000.0,,,4207543000.0,,,,,,,,,,395336000.0,,,,,,,,,1905561000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-625944000.0,2332110000.0,5321000.0,3187908000.0,410005000.0,2206330000.0,,1280784000.0,1300256000.0,-267171000.0,2365984000.0,3187908000.0,,1712036000.0,1517271000.0,,1517271000.0,0.0,1280784000.0,-26753000.0,5321000.0,211000000.0,,0.47,35447000.0,0.0,-22200000.0,11098000.0,0.0,,,-1225976000.0,1023505000.0,,,,-440646000.0,2143215000.0,,2143215000.0,,1280784000.0,75932000.0,,75932000.0,597129000.0,,,,-488321000.0,,855798000.0,-181500000.0,,-625944000.0,0.0,40452000.0,680817000.0,,-436205000.0,0.47,47338000.0,4665295000.0,1280784000.0,,,,211000000.0,2332110000.0,998802000.0,597129000.0,,,172516000.0,,6472130000.0,1300256000.0,,855798000.0,998802000.0,1007243000.0,1976512000.0,850989000.0,,2299058000.0,2332110000.0,-23556000.0,1712036000.0,,,1358741000.0,-26200000.0,,595654000.0,2299058000.0,8184166000.0,2299311000.0,1548130000.0,917549000.0,6472130000.0,0.0,917549000.0,-192118000.0,,1358741000.0,8184166000.0,0.0,855798000.0,4403184000.0,1114013000.0,4403184000.0,,1134261000.0,,79410000.0,,595654000.0,47338000.0,,35447000.0,307597000.0,,1976512000.0,855798000.0,,,,,307597000.0,2206330000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,2135112000.0,4718000.0,3209151000.0,,,,,,,,,,,,,1656091000.0,0.0,1280784000.0,,,207300000.0,,,220120000.0,,,,0.0,,,,,,,,,1656091000.0,,,,,,,95914000.0,751672000.0,,,,,,1074039000.0,,,,,,,,,,,,,,,,,,,,,,,,7063089000.0,1790903000.0,,,1018412000.0,,2187459000.0,,,,,,1869623000.0,,,,,,,2809315000.0,8932712000.0,,,,,0.0,917780000.0,,,,,,1074039000.0,,,4593897000.0,,,,,,,,,,447515000.0,,,,,,,,,2267083000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-681591000.0,2023561000.0,5302000.0,3071989000.0,679807000.0,2302890000.0,,1280784000.0,1401546000.0,-126673000.0,2525542000.0,3071989000.0,,2032281000.0,1826490000.0,,1826490000.0,,1280784000.0,1548000.0,5302000.0,209800000.0,,0.52,31027000.0,,0.0,21685000.0,,,,-418685000.0,1166224000.0,,,,-602322000.0,2508081000.0,,2508081000.0,,1280784000.0,93787000.0,,93787000.0,698415000.0,,,,-391639000.0,,1048428000.0,-211000000.0,,-681591000.0,,43491000.0,-191283000.0,,-425075000.0,0.52,44442000.0,5025183000.0,1280784000.0,,,,209800000.0,2023561000.0,1014569000.0,698415000.0,,,196332000.0,,6843376000.0,1401546000.0,,,1014569000.0,1167863000.0,,969892000.0,,2416115000.0,2023561000.0,-1922000.0,2032281000.0,,,1357679000.0,254732000.0,,666666000.0,2416115000.0,8875657000.0,2499641000.0,2332110000.0,915480000.0,6843376000.0,,915480000.0,-204925000.0,,1357679000.0,8875657000.0,,,4816620000.0,1273398000.0,4816620000.0,,222000000.0,,85489000.0,,666666000.0,44442000.0,,31027000.0,462824000.0,,,1048428000.0,,,,,462824000.0,2302890000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,1793176000.0,5459000.0,3722016000.0,,,,,,,,,,,,,1978965000.0,,1280784000.0,,,170070000.0,,,,,,,,,,,,,,,,1978965000.0,,,,,,,94245000.0,705373000.0,,,,,,1928840000.0,,,,,,,,,,,,,,,,,,,,,,,,7426512000.0,1796030000.0,,,1013349000.0,,,,,,,,2157642000.0,,,,,,,2809379000.0,9584154000.0,,,,,,913645000.0,,,,,,,,,5039075000.0,,,,,,,,,,705421000.0,,,,,,,,,2412122000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-730569000.0,1904036000.0,5679000.0,3666261000.0,985236000.0,2361161000.0,,1280784000.0,1492327000.0,-95654000.0,2427979000.0,3666261000.0,,2378188000.0,2193553000.0,,2193553000.0,,1280784000.0,-20672000.0,5679000.0,200146000.0,,0.53,27556000.0,,,14964000.0,,,,-705879000.0,1207070000.0,,,,-880473000.0,2924122000.0,,2924122000.0,,1280784000.0,83680000.0,,83680000.0,665038000.0,,,,-98436000.0,,1762225000.0,-210242000.0,,-730569000.0,,25229000.0,-206232000.0,,-372590000.0,0.53,46434000.0,5059638000.0,1280784000.0,,,,200146000.0,1904036000.0,1000690000.0,665038000.0,,,201217000.0,,7391678000.0,1492327000.0,,,1000690000.0,1197080000.0,,1005853000.0,,2493017000.0,1904036000.0,15507000.0,2378188000.0,,,1230899000.0,612646000.0,,677815000.0,2493017000.0,9769866000.0,2631659000.0,2023561000.0,911331000.0,7391678000.0,,911331000.0,-217733000.0,,1230899000.0,9769866000.0,,,5316652000.0,1310468000.0,5316652000.0,,152800000.0,,88434000.0,,677815000.0,46434000.0,,27556000.0,462030000.0,,,1762225000.0,,,,,462030000.0,2361161000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,1864583000.0,5613000.0,3808031000.0,,,,,,,,,,,,-172975000.0,2418481000.0,,1280784000.0,,,68195000.0,,,,,,,,,1793176000.0,,,-780840000.0,15949000.0,,,2418481000.0,627993000.0,,-13011000.0,,,-391068000.0,81054000.0,621049000.0,1082317000.0,,-616493000.0,,982421000.0,1943448000.0,,67497000.0,,,,,2244534000.0,,,,,,4730845000.0,2486311000.0,,,,,,1780165000.0,,,195775000.0,7587673000.0,1601272000.0,796263000.0,,1064137000.0,,,,,,,,2638138000.0,1082317000.0,,,,1162217000.0,,2665409000.0,10225811000.0,,,,,,908924000.0,,1178196000.0,,,,,,,5474140000.0,-6541000.0,,627993000.0,,,,,200230000.0,,744119000.0,,,,,,,1187331000.0,,2286789000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
