date,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,annualEbitda,annualBasicEPS,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualRepaymentOfDebt,annualGrossPPE,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualBasicAverageShares,annualInterestExpense,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,trailingGrossProfit,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingInterestExpense,annualOtherIncomeExpense,trailingRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,annualAccumulatedDepreciation,trailingTaxProvision,annualInventory,annualOperatingExpense,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualCurrentDebt,annualCostOfRevenue,quarterlyDilutedEPS,annualBeginningCashPosition,quarterlyOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingSellingGeneralAndAdministration,annualGrossProfit,quarterlyRetainedEarnings,quarterlyNetPPE,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualChangeInInventory,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,trailingOperatingExpense,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyCurrentLiabilities,trailingCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyTotalAssets,annualCommonStockIssuance,annualFreeCashFlow,annualGoodwill,annualOtherShortTermInvestments,quarterlyAccountsReceivable,annualPretaxIncome,annualNetIncome,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualOtherCurrentAssets,trailingOperatingIncome,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyLongTermDebt,annualTotalRevenue,trailingCommonStockIssuance,annualInvestingCashFlow,annualAccountsPayable,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,annualTotalAssets,trailingSaleOfInvestment,annualTaxProvision,trailingPurchaseOfInvestment,annualOperatingIncome,annualEndCashPosition,annualLongTermDebt,annualStockholdersEquity,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualDepreciationAndAmortization,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,annualDilutedAverageShares,annualCashAndCashEquivalents,annualCurrentLiabilities,quarterlyCurrentDebt,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyInventory,quarterlyTotalLiabilitiesNetMinorityInterest,trailingEndCashPosition,quarterlyInvestmentsAndAdvances,annualInvestmentsAndAdvances,annualDilutedEPS,annualOperatingCashFlow,annualCurrentAssets,annualNetPPE,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyFreeCashFlow,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,quarterlyOperatingCashFlow,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,trailingCashDividendsPaid,quarterlyInvestingCashFlow,trailingNetOtherFinancingCharges,quarterlyRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,quarterlyOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyCostOfRevenue,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualDeferredIncomeTax,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingChangeInWorkingCapital,trailingChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyCashDividendsPaid,quarterlyTotalRevenue,quarterlyNetIncome,quarterlyTaxProvision,quarterlyChangeInInventory,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyEbitda,quarterlyResearchAndDevelopment,quarterlyCurrentAccruedExpenses,quarterlyBasicAverageShares,quarterlyBeginningCashPosition,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualResearchAndDevelopment,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,quarterlyGrossProfit,trailingBasicAverageShares,quarterlyDepreciationAndAmortization,quarterlyRepaymentOfDebt,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingResearchAndDevelopment,quarterlyNetOtherInvestingChanges,trailingOtherNonCashItems,quarterlyDilutedAverageShares
,,,,,377102000.0,,,,,,9097971000.0,,97623000.0,,,,,935622000.0,935622000.0,100676000.0,,,,,,,1683547000.0,,,,876000.0,2105177000.0,,,,,,,,,,,,,0.0,,0.0,,,,226261000.0,11089350000.0,,,,,4352551000.0,,,,,,3387582000.0,,,,,,,,15810670000.0,,,,,2168355000.0,,,11458119000.0,,,,,,3133953000.0,,,,,,70614000.0,,,,,,,,,,3305243000.0,,0.0,610000.0,,,,1187811000.0,,,1245259000.0,6692825000.0,,55091000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,192862000.0,2072889000.0,0.3172,378555000.0,,0.0,1188142000.0,-1150485000.0,14035039000.0,9941899000.0,42324000.0,29598000.0,29598000.0,3745763000.0,71265000.0,378555000.0,703490000.0,703490000.0,101925000.0,,,-1435274000.0,,12012275000.0,1196584000.0,,,,,68065000.0,604815000.0,57302000.0,-5611000.0,1188787000.0,,-2531980000.0,,1204319000.0,1078652000.0,0.0,40951000.0,1769974000.0,7310056000.0,,632792000.0,0.0,-2531980000.0,,2475153000.0,3951214000.0,11503059000.0,101925000.0,,69229000.0,6119018000.0,4052816000.0,,14035039000.0,,,,3328653000.0,,,882000.0,-381107000.0,55877000.0,56674000.0,3951214000.0,16065091000.0,420940000.0,-44537000.0,55877000.0,882000.0,1130227000.0,1397533000.0,1188142000.0,12012275000.0,-406664000.0,68065000.0,,,1130227000.0,2495578000.0,9785209000.0,,-1303564000.0,604815000.0,,192862000.0,16065091000.0,,208746000.0,,1396501000.0,680090000.0,2495578000.0,9941899000.0,,2790365000.0,604091000.0,,0.0,3849077000.0,703490000.0,3328653000.0,1769974000.0,,41700000.0,1204319000.0,6119018000.0,,,,0.314,1390737000.0,4052816000.0,11503059000.0,0.0,2790365000.0,,703490000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,378295000.0,,,,,,10722497000.0,,83897000.0,,,,,898177000.0,879850000.0,101902000.0,,,,,,,,,,,789000.0,747394000.0,,,,,,,,,,,,,0.0,,1217538000.0,,,,4609330000.0,12437709000.0,,,,,4604511000.0,,12437709000.0,,,,3989192000.0,,,18327000.0,,,,,18123671000.0,,,,,1147557000.0,,,13519160000.0,,,,,,3129965000.0,,,,,,176560000.0,,,,,,,,,,3408427000.0,,0.0,385645000.0,,,,3059880000.0,,,1195653000.0,7397619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,179789000.0,4423735000.0,0.9191,392137000.0,,0.0,3521938000.0,-1661788000.0,15030969000.0,12207789000.0,361105000.0,26419000.0,26419000.0,3832349000.0,82651000.0,392137000.0,1042429000.0,1042429000.0,159508000.0,,,-2873804000.0,,15114268000.0,1250872000.0,,,,,0.0,773491000.0,59702000.0,-5638000.0,3245346000.0,,-3182077000.0,,1231900000.0,929534000.0,-13000000.0,25249000.0,3085989000.0,6799045000.0,,680090000.0,0.0,-3182077000.0,,3137031000.0,5107760000.0,11848892000.0,159508000.0,,-113738000.0,7442198000.0,4536859000.0,,15030969000.0,,,,4078649000.0,,,789000.0,-273216000.0,55877000.0,-240525000.0,5107760000.0,19651127000.0,916368000.0,-161739000.0,55877000.0,789000.0,864525000.0,3626503000.0,3521938000.0,15114268000.0,-834457000.0,0.0,,-35229000.0,864525000.0,3024252000.0,9936076000.0,,-3121359000.0,773491000.0,,179789000.0,19651127000.0,,381157000.0,,2207497000.0,1042429000.0,3024252000.0,12207789000.0,,3363549000.0,714581000.0,,0.0,3988225000.0,1042429000.0,4078649000.0,3085989000.0,,198104000.0,1231900000.0,7442198000.0,,,,0.891,2712065000.0,4536859000.0,11848892000.0,0.0,3363549000.0,,1042429000.0,-135232000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,392161000.0,,,,,,12424509000.0,,80361000.0,,,,,894692000.0,894692000.0,159518000.0,,,,,,,,,,,792000.0,804086000.0,,,,,,,,,,,,,0.0,,1518935000.0,,,,5869366000.0,12040707000.0,,,,,4797645000.0,,12040707000.0,,,,5138130000.0,,,,,,,,20494353000.0,,,,,1082920000.0,,,15696708000.0,,,,,,2622768000.0,,,,,,147557000.0,,,,,,,,,,2929843000.0,,0.0,709336000.0,,,,4096116000.0,,,1530602000.0,8067973000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,147557000.0,2328367000.0,0.3478,392161000.0,,0.0,1363680000.0,-2306328000.0,15830537000.0,12333283000.0,-194743000.0,22780000.0,22780000.0,3921361000.0,90898000.0,392161000.0,831169000.0,831169000.0,159484000.0,,,-1714735000.0,,16229288000.0,1637988000.0,,,,,0.0,1978190000.0,38067000.0,-25312000.0,1364923000.0,,-3249761000.0,,1478219000.0,1467860000.0,0.0,24874000.0,2529161000.0,8127635000.0,,1042429000.0,0.0,-3249761000.0,,2733447000.0,6392830000.0,12580776000.0,159484000.0,,-215269000.0,8698835000.0,4804876000.0,,15830537000.0,,,,4801037000.0,,,792000.0,-202069000.0,55877000.0,-3000.0,6392830000.0,21034164000.0,5277000.0,-259739000.0,55877000.0,792000.0,2486987000.0,1593376000.0,1363680000.0,16229288000.0,-902092000.0,0.0,,-44000000.0,2486987000.0,3483463000.0,10861082000.0,,-1577650000.0,1978190000.0,,147557000.0,21034164000.0,,228453000.0,,1265587000.0,831169000.0,3483463000.0,12333283000.0,,3897798000.0,644093000.0,,0.0,3921361000.0,831169000.0,4801037000.0,2529161000.0,,0.0,1478219000.0,8698835000.0,,,,0.3457,1454996000.0,4804876000.0,12580776000.0,0.0,3897798000.0,,831169000.0,-8467000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,392183000.0,,,,,,13016706000.0,,76953000.0,,,,,1190093000.0,1190093000.0,159450000.0,,,,,,,,,,,1419000.0,2399141000.0,,,,,,,,,,,,,0.0,,2399141000.0,,,,7369800000.0,13775972000.0,,,,,5305340000.0,,13775972000.0,,,,5215050000.0,,,,,,,,22355155000.0,,,,,2581304000.0,,,17049815000.0,,,,,,3727091000.0,,,,,,140179000.0,,,,,,,,,,4120013000.0,,0.0,0.0,,,,2479118000.0,,,1509709000.0,9335063000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0,3264913000.0,0.5388,392183000.0,,0.0,2113143000.0,-2545456000.0,16935228000.0,12718466000.0,491743000.0,19083000.0,19083000.0,3921753000.0,90210000.0,392183000.0,1382591000.0,1298255000.0,159407000.0,,,-1914107000.0,,16426155000.0,1614540000.0,,,,,464706000.0,2112465000.0,50230000.0,-2124000.0,2113599000.0,,-3758144000.0,,1222659000.0,1410693000.0,0.0,24100000.0,2514015000.0,8327570000.0,,831169000.0,0.0,-3758144000.0,,3132693000.0,8440549000.0,13177084000.0,159407000.0,,241402000.0,8695946000.0,4995498000.0,,16935228000.0,,,,4959182000.0,,,84336000.0,374548000.0,55877000.0,-627000.0,8440549000.0,21421653000.0,595000.0,722498000.0,55877000.0,84336000.0,2381252000.0,2379625000.0,2113143000.0,16426155000.0,-607870000.0,464706000.0,,-716000.0,2381252000.0,3514253000.0,11460263000.0,,-1520064000.0,2112465000.0,,0.0,21421653000.0,,266026000.0,,1722000000.0,1298255000.0,3514253000.0,12718466000.0,,3736764000.0,795078000.0,,0.0,4030525000.0,1298255000.0,4959182000.0,2514015000.0,,17627000.0,1222659000.0,8695946000.0,,,,0.5311,2636605000.0,4995498000.0,13177084000.0,0.0,3736764000.0,,1382591000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,388090000.0,,,,,,13032656000.0,,73282000.0,,,,,2155276000.0,2090217000.0,159432000.0,,,,,,,,,,,0.0,2862413000.0,,,,,,,,,,,,,0.0,,-90000.0,,,,9803977000.0,13125734000.0,,,,,6051111000.0,,13125734000.0,,,,6443484000.0,,,65059000.0,,,,,23303546000.0,,,,,2477585000.0,,,17252435000.0,,,,,,3625893000.0,,,,,,0.0,,,,,,,,,,3819133000.0,,0.0,0.0,,,,3184725000.0,,,1414534000.0,10262617000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.0,4777950000.0,0.8278,389177000.0,,0.0,3213428000.0,-3505604000.0,17295727000.0,13180931000.0,1509972000.0,15826000.0,15826000.0,3881944000.0,127663000.0,389177000.0,2801023000.0,2763072000.0,218125000.0,,,-1756459000.0,,17485798000.0,1822394000.0,,,,,1620659000.0,2296932000.0,76837000.0,-674626000.0,3216163000.0,,-4344070000.0,,1320513000.0,1488433000.0,56200000.0,32231000.0,3165365000.0,8189150000.0,,1298255000.0,0.0,-4344070000.0,,4659250000.0,11462103000.0,12951657000.0,218125000.0,,-83825000.0,10775431000.0,6536523000.0,,17295727000.0,,,,6000233000.0,,,37951000.0,-217733000.0,55877000.0,-85895000.0,11462103000.0,24022321000.0,142317000.0,1808502000.0,55877000.0,37951000.0,2376953000.0,3823451000.0,3213428000.0,17485798000.0,-1320612000.0,1620659000.0,,0.0,2376953000.0,4509073000.0,12848400000.0,,-2279732000.0,2296932000.0,,0.0,24022321000.0,,607288000.0,,3170817000.0,2763072000.0,4509073000.0,13180931000.0,,4775198000.0,826836000.0,,7923000.0,3993284000.0,2763072000.0,6000233000.0,3165365000.0,,0.0,1320513000.0,10775431000.0,,,,0.8119,3564961000.0,6536523000.0,12951657000.0,7923000.0,4775198000.0,,2801023000.0,-264538000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399940000.0,,,,,,15388442000.0,,70715000.0,,,,,1478686000.0,1440132000.0,220057000.0,,,,,,,,,,,-603000.0,2939814000.0,,,,,,,,,,,,,0.0,,0.0,,,,13097143000.0,15711682000.0,,,,,6272299000.0,,15711682000.0,,,,5951580000.0,,,38554000.0,,,,,27012687000.0,,,,,3134704000.0,,,20740388000.0,,,,,,5307634000.0,,,,,,0.0,,,,,,,,,,5602247000.0,,0.0,0.0,,,,2558571000.0,,,1615358000.0,11553827000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,5768123000.0,1.0114,401766000.0,,,4013764000.0,-5282180000.0,21912545000.0,18237211000.0,125857000.0,13844000.0,13844000.0,3968504000.0,151133000.0,401766000.0,3101013000.0,3048604000.0,335096000.0,,,-3195421000.0,,22373447000.0,2045082000.0,,,,,,2554181000.0,96619000.0,-446375000.0,4014019000.0,,-5556188000.0,,1697566000.0,1678987000.0,2411000.0,28441000.0,2067702000.0,9283428000.0,,2763072000.0,,-5556188000.0,,5444114000.0,15199009000.0,16356357000.0,335096000.0,,-252068000.0,11998808000.0,7931553000.0,,21912545000.0,,,,5156831000.0,,,52409000.0,-329066000.0,55877000.0,-3533000.0,15199009000.0,30305000000.0,184396000.0,329440000.0,55877000.0,52409000.0,3072045000.0,4696432000.0,4013764000.0,22373447000.0,-1720632000.0,,,,3072045000.0,6398683000.0,14727542000.0,,-3309730000.0,2554181000.0,,,30305000000.0,,682413000.0,,3765127000.0,3048604000.0,6398683000.0,18237211000.0,,6841977000.0,920558000.0,,,4024658000.0,3048604000.0,5156831000.0,2067702000.0,,429000.0,1697566000.0,11998808000.0,,,,0.9992,3524861000.0,7931553000.0,16356357000.0,,6841977000.0,,3101013000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,399733000.0,,,,,,18509106000.0,,,,,,,4302102000.0,4257524000.0,333106000.0,,,,,,,,,,,-6627000.0,3797885000.0,,,,,,,,,,,,,0.0,,,,,,16081075000.0,16397700000.0,,,,,9189725000.0,,16397700000.0,,,,6745599000.0,,,44578000.0,,,,,32110185000.0,,,,,1451361000.0,,,22920460000.0,,,,,,6392777000.0,,,,,,,,,,,,,,,,6782845000.0,,0.0,,,,,2427988000.0,,,1974055000.0,13528444000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6187714000.0,1.0571,399320000.0,,,4236806000.0,-5486971000.0,23084421000.0,18624727000.0,1774585000.0,11597000.0,11597000.0,4008099000.0,213678000.0,399320000.0,4642596000.0,4598506000.0,417671000.0,,,-2269806000.0,,23476701000.0,2407046000.0,,,,,,2897084000.0,111360000.0,-175362000.0,4247576000.0,,-6260794000.0,,1754514000.0,1964511000.0,,32012000.0,3094441000.0,10139138000.0,,3048604000.0,,-6260794000.0,,5875352000.0,17037302000.0,16823627000.0,417671000.0,,18794000.0,13977006000.0,9202566000.0,,23084421000.0,,,,6602785000.0,,,44090000.0,258682000.0,55877000.0,-85324000.0,17037302000.0,32679267000.0,66460000.0,2372958000.0,55877000.0,44090000.0,2675791000.0,4970140000.0,4236806000.0,23476701000.0,-2123637000.0,,,-166963000.0,2675791000.0,6874933000.0,16014490000.0,,-1941356000.0,2897084000.0,,,32679267000.0,,722564000.0,,3910841000.0,4598506000.0,6874933000.0,18624727000.0,,7374221000.0,1003896000.0,,,4035143000.0,4598506000.0,6602785000.0,3094441000.0,,116716000.0,1754514000.0,13977006000.0,,,,1.05,4642764000.0,9202566000.0,16823627000.0,,7374221000.0,,4642596000.0,-371081000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,400888000.0,,,,,,19706681000.0,,,,,,,5819700000.0,5532533000.0,417288000.0,,,,,,,,,,,,1148608000.0,,,,,,,,,,,,,,,,,,,18072779000.0,17178923000.0,,,,,11302248000.0,,17178923000.0,,,,10073321000.0,,,287167000.0,,,,,35777850000.0,,,,,1542050000.0,,,24475602000.0,,,,,,5419715000.0,,,,,,,,,,,,,,,,5919783000.0,,,,,,,5769408000.0,,,2312460000.0,15993104000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
