date,annualOtherNonCashItems,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,trailingStockBasedCompensation,trailingPurchaseOfBusiness,annualDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyBasicEPS,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualStockBasedCompensation,trailingSaleOfInvestment,annualChangeInInventory,quarterlyNetIncome,annualInvestingCashFlow,quarterlyInventory,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyOperatingCashFlow,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyNetPPE,annualOtherIntangibleAssets,quarterlyPretaxIncome,trailingNetIncome,quarterlyPurchaseOfBusiness,annualGrossProfit,annualCurrentLiabilities,annualInventory,quarterlyTaxProvision,trailingChangeInInventory,quarterlyResearchAndDevelopment,quarterlyCommonStockIssuance,annualOperatingCashFlow,annualEbitda,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyOtherShortTermInvestments,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualBasicEPS,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,trailingChangeInWorkingCapital,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,trailingPurchaseOfInvestment,trailingOtherIncomeExpense,quarterlySaleOfInvestment,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,annualGrossPPE,quarterlyCapitalStock,annualOtherIncomeExpense,trailingInvestingCashFlow,annualAccountsPayable,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyTotalRevenue,annualNetOtherFinancingCharges,annualInvestmentsAndAdvances,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyGrossProfit,trailingNetOtherFinancingCharges,quarterlyTotalLiabilitiesNetMinorityInterest,trailingDeferredIncomeTax,annualCapitalExpenditure,annualCashAndCashEquivalents,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualDilutedAverageShares,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingResearchAndDevelopment,trailingCostOfRevenue,annualCurrentAssets,annualChangesInAccountReceivables,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,quarterlyIncomeTaxPayable,trailingBeginningCashPosition,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,annualDilutedEPS,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,annualBasicAverageShares,trailingOperatingExpense,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualRepurchaseOfCapitalStock,quarterlyDilutedEPS,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOtherNonCurrentAssets,quarterlyStockholdersEquity,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,quarterlyNetOtherInvestingChanges,annualNetIncome,quarterlyOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualCashDividendsPaid,annualBeginningCashPosition,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyRepaymentOfDebt,annualTaxProvision,quarterlyBasicAverageShares,annualCurrentDebt,annualTotalAssets,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,trailingTaxProvision,annualTotalNonCurrentAssets,annualGoodwill,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingBasicEPS,trailingOtherNonCashItems,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingCommonStockIssuance,quarterlyGoodwill
1970-01-01 00:00:01.175299200,,,,,-158969094.7344,,,-33198582.9912,-138634.6848,,,,,2.393448,,,-605750.8056,,,,301400969.3448,,,301400969.3448,,14576136.924,-195890570.2776,,,,,301298722.7904,120741051.3696,,282953955.2952,,,221504061.7704,,334988371.824,,,,,,33587402.4792,,39372729.1728,1870047.2472,,,,,2511836894.208,136425912.0,249755372.304,,,,,,,236455777.0104,4411242776.7984,,,,,,,,4019237231.1912,,,,288266769.0288,,,,301400969.3448,,,24267454.9416,-74976696.5208,70827214.3272,,,3154426261.68,,,,,,1206101614.1928,,1507400336.9832,,,333648596.8416,,-61484297.4096,5492716.0944,,554439758.544,,,1507400336.9832,,,451267310.3664,,1256816515.1184,,,,,,,,,,,,,,,,,,560514846.8616,,417394632.048,,180109949.9496,,4174786999.788,,,,,,,,,-160700507.2968,357916051.7832,,2.239032,,,,12582765.3384,,,3154426261.68,23595289.8144,696301668.2568,,76254334.5048,103172448.1776,,,,4354.5312,,117618713.5248,341262687.6648,685066584.0,,,,11235084.2568,,,,78245984.352,,,,126405148.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.183161600,,,,,-552682936.0926,,,-7435433.4288,-36428.2992,,,,,2.509155,,,-8807027.601,,,,312247437.1695,,,312247437.1695,,802414538.91,-195898436.8575,,,,,-591430270.0989,125488597.3995,,326378285.4663,,,207062344.164,,314258669.3685,,,,,,2011232.199,,45059800.872,18874749.0798,,,,,2057812836.735,132754983.0,318942852.0375,,,,,,,1011239640.4965,4203520962.531,,,,,,,,2977145254.62,,,,521455341.6612,,,,312247437.1695,,,23668385.0124,-89302524.7587,103815063.9615,,,2936098710.3075,,,,,,1507400336.9832,,919332417.885,,,294687526.491,,-40892891.4774,-1434309.9519,,535448035.203,,,2403831234.3615,,,437290644.3495,,1267422252.2235,,,,,,,,,,,,,,,,,,581576203.86,,402960781.0215,,-362933963.2626,,3192281322.0345,,,,,,,,,-571521256.8732,318355911.5034,,2.357085,,,,37700495.5671,,,2936098710.3075,22747322.5185,685846048.3635,,121816220.952,98157390.8535,,,,-787656941.5032,,142603117.8585,329525219.9805,674658555.0,,,,11187493.3635,,,,97543316.9865,,,,124023885.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.191110400,,,,,-212761000.805,665120080.0,,-43823565.5,-1917.576,,,,,2.09888,,,-12053110.744,,,,260274275.48,,,260274275.48,,17123622.528,-195923491.712,,,,,289078156.9165,124148856.944,,342509224.5665,,,198913631.12,,280229549.488,,,,,,19955274.008,,47535404.256,20805531.673,,,,,1873827374.616,130462019.0,298685659.0665,,,,26968314.224,,,250129683.816,4306475634.888,,,,,,,,3079763697.872,,,,,,,,260274275.48,,,24311777.422,161783053.2795,88801356.504,,,3015809047.72,,,,,,2403831234.3615,,1205936323.256,,,286506617.432,,18157282.639,-3213644.4225,,571319925.944,,,1203573846.416,,,465564064.168,,1290666587.168,,,,,,,,,,,,,,,,,,1280462229.896,,394837122.832,,162887756.657,,4056345951.072,,,,,,,,,-233564614.902,310818394.854,,2.02392,,,,38503688.2865,,,3015809047.72,33173015.784,10204357.272,,137788735.96,105755861.776,,,,854639886.348,,179057446.736,369218920.664,10204357.272,,,,0.0,,,,131522042.48,,,,122147261.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.199059200,278322.0,,-2500000.0,,-35996469.368,641778908.0,3398425631.0,-14014769.08,43514807.56,,,99110799.0,,,,0.0,-30063010.136,95428175.0,,,391171854.704,952298424.0,1201133.0,391097490.704,10575858.0,3033171.0,-279755708.0,,-2503589.71252,166727514.0,,1277397685.392,0.0,2525952.0,428060976.672,,,183471666.0,,338313873.552,,,1797833718.0,1276825952.0,1201133.0,-52783617.152,,48926803.064,1744704.24616,1379902442.0,1365811866.0,,183471666.0,,,414046207.592,10200000.0,10.25,,,2482820821.0,1276344295.0,249366261.0,4685659381.0,0.0,1053215100.0,,2213286764.0,170061514.0,,,2482820821.0,,,,,2482820821.0,-960409501.0,,391171854.704,1266701067.0,,26863181.624,-7421.71252,89143868.0,,1205601961.0,170061514.0,463227374.0,2525952.0,-51500888.0,,89143868.0,1203573846.416,,2482820821.0,,,269958714.512,,-41644112.752,-57989013.00288,,532206705.96,104906.0,10575858.0,2482820821.0,,29844067.0,423465160.704,,1287025952.0,,-98472351.0,2482820821.0,354966697.0,,132301535.0,1264011758.0,592231757.0,,,4436293120.0,-29756151.0,10200000.0,,,,,1276825952.0,0.0,463227374.0,9.5,972234680.656,,4436293120.0,,,123458056.0,,-279755708.0,3225838165.0,-57144251.28288,1264086122.0,-37960948.928,357921002.136,-1003747328.0,,945594.0,,180734713.0,-88508627.192,-125864019.0,3033171.0,3398425631.0,29844067.0,10200000.0,1287025952.0,166727514.0,108741545.256,43295032.24616,3225838165.0,1281430091.0,986227800.624,1264086122.0,153506446.192,354966697.0,0.0,,,1678129064.0,10200000.0,415453046.0,,1206476526.0,104579643.128,0.0,,2689309.0,,641778908.0,4685659381.0,411497044.0,1678129064.0,,249366261.0,,,,,,,,,,,
1970-01-01 00:00:01.206921600,,,,,-75806314.15584,617035412.8,,-16243671.14944,0.0,,,,,2.250412,,,-51087214.86056,,,,269402493.43352,,,269402493.43352,,21059240.49952,,,,,,-221399396.6196,212462713.81328,,495056783.35136,,,178779825.07528,,384254097.35664,,,,,,114855117.61648,,46193537.72016,642164.28168,,,,,2225220854.69696,129349781.0,478813112.20192,,,,27737516.18544,,,246725432.08928,4969819997.6488,,,,,,,,4487123833.48248,,,,126059444.13832,,,,269402493.43352,,,24090106.10368,-675243081.66776,87206622.00952,,,3612239392.85832,,,,,,2483302375.40512,,2261902978.78552,,,411933255.37352,,139725221.56592,-6982893.96416,,652049907.16112,,,2261902978.78552,,,539533015.7152,,1357376277.56024,,,,,,,,,,,,,,,,,,1347174300.4496,,178779825.07528,,-565783419.04624,,4723094565.55952,,,,,,,,,-76448478.43752,436023361.4772,,2.000386,,,,68492999.762,,,3612239392.85832,34846938.17736,10201977.11064,,114379604.79512,112516891.44592,,,,-412659.08904,,127599760.34168,395622613.64944,,,,,10201977.11064,,,,81406222.62152,,,,121159831.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.214784000,,,,,2036116.32952,434849829.84,,-19077642.45765,0.0,,,,,3.500523,,,-26301429.08329,,,,437933053.06361,,,437933053.06361,,32666900.63235,-172184305.95585,,,,,142589055.36021,246427887.64678,,501891164.26481,,,177090817.66151,,577860587.75273,,,,,,139927651.23041,,52180258.88293,313961.02759,,,,,,129348070.0,482813521.80716,,,,,,,228904136.00982,5480885275.18538,,,,,,,,2397836157.40727,,,,,,,,437933053.06361,,,22627725.40955,,106223738.77816,,,4236752812.73553,,,,,,2261902978.78552,,2397836157.40727,,,572739125.92072,,-16307069.98097,18820726.31405,,852491241.3523,,,4608785235.12136,,,722397104.23414,,1243928405.50643,,,,,,,,,,,,,,,,,,1233733949.30831,,349275123.61736,,-323377587.19215,,5251981139.17556,,,,,,,,,1722155.30193,595366851.33027,,3.500523,,,,-31405304.09923,,,4236752812.73553,40515785.1296,10194456.19812,,193683020.49065,130094137.11816,,,,-853544774.52201,,149657978.31342,405716707.91377,,,,,10194456.19812,,,,97477719.43049,,,,121114980.0,,,,2554536150.02431,,,,,,,,,,,,,
1970-01-01 00:00:01.222732800,,,,,5734361.39624,,,-78521568.79611,-10080010.73216,,,,,2.464589,,,-67898729.98592,,,,315904954.14144,,,315904954.14144,,77640140.44736,-171950971.7664,,,,,-1322587492.53005,234411860.40832,,601367375.25039,,,219506917.33632,,442630317.50912,,,,,,126727615.728,,53763477.99616,16141055.80817,,,,,4329355808.82688,129618052.0,522845806.45428,,,,12732620.27328,,,328844264.416,5959179605.59232,,,,,,,,5322544723.89312,,,,,,,,315904954.14144,,,22601521.68741,,161380788.55232,,,5059093257.18592,,,,,,4608785235.12136,,993188915.06624,,,481225517.96608,,142462968.37601,24686524.75219,,813285139.6992,,,993188915.06624,,,647226082.37888,,899880007.5552,,,,,,,,,,,,,,,,,,899678349.42272,,391457889.10272,,-1899876313.43905,,5630335341.17632,,,,,,,,,-326683.67977,503827039.65349,,2.464589,,,,170642054.01723,,,5059093257.18592,56345956.29376,201658.13248,,219903989.97632,166059057.32032,,,,-1790249400.06895,,166000564.4128,447539744.16832,,,,,201658.13248,,,,112237086.41664,,,,127999122.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.230681600,1607279525.0,,-33559525.0,,-89257307.56992,0.0,5516435976.0,-61459833.5968,23619.41408,,,90962041.0,,,,1042752487.0,-17998482.09504,67948661.0,,,580466553.83776,-3409258149.0,627376.0,580441670.83776,33480329.0,3576023.0,-347797577.0,,-4253084375.0,231030576.0,,-288015065.21056,0.0,2642105.0,419483865.13344,,,258787534.0,40027085.0,502539508.39264,,,2524978787.0,829048062.0,627376.0,-77907961.07488,,56058876.78624,,2017799188.0,2005524719.0,,258787534.0,4820000100.0,,358024031.53664,-209265.0,12.75,,12563485.0,5613408022.0,-1689412899.0,372113812.0,6345893303.0,94922963.0,1011256404.0,,3084584149.0,195872087.0,-10000000.0,,793407922.0,,,,,793407922.0,-157293144.0,,580466553.83776,1897336345.0,,21642687.79936,-4255387402.9216,119829878.0,,1914562678.0,195872087.0,606585111.0,2642105.0,-162031701.0,,119829878.0,993188915.06624,,793407922.0,,,596087461.0624,,-181301149.96096,,,920286818.17376,26351.0,33480329.0,793407922.0,,61815070.0,766491535.84928,,829248062.0,,-134151367.0,5613408022.0,447725795.0,,129368573.0,1596663024.0,610416109.0,,,5973779491.0,-72907716.0,-9265.0,,,,,829048062.0,0.0,606585111.0,12.25,-620220829.32256,,5973779491.0,,4820000100.0,124684692.0,,-347797577.0,4739076625.0,,1596687907.0,-90673723.18464,617730148.86176,-165726730.0,,32756625.0,,207023649.0,-207746055.68,84579970.0,60854557.0,5516435976.0,56876446.0,200000.0,829038797.0,231030576.0,153795282.32448,,4739076625.0,1883647821.0,-1599222275.32,1596687907.0,170404074.78688,447725795.0,,,,4822586667.0,200000.0,559605362.0,,2482820821.0,114345198.00064,200000.0,,300673321.0,,0.0,6345893303.0,403392460.0,4822586667.0,,372113812.0,,,,,,,,,,,
1970-01-01 00:00:01.238457600,,,,,2525493.0,,,-23031133.0,640.0,,,,,3.25,,,-48216415.0,,,,416720842.0,,,416702625.0,0.0,138711299.0,,,,,,-1211133.0,0.0,,567784380.0,,,260052681.0,,478441772.0,,,,,,61739147.0,,50789431.0,,,,,,5238315272.0,128983967.0,544753247.0,,,111878097.0,39962436.0,,,451360709.0,6774966676.0,,,,,,,,6030512061.0,,,,,,,,416720842.0,,,21979596.0,,100517356.0,,,,,,,,,793407922.0,,792196789.0,,,491098085.0,,63537800.0,,-18372015.0,775922426.0,,,792196789.0,,,641693965.0,,828278752.0,,,,,,,,,,,,,,,,,,828078752.0,,,,-572721811.0,,6323605967.0,,,,,,,,,0.0,513077681.0,,3.25,,10814590.0,,47547375.0,,,5946687924.0,81424806.0,200000.0,,113017895.0,134228461.0,,,,-549706433.0,,150595880.0,454772821.0,,,,,,,,,99806449.0,,,,128310383.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.246320000,,,,,35022839.0,,,-444284882.0,0.0,,,,,3.75,,,33312435.0,,,,468118827.0,,,468088312.0,0.0,134655306.0,,,,,,489902151.0,0.0,,544379636.0,,,475261632.0,,583471568.0,,,,,,115383256.0,,53812664.0,,,,,,4929100734.0,130018347.0,100094754.0,,,-24854994.0,244716787.0,,,866674764.0,7448747589.0,,,,,,,,6211199674.0,,,,,,,,468118827.0,,,20464224.0,,224254641.0,,,,,,,,,792196789.0,,1282098940.0,,,517072165.0,,85256683.0,,123575583.0,863089617.0,,,2074295729.0,,,691879735.0,,990160784.0,,,,,,,,,,,,,,,,,,989960784.0,,,,-96186797.0,,6582072825.0,,,,,,,,,,537536389.0,,3.5,,8787730.0,,-47547400.0,,,6458586805.0,90328881.0,200000.0,,133682801.0,171209882.0,,,,348092712.0,,174807570.0,425370733.0,,,,,,,,,120994906.0,,,,128769908.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.254268800,,,,,,,,,,,,,,3.0,,,21427308.0,,,,393829554.0,,,393795365.0,,134066980.0,,,,,,,0.0,,,,,531139240.0,,459340021.0,,,,,,65544656.0,,62783771.0,,,,,,5054114507.0,130431367.0,,,,,242376370.0,,,918110648.0,7946449204.0,,,,,,,,6410419928.0,,,,,,,,393829554.0,,,,,173018710.0,,,,,,,,,,,1356305421.0,,,408137590.0,,,,,868026510.0,,,,,,627022644.0,,1088055201.0,,,,,,,,,,,,,,,,,,1087855201.0,,,,,,7028338556.0,,,,,,,,,,408137590.0,,3.0,,,,,,,6858394003.0,122386948.0,200000.0,,117489521.0,241003866.0,,,,,,218885054.0,566510800.0,,,,,,,,,156101283.0,,,,129442369.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.262217600,4307443.0,,-4207050.0,,,,7425343711.0,,,,,143579975.0,,,,5242343813.0,-7487820.0,31384695.0,,,571766781.0,-1907583549.0,,558192602.0,33583722.0,2762960.0,-385176594.0,,-6406601065.0,187339985.0,,,0.0,2663661.0,,,,557755641.0,225152109.0,629386682.0,,,2871221540.0,1377925128.0,,71194080.0,,63054014.0,,2094494979.0,2233519666.0,,557755641.0,5975378114.0,,,0.0,14.5,,225152109.0,7016668426.0,247882390.0,830907141.0,8803468839.0,0.0,-335719321.0,,3823450618.0,225784155.0,0.0,,1041290312.0,,,,,1041290312.0,40532342.0,,571766781.0,2150640043.0,,,,238434710.0,,2089939691.0,225784155.0,942932235.0,2663661.0,-964492.0,,238434710.0,,,1041290312.0,,,607128366.0,,,,,1249908580.0,18861.0,33583722.0,,,133685852.0,844121711.0,,1378125128.0,,-407727191.0,1041290312.0,583469528.0,,129606826.0,1836778904.0,781281849.0,,,7972561698.0,27709389.0,200000.0,,,,,1377925128.0,,942932235.0,14.25,,,7972561698.0,,5975378114.0,128657510.0,,-385176594.0,6425840682.0,-43059751.0,1850436004.0,,607128366.0,0.0,,119614930.0,,230439880.0,,70351775.0,43811015.0,7438777429.0,133685852.0,200000.0,1378125128.0,187339985.0,405786869.0,,6425840682.0,1686767788.0,,1850436004.0,236993345.0,648068363.0,,,,5975378114.0,200000.0,952229078.0,,793407922.0,173939331.0,200000.0,,313861139.0,,,8803468839.0,550841969.0,5975378114.0,,830907141.0,,,,,,,,,,,
1970-01-01 00:00:01.269993600,,,,,5182000.0,,,-60135000.0,0.0,,,,,3.5,,,-42154000.0,,,,452258000.0,,,449129000.0,,43873000.0,,,,,,401815000.0,0.0,,676530000.0,,,562351000.0,,543644000.0,,,,,,94515000.0,,66996000.0,,,,,,6234955000.0,130379600.0,616395000.0,,,53622000.0,208268000.0,,,816315000.0,9208470000.0,,,,,,,,7678060000.0,,,,,,,,452258000.0,,,58839000.0,,131414000.0,,,,,,,,,1041290000.0,,1443105000.0,,,555013000.0,,111091000.0,,-109712000.0,1164488000.0,,,1443105000.0,,,780700000.0,,1322955000.0,,,,,,,,,,,,,,,,,,1322755000.0,,,,-278289000.0,,8392155000.0,,,,,,,,,,613852000.0,,3.5,,5861000.0,,50301000.0,,,7885515000.0,236030000.0,200000.0,,143079000.0,383788000.0,,,,-218154000.0,,225687000.0,656615000.0,,,,,,,,,158691000.0,,,,129594320.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.277856000,,,,,8895000.0,,,-78715000.0,0.0,,,,,3.75,,,-80850000.0,,,,485674000.0,,,486112000.0,,42958000.0,,,,,,641782000.0,0.0,,744269000.0,,,662237000.0,,561593000.0,,,,,,75481000.0,,71981000.0,,,,,,6194086000.0,130320600.0,665554000.0,,,-59830000.0,191198000.0,,,902520000.0,9853675000.0,,,,,,,,8278973000.0,,,,,,,,485674000.0,,,58803000.0,,103332000.0,,,,,,,,,1443105000.0,,2084887000.0,,,609648000.0,,126985000.0,,3260000.0,1308995000.0,,,2084887000.0,,,878382000.0,,1461825000.0,,,,,,,,,,,,,,,,,,1450361000.0,,,,-104409000.0,,8951155000.0,,,,,,,,,,668451000.0,,3.75,,31370000.0,,31370000.0,,,8407975000.0,332712000.0,11464000.0,,196321000.0,430613000.0,,,,-25713000.0,,268734000.0,666234000.0,,,,,11464000.0,,,,196753000.0,,,,129830240.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.285804800,,,,,,,,,,,,,,4.5,,,44170000.0,,,,585317000.0,,,576122000.0,,44908000.0,,,,,,,0.0,,,,,692174000.0,,667390000.0,,,,,,91268000.0,,81779000.0,,,,,,7117321000.0,130561440.0,,,,,173940000.0,,,912498000.0,10680804000.0,,,,,,,,8781431000.0,,,,,,,,585317000.0,,,,,95612000.0,,,,,,,,,,,1664110000.0,,,586972000.0,,,,,1400447000.0,,,,,,959176000.0,,1688094000.0,,,,,,,,,,,,,,,,,,1662726000.0,,,,,,9768306000.0,,,,,,,,,,586972000.0,,4.5,,,,,,,9018030000.0,461482000.0,25368000.0,,188714000.0,441271000.0,,,,,,372204000.0,766654000.0,,,,,25368000.0,,,,290425000.0,,,,129927040.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.293753600,13000.0,,-4207000.0,,,,7438778000.0,,,,,143580000.0,,,0.0,4136425000.0,-29998000.0,31385000.0,,,712523000.0,-1907584000.0,,720662000.0,34677000.0,2203000.0,-362348000.0,1455000.0,-10741392000.0,187340000.0,,,0.0,2673000.0,,,,755778000.0,225152000.0,803844000.0,,,2784573000.0,1377925000.0,,83182000.0,,97173000.0,,2094495000.0,2167015000.0,,557756000.0,8193972000.0,,,0.0,14.25,,156683000.0,1041290000.0,247882000.0,959767000.0,11586662000.0,0.0,-5427376000.0,,3756947000.0,321968000.0,0.0,,1285137000.0,,,,,1041290000.0,40533000.0,,712523000.0,2150640000.0,,,,130558000.0,,2023435000.0,321968000.0,1118126000.0,2673000.0,-963000.0,,238435000.0,,,1285137000.0,,,792669000.0,,,,,1633739000.0,19000.0,34677000.0,,,192665000.0,1090570000.0,,1863024000.0,,-612546000.0,1041290000.0,583470000.0,,129959320.0,1836779000.0,761138000.0,,,7972562000.0,-7139000.0,200000.0,,,,,1828227000.0,,1118126000.0,14.25,,,10626895000.0,,8193972000.0,129010000.0,,-362348000.0,8565446000.0,-43061000.0,1850436000.0,,792669000.0,0.0,,154463000.0,,244272000.0,,113413000.0,43811000.0,9740811000.0,192665000.0,34797000.0,1378125000.0,256335000.0,543169000.0,,8565446000.0,1481949000.0,,1850436000.0,297901000.0,916259000.0,33342000.0,,,5975378000.0,33342000.0,972374000.0,,793408000.0,200728000.0,200000.0,,313861000.0,,,8803469000.0,516866000.0,8252651000.0,,830907000.0,,,,,,,,,,,
1970-01-01 00:00:01.301529600,,,,,30242000.0,,,-141157000.0,0.0,,,,,5.75,,,27440000.0,,,,737387000.0,,,734573000.0,,52274000.0,,2237000.0,,,,384460000.0,0.0,,969315000.0,,,765933000.0,,771781000.0,,,,,,37208000.0,,98306000.0,,,,,,8689695000.0,130956360.0,828158000.0,,,75613000.0,139799000.0,,,960510000.0,12441774000.0,,,,,,,,10359292000.0,,,,,,,,737387000.0,,,65706000.0,,107854000.0,,,,,,,,,1285137000.0,,1669597000.0,,,692978000.0,,171470000.0,-8401000.0,-18560000.0,1499951000.0,,,1669597000.0,,,984961000.0,,1904559000.0,,,,,,,,,,,,,,,,,,1874651000.0,,,,-622209000.0,,11481264000.0,,,,,,,,,,758684000.0,,5.75,,38238000.0,,-162000.0,,,10557202000.0,490300000.0,29908000.0,,181098000.0,514990000.0,,,,-481053000.0,,291983000.0,865059000.0,,,,,27671000.0,,,,193677000.0,,-10000.0,,130230560.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.309392000,,,,,,,,,,,,,,6.0,,,3819000.0,,,,772496000.0,,,757919000.0,,66459000.0,,309000.0,,,,,0.0,,,,,777085000.0,,850347000.0,,,,,,92428000.0,,103008000.0,,,,,,9391784000.0,131026040.0,,,,,156790000.0,,,1003072000.0,13327529000.0,,,,,,,,11236276000.0,,,,,,,,772496000.0,,,,,123366000.0,,,,,,,,,,,1844492000.0,,,787109000.0,,,,,1733616000.0,,,,,,1152860000.0,,2006698000.0,,,,,,,,,,,,,,,,,,1978150000.0,,,,,,12324457000.0,,,,,,,,,,787109000.0,,6.0,,,,,,,11355168000.0,468356000.0,28548000.0,,190143000.0,580756000.0,,,,,,365751000.0,925028000.0,,,,,28239000.0,,,,262743000.0,,,,130597080.0,,,,0.0,,,,,,,,,,,,,
1970-01-01 00:00:01.317340800,,,,,22480000.0,,,-61411000.0,0.0,,,,,6.25,,,-33129000.0,,,,825756000.0,,,814258000.0,,65729000.0,,0.0,,,,99037000.0,0.0,,864937000.0,,,756165000.0,,954757000.0,,0.0,,,,140499000.0,,121662000.0,,,,,,9957918000.0,131105440.0,803526000.0,,,-51205000.0,133927000.0,,,958718000.0,14462760000.0,,,,,,,,11901447000.0,,,,,,,,825756000.0,,,75315000.0,-423163000.0,127466000.0,,,,,,,,,1844492000.0,,1943529000.0,,,919239000.0,,-95763000.0,-22665000.0,29222000.0,1957902000.0,,,1943529000.0,,,1327446000.0,,2291400000.0,,,,,,,,,,,,,,,,,,2258107000.0,,,,-784256000.0,,13504042000.0,,,,,,,,,,994554000.0,,6.25,,22941000.0,,-3308000.0,,,12217195000.0,539618000.0,33293000.0,,231167000.0,630456000.0,,,,-299852000.0,,408207000.0,1017850000.0,,,,,33293000.0,,,,286545000.0,,,,130746920.0,,,,0.0,,,,,,,,,,,,,
