,quarterlyCurrentAccruedExpenses,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyGoodwill,trailingNetIncome,annualTotalAssets,annualNonCurrentDeferredRevenue,annualGoodwill,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,trailingCashDividendsPaid,quarterlyLongTermDebt,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualAccountsReceivable,annualPurchaseOfInvestment,annualRetainedEarnings,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyCashDividendsPaid,quarterlyOperatingCashFlow,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalRevenue,annualCommonStockIssuance,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingResearchAndDevelopment,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualCapitalExpenditure,quarterlySaleOfInvestment,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,trailingOtherIncomeExpense,trailingCapitalExpenditure,annualInvestingCashFlow,annualOtherIncomeExpense,annualDilutedEPS,trailingTotalRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyOtherIntangibleAssets,quarterlyCapitalStock,annualDilutedAverageShares,annualPretaxIncome,quarterlyAccountsPayable,annualIncomeTaxPayable,quarterlyBeginningCashPosition,quarterlyBasicAverageShares,trailingEndCashPosition,trailingRepaymentOfDebt,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCurrentDebt,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherNonCurrentLiabilities,trailingInterestExpense,annualBeginningCashPosition,annualBasicEPS,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,quarterlyGrossPPE,trailingOperatingExpense,quarterlyPurchaseOfBusiness,annualBasicAverageShares,annualCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPretaxIncome,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualInterestExpense,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyTaxProvision,annualCurrentAssets,trailingNetIncomeContinuousOperations,annualAccumulatedDepreciation,annualInventory,annualEbitda,annualCurrentLiabilities,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualGrossProfit,quarterlyTotalRevenue,annualPurchaseOfBusiness,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyEndCashPosition,quarterlyOperatingIncome,quarterlyInvestingCashFlow,quarterlyNetPPE,annualStockholdersEquity,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyGrossProfit,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualTaxProvision,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingExpense,quarterlySellingGeneralAndAdministration,annualCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualCostOfRevenue,annualFreeCashFlow,annualLongTermDebt,annualCashDividendsPaid,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,trailingTaxProvision,annualTotalNonCurrentAssets,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,quarterlyOtherShortTermInvestments,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,annualChangesInAccountReceivables,annualOtherIntangibleAssets,trailingNetOtherFinancingCharges,annualStockBasedCompensation,annualChangeInAccountPayable,trailingBasicEPS,trailingDepreciationAndAmortization,trailingCommonStockIssuance,annualChangeInInventory,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,annualDepreciationAndAmortization,annualRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1301529600,1076000000.0,,2802000000.0,1141000000.0,1132000000.0,,,,,17153000000.0,20183000000.0,,,,5394000000.0,,,,,,-98000000.0,0.06,-151000000.0,631000000.0,3164000000.0,,,,,3030000000.0,421000000.0,,,,362000000.0,79000000.0,,,31000000.0,,341000000.0,,,510000000.0,,0.06,47000000.0,,11868000000.0,0.0,,,,1269000000.0,,,,,,,,,,,48000000.0,,,,0.0,,,2321000000.0,,300000000.0,753200000.0,,,117000000.0,379000000.0,,379000000.0,,,250000000.0,,,,758100000.0,,55000000.0,,,,,8315000000.0,,,,,231000000.0,,,,681000000.0,25685000000.0,,,,,,87000000.0,-1000000.0,,,-62000000.0,37000000.0,40000000.0,,,,,,,,,,3631000000.0,,24000000.0,940000000.0,379000000.0,148000000.0,-684000000.0,12736000000.0,,,,829000000.0,,,,,,,1524000000.0,,113000000.0,,,-12949000000.0,130000000.0,-729000000.0,,47000000.0,47000000.0,,,,,8704000000.0,133000000.0,,,1786000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,2985000000.0,1107000000.0,1132000000.0,,,,,17092000000.0,20078000000.0,,,,5267000000.0,,,,,,291000000.0,0.86,-151000000.0,769000000.0,2527000000.0,,,,,2986000000.0,925000000.0,,,,93000000.0,-134000000.0,,,7000000.0,,-295000000.0,,,1356000000.0,,0.87,655000000.0,,11247000000.0,0.0,,,,927000000.0,,,,,,,,,,,44000000.0,,,,0.0,,,2124000000.0,,379000000.0,754100000.0,,,106000000.0,245000000.0,,245000000.0,,,86000000.0,,,,758000000.0,,-102000000.0,,,,,8831000000.0,,,,,224000000.0,,,,71000000.0,26363000000.0,,,,,,962000000.0,294000000.0,,,-170000000.0,,307000000.0,,,,,,,,,,4085000000.0,,8000000.0,1067000000.0,245000000.0,1029000000.0,-592000000.0,13127000000.0,,,,1100000000.0,,,,,,,1810000000.0,,55000000.0,,,-13236000000.0,-310000000.0,-478000000.0,,655000000.0,655000000.0,,,,,8720000000.0,128000000.0,,,1643000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,3122000000.0,1206000000.0,1132000000.0,,,,,17719000000.0,21360000000.0,,,,3603000000.0,,,,,,289000000.0,0.67,-150000000.0,921000000.0,2750000000.0,,,,,3641000000.0,1285000000.0,,,,15000000.0,113000000.0,,,6000000.0,,-293000000.0,,,1234000000.0,,0.68,510000000.0,,12056000000.0,-3000000.0,,,,945000000.0,,,,,,,,,,,144000000.0,,,,0.0,,,2458000000.0,,245000000.0,754300000.0,,,112000000.0,358000000.0,,358000000.0,,,14000000.0,,,,757800000.0,,48000000.0,,,,,9304000000.0,,,,,263000000.0,,,,-104000000.0,27251000000.0,,,,,,804000000.0,258000000.0,,,128000000.0,,294000000.0,,,,,,,,,,3989000000.0,,-86000000.0,1213000000.0,358000000.0,971000000.0,-583000000.0,13685000000.0,,,,867000000.0,,,,,,,2079000000.0,,38000000.0,,,-13566000000.0,-234000000.0,-632000000.0,,510000000.0,510000000.0,,,,,9306000000.0,392000000.0,,,3624000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,1581000000.0,290000000.0,2984000000.0,251000000.0,1132000000.0,,22194000000.0,,1132000000.0,18283000000.0,22194000000.0,,1478000000.0,,3527000000.0,12788000000.0,,251000000.0,,1400000000.0,-1000000.0,0.35,-151000000.0,952000000.0,3388000000.0,,15696000000.0,48000000.0,,3911000000.0,1400000000.0,,2101000000.0,,108000000.0,137000000.0,,-3000000.0,4000000.0,9400000000.0,462000000.0,,,849000000.0,6000000.0,0.35,266000000.0,495000000.0,12788000000.0,9000000.0,-558000000.0,,495000000.0,96000000.0,-2792000000.0,,2453000000.0,119000000.0,,,-2530000000.0,77000000.0,1.95,,119000000.0,,,,0.0,757700000.0,2207000000.0,789000000.0,329000000.0,358000000.0,754400000.0,,,112000000.0,495000000.0,,495000000.0,789000000.0,,,28933000000.0,108000000.0,1478000000.0,757100000.0,,289000000.0,3772000000.0,,300000000.0,1.96,9406000000.0,,,195000000.0,,329000000.0,575000000.0,15204000000.0,,702000000.0,28933000000.0,,,754000000.0,0.0,495000000.0,354000000.0,24000000.0,,447000000.0,101000000.0,,88000000.0,3911000000.0,,-13729000000.0,1291000000.0,3949000000.0,3388000000.0,96000000.0,3273000000.0,3795000000.0,3991000000.0,,131000000.0,1291000000.0,495000000.0,305000000.0,-671000000.0,15204000000.0,9406000000.0,,,1007000000.0,,,729000000.0,,,1478000000.0,2101000000.0,1342000000.0,89000000.0,1581000000.0,,-13729000000.0,-144000000.0,-953000000.0,,266000000.0,266000000.0,11901000000.0,481000000.0,3527000000.0,-603000000.0,9400000000.0,232000000.0,215000000.0,295000000.0,3772000000.0,232000000.0,,18283000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,3629000000.0,1360000000.0,1132000000.0,,,,,18683000000.0,22441000000.0,,,,5190000000.0,,,,,,-243000000.0,0.56,-166000000.0,665000000.0,3450000000.0,,,,,3758000000.0,1660000000.0,,,,87000000.0,-35000000.0,,,31000000.0,,-16000000.0,,-2000000.0,1107000000.0,,0.56,426000000.0,,12740000000.0,0.0,,,,149000000.0,,,,,,,,,,,98000000.0,,,,0.0,,,2881000000.0,,495000000.0,755100000.0,,,113000000.0,460000000.0,,460000000.0,,,270000000.0,,,,759500000.0,,78000000.0,,,,,9701000000.0,,,,,212000000.0,,,,400000000.0,29802000000.0,,,,,,594000000.0,94000000.0,,,-239000000.0,,168000000.0,,,,,,,,,,4686000000.0,,21000000.0,1309000000.0,460000000.0,657000000.0,-832000000.0,15678000000.0,,,,1057000000.0,,,,,,,2191000000.0,,93000000.0,,,-14124000000.0,138000000.0,-908000000.0,,426000000.0,426000000.0,,,,,9290000000.0,258000000.0,,,1909000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,3385000000.0,1348000000.0,1132000000.0,,,,,19115000000.0,22770000000.0,,,,3536000000.0,,,,,,280000000.0,0.52,-166000000.0,968000000.0,3083000000.0,,,,,3655000000.0,1890000000.0,,,,23000000.0,-51000000.0,,,1000000.0,,106000000.0,,-13000000.0,1097000000.0,,0.52,396000000.0,,12799000000.0,1000000.0,,,,146000000.0,,,,,,,,,,,128000000.0,,,,0.0,,,2287000000.0,,460000000.0,755700000.0,,,84000000.0,409000000.0,,409000000.0,,,209000000.0,,,,757900000.0,,-87000000.0,,,,,9971000000.0,,,,,180000000.0,,,,436000000.0,30643000000.0,,,,,,634000000.0,204000000.0,,,43000000.0,,238000000.0,,,,,,,,,,4279000000.0,,260000000.0,1135000000.0,409000000.0,458000000.0,-788000000.0,16177000000.0,,,,894000000.0,,,,,,,2401000000.0,,57000000.0,,,-14466000000.0,-230000000.0,-688000000.0,,396000000.0,396000000.0,,,,,9716000000.0,380000000.0,,,3779000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,3250000000.0,1765000000.0,1132000000.0,,,,,19317000000.0,24384000000.0,,,,4626000000.0,,,,,,191000000.0,0.38,-166000000.0,1029000000.0,3409000000.0,,,,,5067000000.0,2013000000.0,,,,39000000.0,1134000000.0,,,3000000.0,,87000000.0,,,992000000.0,,0.38,289000000.0,,14320000000.0,0.0,,,,84000000.0,,5000000.0,,,,,,,,,83000000.0,,,,0.0,,,3136000000.0,,409000000.0,755700000.0,,,120000000.0,1543000000.0,,1543000000.0,,,,,,,758000000.0,,92000000.0,,,,,10064000000.0,,,,,234000000.0,,,,695000000.0,31475000000.0,,,,,,475000000.0,110000000.0,,,-88000000.0,,186000000.0,,,,,,,,,,4462000000.0,,50000000.0,1221000000.0,1543000000.0,517000000.0,-741000000.0,16622000000.0,,,0.0,1212000000.0,,,,,,,2494000000.0,,104000000.0,,,-14853000000.0,852000000.0,-838000000.0,,289000000.0,289000000.0,,,,,10911000000.0,163000000.0,,,3791000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,1778000000.0,50000000.0,999000000.0,232000000.0,739000000.0,,24216000000.0,31000000.0,739000000.0,19637000000.0,24216000000.0,,993000000.0,,4679000000.0,14410000000.0,,232000000.0,-13000000.0,1728000000.0,-257000000.0,-0.16,-167000000.0,758000000.0,3270000000.0,,17229000000.0,37000000.0,,4579000000.0,1728000000.0,,2568000000.0,,17000000.0,-383000000.0,,-223000000.0,2000000.0,11140000000.0,-1037000000.0,,-3000000.0,486000000.0,-2000000.0,-0.16,-118000000.0,1160000000.0,14410000000.0,-3000000.0,592000000.0,,1160000000.0,58000000.0,-3449000000.0,,2097000000.0,95000000.0,,,-3336000000.0,25000000.0,1.31,,95000000.0,,,,0.0,758500000.0,1776000000.0,676000000.0,217000000.0,1543000000.0,755800000.0,,,4000000.0,1160000000.0,,1160000000.0,676000000.0,,,32692000000.0,17000000.0,993000000.0,758300000.0,,-33000000.0,28000000.0,,495000000.0,1.31,9806000000.0,,0.0,665000000.0,,217000000.0,474000000.0,17437000000.0,,2623000000.0,32692000000.0,,,755600000.0,0.0,1160000000.0,73000000.0,66000000.0,,348000000.0,61000000.0,31000000.0,191000000.0,4579000000.0,,-15255000000.0,1288000000.0,3709000000.0,3270000000.0,58000000.0,3420000000.0,5966000000.0,3802000000.0,,-21000000.0,1288000000.0,1160000000.0,180000000.0,-975000000.0,17437000000.0,9806000000.0,,,2803000000.0,,,783000000.0,,,993000000.0,2568000000.0,3869000000.0,98000000.0,1778000000.0,,-15255000000.0,-168000000.0,-1015000000.0,,-118000000.0,-118000000.0,11263000000.0,-29000000.0,4679000000.0,-665000000.0,11140000000.0,283000000.0,325000000.0,352000000.0,28000000.0,283000000.0,,19637000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,2668000000.0,1840000000.0,739000000.0,,,,,19597000000.0,24473000000.0,,,,4778000000.0,,,,,,-23000000.0,0.23,-184000000.0,895000000.0,3567000000.0,,,,,4876000000.0,1717000000.0,,,,51000000.0,-182000000.0,,,18000000.0,,26000000.0,,-2000000.0,841000000.0,,0.23,171000000.0,,14642000000.0,0.0,,,,50000000.0,,,,,,,,,,,98000000.0,,,,0.0,,,2841000000.0,,1160000000.0,756000000.0,,,92000000.0,978000000.0,,978000000.0,,,,,,,758400000.0,,16000000.0,,,,,9831000000.0,,,,,275000000.0,,,,1093000000.0,33041000000.0,,,,,,294000000.0,39000000.0,,,-76000000.0,,123000000.0,,,,,,,,,,4377000000.0,,-226000000.0,1239000000.0,978000000.0,616000000.0,-903000000.0,17479000000.0,,,,1709000000.0,,,,,,,2613000000.0,,83000000.0,,,-15562000000.0,-166000000.0,-918000000.0,,171000000.0,171000000.0,,,,,11075000000.0,422000000.0,,,166000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,3153000000.0,1720000000.0,739000000.0,,,,,19762000000.0,24490000000.0,,,,4948000000.0,,,,,,121000000.0,0.24,-183000000.0,828000000.0,3463000000.0,,,,,4728000000.0,1713000000.0,,,,41000000.0,-153000000.0,,,1000000.0,,114000000.0,,-4000000.0,851000000.0,,0.24,179000000.0,,14584000000.0,0.0,,,,63000000.0,,,,,,,,,,,158000000.0,,,,0.0,,,2733000000.0,,978000000.0,755800000.0,,,91000000.0,825000000.0,,825000000.0,,,,,,,757100000.0,,-92000000.0,,,,,9906000000.0,,,,,269000000.0,,,,1012000000.0,33682000000.0,,,,,,280000000.0,40000000.0,,,-43000000.0,,101000000.0,,,,,,,,,,4594000000.0,,-48000000.0,1378000000.0,825000000.0,429000000.0,-803000000.0,17686000000.0,,,,1441000000.0,,,,,,,2686000000.0,,82000000.0,,,-15996000000.0,-183000000.0,-707000000.0,,179000000.0,179000000.0,,,,,11121000000.0,388000000.0,,,164000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,3532000000.0,1855000000.0,739000000.0,,,,,19812000000.0,24705000000.0,,,,4830000000.0,,,,,,96000000.0,0.49,-182000000.0,840000000.0,3663000000.0,,,,,4893000000.0,1901000000.0,,,,22000000.0,199000000.0,,,4000000.0,,55000000.0,,,1067000000.0,,0.49,370000000.0,,14599000000.0,-3000000.0,,,,65000000.0,,3000000.0,,,,,,,,,150000000.0,,,,0.0,,,2963000000.0,,825000000.0,755800000.0,,,95000000.0,1024000000.0,,1024000000.0,,,,,,,757200000.0,,49000000.0,,,,,10106000000.0,,,,,261000000.0,,,,1013000000.0,34283000000.0,,,,,,542000000.0,132000000.0,,,-92000000.0,,172000000.0,,,,,,,,,,5195000000.0,,29000000.0,1477000000.0,1024000000.0,650000000.0,-451000000.0,17864000000.0,,,-825000000.0,1663000000.0,,,,,,,2800000000.0,,103000000.0,,,-16419000000.0,-190000000.0,-744000000.0,,370000000.0,370000000.0,,,,,10936000000.0,124000000.0,,,176000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,2486000000.0,6000000.0,3329000000.0,1874000000.0,739000000.0,,25224000000.0,25000000.0,739000000.0,19614000000.0,25224000000.0,,662000000.0,,4997000000.0,15278000000.0,,1874000000.0,,1660000000.0,76000000.0,-0.08,-183000000.0,976000000.0,3779000000.0,,18993000000.0,28000000.0,,5610000000.0,1660000000.0,1486000000.0,2862000000.0,10000000.0,136000000.0,1428000000.0,,-70000000.0,5000000.0,11499000000.0,219000000.0,24000000.0,,537000000.0,-3000000.0,-0.08,-58000000.0,2452000000.0,15278000000.0,0.0,-726000000.0,,2452000000.0,68000000.0,-3269000000.0,1489000000.0,2031000000.0,210000000.0,,,-1519000000.0,-504000000.0,0.87,,210000000.0,,32000000.0,,0.0,757500000.0,1094000000.0,102000000.0,268000000.0,1024000000.0,755900000.0,,,91000000.0,2452000000.0,,2452000000.0,102000000.0,,,35652000000.0,136000000.0,662000000.0,757200000.0,,33000000.0,37000000.0,,1160000000.0,0.88,9946000000.0,,-825000000.0,1292000000.0,,268000000.0,244000000.0,18807000000.0,,1162000000.0,35652000000.0,,,755900000.0,0.0,2452000000.0,-22000000.0,33000000.0,,369000000.0,141000000.0,25000000.0,36000000.0,5610000000.0,,-16845000000.0,1259000000.0,3296000000.0,3779000000.0,68000000.0,3539000000.0,6311000000.0,4827000000.0,,-259000000.0,1259000000.0,2452000000.0,336000000.0,638000000.0,18807000000.0,9946000000.0,,0.0,1498000000.0,233000000.0,,432000000.0,32000000.0,,662000000.0,2862000000.0,4280000000.0,81000000.0,2486000000.0,233000000.0,-16845000000.0,-187000000.0,-900000000.0,,-58000000.0,-58000000.0,12682000000.0,270000000.0,4997000000.0,-732000000.0,11499000000.0,10000000.0,414000000.0,349000000.0,37000000.0,10000000.0,,19614000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,3136000000.0,2200000000.0,739000000.0,,,,,20331000000.0,24989000000.0,,,,5196000000.0,,,,,,-372000000.0,0.33,-202000000.0,457000000.0,4020000000.0,,,,,4658000000.0,1705000000.0,,,2000000.0,117000000.0,-1637000000.0,,,22000000.0,,50000000.0,,-1579000000.0,905000000.0,,0.33,247000000.0,,14890000000.0,0.0,,,,66000000.0,,,,,,,,,,,272000000.0,,,,0.0,,,3113000000.0,,2452000000.0,756400000.0,,,93000000.0,815000000.0,,815000000.0,,,439000000.0,,,,757300000.0,,10000000.0,,,,,10099000000.0,,,,,351000000.0,,,,1343000000.0,36800000000.0,,,,,,358000000.0,36000000.0,,,-447000000.0,,111000000.0,,,,,,,,,,5115000000.0,,-150000000.0,1597000000.0,815000000.0,636000000.0,-2397000000.0,19513000000.0,,,,1979000000.0,,,,,,,2931000000.0,,109000000.0,,,-17287000000.0,246000000.0,-829000000.0,,247000000.0,247000000.0,,,,,10870000000.0,31000000.0,,,149000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,3505000000.0,2192000000.0,739000000.0,,,,,20507000000.0,25124000000.0,,,,5018000000.0,,,,,,417000000.0,0.81,-201000000.0,1109000000.0,3708000000.0,,,,,4617000000.0,2119000000.0,,,4000000.0,113000000.0,-55000000.0,,,4000000.0,,62000000.0,,0.0,1380000000.0,,0.81,615000000.0,,14696000000.0,-1000000.0,,,,65000000.0,,,,,,,,,,,164000000.0,,,,0.0,,,3154000000.0,,815000000.0,756900000.0,,,70000000.0,760000000.0,,760000000.0,,,152000000.0,,,,758000000.0,,-39000000.0,,,,,10428000000.0,,,,,289000000.0,,,,1296000000.0,37448000000.0,,,,,,824000000.0,216000000.0,,,-80000000.0,,209000000.0,,,,,,,,,,5560000000.0,,142000000.0,1647000000.0,760000000.0,759000000.0,-692000000.0,19691000000.0,,,,2055000000.0,,,,,,,3114000000.0,,102000000.0,,,-17757000000.0,-471000000.0,-692000000.0,,615000000.0,615000000.0,,,,,10988000000.0,3000000.0,,,161000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,3320000000.0,1810000000.0,739000000.0,,,,,20803000000.0,25447000000.0,,,,5271000000.0,,,,,,342000000.0,0.47,-201000000.0,1092000000.0,3296000000.0,,,,,4644000000.0,2272000000.0,,,3000000.0,13000000.0,396000000.0,,,2000000.0,,55000000.0,,-2000000.0,1079000000.0,,0.47,354000000.0,,14704000000.0,-1000000.0,,,,66000000.0,,,,,,,,,,,307000000.0,,,,0.0,,,2787000000.0,,760000000.0,757100000.0,,,71000000.0,1156000000.0,,1156000000.0,,,133000000.0,,,,758800000.0,,54000000.0,,,,,10743000000.0,,,,,363000000.0,,,,1177000000.0,37918000000.0,,,,,,533000000.0,144000000.0,,,107000000.0,,179000000.0,,,,,,,,,,5094000000.0,,37000000.0,1580000000.0,1156000000.0,597000000.0,-463000000.0,19978000000.0,,,0.0,1774000000.0,,,,,,,3305000000.0,,80000000.0,,,-17940000000.0,-232000000.0,-750000000.0,,354000000.0,354000000.0,,,,,11408000000.0,55000000.0,,,176000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,2228000000.0,15000000.0,3491000000.0,1582000000.0,242000000.0,,24695000000.0,0.0,242000000.0,20500000000.0,24695000000.0,,744000000.0,,5458000000.0,14509000000.0,,1582000000.0,-1583000000.0,1599000000.0,81000000.0,-0.62,-201000000.0,868000000.0,2957000000.0,,20107000000.0,28000000.0,,4195000000.0,1599000000.0,,3302000000.0,6000000.0,12000000.0,-273000000.0,,47000000.0,0.0,11552000000.0,107000000.0,15000000.0,-2000000.0,84000000.0,-2000000.0,-0.62,-472000000.0,883000000.0,14509000000.0,0.0,-797000000.0,,883000000.0,70000000.0,-3058000000.0,,1693000000.0,407000000.0,,,-4350000000.0,-86000000.0,0.98,,407000000.0,,36000000.0,,0.0,757600000.0,1195000000.0,51000000.0,357000000.0,1156000000.0,757100000.0,,,73000000.0,883000000.0,,883000000.0,51000000.0,,,38716000000.0,12000000.0,744000000.0,757100000.0,,-10000000.0,31000000.0,,2452000000.0,0.98,10186000000.0,,0.0,-1569000000.0,,357000000.0,359000000.0,20188000000.0,,1146000000.0,38716000000.0,,,756900000.0,0.0,883000000.0,-520000000.0,-37000000.0,,307000000.0,467000000.0,0.0,-48000000.0,4195000000.0,,-18528000000.0,1224000000.0,3448000000.0,2957000000.0,70000000.0,3526000000.0,6655000000.0,4338000000.0,,-115000000.0,1224000000.0,883000000.0,-299000000.0,-798000000.0,20188000000.0,10186000000.0,,0.0,847000000.0,,,451000000.0,36000000.0,,744000000.0,3302000000.0,4962000000.0,67000000.0,2228000000.0,,-18528000000.0,-340000000.0,-787000000.0,,-472000000.0,-472000000.0,13452000000.0,468000000.0,5458000000.0,-805000000.0,11552000000.0,478000000.0,274000000.0,358000000.0,31000000.0,478000000.0,,20500000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,2255000000.0,1367000000.0,242000000.0,,,,,21074000000.0,25850000000.0,,,,5973000000.0,,,,,,-254000000.0,-0.86,-138000000.0,275000000.0,2426000000.0,,,,,4776000000.0,709000000.0,,,7000000.0,16000000.0,921000000.0,,,1449000000.0,,39000000.0,,,-202000000.0,,-0.86,-668000000.0,,14721000000.0,0.0,,,,68000000.0,,2000000.0,,,,,,,,,678000000.0,,,,0.0,,,2134000000.0,,883000000.0,778900000.0,,,80000000.0,1804000000.0,,1804000000.0,,,,,,,778900000.0,,-132000000.0,,,,,11129000000.0,,,,,276000000.0,,,,1088000000.0,39845000000.0,,,,,,-781000000.0,-27000000.0,,,-220000000.0,,-113000000.0,,,,,,,,,,3165000000.0,,-493000000.0,1250000000.0,1804000000.0,-178000000.0,-643000000.0,20763000000.0,,,,910000000.0,,,,,,,3350000000.0,,72000000.0,,,-19082000000.0,1292000000.0,-529000000.0,,-668000000.0,-668000000.0,,,,,12295000000.0,340000000.0,,,146000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,2465000000.0,1358000000.0,242000000.0,,,,,19800000000.0,25167000000.0,,,,5875000000.0,,,,,,-22000000.0,0.15,-125000000.0,335000000.0,2335000000.0,,,,,5367000000.0,612000000.0,,,7000000.0,15000000.0,-214000000.0,,,0.0,,80000000.0,,-2000000.0,742000000.0,,0.15,126000000.0,,14072000000.0,-1000000.0,,,,75000000.0,,,,,,,,,,,634000000.0,,,,0.0,,,1992000000.0,,1804000000.0,828600000.0,,,79000000.0,1590000000.0,,1590000000.0,,,,,,,828600000.0,,-65000000.0,,,,,11095000000.0,,,,,328000000.0,,,,1014000000.0,38971000000.0,,,,,,180000000.0,-261000000.0,,,-142000000.0,,54000000.0,,,,,,,,,,3779000000.0,,-7000000.0,1291000000.0,1590000000.0,300000000.0,-424000000.0,19483000000.0,,,,1314000000.0,,,,,,,3074000000.0,,73000000.0,,,-19488000000.0,-126000000.0,-357000000.0,,126000000.0,126000000.0,,,,,11737000000.0,1113000000.0,,,149000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
