date,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,annualCapitalStock,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualDilutedAverageShares,quarterlyNetPPE,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualNetPPE,annualTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyCurrentDebt,annualGrossProfit,annualInventory,quarterlyStockholdersEquity,annualOtherNonCashItems,annualRepaymentOfDebt,quarterlyCapitalStock,trailingRepaymentOfDebt,annualStockholdersEquity,quarterlyInventory,trailingInterestExpense,trailingGrossProfit,annualDepreciationAndAmortization,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualInvestingCashFlow,annualChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualPurchaseOfInvestment,annualBeginningCashPosition,annualBasicEPS,trailingBeginningCashPosition,trailingOperatingExpense,annualInterestExpense,annualCashDividendsPaid,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,annualGoodwill,annualDilutedEPS,annualAccumulatedDepreciation,quarterlyOtherShortTermInvestments,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,annualOperatingExpense,trailingNetIncome,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyCurrentAssets,quarterlyAccumulatedDepreciation,annualCostOfRevenue,annualTotalRevenue,annualOtherCurrentAssets,annualCurrentDebt,annualOperatingIncome,annualEndCashPosition,trailingOperatingIncome,trailingCostOfRevenue,trailingTotalRevenue,annualOtherShortTermInvestments,annualCommonStockIssuance,trailingTaxProvision,quarterlyRetainedEarnings,annualFreeCashFlow,trailingEndCashPosition,annualNetOtherFinancingCharges,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTaxProvision,annualTotalAssets,trailingNetOtherFinancingCharges,annualCapitalExpenditure,quarterlyGoodwill,annualRetainedEarnings,annualAccountsReceivable,annualCurrentAssets,quarterlyLongTermDebt,annualPretaxIncome,trailingCapitalExpenditure,quarterlyTotalAssets,annualNonCurrentDeferredRevenue,annualOtherNonCurrentAssets,annualSaleOfInvestment,quarterlyAccountsReceivable,annualGrossPPE,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualOtherNonCurrentLiabilities,annualEbitda,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualBasicAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,trailingPurchaseOfInvestment,quarterlySellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyInvestmentsAndAdvances,quarterlyFreeCashFlow,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,annualOtherIncomeExpense,quarterlyInterestExpense,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,trailingResearchAndDevelopment,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,annualInvestmentsAndAdvances,quarterlyTotalRevenue,annualCurrentDeferredRevenue
,,3828954000.0,107452000.0,,,3590922000.0,,83796803000.0,8496083000.0,,,,,28743884000.0,,,31907385000.0,,,8036389000.0,,,894506000.0,,,,,,,,964080000.0,0.0,,,,,,,,,,240339000.0,,,,,238032000.0,,,,,1826271000.0,,,83796803000.0,39458193000.0,,,,,,16390675000.0,,,,,,,,,,,,,,8670940000.0,,,,,,654287000.0,37398140000.0,,,,,11541000.0,,,,34500337000.0,,,116045534000.0,,,,7122631000.0,,,,,,,99654859000.0,,,76856333000.0,4095563000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2611610000.0,106667000.0,8036389000.0,12868303000.0,2388971000.0,8036389000.0,90179200000.0,8529856000.0,8529856000.0,90179200000.0,108764829000.0,46247758000.0,36069670000.0,11973773000.0,1017073000.0,33057238000.0,2886374000.0,-24177185000.0,8036389000.0,,33057238000.0,1017073000.0,,,5000629000.0,0.0,,-20847764000.0,-324751000.0,761755000.0,0.0,,2719319000.0,0.3183,,,2970684000.0,-381728000.0,33762179000.0,2558010000.0,439512000.0,378136000.0,11541000.0,0.3183,-22368503000.0,222639000.0,3551444000.0,,-891879000.0,1975757000.0,1790056000.0,5448313000.0,,112547703000.0,46247758000.0,,,82668415000.0,106667000.0,-263090000.0,14753026000.0,-22368503000.0,6233435000.0,18207208000.0,439512000.0,36069670000.0,6525460000.0,2388971000.0,,,,222639000.0,185703000.0,,9865657000.0,-5364732000.0,,185703000.0,576253000.0,36420657000.0,576253000.0,36420657000.0,510414000.0,123517855000.0,,-18233035000.0,11541000.0,9865657000.0,6396836000.0,14753026000.0,33762179000.0,4061858000.0,,123517855000.0,1790056000.0,6554915000.0,0.0,6396836000.0,112547703000.0,2558010000.0,,,761755000.0,12033171000.0,108764829000.0,2611610000.0,8036389000.0,82668415000.0,6554915000.0,,2388971000.0,40827000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2884815000.0,107214000.0,,,2789303000.0,,94999801000.0,8683974000.0,,,,,37312309000.0,,,34730395000.0,,,8036389000.0,,,1072317000.0,,,,,,,,724705000.0,0.0,,,,,,,,,,111078000.0,,,,,95512000.0,,,,,1753331000.0,,,94999801000.0,48275127000.0,,,,,,13520210000.0,,,,,,,,,,,,,,11388988000.0,,,,,,783328000.0,35653232000.0,,,,,11541000.0,,,,33067982000.0,,,127114354000.0,,,,5695203000.0,,,,,,,113594144000.0,,,83928359000.0,1237000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3465948000.0,106073000.0,8036389000.0,16324624000.0,2886607000.0,8036389000.0,100612219000.0,8687766000.0,8687766000.0,100612219000.0,120776331000.0,55647473000.0,44687909000.0,13186084000.0,1080628000.0,38099785000.0,2671014000.0,-46975673000.0,8036389000.0,,38099785000.0,1080628000.0,,,5554258000.0,271293000.0,,-16319064000.0,512590000.0,1425141000.0,271293000.0,-498000000.0,2395916000.0,0.3584,,,2794545000.0,-479772000.0,29969856000.0,2880615000.0,387133000.0,370261000.0,11541000.0,0.3584,-27319492000.0,579341000.0,4076430000.0,,-876600000.0,4175124000.0,1791775000.0,6064820000.0,,127931711000.0,55647473000.0,,,88940318000.0,106073000.0,-52184000.0,12696622000.0,-27319492000.0,6462558000.0,19648642000.0,387133000.0,44687909000.0,7121264000.0,2886607000.0,,,,579341000.0,412233000.0,,12056265000.0,1061041000.0,,343918000.0,1597602000.0,33292845000.0,1597602000.0,33292845000.0,599840000.0,133472953000.0,,-15263583000.0,11541000.0,12056265000.0,4172634000.0,12696622000.0,29969856000.0,4676270000.0,,133472953000.0,1791775000.0,1176000.0,,4172634000.0,127931711000.0,2880615000.0,,,1425141000.0,13025073000.0,120776331000.0,3465948000.0,8036389000.0,88940318000.0,1176000.0,,2886607000.0,39310000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2661449000.0,104050000.0,,,2533433000.0,,103534099000.0,8706034000.0,,,,,41375888000.0,,,39789493000.0,,,8036389000.0,,,1124876000.0,,,,,,,,1754911000.0,0.0,,,,,,,,,,58693000.0,,,,,128016000.0,,,,,1735613000.0,,,103534099000.0,53690944000.0,,,,,,16130813000.0,,,,,,,,,,,,,,13557335000.0,,,,,,1089562000.0,37952076000.0,,,,,11541000.0,,,,33898499000.0,,,138020290000.0,,,,6509076000.0,,,,,,,121889477000.0,,,91643020000.0,1322000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2108792000.0,138085000.0,8036389000.0,13532532000.0,1905222000.0,8036389000.0,107735059000.0,8798494000.0,8798494000.0,107735059000.0,125328117000.0,55807408000.0,44472149000.0,14190206000.0,1039850000.0,40889777000.0,2601577000.0,-51671195000.0,8036389000.0,,40889777000.0,1039850000.0,,,6342234000.0,8570547000.0,,-11209059000.0,-960949000.0,1456444000.0,8570547000.0,-3936000.0,2887285000.0,0.425,,,2738017000.0,-576209000.0,31326998000.0,3548578000.0,28054000.0,429290000.0,61490000.0,0.425,-32575587000.0,203570000.0,4489721000.0,,-68034000.0,482947000.0,1684507000.0,6647070000.0,,140310646000.0,55807408000.0,,,90874442000.0,138085000.0,46622000.0,13332576000.0,-32575587000.0,8113849000.0,22304055000.0,28054000.0,44472149000.0,7543136000.0,1901286000.0,,,,203570000.0,146514000.0,,14681815000.0,-457925000.0,,35571000.0,1925791000.0,35067034000.0,1925791000.0,35067034000.0,660182000.0,138660693000.0,,-13990457000.0,61490000.0,14681815000.0,5870888000.0,13332576000.0,31326998000.0,5149903000.0,,138660693000.0,1684507000.0,1382000.0,358000000.0,5870888000.0,140310646000.0,3415378000.0,,,1456444000.0,14230154000.0,125328117000.0,2108792000.0,8036389000.0,90874442000.0,1382000.0,,1905222000.0,25170000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3647680000.0,140489000.0,,,3572969000.0,,109817575000.0,8543971000.0,,,,,45411506000.0,,,42705211000.0,,,8036389000.0,,,1055005000.0,,,,,,,,1122975000.0,10811743000.0,,,,,,,,,,10797000.0,,,,,74711000.0,,,,,1633992000.0,,,109817575000.0,58467614000.0,,,,,,18930612000.0,,,,,,,,,,,,,,16357920000.0,,,,,,1211432000.0,37941107000.0,,,,,61490000.0,,,,34605651000.0,,,146091331000.0,,,,10535633000.0,,,,,,,127160719000.0,,,96408721000.0,2225000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5249392000.0,161694000.0,8036389000.0,12130830000.0,5071579000.0,8036389000.0,111638019000.0,8692170000.0,8692170000.0,111638019000.0,128512863000.0,47159418000.0,35774163000.0,15748521000.0,953366000.0,46125851000.0,2826958000.0,-67872218000.0,8036389000.0,,46125851000.0,953366000.0,,,6798303000.0,,,-8613828000.0,3164593000.0,1425919000.0,,,1901286000.0,0.4589,,,3032509000.0,-683093000.0,41620177000.0,3845990000.0,,541791000.0,61490000.0,0.4589,-39157289000.0,177813000.0,4549698000.0,,-87380000.0,-2064891000.0,1553605000.0,7423946000.0,,150795308000.0,47159418000.0,,,92335758000.0,161694000.0,86517000.0,17122177000.0,-39157289000.0,8843095000.0,24591616000.0,,35774163000.0,8324575000.0,5071579000.0,,,,177813000.0,,,17404394000.0,3026362000.0,,513502000.0,1366778000.0,45176340000.0,1366778000.0,45176340000.0,915692000.0,145635040000.0,,-9104468000.0,61490000.0,17404394000.0,7149127000.0,17122177000.0,41620177000.0,5465390000.0,,145635040000.0,1553605000.0,,43936000.0,7149127000.0,150795308000.0,3688053000.0,,,1425919000.0,15296202000.0,128512863000.0,5249392000.0,8036389000.0,92335758000.0,,,5071579000.0,25153000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2804275000.0,174335000.0,,,2283037000.0,,111355916000.0,8405825000.0,,,,,30439464000.0,,,48305832000.0,,,8036389000.0,,,1026332000.0,,,,,,,,1353047000.0,,,,,,,,,,,,,,,,521238000.0,,,,,1496603000.0,,,111355916000.0,41347803000.0,,,,,,18639716000.0,,,,,,,,,,,,,,19519633000.0,,,,,,1115710000.0,49450152000.0,,,,,61490000.0,,,,46038167000.0,,,146399911000.0,,,,11119637000.0,,,,,,,127760195000.0,,,90797955000.0,3214742000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3110341000.0,164260000.0,8036389000.0,14255486000.0,2861261000.0,8036389000.0,112152939000.0,8109681000.0,8109681000.0,112152939000.0,128718285000.0,39780268000.0,28335804000.0,17672237000.0,851973000.0,49236430000.0,3153233000.0,-74185425000.0,8036389000.0,,49236430000.0,851973000.0,,,7286259000.0,9121974000.0,,-8632954000.0,-2179457000.0,1537715000.0,9121974000.0,,5071579000.0,0.4883,,,3377815000.0,-737741000.0,46644884000.0,4165809000.0,,588461000.0,61490000.0,0.4883,-45891273000.0,249080000.0,4921220000.0,,-5000000.0,-964081000.0,1449938000.0,8505701000.0,,158044212000.0,39780268000.0,,,89938543000.0,164260000.0,101393000.0,17786051000.0,-45891273000.0,8715686000.0,26387923000.0,,28335804000.0,9166536000.0,2861261000.0,,,,249080000.0,,,20370813000.0,5535039000.0,,-6071000.0,1995607000.0,50158275000.0,1995607000.0,50158275000.0,975616000.0,146504336000.0,,-8720447000.0,61490000.0,20370813000.0,9793691000.0,17786051000.0,46644884000.0,5896836000.0,,146504336000.0,1449938000.0,9966000.0,,9793691000.0,158044212000.0,3923809000.0,,,1537715000.0,16560910000.0,128718285000.0,3110341000.0,8036389000.0,89938543000.0,9966000.0,,2861261000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2650345000.0,201700000.0,,,2047125000.0,,112301610000.0,7665010000.0,,,,,27543508000.0,,,51587183000.0,,,8036389000.0,,,940029000.0,,,,,,,,1289097000.0,,,,,,,,,,,,,,,,603220000.0,,,,,1382526000.0,,,112301610000.0,39883240000.0,,,,,,24392767000.0,,,,,,,,,,,,,,22415816000.0,,,,,,2057229000.0,53975974000.0,,,,,61490000.0,,,,50476815000.0,,,152898465000.0,,,,18047797000.0,,,,,,,128505698000.0,,,93859214000.0,11644000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
