,quarterlyCashDividendsPaid,annualOperatingIncome,annualAccountsPayable,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualTotalRevenue,annualEndCashPosition,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualDilutedAverageShares,quarterlyNetIncome,annualSellingGeneralAndAdministration,quarterlyBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualTotalAssets,trailingSaleOfInvestment,trailingPretaxIncome,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyBasicAverageShares,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDilutedEPS,annualRetainedEarnings,trailingNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,annualOtherIntangibleAssets,annualSaleOfInvestment,annualNetPPE,quarterlyOperatingExpense,quarterlyPretaxIncome,annualCapitalStock,trailingOperatingCashFlow,quarterlyCashAndCashEquivalents,annualBasicEPS,annualOperatingCashFlow,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyPurchaseOfBusiness,annualChangeInInventory,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,quarterlyDilutedAverageShares,annualCapitalExpenditure,annualInvestingCashFlow,quarterlySaleOfInvestment,trailingOperatingExpense,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,annualBeginningCashPosition,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,trailingPurchaseOfBusiness,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingPurchaseOfInvestment,quarterlyAccountsPayable,trailingNetIncome,quarterlyTotalRevenue,quarterlyGrossPPE,trailingCashDividendsPaid,quarterlyOperatingIncome,trailingInterestExpense,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,annualChangeInCashSupplementalAsReported,quarterlyNetPPE,quarterlyCommonStockIssuance,quarterlyTaxProvision,annualChangeInWorkingCapital,annualRepaymentOfDebt,trailingNetIncomeContinuousOperations,annualInterestExpense,trailingChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualGoodwill,annualNetOtherFinancingCharges,trailingRepurchaseOfCapitalStock,trailingCostOfRevenue,trailingNetOtherInvestingChanges,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyIncomeTaxPayable,trailingOperatingIncome,trailingDeferredIncomeTax,annualDeferredIncomeTax,annualOtherNonCurrentLiabilities,trailingChangeInAccountPayable,quarterlyOtherNonCurrentAssets,annualInventory,annualTotalNonCurrentAssets,annualStockBasedCompensation,annualCurrentLiabilities,annualOtherNonCurrentAssets,quarterlyCurrentAssets,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,annualCurrentDebt,trailingGrossProfit,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyCurrentDebt,quarterlyOtherCurrentAssets,annualGrossProfit,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyInventory,trailingBasicEPS,quarterlyTotalNonCurrentAssets,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualEbitda,annualAccountsReceivable,quarterlyCostOfRevenue,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualCostOfRevenue,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,annualOtherCurrentLiabilities,trailingChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,annualCurrentAssets,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyOtherShortTermInvestments,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherCurrentAssets,quarterlyCurrentAccruedExpenses,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,quarterlyAccountsReceivable,annualIncomeTaxPayable,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1214784000,,,,60616000000.0,-12514000000.0,,,20048000000.0,,,,,-169172000000.0,,,-15174000000.0,,,,,,,7057706000000.0,2266000000.0,26549000000.0,,,26563000000.0,,26549000000.0,,,6602308000000.0,,,,,61000000.0,,,,1525000000.0,,,,1710434000000.0,29132000000.0,,143274000000.0,,,,24060000000.0,33859000000.0,,,1142074000000.0,,,233689000000.0,,128274000000.0,,454030000000.0,-52000000.0,,,,,-3261000000.0,,,0.0,31935000000.0,18420000000.0,,,,201406000000.0,,-11913000000.0,,,,,,,,,-54300000000.0,,51370000000.0,,70264000000.0,56522000000.0,,33867000000.0,,,,,56522000000.0,,7296000000.0,,,,,,15000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,-1159000000.0,,,80401000000.0,-7921000000.0,,,18608000000.0,,,,,-240454000000.0,,,37099000000.0,,,,,,,7323631000000.0,2352000000.0,25567000000.0,,,25575000000.0,,25567000000.0,,0.11,6844097000000.0,,,,,53000000.0,,232427272727.0,,1523000000.0,,,,1660611000000.0,65357000000.0,,249855000000.0,,,,22703000000.0,33054000000.0,,,83900000000.0,,,233689000000.0,,143274000000.0,,478158000000.0,0.0,,,,,-4072000000.0,,,2789000000.0,35214000000.0,18271000000.0,232427272727.0,,,309712000000.0,,41171000000.0,,,,,,,,,256000000.0,,56410000000.0,,63595000000.0,58250000000.0,,32969000000.0,,,0.11,,58250000000.0,,7479000000.0,,,,,,106581000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,-39620000000.0,118607000000.0,59695000000.0,59593000000.0,-29002000000.0,267491000000.0,355811000000.0,25592000000.0,,27099000000.0,7087890000000.0,,-190060000000.0,1302542000000.0,274000000.0,155438000000.0,92642000000.0,119741000000.0,92599000000.0,-40960000000.0,,,7555452000000.0,2512000000.0,8365000000.0,162947000000.0,1664229000000.0,8375000000.0,233983333333.0,8365000000.0,82162000000.0,,7087890000000.0,465966000000.0,7555452000000.0,,,296000000.0,9351000000.0,,92599000000.0,1527000000.0,0.4,59593000000.0,,1664229000000.0,-15757000000.0,,355811000000.0,1253000000.0,968574000000.0,63957000000.0,29620000000.0,11032000000.0,233689000000.0,,1302542000000.0,0.4,180646000000.0,233689000000.0,,249855000000.0,,465966000000.0,-267000000.0,,231497500000.0,,63957000000.0,-9154000000.0,-682000000.0,-50829000000.0,-2005000000.0,35253000000.0,1253000000.0,,-17699000000.0,38759000000.0,183438000000.0,,164592000000.0,,-912363000000.0,180508000000.0,98071000000.0,,,,,120354000000.0,,59695000000.0,,68726000000.0,63957000000.0,,10104000000.0,,,,175303000000.0,63957000000.0,,2657000000.0,16894000000.0,,,131580000000.0,,105956000000.0,1527000000.0,-2005000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,85827000000.0,-8995000000.0,,,18544000000.0,,,,,-304932000000.0,,,-184660000000.0,,,,,,,8674633000000.0,2645000000.0,26256000000.0,,,26276000000.0,,26256000000.0,,0.11,8180448000000.0,,,,,23000000.0,,238690909091.0,,1529000000.0,,,,1541013000000.0,115109000000.0,,327972000000.0,,,,22600000000.0,33978000000.0,,,59398000000.0,,,233689000000.0,,355811000000.0,,492563000000.0,-10000000.0,,,,,-1731000000.0,,,0.0,33239000000.0,1142000000.0,,,,421319000000.0,,-182929000000.0,,,,,,,,,-217572000000.0,,61346000000.0,,65456000000.0,63012000000.0,,33863000000.0,,,0.11,,63012000000.0,,7702000000.0,,,,,,-27839000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,95809000000.0,-3824000000.0,,,19315000000.0,,,,,-290433000000.0,,,131795000000.0,,,,,,,9110171000000.0,,29550000000.0,,,29565000000.0,,29550000000.0,,,8603637000000.0,,,,,19000000.0,,,,1529000000.0,,,,1838906000000.0,-240486000000.0,,221552000000.0,,,,23381000000.0,38491000000.0,,,1356481000000.0,,,233689000000.0,,327972000000.0,,504776000000.0,-2000000.0,,,,,-3029000000.0,,,-104000000.0,32728000000.0,1127000000.0,,,,52966000000.0,,134824000000.0,,,,,,,,,100730000000.0,,66062000000.0,,65398000000.0,63701000000.0,,38199000000.0,,,,,63701000000.0,,8926000000.0,,,,,,-106420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,-18937000000.0,,,126115000000.0,,,,20030000000.0,,,,,-651979000000.0,,,200039000000.0,,,,,,,9353972000000.0,,30313000000.0,,,30321000000.0,,30313000000.0,,0.13,8816947000000.0,,,,,37000000.0,,233176923077.0,,1607000000.0,,,,1977927000000.0,-173923000000.0,,227201000000.0,,,,24089000000.0,39135000000.0,,,60422000000.0,,,233689000000.0,,221552000000.0,,533592000000.0,0.0,,,,,-3004000000.0,,,-1188000000.0,31847000000.0,1070000000.0,233176923077.0,,,480829000000.0,,203043000000.0,,,,,,,,,,,61508000000.0,,66508000000.0,64243000000.0,,38954000000.0,,,0.13,,64243000000.0,,8814000000.0,,,,,,5649000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,-1970000000.0,137602000000.0,59487000000.0,136112000000.0,,267167000000.0,380249000000.0,30011000000.0,,31889000000.0,9064335000000.0,,-321567000000.0,1591257000000.0,100000000.0,254360000000.0,106836000000.0,138725000000.0,106756000000.0,-21548000000.0,,,9623355000000.0,,20637000000.0,401534000000.0,2088680000000.0,20674000000.0,232078260870.0,20637000000.0,87900000000.0,,9064335000000.0,555475000000.0,9623355000000.0,,,115000000.0,10876000000.0,,106756000000.0,1590000000.0,0.46,136112000000.0,,2088680000000.0,-118191000000.0,,380249000000.0,1270000000.0,1168830000000.0,74693000000.0,34052000000.0,27121000000.0,233689000000.0,,1591257000000.0,0.46,423579000000.0,233689000000.0,,227201000000.0,-16700000000.0,555475000000.0,-42000000.0,,232078260870.0,,74693000000.0,-14281000000.0,-54000000.0,-25460000000.0,1292000000.0,29764000000.0,1270000000.0,,-22045000000.0,-417491000000.0,213716000000.0,,268641000000.0,,-1568911000000.0,355811000000.0,104122000000.0,,,,,,,59487000000.0,,69805000000.0,74693000000.0,,26586000000.0,,,,24438000000.0,74693000000.0,,6447000000.0,287716000000.0,-40000000000.0,,127578000000.0,,153048000000.0,1590000000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,-5000000.0,,,171253000000.0,,,,20393000000.0,,,,,-467000000000.0,,,149644000000.0,,,,,,,10124382000000.0,,35164000000.0,,,35189000000.0,,35164000000.0,,0.15,9528683000000.0,,,,,17000000.0,,234426666667.0,,1588000000.0,,,,2358173000000.0,-241389000000.0,,287667000000.0,,,,24745000000.0,45673000000.0,,,132086000000.0,,,233689000000.0,,380249000000.0,,592099000000.0,,,,,,-682000000.0,,,-1507000000.0,30408000000.0,1167000000.0,,,,226098000000.0,,150326000000.0,,,,,,,,,,,60795000000.0,,75269000000.0,72889000000.0,,45563000000.0,,,0.15,,72889000000.0,47000000.0,10484000000.0,,,,,,-92582000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,-17000000.0,,,145185000000.0,,,,22163000000.0,,,,,-393581000000.0,,,45511000000.0,,,,,,,10235981000000.0,,35577000000.0,,,35590000000.0,,35577000000.0,,,9655783000000.0,,,,,57000000.0,,,,1574000000.0,,,,2431473000000.0,-37558000000.0,,298722000000.0,,,,26799000000.0,46521000000.0,,,1702954000000.0,,,233689000000.0,,287667000000.0,,576326000000.0,,,,,,-3110000000.0,,,1763000000.0,31443000000.0,1162000000.0,,,,359099000000.0,,48621000000.0,,,,,,,,,,,66420000000.0,,78028000000.0,73264000000.0,,46376000000.0,,,,,73264000000.0,209000000.0,10931000000.0,,,,,,11055000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,-49543000000.0,,,184936000000.0,-2809000000.0,,,23151000000.0,,,,,-520603000000.0,,,43787000000.0,,,,,,,10579050000000.0,,39758000000.0,,,39862000000.0,,39758000000.0,,0.17,9954556000000.0,,,,,76000000.0,,233870588235.0,,1559000000.0,,,,2546118000000.0,30977000000.0,,324964000000.0,,,,27742000000.0,51640000000.0,,,166061000000.0,,,233689000000.0,,298722000000.0,-1316000000.0,620509000000.0,-3000000.0,,,,,-2999000000.0,,,22000000.0,32082000000.0,1125000000.0,233870588235.0,,,554304000000.0,,46786000000.0,,,,,,,,,1009000000.0,,67273000000.0,,81485000000.0,73458000000.0,,50940000000.0,,,0.17,,73458000000.0,22000000.0,11778000000.0,,,,,,26242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-965000000.0,173704000000.0,65659000000.0,195950000000.0,-16659000000.0,323455000000.0,301299000000.0,36086000000.0,,40125000000.0,10109412000000.0,,-315544000000.0,2004804000000.0,229000000.0,-33000000.0,135031000000.0,175156000000.0,134844000000.0,-50530000000.0,,,10810317000000.0,,24345000000.0,238909000000.0,2611250000000.0,24390000000.0,240792857143.0,24345000000.0,101793000000.0,,10109412000000.0,696792000000.0,10810317000000.0,,,79000000.0,11827000000.0,,134844000000.0,1534000000.0,0.56,195950000000.0,,2611250000000.0,-97166000000.0,61159000000.0,301299000000.0,1310000000.0,1371349000000.0,83434000000.0,41207000000.0,31322000000.0,250011000000.0,,2004804000000.0,0.56,259361000000.0,250011000000.0,,324964000000.0,0.0,696792000000.0,0.0,,240792857143.0,,83434000000.0,-13661000000.0,-18000000.0,-29292000000.0,61321000000.0,32350000000.0,1310000000.0,,-20452000000.0,-345136000000.0,231848000000.0,,13628000000.0,,-1696728000000.0,380249000000.0,120493000000.0,,,,,-29714000000.0,,65659000000.0,,88673000000.0,83434000000.0,,30825000000.0,,,,-78950000000.0,83434000000.0,60881000000.0,6932000000.0,83160000000.0,-2870000000.0,,126283000000.0,,-23665000000.0,1534000000.0,61599000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,-1505000000.0,,,243075000000.0,-4794000000.0,,,24970000000.0,,,,,-280161000000.0,,,-186161000000.0,,,,,,,11312516000000.0,3181000000.0,47185000000.0,,,47233000000.0,,47185000000.0,,0.19,10563439000000.0,,,,,0.0,,248342105263.0,,1523000000.0,,,,2413654000000.0,203142000000.0,,317158000000.0,,,,30550000000.0,61250000000.0,,,152430000000.0,,,250011000000.0,,301299000000.0,,744886000000.0,-3000000.0,,,,,-560000000.0,,,55000000.0,35865000000.0,1187000000.0,248342105263.0,,,483768000000.0,,-185601000000.0,,,,,,,,,-241516000000.0,,66531000000.0,,96322000000.0,81273000000.0,,60989000000.0,,,0.19,,81273000000.0,106000000.0,14017000000.0,,,,,,15859000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,-1949000000.0,,,229648000000.0,-9131000000.0,,,25729000000.0,,,,,-274255000000.0,,,113592000000.0,,,,,,,11754766000000.0,3041000000.0,45640000000.0,,,45720000000.0,,45640000000.0,,,11016090000000.0,,,,,58000000.0,,,,1698000000.0,,,,2539672000000.0,-30633000000.0,,402347000000.0,,,,31817000000.0,59539000000.0,,,2406253000000.0,,,250011000000.0,,317158000000.0,,733598000000.0,-799000000.0,,,,,-4497000000.0,,,247000000.0,41887000000.0,1514000000.0,,,,248408000000.0,,118089000000.0,,,,,,,,,59330000000.0,,73835000000.0,,99686000000.0,82786000000.0,,58752000000.0,,,,,82786000000.0,247000000.0,13819000000.0,,,,,,85189000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,-51865000000.0,,,275827000000.0,-6905000000.0,,,27215000000.0,,,,,-252372000000.0,,,-8688000000.0,,,,,,,11772330000000.0,,46187000000.0,,,46254000000.0,,46187000000.0,,0.18,10993306000000.0,,,,,902081000000.0,,256594444444.0,,1679000000.0,,,,2681905000000.0,-86854000000.0,,258916000000.0,,,,33786000000.0,59627000000.0,,,164742000000.0,,,250011000000.0,,402347000000.0,,773545000000.0,-195000000.0,,,,,-4437000000.0,,,333000000.0,47591000000.0,1414000000.0,256594444444.0,,,169963000000.0,,-4251000000.0,,,,,,,,,-60905000000.0,,78598000000.0,,100083000000.0,84528000000.0,,59426000000.0,,,0.18,,84528000000.0,333000000.0,13373000000.0,,,,,,-143431000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,-959000000.0,217672000000.0,80554000000.0,289266000000.0,-14953000000.0,397066000000.0,558463000000.0,40380000000.0,,49668000000.0,11465173000000.0,,-164376000000.0,2788319000000.0,160000000.0,182959000000.0,169439000000.0,219107000000.0,169258000000.0,-56278000000.0,,,12281834000000.0,,30246000000.0,101702000000.0,2455850000000.0,30232000000.0,248908823529.0,30246000000.0,118294000000.0,,11465173000000.0,811141000000.0,12281834000000.0,,,-901979000000.0,12497000000.0,,169258000000.0,1662000000.0,0.68,289266000000.0,,2455850000000.0,66929000000.0,750000000.0,558463000000.0,1660000000.0,1146554000000.0,94222000000.0,47482000000.0,38691000000.0,250011000000.0,,2788319000000.0,0.68,125014000000.0,250011000000.0,,258916000000.0,,811141000000.0,-66000000.0,,248908823529.0,,94222000000.0,-13818000000.0,-1063000000.0,-35783000000.0,64000000.0,52332000000.0,1660000000.0,,-23312000000.0,152584000000.0,244415000000.0,,196777000000.0,,-971164000000.0,301299000000.0,143635000000.0,,,,,146256000000.0,,80554000000.0,,100975000000.0,94222000000.0,,38505000000.0,,,,257164000000.0,94222000000.0,64000000.0,8459000000.0,-96835000000.0,,,177675000000.0,,299547000000.0,1662000000.0,699000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,-7000000.0,,,340736000000.0,-6686000000.0,,,27592000000.0,,,,,-170180000000.0,,,242107000000.0,,,,,,,13277382000000.0,,51512000000.0,,,51609000000.0,,51512000000.0,,0.21,12408221000000.0,,,,,2000000.0,,245295238095.0,,1663000000.0,,,,2516671000000.0,-49066000000.0,,754706000000.0,,,,36260000000.0,66809000000.0,,,681847000000.0,,,250011000000.0,,558463000000.0,-1505000000.0,863454000000.0,,,,,,-4615000000.0,,,88000000.0,63165000000.0,1546000000.0,245295238095.0,,,125543000000.0,,246722000000.0,,,,,,,,,183684000000.0,,91387000000.0,,109671000000.0,95958000000.0,,66736000000.0,,,0.21,,95958000000.0,88000000.0,15200000000.0,,,,,,196243000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,-1534000000.0,,,323600000000.0,-8052000000.0,,,29101000000.0,,,,,-188898000000.0,,,87369000000.0,,,,,,,13505745000000.0,,54771000000.0,,,54885000000.0,,54771000000.0,,,12636340000000.0,,,,,86000000.0,,,,1677000000.0,,,,2544385000000.0,-38771000000.0,,813015000000.0,,,,38089000000.0,71703000000.0,,,3226028000000.0,,,250011000000.0,,754706000000.0,,863526000000.0,,,,,,-6851000000.0,,,93000000.0,62576000000.0,1451000000.0,,,,157015000000.0,,94220000000.0,,,,,,,,,29215000000.0,,104345000000.0,,117326000000.0,99391000000.0,,71182000000.0,,,,,99391000000.0,98000000.0,16818000000.0,,,,,,58309000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,-59681000000.0,,,375435000000.0,-8382000000.0,,,30068000000.0,,,,,-160204000000.0,,,-122494000000.0,,,,,,,13296482000000.0,3419000000.0,51908000000.0,,,52025000000.0,,51908000000.0,,0.21,12378798000000.0,,,,,65000000.0,,247180952381.0,,1662000000.0,,,,2567260000000.0,-19444000000.0,,618481000000.0,,,,39072000000.0,66994000000.0,,,694222000000.0,,,250011000000.0,,813015000000.0,,908760000000.0,-56000000.0,,,,,-6238000000.0,,,2950000000.0,61401000000.0,1357000000.0,247180952381.0,,,146830000000.0,,-116256000000.0,,,,,,,,,-180611000000.0,,115064000000.0,,114263000000.0,102416000000.0,,66817000000.0,,,0.21,,102416000000.0,2950000000.0,14969000000.0,,,,,,-194534000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,2002000000.0,250286000000.0,123215000000.0,391034000000.0,-16921000000.0,460718000000.0,748920000000.0,47805000000.0,,57837000000.0,13023219000000.0,,-211135000000.0,3212039000000.0,250000000.0,126892000000.0,193602000000.0,251439000000.0,193179000000.0,-59220000000.0,,,13972828000000.0,3823000000.0,34988000000.0,333874000000.0,2659606000000.0,35083000000.0,250881818182.0,34988000000.0,134566000000.0,,13023219000000.0,941732000000.0,13972828000000.0,,,97000000.0,13889000000.0,,193179000000.0,1651000000.0,0.77,391034000000.0,,2659606000000.0,-48574000000.0,3332000000.0,748920000000.0,2061000000.0,608345000000.0,113946000000.0,56998000000.0,45933000000.0,250011000000.0,,3212039000000.0,0.77,368813000000.0,250011000000.0,,618481000000.0,,941732000000.0,-29000000.0,,250881818182.0,,113946000000.0,-17235000000.0,-294000000.0,-40041000000.0,-1087000000.0,62897000000.0,2061000000.0,,-34939000000.0,-155855000000.0,178957000000.0,,144127000000.0,,-730417000000.0,558463000000.0,170419000000.0,,,,,87758000000.0,,123215000000.0,,119458000000.0,113946000000.0,,45551000000.0,,,,190457000000.0,113946000000.0,196000000.0,10850000000.0,120046000000.0,-5562000000.0,,250039000000.0,,130439000000.0,1651000000.0,2044000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,-1523000000.0,,,450253000000.0,-8543000000.0,,,29580000000.0,,,,,-162930000000.0,,,-139022000000.0,,,,,,,14676634000000.0,3683000000.0,59580000000.0,,,59713000000.0,,59580000000.0,,0.24,13665809000000.0,,,,,6000000.0,,248250000000.0,,1644000000.0,,,,2688668000000.0,-23849000000.0,,587365000000.0,,,,39935000000.0,77360000000.0,,,849138000000.0,,,250011000000.0,,748920000000.0,,1002812000000.0,-6000000.0,,,,,-3165000000.0,,,0.0,62627000000.0,1969000000.0,248250000000.0,,,141858000000.0,,-135857000000.0,,,,,,,,,-208797000000.0,,131523000000.0,,125578000000.0,113787000000.0,,77106000000.0,,,0.24,,113787000000.0,,17647000000.0,,,,,,-161555000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,1505000000.0,,,371887000000.0,-7511000000.0,,,31299000000.0,,,,,-166924000000.0,,,202670000000.0,,,,,,,14859214000000.0,3780000000.0,60131000000.0,,,60251000000.0,,60131000000.0,,,13858703000000.0,,,,,188000000.0,,,,1629000000.0,,,,2704622000000.0,-16982000000.0,,781542000000.0,,,,40889000000.0,77829000000.0,,,3434909000000.0,,,250011000000.0,,587365000000.0,,992374000000.0,-2000000.0,,,,,-9918000000.0,,,-1487000000.0,63060000000.0,1925000000.0,,,,159953000000.0,,212588000000.0,,,,,,,,,136254000000.0,,144116000000.0,,125820000000.0,119935000000.0,,77417000000.0,,,,,119935000000.0,,17578000000.0,,,,,,194177000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,-67026000000.0,,,427701000000.0,,,,34014000000.0,,,,,-445033000000.0,,,-66051000000.0,,,,,,,14995769000000.0,,56771000000.0,,,56903000000.0,,56771000000.0,,0.23,13946157000000.0,,,,,15000000.0,,246830434783.0,,1626000000.0,,,,2941100000000.0,-128251000000.0,,526412000000.0,,,,43378000000.0,73410000000.0,,,634052000000.0,,,250011000000.0,,781542000000.0,-736000000.0,1041367000000.0,-213000000.0,,,,,-7240000000.0,,,0.0,66984000000.0,1800000000.0,246830434783.0,,,323919000000.0,,-58811000000.0,,,,,,,,,,,154764000000.0,,125967000000.0,123584000000.0,,73032000000.0,,,0.23,,123584000000.0,0.0,16507000000.0,,,,,,-255130000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
