,trailingInterestExpense,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,annualInterestExpense,trailingRepaymentOfDebt,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualRepaymentOfDebt,annualOtherIncomeExpense,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingGrossProfit,annualBasicEPS,quarterlyCapitalStock,annualTotalNonCurrentAssets,quarterlyBasicEPS,trailingNetIncomeCommonStockholders,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,trailingTaxProvision,annualInventory,quarterlyNetPPE,quarterlyAccumulatedDepreciation,annualOtherCurrentAssets,annualCostOfRevenue,annualTotalRevenue,annualCapitalStock,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetOtherFinancingCharges,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,trailingOtherNonCashItems,annualBasicAverageShares,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,annualGrossProfit,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualOperatingExpense,trailingOperatingExpense,trailingPurchaseOfBusiness,trailingCostOfRevenue,quarterlyGrossPPE,annualChangeInInventory,trailingFreeCashFlow,quarterlyDilutedEPS,trailingBeginningCashPosition,trailingNetIncome,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,annualNonCurrentDeferredRevenue,quarterlyTotalAssets,annualNetIncome,quarterlyLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,annualRetainedEarnings,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualPurchaseOfInvestment,trailingInvestingCashFlow,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,annualGoodwill,annualSaleOfInvestment,annualPretaxIncome,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,trailingSaleOfInvestment,annualOtherNonCashItems,annualDepreciationAndAmortization,trailingTotalRevenue,quarterlyGoodwill,annualInvestingCashFlow,annualOperatingIncome,annualLongTermDebt,annualStockholdersEquity,annualEndCashPosition,annualTotalAssets,annualTaxProvision,trailingEndCashPosition,quarterlyInventory,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentDebt,annualAccountsPayable,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOtherShortTermInvestments,annualCommonStockIssuance,annualDilutedAverageShares,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualEbitda,annualNetPPE,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyChangeInInventory,quarterlyCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,annualIncomeTaxPayable,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyCashDividendsPaid,quarterlySellingGeneralAndAdministration,trailingDilutedEPS,quarterlyFreeCashFlow,quarterlyDilutedAverageShares,trailingBasicEPS,quarterlyBasicAverageShares,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,trailingChangeInInventory,quarterlyNetIncome,quarterlyGrossProfit,quarterlyPretaxIncome,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyBeginningCashPosition,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems,quarterlyOperatingExpense
1135987200,,,4277000000.0,4033000000.0,38203000000.0,,11645000000.0,13995000000.0,4761000000.0,347000000.0,,,,-5299000000.0,,,-2065000000.0,,6.04,,178024000000.0,,,,,,2416000000.0,,3904000000.0,,27106000000.0,,,0.0,3640000000.0,6171000000.0,1158000000.0,-2368000000.0,,-466000000.0,630000000.0,26304000000.0,,-2033000000.0,,2316164338.0,,,2531000000.0,,14205000000.0,-342000000.0,,974000000.0,,,,,-3204000000.0,,,,,,,,544000000.0,,,,13995000000.0,,,,173851000000.0,,,-940000000.0,,,,,,2223000000.0,14464000000.0,,,,,-82000000.0,166000000.0,,,1123000000.0,1557000000.0,18683000000.0,185162000000.0,8310000000.0,216227000000.0,259000000.0,,,7077000000.0,,,6.04,,,2695000000.0,,19227000000.0,,,,,1014000000.0,,2316164338.0,,,403000000.0,,,,14977000000.0,9612000000.0,8310000000.0,1999000000.0,9324000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,-4528000000.0,8310000000.0,57658000000.0,,12418000000.0,18075000000.0,5259000000.0,589000000.0,,,,-4843000000.0,,,,,7.8,,192143000000.0,,,,,,2998000000.0,,6872000000.0,,45857000000.0,,,0.0,4908000000.0,10951000000.0,1158000000.0,-1552000000.0,,2986000000.0,-15748000000.0,44120000000.0,,-2196000000.0,,2316164338.0,,,6043000000.0,,18279000000.0,-22436000000.0,,-218000000.0,,,,,,,,,,,,,920000000.0,,,,18075000000.0,,,,187202000000.0,,,-2630000000.0,,,,,,,19492000000.0,,,,,1552000000.0,172000000.0,,,-3612000000.0,6261000000.0,27609000000.0,200422000000.0,3782000000.0,249801000000.0,1213000000.0,,,11591000000.0,,,7.8,,,-15748000000.0,,32529000000.0,,,,,1223000000.0,,2316164338.0,,,251000000.0,,,,20253000000.0,10222000000.0,3782000000.0,1401000000.0,5005000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,,1827000000.0,3782000000.0,69826000000.0,,13015000000.0,27678000000.0,3406000000.0,984000000.0,,,,-10030000000.0,,,-505000000.0,,11.95,,206796000000.0,,,,,,6889000000.0,,8872000000.0,,58418000000.0,,,0.0,6521000000.0,13277000000.0,1158000000.0,-1734000000.0,,-622000000.0,218000000.0,46013000000.0,,-2455000000.0,,2316164338.0,,,6756000000.0,,27972000000.0,-5290000000.0,,1282000000.0,,,,,-10676000000.0,,,,,,,,1300000000.0,,,,27678000000.0,,,,209691000000.0,,,-1133000000.0,,,,,,4448000000.0,29169000000.0,,,,,550000000.0,257000000.0,,,6174000000.0,5474000000.0,23655000000.0,227203000000.0,5609000000.0,276622000000.0,1197000000.0,,,17058000000.0,,,11.95,,,723000000.0,,28955000000.0,,,,,1439000000.0,,2316164338.0,,,956000000.0,,,,30410000000.0,10560000000.0,5609000000.0,2020000000.0,7048000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,,1564000000.0,5609000000.0,73168000000.0,,14376000000.0,15518000000.0,4342000000.0,504000000.0,,,,-8204000000.0,11187000000.0,944000000.0,-898000000.0,,6.7,,213464000000.0,,,,,,872000000.0,7572000000.0,10991000000.0,,61211000000.0,,,61211000000.0,6035000000.0,12856000000.0,0.0,-640000000.0,,907000000.0,-4489000000.0,51126000000.0,,-2752000000.0,,2316164338.0,,,6821000000.0,,15719000000.0,-4352000000.0,,1442000000.0,,,,,-3601000000.0,,,,,,,,1359000000.0,,,,15518000000.0,,,,219534000000.0,,3904000000.0,-4373000000.0,,,,,,3379000000.0,16578000000.0,,,,,54000000.0,284000000.0,,,-2417000000.0,5379000000.0,33258000000.0,231164000000.0,7173000000.0,286632000000.0,859000000.0,,,16509000000.0,,,6.7,,,-3591000000.0,,34617000000.0,,388000000.0,,,858000000.0,,2316164338.0,185077000000.0,,0.0,,,1141000000.0,17366000000.0,11624000000.0,7173000000.0,140000000.0,8031000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,0.0,4250000000.0,7173000000.0,157260000000.0,,205383000000.0,19886000000.0,4520000000.0,367000000.0,,73029000000.0,233110000000.0,-16337000000.0,16501000000.0,1032000000.0,-711000000.0,,8.59,0.0,534137000000.0,,,,,283531000000.0,460000000.0,-11184000000.0,17589000000.0,,16593000000.0,205383000000.0,,0.0,10314000000.0,17702000000.0,0.0,-547000000.0,,-711000000.0,13048000000.0,370453000000.0,,,,2316164338.0,,,7388000000.0,,20308000000.0,4653000000.0,1927000000.0,1704000000.0,,,,205383000000.0,1541000000.0,,,,,157260000000.0,,93867000000.0,13355000000.0,,,691397000000.0,19886000000.0,256275000000.0,,4520000000.0,,460000000.0,48146000000.0,-595000000.0,,,48146000000.0,534137000000.0,28858000000.0,1545000000.0,21952000000.0,,276586000000.0,187666000000.0,,17000000.0,349000000.0,,28858000000.0,1675000000.0,5684000000.0,256275000000.0,283531000000.0,11423000000.0,691397000000.0,1644000000.0,,16593000000.0,93867000000.0,,92521000000.0,8.59,92521000000.0,13355000000.0,13759000000.0,,276586000000.0,17589000000.0,73029000000.0,78101000000.0,78101000000.0,1927000000.0,,2316164338.0,187666000000.0,,5286000000.0,5286000000.0,370453000000.0,233110000000.0,22668000000.0,205383000000.0,92521000000.0,14000000.0,92521000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,155000000.0,,,,,,,,,,,,,,,,,,1158000000.0,,0.0,,,,250296000000.0,,,,,,10532000000.0,,,,,,,,,,,,,,,239807000000.0,,,,,,1800000000.0,,,,,,,,0.0,,,83478000000.0,,29046000000.0,,,,306558000000.0,,21492000000.0,,0.0,,0.0,,,,,,223080000000.0,,,,,23803000000.0,,,,,,,,,,,,,,,56462000000.0,,,20213000000.0,,18413000000.0,2311000000.0,,,,14468000000.0,,,,,,,,,,0.0,52849000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,0.0,13724000000.0,11423000000.0,166614000000.0,,195412000000.0,26478000000.0,3945000000.0,398000000.0,,80889000000.0,,-7025000000.0,,,-144000000.0,,11.43,0.0,554563000000.0,,,,,309497000000.0,18298000000.0,,23122000000.0,,17733000000.0,195412000000.0,-3488000000.0,0.0,15113000000.0,23983000000.0,0.0,-474000000.0,,-170000000.0,8524000000.0,368475000000.0,,-3488000000.0,,2316164338.0,247431000000.0,,8870000000.0,,26801000000.0,5828000000.0,592000000.0,1988000000.0,,,,195412000000.0,-2299000000.0,,,,,166614000000.0,,106911000000.0,14290000000.0,,,721177000000.0,26478000000.0,241627000000.0,,3945000000.0,247431000000.0,18298000000.0,57229000000.0,-1314000000.0,,,57229000000.0,554563000000.0,27332000000.0,601000000.0,28125000000.0,,261564000000.0,,,49000000.0,398000000.0,,27332000000.0,3078000000.0,6882000000.0,241627000000.0,309497000000.0,25147000000.0,721177000000.0,1324000000.0,,17733000000.0,106911000000.0,,91652000000.0,11.43,91652000000.0,14290000000.0,8668000000.0,,261564000000.0,23122000000.0,80889000000.0,81198000000.0,81198000000.0,592000000.0,,2316164338.0,,,9131000000.0,9131000000.0,368475000000.0,,28921000000.0,195412000000.0,91652000000.0,14000000.0,91652000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,141000000.0,,,,,,,,,,20495000000.0,,,,,,,,1158000000.0,,0.0,,,,297288000000.0,,,,,,10196000000.0,,,,,,,,,,,,,,,286799000000.0,,,,,,290000000.0,,,,,,,,0.0,,,93656000000.0,,38191000000.0,,,,357139000000.0,,17141000000.0,,0.0,,0.0,,,,,,263483000000.0,,,,,17961000000.0,,,,,,,,,,,,,,,68620000000.0,,,22137000000.0,,21847000000.0,820000000.0,,,,15897000000.0,,,,,,,,,,0.0,56152000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,0.0,-5253000000.0,25147000000.0,92006000000.0,,15144000000.0,46055000000.0,0.0,372000000.0,,9701000000.0,,-16249000000.0,,,-1259000000.0,,19.88,1158000000.0,281180000000.0,,,,,311073000000.0,9701000000.0,,22897000000.0,,68932000000.0,11233000000.0,-3911000000.0,0.0,21160000000.0,32971000000.0,1158000000.0,,,4051000000.0,-7235000000.0,58901000000.0,,-3911000000.0,,2316164338.0,290340000000.0,,11811000000.0,,46259000000.0,-10730000000.0,220000000.0,2373000000.0,,,,15144000000.0,-2976000000.0,,,,,92006000000.0,,35031000000.0,850000000.0,,,373186000000.0,46055000000.0,23020000000.0,,0.0,290340000000.0,9701000000.0,,-3339000000.0,,,,281180000000.0,,2048000000.0,48092000000.0,,23870000000.0,,,-26000000.0,400000000.0,,,-12010000000.0,9438000000.0,23020000000.0,311073000000.0,19894000000.0,373186000000.0,1833000000.0,,68932000000.0,35031000000.0,,20114000000.0,19.88,19894000000.0,850000000.0,-5976000000.0,,23870000000.0,22897000000.0,9701000000.0,,,220000000.0,,2316164338.0,,,180000000.0,180000000.0,58901000000.0,,48864000000.0,11233000000.0,19894000000.0,14000000.0,20114000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,4342000000.0,,,,,,,,,,,6041000000.0,,,,,,,1158000000.0,,0.0,,,,320919000000.0,,,,,,10241000000.0,,,,,,,,,,,,,,,299740000000.0,,,,,,206000000.0,,,,,,,,0.0,,,94147000000.0,,27372000000.0,,,,383398000000.0,,31231000000.0,,31231000000.0,,1019000000.0,,,,,,289251000000.0,,,,,32073000000.0,251166000000.0,,,,,,,,,,,,,,65628000000.0,,,24177000000.0,,23971000000.0,842000000.0,,,,13910000000.0,,,,,,,,,,279010000000.0,59445000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,78641000000.0,1273000000.0,19894000000.0,104345000000.0,,14069000000.0,32152000000.0,0.0,617000000.0,,2677000000.0,,-24274000000.0,,,-105000000.0,,13.88,0.0,303221000000.0,,,,,340336000000.0,13290000000.0,,5098000000.0,,80088000000.0,10145000000.0,-3924000000.0,78641000000.0,9810000000.0,19199000000.0,0.0,-2849000000.0,,-141000000.0,-3324000000.0,64073000000.0,,-3924000000.0,,2316164338.0,315162000000.0,,9389000000.0,,32524000000.0,-6175000000.0,236000000.0,2443000000.0,,,,14069000000.0,-10702000000.0,,,,,104345000000.0,,20189000000.0,820000000.0,,,407566000000.0,32152000000.0,43001000000.0,,0.0,315162000000.0,13290000000.0,1308000000.0,-104000000.0,,,1308000000.0,303221000000.0,,922000000.0,33758000000.0,,43884000000.0,,,-313000000.0,340000000.0,,,2838000000.0,6946000000.0,43001000000.0,340336000000.0,21167000000.0,407566000000.0,1234000000.0,,80088000000.0,20189000000.0,,21403000000.0,13.88,21167000000.0,820000000.0,-3219000000.0,,43884000000.0,5098000000.0,2677000000.0,,,236000000.0,,2316164338.0,,,286000000.0,286000000.0,64073000000.0,,34715000000.0,10145000000.0,21167000000.0,845000000.0,21403000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,79578000000.0,,,,,,,,,,14329000000.0,,,,,,,,0.0,,,,,,344306000000.0,,,,,,10038000000.0,,,,,,,,,,,,,,,321601000000.0,,,,,,2776000000.0,,,,,10038000000.0,,,,,,110685000000.0,,20624000000.0,,,,410612000000.0,,41509000000.0,,0.0,,14329000000.0,,,,,2329000000.0,299927000000.0,,,,,42398000000.0,,,,,,,,,,,,,,,79578000000.0,,,27784000000.0,,25008000000.0,889000000.0,,,,4300000000.0,,,,,,,,,,0.0,63022000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,78027000000.0,10110000000.0,21167000000.0,117205000000.0,,14216000000.0,35260000000.0,0.0,454000000.0,,1232000000.0,,-10716000000.0,,,-162000000.0,,15.22,0.0,311632000000.0,,,,,369729000000.0,3260000000.0,,2438000000.0,,79784000000.0,9977000000.0,-4239000000.0,78027000000.0,7983000000.0,17013000000.0,0.0,-2892000000.0,,-246000000.0,6934000000.0,56016000000.0,,-4239000000.0,,2316164338.0,342716000000.0,,9030000000.0,,35972000000.0,-3657000000.0,1360000000.0,2407000000.0,,,,14216000000.0,788000000.0,,,,,117205000000.0,,15466000000.0,986000000.0,,,428837000000.0,35260000000.0,39452000000.0,,0.0,342716000000.0,3260000000.0,1600000000.0,-180000000.0,,,1600000000.0,311632000000.0,,2946000000.0,37494000000.0,,40550000000.0,,,-502000000.0,325000000.0,,,6892000000.0,6623000000.0,39452000000.0,369729000000.0,31277000000.0,428837000000.0,1522000000.0,,79784000000.0,15466000000.0,,34557000000.0,15.22,33197000000.0,986000000.0,7096000000.0,,40550000000.0,2438000000.0,1232000000.0,,,1360000000.0,,2316164338.0,,,0.0,0.0,56016000000.0,,38273000000.0,9977000000.0,33197000000.0,0.0,34557000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,78215000000.0,,,,,,,,,,10670000000.0,,,,,,,,0.0,,,,,,387623000000.0,,,,,,9954000000.0,,,,,,,,,,,,,,,341031000000.0,,,,,,1344000000.0,,,,,9954000000.0,,,,,,115903000000.0,,21631000000.0,,,,444528000000.0,,30646000000.0,,0.0,,10670000000.0,,,,,2759000000.0,328625000000.0,,,,,32064000000.0,,,,,,,,,,,,,,,78215000000.0,,,34409000000.0,,33065000000.0,1013000000.0,,,,8955000000.0,,,,,,,,,,0.0,53695000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,69135000000.0,-1840000000.0,31277000000.0,110125000000.0,,21998000000.0,53869000000.0,0.0,414000000.0,,1663000000.0,,-3370000000.0,,,-7849000000.0,,23.26,0.0,347816000000.0,,,,,403190000000.0,11451000000.0,,18352000000.0,,73199000000.0,17454000000.0,-4544000000.0,69135000000.0,12980000000.0,24259000000.0,0.0,-5278000000.0,,-207000000.0,2315000000.0,51894000000.0,,-4544000000.0,,2316164338.0,371865000000.0,,11279000000.0,,54608000000.0,8744000000.0,918000000.0,2376000000.0,,,,21998000000.0,6944000000.0,,,,,110125000000.0,,31350000000.0,1022000000.0,,,457941000000.0,53869000000.0,19522000000.0,,0.0,371865000000.0,11451000000.0,1781000000.0,-182000000.0,,,1781000000.0,347816000000.0,,595000000.0,55927000000.0,,20544000000.0,,,-884000000.0,393000000.0,,,-7723000000.0,8903000000.0,19522000000.0,403190000000.0,29437000000.0,457941000000.0,1319000000.0,,73199000000.0,31350000000.0,,34097000000.0,23.26,33179000000.0,1022000000.0,10164000000.0,,20544000000.0,18352000000.0,1663000000.0,,,918000000.0,,2316164338.0,,,0.0,0.0,51894000000.0,,56734000000.0,17454000000.0,33179000000.0,0.0,34097000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,0.0,,,,,,,,,,21059000000.0,,,,,,,,0.0,,0.0,,,,440389000000.0,,,,,,186911000000.0,-1641000000.0,,,,,,,,,,443000000.0,,,,486714000000.0,,,,,,218000000.0,,,,,188552000000.0,,,0.0,,,232448000000.0,,142094000000.0,,,,1079536000000.0,,297980000000.0,,8960000000.0,,0.0,,,,,16489000000.0,847088000000.0,,,,,380344000000.0,,,,,,261135000000.0,,,,,,,,,19729000000.0,,,162062000000.0,,162062000000.0,31113000000.0,,,,44744000000.0,,,134802000000.0,,,,,,,4656000000.0,522438000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,0.0,91734000000.0,29437000000.0,192974000000.0,,195077000000.0,118570000000.0,11205000000.0,4470000000.0,,20393000000.0,,-66028000000.0,,12364000000.0,-25482000000.0,,36.91,0.0,839970000000.0,,,,,428588000000.0,0.0,,33967000000.0,,19761000000.0,187070000000.0,-8007000000.0,0.0,68243000000.0,166760000000.0,0.0,-21865000000.0,,25264000000.0,19067000000.0,483833000000.0,433000000.0,-8007000000.0,,3212671194.0,500909000000.0,,98517000000.0,,44366000000.0,2832000000.0,972000000.0,73835000000.0,,,,195077000000.0,2158000000.0,,,,,192974000000.0,,130303000000.0,26062000000.0,,433000000.0,1032944000000.0,118570000000.0,275363000000.0,,11205000000.0,500909000000.0,0.0,15398000000.0,-200000000.0,,-9687000000.0,15398000000.0,839970000000.0,261449000000.0,3121000000.0,47261000000.0,,353530000000.0,,,3549000000.0,9740000000.0,,261449000000.0,72568000000.0,24682000000.0,275363000000.0,428588000000.0,121171000000.0,1032944000000.0,2895000000.0,,19761000000.0,130303000000.0,,121171000000.0,36.91,121171000000.0,26062000000.0,44549000000.0,,353530000000.0,33967000000.0,20393000000.0,114841000000.0,114841000000.0,972000000.0,,3212671194.0,,-1034000000.0,4238000000.0,4238000000.0,483833000000.0,,61471000000.0,187070000000.0,121171000000.0,-132000000.0,121171000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,0.0,,,,,,,,,,91422000000.0,,,,,,,,0.0,,0.0,,,,430462000000.0,,,,,,185987000000.0,,,,,,,,,,,,,,,508169000000.0,,,,,,808000000.0,,,,,185987000000.0,,,0.0,,,227982000000.0,,161169000000.0,,,,1062717000000.0,,268124000000.0,,51102000000.0,,0.0,,,,,15087000000.0,834735000000.0,,,,,348382000000.0,,,,,,259270000000.0,,,,,,,,,19888000000.0,,,154407000000.0,,154407000000.0,25654000000.0,,,,67696000000.0,,,114108000000.0,,,,,,,6692000000.0,509551000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,0.0,35099000000.0,121171000000.0,223494000000.0,,171490000000.0,33008000000.0,11494000000.0,7118000000.0,,17380000000.0,,-45365000000.0,,19170000000.0,-24546000000.0,,8.55,0.0,789971000000.0,,,,,424679000000.0,0.0,,72807000000.0,,18852000000.0,153753000000.0,-17737000000.0,0.0,101943000000.0,259842000000.0,0.0,-2399000000.0,,-3085000000.0,15792000000.0,469275000000.0,402000000.0,-17737000000.0,,3859441388.0,520616000000.0,,157899000000.0,,41912000000.0,-8850000000.0,3315000000.0,120587000000.0,,,,171490000000.0,-581000000.0,,,,,223494000000.0,,157312000000.0,23692000000.0,,402000000.0,1013465000000.0,33008000000.0,235543000000.0,,11494000000.0,520616000000.0,0.0,10587000000.0,-899000000.0,,-9977000000.0,10587000000.0,789971000000.0,254748000000.0,4553000000.0,46463000000.0,,311963000000.0,,,7356000000.0,16014000000.0,,254748000000.0,-18027000000.0,37312000000.0,235543000000.0,424679000000.0,156270000000.0,1013465000000.0,4551000000.0,,18852000000.0,157312000000.0,,156270000000.0,8.55,156270000000.0,23692000000.0,40338000000.0,,311963000000.0,72807000000.0,17380000000.0,97561000000.0,97561000000.0,3315000000.0,,3859441388.0,,-189000000.0,5096000000.0,5096000000.0,469275000000.0,,69595000000.0,153753000000.0,156270000000.0,0.0,156270000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,-51067000000.0,,,,,,,,,,17478000000.0,,,,,,,,0.0,,0.0,,,,436941000000.0,,,,,,160993000000.0,,,,,,,,,,,429000000.0,,,,529232000000.0,,,,,,2167000000.0,,,,,160993000000.0,,,0.0,,,221891000000.0,,127492000000.0,,,,1052838000000.0,,289418000000.0,,10479000000.0,,0.0,,,,,62744000000.0,830947000000.0,,,,,366688000000.0,,,,,,257702000000.0,,,,,,,,,20601000000.0,,,150223000000.0,,150223000000.0,25210000000.0,,,,41300000000.0,,,101072000000.0,,,,,,,0.0,494180000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,4200000000.0,156270000000.0,233546000000.0,,196657000000.0,35100000000.0,15250000000.0,8274000000.0,,19252000000.0,,-87674000000.0,,16545000000.0,-23915000000.0,,9.1,0.0,866709000000.0,,,,,459537000000.0,,,22101000000.0,,21708000000.0,167094000000.0,-29563000000.0,,101328000000.0,248515000000.0,0.0,-41522000000.0,,1898000000.0,29681000000.0,508708000000.0,374000000.0,-29563000000.0,,3857678500.0,,,147187000000.0,,43602000000.0,-296000000.0,,111792000000.0,,,,196657000000.0,-1825000000.0,,,,,233546000000.0,,114888000000.0,25583000000.0,,374000000.0,1100255000000.0,35100000000.0,313419000000.0,,15250000000.0,,,11546000000.0,-2127000000.0,,-10512000000.0,11546000000.0,866709000000.0,255334000000.0,297000000.0,46418000000.0,,393820000000.0,,,279000000.0,17105000000.0,,255334000000.0,-48683000000.0,35395000000.0,313419000000.0,459537000000.0,160470000000.0,1100255000000.0,2816000000.0,,21708000000.0,114888000000.0,,160470000000.0,9.1,160470000000.0,25583000000.0,53596000000.0,,393820000000.0,22101000000.0,19252000000.0,103256000000.0,103256000000.0,,,3857678500.0,,0.0,5180000000.0,5180000000.0,508708000000.0,,71797000000.0,167094000000.0,160470000000.0,,160470000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
