,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualInvestingCashFlow,trailingPretaxIncome,trailingCashDividendsPaid,annualTotalAssets,trailingPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualBasicEPS,trailingNetIncome,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyDilutedAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,annualCurrentLiabilities,annualRetainedEarnings,trailingStockBasedCompensation,annualInventory,quarterlyGoodwill,quarterlyBasicEPS,annualGoodwill,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualStockBasedCompensation,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyOtherIncomeExpense,trailingChangeInWorkingCapital,quarterlyInventory,annualCapitalStock,annualAccountsPayable,annualChangeInAccountPayable,trailingOtherIncomeExpense,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashDividendsPaid,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualOtherIntangibleAssets,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,quarterlyCapitalStock,annualDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,trailingTotalRevenue,annualEbitda,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualOperatingIncome,annualNetOtherInvestingChanges,annualGrossPPE,annualCashAndCashEquivalents,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingEndCashPosition,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyTotalNonCurrentAssets,quarterlyFreeCashFlow,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,trailingDeferredIncomeTax,trailingCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualCapitalExpenditure,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossPPE,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyDilutedEPS,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,trailingInterestExpense,trailingBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangesInAccountReceivables,trailingOperatingExpense,annualRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualDilutedAverageShares,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingRepurchaseOfCapitalStock,annualInterestExpense,quarterlyBasicAverageShares,quarterlyEndCashPosition,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingFreeCashFlow,annualGrossProfit,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingCostOfRevenue,annualChangeInWorkingCapital,quarterlyNetPPE,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,annualBasicAverageShares,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,quarterlyOperatingIncome,trailingTaxProvision,annualNetIncome,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualFreeCashFlow,annualBeginningCashPosition,annualOperatingExpense,annualCashDividendsPaid,annualCurrentDeferredRevenue,annualCostOfRevenue,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1151625600,,1759000000.0,,10391000000.0,-4024000000.0,1707000000.0,1707000000.0,,,,,,,,,,,,,6752000000.0,2361600000.0,1262000000.0,,,,,,2390000000.0,,5885000000.0,,,,,,0.73,,,,,,,,1617000000.0,,-105000000.0,,4690000000.0,,,,,,,,,,,7310000000.0,,7310000000.0,,,,,446000000.0,0.0,,,,,,,6474000000.0,,,,,,7809000000.0,,75000000.0,,-349000000.0,,,28765000000.0,,,65929000000.0,1707000000.0,,,46134000000.0,1406000000.0,-823000000.0,,,,,,,,,,,,,0.72,,1910000000.0,,-879000000.0,2196000000.0,,,36943000000.0,,,,,,,,-4086000000.0,,37164000000.0,,,,2537000000.0,,,,,,2346100000.0,2450000000.0,,-5020000000.0,,6792000000.0,4701000000.0,16757000000.0,,,28000000.0,,19795000000.0,3169000000.0,,,,,12008000000.0,,,2065000000.0,,,,,,352000000.0,,9182000000.0,,-353000000.0,,-823000000.0,,2091000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,2517000000.0,,9994000000.0,1563000000.0,1867000000.0,1867000000.0,,,,,,,,,,,,,6944000000.0,2361900000.0,1415000000.0,,,,,,2888000000.0,,6087000000.0,,,,,,0.8,,,,,,,,1963000000.0,,-103000000.0,,4610000000.0,,,,,,,,,,,8530000000.0,,8530000000.0,,,,,588000000.0,,,,,,,,2450000000.0,,,,,,7258000000.0,,76000000.0,,226000000.0,,,28272000000.0,,,66862000000.0,1867000000.0,,,45889000000.0,2032000000.0,-462000000.0,,,,,,,,,,,,,0.79,,1746000000.0,,753000000.0,2113000000.0,,,38590000000.0,,,,,,,,0.0,,38590000000.0,,,,2676000000.0,,,,,,2347500000.0,4013000000.0,,-480000000.0,,6802000000.0,4714000000.0,16315000000.0,,,-1039000000.0,,20973000000.0,3108000000.0,,,,,11957000000.0,,,2172000000.0,,,,,,302000000.0,,9690000000.0,,-485000000.0,,-462000000.0,,2088000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,2598000000.0,-4736000000.0,4534000000.0,-194000000.0,1471000000.0,1654000000.0,,-6575000000.0,,,68008000000.0,,5290000000.0,3.06,,656000000.0,41111000000.0,257000000.0,6373000000.0,,1538000000.0,,1987000000.0,737000000.0,,4140000000.0,2514000000.0,,6161000000.0,16234000000.0,40261000000.0,,4498000000.0,10659000000.0,,10659000000.0,5112000000.0,254000000.0,5290000000.0,,,6161000000.0,656000000.0,,499000000.0,,4498000000.0,990000000.0,2487000000.0,,,36031000000.0,10480000000.0,,10945000000.0,,,7955000000.0,,3815000000.0,9018000000.0,10571000000.0,4140000000.0,7955000000.0,516000000.0,990000000.0,3.04,-4970000000.0,3815000000.0,,9218000000.0,276000000.0,4013000000.0,,7231000000.0,-307000000.0,19703000000.0,3815000000.0,6560000000.0,,106000000.0,,-4444000000.0,,,26714000000.0,8301000000.0,10526000000.0,68008000000.0,1654000000.0,10571000000.0,,46604000000.0,1418000000.0,2765000000.0,4534000000.0,,,,,-2322000000.0,10526000000.0,,12411000000.0,19703000000.0,,-8758000000.0,,,736000000.0,,554000000.0,2487000000.0,,,,,21404000000.0,,,,,,-307000000.0,2360197368.0,41111000000.0,737000000.0,-267000000.0,-2502000000.0,1397000000.0,7175000000.0,,6373000000.0,,315000000.0,,3815000000.0,,-834000000.0,,6087000000.0,5206000000.0,16234000000.0,77000000.0,46604000000.0,1422000000.0,5349000000.0,21404000000.0,3343000000.0,,25732000000.0,26714000000.0,1282000000.0,10480000000.0,,,1708000000.0,,166000000.0,10945000000.0,736000000.0,40261000000.0,228000000.0,2344771242.0,8601000000.0,6992000000.0,-1180000000.0,-117000000.0,-1938000000.0,,881000000.0,,7175000000.0,6560000000.0,-8758000000.0,6696000000.0,6317000000.0,18501000000.0,-2049000000.0,77000000.0,10299000000.0,,,,,,,,,,,,,,,
1175299200,,2224000000.0,,9612000000.0,-1525000000.0,2148000000.0,2169000000.0,,,,,,,,,,,,,8285000000.0,2358800000.0,1508000000.0,,,,,,2728000000.0,,6353000000.0,,,,,,0.92,,,,,,,,661000000.0,,123000000.0,,4982000000.0,,,,,,,,,,,6957000000.0,,6957000000.0,,,,,556000000.0,,,,,,,,3815000000.0,,,,,,6689000000.0,,53000000.0,,-675000000.0,,,27822000000.0,,,68324000000.0,2169000000.0,,,46990000000.0,1697000000.0,-2482000000.0,,,,,,,,,,,,,0.92,,3042000000.0,,-752000000.0,2575000000.0,,,40502000000.0,,,,,,,,0.0,,40502000000.0,,,,2980000000.0,,,,,,2345300000.0,2290000000.0,,-1250000000.0,,7090000000.0,4666000000.0,17549000000.0,,,-79000000.0,,21334000000.0,3184000000.0,,,,,10273000000.0,,,2555000000.0,,,,,,405000000.0,,9818000000.0,,-527000000.0,,-2482000000.0,,2424000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,1813000000.0,,10345000000.0,322000000.0,1935000000.0,2008000000.0,,,,,,,,,,,,,6652000000.0,2351600000.0,1529000000.0,,,,,,2497000000.0,,6233000000.0,,,,,,0.86,,,,,,,,632000000.0,,147000000.0,,5022000000.0,,,,,,,,,,,7548000000.0,,7548000000.0,,,,,564000000.0,,,,,,,,2290000000.0,,,,,,6819000000.0,,57000000.0,,-103000000.0,,,26957000000.0,,17575000000.0,70621000000.0,2008000000.0,21057000000.0,,49984000000.0,1195000000.0,-807000000.0,,,,,,,,,,20110000000.0,,,0.85,,1834000000.0,,-245000000.0,2509000000.0,,,43664000000.0,,,,,,,,0.0,,43664000000.0,,,,2609000000.0,,,,,,2338800000.0,2612000000.0,,-725000000.0,,6903000000.0,4858000000.0,15980000000.0,,,-64000000.0,,20637000000.0,3329000000.0,,,,,10977000000.0,,,2225000000.0,,,11352000000.0,,,282000000.0,,9400000000.0,,-618000000.0,,-807000000.0,,2045000000.0,,,,-8758000000.0,,,,,,,,,,,,,,,,,,,,,
1191110400,,10190000000.0,,9275000000.0,4802000000.0,1571000000.0,6865000000.0,,,,,,,,,,,,,8200000000.0,2322400000.0,1552000000.0,,,,,,3034000000.0,,6813000000.0,,,,,,2.97,,,,,,,,667000000.0,,-483000000.0,,5268000000.0,,,,,,,,,,,14532000000.0,,14532000000.0,,,,,953000000.0,,,,,,,,2612000000.0,,,,,,6576000000.0,,66000000.0,,-1938000000.0,,,27443000000.0,,15119000000.0,76936000000.0,6865000000.0,21106000000.0,,48254000000.0,9540000000.0,-2873000000.0,,,,,,,,,,20787000000.0,,,2.96,,2069000000.0,,-323000000.0,2725000000.0,,,49493000000.0,,,,,,,,0.0,,49493000000.0,,,,2995000000.0,,,,,,2312100000.0,7414000000.0,,-2588000000.0,,6784000000.0,4742000000.0,17501000000.0,,,1164000000.0,,28682000000.0,3181000000.0,,,,,9942000000.0,,,1574000000.0,,,12029000000.0,,,37000000.0,,9818000000.0,,-650000000.0,,-2873000000.0,,2042000000.0,,,,-8758000000.0,,,,,,,,,,,,,,,,,,,,,
1199059200,,-5017000000.0,-7543000000.0,0.0,-2054000000.0,944000000.0,904000000.0,,-6244000000.0,,,75452000000.0,,4466000000.0,5.15,,677000000.0,49223000000.0,4876000000.0,0.0,,1847000000.0,,,,,7841000000.0,3013000000.0,,6648000000.0,16641000000.0,48408000000.0,,5455000000.0,11854000000.0,,11854000000.0,352000000.0,1849000000.0,4466000000.0,,,6648000000.0,677000000.0,10573000000.0,-631000000.0,,5455000000.0,0.0,3018000000.0,,,38947000000.0,9415000000.0,,12633000000.0,,,13201000000.0,,5360000000.0,9210000000.0,-6696000000.0,7841000000.0,13201000000.0,,0.0,5.13,-9318000000.0,5360000000.0,,7724000000.0,-1033000000.0,7414000000.0,,8226000000.0,3891000000.0,22800000000.0,5360000000.0,5117000000.0,,61000000.0,,-4827000000.0,,,26056000000.0,7487000000.0,16091000000.0,75452000000.0,904000000.0,-6696000000.0,10573000000.0,48022000000.0,-6355000000.0,1491000000.0,0.0,,,,,-3133000000.0,16091000000.0,,13259000000.0,22800000000.0,,-10167000000.0,,,2126000000.0,,785000000.0,3018000000.0,,,,,27430000000.0,,,-6448000000.0,,,3414000000.0,2328654971.0,49223000000.0,,-4671000000.0,1545000000.0,1250000000.0,11946000000.0,,0.0,,237000000.0,,5360000000.0,-59000000.0,-1681000000.0,,7158000000.0,5406000000.0,16641000000.0,,48022000000.0,3855000000.0,6430000000.0,27430000000.0,3679000000.0,,27915000000.0,26056000000.0,947000000.0,9415000000.0,,,1185000000.0,,-535000000.0,12633000000.0,2126000000.0,48408000000.0,254000000.0,2319611650.0,10171000000.0,6540000000.0,-1338000000.0,,-3156000000.0,,1752000000.0,,11946000000.0,5117000000.0,-10167000000.0,6077000000.0,3815000000.0,19689000000.0,,,11032000000.0,-52000000.0,,,,,,,,,,,,,,
1206921600,,1740000000.0,,9248000000.0,1571000000.0,2302000000.0,2317000000.0,,,,,,,,,,,,,8318000000.0,2272700000.0,1674000000.0,,,,,,2648000000.0,,6883000000.0,,,,,,1.02,,,,,,,,748000000.0,,65000000.0,,6241000000.0,,,,,,,,,,,10850000000.0,,10850000000.0,,,,,634000000.0,,,,,,,,5360000000.0,,,,,,5731000000.0,,57000000.0,,,,,27052000000.0,,14682000000.0,76318000000.0,2317000000.0,21850000000.0,,50031000000.0,1337000000.0,-3689000000.0,,,,,,,,,,23666000000.0,,,1.02,3837000000.0,2313000000.0,,,3007000000.0,,,49266000000.0,,,,,,,,0.0,,49266000000.0,,,,3122000000.0,,,,,,2267500000.0,6931000000.0,,3434000000.0,,7568000000.0,5080000000.0,17056000000.0,,,-1369000000.0,,26287000000.0,3334000000.0,,,,,9996000000.0,,,2716000000.0,,,13499000000.0,,,408000000.0,,10216000000.0,,-403000000.0,,-3689000000.0,,2488000000.0,,,,-10167000000.0,,,,,,,,,,,,,,,,,,,,,
1214784000,,1870000000.0,,9939000000.0,7138000000.0,2255000000.0,2249000000.0,,,,,,,,,,,,,7873000000.0,2285600000.0,1767000000.0,,,,,,2936000000.0,,7142000000.0,,,,,,0.99,,,,,,,,2172000000.0,,222000000.0,,6450000000.0,,,,,,,,,,,16198000000.0,,16198000000.0,,,,,624000000.0,,,,,,,,6931000000.0,,,,,,8559000000.0,,61000000.0,,,,,31794000000.0,,16024000000.0,83399000000.0,2249000000.0,21563000000.0,,51314000000.0,1306000000.0,,,,,,,,,,,23894000000.0,,,0.98,1615000000.0,2295000000.0,,,3251000000.0,,,51605000000.0,,,,,,,,0.0,,51605000000.0,,,,2821000000.0,,,,,,2266800000.0,14069000000.0,,1051000000.0,,7790000000.0,5593000000.0,19683000000.0,,,370000000.0,,32085000000.0,3665000000.0,,,,,12111000000.0,,,2604000000.0,,,13727000000.0,,,338000000.0,,10726000000.0,,-564000000.0,,4179000000.0,,2197000000.0,,,,-10167000000.0,,,,,,,,,,,,,,,,,,,,,
1222732800,,2876000000.0,,9266000000.0,-9620000000.0,2071000000.0,2090000000.0,,,,,,,,,,,,,8311000000.0,2283200000.0,1942000000.0,,,,,,3021000000.0,,7251000000.0,,,,,,0.92,,,,,,,,2063000000.0,,54000000.0,,5958000000.0,,,,,,,0.0,,,,8137000000.0,,8137000000.0,,,,,861000000.0,,,,,,,,14069000000.0,,,,,,8741000000.0,,96000000.0,,,,,31283000000.0,,24466000000.0,82020000000.0,2090000000.0,21268000000.0,,58723000000.0,2398000000.0,-37000000.0,,,,,,,,49000000.0,,23156000000.0,,,0.92,,1951000000.0,,267000000.0,2902000000.0,,,50737000000.0,,,,,,,,-691000000.0,,50737000000.0,,,,3196000000.0,,,,,,2264200000.0,4449000000.0,,-13123000000.0,,8009000000.0,5674000000.0,19954000000.0,,,938000000.0,,23297000000.0,3415000000.0,,,,,11329000000.0,,,2420000000.0,,,12989000000.0,,,338000000.0,,11030000000.0,,-478000000.0,,685000000.0,,2335000000.0,,,,-10167000000.0,,,,,,,,,,,,,,,,,,,,,
1230681600,,3178000000.0,-4020000000.0,5036000000.0,-2411000000.0,1497000000.0,1539000000.0,,-10367000000.0,,,78299000000.0,,4144000000.0,3.62,,2178000000.0,50288000000.0,1114000000.0,7923000000.0,,1834000000.0,,2670000000.0,,,1700000000.0,2834000000.0,,7026000000.0,16504000000.0,49825000000.0,,5792000000.0,11285000000.0,,11285000000.0,7302000000.0,2875000000.0,4144000000.0,,,7026000000.0,2178000000.0,,51000000.0,,5792000000.0,959000000.0,3395000000.0,,,42584000000.0,11358000000.0,0.0,13100000000.0,-555000000.0,,3738000000.0,,2038000000.0,9664000000.0,9534000000.0,1700000000.0,3738000000.0,551000000.0,959000000.0,3.59,-2573000000.0,2038000000.0,,11634000000.0,699000000.0,4449000000.0,,8964000000.0,-34000000.0,23973000000.0,2038000000.0,5186000000.0,,76000000.0,,2482000000.0,,,27862000000.0,9499000000.0,19076000000.0,78299000000.0,1539000000.0,9534000000.0,,57418000000.0,2307000000.0,-13000000.0,5036000000.0,,,,,-2316000000.0,19076000000.0,-2865000000.0,14097000000.0,23973000000.0,,-10873000000.0,,,2379000000.0,,942000000.0,3395000000.0,,,-555000000.0,,20881000000.0,,,-3348000000.0,,,-34000000.0,2284243634.0,50288000000.0,,-50000000.0,-3322000000.0,2231000000.0,8195000000.0,,7923000000.0,,290000000.0,,2038000000.0,,-1729000000.0,,7514000000.0,5834000000.0,16504000000.0,,57418000000.0,1175000000.0,7217000000.0,20881000000.0,3683000000.0,,31145000000.0,27862000000.0,1336000000.0,11358000000.0,,,1759000000.0,,-630000000.0,13100000000.0,2379000000.0,49825000000.0,252000000.0,2265536699.0,10348000000.0,8125000000.0,-871000000.0,-571000000.0,-3748000000.0,,1680000000.0,,8195000000.0,5186000000.0,-10873000000.0,7348000000.0,5360000000.0,22181000000.0,-3345000000.0,,11439000000.0,,,,,,,,,,,,,,,
1238457600,,1953000000.0,,9774000000.0,-463000000.0,1975000000.0,1962000000.0,,,,,,,,,,,,,7254000000.0,2282800000.0,1694000000.0,,,,,,2585000000.0,,6751000000.0,,,,,10946000000.0,0.87,,,,,,,,6978000000.0,,83000000.0,,5764000000.0,,,,,,,-3931000000.0,,,,,,,,,,,,,,,,,,,2038000000.0,,,,,,4474000000.0,,86000000.0,,,,,31742000000.0,,22995000000.0,77970000000.0,1962000000.0,9031000000.0,,55488000000.0,1585000000.0,-82000000.0,,,,,,,,-240000000.0,,,,,0.86,,9967000000.0,,-869000000.0,3262000000.0,,,,,,,,,,,-2474000000.0,,46228000000.0,,,,2930000000.0,,,,,,2265900000.0,1575000000.0,,-2842000000.0,,7341000000.0,4994000000.0,14990000000.0,,,299000000.0,,22482000000.0,3226000000.0,,,,,16752000000.0,,,2296000000.0,,,12516000000.0,,,321000000.0,,9926000000.0,,-368000000.0,,452000000.0,,2347000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,2618000000.0,,9232000000.0,2015000000.0,2044000000.0,2035000000.0,,,,,,,,,,,,,7365000000.0,2279600000.0,1802000000.0,,,,,,2824000000.0,,7167000000.0,,,,,11381000000.0,0.9,,,,,,,,9196000000.0,,124000000.0,,6130000000.0,,,,,,,-10000000.0,,,,,,,,,,,,,,,,,,,1575000000.0,,,,,,4673000000.0,,136000000.0,,,,,33786000000.0,,23017000000.0,84274000000.0,2035000000.0,9259000000.0,,57102000000.0,1763000000.0,78000000.0,,,,,,,,44000000.0,,,,,0.89,,13875000000.0,,-3000000.0,3320000000.0,,,,,,,,,,,-2321000000.0,,50488000000.0,,,,3129000000.0,,,,,,2263300000.0,3590000000.0,,-2732000000.0,,7918000000.0,5554000000.0,15358000000.0,,,27000000.0,,27172000000.0,3532000000.0,,,,,18428000000.0,,,2443000000.0,,,13445000000.0,,,399000000.0,,10742000000.0,,-855000000.0,,2055000000.0,,2364000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,3154000000.0,,10765000000.0,-817000000.0,2112000000.0,2098000000.0,,,,,,,,,,,,,8966000000.0,2285400000.0,1825000000.0,,,,,,3103000000.0,,7817000000.0,,,,,11812000000.0,0.93,,,,,,,,8706000000.0,,-21000000.0,,6308000000.0,,,,,,,0.0,,,,14166000000.0,,,,,,,,,,,,,,,3590000000.0,,,,,,5660000000.0,,173000000.0,,,,,37373000000.0,,24024000000.0,90686000000.0,2098000000.0,10540000000.0,,60246000000.0,2638000000.0,5000000.0,,,,,,,,,,,,,0.92,,16315000000.0,,-205000000.0,3276000000.0,,,,,,,,,,,0.0,,53313000000.0,,,,3278000000.0,,,,,,2268200000.0,2773000000.0,,-4452000000.0,,8187000000.0,5553000000.0,17902000000.0,,,633000000.0,,30440000000.0,3405000000.0,,,,,19471000000.0,,-859000000.0,2491000000.0,,,13870000000.0,,,379000000.0,,11290000000.0,,-516000000.0,,443000000.0,,2634000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,4466000000.0,-14341000000.0,0.0,121000000.0,2323000000.0,2305000000.0,,-14219000000.0,,,95505000000.0,,4407000000.0,3.7,,8675000000.0,57387000000.0,1037000000.0,0.0,,2148000000.0,,,,,14555000000.0,3667000000.0,644000000.0,8310000000.0,19470000000.0,56562000000.0,,5830000000.0,12039000000.0,,12039000000.0,3762000000.0,724000000.0,4407000000.0,,,8310000000.0,8675000000.0,20426000000.0,107000000.0,,5830000000.0,0.0,4012000000.0,,,45103000000.0,18573000000.0,-52000000.0,14075000000.0,,,17449000000.0,,2894000000.0,12191000000.0,,14555000000.0,17449000000.0,,0.0,3.69,2809000000.0,2894000000.0,,11723000000.0,293000000.0,2773000000.0,,9982000000.0,-81000000.0,25900000000.0,2894000000.0,5313000000.0,,156000000.0,,-6833000000.0,,,38043000000.0,9922000000.0,10659000000.0,95505000000.0,2305000000.0,,20426000000.0,61814000000.0,3472000000.0,-492000000.0,0.0,,,,,-2733000000.0,10659000000.0,,14331000000.0,25900000000.0,,-11825000000.0,,,2102000000.0,,1765000000.0,4012000000.0,,,,,33691000000.0,,,-461000000.0,,,-81000000.0,2267855586.0,57387000000.0,,-491000000.0,856000000.0,2848000000.0,8400000000.0,,0.0,,551000000.0,,2894000000.0,-22000000.0,-4193000000.0,,9478000000.0,6841000000.0,19470000000.0,,61814000000.0,78000000.0,7469000000.0,33691000000.0,4168000000.0,,32924000000.0,38043000000.0,1468000000.0,18573000000.0,,-35000000.0,2692000000.0,,688000000.0,14075000000.0,2102000000.0,56562000000.0,369000000.0,2267855586.0,13145000000.0,8454000000.0,-994000000.0,237000000.0,-141000000.0,,2637000000.0,,8400000000.0,5313000000.0,-11825000000.0,9458000000.0,2038000000.0,22942000000.0,-3993000000.0,,12179000000.0,-925000000.0,,,,,,,,,,,,,,
1269993600,,3307000000.0,,9702000000.0,2172000000.0,2948000000.0,2933000000.0,,,,,,,,,,,,,9387000000.0,2290300000.0,2037000000.0,,,,,,3258000000.0,368000000.0,7773000000.0,,,,,11688000000.0,1.29,,,,,,,,13445000000.0,,103000000.0,,5658000000.0,,,,,,,-4468000000.0,,,,19898000000.0,,,,,,,,,,,,,,,2894000000.0,,,,,,4484000000.0,,133000000.0,,-319000000.0,,,40579000000.0,,24847000000.0,95795000000.0,2933000000.0,9883000000.0,,59995000000.0,2859000000.0,-112000000.0,,,,,,,,,,,,,1.28,,22369000000.0,,-1066000000.0,3561000000.0,,,,,,,,,,,0.0,,55216000000.0,,,,4424000000.0,,,,,,2279100000.0,5066000000.0,,-1136000000.0,,9098000000.0,5749000000.0,17432000000.0,,,664000000.0,,35800000000.0,3584000000.0,,,,,23147000000.0,,-413000000.0,3530000000.0,,,13577000000.0,,,582000000.0,,12356000000.0,,-448000000.0,,22000000.0,,3349000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,2956000000.0,,10044000000.0,492000000.0,2437000000.0,2417000000.0,,,,,,,,,,,,,8912000000.0,2297000000.0,1893000000.0,,,,,,3206000000.0,-61000000.0,7798000000.0,,,,,11294000000.0,1.06,,,,,,,,13235000000.0,,158000000.0,,5540000000.0,,,,,,,-18000000.0,,,,22998000000.0,,,,,,,,,,,,,,,5066000000.0,,,,,,5408000000.0,,175000000.0,,-2697000000.0,,,41108000000.0,,23553000000.0,96924000000.0,2417000000.0,10245000000.0,,58257000000.0,2308000000.0,82000000.0,,,,,,,,,,,,,1.05,,25329000000.0,,-571000000.0,3509000000.0,,,,,,,,,,,0.0,,55816000000.0,,,,3798000000.0,,,,,,2287700000.0,5558000000.0,,-3371000000.0,,8715000000.0,5754000000.0,17829000000.0,,,425000000.0,,38667000000.0,3688000000.0,,,,,23279000000.0,,-86000000.0,2958000000.0,,,13165000000.0,,,521000000.0,,11921000000.0,,-648000000.0,,950000000.0,,2961000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,3227000000.0,,16422000000.0,-172000000.0,2319000000.0,2275000000.0,,,,,,,,,,,,,11039000000.0,2300300000.0,2548000000.0,,,,,,3662000000.0,131000000.0,10391000000.0,,,,,29946000000.0,0.99,,,,,,,,14331000000.0,,368000000.0,,6756000000.0,,,,,,,0.0,,,,7994000000.0,,,,,,,,,,,,,,,5558000000.0,,,,,,12631000000.0,,188000000.0,,,,,58410000000.0,,51062000000.0,124628000000.0,2275000000.0,,,96912000000.0,2835000000.0,-4000000.0,,,,,,,,,,,,,0.99,,10569000000.0,,1084000000.0,3987000000.0,,,,,,,,,,,15837000000.0,,66218000000.0,,,,4219000000.0,,,,,,2288100000.0,5386000000.0,,-10662000000.0,,9158000000.0,6571000000.0,27657000000.0,,,-1413000000.0,,27716000000.0,3741000000.0,,,,,30753000000.0,,-26167000000.0,2794000000.0,,,15904000000.0,,,475000000.0,,12820000000.0,,-392000000.0,,7204000000.0,,2587000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
