,annualDilutedEPS,annualNonCurrentDeferredRevenue,annualNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,annualCashDividendsPaid,annualGoodwill,trailingNetIncome,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingInvestingCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyGoodwill,annualTotalRevenue,annualInvestingCashFlow,trailingResearchAndDevelopment,annualAccountsReceivable,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,annualEndCashPosition,trailingEndCashPosition,trailingTotalRevenue,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyDilutedEPS,annualOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualCurrentLiabilities,quarterlyCurrentDebt,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingInterestExpense,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,annualBeginningCashPosition,trailingBeginningCashPosition,annualInterestExpense,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingOperatingExpense,quarterlySaleOfInvestment,annualCurrentAssets,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualEbitda,annualGrossPPE,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyOperatingExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyStockholdersEquity,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyTaxProvision,annualChangeInInventory,trailingCostOfRevenue,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyRepaymentOfDebt,annualCurrentDebt,annualOtherCurrentAssets,annualGrossProfit,trailingTaxProvision,quarterlyEbitda,annualOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualInventory,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyBasicEPS,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingFreeCashFlow,quarterlyGrossPPE,annualCostOfRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,annualChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingPurchaseOfInvestment,trailingSaleOfInvestment,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangeInInventory,trailingOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingDilutedEPS,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,annualCurrentDeferredRevenue
962323200,,,,,,504874820.43,,,1176432613.24,,,,,,68888708.71,5554035.74,2636962.88,,,,,5796977.12,,,,,,,,,,,,,,,,,,,,,343065211.59,,,,,,,,,,,,204154229.88,,,16780000.0,,,204154229.88,,125736541.4,,,,,,9651535.69,,,,32978377.54,,,-11344811.25,,,,,,,,,,,,,,,,34920268.98,400000000.0,,,,,,,,242941.38,,,1024859134.11,,,,,,,,408956100.46,,,,,,,,,,,,,,,,,94997639.63,,,,,,,119939564.28,671557792.81,,,,,,408956100.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,0.128558,,51423260.71,,,633104697.63,,1357075613.84,1357075613.84,58547119.45,-23918074.02,,,,83902421.03,24976050.36,59335.75,,0.0,-8702644.02,,242941.38,120000.0,,0.0,974626863.73,32725960.79,,,,443659132.96,-93082730.69,,83902421.03,46779708.22,,,,,127419782.68,,,480019240.06,,,,,,53132365.86,242941.38,,,31857484.83,,127419782.68,,357229758.37,21000000.0,515263252.75,35681629.69,127419782.68,81255201.62,357472699.75,,,0.128558,127419782.68,24976050.36,31857484.83,0.0,,127419782.68,0.0,,,-13191890.51,,,203790196.16,,2514774.02,51423260.71,,,,,723970916.21,95216359.99,0.0,93787854.26,515263252.75,81255201.62,400000000.0,,,,,59335.75,,400000000.0,242941.38,-76370413.48,-780000.0,974626863.73,-97117751.76,,8646937.85,,-124447238.18,,0.0,515263252.75,,21000000.0,-13191890.51,151371534.52,,,2256022.4,633104697.63,,480019240.06,,,,242941.38,,,46779708.22,357472699.75,,,,,,357229758.37,723970916.21,-61436122.07,,,,,515263252.75,292287598.44,98239168.66,,49900181.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,,632659523.83,,,1460557745.63,,,,,,154725057.49,24832554.13,2351608.61,,,,,242941.38,,,,,,,,,,,,,,,,,,,,,467391225.43,,,,,,,,,,,,160581936.55,,,144000000.0,,,160581936.55,,468525746.88,,,,,,27882175.51,,,,24513800.0,,,0.0,,,,,,,,,,,,,,,,85728380.03,400000000.0,,,,,,,,242941.38,,,967199444.62,,,,,,,,527820414.22,,,,,,,,,,,,,,,,,40894877.04,,,,,,,468282805.5,827898221.8,,,,,,527820414.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,0.160704,,64281675.46,,,715408990.13,1700000.0,1581331370.37,1581331370.37,75751678.33,-48159321.95,,,,121380229.14,30607838.67,16750000.0,,0.0,-70411366.16,,2142941.38,120000.0,597000.0,0.0,951126165.21,33709721.58,,,,700745858.09,-132903491.07,,121380229.14,18262946.55,-10680000.0,,1700000.0,,217447347.74,,,478984417.38,,,,,,86605664.7,2142941.38,,,29650982.69,,217447347.74,,597454425.11,247100000.0,593654361.87,50323580.99,217447347.74,103536793.8,599597366.49,,,0.160704,217447347.74,30607838.67,29650982.69,0.0,,217447347.74,24393800.0,,,0.0,,,127419782.68,,8159321.95,64281675.46,,,,,865922380.24,122111712.38,24393800.0,117620721.86,593654361.87,103536793.8,400000000.0,,,,,16750000.0,,400000000.0,242941.38,90027565.06,-70000000.0,951126165.21,-124579376.61,,13738214.56,,-792142.11,,4697000.0,593654361.87,,247100000.0,0.0,213591261.42,,,7281846.17,715408990.13,,478984417.38,,,,242941.38,,,18262946.55,599597366.49,,,,,,597454425.11,865922380.24,-74255795.62,,,,,593654361.87,487154596.67,126985596.72,,62013463.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,799988540.21,,,1765906635.87,,,,,97840035.9,168468539.55,45754073.92,16750000.0,,0.0,,,49604524.74,,,,,,14657713.19,,,,,,,,,15353207.86,40360656.23,29779643.14,,,,550252137.75,,,15353207.86,,0.038383,,,,,,,153469136.95,3591251.09,,279807243.73,,,153469136.95,,753673188.88,,,,,,78927940.81,,,,983800.0,,,20000.0,,,,,,,,,,,,,,,,141182378.32,400000000.0,52034242.56,,,,,30988709.44,,242941.38,,,966479373.07,,,,2460063.21,,,,651710433.7,,,,,,20709027.49,,,,,,,,,,0.038383,30846472.29,,,,,17117776.4,21045533.12,704068664.14,965918095.66,,,149874278.46,,,651710433.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,810062016.5,,,1792272531.2,,,,,202243795.15,180850078.99,47828335.31,579112.2,,0.0,,,76407957.8,,,,,,34421889.33,,,,,,,,,32329335.69,37750000.0,46296820.53,,,,511901989.83,,,32329335.69,,,,,,,,,223695112.7,5148206.28,,276505000.0,,,223695112.7,,745617195.49,,,,,,78283739.17,,,,24413800.0,,,0.0,,,,,,,,,,,,,,,,131826326.22,400000000.0,90699723.53,,,,,49079514.72,,242941.38,,,998827000.4,,,,5923959.65,,,,659352067.41,,,,,,45494055.26,,,,,,,,,,,56919754.06,,,,,40345848.98,41620208.81,669209237.69,982210514.7,,,292943518.68,,,659352067.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,847835060.27,,,1858916935.11,,,,,118303229.13,180083865.52,47411531.66,7128135.22,,0.0,,,91967822.18,,,,,,17950740.38,,,,,,,,,18074248.3,60369454.85,51743749.77,,,,545232208.43,,,18074248.3,,,,,,,,,182916755.89,3460026.06,,287500000.0,,,182916755.89,,794604154.75,,,,,,77639537.53,,,,2153800.0,,,20000.0,,,,,,,,,,,,,,,,165269031.0,400000000.0,76527900.36,,,,,52962643.95,,242941.38,,,1016901248.7,,,,3019343.38,,,,697639442.93,,,,,,24430109.82,,,,,,,,,,,71368666.16,,,,,20970083.76,23565256.41,702636332.57,1011081874.84,,,194831129.49,,,697639442.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,0.172352,,68940690.64,,,924061228.11,46350000.0,1882271513.97,1882271513.97,85498868.4,-65567530.66,,,205728457.62,184009844.69,22517313.0,4400000.0,,0.0,-3521116.86,,98660254.38,260000.0,,0.0,979111254.56,54520392.14,3434298.99,,,929001681.97,-126386261.48,,184009844.69,31702840.27,-3675000.0,3183898.79,46350000.0,74123498.18,186886282.11,,,521658881.92,,,3183898.79,,,95450048.13,98660254.38,,,76995335.89,,186886282.11,5368047.23,756036725.88,257000000.0,754422887.89,174290172.01,186886282.11,184241804.11,854696980.26,,,0.172352,186886282.11,22517313.0,76995335.89,5053173.5,,186886282.11,24393800.0,,,0.0,,,217447347.74,,17567530.66,68940690.64,,,,,958210285.86,201943711.62,24393800.0,157586791.2,754422887.89,184241804.11,400000000.0,85624297.72,,,,4400000.0,76405247.93,400000000.0,242941.38,-30561065.63,-505040000.0,979111254.56,-162176092.24,,15034226.51,3630860.27,2609428.66,,0.0,754422887.89,,257000000.0,0.0,304886164.17,,12433206.49,18477352.0,924061228.11,,521658881.92,,,,242941.38,,,31702840.27,854696980.26,,,,7065159.26,9219049.79,756036725.88,958210285.86,12114079.77,,291352755.34,,,754422887.89,624115517.8,209436116.04,,70464641.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,,893595247.05,,,2097696325.77,,,,,123681602.63,167336001.98,22183713.0,4050000.0,210312127.33,0.0,,,94632254.38,,,,,,21482063.63,,,,,,,,,20921640.51,42655600.0,32034482.96,,,,548346902.67,397198409.44,-23345289.47,20921640.51,,0.049577,,,,-3249512.22,,,397198409.44,2910991.56,,197000000.0,,,397198409.44,,907475420.07,143715880.22,11584454.86,,,,75971218.39,,152771215.38,,24393800.0,,-26688020.75,0.0,,-431000.0,,,,,,,,,,,,,,197102527.51,422000000.0,61092246.93,186886282.11,,,,33237276.68,,242941.38,,,1141190416.8,,,,3600579.23,,,,768381896.77,-184719856.43,,,,,39578089.28,,,3507378.68,,149099924.86,,,,,0.049577,48716340.14,,,,,25082642.86,27854970.25,812843165.69,1204101078.72,,133159675.27,184773849.56,175909959.49,,768381896.77,,,,,-23138744.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,,873782415.55,,,1976789673.35,,,,,182385980.57,209524013.85,22424513.0,4050000.0,-116125729.29,0.0,,,94567454.38,,,,,,34154594.11,,,,,,,,,33366182.63,42350000.0,49271250.4,,,,519779151.89,281072680.15,-90116559.01,33366182.63,,,,,,-3210731.7,,,281072680.15,3549252.36,,195000000.0,,,281072680.15,,754380227.76,-903594.93,12893415.39,,,,32127224.91,,-128817917.16,,20393800.0,,27363444.29,0.0,,-382542.07,,,,,,,,,,,,,,164867536.74,422000000.0,94562645.9,397198409.44,,,,51391755.62,,242941.38,,,1174594496.69,,,,7367975.8,,,,794620031.31,12277056.43,,,,,57965237.66,,,2939985.59,,4900075.14,,,,,,75083924.43,,,,,41522569.91,43170890.28,659812773.38,1103007257.8,,-88535652.75,276948626.47,-38323734.31,,794620031.31,,,,,-90494182.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,875640932.97,,,1893900155.46,,,,,134489974.12,233442743.67,46127914.73,26418350.72,-130580812.24,0.0,,,67142941.38,,,,,,23517506.72,,,,,,,,,23324591.46,37350000.0,43140598.08,,,,534380079.6,148120787.77,27728693.1,23324591.46,,0.055272,,,-206600.0,-33017614.25,,,148169733.72,1243411.84,,124800000.0,,,148169733.72,,650077234.02,229690.82,11545891.45,,,,31134556.96,,29193579.88,,23393800.0,,-34659007.81,0.0,,813542.07,,,,,,,,,,,,,,176125236.75,422000000.0,77486536.54,281072680.15,,,,44986777.61,,242941.38,,,1197695006.71,,,,4005319.53,,,,796204964.68,-152345422.03,,,,,40312129.54,,,2056984.03,,0.0,,,,,0.055272,94557243.79,,,,,27522826.25,32499758.93,582934292.64,1018259222.49,,-47355140.26,211976510.66,2598906.81,,796204964.68,,,,,26594673.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,0.194426,,82047814.03,,,896794247.76,8000000.0,1893148599.68,1893148599.68,102280643.48,-51499196.72,,,228293548.15,246287027.11,22183713.0,37550000.0,-7809347.65,0.0,-141681019.45,,53826654.38,,154000000.0,0.0,1202616644.46,51928440.6,1690469.12,,,1009298193.84,-42097885.03,,246287027.11,94459762.9,-1136000.0,4435399.43,8000000.0,85822335.73,142682520.26,,,520405703.85,142682520.26,43635270.35,4435399.43,,,122792180.89,53826654.38,206600.0,-12021338.55,75184232.25,,142682520.26,4387696.85,591808727.33,124000000.0,775504731.93,53286167.4,142682520.26,185407027.36,645635381.71,-1871130.37,15904678.9,0.194426,142682520.26,22183713.0,75184232.25,-2013370.4,-164345173.28,142682520.26,19393800.0,,15280521.14,0.0,,-2013370.4,186886282.11,,11053896.72,82047814.03,,,,,996354351.92,210268667.17,19393800.0,165262980.8,775504731.93,185407027.36,422000000.0,107305659.0,148120787.77,,,37550000.0,88039097.57,422000000.0,242941.38,-44203761.85,-269850000.0,1202616644.46,-164484462.58,,21436009.9,6462135.34,-18703063.13,,141170845.74,775504731.93,54938222.03,124000000.0,0.0,340447088.37,,28444980.21,11901478.19,896794247.76,3397129.89,520405703.85,0.0,,,242941.38,,,94459762.9,645635381.71,,,,8152604.46,19266561.43,591808727.33,996354351.92,-111198295.18,-138949901.71,335599207.15,-86898964.59,,775504731.93,668851105.47,217654907.48,,80844633.58,-77446208.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,909956977.05,,,2074920169.41,,,,,126892904.91,302124901.65,22183713.0,33150000.0,7391505.7,0.0,,,53826654.38,,,,,,27747376.32,,,,,,,,,27710404.83,8000000.0,35242038.25,,,,577246747.36,150074025.96,-4352909.56,27710404.83,,0.065664,,,,-2037877.21,,,150074025.96,1909406.69,,199000000.0,,,150074025.96,,799613693.98,12196.2,12230375.96,,,,74391564.3,,-71152410.08,,19393800.0,,-56841043.51,0.0,,19974921.0,,,,,,,,,,,,,,207835251.89,422000000.0,72149249.59,142682520.26,,,,36410405.62,,242941.38,,,1230327049.29,,,,4940026.31,,,,789719358.49,-137200350.04,,,,,46827185.28,,,2010439.44,,,,,,,0.065664,116805580.25,,,,,32687402.63,35738843.97,745787039.6,1164963192.36,,-88500337.48,199042154.5,-44994675.03,,789719358.49,,,,,-26157735.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,934270713.2,,,2088213558.1,,,,,228327233.28,296938202.33,22183713.0,36225000.0,13425088.49,0.0,,,50751654.38,,,,,,32574281.17,,,,,,,,,31289340.07,8000000.0,52211436.43,,,,573706125.47,163499114.45,-60267690.63,31289340.07,,,,,,-3146611.15,,,163499114.45,3275081.67,,179800000.0,,,163499114.45,,813227353.47,-12196.2,12297891.89,,,,73165160.71,,44497261.35,,19393800.0,,445704.56,0.0,,-19974921.0,,,,,,,,,,,,,,216830712.34,422000000.0,97268096.08,150074025.96,,,,54320733.88,,242941.38,,,1228425834.37,,,,6444171.48,,,,819705318.34,-55899649.96,,,,,54591426.21,,,3034661.62,,,,,,,,108050818.22,,,,,39018452.65,42947362.2,762475699.09,1153942844.9,,31687033.72,325595329.36,84286981.91,,819705318.34,,,,,-39789720.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,903104561.1,,,2133432723.77,,,,,167473776.73,334209754.22,22183713.0,35225000.0,-37514453.34,0.0,,,50751654.38,,,,,,24388637.19,,,,,,,,,24591159.03,8000000.0,42439232.97,,,,630801710.55,125984661.11,10733128.09,24591159.03,,0.058273,,,,-30957585.18,,,125984661.11,2026440.81,,186221400.0,,,125984661.11,,834158715.3,0.0,14369737.7,,,,41971607.06,,3518703.9,,19393800.0,,-54000667.75,0.0,,-20650.0,,,,,,,,,,,,,,263239279.69,422000000.0,75344491.26,163499114.45,,,,43926652.49,,242941.38,,,1252454059.23,,,,3983344.27,,,,819646964.38,-157450350.04,,,,,44768159.97,,,2483522.17,,,,,,,0.058273,127662045.23,,,,,28371981.46,31417838.77,783407060.92,1230328162.67,,-46942441.75,242818267.99,-4416904.23,,819646964.38,,,,,7935608.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,0.227261,,95903999.16,,,869515612.57,7000000.0,2019421955.06,2019421955.06,118507506.15,-44017958.92,,,256436792.6,317310165.86,22183713.0,40550000.0,30247862.62,0.0,-154278279.95,,29426654.38,404391.92,,0.0,1265422331.87,49330564.31,12149371.57,,,1124981808.22,-29191629.9,,317310165.86,134944772.52,,12313095.23,7000000.0,79576657.96,156232523.73,,,623800863.75,156232523.73,24695842.2,12313095.23,,,129106699.95,29426654.38,,-7875885.38,27723156.37,,156232523.73,3524547.57,679186541.87,192487000.0,804616717.53,40321639.3,156232523.73,250782534.27,708613196.25,0.0,10432558.76,0.227261,156232523.73,22183713.0,27723156.37,0.0,-53258043.83,156232523.73,14891800.0,,-11984871.84,0.0,,425041.92,142682520.26,,10257958.92,95903999.16,,,,,1149906342.49,209469365.61,14891800.0,178096029.38,804616717.53,250782534.27,422000000.0,101089263.77,125984661.11,,,40550000.0,82086608.76,422000000.0,242941.38,13550003.47,-356400000.0,1265422331.87,-116716127.96,,21647839.9,6280297.84,-122380878.54,,0.0,804616717.53,-5849649.96,192487000.0,0.0,345851100.7,,32386775.74,10377506.97,869515612.57,2848883.74,623800863.75,,,,242941.38,,,134944772.52,708613196.25,,,,18429669.41,19002655.01,679186541.87,1149906342.49,-76394488.66,-50522534.44,357526056.37,5446236.65,,804616717.53,779130707.52,216744400.75,,96859666.25,-58704280.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,862583228.85,,,2099445506.36,,,,,156456753.89,337132200.7,22399438.36,40550000.0,-17936019.67,0.0,,,29642379.74,,,,,,18723537.27,,,,,,,,,18536272.2,7000000.0,34384108.4,,,,666261733.66,138296504.06,-3663432.9,18536272.2,,0.043925,,,,-2874504.45,,,138296504.06,2866168.71,,218050000.0,,,138296504.06,,769913210.26,44802.99,12439450.73,,,,26792476.28,,-45570176.39,,14891800.0,,-42460869.91,0.0,,0.0,,,,,,,,2185.16,,,,,,275578082.75,422000000.0,59926105.2,156232523.73,,,,35555135.89,,242941.38,,,1283958604.07,,,,3474777.85,,,,798246735.86,-106677400.0,,,,,37503934.56,,,2862618.79,,,,,,,0.043925,149709302.2,,,,,22198315.12,24370969.31,740270830.52,1236862277.51,,-73952141.49,216382859.09,-40610991.86,,798246735.86,,,,,-4959184.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,870900640.36,,,2104421801.65,,,,,195031178.65,376279015.22,22183713.0,37550000.0,-34676020.77,0.0,,,29426654.38,,,,,,16712168.92,,,,,,,,,17099933.98,7000000.0,53497054.77,,,,678784465.1,103620483.29,-24866849.79,17099933.98,,,,,,-3176656.91,,,117320483.29,3184992.65,,239534833.28,,,117320483.29,,791939764.59,-13744802.99,12776206.83,,,,26984608.19,,-34566260.03,,14891800.0,,-14543790.8,0.0,,3355243.26,,,,,,,,452214.84,,,,,,288660910.49,422000000.0,77213465.18,138296504.06,,,,54858437.98,,242941.38,,,1267296110.11,,,,4176041.59,,,,805619168.21,-21950000.0,,,,,36849409.99,,,3073255.43,,,,,,,,129539603.86,,,,,20888210.51,22355027.2,762513110.21,1233521161.29,,-46421053.21,272244643.83,-7637733.45,,805619168.21,,,,,-26928526.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,866290304.92,,,2107825538.4,,,,,130882147.7,316565619.62,22183713.0,29550000.0,-8899097.43,0.0,,,29426654.38,,,,,,16115688.1,,,,,,,,,15788506.99,7000000.0,24068421.83,,,,735348491.42,94721385.86,-1555867.58,15788506.99,,0.037414,,,,-30969365.55,,,94721385.86,2973253.94,,244650000.0,,,94721385.86,,779227813.22,14099666.3,17282105.86,,,,25990324.1,,22303028.1,,14891800.0,,-54542966.96,0.0,,-3355243.26,,,,,,,,-452214.84,,,,,,306290606.72,422000000.0,46603477.83,103620483.29,,,,26309914.28,,242941.38,,,1283084617.1,,,,2107839.44,,,,800156803.64,-110022000.0,,,,,38478887.34,,,2938291.52,,,,,,,0.037414,142076842.01,,,,,18223527.54,20293563.55,749801158.84,1241535233.48,,-11427517.77,177485625.53,22117997.66,,800156803.64,,,,,185030.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,0.115617,,48790356.05,,,860028428.39,4000000.0,2127384112.13,2127384112.13,61509113.95,-46775162.9,,,246531272.21,371415628.85,18381310.04,32550000.0,6139309.47,0.0,-160299606.09,,22624251.42,454400.0,,0.0,1280500032.83,51535018.54,-3165904.11,,,1001654848.65,-64032886.34,,371415628.85,139909389.09,,-2634357.12,4000000.0,104394510.64,100860695.33,,,719812008.3,100860695.33,-33946736.07,-2634357.12,,,51017857.28,22624251.42,,-9754635.99,26132662.01,,100860695.33,4065149.66,778028001.63,290402766.7,801889459.96,-31354369.58,100860695.33,300529602.08,800652253.05,-399666.3,9037255.12,0.115617,100860695.33,18381310.04,26132662.01,454400.0,-41167979.72,100860695.33,0.0,,6053874.84,0.0,,452214.84,156232523.73,,13015162.9,48790356.05,,,,452214.84,1267355683.74,216344095.64,0.0,126059295.39,801889459.96,300529602.08,422000000.0,89010447.99,94721385.86,,,32550000.0,105012150.77,422000000.0,242941.38,-55371828.4,-273227400.0,1280500032.83,-67647018.46,,13123623.77,3364964.89,-105493752.83,,0.0,801889459.96,-34578000.0,290402766.7,0.0,272753496.2,,13301465.56,13726849.73,860028428.39,4852683.99,719812008.3,,,,242941.38,,,139909389.09,800652253.05,,,,199060.78,-16001702.78,778028001.63,1267355683.74,-99001388.04,-28498893.62,335541720.2,-5223641.93,,801889459.96,728901352.45,221735638.92,,48385490.18,-35944337.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,860573548.89,,,2164201638.38,,,,,160234867.49,382128095.15,18381310.04,32550000.0,12651024.96,0.0,,,22624251.42,,,,,,3159804.58,,,,,,,,,3447299.19,4000000.0,29971664.11,,,,704088032.63,113511720.29,-12885609.54,3447299.19,,0.008169,,,,-3872613.78,,,113511720.29,3870791.66,,307650000.0,,,113511720.29,,834309974.72,299862.04,11622821.83,,,,25250555.06,,-21773919.36,,0.0,,15723975.67,0.0,,0.0,,,,,,,,,,,,,,291117664.73,422000000.0,39956020.75,100860695.33,,,,31248211.8,,242941.38,,,1283947332.02,,,,369889.66,,,,802466184.86,-164350000.0,,,,,19023307.73,,,2258181.94,,,,,,,0.008169,142558265.9,,,,,3529694.24,8707808.95,811685723.3,1303628089.49,,-26380200.58,200190888.24,-8731309.82,,802466184.86,,,,,-13042609.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
