,annualDilutedEPS,annualNonCurrentDeferredRevenue,annualNetIncome,trailingCashDividendsPaid,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,annualLongTermDebt,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,annualCashDividendsPaid,annualGoodwill,trailingNetIncome,quarterlyCostOfRevenue,quarterlyAccountsReceivable,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,trailingInvestingCashFlow,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,annualStockholdersEquity,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualBasicAverageShares,quarterlyGoodwill,annualTotalRevenue,annualInvestingCashFlow,trailingResearchAndDevelopment,annualAccountsReceivable,annualRetainedEarnings,annualPurchaseOfInvestment,quarterlyNetIncome,quarterlyLongTermDebt,quarterlySellingGeneralAndAdministration,annualEndCashPosition,trailingEndCashPosition,trailingTotalRevenue,quarterlyInventory,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyDilutedEPS,annualOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualCurrentLiabilities,quarterlyCurrentDebt,annualNetPPE,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualNetOtherInvestingChanges,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingInterestExpense,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,annualBeginningCashPosition,trailingBeginningCashPosition,annualInterestExpense,annualNetIncomeCommonStockholders,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingOperatingExpense,quarterlySaleOfInvestment,annualCurrentAssets,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualEbitda,annualGrossPPE,quarterlyAccountsPayable,quarterlyCapitalStock,quarterlyGrossProfit,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyOperatingExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyStockholdersEquity,annualCapitalExpenditure,trailingNetIncomeCommonStockholders,annualTaxProvision,quarterlyTaxProvision,annualChangeInInventory,trailingCostOfRevenue,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyRepaymentOfDebt,annualCurrentDebt,annualOtherCurrentAssets,annualGrossProfit,trailingTaxProvision,quarterlyEbitda,annualOtherNonCashItems,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualInventory,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,quarterlyBasicEPS,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,annualDilutedAverageShares,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualFreeCashFlow,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingCashFlow,trailingFreeCashFlow,quarterlyGrossPPE,annualCostOfRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,annualChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,trailingPurchaseOfInvestment,trailingSaleOfInvestment,trailingNetOtherFinancingCharges,quarterlyStockBasedCompensation,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangeInInventory,trailingOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyAccumulatedDepreciation,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingDilutedEPS,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,quarterlyChangeInAccountPayable,annualInvestmentsAndAdvances,annualCurrentDeferredRevenue
1151625600,,,,,,912142345.64,,,2230542015.92,,,,,237518310.05,460180633.57,18381310.04,32550000.0,-13128710.51,0.0,,,23324251.42,,,,,,6984679.05,,,,,,,,,6842242.5,4000000.0,67349267.11,,,,683121651.66,100383009.78,-40383276.02,6842242.5,,,,,,-4417427.24,,,100383009.78,4419249.36,,353170383.32,,,100383009.78,,922360159.15,-299862.04,12795550.0,,,,25405482.11,,-32135731.14,,0.0,,17802681.98,0.0,,-1478427.26,,,,,,,,,,,,,,294785757.69,422000000.0,78625493.92,113511720.29,,,,69256411.36,,242941.38,,,1261276891.13,,,,2937514.69,,,,833363449.36,-16100000.0,,,,,27136993.1,,,5626739.23,,,,,,,,119605243.41,,,,,9922193.74,9369082.56,899035907.73,1318399670.28,,-21839667.61,316143803.97,7017617.62,,833363449.36,,,,,-39153348.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,874199407.76,,,2187582079.02,,,,,175419684.88,394530526.23,18381310.04,29550000.0,-21703264.74,0.0,,,22624251.42,,,,,,4394559.85,,,,,,,,,3771249.9,4000000.0,41213834.83,,,,717913735.6,78679745.04,-19299027.62,3771249.9,,0.008937,,,0.0,-27841314.82,,,78679745.04,2042672.74,,310417616.62,,,78679745.04,,876321569.65,-2395.0,16413750.05,,,,24573169.16,,33013559.58,,0.0,,-31628384.95,0.0,,-474572.74,,,,,,,,,,,,,,304226382.54,422000000.0,47349089.9,100383009.78,,,,42008239.79,,242941.38,,,1265114623.15,,,,-1086939.67,,,,796258973.64,-91220000.0,,,,,21764042.97,,,1784115.13,,,,,,,0.008937,122964620.91,,,,,3307620.18,5340850.11,853697318.23,1313382671.26,,28789156.34,222768774.78,51601514.46,,796258973.64,,,,,-18587954.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,-0.208282,,-87894795.85,,,911884570.47,,2132913615.4,2132913615.4,-87257826.2,-45734141.55,,,184713792.14,371979824.71,17501489.65,33550000.0,-2576907.31,0.0,-7025030.56,,17744431.03,1000.0,,0.0,1165310630.15,50528700.03,-104020964.88,,,967178630.59,-112383224.41,,371979824.71,22474593.24,-22540000.0,-101955587.44,,136872275.35,76102837.73,,,710196289.75,76102837.73,-39815311.23,-101955587.44,,,-71190520.42,17744431.03,0.0,-9602785.71,25311812.79,,82804512.27,5685967.34,903971447.91,350023825.01,837315372.44,35321461.11,82804512.27,358876044.02,921715878.94,-6699279.54,9696578.15,-0.208282,82804512.27,17501489.65,25311812.79,1060572.74,-38028482.51,82804512.27,0.0,,-37195861.95,0.0,,-19526427.26,100860695.33,,16194141.55,-87894795.85,,,,,1221029044.93,275407041.4,0.0,-20534984.62,837315372.44,358876044.02,422000000.0,43361371.46,78679745.04,,,33550000.0,137969633.5,422000000.0,242941.38,-24757857.6,-346650000.0,1165310630.15,-94246034.54,,2224095.2,3630.52,-35297589.25,,-6701674.54,837315372.44,-74980000.0,350023825.01,0.0,209291976.03,,-88634788.87,16005749.55,911884570.47,6336713.25,710196289.75,,,,242941.38,,,22474593.24,921715878.94,,,,-104017334.36,-94608262.04,903971447.91,1221029044.93,-58924573.43,12405681.29,228075163.6,-14566361.15,,837315372.44,757886654.56,280482496.45,,-89481921.4,-23462121.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,920459179.44,,,2205511366.54,,,,,150382626.45,387290582.45,32726147.62,36391786.1,41489586.51,,,,61969089.0,,,,,,-1690983.6,,,,,,,,,-1486974.78,29000000.0,38510019.28,,,,712108802.86,124350895.97,-12740816.07,-1486974.78,,-0.004,,,,-4087036.6,,371743695.0,124350895.97,4257702.72,,345533825.01,,,124350895.97,,1007052145.65,-100601.25,,,,,118410785.79,,7276298.86,,0.0,,,36556.0,371743695.0,-120364.66,,,,,,,,,,,,,,381283450.14,422000000.0,43219972.87,82861309.46,,,,39736913.78,,242941.38,,,1149013237.65,,,,-145238.49,,,,674713903.91,-177500000.0,,,,,2421480.63,,,,,,,,,,-0.004,6177200.74,,,,,-1836222.09,3483059.09,945083056.65,1285052187.1,,,193602599.32,,,674713903.91,,,,,-22658557.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,918431451.23,,,2208401888.28,,,,,281216712.57,421721455.2,17501489.65,34275249.61,-8311296.39,,,,44744431.03,,,,,,12325830.66,,,,,,,,,12708199.74,27000000.0,50689291.19,,,,676776958.72,109337925.04,-19505021.99,12708199.74,,,,,,-4480207.83,,,127670504.47,4405754.48,,361173475.0,,,127670504.47,,1000723919.53,-11530303.64,,,,,117334282.06,,-12825230.87,,12105941.1,,,198045.09,,120364.66,,,,,,,,,,,,,,397537842.59,422000000.0,80481476.94,124350895.97,,,,53028341.11,,242941.38,,,1161802295.31,,,,-421662.66,,,,668899710.41,-6950000.0,,,,,16309922.48,,,,,,,,,,,18885400.47,,,,,11904168.0,27453135.83,955979488.5,1289970437.05,,,361698189.51,,,668899710.41,,,,,-9673555.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,911603509.61,,,2221701791.74,,,,,193308139.34,491586083.99,17501489.65,31489242.0,-39208139.49,,,,46744431.03,,,,,,1186980.03,,,,,,,,,-371619.96,29000000.0,50681629.89,,,,669187613.08,76831460.09,2379131.29,-371619.96,,-0.001,,,,-4442077.13,,371619960.0,76831460.09,4314796.9,,387427500.0,,,76831460.09,,1012836842.97,12464618.25,,,,,115487273.98,,-32797816.31,,12457078.1,,,11610.0,371619960.0,0.0,,,,,,,,,,,,,,375795151.35,422000000.0,53325412.63,109337925.04,,,,51347534.45,,242941.38,,,1162402897.43,,,,225638.75,,,,666552403.04,-142720000.0,,,,,5727415.68,,,,,,,,,,-0.001,19486002.6,,,,,1412618.78,1977878.18,966092411.94,1310098282.13,,,246633551.97,,,666552403.04,,,,,-8142976.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,0.02,,9278498.87,,,905240206.55,29000000.0,2216816579.29,2216816579.29,10243036.16,-18892858.01,,,199869360.49,416639166.1,4592037.84,31247174.93,28579554.96,,-69897777.55,,33592037.84,56961.13,,,1161039825.84,49264872.49,-2448157.57,463924944.0,,1071509754.56,-14434442.03,,416639166.1,16060153.67,,-1571106.13,29000000.0,62837775.27,98652543.32,,,683335578.5,98652543.32,15432264.74,-1571106.13,,,37980142.64,33592037.84,,-5883536.45,133379306.24,,108403575.44,6086935.53,976538436.18,365079750.0,715642597.47,24301793.67,108403575.44,388790153.58,1010130474.02,-10835665.48,,0.02,108403575.44,4592037.84,133379306.24,56961.13,27651422.77,108403575.44,0.0,,,0.0,,59717.82,76102837.73,,19150769.5,9278498.87,,,,0.0,1311576372.74,202718715.63,0.0,78658678.15,715642597.47,388790153.58,422000000.0,69706053.27,76831460.09,,,31247174.93,64639983.73,422000000.0,,22549705.59,-418175825.01,1161039825.84,-34997119.22,,869366.64,1210629.04,55466620.2,,-10001952.12,715642597.47,-91005825.01,365079750.0,0.0,246732915.71,,4849407.0,19228484.5,905240206.55,,683335578.5,,,,,,,16060153.67,1010130474.02,,463924944.0,,-1237528.53,5066069.54,976538436.18,1311576372.74,-10695325.55,,269575413.76,,,715642597.47,824776838.85,208752773.07,,9373669.52,5477969.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,,,,,888106665.18,,,2227461778.87,,,,,143261079.82,427895690.35,4592037.84,32277745.33,-41214594.38,,,,31592037.84,,,,,,-22912855.59,,,,,,,,,-22499314.07,27000000.0,44088085.69,,,,762907721.64,67188981.06,-2562506.67,-22499314.07,,-0.0533,,,,-5790208.42,,422125968.0,67188981.06,6063495.12,,366344750.0,,,67188981.06,,1043688529.19,-5877877.96,,,,,131776488.28,,-31263899.29,,0.0,,,0.0,422125968.0,-67563.68,,,,,,,,44847.59,,,,,,409685634.63,422000000.0,33989454.6,108403575.44,,,,44404986.21,,,,,1138540511.77,,,,77273.11,,,,706689376.91,-145150000.0,,,,,-16772087.36,,,,,,,,,,-0.0533,-6439160.4,,,,,-22835582.48,-10415531.61,1012096491.35,1339355113.69,,,177250534.42,,,706689376.91,,,,,-2539890.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,,881664841.69,,,2211692658.28,,,,,175956018.41,399499675.35,4592037.84,31244363.0,-13734810.63,,,,31592037.84,,,,,,-684862.58,,,,,,,,,-298335.86,27000000.0,40958891.19,,,,779457507.55,43703138.31,3469835.44,-298335.86,,,,,,-6266465.12,,,56985822.53,6006883.14,,370152250.0,,,56985822.53,,1031847557.34,1944003.69,,,,,131772241.99,,-4376571.25,,0.0,,,0.0,,67563.68,,,,,,,,50000.0,,,,,,405311882.06,422000000.0,46413893.34,67188981.06,,,,41595469.11,,,,,1134998889.75,,,,-156757.94,,,,692310455.09,-71335000.0,,,,,5165262.62,,,,,,,,,,,-6737496.26,,,,,-841620.52,4818424.23,1000255519.5,1330027816.59,,,222369911.75,,,692310455.09,,,,,-1772188.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,,871482714.25,,,2155196314.41,,,,,137751753.61,372318861.87,4592037.84,31838600.48,18707118.43,,,,31592037.84,,,,,,-53347836.0,,,,,,,,,-51052762.82,27000000.0,43188003.25,,,,763751309.63,72161288.86,-2825514.23,-51052762.82,,-0.121,,,,-6059259.57,,421923660.0,72161288.86,6304775.01,,351557750.0,,,72161288.86,,1029096238.39,3205896.1,,,,,130522937.72,,35073877.19,,0.0,,,0.0,421923660.0,-67563.68,,,,,,,,0.0,,,,,,406531512.87,422000000.0,17146348.46,43703138.31,,,,44176021.36,,,,,1083548938.01,,,,259632.52,,,,684505266.13,-119094500.0,,,,,-46783428.47,,,,,,,,,,-0.121,-57790259.08,,,,,-53088203.48,-27029672.9,997504200.55,1283713600.16,,,154898102.07,,,684505266.13,,,,,-2904800.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,-0.62,,-263141611.27,,,856009845.49,27000000.0,1959518162.6,1959518162.6,-288406836.49,-24160220.85,,,228473972.09,298808641.12,3831115.25,30745575.0,4093044.39,,122615569.3,,34909753.58,94847.59,,,896867102.34,51285531.87,-205882858.32,424421954.0,,759050785.96,-4315635.45,,298808641.12,-247081457.6,-50000.0,-189291198.52,27000000.0,105969216.34,66503301.13,,,659504841.69,66503301.13,-2397449.99,-189291198.52,,,-163631173.44,34909753.58,,-6044287.74,129555254.67,,74783510.0,4879157.39,1001781828.47,360692750.0,675525906.01,12237975.94,74783510.0,413817379.06,1036691582.05,-8289634.71,,-0.62,74783510.0,3831115.25,129555254.67,0.0,3049536.25,74783510.0,0.0,,,0.0,,67563.68,98652543.32,,24644588.39,-263141611.27,,,,0.0,1103508317.11,234204196.47,0.0,-212476716.23,675525906.01,413817379.06,422000000.0,-23941734.37,72161288.86,,,30745575.0,107062658.79,422000000.0,,-32149242.19,-412337000.0,896867102.34,-9755033.04,,-5578424.0,-5758571.69,-32433420.42,,-9017612.88,675525906.01,-76757500.0,360692750.0,0.0,73607962.03,,-206762272.62,24710588.39,856009845.49,,659504841.69,,,,,,,-247081457.6,1036691582.05,,424421954.0,,-211641430.01,-131004393.16,1001781828.47,1103508317.11,2482942.9,,204532237.72,,,675525906.01,685442823.93,237239135.47,,-282828412.49,-2538153.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,,842543138.06,,,1931127175.4,,,,,120435463.05,306270289.39,3831115.25,30690000.0,-3443750.52,,,,31909753.58,,,,,,-20787804.8,,,,,,,,,-19662693.28,24000000.0,37756086.12,,,,635608470.34,71339759.48,-680509.76,-19662693.28,,-0.047,,,,-5550946.76,,418355176.0,71339759.48,5156408.4,,373557750.0,,,71339759.48,,1029088399.65,-119595.3,,,,,129002701.53,,-6740279.82,,0.0,,,0.0,418355176.0,0.0,,,,,,,,,,,,,,382645621.04,422000000.0,23644068.7,74783510.0,,,,38761723.11,,,,,877204409.06,,,,65311.88,,,,662638423.84,-179533000.0,,,,,-15566084.52,,,,,,,,,,-0.047,-266744150.88,,,,,-20722492.92,-15117654.41,997178646.07,1088584037.34,,,144079531.75,,,662638423.84,,,,,-680509.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,,831376359.21,,,1867403451.67,,,,,211896189.29,278125308.4,3831115.25,29550000.0,19722141.93,,,,31909753.58,,,,,,-17014074.93,,,,,,,,,-16015003.07,24000000.0,35744422.22,,,,582556274.13,82781901.41,-730238.0,-16015003.07,,,,,,-4925953.25,,,91390995.29,4227686.38,,351658500.0,,,91390995.29,,982378750.85,-367563.25,,,,,128059014.51,,46886382.8,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,370030579.57,422000000.0,27434118.9,71339759.48,,,,37653896.9,,,,,861189405.99,,,,100447.98,,,,652550417.91,-35816250.0,,,,,-12685940.57,,,,,,,,,,,-127003572.95,,,,,-16913626.95,-10219778.0,950468997.27,1036027092.46,,,239330308.19,,,652550417.91,,,,,-733077.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,,819377390.93,,,1829536898.22,,,,,127541882.1,263666283.25,3831115.25,29550000.0,-30469590.93,,,,37409753.58,,,,,,-20605497.26,,,,,,,,,-20161889.35,24000000.0,36647782.83,,,,604279363.89,60592310.48,-939876.4,-20161889.35,,-0.05,,,,-3854700.29,,403237787.0,60592310.48,4154358.81,,303350000.0,,,60592310.48,,965117694.66,238196.99,,,,,127104030.71,,16079988.96,,0.0,,,0.0,403237787.0,-200000.0,,,,,,,,,,,,,,386392332.74,422000000.0,21203333.31,82781901.41,,,,37887489.82,,,,,841027516.64,,,,,,,,641450095.38,-140808500.0,,,,,-16451138.45,,,,,,,,,,-0.05,-302921043.3,,,,,-20605497.26,-16684156.51,927707941.08,1010159507.29,,,148745215.41,,,641450095.38,,,,,-808752.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,-0.41,,-174004582.85,,,808235601.46,24000000.0,1737782547.5,1737782547.5,-179989911.27,-19687961.52,,,236702472.32,255167926.9,3070192.66,30699600.0,59537548.7,,197690154.05,,36170730.89,,,,722862519.49,48415853.88,-121110250.74,424401422.0,,767668587.26,-3345385.58,,255167926.9,-265330459.45,,-118164997.15,24000000.0,90362735.76,111849650.31,,,489304032.64,111849650.31,-994761.42,-118164997.15,,,-135305894.21,36170730.89,,-5356361.22,126907626.93,,119427989.19,6720352.27,958302863.79,314850000.0,631009105.56,120659594.6,119427989.19,393440583.68,994473594.68,-7802384.51,,-0.41,119427989.19,3070192.66,126907626.93,0.0,60654059.08,119427989.19,0.0,,,0.0,,250000.0,66503301.13,,20388548.77,-174004582.85,,,,,929546946.04,200511026.93,0.0,-111185508.62,631009105.56,393440583.68,422000000.0,-1188940.41,60592310.48,,,30699600.0,92095364.88,422000000.0,,45346349.18,-458657750.0,722862519.49,-3779443.58,,-472283.54,-638043.4,184157317.09,,-8051346.07,631009105.56,-102500000.0,314850000.0,0.0,71092580.5,,-115027941.87,20454548.77,808235601.46,,489304032.64,,,,,,,-265330459.45,994473594.68,,424401422.0,,-121748294.14,-93284305.29,958302863.79,929546946.04,116880151.02,,235513531.91,,,631009105.56,696576006.76,206398474.71,,-179517627.73,-1557104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,,786063680.94,,,1647638165.42,,,,,136517908.34,241229114.07,3070192.66,1985180.91,-27373686.31,,,,30170730.89,,,,,,-3703761.74,,,,,,,,,-3842514.79,18000000.0,36479569.33,,,,476431042.56,92054302.88,-614020.35,-3842514.79,,-0.009,,,-143400.0,-4872630.48,,426946088.0,92054302.88,4685816.72,,328850000.0,,,92054302.88,,908194904.48,-224003.74,,,,,126007419.94,,-22614076.59,,0.0,,,0.0,426946088.0,0.0,,,,,,,,350000.0,,,,,,340264104.67,422000000.0,34037192.26,119427989.19,,,,37666477.07,,,,,720382336.74,,,,102651.31,,,,609906201.4,-187900000.0,,,,,1084706.29,,,,,,,,,,-0.009,-269172974.24,,,,,-3601110.43,-3629284.81,878024173.59,861574484.48,,,170555100.6,,,609906201.4,,,,,-850620.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,,776044236.79,,,1623010735.37,,,,,175326019.61,230737953.9,3070192.66,1349395.0,-9389875.98,,,,30170730.89,,,,,,-10937740.18,,,,,,,,,-11126089.91,18000000.0,39610202.46,,,,464099967.24,75086088.02,-561320.58,-11126089.91,,,,,,-5041154.9,,,75853802.19,4646250.25,,327950000.0,,,75853802.19,,894505214.61,-58553.72,,,,,125212244.86,,-3264545.26,,0.0,,,0.0,,-305333.49,,,,,,,,0.0,,,,,,332117114.93,422000000.0,40762664.53,92054302.88,,,,41298468.42,,,,,709256246.82,,,,0.0,,,,600688429.04,-11400000.0,,,,,-6291489.93,,,,,,,,,,,-280299064.15,,,,,-10937740.18,-535803.89,864334483.72,846966498.58,,,216088684.14,,,600688429.04,,,,,-439587.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,,747867741.0,,,1668923457.83,,,,,174664419.87,248609319.1,3070192.66,0.0,77749978.33,,,,30170730.89,,,,,,14778312.28,,,,,,,,,13915138.08,18000000.0,38457320.87,,,,430896057.15,160414405.23,101024838.67,13915138.08,,0.033,,,,-4057825.55,,421670851.0,160414405.23,4901425.14,,277500000.0,,,160414405.23,,928872170.67,-208026.34,,,,,119899727.78,,10813193.85,,0.0,,,0.0,421670851.0,-5093970.75,,,,,,,,99323404.36,,,,,,313037604.14,422000000.0,41632508.76,75086088.02,,,,39763472.75,,,,,719938839.02,,,,,,,,585877388.53,-114100000.0,,,,,19679737.42,,,,,,,,,,0.033,-266383926.07,,,,,14778312.28,1869036.01,898701439.78,921055716.83,,,216296928.63,,,585877388.53,,,,,-777797.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,0.05,,22279381.53,,,712110339.93,18000000.0,1457360678.14,1457360678.14,24969577.41,-17887765.01,,,189254991.09,203110996.56,2166099.59,1906616.57,-42330681.0,,25658353.97,,35870628.18,4695247.9,,,744999407.83,39789796.21,19333708.03,445587631.0,,821357719.69,188536358.09,,203110996.56,-243051077.92,-18075270.64,23332848.15,18000000.0,96504996.75,110505385.35,,,349628293.09,110505385.35,88686860.35,23332848.15,,,-71021900.25,35870628.18,,-3916154.08,106507925.87,,119043008.51,3800245.24,660377227.69,139750000.0,570999659.03,6517405.27,119043008.51,312873675.48,696247855.87,-8840527.99,,0.05,119043008.51,2166099.59,106507925.87,-872485.07,18899483.9,119043008.51,0.0,,,0.0,,4526819.17,111849650.31,,18022224.89,22279381.53,,,,-94978156.46,745250338.21,211052089.41,0.0,82781598.51,570999659.03,312873675.48,422000000.0,29162015.23,160414405.23,,,1906616.57,97887862.79,422000000.0,,-1344264.96,-488400000.0,744999407.83,-2683349.37,,5499059.02,5396407.71,151586134.38,,-9331111.79,570999659.03,-175000000.0,139750000.0,0.0,145594380.78,,28530360.98,18066224.89,712110339.93,,349628293.09,,,,,,,-243051077.92,696247855.87,,445587631.0,,24730115.74,-68725847.56,660377227.69,745250338.21,3834055.9,,218417006.32,,,570999659.03,675763338.91,216616281.03,,19470518.39,-615344.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,,703067791.07,,,1493299388.25,,,,,142746495.35,229259779.37,2166099.59,3546397.46,-5305854.43,,,,21870628.18,,,,,,9228892.5,,,,,,,,,8424266.77,4000000.0,37525228.45,,,,383595106.82,113737154.08,-673958.17,8424266.77,,0.02,,,0.0,-2217275.42,,421213338.0,113737154.08,2429440.2,,192500000.0,,,113737154.08,,722957673.48,-124595.81,,,,,105833885.57,,-27713826.2,,0.0,,,0.0,421213338.0,0.0,,,,,,,,0.0,,,,,,295464977.26,422000000.0,50469762.39,119043008.51,,,,38923751.93,,,,,753423674.6,,,,0.0,,,,562699509.42,-113250000.0,,,,,11658332.7,,,,,,,,,,0.02,-234626811.15,,,,0.0,9228892.5,11546010.46,701087045.3,790231597.18,,,193216257.74,,,562699509.42,,,,,-674308.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,694341623.61,,,1453807688.26,,,,,187504730.09,229899501.14,2166099.59,857016.57,-23394420.73,,,,18634572.56,,,,,,6729136.71,,,,,,,,,5646779.44,0.0,33165469.64,,,,374545331.98,81805110.19,-2587510.0,5646779.44,,,,,,-2599292.81,,,86550048.91,2654078.79,,162000000.0,,,86550048.91,,676736836.78,3823480.25,,,,,105159845.37,,-2117943.94,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,289793582.22,422000000.0,44350276.55,113737154.08,,,,34591173.32,,,,,759070454.04,,,,117848.82,,,,554777887.35,-24500000.0,,,,,9501064.32,,,,,,,,,,,-228980031.71,,,,,6846985.53,9759103.23,658102264.22,759466064.65,,,231855006.64,,,554777887.35,,,,,-2587510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
