,trailingNetIncomeCommonStockholders,annualEbitda,annualRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,quarterlyPurchaseOfBusiness,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,annualOtherIncomeExpense,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualBeginningCashPosition,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualTotalNonCurrentAssets,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,annualNetIncomeContinuousOperations,quarterlyInterestExpense,annualPurchaseOfBusiness,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,quarterlyNetPPE,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,quarterlyAccumulatedDepreciation,trailingStockBasedCompensation,quarterlyGrossPPE,annualCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualInvestingCashFlow,trailingNetOtherFinancingCharges,annualCapitalStock,quarterlyOtherNonCashItems,annualTotalRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingDeferredIncomeTax,trailingGrossProfit,annualPurchaseOfInvestment,quarterlyDilutedAverageShares,trailingOperatingExpense,annualInterestExpense,trailingBeginningCashPosition,annualBasicEPS,trailingCostOfRevenue,quarterlyPretaxIncome,annualChangesInAccountReceivables,quarterlyTaxProvision,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualGoodwill,annualStockBasedCompensation,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,trailingChangeInInventory,annualDeferredIncomeTax,quarterlyStockBasedCompensation,annualGrossProfit,annualInventory,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,annualDilutedEPS,annualTotalAssets,trailingNetIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,trailingFreeCashFlow,trailingPretaxIncome,annualNetOtherInvestingChanges,annualRetainedEarnings,annualOtherCurrentAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,trailingInvestingCashFlow,annualPretaxIncome,annualEndCashPosition,annualCashDividendsPaid,annualCurrentDebt,annualNetIncome,trailingTotalRevenue,annualOperatingIncome,annualLongTermDebt,annualFreeCashFlow,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingDepreciationAndAmortization,annualCashAndCashEquivalents,annualOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,quarterlyChangeInAccountPayable,annualRepurchaseOfCapitalStock,quarterlyInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,annualTaxProvision,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentAssets,annualCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlySellingGeneralAndAdministration,annualDilutedAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingChangeInAccountPayable,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,annualOperatingCashFlow,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOperatingExpense,quarterlyBasicEPS,quarterlyChangeInInventory,quarterlyInvestingCashFlow,annualOtherNonCurrentAssets,quarterlyEndCashPosition,annualCommonStockIssuance,annualNetPPE,annualSaleOfInvestment,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingInterestExpense,annualCurrentDeferredRevenue,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,trailingCashDividendsPaid,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
1475193600,,,,,2206000.0,115406000.0,,,220608821.0,,-484624000.0,-7658000.0,,2493379000.0,,149976000.0,,149976000.0,-107345000.0,,,9691000.0,,-82585000.0,0.59,410036000.0,,,-72453000.0,,,,,,,129753000.0,417052000.0,251241000.0,-38350000.0,0.0,-39935000.0,,,,1735495000.0,1422492000.0,-82526000.0,,,,,,-1671000.0,,1737166000.0,,5840963000.0,138269000.0,,,,1309000.0,,34570000.0,176011000.0,,,,225054051.0,,,,,,54652000.0,,-78359000.0,,-213324000.0,,,,,,,4762000.0,,,-291000.0,235791000.0,99919000.0,,,4526862000.0,,6136291000.0,,,,,2972000000.0,2088050000.0,,3899514000.0,,,,,,,,374920000.0,,,,,,,,,,,,106038000.0,,9108291000.0,133011000.0,-476966000.0,,,,,-312000.0,,55334000.0,,1218765000.0,1032537000.0,-26145000.0,,6614912000.0,63324000.0,,,902784000.0,,133011000.0,133011000.0,,,,,,3756120000.0,395822000.0,902784000.0,0.6,-36270000.0,-520751000.0,,149976000.0,,,,4808426000.0,0.0,414317000.0,1346535000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,888000000.0,-5518000000.0,,2000000.0,149976000.0,,349000000.0,220711716.0,131000000.0,0.0,-27356000.0,-386000000.0,2538000000.0,72470000.0,131000000.0,,131000000.0,-825139000.0,-107000000.0,,10000000.0,518000000.0,-119000000.0,0.34,387000000.0,3586000000.0,,171344000.0,6155000000.0,3492062000.0,,210000000.0,,-122000000.0,130000000.0,-54127000.0,219000000.0,-59302000.0,0.0,-77391000.0,,,,1768000000.0,1295000000.0,1858000.0,-180000000.0,-101000000.0,,3586000000.0,381000000.0,-1724451000.0,,3492062000.0,-164000000.0,5678000000.0,115960000.0,-762000000.0,,2000000.0,1077000.0,22919000000.0,-18886000.0,72470000.0,,,-493000000.0,225522264.0,,,,1.05,,76000000.0,22000000.0,-1000000.0,-1724451000.0,-136000000.0,3908000000.0,18000000.0,-26000000.0,,,-80000000.0,3926000.0,4053000000.0,1223000000.0,-2883000.0,130000000.0,56658000.0,-78000000.0,200129868.0,4436000000.0,,6155000000.0,1.03,8944000000.0,,6406000000.0,2789000000.0,1970000000.0,-119000000.0,3908000000.0,,,0.0,-136000000.0,10000000.0,,18866000000.0,349000000.0,1295000000.0,,131000000.0,131000000.0,-666000000.0,219000000.0,210000000.0,,467000000.0,3706000000.0,392000000.0,107386000.0,,8944000000.0,77000000.0,0.0,,,131000000.0,6000000.0,0.0,2538000000.0,-199774000.0,-11000000.0,1223000000.0,1027000000.0,-15000000.0,-79000000.0,6406000000.0,58000000.0,456000000.0,421000000.0,897000000.0,204024726.0,77000000.0,77000000.0,,1226000000.0,,2789000000.0,556000000.0,3706000000.0,381000000.0,897000000.0,0.35,-1703000.0,-80719000.0,58000000.0,131090000.0,1117000000.0,1768000000.0,,4651000000.0,0.0,456000000.0,1226000000.0,1970000000.0,387000000.0,4436000000.0,131000000.0,210000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,2220000.0,131090000.0,,,221364013.0,,0.0,-62501000.0,,2574382000.0,,151817000.0,,151817000.0,-548041000.0,,,10643000.0,,-118706000.0,0.12,369122000.0,,,-192731000.0,,,,,,,78397000.0,31070000.0,254552000.0,-70125000.0,0.0,-34354000.0,,,,1789437000.0,1473026000.0,12280000.0,,,,,,-1786000.0,,1791223000.0,,5788425000.0,121559000.0,,,,1282000.0,,20727000.0,172318000.0,,,,226323410.0,,,,,,34638000.0,,7822000.0,,-109644000.0,,,,,,,3342000.0,,,-302000.0,186155000.0,51434000.0,,,4508007000.0,,6183925000.0,,,,,2993671000.0,2095207000.0,,3922360000.0,,,,,,,,342074000.0,,,,,,,,,,,,107758000.0,,9177596000.0,26816000.0,,,,,,-9392000.0,,236980000.0,,1197984000.0,991308000.0,-1873000.0,,6603214000.0,68470000.0,,,912911000.0,,26816000.0,26816000.0,,,,,,3772270000.0,393663000.0,912911000.0,0.12,35714000.0,-131902000.0,,151817000.0,,,,4797117000.0,0.0,367629000.0,1371503000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,2238000.0,151817000.0,,,222754030.0,,22139000.0,-72307000.0,,2633458000.0,,149972000.0,,149972000.0,-686890000.0,,,9926000.0,,-116826000.0,0.29,363237000.0,,,4166000.0,,,,,,,126278000.0,-161677000.0,265684000.0,-37842000.0,0.0,58994000.0,,,,1786657000.0,1526190000.0,5795000.0,,,,,,-1837000.0,,1788494000.0,,6158654000.0,246887000.0,,,,1076000.0,,-1845000.0,161781000.0,,,,226791449.0,,,,,,84571000.0,,19113000.0,,-44186000.0,,,,,,,5211000.0,,,-195000.0,232312000.0,209045000.0,,,4361572000.0,,6186573000.0,,,,,3021523000.0,2213066000.0,,3957166000.0,,,,,,,,333731000.0,,,,,,,,,,,,106034000.0,,9208096000.0,65458000.0,,,,,,-21727000.0,,39513000.0,,1236167000.0,1054049000.0,-704000.0,,6574638000.0,48529000.0,,,927771000.0,,65458000.0,65458000.0,,,,,,3623397000.0,404444000.0,927771000.0,0.29,-31535000.0,-87055000.0,,149972000.0,,,,5104605000.0,0.0,421192000.0,1366470000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,2245000.0,149972000.0,,,223807520.0,,0.0,-48015000.0,,2745184000.0,,147362000.0,,147362000.0,-635940000.0,,,8193000.0,,-113322000.0,0.42,373717000.0,,0.0,-53664000.0,,,,,,,190732000.0,-38196000.0,280079000.0,-55028000.0,0.0,-63722000.0,,,,1794313000.0,1519309000.0,13506000.0,,,,,,-1899000.0,,1796212000.0,,6204194000.0,137937000.0,,,,1075000.0,,-2610000.0,174027000.0,,,,225862274.0,,,,,,146819000.0,,51268000.0,,51365000.0,,,,,,,6507000.0,,,-41000.0,271625000.0,82909000.0,,,4366800000.0,,6224063000.0,,,,,3134171000.0,2246250000.0,,3967344000.0,,,,,,,,350047000.0,,,,,,,,,,,,80893000.0,,9358234000.0,95551000.0,,,,,,-4324000.0,,1994000.0,,1304154000.0,1098562000.0,-702000.0,,6613050000.0,57738000.0,,,907830000.0,,95551000.0,95551000.0,,,,,,3596647000.0,420106000.0,907830000.0,0.43,-60100000.0,-102351000.0,,147362000.0,,,,5105632000.0,0.0,446862000.0,1410694000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,952000000.0,-2672000000.0,,2000000.0,147362000.0,,372000000.0,221606591.0,119000000.0,0.0,613000.0,-12000000.0,2751000000.0,53525000.0,119000000.0,,119000000.0,-801425000.0,1000000.0,,8000000.0,131000000.0,-96000000.0,1.15,364000000.0,3644000000.0,0.0,175228000.0,6219000000.0,3727007000.0,,444000000.0,,-182000000.0,179000000.0,-236054000.0,263000000.0,-58286000.0,0.0,45907000.0,,,,1801000000.0,1289000000.0,-154509000.0,-404000000.0,40000000.0,,3644000000.0,263000000.0,-1925792000.0,,3727007000.0,-221000000.0,5996000000.0,242064000.0,-356000000.0,,2000000.0,2292000.0,24147000000.0,-28513000.0,53525000.0,,,0.0,223678006.0,,169582000.0,,2.0,,138000000.0,-67000000.0,-118000000.0,-1925792000.0,124000000.0,3967000000.0,21000000.0,-36000000.0,,,-123000000.0,5472000.0,4218000000.0,1208000000.0,-280056000.0,179000000.0,183778000.0,7000000.0,222383038.0,4283000000.0,,6219000000.0,1.97,9037000000.0,,6286000000.0,2819000000.0,2003000000.0,-96000000.0,3967000000.0,,,-1000000.0,124000000.0,8000000.0,,19930000000.0,372000000.0,1289000000.0,,404000000.0,119000000.0,0.0,263000000.0,444000000.0,,574000000.0,3648000000.0,527000000.0,83192000.0,,9037000000.0,256000000.0,0.0,,,119000000.0,5000000.0,-702000.0,2751000000.0,-261917000.0,-281000000.0,1208000000.0,1074000000.0,4000000.0,-40000000.0,6286000000.0,65000000.0,451000000.0,378000000.0,895000000.0,225663785.0,256000000.0,256000000.0,,1302000000.0,,2819000000.0,748000000.0,3648000000.0,263000000.0,895000000.0,1.16,96324000.0,-34523000.0,65000000.0,118849000.0,0.0,1801000000.0,22000000.0,4923000000.0,0.0,451000000.0,1302000000.0,2003000000.0,364000000.0,4283000000.0,17000000.0,444000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,2159000.0,119184000.0,,,215080238.0,,,-757000.0,,2845887000.0,,85286000.0,,85286000.0,-1041875000.0,,,18045000.0,,-86112000.0,0.31,353751000.0,,,-134803000.0,,,,,42844000.0,,104046000.0,-167952000.0,295769000.0,-57179000.0,3819000.0,4929000.0,,,,1827588000.0,1542624000.0,26922000.0,,,,,,-1967000.0,,1829555000.0,,5822521000.0,191582000.0,,,,1030000.0,,-33544000.0,175032000.0,,,,217212222.0,,,,,,62780000.0,,-4537000.0,,190831000.0,,,,,,,7066000.0,,,-84000.0,185449000.0,134403000.0,,,4109662000.0,,6242662000.0,,,,,2931112000.0,2218225000.0,,3967322000.0,,,,,,,,308139000.0,,,,,,,,,,,,81403000.0,,9173774000.0,67317000.0,,,,,,-769000.0,,282388000.0,,1207080000.0,991927000.0,1578000.0,,6327887000.0,74292000.0,,,887881000.0,,67317000.0,67317000.0,,,,,,3509757000.0,291766000.0,887881000.0,0.31,750000.0,-57174000.0,,85640000.0,,,,4830594000.0,,379832000.0,1370804000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,2000000.0,85640000.0,,,215827074.0,,,458000.0,,3020000000.0,,100000000.0,,100000000.0,-1340509000.0,,,24000000.0,,-57000000.0,0.58,344000000.0,,,36612000.0,,,,,48000000.0,,206000000.0,-45766000.0,248000000.0,-60217000.0,6181000.0,-121122000.0,,,,1823000000.0,1454000000.0,11434000.0,,,,,,-2021000.0,,1824618000.0,,6158000000.0,119072000.0,,,,3680000.0,,14909000.0,1000000.0,,,,217770313.0,,,,,,161000000.0,,35000000.0,,316000000.0,,,,,,,10258000.0,,,-49000.0,206000000.0,58855000.0,,,4015000000.0,,6223000000.0,,,,,2913000000.0,2100000000.0,,3967000000.0,,,,,,,,212000000.0,,,,,,,,,,,,84017000.0,,9135000000.0,126000000.0,,,,,,-7260000.0,,-107809000.0,,1208000000.0,1114000000.0,3000000.0,,6115000000.0,77000000.0,,,908000000.0,,126000000.0,126000000.0,,,,,,3498000000.0,305000000.0,908000000.0,0.58,-1170000.0,-58397000.0,,100549000.0,,,,5045000000.0,,397000000.0,1339000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,2173000.0,100549000.0,,,216623903.0,,,0.0,,3146725000.0,,88082000.0,,88082000.0,-939277000.0,,,26267000.0,,-55248000.0,0.52,334017000.0,,0.0,-75953000.0,,,,,,,178848000.0,-95961000.0,273964000.0,-50335000.0,,-84918000.0,,,,1810231000.0,1520871000.0,11204000.0,,,,,,-2072000.0,,1812303000.0,,6152784000.0,133366000.0,,,,907000.0,,-12127000.0,173566000.0,,,,218107064.0,,,,,,140537000.0,,26251000.0,,430650000.0,,,,,,,3133000.0,,,-78000.0,263877000.0,83031000.0,,,3918240000.0,,6201070000.0,,,,,3072832000.0,2208937000.0,,3966863000.0,,,,,,,,196032000.0,,,,,,,,,,,,85029000.0,,9273902000.0,114286000.0,,,,,,-131000.0,,89467000.0,,1300585000.0,1108335000.0,3532000.0,,6127177000.0,83302000.0,,,929487000.0,,114286000.0,114286000.0,,,,,,3410237000.0,311971000.0,929487000.0,0.53,-92335000.0,-49532000.0,,88422000.0,,,,5044449000.0,,414102000.0,1390462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,999000000.0,-4595000000.0,,2000000.0,88422000.0,,232000000.0,216916869.0,104000000.0,,299000.0,-14000000.0,3229000000.0,69000000.0,104000000.0,,104000000.0,-1273339000.0,12000000.0,,30000000.0,119000000.0,-84000000.0,0.46,324000000.0,3647000000.0,0.0,103144000.0,6207000000.0,3959000000.0,,407000000.0,,0.0,171000000.0,-81321000.0,263000000.0,-67269000.0,,-33889000.0,,,,1842000000.0,1359000000.0,-4560000.0,-391000000.0,-72000000.0,,3647000000.0,298000000.0,-2117000000.0,,3959000000.0,-235000000.0,6041000000.0,164980000.0,-232000000.0,,2000000.0,1383000.0,24175000000.0,16762000.0,69000000.0,,,0.0,218212582.0,,,,1.88,,132000000.0,-71000000.0,32000000.0,-2117000000.0,531000000.0,3967000000.0,28000000.0,-12000000.0,,,45000000.0,7543000.0,4306000000.0,1279000000.0,211000.0,171000000.0,97711000.0,-235000000.0,216112021.0,3881000000.0,,6207000000.0,1.87,9186000000.0,,5957000000.0,2979000000.0,2076000000.0,-84000000.0,3967000000.0,,,,531000000.0,30000000.0,,19869000000.0,232000000.0,1359000000.0,,496000000.0,105000000.0,0.0,263000000.0,407000000.0,,659000000.0,3351000000.0,374000000.0,89551000.0,,9186000000.0,100000000.0,,,,104000000.0,7000000.0,-3840000.0,3229000000.0,-185046000.0,0.0,1279000000.0,1092000000.0,3000000.0,89000000.0,5957000000.0,67000000.0,454000000.0,340000000.0,921000000.0,217825545.0,100000000.0,100000000.0,,1347000000.0,,2979000000.0,609000000.0,3351000000.0,298000000.0,921000000.0,0.46,20755000.0,-66897000.0,67000000.0,105000000.0,0.0,1842000000.0,0.0,4949000000.0,,454000000.0,1347000000.0,2076000000.0,324000000.0,3881000000.0,79000000.0,407000000.0,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,2000000.0,105000000.0,,,217000000.0,,,0.0,,3310000000.0,,92000000.0,,92000000.0,-1119000000.0,,,21000000.0,,-89000000.0,0.32,314000000.0,,,-131000000.0,,,,,,,131000000.0,-106000000.0,261000000.0,-61000000.0,,-8000000.0,,,,1849000000.0,1534000000.0,-3000000.0,,,,,,-2177000000.0,,4026000000.0,,6031000000.0,154000000.0,,,,1000000.0,,-13000000.0,,,,,219000000.0,,,,,,91000000.0,,20000000.0,,602000000.0,,,,,,,6000000.0,,,,212000000.0,93000000.0,,,3867000000.0,,6310000000.0,,,,,3081000000.0,2214000000.0,,3967000000.0,,,,,,,,299000000.0,,,,,,,,,,,,81000000.0,,9391000000.0,71000000.0,,,,,,-2000000.0,,183000000.0,,1272000000.0,1052000000.0,2000000.0,,6081000000.0,173000000.0,,,921000000.0,,71000000.0,71000000.0,,,,,,3275000000.0,293000000.0,921000000.0,0.33,7000000.0,-61000000.0,,92000000.0,,,,4979000000.0,,419000000.0,1408000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,2000000.0,92000000.0,,,218000000.0,,,0.0,,3435000000.0,,96000000.0,,96000000.0,-1199000000.0,,,13000000.0,,-96000000.0,0.53,304000000.0,,,13000000.0,,,,,,,194000000.0,-194000000.0,243000000.0,-49000000.0,,23000000.0,,,,1836000000.0,1535000000.0,-4000000.0,,,,,,-2236000000.0,,4072000000.0,,6443000000.0,240000000.0,,,,1000000.0,,5000000.0,,,,,219000000.0,,,,,,154000000.0,,38000000.0,,718000000.0,,,,,,,9000000.0,,,,286000000.0,191000000.0,,,3688000000.0,,6297000000.0,,,,,3042000000.0,2216000000.0,,3967000000.0,,,,,,,,301000000.0,,,,,,,,,,,,92000000.0,,9339000000.0,116000000.0,,,,,,-7000000.0,,-19000000.0,,1277000000.0,1142000000.0,2000000.0,,5904000000.0,184000000.0,,,948000000.0,,116000000.0,116000000.0,,,,,,3101000000.0,286000000.0,948000000.0,0.53,-5000000.0,-41000000.0,,97000000.0,,,,5301000000.0,,438000000.0,1391000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,393000000.0,,,10000000.0,2000000.0,97000000.0,-4928000000.0,,218000000.0,,,-1829000000.0,,3557000000.0,,90000000.0,-224000000.0,90000000.0,-1336000000.0,,7000000.0,11000000.0,,-94000000.0,0.48,983000000.0,,,-44000000.0,,,1330000000.0,,,,188000000.0,1711000000.0,363000000.0,-47000000.0,,-54000000.0,-1829000000.0,392000000.0,4000000.0,2029000000.0,1645000000.0,14000000.0,,,3759000000.0,,,-2288000000.0,30000000.0,4317000000.0,,6531000000.0,165000000.0,,-50000000.0,,1000000.0,,1000000.0,27000000.0,2000000.0,4442000000.0,,220000000.0,3759000000.0,,88000000.0,,20604000000.0,144000000.0,,39000000.0,,824000000.0,,,,-59000000.0,-1000000.0,,7000000.0,,,,275000000.0,118000000.0,,,5423000000.0,-73000000.0,7966000000.0,,,393000000.0,,3560000000.0,2546000000.0,,4728000000.0,500000000.0,521000000.0,,,,683000000.0,,341000000.0,,-2044000000.0,,,,,,25046000000.0,,,,87000000.0,98000000.0,11526000000.0,106000000.0,,129000000.0,350000000.0,,,-38000000.0,,-4000000.0,,1468000000.0,1156000000.0,-1000000.0,,7969000000.0,226000000.0,,,968000000.0,,105000000.0,106000000.0,-25000000.0,,724000000.0,,,4788000000.0,294000000.0,968000000.0,0.49,-24000000.0,-1875000000.0,,98000000.0,,,,5375000000.0,,511000000.0,1548000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
