date,annualOperatingIncome,quarterlyBasicAverageShares,annualAccountsPayable,annualResearchAndDevelopment,trailingOperatingIncome,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyTotalRevenue,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,quarterlyTotalNonCurrentAssets,trailingTaxProvision,trailingNetIncome,trailingEndCashPosition,quarterlyOperatingIncome,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingPretaxIncome,annualPretaxIncome,annualInvestmentsAndAdvances,annualCashDividendsPaid,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualCostOfRevenue,quarterlyFreeCashFlow,quarterlyDilutedEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualSaleOfInvestment,annualRepurchaseOfCapitalStock,annualStockholdersEquity,quarterlyOtherCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualCurrentAssets,annualOtherNonCashItems,annualLongTermDebt,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualTotalAssets,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,annualTaxProvision,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,trailingGrossProfit,annualNetPPE,annualTotalNonCurrentAssets,annualOperatingCashFlow,annualDilutedEPS,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,quarterlyCapitalStock,trailingRepaymentOfDebt,annualInventory,quarterlyNetPPE,annualEbitda,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualBasicEPS,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedAverageShares,annualChangeInInventory,quarterlyChangesInAccountReceivables,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,quarterlySaleOfInvestment,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualDeferredIncomeTax,trailingOperatingExpense,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualCapitalExpenditure,annualIncomeTaxPayable,annualNonCurrentDeferredTaxesLiabilities,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCommonStockIssuance,trailingCapitalExpenditure,quarterlyResearchAndDevelopment,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingPurchaseOfBusiness,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
2015-12-31,1516000000.0,,736000000.0,,,-35000000.0,15006000000.0,,,1081000000.0,58000000.0,5468000000.0,499000000.0,,1847000000.0,-21000000.0,16853000000.0,2455000000.0,15006000000.0,,,-13642000000.0,-305000000.0,,144000000.0,18000000.0,2238000000,-17000000.0,,2455000000.0,20840000000.0,,,,304000000,203000000.0,16853000000.0,-2838000000.0,,-3144000000.0,1207000000.0,-160000000.0,-2622000000.0,26308000000.0,606000000.0,-3113000000.0,58000000.0,-370000000.0,,6907000000.0,387000000.0,,-2941000000,-2622000000.0,33000000.0,,7178000000.0,18000000.0,144000000.0,248000000.0,5468000000.0,1263000000.0,9765000000.0,1768000000.0,1768000000.0,-2838000000.0,1371000000.0,422000000.0,,1847000000.0,-13642000000.0,7178000000.0,758000000.0,2455000000.0,26308000000.0,1771000000.0,-7000000.0,-31000000.0,76000000.0,422000000.0,41000000.0,1207000000.0,18000000.0,-3399000000.0,,76000000.0,1553000000.0,,1717000000.0,470000000.0,58000000.0,9765000000.0,,14434000000.0,20840000000.0,2794000000.0,-2.44,166000000.0,,-3302000000.0,2122000000.0,,271000000.0,271000000.0,2455000000.0,-2377000000.0,0.0,,1717000000.0,14434000000.0,-650000000.0,2455000000.0,-361000000.0,2455000000.0,3317000000.0,-3849000000.0,,48484000000.0,-2.44,-311000000.0,,203000000.0,,191000000.0,,24000000.0,53000000.0,1165000000.0,1768000000.0,,-34050000000.0,76000000.0,-2319000000.0,,144000000.0,2699000000.0,0.0,698000000.0,,-31000000.0,,250000000.0,,,-1713000000.0,0.0,1553000000.0,,48484000000.0,736000000.0,,13000000.0,81000000.0,-361000000.0,,-34050000000.0,1283000000.0,1283000000.0,-864000000.0,-370000000.0,,,,,345000000.0,345000000.0,,,-2612000000,,0.0,1165000000.0,-244000000.0,2000000.0,1371000000.0,18000000.0,,-3275000000.0,,,,723000000.0,,-3142000000.0,0.0,9029000000.0,,,,,,,,,,,
2016-03-31,,1165000000.0,,,,,,,,,60000000.0,4520000000.0,385000000.0,,1681000000.0,-22000000.0,,,14242000000.0,,,-13749000000.0,,,220000000.0,,1930000000,,,,20846000000.0,,,,468000000,,15923000000.0,,,,,,-83000000.0,25366000000.0,,,,,,,181000000.0,-0.07,-72000000,-83000000.0,,,,254000000.0,1568000000.0,,,,,,1324000000.0,,1371000000.0,,,,,7173000000.0,341000000.0,2323000000.0,,,-3000000.0,,288000000.0,,-31000000.0,1207000000.0,-246000000.0,-137000000.0,,,1472000000.0,,1655000000.0,606000000.0,,8940000000.0,,,,,,138000000.0,,114000000.0,,,270000000.0,,,-853000000.0,0.0,,,14428000000.0,,2323000000.0,186000000.0,2323000000.0,2455000000.0,,,,,-270000000.0,,186000000.0,,158000000.0,1165000000.0,,-13000000.0,,2552000000.0,,,-55000000.0,-927000000.0,,,,,451000000.0,,,,,,,,,,117000000.0,,1055000000.0,,-269000000.0,,186000000.0,,,,,-132000000.0,-270000000.0,,,,,323000000.0,,,,657000000,-0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,1165000000.0,,,,,,,,,88000000.0,4872000000.0,382000000.0,,1720000000.0,-21000000.0,,,14224000000.0,,,-13634000000.0,,,153000000.0,,2012000000,,,,20732000000.0,,,,525000000,,15944000000.0,,,,,,138000000.0,25604000000.0,,,,,,,274000000.0,0.12,176000000,138000000.0,,,,239000000.0,1554000000.0,,,,,,1336000000.0,,1371000000.0,,,,,7342000000.0,-272000000.0,2441000000.0,,,-3000000.0,,491000000.0,,-80000000.0,1218000000.0,180000000.0,-12000000.0,,,1502000000.0,,1701000000.0,676000000.0,,8825000000.0,,,,,,151000000.0,,349000000.0,,-22000000.0,269000000.0,,,-127000000.0,0.0,,,14284000000.0,,2441000000.0,173000000.0,2441000000.0,2323000000.0,,,,,-253000000.0,,175000000.0,,147000000.0,1165000000.0,,-155000000.0,,2574000000.0,,,11000000.0,-137000000.0,,,,0.0,527000000.0,,,,,,,,,,124000000.0,,1120000000.0,,-119000000.0,,173000000.0,,,,,118000000.0,-218000000.0,,,,,301000000.0,,,,878000000,0.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,1165000000.0,,,,,,,,,73000000.0,5224000000.0,389000000.0,,1959000000.0,-21000000.0,,,13827000000.0,,,-13482000000.0,,,194000000.0,,2297000000,,,,20404000000.0,,,,873000000,,15786000000.0,,,,,,175000000.0,25628000000.0,,,,,,,674000000.0,0.15,245000000,175000000.0,,,,249000000.0,1501000000.0,,,,,,1291000000.0,,1371000000.0,,,,,7518000000.0,-193000000.0,2648000000.0,,,-2000000.0,,465000000.0,,-67000000.0,1169000000.0,11000000.0,-129000000.0,,,1555000000.0,,1862000000.0,1006000000.0,,8386000000.0,,,,,,133000000.0,,580000000.0,,,273000000.0,,,-465000000.0,0.0,,,14043000000.0,,2648000000.0,335000000.0,2648000000.0,2441000000.0,,,,,-277000000.0,,153000000.0,,146000000.0,1165000000.0,,-53000000.0,,2534000000.0,,,-66000000.0,-552000000.0,,,,0.0,951000000.0,,,,,,,,,,281000000.0,,1238000000.0,,-209000000.0,,335000000.0,,,,,207000000.0,-196000000.0,,,,,287000000.0,,,,1115000000,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,2518000000.0,,749000000.0,,,-190000000.0,13132000000.0,,,1514000000.0,47000000.0,4874000000.0,418000000.0,,1819000000.0,-22000000.0,14951000000.0,2389000000.0,13132000000.0,,,-13074000000.0,-677000000.0,,289000000.0,18000000.0,2319000000,-9000000.0,,2389000000.0,20390000000.0,,,,652000000,143000000.0,14951000000.0,655000000.0,,1778000000.0,1203000000.0,-86000000.0,425000000.0,25264000000.0,635000000.0,861000000.0,103000000.0,-189000000.0,,5405000000.0,385000000.0,,512000000,425000000.0,0.0,,7935000000.0,18000000.0,137000000.0,268000000.0,4874000000.0,856000000.0,7788000000.0,1835000000.0,1454000000.0,655000000.0,1371000000.0,335000000.0,,1819000000.0,-13074000000.0,7935000000.0,-288000000.0,2389000000.0,25264000000.0,1574000000.0,-1000000.0,917000000.0,110000000.0,335000000.0,-12000000.0,1203000000.0,-135000000.0,242000000.0,,110000000.0,1520000000.0,,1930000000.0,865000000.0,103000000.0,7788000000.0,,14103000000.0,20390000000.0,2640000000.0,0.56,213000000.0,,735000000.0,3153000000.0,,272000000.0,272000000.0,2389000000.0,-617000000.0,0.0,,1930000000.0,14103000000.0,3945000000.0,2389000000.0,223000000.0,2389000000.0,2648000000.0,-73000000.0,,49523000000.0,0.56,-326000000.0,,143000000.0,,142000000.0,,-190000000.0,216000000.0,1165000000.0,1835000000.0,,-35420000000.0,-44000000.0,-681000000.0,,137000000.0,2455000000.0,0.0,711000000.0,,917000000.0,,-412000000.0,,,-1126000000.0,283000000.0,1520000000.0,283000000.0,49523000000.0,749000000.0,,-80000000.0,-5000000.0,223000000.0,,-35420000000.0,1248000000.0,1248000000.0,-259000000.0,-189000000.0,,,,,86000000.0,86000000.0,,,1295000000,,,1165000000.0,-66000000.0,82000000.0,1371000000.0,-154000000.0,,-2297000000.0,,,,593000000.0,,-2062000000.0,0.0,8558000000.0,,,,,,,,,,,
2017-03-31,,1166000000.0,,,,,,,,,72000000.0,7818000000.0,414000000.0,,2628000000.0,-31000000.0,,,12701000000.0,,,-12430000000.0,,,152000000.0,,1993000000,,,,18593000000.0,,,,496000000,,15329000000.0,,,,,,679000000.0,26411000000.0,,,,,,,161000000.0,0.58,889000000,679000000.0,,,,336000000.0,1468000000.0,,,,,,1342000000.0,,1176000000.0,,,,,8584000000.0,-331000000.0,2277000000.0,,,-4000000.0,,231000000.0,,-77000000.0,1200000000.0,-51000000.0,1140000000.0,,,1224000000.0,,1649000000.0,651000000.0,,7633000000.0,,,,,,155000000.0,,1481000000.0,,-4000000.0,197000000.0,,,-180000000.0,0.0,,,12539000000.0,,2277000000.0,592000000.0,2277000000.0,2389000000.0,,,,,-334000000.0,,120000000.0,,135000000.0,1166000000.0,,16000000.0,,2439000000.0,,,-67000000.0,-278000000.0,,,,,495000000.0,,,,,,,,,,242000000.0,,1022000000.0,,-292000000.0,,592000000.0,,,,,-112000000.0,-188000000.0,,,,,1244000000.0,,,,2030000000,0.58,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,1166000000.0,,,,,,,,,46000000.0,5503000000.0,409000000.0,,1546000000.0,-32000000.0,,,12576000000.0,,,-11382000000.0,,,161000000.0,,2160000000,,,,20304000000.0,,,,759000000,,14122000000.0,,,,,,1084000000.0,25807000000.0,,,,,,,43000000.0,0.93,1137000000,1084000000.0,,,,486000000.0,1477000000.0,,,,,,1277000000.0,,1332000000.0,,,,,9642000000.0,556000000.0,2926000000.0,,,956000000.0,,190000000.0,,-154000000.0,1218000000.0,-3000000.0,805000000.0,,,1428000000.0,,1901000000.0,883000000.0,,7328000000.0,,,,,,124000000.0,,1411000000.0,,-4000000.0,254000000.0,,,-305000000.0,0.0,,,13943000000.0,,2926000000.0,274000000.0,2926000000.0,2277000000.0,,,,,-405000000.0,,116000000.0,,132000000.0,1166000000.0,,42000000.0,,2688000000.0,,,-18000000.0,-355000000.0,,,,,448000000.0,,,,,,,,,,122000000.0,,1044000000.0,,-183000000.0,,274000000.0,,,,,649000000.0,-182000000.0,,,,,264000000.0,,,,1952000000,0.93,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,1166000000.0,,,,,,,,,69000000.0,4742000000.0,390000000.0,,1738000000.0,-31000000.0,,,11712000000.0,,,-11428000000.0,,,239000000.0,,1993000000,,,,20330000000.0,,,,540000000,,13450000000.0,,,,,,-11000000.0,25072000000.0,,,,,,,225000000.0,-0.01,-43000000,-11000000.0,,,,455000000.0,1472000000.0,,,,,,1270000000.0,,1286000000.0,,,,,9614000000.0,-306000000.0,2025000000.0,,,0.0,,224000000.0,,-127000000.0,1243000000.0,50000000.0,-127000000.0,,,1447000000.0,,2038000000.0,723000000.0,,6384000000.0,,,,,,183000000.0,,271000000.0,,0.0,270000000.0,,,-1023000000.0,0.0,,,13961000000.0,,2025000000.0,314000000.0,2025000000.0,2926000000.0,,,,,-307000000.0,,63000000.0,,129000000.0,1166000000.0,,-35000000.0,,2707000000.0,,,-73000000.0,-1127000000.0,,,,,532000000.0,,,,,,,,,,266000000.0,,1118000000.0,,-221000000.0,,314000000.0,,,,,-901000000.0,-168000000.0,,,,,291000000.0,,,,790000000,-0.01,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,2417000000.0,,760000000.0,,,-35000000.0,12494000000.0,0.0,,669000000.0,62000000.0,4684000000.0,434000000.0,,1747000000.0,-31000000.0,14241000000.0,2234000000.0,12494000000.0,,,-11759000000.0,-924000000.0,0.0,149000000.0,84000000.0,2228000000,1038000000.0,,2234000000.0,20624000000.0,,,,621000000,32000000.0,14241000000.0,1438000000.0,,2747000000.0,1213000000.0,-125000000.0,-314000000.0,25308000000.0,657000000.0,1516000000.0,92000000.0,-169000000.0,,5300000000.0,240000000.0,,-467000000,-314000000.0,,,9286000000.0,84000000.0,174000000.0,248000000.0,4684000000.0,701000000.0,6345000000.0,2065000000.0,1411000000.0,1438000000.0,1330000000.0,299000000.0,,1747000000.0,-11759000000.0,9286000000.0,-256000000.0,2234000000.0,25308000000.0,1647000000.0,79000000.0,1231000000.0,110000000.0,299000000.0,-14000000.0,1213000000.0,-31000000.0,-894000000.0,,110000000.0,1245000000.0,,1890000000.0,817000000.0,92000000.0,6345000000.0,,13806000000.0,20624000000.0,2065000000.0,1.23,196000000.0,,-416000000.0,3074000000.0,,255000000.0,255000000.0,2234000000.0,-25000000.0,0.0,,1890000000.0,13806000000.0,4906000000.0,2234000000.0,51000000.0,2234000000.0,2025000000.0,923000000.0,,49784000000.0,1.23,-350000000.0,,32000000.0,,116000000.0,,-372000000.0,-15000000.0,1166000000.0,2065000000.0,,-35978000000.0,-70000000.0,-126000000.0,,174000000.0,2389000000.0,,590000000.0,,1231000000.0,,-337000000.0,,,-1396000000.0,298000000.0,1245000000.0,298000000.0,49784000000.0,760000000.0,,-228000000.0,8000000.0,51000000.0,,-35978000000.0,1264000000.0,1264000000.0,209000000.0,-169000000.0,,,,,70000000.0,70000000.0,,,134000000,,34000000.0,1166000000.0,-155000000.0,80000000.0,1330000000.0,-228000000.0,,-1886000000.0,,,,512000000.0,-7000000.0,-1533000000.0,0.0,8374000000.0,,,,,,,,,,,
2018-03-31,,1167000000.0,,,,,,,,,48000000.0,4796000000.0,325000000.0,,1698000000.0,-31000000.0,,,12432000000.0,,,-11572000000.0,,,113000000.0,,1790000000,,-1000000.0,,20600000000.0,,,,526000000,,14130000000.0,,,,,,158000000.0,25396000000.0,,,,,,,181000000.0,0.14,192000000,158000000.0,,,,352000000.0,1691000000.0,,,,,,1152000000.0,,1330000000.0,,,,,9479000000.0,-284000000.0,2384000000.0,,,,,173000000.0,,-76000000.0,1233000000.0,-106000000.0,7000000.0,,,1319000000.0,,1887000000.0,638000000.0,,6344000000.0,,,,,,112000000.0,,393000000.0,,-4000000.0,255000000.0,,,-23000000.0,0.0,,,13755000000.0,,2384000000.0,201000000.0,2384000000.0,2234000000.0,,,,,-326000000.0,,57000000.0,,117000000.0,1167000000.0,,66000000.0,,2956000000.0,,,-18000000.0,-72000000.0,,,,,507000000.0,,,,,,,,,,340000000.0,,1046000000.0,,-202000000.0,,201000000.0,,,,,150000000.0,-167000000.0,,,,,255000000.0,,,,835000000,0.14,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,1167000000.0,,,,,,,,,106000000.0,4575000000.0,328000000.0,,2160000000.0,-32000000.0,,,11856000000.0,,,-11701000000.0,,,196000000.0,,1712000000,,-38000000.0,,20547000000.0,,,,324000000,,14016000000.0,,,,,,-94000000.0,25122000000.0,,,,,,,-172000000.0,-0.08,-76000000,-94000000.0,,,,356000000.0,1695000000.0,,,,,,1176000000.0,,1330000000.0,,,,,9356000000.0,-347000000.0,2085000000.0,,,,,194000000.0,,,1214000000.0,,-141000000.0,,,1341000000.0,,1940000000.0,536000000.0,,5712000000.0,,,,,,212000000.0,,40000000.0,,-1000000.0,230000000.0,,,-8000000.0,0.0,,,13727000000.0,,2085000000.0,116000000.0,2085000000.0,2384000000.0,,,,,-313000000.0,,680000000.0,,115000000.0,1167000000.0,,,,2974000000.0,,,-52000000.0,-92000000.0,,,,,141000000.0,,,,,,,,,,270000000.0,,944000000.0,,-194000000.0,,116000000.0,,,,,-299000000.0,-164000000.0,,,,,266000000.0,,,,483000000,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,1167000000.0,,,,,,,,,71000000.0,4103000000.0,363000000.0,,1549000000.0,-31000000.0,,,11883000000.0,,,-12148000000.0,,,140000000.0,,1837000000,,0.0,,20015000000.0,,,,368000000,,13432000000.0,,,,,,-412000000.0,24118000000.0,,,,,,,319000000.0,-0.35,-386000000,-412000000.0,,,,319000000.0,1727000000.0,,,,,,1315000000.0,,1330000000.0,,,,,8907000000.0,-386000000.0,1697000000.0,,,,,189000000.0,,13000000.0,1233000000.0,154000000.0,-515000000.0,,,1427000000.0,,1898000000.0,522000000.0,,5696000000.0,,,,,,154000000.0,,-281000000.0,,0.0,229000000.0,,,-649000000.0,0.0,,,13226000000.0,,1697000000.0,105000000.0,1697000000.0,2085000000.0,,,,,-387000000.0,,49000000.0,,110000000.0,1167000000.0,,5000000.0,,2927000000.0,,,-24000000.0,-704000000.0,,,,,706000000.0,,,,,,,,,,127000000.0,,1125000000.0,,142000000.0,,105000000.0,,,,,-388000000.0,-170000000.0,,,,,248000000.0,,,,192000000,-0.35,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,1375000000.0,,744000000.0,,,19000000.0,11578000000.0,,,365000000.0,53000000.0,3978000000.0,441000000.0,,1668000000.0,-31000000.0,13246000000.0,1571000000.0,11578000000.0,,,-13453000000.0,-342000000.0,,96000000.0,51000000.0,1904000000,,-120000000.0,1571000000.0,18653000000.0,,,,157000000,32000000.0,13246000000.0,-1545000000.0,,-237000000.0,1443000000.0,-125000000.0,-1197000000.0,22631000000.0,648000000.0,-1435000000.0,83000000.0,-158000000.0,,5220000000.0,37000000.0,,-1165000000,-1197000000.0,,,7593000000.0,51000000.0,179000000.0,278000000.0,3978000000.0,481000000.0,5687000000.0,1985000000.0,1577000000.0,-1545000000.0,1176000000.0,357000000.0,,1668000000.0,-13453000000.0,7593000000.0,-477000000.0,1571000000.0,22631000000.0,1457000000.0,,1198000000.0,76000000.0,357000000.0,24000000.0,1443000000.0,-68000000.0,-444000000.0,,76000000.0,1236000000.0,,1852000000.0,327000000.0,83000000.0,5687000000.0,,12826000000.0,18653000000.0,1765000000.0,-1.32,170000000.0,,-389000000.0,2023000000.0,,227000000.0,227000000.0,1571000000.0,-7000000.0,0.0,,1852000000.0,12826000000.0,1662000000.0,1571000000.0,776000000.0,1571000000.0,1697000000.0,-1093000000.0,,50984000000.0,-1.32,-374000000.0,,32000000.0,,100000000.0,,-111000000.0,-59000000.0,1167000000.0,1985000000.0,,-38158000000.0,-19000000.0,-57000000.0,,179000000.0,2234000000.0,,411000000.0,,1198000000.0,,-1494000000.0,,,-1400000000.0,203000000.0,1236000000.0,203000000.0,50984000000.0,744000000.0,,-143000000.0,-9000000.0,776000000.0,,-38158000000.0,1237000000.0,1237000000.0,-126000000.0,-158000000.0,,,,,97000000.0,97000000.0,,,152000000,,14000000.0,1167000000.0,-663000000.0,33000000.0,1176000000.0,-113000000.0,,-925000000.0,,,,442000000.0,-159000000.0,-687000000.0,0.0,7243000000.0,,,,,,,,,,,
2019-03-31,,1745000000.0,,,,,,,,,54000000.0,4874000000.0,435000000.0,,1984000000.0,-333000000.0,,,12343000000.0,,,-13351000000.0,,,138000000.0,,2093000000,,-3000000.0,,27755000000.0,,,,450000000,,14327000000.0,,,,,,111000000.0,32629000000.0,,,,,,,146000000.0,0.06,140000000,111000000.0,,,,372000000.0,1728000000.0,,,,,,1490000000.0,,2810000000.0,,,,,15598000000.0,422000000.0,2153000000.0,,,45000000.0,,383000000.0,,-6000000.0,4444000000.0,-123000000.0,-18000000.0,,,2003000000.0,,1966000000.0,603000000.0,,5499000000.0,,,,,,153000000.0,,307000000.0,,,227000000.0,,,-28000000.0,0.0,,,16891000000.0,,2153000000.0,167000000.0,2153000000.0,1571000000.0,,,,,-374000000.0,,308000000.0,,108000000.0,1746000000.0,,11000000.0,,3132000000.0,,,1000000.0,-360000000.0,,,,,520000000.0,,,,,,,,,,191000000.0,,1213000000.0,,-266000000.0,,167000000.0,,,,,582000000.0,-164000000.0,,,,,272000000.0,,,,850000000,0.06,12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,1752000000.0,,,,,,,,,59000000.0,4843000000.0,466000000.0,,1782000000.0,-61000000.0,,,12353000000.0,,,-13227000000.0,,,125000000.0,,2063000000,,-4000000.0,,27759000000.0,,,,345000000,,14135000000.0,,,,,,194000000.0,32602000000.0,,,,,,,55000000.0,0.11,223000000,194000000.0,,,,333000000.0,1729000000.0,,,,,,1545000000.0,,2837000000.0,,,,,15746000000.0,-351000000.0,2153000000.0,,,17000000.0,,427000000.0,,18000000.0,4459000000.0,-37000000.0,40000000.0,,,1941000000.0,,1930000000.0,518000000.0,,5504000000.0,,,,,,173000000.0,,264000000.0,,,227000000.0,,,-6000000.0,0.0,,,16890000000.0,,2153000000.0,41000000.0,2153000000.0,2153000000.0,,,,,-379000000.0,,303000000.0,,106000000.0,1752000000.0,,-44000000.0,,3094000000.0,,,-15000000.0,-82000000.0,,,,,434000000.0,,,,,,,,,,133000000.0,,1064000000.0,,-36000000.0,,41000000.0,,,,,0.0,-154000000.0,,,,,282000000.0,,,,836000000,0.11,26000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,1756000000.0,,,,,,,,,68000000.0,5510000000.0,559000000.0,,1844000000.0,-67000000.0,,,13623000000.0,,,-11020000000.0,,,111000000.0,,2678000000,,,,38357000000.0,,,,630000000,,15467000000.0,,,,,,2277000000.0,43867000000.0,,,,,,,502000000.0,1.3,2435000000,2277000000.0,,,,529000000.0,1773000000.0,,,,,,1889000000.0,,4798000000.0,,,,,20149000000.0,-383000000.0,2405000000.0,,,103000000.0,,311000000.0,,9000000.0,4474000000.0,115000000.0,2720000000.0,,,2692000000.0,,2265000000.0,789000000.0,,5494000000.0,,,,,,159000000.0,,3226000000.0,,,227000000.0,,,-269000000.0,0.0,,,24758000000.0,,2405000000.0,791000000.0,2405000000.0,2153000000.0,,,,,-502000000.0,,66000000.0,,109000000.0,1756000000.0,,-6000000.0,,3766000000.0,,,-33000000.0,-369000000.0,,,,,1004000000.0,,,,,,,,,,133000000.0,,1337000000.0,,-29000000.0,,791000000.0,,,,,252000000.0,-102000000.0,,,,,308000000.0,,,,3894000000,1.3,25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
