date,trailingOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualDilutedEPS,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualNetPPE,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualEbitda,quarterlyNetPPE,annualOtherIncomeExpense,quarterlyTaxProvision,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCurrentDebt,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,annualGrossPPE,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualBasicAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlySaleOfInvestment,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingNetIncome,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualNetOtherFinancingCharges,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualGoodwill,annualInterestExpense,annualStockBasedCompensation,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyBasicEPS,annualCapitalStock,annualTotalRevenue,trailingChangeInWorkingCapital,annualAccountsPayable,quarterlyBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingChangeInAccountPayable,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualChangeInWorkingCapital,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,annualOtherCurrentAssets,annualOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,trailingTaxProvision,trailingEndCashPosition,trailingPretaxIncome,annualNetIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualPretaxIncome,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualOtherNonCashItems,annualBasicEPS,annualRepurchaseOfCapitalStock,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,annualRetainedEarnings,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyChangeInAccountPayable,annualSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualChangesInAccountReceivables,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
,,365000000.0,5.33,,3379000000.0,17043000000.0,3292000000.0,4729000000.0,17945000000.0,15818000000.0,4729000000.0,,-2419000000.0,8969000000.0,2000000.0,,35000000.0,1181000000.0,3752000000.0,17043000000.0,39000000.0,396000000.0,4884000000.0,,1100000000.0,,-849000000.0,26167000000.0,-25000000.0,-331000000.0,440868000.0,39000000.0,,438585000.0,,-9124000000.0,,902000000.0,4801000000.0,1195000000.0,-12000000.0,,,,,-169000000.0,,-2649000000.0,-136000000.0,26167000000.0,-1505000000.0,-9124000000.0,269000000.0,-2345000000.0,441000000.0,111000000.0,7612000000.0,,,,,-1562000000.0,,,-1099000000.0,2003000000.0,,,,97000000.0,441263000.0,,1350000000.0,-1422000000.0,1220000000.0,-165000000.0,,,2003000000.0,,133000000.0,459000000.0,-1394000000.0,-1432000000.0,1.78,2000000.0,118719000000.0,,7612000000.0,437809000.0,5256000000.0,-1532000000.0,-394000000.0,,,-8000000.0,15218000000.0,3696000000.0,1350000000.0,15575000000.0,,408000000.0,1243000000.0,20831000000.0,5256000000.0,3379000000.0,-1010000000.0,,,7686000000.0,268000000.0,3672000000.0,36560000000.0,-645000000.0,27000000.0,2376000000.0,3379000000.0,1191000000.0,,,,2350000000.0,20831000000.0,33163000000.0,3619000000.0,1100000000.0,779000000.0,643000000.0,12146000000.0,17945000000.0,-746000000.0,365000000.0,,-1099000000.0,-1018000000.0,102901000000.0,1.77,1195000000.0,12068000000.0,779000000.0,785000000.0,,268000000.0,33163000000.0,15218000000.0,902000000.0,12079000000.0,4061000000.0,17000000.0,5.36,-486000000.0,1255000000.0,3498000000.0,,31649000000.0,15575000000.0,,28000000.0,12079000000.0,3498000000.0,1252000000.0,7686000000.0,2350000000.0,,-1484000000.0,1709000000.0,,-1025000000.0,,3379000000.0,8969000000.0,,4061000000.0,3720000000.0,-33000000.0,4911000000.0,14000000.0,,1252000000.0,,,,,,,,,,,,,,,,,,
,,1414000000.0,,,4805000000.0,,,6116000000.0,,,,,,,2000000.0,,-178000000.0,846000000.0,,17156000000.0,,291000000.0,3379000000.0,,1159000000.0,,-667000000.0,,,-660000000.0,440525000.0,29000000.0,,,,-9282000000.0,,806000000.0,,,-162000000.0,,,,,2793000000.0,,,-122000000.0,26438000000.0,1426000000.0,,,,416000000.0,49000000.0,11003000000.0,,,,,1771000000.0,,,-1439000000.0,2189000000.0,,,,211000000.0,,,1311000000.0,,875000000.0,,,,,,,,,,1.24,,,,,438007000.0,,,-198000000.0,,,-51000000.0,18570000000.0,2940000000.0,,19161000000.0,,297000000.0,,,5140000000.0,,,,,7882000000.0,,,28099000000.0,-402000000.0,,,,849000000.0,,,,,24301000000.0,36532000000.0,,,545000000.0,,,17962000000.0,,,,,2126000000.0,,1.24,1207000000.0,,545000000.0,555000000.0,,235000000.0,,,,,,,,,,3396000000.0,,24288000000.0,,,-2000000.0,11973000000.0,,1498000000.0,,,,3707000000.0,,,-655000000.0,,4805000000.0,10721000000.0,,3933000000.0,2962000000.0,-1983000000.0,3811000000.0,18000000.0,,,,,,,,,,,,,,,,,,,,
,,1458000000.0,,,4744000000.0,,,5965000000.0,,,,,,,2000000.0,,-94000000.0,809000000.0,,17342000000.0,,288000000.0,4805000000.0,,2257000000.0,,-516000000.0,,,-165000000.0,440657000.0,31000000.0,,,,-9549000000.0,,828000000.0,,,-3000000.0,,,,,493000000.0,,,-68000000.0,26891000000.0,-61000000.0,,,,318000000.0,-4000000.0,8764000000.0,,,,,-488000000.0,,,-1333000000.0,2691000000.0,,,,111000000.0,,,1221000000.0,,840000000.0,,,,,,,,,,1.17,,,,,439127000.0,,,0.0,,,39000000.0,17460000000.0,2980000000.0,,18860000000.0,,312000000.0,,,4058000000.0,,,,,8140000000.0,,,29766000000.0,-223000000.0,,,,844000000.0,,,,,22918000000.0,35630000000.0,,,515000000.0,,,18170000000.0,,,,,-23000000.0,,1.17,1243000000.0,,515000000.0,521000000.0,,368000000.0,,,,,,,,,,3690000000.0,,25927000000.0,,,24000000.0,12440000000.0,,1597000000.0,,,,-2128000000.0,,,-397000000.0,,4744000000.0,9530000000.0,,2815000000.0,2995000000.0,1248000000.0,3839000000.0,-15000000.0,,,,,,,,,,,,,,,,,,,,
,,1479000000.0,,,4538000000.0,,,5725000000.0,,,,,,,2000000.0,,-1071000000.0,965000000.0,,17535000000.0,,259000000.0,4744000000.0,,1158000000.0,,-540000000.0,,,-1316000000.0,441056000.0,21000000.0,,,,-9789000000.0,,840000000.0,,,-1000000.0,,,,,1606000000.0,,,-46000000.0,27324000000.0,-206000000.0,,,,312000000.0,2000000.0,9425000000.0,,,,,513000000.0,,,-1321000000.0,5895000000.0,,,,82000000.0,,,1187000000.0,,986000000.0,,,,,,,,,,1.59,,,,,438817000.0,,,-198000000.0,,,-17000000.0,17256000000.0,2907000000.0,,21394000000.0,,320000000.0,,,4052000000.0,,,,,5508000000.0,,,28860000000.0,-276000000.0,,,,968000000.0,,,,,25446000000.0,35631000000.0,,,700000000.0,,,18375000000.0,,,,,1066000000.0,,1.59,1231000000.0,,700000000.0,706000000.0,,333000000.0,,,,,,,,,,3437000000.0,,24970000000.0,,,6000000.0,9898000000.0,,1462000000.0,,,,655000000.0,,,-498000000.0,,4538000000.0,9736000000.0,,2821000000.0,2922000000.0,-217000000.0,3890000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,
,,1498000000.0,6.08,,4546000000.0,18161000000.0,6726000000.0,5779000000.0,19030000000.0,17143000000.0,5779000000.0,,-3218000000.0,9834000000.0,4000000.0,,-1093000000.0,1419000000.0,4173000000.0,18161000000.0,12000000.0,487000000.0,4538000000.0,,86000000.0,,-779000000.0,28341000000.0,-894000000.0,-1077000000.0,441036000.0,53000000.0,,438437000.0,,-10180000000.0,,869000000.0,3379000000.0,1200000000.0,-25000000.0,,,,,1834000000.0,,-2502000000.0,-233000000.0,28341000000.0,8000000.0,-10180000000.0,-29000000.0,-2366000000.0,339000000.0,-76000000.0,9608000000.0,,,,,375000000.0,,,-1014000000.0,2639000000.0,,,,110000000.0,440937000.0,,1233000000.0,1167000000.0,1472000000.0,-191000000.0,,,2639000000.0,,134000000.0,514000000.0,-2436000000.0,-1279000000.0,2.1,4000000.0,129025000000.0,,9608000000.0,437987000.0,7773000000.0,2258000000.0,-3508000000.0,,,53000000.0,17317000000.0,4123000000.0,1233000000.0,17495000000.0,,441000000.0,1325000000.0,25268000000.0,7773000000.0,4546000000.0,2171000000.0,,,5988000000.0,272000000.0,4111000000.0,42300000000.0,-378000000.0,30000000.0,2714000000.0,4546000000.0,1450000000.0,,,,2679000000.0,25268000000.0,36347000000.0,4039000000.0,86000000.0,919000000.0,4224000000.0,13032000000.0,19030000000.0,-3904000000.0,1498000000.0,,-1014000000.0,1055000000.0,111882000000.0,2.08,1200000000.0,12950000000.0,919000000.0,932000000.0,,272000000.0,36347000000.0,17317000000.0,869000000.0,10778000000.0,6573000000.0,24000000.0,6.11,-469000000.0,1370000000.0,3664000000.0,,36697000000.0,17495000000.0,,2000000.0,10778000000.0,3664000000.0,1432000000.0,5988000000.0,2679000000.0,,24000000.0,1385000000.0,,-816000000.0,,4546000000.0,9834000000.0,,6573000000.0,4153000000.0,58000000.0,5603000000.0,3000000.0,,1432000000.0,,,,,,,,,,,,,,,,,,
,,1590000000.0,,,5689000000.0,,,6885000000.0,,,,,,,4000000.0,,-58000000.0,936000000.0,,18682000000.0,,285000000.0,4546000000.0,,,,-820000000.0,,,-58000000.0,440851000.0,37000000.0,,,,-10427000000.0,,799000000.0,,,-253000000.0,,,,,2006000000.0,,,-124000000.0,29109000000.0,1143000000.0,,,,311000000.0,-2000000.0,11992000000.0,,,,,793000000.0,,,-1037000000.0,3014000000.0,,,,234000000.0,,,1196000000.0,,973000000.0,,,,,,,,,,1.46,,,,,437965000.0,,,0.0,,,-5000000.0,19897000000.0,3224000000.0,,20360000000.0,,335000000.0,,,7662000000.0,,,,,6300000000.0,,,31809000000.0,-272000000.0,,,,951000000.0,,,,,28022000000.0,39378000000.0,,,640000000.0,,,19481000000.0,,,,,1186000000.0,,1.45,1184000000.0,,640000000.0,651000000.0,,240000000.0,,,,,,,,,,3764000000.0,,27617000000.0,,,-4000000.0,11078000000.0,,1559000000.0,,,,2058000000.0,,,-785000000.0,,5689000000.0,11213000000.0,,6478000000.0,3241000000.0,-1415000000.0,4192000000.0,9000000.0,,,,,,,,,,,,,,,,,,,,
,,1656000000.0,,,4781000000.0,,,5830000000.0,,,,,,,4000000.0,,-33000000.0,986000000.0,,19049000000.0,,273000000.0,5689000000.0,,,,-508000000.0,,,-690000000.0,441568000.0,37000000.0,,,,-10754000000.0,,755000000.0,,,0.0,,,,,109000000.0,,,-60000000.0,29803000000.0,-908000000.0,,,,277000000.0,-62000000.0,10061000000.0,,,,,-1013000000.0,,,-897000000.0,3176000000.0,,,,112000000.0,,,1049000000.0,,1023000000.0,,,,,,,,,,1.6,,,,,439022000.0,,,-220000000.0,,,15000000.0,18899000000.0,3234000000.0,,18913000000.0,,344000000.0,,,7737000000.0,,,,,6727000000.0,,,32995000000.0,-135000000.0,,,,1016000000.0,,,,,26650000000.0,38703000000.0,,,701000000.0,,,19804000000.0,,,,,-399000000.0,,1.59,1232000000.0,,701000000.0,713000000.0,,397000000.0,,,,,,,,,,4020000000.0,,28733000000.0,,,-7000000.0,11754000000.0,,2001000000.0,,,,-1572000000.0,,,-373000000.0,,4781000000.0,10671000000.0,,6505000000.0,3246000000.0,613000000.0,4262000000.0,-9000000.0,,,,,,,,,,,,,,,,,,,,
,,,,,5877000000.0,,,7044000000.0,,,,,,,4000000.0,,10000000.0,1071000000.0,,19178000000.0,,309000000.0,4781000000.0,,,,-585000000.0,,,-266000000.0,441715000.0,37000000.0,,,,-10932000000.0,,734000000.0,,,-3000000.0,,,,,2105000000.0,,,-54000000.0,30110000000.0,1096000000.0,,,,155000000.0,43000000.0,10705000000.0,,,,,901000000.0,,,-1038000000.0,3289000000.0,,,,85000000.0,,,1167000000.0,,1108000000.0,,,,,,,,,,1.71,,,,,438740000.0,,,-219000000.0,,,-13000000.0,19693000000.0,3155000000.0,,19411000000.0,,327000000.0,,,7747000000.0,,,,,7176000000.0,,,32361000000.0,-272000000.0,,,,1067000000.0,,,,,27158000000.0,39605000000.0,,,750000000.0,,,19912000000.0,,,,,1520000000.0,,1.7,1255000000.0,,750000000.0,762000000.0,,430000000.0,,,,,,,,,,3738000000.0,,28131000000.0,,,8000000.0,12143000000.0,,1593000000.0,,,,674000000.0,,,-694000000.0,,5877000000.0,10626000000.0,,6492000000.0,3163000000.0,-26000000.0,4230000000.0,25000000.0,,,,,,,,,,,,,,,,,,,,
,,,7.09,,6055000000.0,19681000000.0,5774000000.0,7259000000.0,20541000000.0,18424000000.0,7259000000.0,,-1281000000.0,11040000000.0,4000000.0,,-5000000.0,1449000000.0,4601000000.0,19681000000.0,46000000.0,396000000.0,5877000000.0,,,,-1056000000.0,30714000000.0,-1313000000.0,-267000000.0,442427000.0,48000000.0,,438515000.0,,-11033000000.0,,860000000.0,4546000000.0,1314000000.0,-2000000.0,,,,,1554000000.0,,-2969000000.0,-90000000.0,30714000000.0,178000000.0,-11033000000.0,-49000000.0,-2947000000.0,335000000.0,-28000000.0,11237000000.0,,,,,-12000000.0,,,-1199000000.0,3014000000.0,,,,113000000.0,441834000.0,,1204000000.0,1509000000.0,1497000000.0,-258000000.0,,,3014000000.0,,159000000.0,544000000.0,-86000000.0,-1060000000.0,2.38,4000000.0,141576000000.0,,11237000000.0,438379000.0,7801000000.0,1561000000.0,-250000000.0,,,-3000000.0,20289000000.0,4263000000.0,1204000000.0,19926000000.0,,431000000.0,1263000000.0,27727000000.0,7801000000.0,6055000000.0,669000000.0,,,7887000000.0,321000000.0,4480000000.0,44411000000.0,-381000000.0,4000000.0,3179000000.0,6055000000.0,1446000000.0,,,,3134000000.0,27727000000.0,40830000000.0,4442000000.0,,1043000000.0,2805000000.0,13944000000.0,20541000000.0,-689000000.0,,,-1199000000.0,498000000.0,123152000000.0,2.36,1314000000.0,13876000000.0,1043000000.0,1053000000.0,,321000000.0,40830000000.0,20289000000.0,860000000.0,12799000000.0,6487000000.0,-6000000.0,7.15,-328000000.0,1437000000.0,4051000000.0,,38671000000.0,19926000000.0,,7000000.0,12799000000.0,4051000000.0,1669000000.0,7887000000.0,3134000000.0,,401000000.0,1078000000.0,,-1095000000.0,,6055000000.0,11040000000.0,,6487000000.0,4294000000.0,-485000000.0,5740000000.0,21000000.0,,1669000000.0,,,,,,,,,,,,,,,,,,
,,,,,6778000000.0,,,7953000000.0,,,,,,,4000000.0,,-89000000.0,935000000.0,,19879000000.0,,158000000.0,6055000000.0,,,,-730000000.0,,,-700000000.0,442749000.0,36000000.0,,,,-11265000000.0,,981000000.0,,,-271000000.0,,,,,2177000000.0,,,-32000000.0,31144000000.0,723000000.0,,,,340000000.0,-31000000.0,13133000000.0,,,,,834000000.0,,,-1331000000.0,3586000000.0,,,,270000000.0,,,1175000000.0,,971000000.0,,,,,,,,,,1.75,,,,,439157000.0,,,-501000000.0,,,-4000000.0,22954000000.0,3475000000.0,,22473000000.0,,331000000.0,,,7862000000.0,,,,,8387000000.0,,,35069000000.0,-316000000.0,,,,949000000.0,,,,,30335000000.0,43814000000.0,,,767000000.0,,,20860000000.0,,,,,1447000000.0,,1.73,1382000000.0,,767000000.0,777000000.0,,1001000000.0,,,,,,,,,,4059000000.0,,30623000000.0,,,-31000000.0,13167000000.0,,1795000000.0,,,,1822000000.0,,,-737000000.0,,6778000000.0,12205000000.0,,6480000000.0,3497000000.0,-1324000000.0,4446000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,
,,,,,6080000000.0,,,7122000000.0,,,,,,,4000000.0,,0.0,1215000000.0,,20145000000.0,,314000000.0,6778000000.0,,1698000000.0,,-587000000.0,,,-49000000.0,442337000.0,34000000.0,,,,-11557000000.0,,1006000000.0,,,-1000000.0,,,,,-219000000.0,,,-117000000.0,31702000000.0,-698000000.0,,,,281000000.0,4000000.0,10711000000.0,,,,,-1605000000.0,,,-1280000000.0,4003000000.0,,,,119000000.0,,,1042000000.0,,1249000000.0,,,,,,,,,,2.02,,,,,440284000.0,,,0.0,,,10000000.0,21648000000.0,3464000000.0,,22450000000.0,,352000000.0,,,6166000000.0,,,,,8916000000.0,,,35396000000.0,-141000000.0,,,,1203000000.0,,,,,28616000000.0,42799000000.0,,,889000000.0,,,21151000000.0,,,,,-806000000.0,,2.01,1372000000.0,,889000000.0,901000000.0,,1175000000.0,,,,,,,,,,4303000000.0,,30720000000.0,,,13000000.0,13858000000.0,,1995000000.0,,,,-2506000000.0,,,-434000000.0,,6080000000.0,11356000000.0,,4794000000.0,3473000000.0,875000000.0,4676000000.0,13000000.0,,,,,,,,,,,,,,,,,,,,
,,,,,7013000000.0,,,8167000000.0,,,,,,,4000000.0,,,,,20475000000.0,,,,,1699000000.0,,,,,,,,,,,-11749000000.0,,992000000.0,,,,,,,,,,,,32224000000.0,,,,,,,11331000000.0,,,,,,,,-1321000000.0,3993000000.0,,,,,,,1154000000.0,,,,,,,,,,,,0.0,,,,,,,,,,,,22285000000.0,,,22832000000.0,,,,,6100000000.0,,,,,9496000000.0,,,,,,,,,,,,,28932000000.0,43752000000.0,,,,,,21467000000.0,,,,,,,0.0,1301000000.0,,,,,1110000000.0,,,,,,,,,,4048000000.0,,,,,,14486000000.0,,1704000000.0,,,,,,,,,,11304000000.0,,4799000000.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7013000000.0,,,8167000000.0,,,,,,,4000000.0,,0.0,1123000000.0,,20475000000.0,,207000000.0,6080000000.0,,1699000000.0,,-672000000.0,,,-397000000.0,442642000.0,35000000.0,,,,-11749000000.0,,992000000.0,,,-4000000.0,,,,,2105000000.0,,,-46000000.0,32224000000.0,933000000.0,,,,179000000.0,-6000000.0,11331000000.0,,,,,762000000.0,,,-1321000000.0,3993000000.0,,,,93000000.0,,,1154000000.0,,1158000000.0,,,,,,,,,,2.06,,,,,439859000.0,,,-251000000.0,,,4000000.0,22285000000.0,3371000000.0,,22832000000.0,,336000000.0,,,6100000000.0,,,,,9496000000.0,,,34740000000.0,-296000000.0,,,,1122000000.0,,,,,28932000000.0,43752000000.0,,,906000000.0,,,21467000000.0,,,,,1433000000.0,,2.05,1301000000.0,,906000000.0,916000000.0,,1110000000.0,,,,,,,,,,4048000000.0,,30233000000.0,,,15000000.0,14486000000.0,,1704000000.0,,,,684000000.0,,,-774000000.0,,7013000000.0,11304000000.0,,4799000000.0,3385000000.0,40000000.0,4507000000.0,9000000.0,,,,,,,,,,,,,,,,,,,,
,,,8.26,,8384000000.0,20890000000.0,6356000000.0,9444000000.0,21915000000.0,19817000000.0,9444000000.0,,-1147000000.0,11395000000.0,4000000.0,,0.0,1492000000.0,4915000000.0,20890000000.0,52000000.0,382000000.0,7013000000.0,,1699000000.0,,-1009000000.0,32626000000.0,-536000000.0,-1000000.0,443400000.0,45000000.0,,439755000.0,,-11736000000.0,,1025000000.0,6055000000.0,1455000000.0,-5000000.0,,,,,2293000000.0,,-2998000000.0,-52000000.0,32626000000.0,1371000000.0,-11736000000.0,147000000.0,-2865000000.0,431000000.0,180000000.0,11679000000.0,,,,,418000000.0,,,-1436000000.0,3792000000.0,,,,113000000.0,442923000.0,,1060000000.0,2329000000.0,1537000000.0,-281000000.0,,,3792000000.0,,150000000.0,595000000.0,-89000000.0,-1094000000.0,2.49,4000000.0,152703000000.0,,11679000000.0,439727000.0,6579000000.0,322000000.0,-286000000.0,,,-1000000.0,23485000000.0,4684000000.0,1060000000.0,23237000000.0,,473000000.0,1061000000.0,29816000000.0,6579000000.0,8384000000.0,409000000.0,,,10258000000.0,1111000000.0,4737000000.0,47498000000.0,-341000000.0,-4000000.0,3704000000.0,8384000000.0,1463000000.0,,,,3659000000.0,29816000000.0,45400000000.0,4765000000.0,1699000000.0,1097000000.0,3358000000.0,15080000000.0,21915000000.0,-1038000000.0,,,-1436000000.0,1284000000.0,132886000000.0,2.47,1455000000.0,14994000000.0,1097000000.0,1110000000.0,,1111000000.0,45400000000.0,23485000000.0,1025000000.0,15243000000.0,5124000000.0,9000000.0,8.32,-247000000.0,1492000000.0,4356000000.0,,41310000000.0,23237000000.0,,-1000000.0,15243000000.0,4356000000.0,1535000000.0,10258000000.0,3659000000.0,,322000000.0,1231000000.0,,-920000000.0,,8384000000.0,11395000000.0,,5124000000.0,4725000000.0,-127000000.0,6188000000.0,29000000.0,,1535000000.0,,,,,,,,,,,,,,,,,,
,,,,,9027000000.0,,,10020000000.0,,,,,,,4000000.0,,0.0,1058000000.0,,23745000000.0,,202000000.0,8384000000.0,,1700000000.0,,-715000000.0,,,-836000000.0,443680000.0,38000000.0,,,,-12054000000.0,,954000000.0,,,-355000000.0,,,,,2102000000.0,,,-30000000.0,35799000000.0,643000000.0,,,,397000000.0,5000000.0,14440000000.0,,,,,516000000.0,,,-1321000000.0,3956000000.0,,,,301000000.0,,,993000000.0,,1096000000.0,,,,,,,,,,1.91,,,,,441818000.0,,,-573000000.0,,,55000000.0,26643000000.0,3732000000.0,,26265000000.0,,369000000.0,,,8853000000.0,,,,,10787000000.0,,,37040000000.0,-321000000.0,,,,1061000000.0,,,,,35118000000.0,51342000000.0,,,844000000.0,,,24699000000.0,,,,,1387000000.0,,1.9,1393000000.0,,844000000.0,856000000.0,,1094000000.0,,,,,,,,,,4352000000.0,,32233000000.0,,,9000000.0,15861000000.0,,1711000000.0,,,,2664000000.0,,,-630000000.0,,9027000000.0,13818000000.0,,5107000000.0,3746000000.0,-2384000000.0,4807000000.0,3000000.0,,,,,,,,,,,,,,,,,,,,
