,annualOperatingCashFlow,trailingGrossProfit,annualCapitalStock,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualGrossProfit,annualOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualChangeInInventory,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,annualGrossPPE,quarterlyCapitalExpenditure,annualBeginningCashPosition,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingOperatingExpense,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualPurchaseOfInvestment,annualOperatingExpense,annualCapitalExpenditure,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyEbitda,quarterlyOtherShortTermInvestments,annualInventory,annualNetOtherFinancingCharges,quarterlyDilutedAverageShares,annualInterestExpense,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualResearchAndDevelopment,annualCostOfRevenue,quarterlyCashDividendsPaid,annualOtherCurrentAssets,annualTotalRevenue,trailingResearchAndDevelopment,trailingFreeCashFlow,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTaxProvision,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingTotalRevenue,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualFreeCashFlow,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,annualOtherNonCurrentAssets,quarterlyNetIncome,annualSellingGeneralAndAdministration,trailingPretaxIncome,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,quarterlyNetOtherInvestingChanges,annualLongTermDebt,annualStockholdersEquity,annualBasicAverageShares,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyStockholdersEquity,annualEbitda,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,annualSaleOfInvestment,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyInventory,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyOperatingExpense,quarterlyInvestingCashFlow,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualGoodwill,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,annualDeferredIncomeTax,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInWorkingCapital,quarterlyAccumulatedDepreciation,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,trailingBasicAverageShares,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock
1056931200,,,,,,,,314733467.0,,296209642.0,,2664038200.0,282587645.0,13412527.0,,,,126491669.0,6656956402.0,-570191096.0,,,,,38702355.0,,767028375.0,0.0,,-147725332.0,,,,-339510.0,104132423.0,227544675.0,,,,,6656956402.0,,49980346.0,13621997.0,341680000.0,,,,,,354699673.0,,,,,,,169530826.0,,,-27364185.0,,,,,,,,271746364.0,18523825.0,,,,,,,,,,-47403585.0,,,,,,62789074.0,38702355.0,,,,,,2648451143.0,1813618054.0,538391792.0,2674875630.0,,,,79819343.0,1392385627.0,,,,4488493684.0,,,,106552340.0,,,113064608.0,,6766698825.0,,9415149968.0,113079142.0,,60667928.0,,,113064608.0,,,0.0,,,-17851469.0,,,,,1142418800.0,,226579449.0,,,4865988356.0,,,,,36563846.0,249966827.0,2548769630.0,1749021845.0,296209642.0,,,80436001.0,-165259990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,,,181994170.0,,162686262.0,,2664038200.0,296209642.0,50988.0,,,,171433779.0,6829015466.0,-862189914.0,0.0572,,,,39921322.0,,687008370.0,0.0,,-181862060.0,,,,30000000.0,109769260.0,490090003.0,,,,,6829015466.0,,859066.0,-133523380.0,260000000.0,,,,,,472166075.0,,,,,,,215680308.0,,,186716390.0,,,,,,,,300565977.0,19307908.0,,,,,,,,,,-127351025.0,,,,,0.0572,79599320.0,40301094.0,,,,,,2580879524.0,1799698776.0,709899198.0,2559916915.0,,,-775653.0,308227943.0,1445459306.0,,,,4359615691.0,,,,89210876.0,,,171352594.0,,6959344785.0,,9540224309.0,171382791.0,,143267668.0,,,171352594.0,,,0.0,,,-23203356.0,,,,,1140940624.0,,119538174.0,,,5037340950.0,,,,,-89311944.0,304518682.0,2428110000.0,1863736400.0,162686262.0,,,88838374.0,-205841069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,345244715.0,,2664038200.0,,,1072897372.0,102133787.0,313369589.0,6854969708.0,306137680.0,6977306607.0,2664038200.0,162686262.0,-362662.0,,313369589.0,,133163657.0,6854969708.0,-116826376.0,,,0.168656,-776222542.0,41736237.0,162305114.0,1007051310.0,0.0,6854969708.0,-142553143.0,257499326.0,,148423494.0,-935000.0,102133787.0,-160869479.0,,,,-625892644.0,6854969708.0,,6891549.0,143451418.0,334870000.0,0.168656,-65948388.0,337448952.0,-596980891.0,,466903400.0,,,,,,,198420191.0,,,-482015060.0,,,0.0,334870000.0,48638354.0,-2081748226.0,-764157118.0,302412671.0,7231909.0,2307655455.0,28130000.0,,162305114.0,466903400.0,2561281000.0,735448420.0,,4308647662.0,-49740476.0,0.0,5381545034.0,,,,103979476.0,41732693.0,29100853.0,306137680.0,4769205442.0,,,3191948093.0,2207924442.0,663171886.0,2561281000.0,-24062423.0,,2659080.0,-303422622.0,1525938925.0,,508547355.0,306137680.0,4769205442.0,505243124.0,537648208.0,,127512777.0,-251736176.0,,130284814.0,-271816131.0,6977306607.0,1007051310.0,10169254700.0,133526319.0,253546813.0,148423494.0,,0.0,130284814.0,301658415.0,,0.0,10169254700.0,3191948093.0,-1.0,2520110000.0,5251625764.0,,505243124.0,1214663568.0,,253546813.0,418853445.0,663171886.0,5251625764.0,1118806767.0,2207924442.0,,57757953.0,-451043529.0,311275357.0,2520110000.0,2307655455.0,306137680.0,7231909.0,30000000.0,112855166.0,-129978221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,,,264135763.0,,256903854.0,,2664038200.0,306137680.0,29412422.0,,,,368501535.0,6825924034.0,-514669550.0,0.110488,,,,52266878.0,,1188087980.0,-1.0,,-90971539.0,,,,0.0,101072864.0,-38387407.0,,,,,6825924034.0,,125918.0,-49233826.0,303000000.0,,,,,,283168164.0,,,,,,,434959035.0,,,-549624712.0,,,,,,,,540261628.0,7231909.0,,,,,,,,,,-50797468.0,,,,,0.110488,95171941.0,53274501.0,,,,,,3566285445.0,2224307270.0,994162185.0,2549180254.0,,,-240000.0,-129358946.0,1949883905.0,,,,4773487524.0,,,,119493215.0,,,330990299.0,,6946340450.0,,10512625895.0,339089113.0,,156522308.0,,,330990299.0,,,0.0,,,125918.0,,,,,1419492522.0,,317242895.0,,,5582616063.0,,,,,189475895.0,530391383.0,2500110000.0,2118179560.0,256903854.0,,,95432348.0,-91085621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,,,420607763.0,,412432367.0,,2664038200.0,256903854.0,23897624.0,,,,320019051.0,6929525070.0,-666974815.0,,,,,45421833.0,,1143580943.0,0.0,,-125643983.0,,,,-875000.0,130825532.0,727944460.0,,,,,6929525070.0,,,155528513.0,302870000.0,,,,,,306171630.0,,,,,,,390531460.0,,,240334611.0,,,,,,,,489475022.0,8175396.0,,,,,,,,,,-369450021.0,,,,,,77003195.0,45421833.0,,,,,,3516959401.0,2249624657.0,969904953.0,2586346000.0,,,-5992059.0,602300477.0,3091930494.0,,,,4835970657.0,,,,124034138.0,,,295427352.0,,7070350602.0,,10587310003.0,296121427.0,,192980515.0,,,295427352.0,,,0.0,,,-20925499.0,,,,,2606178086.0,,287472184.0,,,5558358831.0,,,,,-166212545.0,485752408.0,2546110000.0,2289901130.0,412432367.0,,,95220948.0,-152561541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,,,355798029.0,,346296272.0,,2664038200.0,412432367.0,45209525.0,,,,322386673.0,6918285260.0,-461074671.0,0.091715,,,,48592182.0,,1013651172.0,0.0,,-118999115.0,,,,0.0,134407000.0,230107177.0,,,,,6918285260.0,,,-66136095.0,459100000.0,,,,,,267722823.0,,,,,,,447278576.0,,,-222806829.0,,,0.0,,,,,486523892.0,9501757.0,,,,,,,,,,-46297513.0,,,,,0.091715,85540484.0,49533575.0,,,,,,3915257542.0,2556260446.0,1244656161.0,2390679633.0,,,-25069501.0,111108062.0,2692468304.0,,,,4946940079.0,,,,115545037.0,,,274751208.0,,7062692260.0,,10977949802.0,277177148.0,,195880332.0,,,274751208.0,,,0.0,,,25330280.0,,,,,2150207841.0,,253971966.0,,,5835129391.0,,,,,-328085007.0,542260463.0,2337710000.0,2612477111.0,346296272.0,,,94981887.0,-118738336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,920948643.0,,2664038200.0,,,2052487518.0,128041361.0,293718379.0,6945342143.0,287436358.0,7083383504.0,2664038200.0,346296272.0,18442102.0,,293718379.0,,261411375.0,6945342143.0,-965850305.0,,,0.381714,-611738904.0,52295307.0,200525216.0,1345090866.0,0.0,6945342143.0,-201107384.0,306137680.0,,199601038.0,-935000.0,128041361.0,1284413.0,,,,-560432816.0,6945342143.0,,,-58859914.0,618270000.0,0.381714,-10089614.0,443884680.0,-536722021.0,,264335988.0,,,,,,,335833767.0,,,-486924839.0,,,0.0,618270000.0,-18701322.0,-2608569341.0,-1019021769.0,422803747.0,6282021.0,2925770949.0,-1810000.0,,199517593.0,264335988.0,2131011000.0,1608602838.0,,8656393170.0,-55617756.0,0.0,10708880688.0,,,,148402442.0,52295307.0,116961673.0,287436358.0,5104737482.0,,,4297797611.0,2973726482.0,1024850054.0,2131011000.0,-25330280.0,,21211946.0,-199822971.0,2974597985.0,,1155356961.0,287436358.0,5104737482.0,1143501415.0,1272318634.0,,109097065.0,384226622.0,,242332556.0,-522162758.0,7083383504.0,1345090866.0,11381181115.0,242969273.0,212781875.0,199601038.0,,0.0,242332556.0,406118062.0,,0.0,11381181115.0,4297797611.0,-29860979.0,2091710000.0,6076842595.0,,1143501415.0,2480514721.0,,212781875.0,468169455.0,1024850054.0,6076842595.0,1940005682.0,2973726482.0,,10383921.0,-306917247.0,494083264.0,2091710000.0,2925770949.0,287436358.0,6282021.0,60000.0,158249497.0,-198047318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,,,944571193.0,,938289172.0,,2664038200.0,287436358.0,81699550.0,,,,555753109.0,6963754602.0,-493722988.0,0.15543,,,,50548596.0,,1140590866.0,0.0,,-136223512.0,,,,63813000.0,127432956.0,992716071.0,,,,,6963754602.0,,,650852814.0,762047012.0,,,,,,261787123.0,,,,,,,609080558.0,,,349906289.0,,,63813000.0,,,,,724278858.0,6282021.0,,,,,,,,,,-50729757.0,,,,,0.15543,119926729.0,50548596.0,,,,,,4620025530.0,2932210206.0,1170787483.0,1974801648.0,,,,856492559.0,3239533990.0,,,,4907011854.0,,,,117977153.0,,,465622013.0,,7101187558.0,,11721213088.0,474053559.0,,271736626.0,,,465622013.0,,,0.0,,,0.0,,,,,2501162881.0,,379884342.0,,,6542464608.0,,,,,538307337.0,738371109.0,1933710000.0,2387463612.0,938289172.0,,,129290551.0,-136223512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,,,1003205671.0,,996693972.0,,2664038200.0,938289172.0,89741984.0,,,,605893542.0,7009004469.0,-733720298.0,,,,,49625570.0,,965778543.0,0.0,,-168492395.0,,,,53515000.0,125244982.0,767425225.0,,,,,7009004469.0,,,58404800.0,819270000.0,,,,,,317531129.0,,,,,,,659250854.0,,,99163494.0,,,54450000.0,,,,,777583675.0,6511699.0,,,,,,,,,,-369706843.0,,,,,,99888469.0,49625570.0,,,,,,4766595501.0,2984022798.0,1687732259.0,1872076000.0,,,,598932830.0,3435368873.0,,,,4856098798.0,,,,122064563.0,,,516944776.0,,7144249451.0,,11910844952.0,516151558.0,,314821354.0,,,516944776.0,,,0.0,,,-534538.0,,,,,2665887281.0,,279507694.0,,,6739924800.0,,,,,-560751734.0,769481592.0,1833710000.0,2948215346.0,996693972.0,,,110230738.0,-164558235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,,,1852209725.0,,1845133144.0,,2895038200.0,996693972.0,68700259.0,,,,442438747.0,7190626560.0,-677387068.0,0.112002,,,,45166894.0,,708824463.0,0.0,,-309522219.0,,,,894796970.0,124300348.0,941406539.0,,,,,7190626560.0,,-70010.0,848439172.0,545937012.0,,,,,,288895871.0,,,,,,,487702618.0,,,404836437.0,,,895748313.0,,,,,608178270.0,7076581.0,,,,,,,,,,-42719301.0,,,,,0.112002,85343916.0,42367963.0,,,,,,5274654262.0,2517830401.0,2049130184.0,1756341093.0,,,-258751.0,631884320.0,3100296992.0,,,,4274171494.0,,,,120572629.0,,,361397925.0,,7324926908.0,,12599581170.0,373738488.0,,329232199.0,,,361397925.0,,,0.0,,,0.0,,,,,2517017829.0,,298843663.0,,,7996177477.0,,,,,435297986.0,583279163.0,1716240000.0,2512917360.0,1845133144.0,,,95576545.0,-309838980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,2165836271.0,,2895038200.0,,,2846222428.0,122056217.0,1142847348.0,7412905323.0,1142497348.0,7549731215.0,2895038200.0,1845133144.0,58799128.0,,1142847348.0,,571808426.0,7412905323.0,-705875254.0,,,0.57377,-360116901.0,48014209.0,190556338.0,1080096321.0,0.0,7412905323.0,-359420630.0,287436358.0,,368937343.0,39022782.0,122056217.0,-535711564.0,,,,-963820196.0,7412905323.0,,38822972.0,-702635796.0,644570000.0,0.57377,-32886229.0,465951763.0,-973658756.0,,493241859.0,,,,,,,624236635.0,,,-1241106160.0,,,39006439.0,644570000.0,855060990.0,-2610705608.0,-387199940.0,743308008.0,350000.0,3285887850.0,1051147752.0,,190556338.0,493241859.0,1315141000.0,2380270665.0,,9959912635.0,-48250721.0,0.0,12806135063.0,,,,121828053.0,48014209.0,298940921.0,1142497348.0,4261416348.0,,,5584693332.0,2946275348.0,1812275967.0,1315141000.0,5993.0,,-32021659.0,-895132194.0,3030935208.0,,1876952903.0,1142497348.0,4261416348.0,1851383945.0,2175893824.0,,123485373.0,1192177515.0,,507419231.0,-511406622.0,7549731215.0,1080096321.0,13134424547.0,513009298.0,206123292.0,368937343.0,,0.0,507419231.0,426987167.0,,0.0,13134424547.0,5584693332.0,4722.0,1277710000.0,8504070856.0,,1851383945.0,2275844644.0,,206123292.0,484099718.0,1812275967.0,8504070856.0,2850549880.0,2946275348.0,,38824243.0,-772970490.0,755090564.0,1277710000.0,3285887850.0,1142497348.0,350000.0,1053017752.0,130853929.0,-353199469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,,,1425477384.0,,1425477384.0,,2895038200.0,1142497348.0,183920701.0,,,,1103378205.0,7736560109.0,-1767716221.0,0.283218,,,,39034665.0,,1349450000.0,0.0,,-394105151.0,,,,495747500.0,121525248.0,1045584951.0,,,,,7736560109.0,,,282980036.0,253997012.0,,,,,,400102001.0,,,,,,,1145556713.0,,,-34461779.0,,,500000000.0,,,,,1263943776.0,0.0,,,,,,,,,,-37560630.0,,,,,0.283218,99399347.0,39034665.0,,,,,,6236908679.0,3205901272.0,2726135341.0,1112011000.0,,,,651479800.0,4325841121.0,,,,4317912272.0,,,,121530906.0,,,913859374.0,,7874415032.0,,14111323711.0,919457504.0,,372482761.0,,,913859374.0,,,0.0,,,29587.0,,,,,3074512540.0,,336117604.0,,,9420928678.0,,,,,-260200486.0,1251328581.0,1072710000.0,3546088336.0,1425477384.0,,,105771868.0,-394075564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,,,1796469306.0,,1796429306.0,,2895038200.0,1425477384.0,252964119.0,,,,1409539254.0,7843291994.0,-1289079779.0,,,,,43357540.0,,1655674053.0,10000000.0,,-277581710.0,,,,-999532500.0,119159424.0,144708308.0,,,,,7843291994.0,,,370951922.0,278870000.0,,,,,,739121620.0,,,,,,,1455635956.0,,,-1175427564.0,,,,,,,,1572319563.0,40000.0,,,,,,,,,,-45856016.0,,,,,,111166399.0,43357540.0,,,,,,8226873921.0,4487860644.0,3313057656.0,1329206000.0,,,,-132873402.0,4737247034.0,,,,5817066644.0,,,,119422769.0,,,1142769649.0,,7977641723.0,,16204515644.0,1156575135.0,,379631643.0,,,1142769649.0,,,0.0,,,1297229.0,,,,,3149801398.0,,574719263.0,,,10007817357.0,,,,,-1196602769.0,1587445636.0,1292710000.0,4742691105.0,1796429306.0,,,131809680.0,-273411426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,,,1139802983.0,,1123083674.0,,2895038200.0,1796429306.0,276662032.0,,,,1796790214.0,8411172251.0,-2775270221.0,0.517663,,,,46082574.0,,1748531300.0,0.0,,-610275793.0,,,,1492878865.0,118415018.0,436663519.0,,,,,8411172251.0,,2141916.0,-673345632.0,267270000.0,,,,,,611349773.0,,,,,,,1877393881.0,,,-1268349730.0,,,,,,,,1962016131.0,16719309.0,,,,,,,,,,-590569040.0,,,,,0.517663,154395815.0,47009242.0,,,,,,8662960109.0,4001418492.0,4811711012.0,1401149537.0,,,-47271059.0,-173612274.0,7273008775.0,,,,5402568029.0,,,,119143343.0,,,1498653358.0,,8647258512.0,,17310218621.0,1520128182.0,,401179881.0,,,1498653358.0,,,0.0,,,2491916.0,,,,,5226285001.0,,835950043.0,,,11506470711.0,,,,,-1034373830.0,2046723774.0,1362839093.0,5777064935.0,1123083674.0,,,169329893.0,-655247602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,2203080573.0,,2895038200.0,,,6409657243.0,120327274.0,1016976019.0,8772060017.0,1016976019.0,9011392761.0,2895038200.0,1123083674.0,131041237.0,,1016976019.0,,1223798380.0,8772060017.0,-741450000.0,,,1.592154,-2853020606.0,49162658.0,191068397.0,1443266499.0,0.0,8772060017.0,-595602635.0,1142497348.0,,415330609.0,-1490963865.0,120327274.0,576123795.0,,,,-1980388540.0,8772060017.0,,15788140.0,-106107655.0,753270000.0,1.592154,-125549223.0,665945336.0,-1877565289.0,,842997537.0,,,,,,,1265125357.0,,,-780602493.0,,,,753270000.0,-125521329.0,-6573516221.0,-3258841566.0,1406761082.0,0.0,6138997323.0,-501870000.0,,178564105.0,842997537.0,1240358000.0,5743711907.0,,17696539040.0,-55116044.0,0.0,24106196283.0,,,,246813121.0,61666950.0,844588089.0,1016976019.0,5773709668.0,,,9738574308.0,4533351668.0,3998964769.0,1240358000.0,112730.0,,-78238164.0,-19478840.0,7770099353.0,,4688917963.0,1016976019.0,5773709668.0,4609345518.0,5533506052.0,,133800044.0,325515284.0,,1054063139.0,-729101730.0,9011392761.0,1443266499.0,18749967069.0,1092757143.0,894416243.0,415330609.0,,0.0,1054063139.0,611774682.0,,0.0,18749967069.0,9738574308.0,114527.0,1204797000.0,12560926792.0,,4609345518.0,6245940101.0,,894416243.0,493897062.0,3998964769.0,12560926792.0,6205967219.0,4533351668.0,,19296872.0,-361843521.0,1524159252.0,1204797000.0,6138997323.0,1016976019.0,0.0,,259033895.0,-657653948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,,,,,,,1453174972.0,,1453174972.0,,2895038200.0,1016976019.0,159176605.0,,,-76000.0,1017110369.0,9146992913.0,-1656210000.0,0.289,,,,40879065.0,,451766500.0,0.0,,-620411550.0,,,,898863.0,259766792.0,,,,,,9146992913.0,,20091000.0,436198953.0,1546950383.0,,,,,,432879029.0,,,,,,,1007472325.0,,,,,,,,,,,1057989434.0,,,,2893170858.0,,,,,,,-41731338.0,,,,,0.289,120494015.0,,,,,,,9135974818.0,4067558277.0,4834282099.0,918146470.0,,2893170858.0,-66000000.0,1131936998.0,7908463186.0,,,,4985704747.0,,,,,,,836126378.0,,9561759705.0,,18697734523.0,857933764.0,,72684026.0,,,836126378.0,,,1088388.0,,,9247007.0,,,,,6767590571.0,,979653027.0,,,13274891781.0,,,,,,1140872615.0,808087000.0,4797760528.0,1453174972.0,,,133400290.0,-657107120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,,,,,1053126141.0,,1053126141.0,,2895038200.0,1453174972.0,172833985.0,,,,1349413947.0,9542731014.0,-660698500.0,,,,,48740243.0,,5508126932.0,0.0,,-595693634.0,,,,-898863.0,365065187.0,,,,,,9542731014.0,,,-400048831.0,417445295.0,,,,,,1482038220.0,,,,,,,1421024761.0,,,,,,,,,,,1398154190.0,,,,,,,,,,,-58909620.0,,,,,,134734602.0,,,,,,,13890971917.0,9494327021.0,4833714691.0,756122107.0,,,30000000.0,-2943101192.0,9392103071.0,,,,10250449128.0,,,,,,,1157443593.0,,10109855204.0,,24000827121.0,1176579962.0,,69427879.0,,,1157443593.0,,,133000.0,,,-9171007.0,,,,,7820841350.0,,1914084651.0,,,13303651279.0,,,,,,1571261721.0,557310000.0,7958161483.0,1053126141.0,,,150236960.0,-594234711.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,,,,,3195069092.0,,3195069092.0,,3022832727.0,1053126141.0,263711116.0,,,,1515459158.0,10464657845.0,-124918700.0,0.43,,,,66416231.0,,7131696795.0,0.0,,-581981256.0,,,,2145827440.0,407107263.0,,,,,,10464657845.0,,,2140496615.0,119999999.0,,,,,,1367382492.0,,,,,,,1506789172.0,,,,,,,,,,,1581875389.0,,,,2889231842.0,,,,,,,-1188559747.0,,,,,0.43,201012287.0,,,,,,,17728341510.0,10372162950.0,6091556397.0,996323882.0,,2925223219.0,-14100000.0,-371747923.0,11260666976.0,,,,11368486832.0,,,,,,,1257845984.0,,11099425600.0,,28827767110.0,1251748042.0,,75799805.0,,,1257845984.0,,,2329323.0,,,0.0,,,,,9509643112.0,,2067974346.0,,,17249877282.0,,,,,,1751023864.0,791214000.0,8970562534.0,3195069092.0,,,244234692.0,-595900994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,1595677291.0,,3022833727.0,2889231842.0,5779260.0,5916249552.0,653263989.0,2753091382.0,10664343234.0,2753091382.0,12335803945.0,3022833727.0,3195069092.0,122719431.0,,2753091382.0,,1042462176.0,10664343234.0,-1614181169.0,,,1.4,-2793147268.0,105369624.0,262700387.0,7012556702.0,0.0,10664343234.0,-606198410.0,1021494768.0,,144510946.0,-480988466.0,653263989.0,,,,,-3159625212.0,10664343234.0,,,-445050123.0,524433261.0,1.4,-796286812.0,877983490.0,-2404284850.0,,1944705449.0,,,5779260.0,,,,1102979804.0,,,,,,-16923573.0,524433261.0,1731596614.0,-4056008369.0,-3335174642.0,1147831800.0,,8939919227.0,1664838974.0,,262700387.0,1944705449.0,601140069.0,5038266062.0,,35491144214.0,-102206679.0,54703559.0,41407393766.0,,,,294966969.0,,718441137.0,2753091382.0,11672266446.0,,,17719004616.0,11071126377.0,5342280409.0,601140069.0,29045784.0,,-746186812.0,1374304558.0,12846160533.0,,4206004513.0,2753091382.0,11672266446.0,4132734558.0,4924445650.0,,,-808607559.0,,881318603.0,-1391407384.0,12335803945.0,7012556702.0,30054808561.0,919742745.0,1703882290.0,144510946.0,,0.0,881318603.0,751207873.0,,54703559.0,30054808561.0,17719004616.0,29045784.0,402046000.0,18138389317.0,2951953256.0,4132734558.0,11393069181.0,,1703882290.0,601937809.0,5342280409.0,18138389317.0,5789083846.0,11071126377.0,,,,1453091352.0,402046000.0,8939919227.0,2753091382.0,,2164838974.0,350111548.0,-1312382387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
