,annualOperatingCashFlow,trailingGrossProfit,annualCapitalStock,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,annualGrossProfit,annualOtherIntangibleAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualNetPPE,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyTaxProvision,trailingRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualChangeInInventory,quarterlyInterestExpense,annualOtherNonCashItems,quarterlyCurrentDebt,quarterlyOtherNonCurrentAssets,annualGrossPPE,quarterlyCapitalExpenditure,annualBeginningCashPosition,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingCapitalExpenditure,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyGrossPPE,trailingOperatingExpense,quarterlySaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,annualBasicEPS,annualPurchaseOfInvestment,annualOperatingExpense,annualCapitalExpenditure,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualNonCurrentDeferredTaxesLiabilities,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingNetIncome,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualChangeInWorkingCapital,quarterlyEbitda,quarterlyOtherShortTermInvestments,annualInventory,annualNetOtherFinancingCharges,quarterlyDilutedAverageShares,annualInterestExpense,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualResearchAndDevelopment,annualCostOfRevenue,quarterlyCashDividendsPaid,annualOtherCurrentAssets,annualTotalRevenue,trailingResearchAndDevelopment,trailingFreeCashFlow,quarterlyBasicEPS,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTaxProvision,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,trailingTotalRevenue,trailingCostOfRevenue,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyTotalRevenue,trailingTaxProvision,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncome,annualPretaxIncome,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualFreeCashFlow,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,annualCurrentDebt,quarterlyTotalAssets,quarterlyNetIncomeContinuousOperations,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,annualOtherNonCurrentAssets,quarterlyNetIncome,annualSellingGeneralAndAdministration,trailingPretaxIncome,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,quarterlyNetOtherInvestingChanges,annualLongTermDebt,annualStockholdersEquity,annualBasicAverageShares,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyStockholdersEquity,annualEbitda,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,annualSaleOfInvestment,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyLongTermDebt,quarterlyInventory,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyOperatingExpense,quarterlyInvestingCashFlow,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingDilutedEPS,quarterlyCashFlowFromContinuingFinancingActivities,annualAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualGoodwill,trailingDilutedAverageShares,quarterlyStockBasedCompensation,quarterlyCurrentDeferredRevenue,trailingCommonStockIssuance,trailingStockBasedCompensation,quarterlyRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,trailingPurchaseOfBusiness,annualDeferredIncomeTax,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIncomeExpense,quarterlyDeferredIncomeTax,trailingChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingChangeInWorkingCapital,quarterlyAccumulatedDepreciation,trailingChangeInInventory,quarterlyInvestmentsAndAdvances,annualChangesInAccountReceivables,annualGainsLossesNotAffectingRetainedEarnings,trailingBasicEPS,annualChangeInAccountPayable,quarterlyChangeInAccountPayable,trailingOtherIncomeExpense,quarterlyCurrentAccruedExpenses,annualOtherIncomeExpense,trailingChangeInAccountPayable,annualIncomeTaxPayable,quarterlyIncomeTaxPayable,annualCurrentDeferredRevenue,trailingBasicAverageShares,annualRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingDepreciationAndAmortization,trailingOtherNonCashItems,trailingRepurchaseOfCapitalStock
1206921600,,,,,,,,2648044493.0,,2648044493.0,,3022833727.0,2753091382.0,462691109.0,,,,1726331172.0,10893018535.0,-4475482636.0,0.42,,,,65469112.0,,6725807140.0,0.0,,-410808474.0,,,,78602.0,664177545.0,,,,,,10893018535.0,,,-105046890.0,505658615.0,,,,,,1768565666.0,,,,,,,1790773164.0,,,,,,,,,,,1791800284.0,,,,,,,,,,,-119945987.0,,,,,0.42,145931498.0,,,,,,,18206911006.0,10522101001.0,6599492169.0,573631124.0,,2993361321.0,,438571318.0,11887425030.0,,,,11095732125.0,,,,,,,1257211755.0,,12531041134.0,,30737952140.0,1263640063.0,,141227515.0,,,1257211755.0,,,25577254.0,,,0.0,,,,,9894671204.0,,2283711475.0,,,19395262654.0,,,,,,1992753826.0,316334000.0,8876988280.0,2648044492.0,,,201980662.0,-410710474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,,5449017.0,,,3465715883.0,,3465715883.0,,3022833727.0,2648044492.0,435819558.0,,,,1958718940.0,11182880358.0,-3746127185.0,,,,,111902909.0,,7234554098.0,41880000.0,,20534238.0,,,,-78602.0,629106182.0,,,,,,11182880358.0,,,817671391.0,256103999.0,,,,,,1583333016.0,,,,,,,1709760498.0,,,,,,,,,,,2070621849.0,,,,,,,,,,,-622158664.0,,,,,,236958287.0,,,,,,,18983035916.0,11118401330.0,7214686454.0,535077797.0,,,,1055903377.0,14943390500.0,,,,11653479127.0,,,,,,,1522044408.0,,12784667872.0,,31767703788.0,1522899382.0,,172563146.0,,,1522044408.0,,,23512511.0,,,3259417.0,,,,,12935989576.0,,1942486767.0,,,19878488376.0,,,,,,2007400924.0,329000000.0,8977983758.0,3465715883.0,,,297640426.0,40432330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,,782235.0,,,7016452085.0,,7016452085.0,,3022833727.0,3465715883.0,376110133.0,,,,1316111163.0,11514118640.0,-4751040932.0,0.3,,,,79728650.0,,3900439462.0,0.0,,-932783551.0,,,,-8589883.0,638976889.0,,,,,,11514118640.0,,3333334.0,3550736202.0,357743347.0,,,,,,1562342419.0,,,,,,,1560050972.0,,,,,,,,,,,1395839813.0,,,,,,,,,,,-422142619.0,,,,,0.3,205183409.0,,,,,,,22910267235.0,8017676243.0,8134190506.0,7031409676.0,,3065013490.0,0.0,1042258409.0,14713942013.0,,,,15049085919.0,,,,,,,919504047.0,,13082446145.0,,35992713380.0,940001030.0,,180956400.0,,,919504047.0,,,2059189.0,,,3333334.0,,,,,12886377223.0,,1831637492.0,,,20671694398.0,,,,,,1827564790.0,6791000000.0,8598454797.0,7016452085.0,,,267513818.0,-943068389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,6249417117.0,,3022833727.0,3006711312.0,78108874.0,6806406491.0,1151535874.0,4140323761.0,14053056337.0,4140323761.0,16420261004.0,3022833727.0,7016452085.0,-474086030.0,,4140323761.0,,-2003110949.0,14053056337.0,119561663.0,,,0.76,2235644773.0,421448019.0,353512830.0,2962621173.0,72880000.0,14053056337.0,-1145986189.0,3068297059.0,,233385313.0,5696593383.0,1151535874.0,,,,,-4071317004.0,14053056337.0,,-3333334.0,-3386892384.0,1714872525.0,0.76,-1681024672.0,1609808110.0,-2469043976.0,,1414639584.0,,,78108874.0,,,,136013747.0,,,,,,,1714872525.0,876468319.0,-12853089090.0,2145255449.0,-1581662930.0,,6886053350.0,5688003500.0,,546287282.0,1414639584.0,5222737452.0,5196598381.0,,47166026381.0,-192435958.0,578012429.0,53972432872.0,,,,742738450.0,,800534770.0,3944765378.0,13031661220.0,,,17730375773.0,7808923768.0,6242872933.0,5222737452.0,19945195.0,,-1679024672.0,1243640037.0,12427675329.0,,2197515556.0,4140323761.0,13031661220.0,2285100597.0,2998050326.0,,,3780373141.0,,-1413659613.0,-1356683228.0,16420261004.0,2962621173.0,34150636777.0,-1529024919.0,1356339486.0,233385313.0,,72880000.0,-1413659613.0,1330811644.0,,578012429.0,34150636777.0,17730375773.0,16611861.0,4895134213.0,20752343906.0,3006711312.0,2285100597.0,11448988378.0,,1356339486.0,843021670.0,6242872933.0,20752343906.0,4387359278.0,7808923768.0,,5259417.0,,978686951.0,4895134213.0,6886053350.0,3944765378.0,,1673500.0,842673204.0,-2757970471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,,,,78108874.0,,,5706089344.0,,5706089344.0,,3022833727.0,4140323761.0,56686261.0,,,,208292500.0,14387368563.0,-2053237170.0,0.05,,,,89146185.0,,2149095496.0,71880000.0,,-829159809.0,,,,-20519058.0,1099975229.0,,,,,,14387368563.0,,,1565765583.0,2048745319.0,,,,,,2868082921.0,,,,,,,85922946.0,,,,,,,,,,,85922946.0,,,,3035497580.0,,,,,,,7844536.0,,,,,0.05,248446168.0,,,,,,,18372388959.0,8453578022.0,6394647811.0,5292438000.0,,3035497580.0,,1030567977.0,9886040018.0,,,,13746016022.0,,,,,,,151774879.0,,16644941890.0,,35017330849.0,151606239.0,,220082571.0,,,151774879.0,,,621983381.0,,,-50175.0,,,,,9484891549.0,,1516479526.0,,,20904842912.0,,,,,,401148469.0,4978137503.0,6844312133.0,5706089344.0,,,315225523.0,-829141227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,,5125622.0,,,6959934605.0,,6959934605.0,,3022833727.0,5706089344.0,338257584.0,,,,1377344936.0,14442154955.0,506521568.0,,,,,112338673.0,,5214315882.0,71880000.0,,-876045107.0,,,,22019058.0,1124888585.0,,,,,,14442154955.0,,,-1092446229.0,1749849544.0,,,,,,1814377432.0,,,,,,,1687450704.0,,,,,,,,,,,1701199348.0,,,,,,,,,,,-46895004.0,,,,,,263877759.0,,,,,,,21090449248.0,10464291208.0,7202949299.0,5227705893.0,,,,-394845082.0,11466552832.0,,,,15691997101.0,,,,,,,1050128185.0,,16736881036.0,,37827330284.0,1039087352.0,,237062923.0,,,1050128185.0,,,520870079.0,,,5588312.0,,,,,9441643292.0,,1966119381.0,,,21781142941.0,,,,,,2024909540.0,4969688433.0,6798946747.0,4418084732.0,,,337458836.0,-923407511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,,78108874.0,,,4618421936.0,,4556726818.0,,3022833727.0,4418084732.0,171928775.0,,,,767815234.0,14939205247.0,-220630000.0,0.16,,,,75531722.0,,3751284659.0,72377739.0,,-651715534.0,,,,0.0,1054965703.0,,,,,,14939205247.0,,12969890.0,-56916297.0,1837755188.0,,,,,,2997978109.0,,,,,,,735840538.0,,,,,,0.0,,,,,843346956.0,61695118.0,,,3505891362.0,,,,,,,-334338877.0,,,,,0.19,323396638.0,,,,,,,22447428443.0,11627591372.0,7763891917.0,5309531921.0,,2952329568.0,0.0,-447670644.0,13054919293.0,,,,16937123293.0,,,,,,,560942618.0,,17192060937.0,,39639489380.0,595886459.0,,213964289.0,,,560942618.0,,,779148643.0,,,1.0,,,,,11920841182.0,,1488592894.0,,,22370470816.0,,,,,,1134078111.0,5001629843.0,10098455376.0,4556726818.0,,,398237573.0,-638647156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,1722486249.0,,3022833727.0,3245274269.0,408895.0,5566286610.0,1103767374.0,3600138946.0,15167577323.0,3600018776.0,17447630287.0,3022833727.0,4556726818.0,262644550.0,,3600138946.0,,822695854.0,15167577323.0,-1428123460.0,,,0.7239,-4613743953.0,100879388.0,342473507.0,2530942549.0,187187500.0,15167577323.0,-500360692.0,3944765378.0,,278225124.0,-1449136748.0,1103767374.0,,,,,-3142587422.0,15167577323.0,,1864081449.0,-2658542208.0,1185969163.0,0.7772,-2232680000.0,1663239982.0,-2857281142.0,,4086693671.0,,,408895.0,,,,1393832440.0,,,,,,0.0,1185969163.0,-2242139151.0,-3195469062.0,-2142494941.0,923575242.0,120170.0,11489972610.0,-1447636748.0,,367257160.0,4086693671.0,5354036061.0,3903046628.0,,46148361160.0,16564546.0,847136140.0,51714647770.0,,,,543494887.0,,829517170.0,1702626227.0,14859111258.0,,,20586585179.0,9505075197.0,7448675621.0,5354036061.0,49228414.0,,-2150000000.0,-1322847144.0,17307135627.0,,2346631354.0,3600018776.0,14859111258.0,2349254043.0,3176148524.0,,,-1134794893.0,,586408361.0,-354840951.0,17447630287.0,2530942549.0,38034215466.0,560051304.0,1729221939.0,278225124.0,,187187500.0,586408361.0,1379215452.0,,847136140.0,38034215466.0,20586585179.0,43690276.0,5059914911.0,22813885567.0,3022714929.0,2349254043.0,15300985137.0,,1729221939.0,942550687.0,7448675621.0,22813885567.0,4485956371.0,9505075197.0,,1883931339.0,,2006150490.0,5059914911.0,11489972610.0,1702626227.0,120170.0,1500000.0,612318050.0,-751391528.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,408895.0,,,3373005128.0,,3372949448.0,,3022833727.0,1702626227.0,256130843.0,,,,966184417.0,15312274639.0,-720575012.0,0.21,,,,107920547.0,,2757017876.0,190133906.0,,-361616532.0,,,,20365981.0,1008163980.0,,,,,,15312274639.0,,94484107.0,-227069328.0,1391057958.0,,,,,,4288906170.0,,,,,,,1066047763.0,,,,,,,,,,,1074104964.0,55680.0,,,3321412124.0,,,,,,,,,,,,0.23,372899991.0,,,,,,,22366116458.0,10733469057.0,8146172167.0,5384846264.0,,3032593678.0,-243000000.0,-340352273.0,15907913455.0,,,,16118315321.0,,,,,,,697496546.0,,17717313169.0,,40083429627.0,710053574.0,,251487187.0,,,697496546.0,,,1311272769.0,,,0.0,,,,,14403021182.0,,2206855706.0,,,23583916685.0,,,,,,1504892273.0,5117463051.0,11794378977.0,1475556899.0,,,438844510.0,-509620123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,,3537788.0,,,4699208771.0,,4695934117.0,,3022833727.0,1475556899.0,481742147.0,,,,1918114579.0,15411538987.0,-1914140651.0,,,,,117294268.0,,4010674791.0,0.0,,-409438069.0,,,,-605179173.0,1282361449.0,,,,,,15411538987.0,,249551869.0,554926596.0,1525480979.0,,,,,,3424415736.0,,,,,,,1888119544.0,,,,,,,,,,,2035408847.0,3274654.0,,,,,,,,,,,,,,,,251329541.0,,,,,,,24327125008.0,11833352071.0,9270602578.0,5476068497.0,,,-231886126.0,4056669.0,21662578251.0,,,,17309420568.0,,,,,,,1426713784.0,,18122581564.0,,42449706572.0,1436372432.0,,278644757.0,,,1426713784.0,,,1344694333.0,,,17172354.0,,,,,19452226915.0,,2611391097.0,,,24761169619.0,,,,,,2210351336.0,5178658696.0,10897459658.0,2030483495.0,,,322231792.0,-377126378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,,,,4823343652.0,,4819769770.0,,3440997588.0,2030483495.0,425286711.0,,,,1719469647.0,15646193794.0,-596027581.0,0.42,,,,128512115.0,,3416166012.0,198017500.0,,-395745364.0,,,,374463234.0,992369906.0,,,,,,15646193794.0,,106090175.0,567690191.0,2013082734.0,,,,,,2925509785.0,,,,,,,1813282089.0,,,,,,0.0,,,,,1847981762.0,3573882.0,,,3036240460.0,,,,,,,-370283373.0,,,,,0.42,325972050.0,,,,,,,31691040068.0,11586019446.0,10545823571.0,5512671794.0,,3036240460.0,-300000000.0,875503088.0,19635875970.0,,,,17098691240.0,,,,,,,1275220993.0,,18258759199.0,,49949799267.0,1294182936.0,,263353917.0,,,1275220993.0,,,926901559.0,,,0.0,,,,,17421164802.0,,2041757145.0,,,32444050471.0,,,,,,2214711168.0,5232935806.0,12916810695.0,2598173686.0,,,401429079.0,-589655189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,-1973406201.0,,3462729405.0,3315636066.0,2784614.0,8279451768.0,1208545233.0,6308093703.0,16703570425.0,6303250047.0,19978379608.0,3462729405.0,2598173686.0,-148132317.0,,6308093703.0,,1376099624.0,16703570425.0,-4904738494.0,,,1.48,-6287412231.0,104637568.0,348568073.0,3595708305.0,203233460.0,16703570425.0,-1401075297.0,1702626227.0,,294469153.0,7111771350.0,1208545233.0,,,,,-3632929570.0,16703570425.0,,617174946.0,1266194128.0,2820955437.0,1.56,-2170000000.0,1864515189.0,-2567875262.0,,5105006121.0,,,2784614.0,,,,1647487183.0,,,,,,6737966380.0,2820955437.0,2161741587.0,-8135481738.0,-8643113362.0,1480737192.0,4843656.0,18269952817.0,6901421392.0,,450416216.0,5105006121.0,6203174219.0,6414936579.0,,68161407535.0,-43203741.0,1927502234.0,76440859303.0,,,,612324042.0,,1015027384.0,3864367814.0,20307367728.0,,,34866394035.0,14104193509.0,10236227824.0,6203174219.0,21252268.0,,-1395113874.0,-5080488947.0,19234491627.0,,4964840883.0,6303250047.0,20307367728.0,4907141378.0,5979868267.0,,,-4541281463.0,,1507710055.0,-436831491.0,19978379608.0,3595708305.0,54844773643.0,1524231941.0,2355465054.0,294469153.0,,203233460.0,1507710055.0,1562525624.0,,1927502234.0,54844773643.0,34866394035.0,16015010.0,5890913459.0,34123226049.0,3145603447.0,4907141378.0,16884994636.0,,2355465054.0,1012418757.0,10236227824.0,34123226049.0,7442703240.0,14104193509.0,,1067301097.0,,2349496991.0,5890913459.0,18269952817.0,3864367814.0,4843656.0,6738966380.0,702009808.0,-2156527880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,1546747.0,,,9818251441.0,,9814531036.0,,3462729405.0,3864367814.0,338987949.0,,,,1939153977.0,16715339425.0,-1579979464.0,0.46,,,,224633001.0,,5950888532.0,203233460.0,,-340459819.0,,,,-1096893250.0,1147755353.0,,,,,,16715339425.0,,1030000000.0,2414387739.0,1279528663.0,,,,,,4635482561.0,,,,,,,1916596424.0,,,,,,,,,,,2163786978.0,3720405.0,,,3450555780.0,,,,,,,,,,,,0.46,283429962.0,,,,,,,36450718306.0,14141913172.0,11823483483.0,6278567823.0,,3450555780.0,-1336471243.0,810735508.0,25198580518.0,,,,20420480995.0,,,,,,,1587255659.0,,20173454313.0,,56624172619.0,1600166028.0,,294147652.0,,,1587255659.0,,,1990536693.0,,,3987258.0,,,,,22931304228.0,,1981304709.0,,,35800286981.0,,,,,,2267276290.0,5965912301.0,17628281913.0,6278755553.0,,,350679866.0,-642831304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,10451236.0,,,17019186429.0,,16720259193.0,,3462729405.0,6278755553.0,474609464.0,,,,3137279941.0,16952545051.0,-3580861115.0,,,,,89527631.0,,10964825290.0,203765460.0,,-720057549.0,,,,571162047.0,1203416887.0,,,,,,16952545051.0,,15565169270.0,4975737807.0,1520085527.0,,,,,,4588613237.0,,,,,,,2770419956.0,,,,,,,,,,,3226807572.0,298927236.0,,,,,,,,,,,,,,,,674484937.0,,,,,,,46362166316.0,21686048926.0,13772259280.0,6641881343.0,,,-17296779512.0,2081000449.0,34119850500.0,,,,28327930269.0,,,,,,,2641321678.0,,20154689290.0,,66516855606.0,2662670477.0,,453346762.0,,,2641321678.0,,,3941257758.0,,,68933612.0,,,,,30486011366.0,,2908226439.0,,,37774948689.0,,,,,,3633839134.0,6163345988.0,15117735212.0,11254493360.0,,,863419178.0,-2455064816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,14419249.0,,,17304473707.0,,17017520827.0,,3462729405.0,11254493360.0,233093236.0,,,,1491667847.0,17263395197.0,-3530386.0,0.37,,,,49418081.0,,11967696676.0,203765460.0,,-176752895.0,,,,-249281258.0,1183270024.0,,,,,,17263395197.0,,17499932.0,178495619.0,2161529902.0,,,,,,4737978517.0,,,,,,,2832723474.0,,,,,,0.0,,,,,1541085928.0,286952880.0,,,3349370454.0,,,,,,,0.0,,,,,0.37,321911727.0,,,,,,,48991455344.0,24821908444.0,15010324659.0,6362724422.0,,3349370454.0,1.0,145484828.0,30617397157.0,,,,31184632866.0,,,,,,,1239267068.0,,21800008393.0,,70791463737.0,1258574611.0,,284386135.0,,,1239267068.0,,,4650146249.0,,,0.0,,,,,27337122770.0,,3318192715.0,,,39120208224.0,,,,,,3280274387.0,6046932054.0,14665796257.0,11432988979.0,,,447550913.0,-159252962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,6632432097.0,,3462729405.0,3465317058.0,14237896.0,10659990360.0,1285889337.0,15922346415.0,18092410647.0,15846293599.0,21958143426.0,3462729405.0,11432988979.0,13701553.0,,15922346415.0,,1102774452.0,18092410647.0,-18075006392.0,,,1.89,2947576164.0,550801242.0,407092221.0,9130730768.0,206367370.0,18092410647.0,-1374873462.0,3864367814.0,,698710226.0,1811278513.0,1285889337.0,,,,,-4973089187.0,18092410647.0,,18816128549.0,-350521232.0,2096939381.0,1.89,-37934931127.0,2802584365.0,-2612143725.0,,5576402006.0,,,14237896.0,,,,337666142.0,,,,,,62949999.0,2096939381.0,7218099933.0,-23239377357.0,-1533585382.0,1653575694.0,76052816.0,14097060598.0,1036266052.0,,731227370.0,5576402006.0,6323267386.0,7857405995.0,,106980998573.0,-1673320092.0,3750410591.0,117640988933.0,,,,1000965323.0,,1060392202.0,11082467747.0,28343633717.0,,,46191485248.0,22020366331.0,13044111354.0,6323267386.0,115840552.0,,-19301680373.0,983067587.0,27705160759.0,,6610484015.0,15846293599.0,28343633717.0,6549449240.0,7670876217.0,,,4020288372.0,,1081604836.0,-1744505532.0,21958143426.0,9130730768.0,68149628674.0,1089072899.0,2232532085.0,698710226.0,,206367370.0,1081604836.0,2280791949.0,,3750410591.0,68149628674.0,46191485248.0,235480307.0,5595872457.0,39302920681.0,3465317058.0,6549449240.0,26226560209.0,,2232532085.0,1188649199.0,13044111354.0,39302920681.0,9590752786.0,22020366331.0,,35428797751.0,,1478600550.0,5595872457.0,14097060598.0,11082467747.0,76052816.0,66315499.0,1140934408.0,-1715940105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,16893752.0,,,16945538378.0,,16941018124.0,,3462729405.0,11082467747.0,286109302.0,,,,1740590061.0,18378042005.0,-5339977466.0,0.41,,,,83886768.0,,12096037097.0,206367370.0,,-383520180.0,,,,500000000.0,1306127157.0,,,,,,18378042005.0,,6890000000.0,968453975.0,1502548224.0,,,,,,8096538750.0,,,,,,,1666037911.0,,,,,,,,,,,1824476829.0,4520254.0,,,3498007356.0,,,,,,,,,,,,0.41,364867241.0,,,,,,,52851113040.0,27251907663.0,14478294370.0,6650644824.0,,3498007356.0,-7730000000.0,692000206.0,28775573280.0,,,,33902552487.0,,,,,,,1434183016.0,,22330932676.0,,75182045716.0,1454480759.0,,689127012.0,,,1434183016.0,,,4421233807.0,,,18150522.0,,,,,26613889731.0,,3309729063.0,,,40762532040.0,,,,,,2161683549.0,5927621442.0,18433024454.0,12050921722.0,,,495645638.0,-1194704979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,49409892.66,,,20776680165.33,,20404445212.95,,3462729405.0,12050921722.0,281773213.68,,,,1435579088.72,19196703041.45,-359214534.0,,,,,330569029.07,,15168145587.31,213680719.9,,-1233167820.0,,,,-166320000.0,1311260151.22,,,,,,19196703041.45,,5664829000.0,3927923231.41,1453161370.97,,,,,,6486796187.05,,,,,,,1320076204.83,,,,,,,,,,,1766148117.79,372234952.38,,,,,,,,,,,,,,,,604560213.01,,,,,,,54904420323.64,30427137511.92,13888927956.87,6312874635.59,,,-5031982000.0,-931202682.47,38292578359.46,,,,36740012147.51,,,,,,,1141998288.38,,23095180038.44,,77999600362.08,1153805875.04,,681272322.99,,,1141998288.38,,,4399172591.57,,,334776478.0,,,,,36212214552.83,,3969484936.24,,,40316247607.88,,,,,,2080363806.63,5570887343.0,14077331637.64,15978844953.41,,,760287601.8,-593410021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,16749711.0,,,18568778225.0,,18430624769.0,,3462729405.0,15978844953.41,145549764.0,,,,1371140970.0,19003192316.0,-3178287070.0,0.35,,,,23839481.0,,14261087155.0,220227120.0,,-209872000.0,,,,-787113.0,1294607131.0,,,,,,19003192316.0,,3620642473.0,-1667812253.41,2104657643.0,,,,,,9136379765.0,,,,,,,1146311842.0,,,,,,0.0,,,,,1394980451.0,138153456.0,,,3473170897.0,,,,,,,-1633110930.0,,,,,0.35,366445283.0,,,,,,,55472080893.0,29431902056.0,15104537770.0,6838666224.0,,3473170897.0,-5218139531.0,376339744.47,38035538564.0,,,,36270568280.0,,,,,,,1215609814.0,,23262856072.0,,78734936965.0,1225591206.0,,725971839.0,,,1215609814.0,,,3622063398.0,,,32226086.0,,,,,36392779168.0,,3715608857.0,,,41504071659.0,,,,,,1642759396.0,6079527951.0,19774863037.0,14311032700.0,,,496447554.0,-1809495058.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
