,quarterlyGrossPPE,annualOtherNonCurrentAssets,trailingOperatingExpense,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingDeferredIncomeTax,annualSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualCurrentAssets,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,trailingInterestExpense,trailingCapitalExpenditure,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyBasicEPS,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyStockBasedCompensation,quarterlyEndCashPosition,quarterlyInvestingCashFlow,trailingNetIncomeCommonStockholders,annualTaxProvision,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,quarterlyEbitda,annualRepaymentOfDebt,annualInterestExpense,trailingChangeInAccountPayable,quarterlyChangeInAccountPayable,annualTotalRevenue,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyChangeInInventory,annualGrossProfit,quarterlyPretaxIncome,annualTotalNonCurrentAssets,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,annualChangeInInventory,trailingNetIncome,annualBasicEPS,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyDilutedAverageShares,trailingDepreciationAndAmortization,trailingTaxProvision,annualCashDividendsPaid,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDebt,annualPurchaseOfBusiness,annualNetIncome,annualSaleOfInvestment,annualIncomeTaxPayable,trailingInvestingCashFlow,trailingSaleOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualOtherNonCashItems,trailingCashDividendsPaid,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyDilutedEPS,quarterlyGoodwill,annualRetainedEarnings,annualStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,trailingChangeInInventory,annualInventory,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,annualDilutedAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,trailingChangeInWorkingCapital,quarterlyOperatingExpense,quarterlyInventory,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyBasicAverageShares,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsPayable,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,quarterlyBeginningCashPosition,annualBasicAverageShares,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,annualEndCashPosition,trailingNetOtherInvestingChanges,quarterlyCashAndCashEquivalents,annualEbitda,trailingRepaymentOfDebt,annualOperatingIncome,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,trailingPretaxIncome,trailingEndCashPosition,quarterlyCurrentDebt,annualGrossPPE,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyTotalAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingResearchAndDevelopment,trailingDilutedEPS,trailingChangesInAccountReceivables,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingBasicEPS
1269993600,3356395000000.0,786050000000.0,,-338050000000.0,,,1544890000000.0,,1544890000000.0,320027000000.0,-2348444000000.0,-34740000000.0,,,4132872000000.0,135447000000.0,,,,,192479000000.0,-5174000000.0,,-669058000000.0,0.0,1820315000000.0,69175000000.0,,530819000000.0,-2240000000.0,14520000000.0,591000000.0,1191608000000.0,-207264000000.0,,13958000000.0,-40802000000.0,,1885828000000.0,2965905000000.0,121920000000.0,-394357000000.0,694055000000.0,,,7213998000000.0,,529592000000.0,-9474000000.0,2321435000000.0,-46983000000.0,8733242000000.0,,,574857000000.0,4132872000000.0,4059925000000.0,45104000000.0,9580559000000.0,-40.66,394145000000.0,,-51722000000.0,0.0,579493000000.0,301664000000.0,5520634000000.0,-5399000000.0,1851004000000.0,1007951000000.0,148584000000.0,,-40.66,-59156000000.0,1715070000000.0,,,,-25085000000.0,,1509488000000.0,660789000000.0,14738000000.0,-2348444000000.0,12954000000.0,4892563000000.0,1101725000000.0,,-40802000000.0,1182824000000.0,,,,186823000000.0,370589000000.0,-746004000000.0,-41584000000.0,-56568000000.0,,188088000000.0,376340000000.0,2965905000000.0,13815000000.0,,,236521000000.0,924207000000.0,,438869000000.0,1851004000000.0,2202000000.0,996100000000.0,4059925000000.0,69175000000.0,438869000000.0,12866114000000.0,1185478000000.0,365014000000.0,648669000000.0,,645455000000.0,924207000000.0,996100000000.0,5299393000000.0,,236521000000.0,1509488000000.0,-1623679000000.0,1003520000.0,54709000000.0,0.0,,394145000000.0,645455000000.0,378917000000.0,-38534000000.0,1771101000000.0,,579493000000.0,378917000000.0,1007951000000.0,-669058000000.0,31000000.0,,,912907000000.0,5520634000000.0,1820315000000.0,-104595000000.0,,1004785000000.0,1003520000.0,1771101000000.0,0.0,1191608000000.0,,1191608000000.0,1369636000000.0,,776545000000.0,,,8733242000000.0,,,,284607000000.0,3356395000000.0,1191608000000.0,-489123000000.0,168903000000.0,17230000000.0,,475985000000.0,9580559000000.0,311433000000.0,26912000000.0,-56568000000.0,,5299393000000.0,12866114000000.0,-179922000000.0,,188088000000.0,,,,,,,,,,,,,
1277856000,3189204000000.0,,,,,,,,,255681000000.0,,,,,,191988000000.0,,,,,-202439000000.0,6265000000.0,,-784049000000.0,0.0,892196000000.0,,25.65,,,997000000.0,980000000.0,994627000000.0,-181791000000.0,,,,,,2877118000000.0,356237000000.0,,,,68211000000.0,,,551758000000.0,-158549000000.0,,78911000000.0,,,,,4029494000000.0,3996465000000.0,-2574000000.0,,,359770000000.0,,-5744000000.0,,592751000000.0,,5540060000000.0,43673000000.0,1876741000000.0,963216000000.0,,,,-71896000000.0,1661049000000.0,1005110000.0,,,,,,,26200000000.0,-2225988000000.0,,,,,,,,,,-196981000000.0,-6848000000.0,,35238000000.0,25737000000.0,,182480000000.0,1892179000000.0,,,,,,,25.61,424883000000.0,,,,,55906000000.0,,,1109291000000.0,,,,,898893000000.0,,5397277000000.0,,240747000000.0,,,,19248000000.0,,,359770000000.0,748586000000.0,,,,,,361220000000.0,,,-12618000000.0,,1003538000.0,,,,135124000000.0,,1191608000000.0,,1587378000000.0,0.0,,,994627000000.0,,,,,,8711987000000.0,,,,1156184000000.0,,,-368241000000.0,142202000000.0,,,755984000000.0,9536525000000.0,-78744000000.0,,25737000000.0,,,12741481000000.0,24793000000.0,,,,,,,,,,,,,,,
1285804800,3125425000000.0,,,,,,,,,387845000000.0,,,,,,66379000000.0,,,,,-40838000000.0,-12059000000.0,,-798850000000.0,0.0,964934000000.0,,31.04,,,1524000000.0,-10000000.0,837212000000.0,-239542000000.0,,,,,,2881330000000.0,207875000000.0,,,,96848000000.0,,,605525000000.0,-174978000000.0,,62709000000.0,,,,,4225556000000.0,4214101000000.0,-6700000000.0,,,363395000000.0,,-107464000000.0,,659052000000.0,,5576771000000.0,20746000000.0,1895242000000.0,931325000000.0,,,,-59023000000.0,1733152000000.0,1004698000.0,,,,,,,-9070000000.0,-2194100000000.0,,,,,,,,,,-157415000000.0,119677000000.0,,41963000000.0,31146000000.0,,187422000000.0,1943103000000.0,,,,,,,31.0,418593000000.0,,,,,79708000000.0,,,1127627000000.0,,,,,835662000000.0,,5595488000000.0,,242343000000.0,,,,-5346000000.0,,,539146000000.0,917284000000.0,,,,,,351067000000.0,,,120000000.0,,1003556000.0,,,,139306000000.0,,994627000000.0,,1496264000000.0,0.0,,,837212000000.0,,,,,,8784210000000.0,,,,1226356000000.0,,,-621237000000.0,5860000000.0,,,717701000000.0,9790872000000.0,60654000000.0,,31146000000.0,,,13009766000000.0,96128000000.0,,,,,,,,,,,,,,,
1293753600,3059093000000.0,,,,,,,,,100498000000.0,,,,,,137031000000.0,,,,,-53966000000.0,56000000.0,,-832803000000.0,0.0,996397000000.0,,72.08,,,-2964000000.0,466000000.0,919765000000.0,-161072000000.0,,,,,,2920376000000.0,136091000000.0,,,,,,,713858000000.0,172468000000.0,,131535000000.0,,,,,4235562000000.0,4192434000000.0,126102000000.0,,,403047000000.0,,-60770000000.0,,647268000000.0,,5626982000000.0,47590000000.0,1967670000000.0,910262000000.0,,,,-77884000000.0,2206246000000.0,1003562000.0,,,,,,,-27393000000.0,-2148831000000.0,,,,,,,,,,82553000000.0,291082000000.0,,83945000000.0,72334000000.0,,183876000000.0,1993112000000.0,,,,,,,71.96,413885000000.0,,,,,105902000000.0,,,1492388000000.0,,,,,819332000000.0,,5727562000000.0,,239804000000.0,,,,-6115000000.0,,,576827000000.0,731860000000.0,,,,,,343930000000.0,,,-12614000000.0,,1003562000.0,,,,-28793000000.0,,837212000000.0,,1567033000000.0,0.0,,,919765000000.0,,,,,,8850646000000.0,,,,1097023000000.0,,,-226644000000.0,4556000000.0,,,697714000000.0,9819416000000.0,213198000000.0,,72334000000.0,,,13086208000000.0,48344000000.0,,,,,,,,,,,,,,,
1301529600,3084758000000.0,735443000000.0,,-253688000000.0,,,2177601000000.0,,2177601000000.0,160339000000.0,-2159890000000.0,307421000000.0,,104515000000.0,3844046000000.0,-86989000000.0,,,,,165669000000.0,313159000000.0,,-804204000000.0,0.0,1013037000000.0,79076000000.0,,-177196000000.0,223579000000.0,-8521000000.0,516000000.0,1014412000000.0,-132034000000.0,,425339000000.0,-259585000000.0,,2078240000000.0,2547987000000.0,18978000000.0,-210092000000.0,23909000000.0,,,7181273000000.0,,-197019000000.0,48970000000.0,2349910000000.0,-68142000000.0,9080942000000.0,,,362557000000.0,3844046000000.0,4126979000000.0,-2838000000.0,9969086000000.0,-258.66,375601000000.0,,-42234000000.0,0.0,646171000000.0,-17584000000.0,5842107000000.0,313330000000.0,1566274000000.0,924868000000.0,-112089000000.0,,-258.66,-44885000000.0,1580826000000.0,,,,-25098000000.0,,1647752000000.0,1191608000000.0,151000000.0,-2159890000000.0,-220326000000.0,4831363000000.0,956626000000.0,,-259585000000.0,904363000000.0,,,,94647000000.0,212334000000.0,-714439000000.0,-381472000000.0,-388802000000.0,,226952000000.0,430488000000.0,2547987000000.0,-15229000000.0,,,306227000000.0,812235000000.0,,469005000000.0,1566274000000.0,1952000000.0,834221000000.0,4126979000000.0,79076000000.0,469005000000.0,12924988000000.0,1777845000000.0,-10112000000.0,325366000000.0,,704043000000.0,812235000000.0,743690000000.0,5892655000000.0,,306227000000.0,1647752000000.0,-1474228000000.0,1003559000.0,37043000000.0,0.0,,-110030000000.0,704043000000.0,391122000000.0,30768000000.0,1660583000000.0,,646171000000.0,391122000000.0,924868000000.0,-804204000000.0,14000000.0,,,616245000000.0,5842107000000.0,1013037000000.0,79729000000.0,-18119000000.0,919765000000.0,1003559000.0,1660583000000.0,0.0,1014412000000.0,,1014412000000.0,554288000000.0,,172309000000.0,,,9080942000000.0,,,,163351000000.0,3084758000000.0,1014412000000.0,-258106000000.0,7391000000.0,-8964000000.0,,460054000000.0,9969086000000.0,167449000000.0,205013000000.0,-388802000000.0,,5892655000000.0,12924988000000.0,-175013000000.0,,226952000000.0,,,,,,,,,,,,,
1309392000,3142481000000.0,,,,60588000000.0,,,,,157892000000.0,,,,,,201206000000.0,,,,,-199592000000.0,-4740000000.0,,-820713000000.0,0.0,1690845000000.0,,-15.45,,,6022000000.0,571000000.0,816588000000.0,-148125000000.0,,,,,,2515925000000.0,107425000000.0,,,,,,,521352000000.0,-110160000000.0,,23119000000.0,,,,,3649333000000.0,4068128000000.0,36125000000.0,,,320146000000.0,,-21245000000.0,,616478000000.0,,5853969000000.0,27534000000.0,1550771000000.0,969932000000.0,,,,-71222000000.0,1494921000000.0,1003572000.0,,,,,,,9050000000.0,-2172549000000.0,,,,,,,,,,-197824000000.0,-39893000000.0,,-4415000000.0,-15502000000.0,,4516169000000.0,2046925000000.0,,,,,,,-15.45,462629000000.0,,,784498000000.0,,79076000000.0,,,973569000000.0,,,,,745186000000.0,,6021783000000.0,,324703000000.0,,,,-176249000000.0,,,320146000000.0,808862000000.0,,,,,,379281000000.0,,,-12614000000.0,,1003572000.0,,,,78194000000.0,,1014412000000.0,,1433066000000.0,0.0,,,816588000000.0,,,,,,9207920000000.0,,,,269770000000.0,,,-245669000000.0,6112000000.0,,,730658000000.0,9922097000000.0,-111115000000.0,,-15502000000.0,,,12857253000000.0,-6571000000.0,,,,,,,,,,,,,,,
1317340800,2946117000000.0,,,,80149000000.0,,,,,111383000000.0,,,,,,29134000000.0,,,,,-16043000000.0,-11019000000.0,,-927968000000.0,0.0,1770524000000.0,,-26.88,,,-2947000000.0,594000000.0,719020000000.0,-269610000000.0,,,,,,2368845000000.0,89916000000.0,,,,,,,374527000000.0,-87158000000.0,,95000000.0,,,,,3621248000000.0,4303980000000.0,44845000000.0,,,345393000000.0,,-56492000000.0,,582152000000.0,,5770063000000.0,18358000000.0,1511249000000.0,928395000000.0,,,,-112987000000.0,1574989000000.0,1003582000.0,,,,,,,14900000000.0,-2017722000000.0,,,,,,,,,,-97568000000.0,189205000000.0,,-18263000000.0,-26977000000.0,,4581681000000.0,2061854000000.0,,,,,,,-26.88,449708000000.0,,,1046018000000.0,,,,,1200462000000.0,,,,,616855000000.0,,6155517000000.0,,306388000000.0,,,,-24931000000.0,,,345393000000.0,834354000000.0,,,,,,367631000000.0,,,109000000.0,,1003582000.0,,,,83372000000.0,,816588000000.0,,1301172000000.0,0.0,,,719020000000.0,,,,,,9248584000000.0,,,,391453000000.0,,,-268833000000.0,6449000000.0,,,719462000000.0,10074043000000.0,76218000000.0,,-26977000000.0,,,12869832000000.0,-319000000.0,,,,,,,,,,,,,,,
1325289600,2935814000000.0,,,,,,,,,126164000000.0,,,,,,204645000000.0,,,,,9304000000.0,-37957000000.0,,-910736000000.0,0.0,945794000000.0,,-158.4,,,2071000000.0,439000000.0,801708000000.0,-189433000000.0,,,,,,2227584000000.0,168207000000.0,,,,,,,560319000000.0,190263000000.0,,-105914000000.0,,,,,3642993000000.0,4295153000000.0,59838000000.0,,,355674000000.0,,-19150000000.0,,616058000000.0,,5946886000000.0,28916000000.0,1352284000000.0,924130000000.0,,,,-88405000000.0,1822876000000.0,1003581000.0,,,,,,,135545000000.0,-2011684000000.0,,,,,,,,,,82688000000.0,134479000000.0,,-134830000000.0,-158968000000.0,,270018000000.0,2102075000000.0,,,,,,,-158.4,452306000000.0,,,173854000000.0,,122899000000.0,,,1262557000000.0,,,,,630565000000.0,,6162049000000.0,,261142000000.0,,,,-12827000000.0,,,355674000000.0,659446000000.0,,,,,,363114000000.0,,,-12603000000.0,,1003581000.0,,,,82717000000.0,,719020000000.0,,1417766000000.0,0.0,,,801708000000.0,,,,,,9273007000000.0,,,,1124385000000.0,,,-240094000000.0,191404000000.0,,,741602000000.0,10242039000000.0,46074000000.0,,-158968000000.0,,,12916000000000.0,111079000000.0,,,,,,,,,,,,,,,
1333152000,2949925000000.0,668078000000.0,,-382549000000.0,,,1316293000000.0,,1375887000000.0,172192000000.0,-2018927000000.0,206694000000.0,,,3754962000000.0,-598642000000.0,,,,,150055000000.0,260410000000.0,,-842093000000.0,0.0,1831921000000.0,63396000000.0,,-119836000000.0,203728000000.0,23809000000.0,348000000.0,894576000000.0,-275718000000.0,,315239000000.0,-456660000000.0,,2224303000000.0,2028891000000.0,-435841000000.0,-138201000000.0,759482000000.0,,,6493212000000.0,,-243968000000.0,36833000000.0,2106765000000.0,-486000000.0,9540705000000.0,,,136990000000.0,3754962000000.0,4529981000000.0,15859000000.0,10785546000000.0,455.03,354674000000.0,,-15156000000.0,0.0,680913000000.0,-56276000000.0,6255565000000.0,240432000000.0,1084462000000.0,930998000000.0,29778000000.0,,455.03,-109935000000.0,1600426000000.0,,,,-25078000000.0,,,1014412000000.0,97841000000.0,-2018927000000.0,-398425000000.0,4386447000000.0,1169041000000.0,-71843000000.0,-456660000000.0,567631000000.0,,,,92868000000.0,235748000000.0,-882886000000.0,-240918000000.0,-255213000000.0,,240978000000.0,2224303000000.0,2028891000000.0,133720000000.0,,,284499000000.0,762226000000.0,,576758000000.0,1084462000000.0,1952000000.0,1042968000000.0,4529981000000.0,63396000000.0,576758000000.0,13295667000000.0,1844394000000.0,257336000000.0,319594000000.0,,707052000000.0,762226000000.0,202044000000.0,6319476000000.0,,284499000000.0,,-1056171000000.0,1003578000.0,-31037000000.0,0.0,,354674000000.0,707052000000.0,503699000000.0,-7580000000.0,1575489000000.0,,680913000000.0,503699000000.0,930998000000.0,-842093000000.0,30000000.0,,,519539000000.0,6255565000000.0,1831921000000.0,75311000000.0,,801708000000.0,1003578000.0,1575489000000.0,0.0,894576000000.0,,894576000000.0,995890000000.0,,790472000000.0,,,9540705000000.0,,,,410361000000.0,2949925000000.0,894576000000.0,-301575000000.0,-510666000000.0,28955000000.0,,398030000000.0,10785546000000.0,125813000000.0,-83186000000.0,-255213000000.0,,6319476000000.0,13295667000000.0,99539000000.0,,1690622000000.0,,,,,,,,,,,,,
1341014400,2936094000000.0,,,,48561000000.0,,,,,97083000000.0,,,,,,162020000000.0,,,,,-216751000000.0,7076000000.0,,-919166000000.0,0.0,1659760000000.0,,-24.55,,,915000000.0,409000000.0,658094000000.0,-263224000000.0,,,,,,1927594000000.0,102027000000.0,,,,,,,508770000000.0,-119612000000.0,,9413000000.0,,,,,3513931000000.0,4354554000000.0,49797000000.0,,,346750000000.0,,-101449000000.0,,657717000000.0,,6358817000000.0,20002000000.0,1059820000000.0,922527000000.0,,,,-77310000000.0,1515183000000.0,1003572000.0,,,,,,,78298000000.0,-2013567000000.0,,,,,,,,,,-236482000000.0,-25561000000.0,,-10589000000.0,-24641000000.0,,3514657000000.0,2210369000000.0,,,,,,,-24.55,554754000000.0,,,957339000000.0,,,,,1006413000000.0,,,,,785530000000.0,,6502615000000.0,,296039000000.0,,,,-150754000000.0,,,346750000000.0,792560000000.0,,,,,,476391000000.0,,,-12600000000.0,,1003572000.0,,,,85051000000.0,,894576000000.0,,1315811000000.0,0.0,,,658094000000.0,,,,,,9617054000000.0,,,,435864000000.0,,,-291807000000.0,7563000000.0,,,618575000000.0,10713371000000.0,-102871000000.0,,-24641000000.0,,,13130985000000.0,-4229000000.0,,,,,,,,,,,,,,,
1348963200,2921705000000.0,,,,59927000000.0,,,,,102586000000.0,,,,,,228204000000.0,,,,,-38554000000.0,-3171000000.0,,-910113000000.0,0.0,1628849000000.0,,-15.41,,,-27689000000.0,355000000.0,588827000000.0,-207602000000.0,,,,,,1875346000000.0,388217000000.0,,,,,,,559663000000.0,-39844000000.0,,19650000000.0,,,,,3471637000000.0,4345314000000.0,-6521000000.0,,,331459000000.0,,-125736000000.0,,634395000000.0,,6578093000000.0,22008000000.0,1031804000000.0,910433000000.0,,,,-74004000000.0,1604659000000.0,1003591000.0,,,,,,,69676000000.0,-2011272000000.0,,,,,,,,,,-36933000000.0,74998000000.0,,-2358000000.0,-15470000000.0,,3599538000000.0,432023000000.0,,,,,,,-15.41,579219000000.0,,,998889000000.0,,,,,1044996000000.0,,,,,871424000000.0,,6704926000000.0,,302677000000.0,1819396000000.0,,,-7362000000.0,,,331459000000.0,838102000000.0,,,,,,470965000000.0,,,112000000.0,,1003591000.0,,,,164177000000.0,,658094000000.0,,1223222000000.0,0.0,,,588827000000.0,,,,,,9782391000000.0,,,,405119000000.0,,,-270232000000.0,204390000000.0,,,567828000000.0,10923407000000.0,994000000.0,,-15470000000.0,,,13254028000000.0,-58815000000.0,,,,,,,,,,,,,,,
1356912000,2914366000000.0,,,,,,,,,98004000000.0,,,,,,46789000000.0,,,,,62615000000.0,2832000000.0,,-762249000000.0,0.0,1667194000000.0,,-10.72,,,3052000000.0,231000000.0,698029000000.0,-250194000000.0,,,,,,2012168000000.0,36786000000.0,,,,-67452000000.0,,,434458000000.0,123399000000.0,,29430000000.0,,,,,3720145000000.0,4543098000000.0,134998000000.0,,,388687000000.0,,-8259000000.0,,658250000000.0,,6836538000000.0,25907000000.0,1021026000000.0,911267000000.0,,,,-84988000000.0,1947980000000.0,1003594000.0,,,,,,,138600000000.0,-2003099000000.0,,,,,,,,,,76868000000.0,170916000000.0,,3523000000.0,-10763000000.0,,5287107000000.0,478323000000.0,,,,,,,-10.72,626150000000.0,,,923609000000.0,,1033596000000.0,,,1513522000000.0,,,,,942592000000.0,,6954144000000.0,,292913000000.0,1868439000000.0,,,-12692000000.0,,,387669000000.0,769582000000.0,,,,,,503946000000.0,,,-12584000000.0,,1003594000.0,,,,-7007000000.0,,588827000000.0,,1356279000000.0,0.0,,,698029000000.0,,,,,-113783000000.0,10140900000000.0,,,,444494000000.0,,,-275543000000.0,7356000000.0,,,594746000000.0,11379636000000.0,85928000000.0,,-10763000000.0,,,13861045000000.0,200394000000.0,,,,,,,,,,,,,,,
1364688000,2892357000000.0,641888000000.0,,-326490000000.0,,,1222407000000.0,,1457626000000.0,180991000000.0,-2030807000000.0,65771000000.0,,55712000000.0,3646533000000.0,-84891000000.0,,,,,312642000000.0,59034000000.0,,-641513000000.0,0.0,1669355000000.0,1097253000000.0,,-68215000000.0,154304000000.0,6882000000.0,237000000.0,826361000000.0,15740000000.0,,141505000000.0,43034000000.0,,469024000000.0,2197766000000.0,281347000000.0,-326164000000.0,26657000000.0,,-83440000000.0,6800851000000.0,,320694000000.0,93044000000.0,1459455000000.0,187188000000.0,10559759000000.0,,,155022000000.0,3646533000000.0,4315089000000.0,-198218000000.0,11525114000000.0,42.569931,390730000000.0,,-90720000000.0,0.0,697597000000.0,119952000000.0,7210025000000.0,73588000000.0,1102297000000.0,861550000000.0,56987000000.0,,42.569931,-90188000000.0,1733029000000.0,,,,-25057000000.0,,1857448000000.0,894576000000.0,-203393000000.0,-2030807000000.0,104176000000.0,5341396000000.0,244182000000.0,0.0,43034000000.0,478664000000.0,75080000000.0,,,128332000000.0,261159000000.0,-705280000000.0,113600000000.0,93908000000.0,,5583132000000.0,469024000000.0,2197766000000.0,-19944000000.0,,,373999000000.0,938428000000.0,,643243000000.0,1102297000000.0,1232000000.0,776492000000.0,4315089000000.0,1097253000000.0,643243000000.0,14206292000000.0,1412335000000.0,83181000000.0,330554000000.0,,710054000000.0,938428000000.0,776492000000.0,7317125000000.0,,373999000000.0,1857448000000.0,-1139128000000.0,1010901336.0,267515000000.0,0.0,,405585000000.0,710054000000.0,527507000000.0,13303000000.0,1523958000000.0,,697597000000.0,527507000000.0,861550000000.0,-641513000000.0,15000000.0,,,481512000000.0,7210025000000.0,1669355000000.0,88333000000.0,-206621000000.0,698029000000.0,1010901336.0,1523958000000.0,0.0,826361000000.0,,826361000000.0,602892000000.0,,237048000000.0,,186439000000.0,10559759000000.0,,,,244182000000.0,2892357000000.0,826361000000.0,-301546000000.0,5826000000.0,-16840000000.0,,641888000000.0,11525114000000.0,170971000000.0,245681000000.0,93908000000.0,,7317125000000.0,14206292000000.0,16954000000.0,,5583132000000.0,,,,,,,,,,,,,
1372550400,2894373000000.0,,,,72155000000.0,,,,,169524000000.0,,,,,,36782000000.0,,,,,-240893000000.0,-4381000000.0,,-586924000000.0,0.0,1794419000000.0,,3.44,,,13567000000.0,374000000.0,801191000000.0,-41664000000.0,,,,,,2256243000000.0,134079000000.0,,,,162054000000.0,,,409102000000.0,-113680000000.0,,46253000000.0,,,,,3986730000000.0,4650971000000.0,35205000000.0,,,384993000000.0,,-33304000000.0,,722582000000.0,,7334238000000.0,26740000000.0,1105778000000.0,865564000000.0,,,,-62926000000.0,1712712000000.0,1167836000.0,,,,,,,120701000000.0,-2028809000000.0,,,,,,,,,,-25170000000.0,-131669000000.0,,19513000000.0,3480000000.0,,5688618000000.0,473087000000.0,,,,,,,2.98,668368000000.0,,,856413000000.0,,1046968000000.0,,,1303610000000.0,,,,,950487000000.0,,7404070000000.0,,377546000000.0,1849091000000.0,,,12540000000.0,,,372320000000.0,841199000000.0,,,,,,539493000000.0,,,-12679000000.0,,1010916000.0,,,,80870000000.0,,826361000000.0,,1523773000000.0,0.0,,,801191000000.0,,,,,-51916000000.0,10739321000000.0,,,,462219000000.0,,,-246487000000.0,6956000000.0,,,681391000000.0,11985209000000.0,-194595000000.0,,3480000000.0,,,14726051000000.0,-9217000000.0,,,,,,,,,,,,,,,
