,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,trailingEndCashPosition,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,annualNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,annualTotalAssets,annualOtherNonCashItems,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCommonStockIssuance,annualAccountsReceivable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyChangeInInventory,annualOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualNetPPE,annualBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualGrossProfit,quarterlyDilutedAverageShares,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlySaleOfInvestment,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOperatingExpense,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualDilutedAverageShares,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInInventory,annualDilutedEPS,trailingStockBasedCompensation,quarterlyStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingChangeInWorkingCapital,annualInterestExpense,annualGoodwill,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualTotalRevenue,annualCapitalStock,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
1143763200,,,,39102000.0,,,,81152000.0,4133000.0,,,9687000.0,72885000.0,,,,,,,,4813000.0,,,,76400000.0,,63952000.0,1899000.0,,,,,,111987000.0,,366000.0,,,,2405000.0,186472000.0,105320000.0,,,,,,,27663000.0,366000.0,366000.0,,,,,,9000.0,,26354000.0,,,,22468000.0,,60681000.0,74485000.0,,0.0,,4429000.0,,,,,43250000.0,-2446000.0,1972000.0,,231000.0,,,37188000.0,,15719000.0,13820000.0,0.01,6829000.0,277000.0,,,,,37188000.0,,,,37188000.0,,,,64772000.0,,645000.0,,,36000000.0,,84505000.0,,588000.0,222000.0,,,,1542000.0,,,5022000.0,-2503000.0,-1274000.0,,4906000.0,-174709000.0,,11480000.0,,,,-29000.0,,,,0.01,,,,,259214000.0,,,,1188000.0,,,4908000.0,,,1180000.0,,-1170000.0,,,,,,,0.0,,,7726000.0,-9282000.0,,,,,,11000.0,,,,6032000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,,,52319000.0,,,,71625000.0,5049000.0,,,11817000.0,126074000.0,,,,,,,,1664000.0,,,,87231000.0,,78725000.0,1534000.0,,,,,,178393000.0,,-3149000.0,,,,-874000.0,320791000.0,249166000.0,,,,,,,29793000.0,-3149000.0,-3149000.0,,,,,,151000.0,,29806000.0,,,,35607000.0,,68831000.0,142398000.0,,-79924000.0,,72580000.0,,,,,94000000.0,-82855000.0,2281000.0,,-4760000.0,,,5731000.0,,18400000.0,16866000.0,-0.04,16517000.0,-2027000.0,,,,,5731000.0,,,,5731000.0,,,,78725000.0,,808000.0,,,37188000.0,,136507000.0,,-4986000.0,-1837000.0,,,,1760000.0,,,5015000.0,-3093000.0,49179000.0,,3965000.0,-176462000.0,,36114000.0,,,,-1574000.0,,,,-0.04,,,,,312969000.0,,,,-31457000.0,,,2219000.0,,,-1965000.0,,-584000.0,,,,,,,0.0,,,17498000.0,-9152000.0,,,,,,10000.0,,,,6583000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,52683000.0,410000.0,,,71291000.0,5682000.0,,,12424000.0,117061000.0,,,,,,,,6287000.0,,,,115229000.0,,90050000.0,4362000.0,,,,,,169744000.0,,1801000.0,,,,5584000.0,316604000.0,245313000.0,,,,,,,25560000.0,1801000.0,1801000.0,,,,,,307000.0,,32866000.0,,,,35046000.0,,92761000.0,146860000.0,,0.0,,72221000.0,,,,,88750000.0,-2471000.0,2751000.0,,138000.0,,,6151000.0,,22468000.0,18106000.0,0.02,14356000.0,883000.0,,,,,6151000.0,,,,6151000.0,,,,90050000.0,,809000.0,,,5731000.0,,134440000.0,,2478000.0,677000.0,,,,2022000.0,,,5009000.0,-2628000.0,-5321000.0,,3770000.0,-180157000.0,,34882000.0,,,,-73000.0,,,,0.02,,,,,314597000.0,,,,420000.0,,,8212000.0,,,409000.0,,-71000.0,,,,,,,0.0,,,14808000.0,-9747000.0,,,,,,8000.0,,,,10044000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,17471000.0,,,56796000.0,360000.0,-11733000.0,,74661000.0,5822000.0,112685000.0,,11721000.0,112685000.0,5281000.0,2266000.0,169481000.0,-526000.0,,5036000.0,,12376000.0,19239000.0,0.0,5281000.0,128130000.0,5107000.0,,11444000.0,,,,,5004000.0,169481000.0,,6089000.0,,7373000.0,17032000.0,9917000.0,320806000.0,246145000.0,,321416000.0,5107000.0,6683000.0,45649000.0,,34685000.0,6089000.0,6089000.0,,320806000.0,4157000.0,74661000.0,151325000.0,5036000.0,78000000.0,34319000.0,56796000.0,20686000.0,,42381000.0,,99143000.0,151325000.0,12376000.0,0.0,34319000.0,71856000.0,5107000.0,,72957143.0,,78000000.0,-3455000.0,,,-291000.0,29000.0,42381000.0,5281000.0,,28987000.0,17543000.0,,14562000.0,1734000.0,-4682000.0,,28832000.0,246145000.0,5281000.0,,132149000.0,0.07,5281000.0,5281000.0,33657000.0,85574000.0,,,809000.0,,31676000.0,6151000.0,39925000.0,132149000.0,,9293000.0,3204000.0,316210000.0,,,1860000.0,,867000.0,5004000.0,-3576000.0,-10908000.0,,6683000.0,-184061000.0,,33657000.0,,,36000000.0,-153000.0,,34685000.0,,,,,,-11800000.0,316210000.0,,,66335000.0,-870000.0,-184061000.0,-3929000.0,13493000.0,,-91227000.0,-150000.0,,-2104000.0,,,,,72957143.0,,2000.0,,,17471000.0,-11733000.0,,0.07,,,-1829000.0,0.0,-30719000.0,14562000.0,,17266000.0,2000.0,,7184000.0,71856000.0,,,,406990000.0,809000.0,,,,,,,,,,,,,,,,,
1175299200,,,,60481000.0,540000.0,,,80771000.0,5744000.0,,,12581000.0,101628000.0,,,,,,,,22097000.0,,,,138612000.0,,79833333.0,17043000.0,,,,,,162109000.0,,9580000.0,,,,11770000.0,323608000.0,242837000.0,,,,,,,35378000.0,9580000.0,9580000.0,,,,,,3861000.0,,39091000.0,,,,44616000.0,,103244000.0,161499000.0,,0.0,,71856000.0,,,,,66250000.0,-2328000.0,,,-429000.0,,,5271000.0,,35368000.0,18325000.0,0.12,18248000.0,-2582000.0,,,,,5271000.0,,,,5271000.0,,,,79833333.0,,809000.0,,,5281000.0,,130015000.0,,14981000.0,5401000.0,,,,1633000.0,,,5000000.0,-2385000.0,-11837000.0,,6603000.0,-187841000.0,,32440000.0,,,,-170000.0,,,,0.12,,,,,317856000.0,,,,-10000.0,,,14155000.0,,,-151000.0,,-1519000.0,,,,,,,0.0,,,16390000.0,-11635000.0,,,,,,87000.0,,,,22787000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,,,62737000.0,465000.0,,,89807000.0,5795000.0,,,14295000.0,94671000.0,,,,,,,,31578000.0,,,,159425000.0,,79016667.0,17410000.0,,,,,,157408000.0,,9482000.0,,,,8470000.0,329503000.0,239696000.0,,,,,,,36171000.0,9482000.0,9482000.0,,,,,,5859000.0,,35998000.0,,,,49323000.0,,121925000.0,172095000.0,,0.0,,71856000.0,,,,,58500000.0,-3311000.0,,,-102000.0,,,6161000.0,,37500000.0,20090000.0,0.12,19552000.0,-3175000.0,,,,,6161000.0,,,,6161000.0,,,,79016667.0,,811000.0,,,5271000.0,,128724000.0,,15982000.0,6500000.0,,,,1326000.0,,,5000000.0,-3357000.0,-7626000.0,,6642000.0,-191248000.0,,31223000.0,,,,-31000.0,,,,0.12,,,,,319972000.0,,,,890000.0,,,11827000.0,,,-4463000.0,,525000.0,,,,,,,0.0,,,21739000.0,-11002000.0,,,,,,155000.0,,,,23205000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,,,73501000.0,110000.0,,,102568000.0,5647000.0,,,14285000.0,82434000.0,,,,,,,,43679000.0,,,,171831000.0,,80666667.0,21010000.0,,,,,,155935000.0,,12100000.0,,,,8986000.0,339466000.0,236898000.0,,,,,,,31113000.0,12100000.0,12100000.0,,,,,,12776000.0,,45262000.0,,,,54582000.0,,130889000.0,183531000.0,,-239000.0,,71856000.0,,,,,49750000.0,-4677000.0,1571000.0,,-105000.0,,,5873000.0,,40942000.0,19932000.0,0.15,20623000.0,-3438000.0,,,,,5873000.0,,,,5873000.0,,,,80666667.0,,815000.0,,,6161000.0,,128675000.0,,19739000.0,7639000.0,,,,1166000.0,,,5000000.0,-4466000.0,-9063000.0,,6128000.0,-195156000.0,,30239000.0,,,,-566000.0,,,,0.15,,,,,323831000.0,,,,-288000.0,,,13452000.0,,,-7479000.0,,3012000.0,,,,,,,0.0,,,23239000.0,-11348000.0,,,,,,253000.0,,,,26657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,24879000.0,,,80708000.0,120000.0,-8598000.0,,115093000.0,6028000.0,69646000.0,,16838000.0,69646000.0,16335000.0,29499000.0,150354000.0,-9886000.0,,8417000.0,,58050000.0,80647000.0,0.0,16335000.0,175445000.0,45533000.0,,25184000.0,,,,,6250000.0,150354000.0,,14371000.0,,75032000.0,49893000.0,20667000.0,351338000.0,236245000.0,,483453000.0,45533000.0,6667000.0,57999000.0,,27225000.0,14371000.0,14371000.0,,351338000.0,1235000.0,115093000.0,200984000.0,8417000.0,37500000.0,49579000.0,80708000.0,23214000.0,,59401000.0,,127395000.0,200984000.0,58050000.0,239000.0,49579000.0,71856000.0,45533000.0,,81308929.0,,37500000.0,-5281000.0,4921000.0,,66000.0,517000.0,59401000.0,16335000.0,,48050000.0,22866000.0,,22481000.0,1467000.0,-570000.0,,65707000.0,236245000.0,16335000.0,,128685000.0,0.56,16335000.0,16335000.0,29037000.0,161860000.0,,,815000.0,,-39056000.0,5873000.0,103861000.0,128685000.0,,24330000.0,9959000.0,327842000.0,,,920000.0,,-7728000.0,6250000.0,-5606000.0,-10530000.0,,6667000.0,-199157000.0,,29037000.0,,,5281000.0,448000.0,,27225000.0,,,,,,-15814000.0,327842000.0,,,81213000.0,10462000.0,-199157000.0,5616000.0,26273000.0,,-15597000.0,2207000.0,,3598000.0,,,4921000.0,,81308929.0,,0.0,,,24879000.0,-8598000.0,,0.56,,,-319000.0,22000.0,11054000.0,22481000.0,,31212000.0,0.0,,5045000.0,71856000.0,,,,645313000.0,815000.0,,,,,,,,,,,,,,,,,
1206921600,,,,80708000.0,342000.0,,,135898000.0,5792000.0,,,14701000.0,66828000.0,,,,,,,,79511000.0,,,,201956000.0,,81097000.0,35167000.0,,,,,,147536000.0,,21461000.0,,,,23033000.0,370543000.0,234645000.0,,,,,,,28833000.0,21461000.0,21461000.0,,,,,,5829000.0,,48799000.0,,,,58518000.0,,146296000.0,223007000.0,,0.0,,71856000.0,,,,,37500000.0,-4074000.0,495000.0,,167000.0,,,38881000.0,,55660000.0,20493000.0,0.26,27959000.0,-6479000.0,,,,,38881000.0,,,,38881000.0,,,,82088000.0,,817000.0,,,16335000.0,,128703000.0,,34489000.0,13028000.0,,,,845000.0,,,5000000.0,-4708000.0,-1121000.0,,6256000.0,-199157000.0,,27830000.0,,,,1000.0,,,,0.26,,,,,327860000.0,,,,22546000.0,,,27741000.0,,,881000.0,,-702000.0,,,,,,,0.0,,,26909000.0,-9288000.0,,,,,,128000.0,,,,40959000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,,,75139000.0,180000.0,,,151992000.0,5845000.0,,,13980000.0,64611000.0,,,,,,,,103590000.0,,,,220858000.0,,81326000.0,39735000.0,,,,,,139750000.0,,24079000.0,,,,5409000.0,389262000.0,237270000.0,,,,,,,26019000.0,24079000.0,24079000.0,,,,,,7559000.0,,39648000.0,,,,65078000.0,,161298000.0,249512000.0,,0.0,,71856000.0,,,,,36250000.0,-8673000.0,2342000.0,,133000.0,,,44596000.0,,59560000.0,19825000.0,0.29,30300000.0,-4147000.0,,,,,44596000.0,,,,44596000.0,,,,82178000.0,,822000.0,,,38881000.0,,132698000.0,,39093000.0,15014000.0,,,,775000.0,,,5000000.0,-8756000.0,223000.0,,6092000.0,-206059000.0,,26624000.0,,,,1326000.0,,,,0.3,,,,,338757000.0,,,,5715000.0,,,14165000.0,,,-17981000.0,,2021000.0,,,,,,,0.0,,,30491000.0,-8361000.0,,,,,,147000.0,,,,45580000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,,,81956000.0,150000.0,,,157195000.0,5799000.0,,,15371000.0,58762000.0,,,,,,,,126584000.0,,,,236227000.0,,81516000.0,37312000.0,,,,,,140718000.0,,22994000.0,,,,17140000.0,413274000.0,256079000.0,,,,,,,19390000.0,22994000.0,22994000.0,,,,,,6796000.0,,45221000.0,,,,72142000.0,,177745000.0,272556000.0,,-17440000.0,,80063000.0,,,,,35000000.0,-24844000.0,4372000.0,,97000.0,,,43214000.0,,58482000.0,21170000.0,0.28,29623000.0,1943000.0,,,,,43214000.0,,,,43214000.0,,,,82185000.0,,822000.0,,,44596000.0,,138993000.0,,36695000.0,13701000.0,,,,714000.0,,,5000000.0,-7568000.0,-1246000.0,,6177000.0,-207865000.0,,30846000.0,,,,-24000.0,,,,0.28,,,,,346858000.0,,,,-1382000.0,,,24708000.0,,,-5233000.0,,1060000.0,,,,,,,0.0,,,31735000.0,-8303000.0,,,,,,28000.0,,,,43111000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,16243000.0,,,71023000.0,22826000.0,-29850000.0,,138469000.0,6997000.0,86774000.0,,15709000.0,86774000.0,50814000.0,35354000.0,157797000.0,2026000.0,,6696000.0,,112555000.0,92676000.0,0.0,50814000.0,148451000.0,54562000.0,,-19538000.0,,,,,5000000.0,157797000.0,,-13972000.0,,89916000.0,54335000.0,8753000.0,394375000.0,255906000.0,,614708000.0,54562000.0,6623000.0,59761000.0,,54274000.0,-13972000.0,-13972000.0,,394375000.0,23498000.0,138469000.0,236578000.0,6696000.0,32500000.0,49780000.0,71023000.0,24433000.0,,40424000.0,,129369000.0,236578000.0,112555000.0,0.0,49780000.0,61133000.0,54562000.0,,81387000.0,,32500000.0,-14799000.0,,,-16053000.0,303000.0,40424000.0,50814000.0,,19082000.0,38620000.0,,22182000.0,8285000.0,-15656000.0,,91950000.0,255906000.0,50814000.0,,143291000.0,0.67,50814000.0,50814000.0,35982000.0,192784000.0,,,822000.0,,-5081000.0,43214000.0,117109000.0,143291000.0,,-20361000.0,-6389000.0,354597000.0,,,684000.0,,-398000.0,5000000.0,-16583000.0,-2937000.0,,6623000.0,-211306000.0,,35982000.0,,,16335000.0,-437000.0,,54274000.0,,,,,,-37615000.0,354597000.0,,,100108000.0,7600000.0,-211306000.0,-12428000.0,25336000.0,,-52390000.0,24359000.0,,-14807000.0,,,,,82157000.0,,0.0,,,16243000.0,-29850000.0,,0.66,,,866000.0,0.0,34479000.0,22182000.0,,-12541000.0,0.0,,3018000.0,61133000.0,,,,807492000.0,822000.0,,,,,,,,,,,,,,,,,
1238457600,,,,59496000.0,304000.0,,,122541000.0,5937000.0,,,14757000.0,85528000.0,,,,,,,,117365000.0,,,,133000000.0,,81896000.0,8763000.0,,,,,,145024000.0,,4810000.0,,,,1228000.0,388279000.0,265738000.0,,,,,,,54278000.0,4810000.0,4810000.0,,,,,,6926000.0,,37321000.0,,,,41337000.0,,103543000.0,243255000.0,,0.0,,66958000.0,,,,,31250000.0,-18573000.0,,,-237000.0,,,38178000.0,,29457000.0,20694000.0,0.06,18142000.0,,,,,,38178000.0,,,,38178000.0,,,,82082000.0,,826000.0,-1250000.0,,50814000.0,,147692000.0,-12500000.0,7868000.0,3058000.0,,-913000.0,,658000.0,,,5000000.0,-6149000.0,-1440000.0,,6840000.0,-214289000.0,,38372000.0,,,,-190000.0,,,,0.06,,,,,361981000.0,,,,-12636000.0,,,7377000.0,,,-7005000.0,,3227000.0,,,,,,,0.0,,,17175000.0,-29042000.0,,,,304000.0,,0.0,,,,14463000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,,66290000.0,159000.0,,,144972000.0,6223000.0,,,15446000.0,84117000.0,,,,,,,,129064000.0,,,,155298000.0,,82220000.0,20276000.0,,,,,,150407000.0,,11699000.0,,,,20760000.0,406011000.0,261039000.0,,,,,,,54117000.0,11699000.0,11699000.0,,,,,,8195000.0,,42128000.0,,,,46404000.0,,113353000.0,255604000.0,,0.0,,66958000.0,,,,,30000000.0,-4063000.0,,,-218000.0,,,57786000.0,,41945000.0,21669000.0,0.14,20073000.0,,,,,,57786000.0,,,,57786000.0,,,,82560000.0,,826000.0,-1250000.0,,38178000.0,,146477000.0,0.0,19274000.0,7575000.0,,-5067000.0,,784000.0,,,5000000.0,-4145000.0,-1234000.0,,6867000.0,-218723000.0,,37397000.0,,,,5000.0,,,,0.14,,,,,365200000.0,,,,19608000.0,,,24905000.0,,,4797000.0,,1997000.0,,,,,,,0.0,,,19162000.0,-28190000.0,,,,159000.0,,11000.0,,,,26281000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,,70696000.0,152000.0,,,155062000.0,6027000.0,,,15240000.0,69109000.0,,,,,,,,145137000.0,,,,159936000.0,,82227000.0,25396000.0,,,,,,139805000.0,,16073000.0,,,,13453000.0,412004000.0,256942000.0,,,,,,,36084000.0,16073000.0,16073000.0,,,,,,7233000.0,,45132000.0,,,,44582000.0,,113273000.0,272199000.0,,0.0,,69458000.0,,,,,28750000.0,-2234000.0,4275000.0,,137000.0,,,70674000.0,,46663000.0,21267000.0,0.19,20436000.0,507000.0,,,,,70674000.0,,,,70674000.0,,,,82578000.0,,826000.0,-1250000.0,,57786000.0,,144016000.0,0.0,24819000.0,8746000.0,,1822000.0,,714000.0,,,5000000.0,-3849000.0,-2180000.0,,7031000.0,-219707000.0,,36437000.0,,,,-930000.0,,,,0.2,,,,,363723000.0,,,,12888000.0,,,17302000.0,,,-261000.0,,7069000.0,,,,,,,0.0,,,20564000.0,-27364000.0,,,,152000.0,,0.0,,,,31560000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,18746000.0,,,71277000.0,153000.0,-23782000.0,,146377000.0,7039000.0,70017000.0,,16087000.0,70017000.0,68182000.0,25089000.0,141294000.0,9018000.0,,5348000.0,,154345000.0,70939000.0,0.0,68182000.0,149572000.0,41790000.0,,16504000.0,,,,,5009000.0,141294000.0,,9208000.0,,66879000.0,55548000.0,20107000.0,426171000.0,279794000.0,,440111000.0,41790000.0,8429000.0,61530000.0,,36143000.0,9208000.0,9208000.0,,426171000.0,768000.0,146377000.0,284877000.0,5348000.0,27539000.0,47522000.0,71277000.0,25226000.0,,45572000.0,,109942000.0,284877000.0,154345000.0,0.0,47522000.0,79085000.0,41790000.0,,82142000.0,,27539000.0,-30842000.0,6335000.0,,-637000.0,11000.0,45572000.0,68182000.0,,39630000.0,23126000.0,,19057000.0,3014000.0,-955000.0,,79186000.0,279794000.0,68182000.0,,151982000.0,0.51,68182000.0,68182000.0,40298000.0,157695000.0,,,826000.0,-1250000.0,-6106000.0,70674000.0,95210000.0,151982000.0,-21487000.0,14918000.0,5710000.0,375547000.0,-990000.0,,949000.0,,4286000.0,5009000.0,-9495000.0,-1252000.0,,8429000.0,-223565000.0,,40298000.0,-33987000.0,,50814000.0,-50000.0,,36143000.0,,,,,,-23638000.0,375547000.0,,,86756000.0,-2492000.0,-223565000.0,14652000.0,29602000.0,,-55712000.0,11487000.0,,2359000.0,,,6335000.0,,82475000.0,,0.0,-5148000.0,,18746000.0,-23782000.0,,0.51,,153000.0,-1165000.0,0.0,17368000.0,19057000.0,,22906000.0,0.0,,3105000.0,79085000.0,-5000000.0,,768000.0,597806000.0,826000.0,,,,,,,,,,,,,,,,,
1269993600,,,,70922000.0,451000.0,,,159686000.0,7024000.0,,,15765000.0,67667000.0,,,,,,,,165823000.0,,,,162782000.0,,82288000.0,19583000.0,,,,,,138589000.0,,11478000.0,,,,10003000.0,437047000.0,277361000.0,,,,,,,36227000.0,11478000.0,11478000.0,,,,,,6974000.0,,42349000.0,,,,47927000.0,,120410000.0,298458000.0,,0.0,,79085000.0,,,,,26287000.0,-4738000.0,5153000.0,,-534000.0,,,76718000.0,,42372000.0,22789000.0,0.14,20698000.0,-3383000.0,,,,,76718000.0,,,,76718000.0,,,,82670000.0,,829000.0,-1252000.0,,68182000.0,,150612000.0,0.0,18139000.0,6661000.0,,-2355000.0,,910000.0,,,5009000.0,-4779000.0,-1508000.0,,8309000.0,-228117000.0,,39355000.0,,,,-260000.0,,,,0.14,,,,,378729000.0,,,,8536000.0,,,14782000.0,,,-3932000.0,,-779000.0,,,,,,,0.0,,,23564000.0,-23411000.0,,,,545000.0,,4000.0,,,,26073000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,,69421000.0,426000.0,,,153998000.0,7206000.0,,,16237000.0,68590000.0,,,,,,,,177194000.0,,,,166210000.0,,82444000.0,18914000.0,,,,,,138011000.0,,11371000.0,,,,6196000.0,448383000.0,294385000.0,,,,,,,37958000.0,11371000.0,11371000.0,,,,,,7803000.0,,42758000.0,,,,46213000.0,,123853000.0,310372000.0,,0.0,,81745000.0,,,,,25035000.0,-20793000.0,5597000.0,,-448000.0,,,66486000.0,,42357000.0,23443000.0,0.14,24723000.0,-4607000.0,,,,,66486000.0,,,,66486000.0,,,,82827000.0,,829000.0,-1252000.0,,76718000.0,,158859000.0,-15284000.0,17577000.0,6206000.0,,1714000.0,,889000.0,,,5009000.0,-5612000.0,-1247000.0,,9185000.0,-233274000.0,,44596000.0,,,,2000.0,,,,0.14,,,,,392133000.0,,,,-10232000.0,,,11808000.0,,,-7939000.0,,470000.0,,,,,,,0.0,,,21654000.0,-22710000.0,,,,297000.0,,3000.0,,,,25672000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,74151000.0,1453000.0,,,165582000.0,7623000.0,,,16094000.0,65193000.0,,,,,,,,188576000.0,,,,168685000.0,,82452000.0,19318000.0,,,,,,139344000.0,,11382000.0,,,,14689000.0,461297000.0,295715000.0,,,,,,,35108000.0,11382000.0,11382000.0,,,,,,7154000.0,,46885000.0,,,,46482000.0,,125650000.0,321953000.0,,0.0,,84655000.0,,,,,23782000.0,-9753000.0,6303000.0,,-757000.0,,,77075000.0,,43035000.0,23717000.0,0.14,26570000.0,-1581000.0,,,,,77075000.0,,,,77075000.0,,,,82816000.0,,829000.0,-1253000.0,,66486000.0,,158761000.0,-2910000.0,17704000.0,6322000.0,,-269000.0,,857000.0,,,5009000.0,-6857000.0,-1204000.0,,8865000.0,-238149000.0,,43434000.0,,,,39000.0,,,,0.14,,,,,396910000.0,,,,10589000.0,,,21546000.0,,,1118000.0,,667000.0,,,,,,,0.0,,,22257000.0,-22335000.0,,,,1453000.0,,10000.0,,,,26184000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
