,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyCurrentLiabilities,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,quarterlySellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,trailingTotalRevenue,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyRetainedEarnings,annualOperatingIncome,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingIncome,trailingEndCashPosition,trailingPretaxIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCurrentDebt,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualCostOfRevenue,annualNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,trailingSaleOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,annualTotalAssets,annualOtherNonCashItems,annualCurrentAssets,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyInvestmentsAndAdvances,annualBasicAverageShares,annualSaleOfInvestment,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualCommonStockIssuance,annualAccountsReceivable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyInventory,quarterlyChangeInInventory,annualOtherIncomeExpense,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualNetPPE,annualBasicEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualGrossProfit,quarterlyDilutedAverageShares,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,annualGrossPPE,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlySaleOfInvestment,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOperatingExpense,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,annualInvestingCashFlow,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyDeferredIncomeTax,trailingPurchaseOfBusiness,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,annualDilutedAverageShares,trailingNetIncomeContinuousOperations,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInInventory,annualDilutedEPS,trailingStockBasedCompensation,quarterlyStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualOtherCurrentLiabilities,trailingChangeInWorkingCapital,annualInterestExpense,annualGoodwill,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualTotalRevenue,annualCapitalStock,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyChangeInAccountPayable,annualChangeInAccountPayable,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredRevenue,annualOtherShortTermInvestments,trailingBasicEPS
836092800,,,,53100000.0,-3700000.0,,,62900000.0,6500000.0,,,7500000.0,164400000.0,,,,,,,,29300000.0,,,,114300000.0,,15000000.0,9200000.0,,,,,,217500000.0,,3600000.0,,,,3900000.0,280400000.0,217500000.0,,,,,,,20400000.0,3600000.0,3600000.0,,,,,,7200000.0,,,,,,,,91100000.0,62900000.0,,2000000.0,,,,,,,114700000.0,-4200000.0,29300000.0,,0.0,,,0.0,,23200000.0,14000000.0,0.22,11800000.0,300000.0,,,,,9900000.0,,,,9900000.0,,,,16363636.0,,,,,0.0,,158000000.0,,6100000.0,2500000.0,,,,3100000.0,,,8000000.0,-6300000.0,-1900000.0,,11900000.0,-44400000.0,,47600000.0,,,,500000.0,,,,0.24,,,,,202400000.0,,,,4100000.0,,,10200000.0,,,4200000.0,,-500000.0,,,,,,,24800000.0,,,20300000.0,,,,,,,,,,,15700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,,70600000.0,500000.0,,,68600000.0,7000000.0,,,9300000.0,193800000.0,,,,,,,,28000000.0,,,,127200000.0,,16250000.0,9000000.0,,,,,,264400000.0,,-1300000.0,,,,7300000.0,326100000.0,257500000.0,,,,,,,22000000.0,-1300000.0,-1300000.0,,,,,,7100000.0,,,,,,,,101900000.0,61700000.0,,-2000000.0,,,,,,,143100000.0,-10900000.0,28700000.0,,-5900000.0,,,0.0,,25300000.0,16300000.0,-0.08,15300000.0,-1900000.0,,,,,12000000.0,,,,12000000.0,,,,16250000.0,,,,,0.0,,169400000.0,,0.0,1300000.0,,,,3100000.0,,,8600000.0,-6900000.0,-1300000.0,,4400000.0,-49900000.0,,83700000.0,,,,-400000.0,,,,-0.08,,,,,219300000.0,,,,2000000.0,,,14200000.0,,,7800000.0,,0.0,,,,,,,30000000.0,,,32000000.0,,,,,,,0.0,,,,16000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,27700000.0,,,77700000.0,1500000.0,,,69700000.0,8000000.0,187900000.0,,15000000.0,187900000.0,0.0,7300000.0,265600000.0,10100000.0,,8100000.0,,29400000.0,27500000.0,-2800000.0,13000000.0,137700000.0,7700000.0,,200000.0,,,,,15600000.0,265600000.0,,1400000.0,,15000000.0,17800000.0,700000.0,329600000.0,259900000.0,,395000000.0,7700000.0,4300000.0,38800000.0,,20400000.0,1400000.0,1400000.0,,329600000.0,800000.0,69700000.0,64000000.0,8100000.0,138200000.0,,77700000.0,27600000.0,,,,114500000.0,64000000.0,29400000.0,-700000.0,,,7700000.0,,16739130.0,,138200000.0,-10700000.0,29300000.0,,6400000.0,600000.0,,0.0,,23200000.0,23000000.0,,12600000.0,3900000.0,500000.0,,46400000.0,259900000.0,13000000.0,,175800000.0,0.46,13000000.0,13000000.0,79800000.0,93900000.0,,,,,-14200000.0,0.0,55100000.0,175800000.0,,2400000.0,1000000.0,231800000.0,,,4000000.0,,3700000.0,15600000.0,-10200000.0,800000.0,,4300000.0,-56000000.0,,79800000.0,,,11600000.0,500000.0,,20400000.0,,,,,,-28600000.0,231800000.0,,,66400000.0,1000000.0,-56000000.0,-100000.0,10900000.0,,-30900000.0,200000.0,,-300000.0,,,29300000.0,,16739130.0,,34400000.0,,,27700000.0,,,0.46,,,0.0,0.0,1300000.0,12600000.0,,8200000.0,34400000.0,,13000000.0,,,,,488900000.0,,,,,,,,,,,,,,,,,,
859766400,,,,66600000.0,-400000.0,,,55300000.0,8000000.0,,,11200000.0,184100000.0,,,,,,,,29800000.0,,,,125800000.0,,20000000.0,4200000.0,,,,,,250700000.0,,400000.0,,,,-4800000.0,315300000.0,260000000.0,,,,,,,23700000.0,400000.0,400000.0,,,,,,7100000.0,,,,,,,,102400000.0,64600000.0,,-2400000.0,,,,,,,132600000.0,-8400000.0,27800000.0,,100000.0,,,0.0,,23400000.0,19200000.0,0.02,17000000.0,-4700000.0,,,,,3400000.0,,,,3400000.0,,,,20000000.0,,,,,13000000.0,,175500000.0,,700000.0,300000.0,,,,3700000.0,,,18100000.0,-6100000.0,-2600000.0,,4000000.0,-62200000.0,,80500000.0,,,,0.0,,,,0.02,,,,,237700000.0,,,,-9600000.0,,,1300000.0,,,-6500000.0,,-200000.0,,,,,,,27900000.0,,,20600000.0,,,,,,,200000.0,,,,12200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,,59500000.0,4100000.0,,,59500000.0,8200000.0,,,7500000.0,186800000.0,,,,,,,,33600000.0,,,,128800000.0,,15200000.0,9800000.0,,,,,,246300000.0,,3800000.0,,,,12600000.0,314700000.0,255200000.0,,,,,,,24200000.0,3800000.0,3800000.0,,,,,,9200000.0,,,,,,,,103300000.0,68400000.0,,-1200000.0,,,,,,,135100000.0,-1400000.0,27500000.0,,100000.0,,,0.0,,25500000.0,15700000.0,0.23,11800000.0,3200000.0,,,,,6200000.0,,,,6200000.0,,,,16521739.0,,,,,0.0,,169900000.0,,6200000.0,2400000.0,,,,3700000.0,,,5100000.0,-4200000.0,-12500000.0,,5300000.0,-68400000.0,,80000000.0,,,,-1700000.0,,,,0.25,,,,,238300000.0,,,,2800000.0,,,16800000.0,,,1800000.0,,-500000.0,,,,,,,31500000.0,,,22900000.0,,,,,,,0.0,,,,18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,,52800000.0,,,,56600000.0,8300000.0,,,9600000.0,187500000.0,,,,,,,,33100000.0,,,,114500000.0,,16666667.0,2300000.0,,,,,,240300000.0,,-500000.0,,,,-7300000.0,308300000.0,251700000.0,,,,,,,24000000.0,-500000.0,-500000.0,,,,,,9700000.0,,,,,,,,94300000.0,68000000.0,,-100000.0,,,,,,,136600000.0,-4600000.0,26900000.0,,-100000.0,,,0.0,,20200000.0,17900000.0,-0.03,14500000.0,-3000000.0,,,,,1800000.0,,,,1800000.0,,,,16666667.0,,,,,0.0,,168200000.0,,-700000.0,-200000.0,,,,2900000.0,,,5100000.0,-6200000.0,1300000.0,,5300000.0,-74600000.0,,78200000.0,,,,-300000.0,,,,-0.03,,,,,242800000.0,,,,-4300000.0,,,-1100000.0,,,-4900000.0,,-900000.0,,,,,,,28300000.0,,,19400000.0,,,,,,,100000.0,,,,10600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,22400000.0,,,53800000.0,,,,57200000.0,9200000.0,189400000.0,,10300000.0,189400000.0,0.0,3000000.0,243200000.0,-7800000.0,,7800000.0,,34800000.0,21900000.0,-6900000.0,3000000.0,129300000.0,5400000.0,,5500000.0,,,,,5100000.0,243200000.0,,1700000.0,,8400000.0,500000.0,0.0,313000000.0,255800000.0,,404200000.0,5400000.0,5600000.0,38600000.0,,21400000.0,1700000.0,1700000.0,,313000000.0,-2000000.0,57200000.0,69800000.0,7800000.0,142200000.0,,53800000.0,33700000.0,,,,104300000.0,69800000.0,34800000.0,-3200000.0,,,5400000.0,,15428571.0,,142200000.0,-13000000.0,25800000.0,,300000.0,300000.0,,0.0,,25000000.0,19500000.0,,13900000.0,1300000.0,200000.0,,27100000.0,255800000.0,3000000.0,,170600000.0,0.35,3000000.0,3000000.0,79600000.0,94200000.0,,,,,-9800000.0,0.0,55600000.0,170600000.0,,2200000.0,500000.0,252200000.0,,,3600000.0,,-3200000.0,5100000.0,-10100000.0,4000000.0,,5600000.0,-81600000.0,,79600000.0,,,13000000.0,1000000.0,,21400000.0,,,,,,-26600000.0,252200000.0,,,72300000.0,1100000.0,-81600000.0,-1300000.0,10100000.0,,-27400000.0,1800000.0,,300000.0,,,25800000.0,,16363636.0,,26300000.0,,,22400000.0,,,0.33,,,-1000000.0,0.0,-10000000.0,13900000.0,,14700000.0,26300000.0,,13700000.0,,,,,498400000.0,,,,,,,,,,,,,,,,,,
891302400,,,,48500000.0,100000.0,,,47600000.0,9100000.0,,,10800000.0,185600000.0,,,,,,,,33400000.0,,,,108100000.0,,15555556.0,800000.0,,,,,,234100000.0,,-1400000.0,,,,5800000.0,302500000.0,254900000.0,,,,,,,22300000.0,-1400000.0,-1400000.0,,,,,,7400000.0,,,,,,,,87400000.0,68400000.0,,-400000.0,,,,,,,138200000.0,-6200000.0,25100000.0,,100000.0,,,0.0,,20700000.0,19900000.0,-0.09,12800000.0,2100000.0,,,,,3500000.0,,,,3500000.0,,,,15555556.0,,,,,3000000.0,,169200000.0,,-2200000.0,-800000.0,,,,3100000.0,,,5100000.0,-5900000.0,-4900000.0,,5200000.0,-88700000.0,,80500000.0,,,,-1000000.0,,,,-0.09,,,,,257900000.0,,,,500000.0,,,11700000.0,,,4800000.0,,-900000.0,,,,,,,25500000.0,,,17900000.0,,,,,,,100000.0,,,,9900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,,50900000.0,-300000.0,,,48300000.0,9300000.0,,,8700000.0,179400000.0,,,,,,,,30800000.0,,,,99300000.0,,15294118.0,-1100000.0,,,,,,230300000.0,,-2600000.0,,,,10200000.0,296100000.0,247800000.0,,,,,,,25900000.0,-2600000.0,-2600000.0,,,,,,10500000.0,,,,,,,,82400000.0,65800000.0,,-2400000.0,,,,,,,130800000.0,-5000000.0,22700000.0,,-400000.0,,,0.0,,16900000.0,18000000.0,-0.17,12600000.0,-3800000.0,,,,,3300000.0,,,,3300000.0,,,,15294118.0,,,,,0.0,,164400000.0,,-4300000.0,-1700000.0,,,,2700000.0,,,5100000.0,-2700000.0,-8200000.0,,4700000.0,-96000000.0,,78700000.0,,,,900000.0,,,,-0.17,,,,,260400000.0,,,,-200000.0,,,12900000.0,,,8100000.0,,-1600000.0,,,,,,,26200000.0,,,19600000.0,,,,,,,0.0,,,,8200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,,187800000.0,100000.0,,,48700000.0,9100000.0,,,10100000.0,41500000.0,,,,,,,,23900000.0,,,,89200000.0,,15681818.0,-7200000.0,,,,,,229300000.0,,-6900000.0,,,,-9500000.0,288200000.0,239500000.0,,,,,,,22900000.0,-6900000.0,-6900000.0,,,,,,9900000.0,,,,,,,,77100000.0,58900000.0,,2600000.0,,,,,,,,-200000.0,18600000.0,,-200000.0,,,0.0,,12100000.0,19300000.0,-0.44,13000000.0,-300000.0,,,,,3400000.0,,,,3400000.0,,,,15681818.0,,,,,0.0,,159900000.0,,-10400000.0,-3500000.0,,,,3000000.0,,,142600000.0,-3000000.0,6900000.0,,59200000.0,-103100000.0,,20400000.0,,,,-1600000.0,,,,-0.44,,,,,263000000.0,,,,100000.0,,,-6500000.0,,,-5200000.0,,-3600000.0,,,,,,,27900000.0,,,17300000.0,,,,,,,0.0,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,15500000.0,,,46100000.0,3600000.0,,,49200000.0,4900000.0,179200000.0,,3500000.0,179200000.0,0.0,-9300000.0,225300000.0,13300000.0,,8600000.0,,2700000.0,-12300000.0,-2300000.0,12300000.0,40400000.0,-16800000.0,,-4800000.0,,,,,7700000.0,225300000.0,,-21200000.0,,-26100000.0,10500000.0,4000000.0,263200000.0,214000000.0,,283800000.0,-32100000.0,25500000.0,33100000.0,,25000000.0,-21200000.0,-5900000.0,,263200000.0,3500000.0,49200000.0,37900000.0,8600000.0,140600000.0,,46100000.0,32400000.0,,,,36800000.0,37900000.0,2700000.0,-2100000.0,,,-32100000.0,,15582524.0,,140600000.0,-1800000.0,13600000.0,,-700000.0,100000.0,,0.0,,3600000.0,8400000.0,,11700000.0,2700000.0,-1400000.0,,25500000.0,214000000.0,12300000.0,,140100000.0,-2.06,12300000.0,12300000.0,48400000.0,53200000.0,,,,,-2900000.0,0.0,20100000.0,140100000.0,,-9200000.0,-3300000.0,240800000.0,,,3800000.0,,700000.0,7700000.0,-3400000.0,3300000.0,,25500000.0,-100700000.0,,48400000.0,,,2900000.0,1100000.0,,25000000.0,,,,,,-15000000.0,240800000.0,,,65500000.0,9000000.0,-100700000.0,-9300000.0,7400000.0,,-13200000.0,5600000.0,,-3200000.0,,,13600000.0,,15582524.0,,22900000.0,,,15500000.0,,,-2.06,,,-600000.0,0.0,9400000.0,11700000.0,,100000.0,22900000.0,,12500000.0,,,,,337000000.0,,,,,,,,,,,,,,,,,,
922838400,,,,38400000.0,200000.0,,,43200000.0,7800000.0,,,6900000.0,176900000.0,,,,,,,,-1800000.0,,,,69800000.0,,15517241.0,-2600000.0,,,,,,215300000.0,,-4500000.0,,,,-10700000.0,248700000.0,205500000.0,,,,,,,23600000.0,-4500000.0,-4200000.0,,,,,,12300000.0,,,,,,,,57700000.0,33400000.0,,0.0,,,,,,,139500000.0,300000.0,13800000.0,,-400000.0,,,0.0,,12100000.0,14700000.0,-0.29,9100000.0,-1100000.0,,,,,1600000.0,,,,1600000.0,,,,15517241.0,,,,,12300000.0,,133300000.0,,-6600000.0,-2400000.0,,,,3600000.0,,,8300000.0,-1100000.0,-1400000.0,,25200000.0,-106500000.0,,47000000.0,,,,-1000000.0,,,,-0.29,,,,,239800000.0,,,,-10700000.0,,,-9600000.0,,,-13300000.0,,100000.0,,,,,,,20600000.0,,,9500000.0,,,,,,,,,,,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,,40800000.0,-100000.0,,,37400000.0,8000000.0,,,5900000.0,146800000.0,,,,,,,,-6300000.0,,,,58200000.0,,15517241.0,-2800000.0,,,,,,187600000.0,,-4500000.0,,,,2100000.0,216600000.0,179200000.0,,,,,,,21900000.0,-4500000.0,-4500000.0,,,,,,13800000.0,,,,,,,,47100000.0,29000000.0,,-500000.0,,,,,,,115800000.0,17900000.0,9100000.0,,-400000.0,,,1600000.0,,11100000.0,13900000.0,-0.29,10300000.0,-300000.0,,,,,1600000.0,,,,1600000.0,,,,15517241.0,,200000.0,,,0.0,,128500000.0,,-7100000.0,-2600000.0,,,,3800000.0,,,11100000.0,-1400000.0,-21400000.0,,5200000.0,-112800000.0,,45500000.0,,,,-400000.0,,,,-0.29,,,,,241300000.0,,,,0.0,,,3500000.0,,,4800000.0,,-4600000.0,,,,,,,22000000.0,,,7700000.0,,,,,,,,,,,5200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,,44100000.0,,,,39000000.0,7900000.0,,,6600000.0,142100000.0,,,,,,,,-11500000.0,,,,63400000.0,,15757576.0,-3200000.0,,,,,,186200000.0,,-5200000.0,,,,2400000.0,210000000.0,171000000.0,,,,,,,21200000.0,-5200000.0,-5200000.0,,,,,,10900000.0,,,,,,,,52100000.0,23800000.0,,100000.0,,,,,,,114900000.0,-500000.0,6000000.0,,-2100000.0,,,2800000.0,,11300000.0,14500000.0,-0.33,8500000.0,2400000.0,,,,,2800000.0,,,,2800000.0,,,,15757576.0,,200000.0,,,1600000.0,,121300000.0,,-8700000.0,-3500000.0,,,,3300000.0,,,10100000.0,-1500000.0,-2300000.0,,5700000.0,-116700000.0,,44000000.0,,,,-400000.0,,,,-0.33,,,,,238000000.0,,,,1100000.0,,,3900000.0,,,3600000.0,,-3500000.0,,,,,,,23400000.0,,,10600000.0,,,,,,,,,,,4700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,11100000.0,,,42400000.0,,,,37100000.0,7800000.0,133500000.0,,7300000.0,133500000.0,1800000.0,-10000000.0,175900000.0,-4500000.0,,8700000.0,,-13300000.0,-12000000.0,-500000.0,1800000.0,67200000.0,-15700000.0,,-3200000.0,,,,,7800000.0,175900000.0,,-1900000.0,,-25700000.0,-9100000.0,-2900000.0,197800000.0,160700000.0,,212300000.0,-16000000.0,42100000.0,26800000.0,,19300000.0,-1900000.0,-1900000.0,,197800000.0,100000.0,37100000.0,21900000.0,8700000.0,110200000.0,,42400000.0,31500000.0,,,,55300000.0,21900000.0,-13300000.0,-100000.0,,,-16000000.0,,15533981.0,,110200000.0,4100000.0,4000000.0,,3200000.0,,,1800000.0,,11900000.0,15100000.0,,9600000.0,1100000.0,300000.0,,800000.0,160700000.0,1800000.0,,113800000.0,-1.03,1800000.0,1800000.0,4800000.0,46300000.0,,,200000.0,,-33100000.0,2800000.0,19500000.0,113800000.0,,-3400000.0,-1500000.0,236500000.0,,,3300000.0,,2100000.0,7800000.0,-5900000.0,-8000000.0,,42100000.0,-122700000.0,,4800000.0,,,12300000.0,-1000000.0,,19300000.0,,,,,,-9900000.0,236500000.0,,,58300000.0,-900000.0,-122700000.0,-9900000.0,3000000.0,,21800000.0,400000.0,,-1900000.0,,,4000000.0,,15533981.0,,23500000.0,,,11100000.0,,,-1.03,,,-2800000.0,,-10500000.0,9600000.0,,4600000.0,23500000.0,,14000000.0,,,,,258600000.0,200000.0,,,,,,,,,,,,,,,,,
954460800,,,,35283000.0,,,,35426000.0,6705000.0,,,6559000.0,135141000.0,,,,,,,,-16332000.0,,,,62818000.0,,15589077.0,194000.0,,,,,,170424000.0,,-3026000.0,,,,-2498000.0,189311000.0,153885000.0,,,,,,,18865000.0,-3026000.0,-3026000.0,,,,,,6645000.0,,,,,,,,49360000.0,18887000.0,,-185000.0,,,,,,,113689000.0,-354000.0,2587000.0,,211000.0,,,1983000.0,,13458000.0,13264000.0,-0.19,8471000.0,1788000.0,,,,,1983000.0,,,,1983000.0,,,,15589077.0,,156000.0,,,1828000.0,,108982000.0,,,,,,,3431000.0,,,6905000.0,-884000.0,2123000.0,,4214000.0,-127695000.0,,40689000.0,,,,-474000.0,,,,-0.19,,,,,236677000.0,,,,155000.0,,,-1614000.0,,,-4851000.0,,,,,,,,,20906000.0,,,7472000.0,,,,,,,,,,,6899000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,151700000.0,,,,38316000.0,6809000.0,,,6934000.0,21849000.0,,,,,,,,-20978000.0,,,,61557000.0,,15483333.0,-1200000.0,,,,,,173549000.0,,-4645000.0,,,,749000.0,187790000.0,149474000.0,,,,,,,17859000.0,-4645000.0,-4766000.0,,,,,,10365000.0,,,,,,,,49014000.0,14241000.0,,148000.0,,,,,,,,-2137000.0,3990000.0,,-69000.0,,,1941000.0,,12543000.0,13743000.0,-0.3,8167000.0,-2111000.0,,,,,1941000.0,,,,1941000.0,,,,15483333.0,,156000.0,,,1983000.0,,105593000.0,,,,,,,3497000.0,,,119858000.0,-2490000.0,-1144000.0,,4452000.0,-132425000.0,,39429000.0,,,,-423000.0,,,,-0.3,,,,,238018000.0,,,,-42000.0,,,3239000.0,,,1128000.0,,,,,,,,,24527000.0,,,7315000.0,,,,,,,,,,,5609000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,148017000.0,,,,39845000.0,6824000.0,,,6290000.0,24002000.0,,,,,,,,-26147000.0,,,,57629000.0,,15663636.0,-1550000.0,,,,,,172019000.0,,-5169000.0,,,,7271000.0,181091000.0,141246000.0,,,,,,,20012000.0,-5169000.0,-5169000.0,,,,,,8276000.0,,,,,,,,46065000.0,9072000.0,,37000.0,,,,,,,,235000.0,3990000.0,,-74000.0,,,5498000.0,,11564000.0,13114000.0,-0.33,8981000.0,1264000.0,,,,,5498000.0,,,,5498000.0,,,,15663636.0,,156000.0,,,1941000.0,,99703000.0,,,,,,,3545000.0,,,114974000.0,-1502000.0,-5451000.0,,3408000.0,-134285000.0,,38135000.0,,,,-597000.0,,,,-0.33,,,,,233988000.0,,,,3557000.0,,,8773000.0,,,6942000.0,,,,,,,,,24864000.0,,,8179000.0,,,,,,,,,,,5274000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,14341000.0,,,152666000.0,,,,45857000.0,10843000.0,19115000.0,,6954000.0,19115000.0,3509000.0,,171781000.0,4478000.0,,12211000.0,,-32495000.0,-5405000.0,-636000.0,3509000.0,60792000.0,-19560000.0,,-2849000.0,,,,,109528000.0,171781000.0,,-6348000.0,,,8559000.0,3037000.0,174505000.0,128648000.0,,190283000.0,-19189000.0,35774000.0,26736000.0,,16247000.0,-6348000.0,-6598000.0,,174505000.0,,45857000.0,2724000.0,12211000.0,,,152666000.0,31181000.0,,,,45844000.0,2724000.0,-32495000.0,-636000.0,,,-19189000.0,,15600813.0,,,-1652000.0,2868000.0,,-236000.0,,,3509000.0,,14948000.0,17797000.0,,8300000.0,1305000.0,-184000.0,,16243000.0,128648000.0,3509000.0,,88242000.0,-1.23,3509000.0,3509000.0,4632000.0,52512000.0,,,156000.0,,-10654000.0,5498000.0,25776000.0,88242000.0,,,,229186000.0,,,3513000.0,,2246000.0,109528000.0,-2808000.0,-6182000.0,,35774000.0,-140944000.0,,4632000.0,,,1828000.0,-669000.0,,16247000.0,,,,,,-7684000.0,229186000.0,,,57917000.0,-1989000.0,-140944000.0,,5845000.0,,-3908000.0,1259000.0,,,,,2868000.0,,15600813.0,,28797000.0,,,14341000.0,,,-1.23,,,-2163000.0,,1681000.0,8300000.0,,7994000.0,28797000.0,,13971000.0,,,,,242795000.0,156000.0,,,,,,,,,,,,,,,,,
985996800,,,,147205000.0,,,,43131000.0,6814000.0,,,7005000.0,18510000.0,,,,,,,,-33644000.0,,,,63634000.0,,16414286.0,1503000.0,,,,,,165715000.0,,-1149000.0,,,,247000.0,166981000.0,123850000.0,,,,,,,15642000.0,-1149000.0,-1149000.0,,,,,,2940000.0,,27313000.0,,,,22306000.0,,48312000.0,1266000.0,,0.0,,,,,,,,-1420000.0,2868000.0,,575000.0,,,2853000.0,,15322000.0,13819000.0,-0.07,7443000.0,-605000.0,,,,,2853000.0,,,,2853000.0,,,,16414286.0,,156000.0,,,3509000.0,,84397000.0,,-1149000.0,,,,,3227000.0,,,109018000.0,-1532000.0,-1015000.0,,34872000.0,-145563000.0,,4581000.0,,,,-505000.0,,,,-0.07,,,,,229960000.0,,,,-656000.0,,,1779000.0,,,-3812000.0,,,,,,,,,0.0,,,10874000.0,-309000.0,,,,,,,,,,8317000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
