date,trailingNetIncomeContinuousOperations,annualBasicEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOperatingIncome,quarterlyDilutedAverageShares,annualNetIncomeContinuousOperations,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCurrentAccruedExpenses,quarterlyGrossPPE,annualCapitalExpenditure,annualOperatingExpense,annualCashAndCashEquivalents,annualTaxProvision,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,trailingCostOfRevenue,trailingBeginningCashPosition,annualCurrentAssets,annualInterestExpense,trailingChangesInAccountReceivables,annualTotalRevenue,quarterlyChangeInInventory,quarterlyEbitda,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,trailingOperatingExpense,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualNetIncomeCommonStockholders,annualChangeInAccountPayable,annualDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyNetOtherInvestingChanges,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyPurchaseOfBusiness,trailingNetIncome,quarterlyCurrentAssets,annualTotalAssets,quarterlyCurrentLiabilities,trailingNetIncomeCommonStockholders,annualTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualCashDividendsPaid,annualBeginningCashPosition,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualOtherCurrentAssets,annualCostOfRevenue,annualCurrentDebt,annualDilutedEPS,annualLongTermDebt,annualNetIncome,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,annualFreeCashFlow,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,trailingTaxProvision,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyLongTermDebt,annualAccountsReceivable,trailingOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,quarterlyTaxProvision,quarterlyBasicAverageShares,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,quarterlyNetPPE,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentAccruedExpenses,annualNetPPE,quarterlyCostOfRevenue,annualSaleOfInvestment,annualOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyCapitalStock,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualEbitda,trailingRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingChangeInWorkingCapital,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,trailingPretaxIncome,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,quarterlyCashAndCashEquivalents,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalAssets,annualOperatingIncome,trailingTotalRevenue,trailingOtherIncomeExpense,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualBasicAverageShares,trailingChangeInCashSupplementalAsReported,quarterlyDilutedEPS,trailingEndCashPosition,trailingInvestingCashFlow,quarterlyCurrentDebt,annualAccountsPayable,annualGrossPPE,quarterlyDepreciationAndAmortization,quarterlySaleOfInvestment,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,quarterlyStockBasedCompensation,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,trailingChangeInInventory,trailingDilutedEPS,annualOtherIntangibleAssets,annualGoodwill,annualStockBasedCompensation,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,quarterlyGoodwill,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
,,,8695200000.0,128600000.0,227000000.0,,,,81100000.0,23300000.0,,255700000.0,-400000.0,353000000.0,,,,,,,,754600000.0,,,,,,,,,-5700000.0,255100000.0,,,,,,6500000.0,-280800000.0,-66700000.0,,-11200000.0,,,,,,0.37,,,7322000000.0,105000000.0,2116100000.0,-100000.0,,,-280700000.0,,702300000.0,,1373200000.0,,,,3790200000.0,,,,,,297300000.0,,,,,,,,170400000.0,,,,,,,800000.0,,324800000.0,,,0.0,7600000.0,,,-12500000.0,,,,,281700000.0,,86900000.0,86400000.0,3588400000.0,,,,485600000.0,2474100000.0,,18100000.0,227000000.0,24400000.0,,209100000.0,9846400000.0,127100000.0,316300000.0,,,,,498900000.0,,,1700000.0,,,4800000.0,2300000.0,281700000.0,,,,,,,,,,,,,6500000.0,,,,6500000.0,83900000.0,,12685400000.0,,,,64300000.0,,11983100000.0,,,0.37,,,534600000.0,,,102100000.0,,48000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,8970100000.0,249000000.0,227200000.0,,,,-192900000.0,30600000.0,,379000000.0,-400000.0,365100000.0,,,,,,,,924600000.0,,,,,,,,,,291800000.0,,,,,,84700000.0,-271000000.0,-66600000.0,,-15200000.0,,,,,,0.57,,,7600400000.0,138900000.0,2181000000.0,-4000000.0,,,-267000000.0,,958100000.0,,1369700000.0,,,,3859100000.0,,,,,,300200000.0,-100000.0,,,,,,,162000000.0,,,,,,,205200000.0,,329600000.0,,,0.0,6600000.0,,,14600000.0,,,,,144000000.0,,131400000.0,131000000.0,3816900000.0,,,,452300000.0,2530600000.0,,7500000.0,227200000.0,-61400000.0,,219900000.0,9920400000.0,130000000.0,491500000.0,,,,,545600000.0,,,78200000.0,,,6500000.0,2300000.0,144000000.0,,,,,,,,,,,,,84700000.0,,,,84700000.0,128400000.0,,13029200000.0,,,,-178500000.0,,12071100000.0,,,0.57,,,552300000.0,,,104100000.0,,48800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.64,9311800000.0,99900000.0,227400000.0,384000000.0,337600000.0,,43200000.0,7900000.0,,227900000.0,-400000.0,445300000.0,,14733400000.0,-1142700000.0,513900000.0,8200000.0,59400000.0,,797000000.0,,-105400000.0,,,877100000.0,196200000.0,,3320000000.0,,232000000.0,1879900000.0,-1700000.0,,26600000.0,,8200000.0,-414700000.0,-66700000.0,8149800000.0,2500000.0,371500000.0,,84600000.0,-4454200000.0,,0.28,,-47100000.0,8149800000.0,77700000.0,2177000000.0,-4800000.0,,,-409900000.0,,877100000.0,13373800000.0,1162000000.0,,9311800000.0,227100000.0,3862000000.0,2177000000.0,0.0,-266500000.0,5800000.0,-4454200000.0,279300000.0,-311500000.0,153300000.0,2182700000.0,248700000.0,1.64,4315600000.0,381700000.0,153300000.0,12496700000.0,859600000.0,0.0,,,,132600000.0,,337600000.0,3862000000.0,-41500000.0,1879900000.0,6200000.0,2570200000.0,-1196800000.0,-1200000.0,,329300000.0,406800000.0,,205600000.0,-1186500000.0,65500000.0,65200000.0,4315600000.0,111700000.0,,,408500000.0,2570200000.0,,12200000.0,227400000.0,29000000.0,2300000.0,222300000.0,10279200000.0,128000000.0,111700000.0,1137300000.0,1162000000.0,,10279200000.0,569100000.0,,859600000.0,-76500000.0,222300000.0,-313400000.0,84700000.0,2300000.0,205600000.0,,1051200000.0,,279300000.0,,2400000.0,8200000.0,-400000.0,,,408500000.0,10300000.0,8200000.0,8200000.0,,443400000.0,8200000.0,62700000.0,,13373800000.0,623400000.0,,,-400000.0,15700000.0,12496700000.0,227100000.0,,0.28,,,248700000.0,445300000.0,14733400000.0,98100000.0,,51400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9368000000.0,142900000.0,227600000.0,,,-41300000.0,108600000.0,22700000.0,,276300000.0,-400000.0,369500000.0,,,,,,,,853900000.0,,,,,,,,,25400000.0,278500000.0,,,,,,8400000.0,-303600000.0,-71500000.0,,-7600000.0,,,,,,0.44,,,8203000000.0,119200000.0,2205900000.0,-12100000.0,,,-291500000.0,,749800000.0,,1165000000.0,,,,3896900000.0,,,,,,297900000.0,,,,,,,,128800000.0,,,,,,,-29900000.0,,346800000.0,,,0.0,,,,-17100000.0,,,,-276400000.0,333700000.0,,101600000.0,103000000.0,4316100000.0,,,,488100000.0,2625900000.0,,17600000.0,227600000.0,28500000.0,,187700000.0,10448800000.0,133400000.0,424900000.0,,,,,577600000.0,,,200000.0,,,8200000.0,2300000.0,333700000.0,,,,,,,,,,,,,8400000.0,,,,8400000.0,100400000.0,,13464900000.0,,,,71500000.0,,12715100000.0,,,0.44,,,307400000.0,,,107000000.0,,52300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9493000000.0,149300000.0,229000000.0,,,,-67600000.0,27000000.0,,290000000.0,-400000.0,381100000.0,,,,,,,,765300000.0,,,,,,,,,,285800000.0,,,,,,7300000.0,-322800000.0,-71600000.0,,-2900000.0,,,,,,0.41,,,8284800000.0,118000000.0,2228600000.0,-6800000.0,,,-316000000.0,,814700000.0,,1208200000.0,,,,4050400000.0,,,,,,288300000.0,,,,,,,,180900000.0,,,,,,,153400000.0,,354500000.0,,,0.0,,,,-18100000.0,,,,-302900000.0,168300000.0,,96800000.0,96800000.0,4354300000.0,,,,453300000.0,2681300000.0,,21200000.0,229000000.0,21400000.0,,201600000.0,10608100000.0,140700000.0,424900000.0,,,,,475300000.0,,,-1100000.0,,,8400000.0,2300000.0,168300000.0,,,,,,,,,,,,,7300000.0,,,,7300000.0,94300000.0,,13743400000.0,,,,-1800000.0,,12928700000.0,,,0.41,,,373800000.0,,,115000000.0,,52800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9760700000.0,231500000.0,231000000.0,,,,32900000.0,53000000.0,,379200000.0,-400000.0,478100000.0,,,,,,,,906900000.0,,,,,,,,,,372100000.0,,,,,,9200000.0,-445900000.0,-72600000.0,,3400000.0,,,,,,0.73,,,8290600000.0,197500000.0,2324800000.0,-4000000.0,,,-441900000.0,,751500000.0,,1470100000.0,,,,4154200000.0,,,,,,296100000.0,,,,,,,,185600000.0,,,,,,,66400000.0,,458600000.0,,,0.0,5900000.0,,,16400000.0,,,,-330400000.0,381400000.0,,171400000.0,171400000.0,4255100000.0,,,,362100000.0,2774700000.0,,26100000.0,231000000.0,19700000.0,,220600000.0,10931100000.0,147700000.0,336100000.0,,,,,527700000.0,,,1900000.0,,,7300000.0,2300000.0,381400000.0,,,,,,,,,,,,,9200000.0,,,,9200000.0,168800000.0,,14114900000.0,,,,94100000.0,,13363400000.0,,,0.73,,,590500000.0,,,120700000.0,,53900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.99,9805600000.0,129700000.0,231200000.0,466100000.0,396100000.0,,-147500000.0,36900000.0,,275300000.0,-500000.0,477300000.0,,15853700000.0,,567400000.0,27900000.0,66700000.0,,856100000.0,,20600000.0,,,905100000.0,215600000.0,,3382200000.0,,295500000.0,1652100000.0,-45200000.0,,149600000.0,,27900000.0,-424000000.0,-72600000.0,7656600000.0,-19800000.0,457300000.0,,139600000.0,-4619200000.0,,0.41,,-73600000.0,7656600000.0,98100000.0,2346000000.0,-6500000.0,,,-417500000.0,,905100000.0,14187800000.0,2149000000.0,,9805600000.0,229700000.0,4182200000.0,2346000000.0,,-288300000.0,8200000.0,-4619200000.0,306400000.0,,172000000.0,2161400000.0,1270900000.0,1.99,4010600000.0,467500000.0,172000000.0,13282700000.0,983400000.0,,,,,342700000.0,,396100000.0,4182200000.0,-26900000.0,1652100000.0,6400000.0,1478400000.0,-1466900000.0,-26400000.0,,532600000.0,483500000.0,-557200000.0,100000000.0,-1496300000.0,96300000.0,96300000.0,4010600000.0,103300000.0,,,400800000.0,1478400000.0,,1800000.0,231200000.0,24900000.0,2300000.0,222400000.0,11234500000.0,145600000.0,103300000.0,1220800000.0,2149000000.0,,11234500000.0,580800000.0,,983400000.0,18700000.0,222400000.0,-4600000.0,9200000.0,2300000.0,100000000.0,,1231900000.0,,306400000.0,,19700000.0,27900000.0,-500000.0,,,400800000.0,-29400000.0,27900000.0,27900000.0,,532800000.0,27900000.0,93800000.0,,14187800000.0,653400000.0,,,-143200000.0,94500000.0,13282700000.0,229700000.0,,0.41,,,1270900000.0,477300000.0,15853700000.0,140800000.0,,56600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9810300000.0,163300000.0,231400000.0,,,-59600000.0,-157400000.0,17600000.0,,310700000.0,-500000.0,363100000.0,,,,,,,,916300000.0,,,,,,,,,28200000.0,319900000.0,,,,,,28200000.0,-85200000.0,-77500000.0,,-14800000.0,,,,,,0.52,,,7736800000.0,140300000.0,2389400000.0,270300000.0,,,-355500000.0,,725900000.0,,2073500000.0,,,,4231500000.0,,,,,,313800000.0,,,,,,,,160800000.0,,,,,,,-9800000.0,,414700000.0,,,,,,,5600000.0,,,,,89300000.0,,123500000.0,123500000.0,4056800000.0,,,,423300000.0,1511600000.0,,16800000.0,231400000.0,36200000.0,,202800000.0,11439600000.0,147400000.0,343200000.0,,,,,605600000.0,,,-5700000.0,,,33900000.0,2300000.0,89300000.0,,,,,,,,,,,,,19100000.0,,,,19100000.0,120900000.0,,14241800000.0,,,,-147600000.0,,13515900000.0,,,0.52,,,1287100000.0,,,120400000.0,,59200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10064300000.0,149200000.0,232000000.0,,,25500000.0,-392500000.0,16300000.0,,300400000.0,100000.0,431100000.0,,,,,,,,816100000.0,,,,,,,,,,304800000.0,,,,,,12000000.0,-93300000.0,-77300000.0,,23800000.0,,,,,,0.43,,,8806900000.0,116500000.0,2412500000.0,284500000.0,,,-377800000.0,,805900000.0,,1257400000.0,,,,4350700000.0,,,,,,310400000.0,,,,,,,,185800000.0,,,,,,,231400000.0,,420500000.0,,,,,,,-18600000.0,,,,,-154300000.0,,102900000.0,102900000.0,5127500000.0,,,,387700000.0,1507200000.0,,13600000.0,232000000.0,28600000.0,,200100000.0,11695700000.0,151200000.0,415000000.0,,,,,515700000.0,,,-16200000.0,,,28200000.0,2300000.0,-154300000.0,,,,,,,,,,,,,5000000.0,,,,5000000.0,100400000.0,,14615000000.0,,,,-360200000.0,,13809100000.0,,,0.43,,,438600000.0,,,127000000.0,,61300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10499400000.0,254500000.0,235200000.0,,,-13200000.0,152100000.0,28600000.0,,410400000.0,-200000.0,498100000.0,,,,,,,,928600000.0,,,,,,,,,,412100000.0,,,,,,247800000.0,-637200000.0,-78500000.0,,-800000.0,,,,,,0.87,,,8951100000.0,219800000.0,2539500000.0,-242500000.0,,,-394700000.0,,1124800000.0,,1548300000.0,,,,4570400000.0,,,,,,286800000.0,-100100000.0,,,,,,,208700000.0,,,,,,,365800000.0,,424000000.0,,,,91200000.0,,,23900000.0,,,,,507200000.0,,208100000.0,208100000.0,5248200000.0,,,,407300000.0,1575200000.0,,11700000.0,235200000.0,28600000.0,,211100000.0,12005200000.0,155900000.0,465300000.0,,,,,518200000.0,,,235800000.0,,,12000000.0,2400000.0,507200000.0,,,,,,,,,,,,,239700000.0,,,,239700000.0,205500000.0,,15269800000.0,,,,182600000.0,,14145000000.0,,,0.87,,,642900000.0,,,129000000.0,,63300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.19,10640300000.0,119800000.0,236000000.0,522300000.0,431300000.0,,-127000000.0,4500000.0,,276600000.0,1700000.0,543300000.0,,17081800000.0,,611300000.0,20900000.0,47700000.0,,873500000.0,,-475400000.0,,,785100000.0,247000000.0,,3534500000.0,,297700000.0,1747200000.0,-24000000.0,,196600000.0,,25500000.0,-251100000.0,-78900000.0,8996200000.0,-51800000.0,512100000.0,,67000000.0,-4619400000.0,,0.36,,-524800000.0,8996200000.0,93400000.0,2545900000.0,254800000.0,,,-505900000.0,,785100000.0,15426000000.0,1644100000.0,,10640300000.0,233600000.0,4585700000.0,2545900000.0,,-312200000.0,33900000.0,-4619400000.0,287200000.0,-252600000.0,159800000.0,2236400000.0,697700000.0,2.19,5246300000.0,522300000.0,159800000.0,14640900000.0,527700000.0,,,,,-56700000.0,,431300000.0,4585700000.0,-43600000.0,1747200000.0,5300000.0,1603100000.0,-1633900000.0,-34900000.0,,530700000.0,517500000.0,,85500000.0,-1066800000.0,87800000.0,87800000.0,5246300000.0,80500000.0,,,403100000.0,1603100000.0,,5600000.0,236000000.0,36800000.0,2400000.0,211800000.0,12462400000.0,156800000.0,80500000.0,1298100000.0,1644100000.0,,12462400000.0,596900000.0,,527700000.0,-222300000.0,211800000.0,-855700000.0,247800000.0,2400000.0,85500000.0,,1334500000.0,,287200000.0,,-8400000.0,20900000.0,1700000.0,,,403100000.0,567100000.0,20900000.0,25500000.0,,570000000.0,20900000.0,85300000.0,,15426000000.0,686800000.0,,,-150200000.0,130200000.0,14640900000.0,233600000.0,,0.36,,,697700000.0,543300000.0,17081800000.0,141100000.0,,63200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,10831000000.0,172800000.0,236600000.0,,,-42700000.0,-95100000.0,21700000.0,,339000000.0,2400000.0,387700000.0,,,,,,,,987200000.0,,,,,,,,,33100000.0,346000000.0,,,,,,17800000.0,-364800000.0,-83700000.0,,-10100000.0,,,,,,0.53,,,9243300000.0,142800000.0,2587300000.0,41300000.0,,,-406100000.0,,815200000.0,,1587700000.0,,,,4682400000.0,,,,,,442900000.0,,,,,,,,219200000.0,,,,,,,176000000.0,,433600000.0,,,,54600000.0,,,16600000.0,,,,,181100000.0,,127700000.0,127700000.0,5362200000.0,,,,428800000.0,1642000000.0,,15100000.0,236500000.0,36300000.0,,168000000.0,12665200000.0,166200000.0,417900000.0,,,,,648200000.0,,,-7700000.0,,,25500000.0,2400000.0,181100000.0,,,,,,,,,,,,,10100000.0,,,,10100000.0,125100000.0,,15713400000.0,,,,-121600000.0,,14898200000.0,,,0.53,,,771200000.0,,,136900000.0,,66300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11222000000.0,146500000.0,238100000.0,,,9600000.0,-135200000.0,-1800000.0,,317000000.0,1000000.0,422500000.0,,,,,,,,790200000.0,,,,,,,,,,320400000.0,,,,,,174200000.0,-242200000.0,-84100000.0,,16400000.0,,,,,,0.4,,,9273000000.0,108300000.0,2597800000.0,58300000.0,,,-300500000.0,,1027300000.0,,1949000000.0,,,,4699600000.0,,,,,,413600000.0,,,,,,,,229800000.0,,,,,,,302800000.0,,443300000.0,,,,6000000.0,,,-26500000.0,,,,,95800000.0,,97100000.0,97100000.0,5438100000.0,,,,429200000.0,1657900000.0,,11200000.0,237500000.0,31000000.0,,205800000.0,12854000000.0,170500000.0,421500000.0,,,,,473200000.0,,,156400000.0,,,17800000.0,2400000.0,95800000.0,,,,,,,,,,,,,170200000.0,,,,170200000.0,94600000.0,,16121600000.0,,,,-78100000.0,,15094300000.0,,,0.4,,,1097300000.0,,,142900000.0,,69200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11364200000.0,286500000.0,239900000.0,,,5200000.0,-161500000.0,33300000.0,,457700000.0,1000000.0,497700000.0,,,,,,,,990200000.0,,,,,,,,,,463800000.0,,,,,,199700000.0,-254100000.0,-84700000.0,,-35500000.0,,,,,,0.95,,,9282100000.0,251700000.0,2739100000.0,114600000.0,,,-368700000.0,,1113000000.0,,2082100000.0,,,,4969200000.0,,,,,,305600000.0,-250100000.0,,,,,,,213400000.0,,,,,,,47300000.0,,453000000.0,,,,124800000.0,,,-1800000.0,,,,,232300000.0,,228600000.0,228600000.0,5535100000.0,,,,578000000.0,1703000000.0,,23100000.0,239100000.0,33500000.0,,224100000.0,13131100000.0,171200000.0,451500000.0,,,,,532500000.0,,,25500000.0,,,174200000.0,2400000.0,232300000.0,,,,,,,,,,,,,193700000.0,,,,193700000.0,226000000.0,,16533400000.0,,,,-159500000.0,,15420400000.0,,,0.94,,,1006400000.0,,,143800000.0,,68300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
