,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualOtherNonCashItems,annualDilutedAverageShares,annualCurrentLiabilities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyInterestExpense,annualInventory,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,annualPurchaseOfBusiness,quarterlyInventory,quarterlyNetOtherFinancingCharges,annualOperatingCashFlow,quarterlyDilutedEPS,annualDilutedEPS,quarterlyOtherCurrentLiabilities,annualNetPPE,annualOtherIntangibleAssets,quarterlyAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,quarterlyOperatingCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingPretaxIncome,trailingNetIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetPPE,quarterlyPretaxIncome,annualBasicEPS,quarterlyFreeCashFlow,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,annualGrossPPE,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyTotalAssets,annualGoodwill,quarterlyOtherIntangibleAssets,annualPretaxIncome,annualInterestExpense,quarterlyTotalNonCurrentAssets,annualOtherNonCurrentLiabilities,trailingOperatingIncome,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualCapitalStock,annualAccountsPayable,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualInvestingCashFlow,annualCapitalExpenditure,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualOperatingIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedAverageShares,trailingTotalRevenue,quarterlyAccountsPayable,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyBasicEPS,quarterlyEbitda,trailingTaxProvision,quarterlyGrossProfit,trailingEndCashPosition,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyEndCashPosition,annualNetOtherFinancingCharges,annualCurrentDebt,quarterlyBasicAverageShares,annualCostOfRevenue,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,trailingOperatingExpense,trailingBeginningCashPosition,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCostOfRevenue,quarterlyRetainedEarnings,trailingNetIncomeCommonStockholders,annualEbitda,quarterlyCostOfRevenue,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualRetainedEarnings,annualOtherShortTermInvestments,annualCommonStockIssuance,annualFreeCashFlow,quarterlyLongTermDebt,annualCashDividendsPaid,annualBeginningCashPosition,annualNetIncome,annualBasicAverageShares,quarterlyOperatingExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualOtherCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncome,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualTotalAssets,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,trailingPurchaseOfInvestment,trailingSaleOfInvestment,trailingNetOtherFinancingCharges,trailingCapitalExpenditure,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingBasicEPS,trailingChangeInInventory,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,quarterlyChangeInInventory,trailingDeferredIncomeTax,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingDilutedEPS,trailingResearchAndDevelopment,annualRepurchaseOfCapitalStock,trailingChangeInWorkingCapital,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,trailingInterestExpense,annualCurrentDeferredRevenue
1262217600,478055000.0,813697000.0,31997000.0,4343114500.0,13931561000.0,-1039000.0,0.0,9756000.0,17342000.0,292055000.0,,-4249000.0,17342000.0,,2994482000.0,,0.4134,0.0,1035628000.0,12910157000.0,-705680000.0,680935000.0,2891000000.0,949463000.0,262037000.0,306890000.0,,,5850996000.0,1035628000.0,956501000.0,0.4134,266306000.0,178178000.0,572599000.0,,1312058000.0,-187380000.0,1741308000.0,0.0,-120000000.0,32402781000.0,86867000.0,12910157000.0,3084128000.0,62724000.0,14499001000.0,0.0,,6036294000.0,5278397000.0,4343115000.0,12150303000.0,,,5850996000.0,,-227781000.0,-683157000.0,5049003000.0,,4343115000.0,4368068000.0,,3119035000.0,,,,12150303000.0,5278397000.0,2244073000.0,1639668000.0,936802000.0,,966257000.0,,664931000.0,,-67840000.0,,549688000.0,-228035000.0,15337927000.0,5049003000.0,0.0,478055000.0,,3145294000.0,,,,1741308000.0,0.0,-705680000.0,,1406366000.0,15337927000.0,17903780000.0,,13931561000.0,,,17903780000.0,,,2633973000.0,,3960549000.0,974737000.0,86867000.0,50570000.0,14183620000.0,1795488000.0,2633973000.0,572599000.0,,2311325000.0,144329000.0,-1336304000.0,3736945000.0,1795488000.0,4343114500.0,-271871000.0,,50570000.0,11532284000.0,262037000.0,549688000.0,14499001000.0,0.0,69845000.0,649611000.0,21691000.0,39941000.0,840055000.0,32402781000.0,14183620000.0,1406366000.0,11532284000.0,144329000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,,,,,14344765000.0,15007000.0,,,,,,,,0.0964,,13827830000.0,,,,189528000.0,,363449000.0,,177814000.0,,,,,704505000.0,,363449000.0,,,,,,,,,32811926000.0,,,,,14344765000.0,,,,,,,,,,,,,,,4343115000.0,5049003000.0,,,,4343114500.0,,,,,1500679000.0,724415000.0,0.0964,719512000.0,,665317000.0,,-173921000.0,,418495000.0,,15230539000.0,5238531000.0,,,4343114500.0,,,,,,,,,,,18467161000.0,,13827830000.0,,,,,,,,,835362000.0,,,14596845000.0,,,,,,,,,,,-59098000.0,,,,,418495000.0,,1402709000.0,,526691000.0,14354000.0,-173921000.0,,,,1402709000.0,18467161000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,490487000.0,,,,,,0.0,32000000.0,,,,,21206000.0,,,,,0.0,,,,-588909000.0,,598671000.0,,184783000.0,,,,1037325000.0,707739000.0,,598671000.0,,697986000.0,,,,,,,31060018000.0,,12561195000.0,,,14197984000.0,,,,4976523000.0,,,,,5674509000.0,,,,,,4343115000.0,5238531000.0,,,,,,11161145000.0,,,1630223000.0,689625000.0,,739739000.0,,709123000.0,,-181254000.0,,437114000.0,,14269464000.0,4649622000.0,,,,,,,,,,,,,,16862034000.0,,12916633000.0,,,,,,,,,921100000.0,86867000.0,48018000.0,13943998000.0,,,,,,101023000.0,,,,,19498000.0,,,,251808000.0,437114000.0,,0.0,,522956000.0,16489000.0,-181254000.0,,,,1352831000.0,10634757000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,,,,,14036893000.0,22310000.0,,,,,,-85447000.0,,,,11367260000.0,,,,429510000.0,,744312000.0,,193244000.0,,,,,768253000.0,,744312000.0,,,,,,,,,30016489000.0,,,,,14036893000.0,,,,,,,,,,,,,,,4343115000.0,4649622000.0,,,,,,,,,1663913000.0,844838000.0,,790563000.0,,724776000.0,,-229355000.0,,481860000.0,,12728866000.0,5079132000.0,,,,,,,,,,,,,,15979596000.0,,11367260000.0,,,,,,,,,939137000.0,,,14441072000.0,,,,,,,,,,,-120062000.0,,,,,481860000.0,,1361606000.0,,575009000.0,16435000.0,-229355000.0,,,,1361606000.0,15979596000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,822000000.0,838832000.0,66604000.0,4343114500.0,14694293000.0,-373000.0,0.0,51662000.0,17715000.0,,473910000.0,-48450000.0,17715000.0,1331247000.0,2550497000.0,,0.4309,1049301000.0,1120626000.0,12226517000.0,-812165000.0,602921000.0,2781940000.0,844065000.0,262647000.0,242944000.0,,,6963461000.0,1120626000.0,930777000.0,0.4309,529574000.0,-360126000.0,955863000.0,,633050000.0,-622384000.0,1932791000.0,1049301000.0,-476151000.0,33652055000.0,86867000.0,12226517000.0,3111274000.0,120979000.0,13978955000.0,0.0,,6542434000.0,6007598000.0,4343115000.0,12179725000.0,,-80367000.0,6963461000.0,,-901522000.0,-314491000.0,5682053000.0,-1015925000.0,4343115000.0,5079132000.0,128985000.0,2876638000.0,3836194000.0,,,12179725000.0,6007598000.0,2312489000.0,1747619000.0,617760000.0,,982439000.0,,682724000.0,,-316992000.0,473910000.0,534030000.0,-94698000.0,15956940000.0,5682053000.0,239474000.0,822000000.0,,3760494000.0,,3836194000.0,,1932791000.0,0.0,-812165000.0,29422000.0,1262647000.0,15956940000.0,19673100000.0,-198000.0,14694293000.0,,,19673100000.0,,,2898217000.0,,4071085000.0,1064895000.0,86867000.0,50768000.0,14723252000.0,1871499000.0,2898217000.0,955863000.0,,2236006000.0,1000000000.0,-1226065000.0,5049003000.0,1871499000.0,4343114500.0,64964000.0,,50768000.0,11685951000.0,262647000.0,534030000.0,13978955000.0,0.0,83189000.0,687833000.0,35911000.0,108379000.0,798785000.0,33652055000.0,14723252000.0,1262647000.0,11685951000.0,1000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,,,,,13804195000.0,19489000.0,,,,,,-180000000.0,,0.0979,,12086932000.0,,,,-613859000.0,,378600000.0,,167366000.0,,,,,666047000.0,,378600000.0,,,,,,,,,31865811000.0,,,,,13804195000.0,,,,,,,,,,,,,,,4343115000.0,5682053000.0,,,,4343114500.0,,,,,1627592000.0,684516000.0,0.0979,685536000.0,,667033000.0,,-812459000.0,,425004000.0,,13339908000.0,5068194000.0,,,4343114500.0,,,,,,,,,,,18061616000.0,,12086932000.0,,,,,,,,,960559000.0,,,15147053000.0,,,,,,,,,,,-17483000.0,,,,,425004000.0,,1252976000.0,,498681000.0,19680000.0,-812459000.0,,,,1252976000.0,18061616000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,952611000.0,,,,,,0.0,22363000.0,,,,,21807000.0,-783981000.0,,,,40000000.0,,,,-746243000.0,,287521000.0,,184981000.0,,,,1174377000.0,727867000.0,,287521000.0,,1421933000.0,,,,,,,30303302000.0,,11878359000.0,,,13673439000.0,,,,5081514000.0,,,,,6503447000.0,,,,,,4343115000.0,5068194000.0,,,,,,9053622000.0,,,1711775000.0,760617000.0,,750230000.0,,685644000.0,,-249783000.0,,475312000.0,,12429603000.0,4321951000.0,,,,,,,,,,,,,,16629863000.0,,11177548000.0,,,,,,3537946000.0,,,1026131000.0,86867000.0,47607000.0,14534864000.0,,,,,,1000000000.0,,,,,-74973000.0,,,,252055000.0,475312000.0,,0.0,,542886000.0,16352000.0,-249783000.0,,,,1252055000.0,8647233000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,,,,,13510180000.0,21066000.0,,,,,,-564549000.0,,,,9281819000.0,,,,85004000.0,,744774000.0,,180730000.0,,,,,727372000.0,,744774000.0,,,,,,,,,28906592000.0,,,,,13510180000.0,,,,,,,,,,,,,,,4343115000.0,4321951000.0,,,,,,,,,1749289000.0,558041000.0,,748438000.0,,727320000.0,,-95221000.0,,479726000.0,,10520802000.0,4406955000.0,,,,,,,,,,,,,,15396412000.0,,9281819000.0,,,,,,,,,1021969000.0,,,15015822000.0,,,,,,,,,,,169279000.0,,,,,479726000.0,,1238983000.0,,546642000.0,15061000.0,-95221000.0,,,,1238983000.0,15396412000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,462553000.0,859580000.0,-59092000.0,4343114500.0,9301793000.0,-8685000.0,323800000.0,17125000.0,26400000.0,92163000.0,447679000.0,0.0,26400000.0,1359600000.0,2285929000.0,,0.4157,6426000.0,1294465000.0,11522532000.0,-935813000.0,-1286525000.0,2347425000.0,875034000.0,232066000.0,184761000.0,,,6908518000.0,1294465000.0,662494000.0,0.4157,409897000.0,-505166000.0,1320295000.0,,-2561623000.0,-822000000.0,2230278000.0,6426000.0,-2466048000.0,29132959000.0,86867000.0,11522532000.0,2783780000.0,80043000.0,14126326000.0,0.0,,6424828000.0,5588223000.0,4343115000.0,7460255000.0,,-4200000.0,6908518000.0,,-2972809000.0,-465137000.0,3120430000.0,-1874743000.0,4343115000.0,4406955000.0,70055000.0,2296057000.0,4073236000.0,,,7460255000.0,5588223000.0,2065942000.0,1336172000.0,292883000.0,,679619000.0,,267428000.0,,-1815346000.0,447679000.0,425303000.0,51368000.0,10533859000.0,3120430000.0,-168930000.0,462553000.0,,4077403000.0,,4073236000.0,,2230278000.0,323800000.0,-935813000.0,-4719470000.0,1232066000.0,10533859000.0,15006633000.0,2755000.0,9301793000.0,,,15006633000.0,,,3116462000.0,,3723403000.0,1068744000.0,86867000.0,48013000.0,15178539000.0,1805345000.0,3116462000.0,1320295000.0,,1820792000.0,1000000000.0,-1346366000.0,5682053000.0,1805345000.0,4343114500.0,-25455000.0,,48013000.0,7177508000.0,232066000.0,425303000.0,14126326000.0,0.0,84380000.0,477733000.0,33287000.0,-1308585000.0,717838000.0,29132959000.0,15178539000.0,1232066000.0,7177508000.0,1000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,,,,,13933092000.0,16536000.0,,,,,,-50000000.0,,0.096,,10961548000.0,,,,-168130000.0,,494690000.0,,157973000.0,,,,,625007000.0,,494690000.0,,,,,,,,,30256532000.0,,,,,13933092000.0,,,,,,,,,,,,,,,4343115000.0,3120430000.0,,,,4343114500.0,,,,,1584489000.0,585387000.0,0.096,641543000.0,,594449000.0,,-612820000.0,,416943000.0,,11188150000.0,2952300000.0,,,4343114500.0,,,,,,,,,,,16323440000.0,,10961548000.0,,,,,,,,,990040000.0,,,15596654000.0,,,,,,,,,,,9062000.0,,,,,416943000.0,,226602000.0,,467034000.0,16639000.0,-612820000.0,,,,226602000.0,16323440000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,50000000.0,,,,,,323800000.0,14687000.0,,,,,23563000.0,-408666000.0,,,,1000000000.0,,,,832111000.0,,480407000.0,,170252000.0,,,,1272588000.0,716485000.0,,480407000.0,,1269509000.0,,,,,,,29573107000.0,,11171406000.0,,,13436449000.0,,,,5653299000.0,,,,,6922808000.0,,,,,,4343115000.0,2952300000.0,,,,,,7758395000.0,,,1744692000.0,617085000.0,,731172000.0,,657941000.0,,760370000.0,,474648000.0,,11148450000.0,3784411000.0,,,,,,,,,,,,,,16136658000.0,,10916319000.0,,,,,,,,,1086751000.0,86867000.0,50738000.0,14986477000.0,,,,,,0.0,,,,,40856000.0,,,,232131000.0,474648000.0,,0.0,,546233000.0,16771000.0,760370000.0,,,,232131000.0,7840891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,,,,,13344010000.0,11564000.0,,,,,,-1061868000.0,,,,9654858000.0,,,,-1215340000.0,,118987000.0,,161152000.0,,,,,627396000.0,,118987000.0,,,,,,,,,28767083000.0,,,,,13344010000.0,,,,,,,,,,,,,,,4343115000.0,3784411000.0,,,,,,,,,1693029000.0,728476000.0,,638960000.0,,578619000.0,,-272459000.0,,442701000.0,,9881913000.0,2569071000.0,,,,,,,,,,,,,,15423073000.0,,9654858000.0,,,,,,,,,1114410000.0,,,15426189000.0,,,,,,,,,,,-149857000.0,,,,,442701000.0,,227055000.0,,466244000.0,16632000.0,-272459000.0,,,,227055000.0,15423073000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,1000000000.0,867240000.0,-124904000.0,4343114500.0,10204886000.0,-1018000.0,0.0,11208000.0,27418000.0,1676882000.0,,-234140000.0,27418000.0,,1537707000.0,,0.3883,189196000.0,1424775000.0,10887691000.0,-1055851000.0,793638000.0,2330617000.0,443623000.0,224220000.0,157487000.0,,,14239479000.0,1424775000.0,547058000.0,0.3883,401296000.0,-665465000.0,1901737000.0,,242279000.0,-462553000.0,2480626000.0,189196000.0,984385000.0,29445381000.0,86867000.0,10887691000.0,2515946000.0,53995000.0,13692835000.0,0.0,,6700258000.0,12337742000.0,4343115000.0,7860183000.0,,-1273888000.0,14239479000.0,,622474000.0,-42327000.0,3362709000.0,,4343115000.0,2569071000.0,,2248525000.0,,,,7860183000.0,12337742000.0,1869082000.0,1678048000.0,317577000.0,,236850000.0,,499608000.0,,747383000.0,,351978000.0,82092000.0,10429106000.0,3362709000.0,0.0,1000000000.0,,4369641000.0,,,,2480626000.0,0.0,-1055851000.0,,224220000.0,10429106000.0,15752546000.0,,10204886000.0,,,15752546000.0,,,3240921000.0,,3115765000.0,1178440000.0,86867000.0,57847000.0,15520252000.0,1686270000.0,3240921000.0,1901737000.0,,1495380000.0,0.0,-1346366000.0,3120430000.0,1686270000.0,4343114500.0,182031000.0,,57847000.0,7588145000.0,224220000.0,351978000.0,13692835000.0,0.0,82092000.0,389571000.0,32050000.0,1109294000.0,646864000.0,29445381000.0,15520252000.0,224220000.0,7588145000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,,,,,13212818000.0,2700000.0,,,,,,-900000000.0,,0.1013,,9378486000.0,,,,-499186000.0,,17959000.0,,177181000.0,,,,,688840000.0,,17959000.0,,,,,,,,,29230074000.0,,,,,13212818000.0,,,,,,,,,,,,,,,4343115000.0,3362709000.0,,,,4343114500.0,,,,,1682303000.0,621243000.0,0.1013,691540000.0,,638309000.0,,382855000.0,,440092000.0,,9700065000.0,2863523000.0,,,4343114500.0,,,,,,,,,,,16017256000.0,,9378486000.0,,,,,,,,,1043994000.0,,,15961426000.0,,,,,,,,,,,17066000.0,,,,,440092000.0,,321579000.0,,511659000.0,17066000.0,382855000.0,,,,321579000.0,16017256000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,900000000.0,,,,,,0.0,40379000.0,,,,,27927000.0,-59622000.0,,,,626000000.0,,,,-120030000.0,,1032368000.0,,196994000.0,,,,1708052000.0,748503000.0,,1032368000.0,,1994448000.0,,,,,,,31724740000.0,,12468157000.0,,,15360154000.0,,,,11395605000.0,,,,,13390053000.0,,,,,,4343115000.0,2863523000.0,,,,,,8102861000.0,,,1964965000.0,706051000.0,,788882000.0,,725111000.0,,-1092776000.0,,490293000.0,,12948910000.0,2772837000.0,,,,,,,,1708052000.0,,,,,,16364586000.0,,12195342000.0,,,,,,3637456000.0,,,1239854000.0,86867000.0,64166000.0,15252537000.0,,,,,,500000000.0,,,,,19060000.0,,,,253568000.0,490293000.0,,0.0,,551509000.0,19060000.0,-1092776000.0,,,,753568000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,,,,,15182754000.0,25232000.0,,,,,,-822347000.0,,,,11831868000.0,,,,-808091000.0,,626115000.0,,176253000.0,,,,,749670000.0,,626115000.0,,,,,,,,,31792291000.0,,,,,15182754000.0,,,,,,,,,,,,,,,4343115000.0,2772837000.0,,,,,,,,,2060089000.0,729681000.0,,774902000.0,,748651000.0,,-611859000.0,,490853000.0,,12432042000.0,1964746000.0,,,,,,,,,,,,,,16609537000.0,,11831868000.0,,,,,,,,,1311438000.0,,,15749448000.0,,,,,,,,,,,18970000.0,,,,,490853000.0,,600174000.0,,573417000.0,18970000.0,-611859000.0,,,,600174000.0,16609537000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,1540000000.0,1022523000.0,-761000.0,4343114500.0,11914597000.0,-46158000.0,0.0,-63087000.0,73576000.0,1080775000.0,,-469331000.0,73576000.0,1025101000.0,979975000.0,,0.4392,310000000.0,1830198000.0,12065697000.0,-1317928000.0,-157765000.0,2895506000.0,-696467000.0,205638000.0,206333000.0,,,13076803000.0,1830198000.0,784725000.0,0.4392,-966450000.0,-2105647000.0,2337203000.0,,-1585072000.0,-3510000000.0,3148126000.0,310000000.0,778949000.0,32089194000.0,86867000.0,12065697000.0,2971738000.0,5224000.0,15436353000.0,0.0,,7851115000.0,10739600000.0,4343115000.0,8589097000.0,,-519068000.0,13076803000.0,,116406000.0,-269983000.0,1806981000.0,,4343115000.0,1964746000.0,,2810714000.0,,,,8589097000.0,10739600000.0,2214977000.0,2143758000.0,753739000.0,,721638000.0,,783435000.0,,1438186000.0,,486232000.0,84792000.0,12420235000.0,1806981000.0,-756868000.0,1540000000.0,,4955609000.0,,,,3148126000.0,0.0,-1317928000.0,,505638000.0,12420235000.0,16652841000.0,,11914597000.0,,,16652841000.0,,,3210414000.0,,3999485000.0,1360323000.0,86867000.0,101428000.0,15972538000.0,1907470000.0,3210414000.0,2337203000.0,,709992000.0,300000000.0,-1302934000.0,3392053000.0,1907470000.0,4343114500.0,29696000.0,,101428000.0,8305541000.0,205638000.0,486232000.0,15436353000.0,0.0,84792000.0,578392000.0,29696000.0,2100729000.0,756761000.0,32089194000.0,15972538000.0,505638000.0,8305541000.0,300000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,,,,,15265892000.0,21141000.0,,,,,,-483191000.0,,0.118,,12936186000.0,,,,283643000.0,,772942000.0,,202244000.0,,,,,805562000.0,,772942000.0,,,,,,,,,33527726000.0,,,,,15265892000.0,,,,,,,,,,,,,,,4343115000.0,1806981000.0,,,,4343114500.0,,,,,2018110000.0,757923000.0,0.118,826703000.0,,772023000.0,,-6108000.0,,512529000.0,,13332748000.0,2090624000.0,,,4343114500.0,,,,,,,,,,,18261834000.0,,12936186000.0,,,,,,,,,1246087000.0,,,16484178000.0,,,,,,,,,,,14100000.0,,,,,512529000.0,,396562000.0,,603318000.0,14100000.0,-6108000.0,,,,396562000.0,18261834000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,1500000000.0,,,,,,0.0,-17740000.0,,,,,71277000.0,-733342000.0,,,,1190531000.0,,,,-317304000.0,,628810000.0,,228555000.0,,,,1869047000.0,872482000.0,,628810000.0,,3428632000.0,,,,,,,34564850000.0,,11657817000.0,,,14689987000.0,,,,12225590000.0,,,,,15654222000.0,,,,,,4343115000.0,2090624000.0,,,,,,10197869000.0,,,2103712000.0,749876000.0,,854742000.0,,769328000.0,,-212772000.0,,550904000.0,,14823482000.0,1773320000.0,,,,,,,,1869047000.0,,,,,,19874863000.0,,14422774000.0,,,,,,4013260000.0,,,1334384000.0,86867000.0,116871000.0,15948942000.0,,,,,,200000000.0,,,,,19452000.0,,,,200708000.0,550904000.0,,0.0,,643927000.0,19452000.0,-212772000.0,,,,400708000.0,9726025000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,,,14759281000.0,53902000.0,,,,,,198896000.0,,,,20544734000.0,,,,653641000.0,,1189983000.0,,247920000.0,,,,,985851000.0,,1189983000.0,,,,,,,,,42140938000.0,,,,,14759281000.0,,,,,,,,,,,,,,,4343115000.0,1773320000.0,,,,,,,,,2349112000.0,887718000.0,,1039753000.0,,906358000.0,,-735238000.0,,597778000.0,,21641813000.0,2426961000.0,,,,,,,,,,,,,,27381657000.0,,20544734000.0,,,,,,,,,1442754000.0,,,16560192000.0,,,,,,,,,,,18640000.0,,,,,597778000.0,,1097079000.0,,737931000.0,18640000.0,-735238000.0,,,,1097079000.0,27381657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,1033570000.0,1016734000.0,21279000.0,4343114500.0,28680080000.0,-97908000.0,0.0,-49935000.0,170654000.0,444422000.0,,0.0,170654000.0,1036217000.0,3669550000.0,,0.5409,1940000000.0,3053466000.0,11268097000.0,-1376754000.0,874761000.0,3474912000.0,1077815000.0,145042000.0,239229000.0,,,26059152000.0,3053466000.0,1104297000.0,0.5409,-161816000.0,123170000.0,5419359000.0,,1494741000.0,-5152500000.0,4430220000.0,1940000000.0,-56861000.0,51354744000.0,86867000.0,11268097000.0,3768192000.0,7368000.0,15609023000.0,0.0,,9051123000.0,20639793000.0,4343115000.0,17238750000.0,,-654351000.0,26059152000.0,,-1321590000.0,-1239631000.0,3301722000.0,,4343115000.0,2426961000.0,,3389379000.0,,,,17238750000.0,20639793000.0,2850244000.0,2580189000.0,993862000.0,,1054362000.0,,1027203000.0,,-367472000.0,,687841000.0,85533000.0,30225122000.0,3301722000.0,20000000.0,1033570000.0,,5576211000.0,,,,4430220000.0,0.0,-1376754000.0,,1545042000.0,30225122000.0,35745721000.0,,28680080000.0,,,35745721000.0,,,3786758000.0,,4792294000.0,1552986000.0,86867000.0,135609000.0,17001826000.0,2349052000.0,3786758000.0,5419359000.0,,2429919000.0,1400000000.0,-1346366000.0,1806981000.0,2349052000.0,4343114500.0,33341000.0,,135609000.0,17338071000.0,145042000.0,687841000.0,15609023000.0,0.0,85533000.0,865068000.0,33341000.0,900757000.0,917948000.0,51354744000.0,17001826000.0,1545042000.0,17338071000.0,1400000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
