,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,quarterlyChangeInCashSupplementalAsReported,quarterlyBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualNetIncome,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualPretaxIncome,trailingNetIncome,quarterlyAccountsReceivable,trailingInvestingCashFlow,trailingNetOtherInvestingChanges,annualStockholdersEquity,annualOtherNonCashItems,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualDepreciationAndAmortization,annualSaleOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCommonStockIssuance,annualRetainedEarnings,quarterlyInventory,quarterlyNetIncome,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyOtherIncomeExpense,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTotalRevenue,trailingOperatingCashFlow,annualBasicEPS,trailingOtherIncomeExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,annualEndCashPosition,annualOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,annualOperatingIncome,quarterlyDepreciationAndAmortization,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCapitalStock,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualNetPPE,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualCurrentAssets,annualChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,trailingChangesInAccountReceivables,quarterlyIncomeTaxPayable,trailingInterestExpense,trailingBeginningCashPosition,annualInterestExpense,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,quarterlyChangesInAccountReceivables,annualAccumulatedDepreciation,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingOperatingExpense,annualDilutedAverageShares,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualGrossPPE,annualRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyAccountsPayable,annualDilutedEPS,annualChangeInCashSupplementalAsReported,annualBasicAverageShares,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyOperatingExpense,quarterlyGrossProfit,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingDeferredIncomeTax,quarterlyCurrentDeferredRevenue,annualCapitalExpenditure,trailingGrossProfit,trailingNetIncomeCommonStockholders,quarterlyDilutedEPS,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualCapitalStock,annualTotalRevenue,annualCostOfRevenue,annualTaxProvision,annualCurrentDebt,annualStockBasedCompensation,quarterlyRepaymentOfDebt,quarterlyPretaxIncome,annualGrossProfit,quarterlyEbitda,quarterlyNetPPE,annualNetOtherFinancingCharges,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTaxProvision,annualInventory,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyBasicAverageShares,quarterlyDeferredIncomeTax,quarterlyTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualNonCurrentDeferredTaxesLiabilities,quarterlyNonCurrentDeferredRevenue,annualFreeCashFlow,quarterlyChangeInWorkingCapital,annualChangeInInventory,quarterlyCurrentAssets,annualOperatingExpense,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyPurchaseOfInvestment,trailingBasicAverageShares,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingSellingGeneralAndAdministration,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyOtherShortTermInvestments,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,annualPurchaseOfInvestment,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingRepurchaseOfCapitalStock,trailingBasicEPS
1191110400,196098000.0,315000.0,,,1390000.0,0.38,91799000.0,,,,,,,295355000.0,,,5269000.0,,,,,,,,,10670000.0,,,,,1137000.0,2763000.0,,,2763000.0,,,42000.0,,25573000.0,,,,,,7425000.0,-6900000.0,-1210000.0,,2763000.0,8867000.0,,,,,,,,,,7279000.0,8867000.0,,,315000.0,8867000.0,,,,1492000.0,1913000.0,-3385000.0,,,273507000.0,,,,,210342000.0,,0.0,,,,-81000.0,2859000.0,,,,,,,,,,,,,,,,,,,,,85013000.0,7477000.0,,,2515000.0,,,,0.0,,9097000.0,15046000.0,,,,,,,,0.37,,,,,,,,,,,,4577000.0,,7288000.0,267756000.0,,12648000.0,,1814000.0,,,2428000.0,,,-37000.0,,,5949000.0,4773000.0,,,,7277000.0,1708000.0,15046000.0,,,,,-2256000.0,,21848000.0,,315840000.0,13500000.0,,3517000.0,,-48084000.0,-6902000.0,,,,,,,,,,,,,,,,,,,,
1199059200,196873000.0,1214000.0,91757000.0,-4455000.0,-6347000.0,,91757000.0,5499000.0,6263000.0,,,,294589000.0,294589000.0,10397000.0,,5499000.0,,,85132000.0,196000.0,,,,2000.0,7405000.0,,,12329000.0,12469000.0,1192000.0,1073000.0,,-26707000.0,1073000.0,,,14000.0,,25910000.0,,,0.92,,16187000.0,,-8143000.0,-1251000.0,,1073000.0,2520000.0,2520000.0,478000.0,,,15900000.0,,3225000.0,,,7300000.0,2520000.0,11844000.0,274428000.0,1214000.0,2520000.0,11626000.0,21062000.0,196873000.0,1497000.0,5197000.0,-4778000.0,,,280265000.0,2520000.0,,,0.0,209457000.0,2520000.0,0.0,1414000.0,14324000.0,,221000.0,1915000.0,,,,,6305000.0,0.0,,,,,-53072000.0,3657000.0,6263000.0,,,6936000.0,,,327500000.0,,85132000.0,8867000.0,,,3225000.0,0.9,1106000.0,6787000.0,2000.0,7405000.0,9802000.0,12961000.0,,1214000.0,,,-26736000.0,,,,,,,1915000.0,7300000.0,52524000.0,,4134000.0,1214000.0,,,1787000.0,52524000.0,4479000.0,274428000.0,11322000.0,12469000.0,,714000.0,1192000.0,,-8790000.0,,280265000.0,301000.0,-3328000.0,,3159000.0,-1574000.0,,,,,103000.0,12961000.0,209457000.0,25910000.0,,-15110000.0,897000.0,138000.0,14324000.0,36624000.0,327500000.0,11844000.0,,3370000.0,6263000.0,-53072000.0,-8148000.0,,,,,,,,,,,,,,,,,,,,
1206921600,203359000.0,2725000.0,,,829000.0,0.14,91627000.0,,,,,,,305190000.0,,,4838000.0,,,,,,,,,9076000.0,,,,,1127000.0,999000.0,,,999000.0,,,464000.0,,26774000.0,,,,,,7434000.0,-7959000.0,-1257000.0,,999000.0,3349000.0,,,,,,,,,,7321000.0,3349000.0,,,2725000.0,3349000.0,,,,1518000.0,1183000.0,-1591000.0,,,291839000.0,,,,,219995000.0,,0.0,,,,65000.0,1338000.0,,,,,,,,,,,,,,,,,,,,,85195000.0,2520000.0,,,4101000.0,,,,0.0,,9663000.0,12270000.0,,,,,,,,0.13,,,,,,,,,,,,1670000.0,,3941000.0,285759000.0,,12211000.0,,671000.0,,,280000.0,,,-76000.0,,,2607000.0,2404000.0,,,,7313000.0,667000.0,12270000.0,,,,,3460000.0,,13351000.0,,285944000.0,15902000.0,,6384000.0,,-185000.0,-7975000.0,,,,,,,,,,,,,,,,,,,,
1214784000,205416000.0,10020000.0,,,-1691000.0,0.21,91584000.0,,,,,,,314928000.0,,,4158000.0,,,,,,,,,9683000.0,,,,,1155000.0,1529000.0,,,1529000.0,,,-32000.0,,27924000.0,,,,,,7445000.0,-11325000.0,-1307000.0,,1529000.0,1658000.0,,,,,,,,,,7342000.0,1658000.0,,,10020000.0,1658000.0,,,,1568000.0,262000.0,-9449000.0,,,303074000.0,,,,,230510000.0,,0.0,,,,-28000.0,1329000.0,,,,,,,,,,,,,,,,,,,,,84418000.0,3349000.0,,,3354000.0,,,,0.0,,9966000.0,13903000.0,,,,,,,,0.21,,,,,,,,,,,,2549000.0,,5243000.0,296249000.0,,11123000.0,,1020000.0,,,294000.0,,,-195000.0,,,3937000.0,7724000.0,,,,7334000.0,964000.0,13903000.0,,,,,-1694000.0,,11854000.0,,296249000.0,24367000.0,,1910000.0,,,-11359000.0,,,,,,,,,,,,,,,,,,,,
1222732800,208908000.0,27773000.0,,,928000.0,0.35,93200000.0,,,,,,,342657000.0,,,4341000.0,,,,,,,,,12704000.0,,,,,1241000.0,2593000.0,,,2593000.0,,,-49000.0,,29007000.0,,,,,,7451000.0,-22345000.0,-1311000.0,,2593000.0,2586000.0,,,,,,,,,,7383000.0,2586000.0,,,27773000.0,2586000.0,,,,1673000.0,651000.0,-15833000.0,,,327810000.0,,,,,255029000.0,,0.0,,,,-86000.0,2680000.0,,,,,,,,,,,,,,,,,,,,,87628000.0,1658000.0,,,4923000.0,,,,0.0,,9868000.0,15656000.0,,,,,,,,0.35,,,,,,,,,,,,4351000.0,,7210000.0,320395000.0,,13715000.0,,1758000.0,,,587000.0,,,-256000.0,,,5788000.0,16756000.0,,,,7355000.0,1771000.0,15656000.0,,,,,987000.0,,14847000.0,,320395000.0,45400000.0,,6517000.0,,,-22350000.0,,,,,,,,,,,,,,,,,,,,
1230681600,225820000.0,21802000.0,107555000.0,-5193000.0,308000.0,,107555000.0,4224000.0,6418000.0,,,,348706000.0,348706000.0,10845000.0,,4224000.0,,,87794000.0,-637000.0,,,,,8019000.0,,,1314000.0,13694000.0,1147000.0,1297000.0,,-49767000.0,1297000.0,,,-19000.0,,30238000.0,,,0.87,,31966000.0,,-8138000.0,-1318000.0,,1297000.0,2894000.0,2894000.0,366000.0,,,16333000.0,,4556000.0,,,7401000.0,2894000.0,34377000.0,327679000.0,21802000.0,2894000.0,18175000.0,22115000.0,225820000.0,1851000.0,572000.0,-9000.0,,,335234000.0,2894000.0,,,0.0,260912000.0,2894000.0,0.0,2520000.0,13472000.0,,94000.0,1610000.0,,,,,6613000.0,0.0,,,,,-58787000.0,4390000.0,6418000.0,,,7427000.0,,,386466000.0,,87794000.0,2586000.0,,,4556000.0,0.86,374000.0,7353000.0,-4772000.0,8019000.0,10355000.0,14357000.0,,21802000.0,,,-45057000.0,,,,,,,1610000.0,7401000.0,56185000.0,,4427000.0,21802000.0,,,2276000.0,56185000.0,5722000.0,327679000.0,2668000.0,13694000.0,,979000.0,1147000.0,,153000.0,,335234000.0,-110000.0,2222000.0,,4002000.0,5082000.0,,,,,988000.0,14357000.0,260912000.0,30238000.0,,-26882000.0,-531000.0,45000.0,13472000.0,39852000.0,386466000.0,34377000.0,,3364000.0,6418000.0,-58787000.0,-3373000.0,,,,,,,,,,,,,,,,,,,,
1238457600,87609000.0,2957000.0,,,-2053000.0,0.22,107277000.0,,,,,,,347968000.0,,,4587000.0,,,,,,,,,2693000.0,7514000.0,227139000.0,,,1214000.0,1607000.0,,,1607000.0,,,577000.0,,31459000.0,,,,,,7470000.0,-3458000.0,-1321000.0,,1607000.0,841000.0,,,,,,1598000.0,,,,7425000.0,841000.0,,,22024000.0,841000.0,,,,1798000.0,108000.0,-293000.0,,,337051000.0,,,,,259568000.0,,0.0,,,,-67000.0,0.0,,,,,,,,,,-363000.0,,,,3000.0,,,,,,,88400000.0,2894000.0,,51000.0,4607000.0,,,,0.0,,3534000.0,6362000.0,,,,,,,,0.22,,,,,,,,,,,-840000.0,,,4426000.0,329252000.0,,13980000.0,,,,,290000.0,30000.0,,-109000.0,,,2828000.0,-1763000.0,,,,7413000.0,1006000.0,13876000.0,,,,,-964000.0,,10917000.0,,329446000.0,32429000.0,,3168000.0,,-194000.0,-3461000.0,,,,,,,,,,,,,,,,,,,,
1246320000,88125000.0,3009000.0,,,-49000.0,0.27,107082000.0,,,,,,,352066000.0,,,4362000.0,,,,,,,,,2443000.0,7936000.0,228731000.0,,,1210000.0,1997000.0,,,1997000.0,,366000.0,134000.0,,32749000.0,,,,,,7479000.0,-5196000.0,-1325000.0,,1997000.0,792000.0,,,,,,1601000.0,,,,7448000.0,792000.0,,,24709000.0,792000.0,,,,1813000.0,736000.0,-2247000.0,,,340669000.0,,,,,262676000.0,,437000.0,,,,4000.0,0.0,,,,,,,,,,225000.0,,,,4000.0,,,,,,,89390000.0,841000.0,,-823000.0,3784000.0,,,,0.0,,3758000.0,7434000.0,,,,,,,,0.27,,,,,,,,,,,185000.0,,,5277000.0,332766000.0,,14652000.0,,,,,293000.0,25000.0,,-115000.0,,,3676000.0,2194000.0,,,,7427000.0,1505000.0,15370000.0,,,,,-2060000.0,,11397000.0,,332980000.0,33945000.0,,2953000.0,,-214000.0,-5200000.0,,,,,,,,,,,,,,,,,,,,
1254268800,87807000.0,3110000.0,,,69000.0,0.28,106221000.0,,,,,,,357163000.0,,,5374000.0,,,,,,,,,2493000.0,8298000.0,228261000.0,,,1158000.0,2112000.0,,,2112000.0,,,71000.0,,33477000.0,,,,,,7538000.0,-4500000.0,-1330000.0,,2112000.0,861000.0,,,,,,1653000.0,,,,7485000.0,861000.0,,,28603000.0,861000.0,,,,1810000.0,78000.0,-2219000.0,,,343184000.0,,,,,266475000.0,,0.0,,,,52000.0,0.0,,,,,,,,,,-1012000.0,,,,12000.0,,,,,,,90688000.0,792000.0,,-413000.0,3371000.0,,,,0.0,,4012000.0,7863000.0,,,,,,,,0.28,,,,,,,,,,,-666000.0,,,5504000.0,335385000.0,,15434000.0,,,,,495000.0,21000.0,,-106000.0,,,3851000.0,2276000.0,,,,7465000.0,1002000.0,16161000.0,,,,,-2389000.0,,13979000.0,,335619000.0,38214000.0,,2293000.0,,-234000.0,-4512000.0,,,,,,,,,,,,,,,,,,,,
1262217600,89676000.0,2661000.0,106025000.0,-5379000.0,-387000.0,,106025000.0,5505000.0,7262000.0,,,363000.0,358895000.0,358895000.0,,,5505000.0,,,91174000.0,-413000.0,1840000.0,,6556000.0,,2046000.0,8620000.0,231200000.0,1399000.0,15577000.0,1220000.0,1546000.0,,-17347000.0,1546000.0,,363000.0,53000.0,,34762000.0,,,0.97,,1551000.0,,-4193000.0,-1403000.0,,1546000.0,474000.0,474000.0,835000.0,,,13645000.0,1704000.0,3696000.0,231200000.0,-860000.0,7507000.0,474000.0,36521000.0,338140000.0,26653000.0,474000.0,13376000.0,20201000.0,89676000.0,1798000.0,1288000.0,745000.0,1840000.0,,345652000.0,474000.0,,,43000.0,267721000.0,474000.0,228000.0,2894000.0,13243000.0,-603000.0,-62000.0,0.0,,,,,7218000.0,228000.0,,,,547000.0,-64905000.0,4600000.0,7262000.0,,,7512000.0,,,403045000.0,-1516000.0,91174000.0,861000.0,,325000.0,3696000.0,0.97,-2420000.0,7454000.0,24000.0,2046000.0,3594000.0,6885000.0,,2661000.0,,,-17390000.0,,,,,,,0.0,7507000.0,60912000.0,32368000.0,,26653000.0,98000.0,-195000.0,,28544000.0,4995000.0,338140000.0,2210000.0,15577000.0,,,1220000.0,,321000.0,22000.0,345652000.0,-83000.0,-4727000.0,,3291000.0,-1156000.0,,,0.0,,1087000.0,15505000.0,267721000.0,34762000.0,,-4014000.0,686000.0,-73000.0,13243000.0,14899000.0,403045000.0,36521000.0,,4962000.0,7262000.0,-64905000.0,-4217000.0,,,,,,,,,,,,,,,,,,,,
1269993600,90354000.0,2631000.0,,,248000.0,0.22,105741000.0,,,,,,,358182000.0,,,5340000.0,,,,,,,,,1893000.0,8386000.0,232441000.0,,,1238000.0,1646000.0,,,1646000.0,,,654000.0,,35626000.0,,,,,,7583000.0,-2548000.0,-1406000.0,,1646000.0,722000.0,,,,,,1731000.0,,,,7517000.0,722000.0,,,25242000.0,722000.0,,,,1795000.0,727000.0,2988000.0,,,346586000.0,,,,,266589000.0,,0.0,,,,-18000.0,0.0,,,,,,,,,,165000.0,,,,,,,,,,,91593000.0,474000.0,,-40000.0,3656000.0,,,,20000.0,,3810000.0,6597000.0,,,,,,,,0.22,,,,,,,,,,,-2239000.0,,,4518000.0,338938000.0,,15817000.0,,,,,158000.0,21000.0,,-43000.0,,,2787000.0,-2760000.0,,,,7513000.0,669000.0,14983000.0,,,,,1532000.0,,11596000.0,,339218000.0,34148000.0,,5556000.0,,-280000.0,-2568000.0,,,,,,,,,,,,,,,,,,,,
1277856000,90379000.0,3967000.0,,,-178000.0,0.24,105545000.0,,,,,,,359524000.0,,,4579000.0,,,,,,,,,2297000.0,8424000.0,232842000.0,,,1295000.0,1798000.0,,,1798000.0,,,-20000.0,,36215000.0,,,,,,7607000.0,-3683000.0,-1415000.0,,1798000.0,544000.0,,,,,,1723000.0,,,,7552000.0,544000.0,,,24256000.0,544000.0,,,,1802000.0,588000.0,757000.0,,,348196000.0,,,,,267006000.0,,0.0,,,,-57000.0,0.0,,,,,,,,,,761000.0,,,,,,,,,,,92518000.0,722000.0,,-1227000.0,2429000.0,,,,15000.0,,3959000.0,7579000.0,,,,,,,,0.24,,,,,,,,,,,-638000.0,,,5343000.0,340580000.0,,16200000.0,,,,,515000.0,27000.0,,-24000.0,,,3620000.0,-950000.0,,,,7539000.0,345000.0,16003000.0,,,,,586000.0,,11328000.0,,340884000.0,34164000.0,,4455000.0,,-304000.0,-3698000.0,,,,,,,,,,,,,,,,,,,,
1285804800,90610000.0,3332000.0,,,-110000.0,0.38,104678000.0,,,,,,,365880000.0,,,4651000.0,,,,,,,,,2617000.0,8643000.0,232914000.0,,,1228000.0,2897000.0,,,2897000.0,,,26000.0,,36939000.0,,,,,,7623000.0,-5376000.0,-1422000.0,,2897000.0,434000.0,,,,,,1750000.0,,,,7576000.0,434000.0,,,25408000.0,434000.0,,,,1835000.0,383000.0,-2129000.0,,,351666000.0,,,,,271499000.0,,0.0,,,,67000.0,0.0,,,,,,,,,,-72000.0,,,,,,,,,,,94381000.0,544000.0,,690000.0,3119000.0,,,,8000.0,,4614000.0,9320000.0,,,,,,,,0.38,,,,,,,,,,,285000.0,,,6456000.0,343979000.0,,17675000.0,,,,,356000.0,32000.0,,-73000.0,,,4706000.0,2011000.0,,,,7562000.0,1398000.0,17963000.0,,,,,-2749000.0,,14214000.0,,344305000.0,38585000.0,,3255000.0,,-326000.0,-5384000.0,,,,,,,,,,,,,,,,,,,,
1293753600,90690000.0,3354000.0,105061000.0,-5677000.0,-255000.0,,105061000.0,5094000.0,7620000.0,,,355000.0,371529000.0,371529000.0,,,5094000.0,,,95146000.0,-183000.0,,,7032000.0,,3315000.0,9260000.0,234498000.0,1918000.0,17520000.0,1246000.0,1279000.0,,-19570000.0,1279000.0,,355000.0,-13000.0,,38222000.0,,,1.01,,1169000.0,,-7963000.0,-1434000.0,,1279000.0,179000.0,179000.0,647000.0,,,14268000.0,1828000.0,3401000.0,234498000.0,-295000.0,7637000.0,179000.0,41885000.0,349863000.0,30616000.0,179000.0,18106000.0,21300000.0,90690000.0,1863000.0,231000.0,-3141000.0,,,357496000.0,179000.0,,,61000.0,276383000.0,179000.0,725000.0,474000.0,14033000.0,290000.0,-18000.0,0.0,,,,,7295000.0,725000.0,,,,-564000.0,-377000.0,3480000.0,7620000.0,,,7618000.0,,,350240000.0,-949000.0,95146000.0,434000.0,,282000.0,3401000.0,1.0,-295000.0,7557000.0,18000.0,3315000.0,3520000.0,6675000.0,,3354000.0,,,-19631000.0,,,,,,,0.0,7637000.0,64885000.0,34714000.0,,30616000.0,111000.0,1643000.0,,30171000.0,4983000.0,349863000.0,1929000.0,17520000.0,,,1246000.0,,889000.0,31000.0,357496000.0,-43000.0,46000.0,,3155000.0,2868000.0,,,,,1068000.0,15935000.0,276383000.0,38222000.0,,-1525000.0,677000.0,-26000.0,14033000.0,15903000.0,350240000.0,41885000.0,,4840000.0,7620000.0,-377000.0,-7981000.0,,,,,,,,,,,,,,,,,,,,
1301529600,74567000.0,2848000.0,,,144000.0,0.13,106920000.0,,,,,,,370299000.0,,,5128000.0,,,,,,,,,3111000.0,9018000.0,236866000.0,,,1264000.0,1009000.0,,,1009000.0,,,632000.0,,38760000.0,,,,,,7699000.0,-2561000.0,-1445000.0,,1009000.0,323000.0,,,,,,1810000.0,,,,7665000.0,323000.0,,,27561000.0,323000.0,,,,1842000.0,53000.0,2997000.0,,,358520000.0,,,,,275095000.0,,0.0,,,,-18000.0,0.0,,,,,,,,,,-34000.0,,,,,,,,,,,95204000.0,179000.0,,192000.0,3593000.0,,,,12000.0,,3520000.0,5739000.0,,,,865000.0,,,,0.13,,,,,,,,,,,-4766000.0,,,4029000.0,350685000.0,,17084000.0,,,,,463000.0,31000.0,,-35000.0,,,2219000.0,-2865000.0,,,,7651000.0,330000.0,14757000.0,,,16148000.0,,2425000.0,,11779000.0,,351091000.0,38229000.0,,5570000.0,,-406000.0,-2573000.0,,,,,,,,,,,,,,,,,,,,
1309392000,74962000.0,2938000.0,,,-135000.0,0.23,106729000.0,,,,,,,371813000.0,,,4409000.0,,,,,,,,,4062000.0,8911000.0,237855000.0,,,1360000.0,1753000.0,,,1753000.0,,352000.0,13000.0,,39914000.0,,,,,,7714000.0,-3969000.0,-1458000.0,,1753000.0,188000.0,,,,,,1823000.0,,,,7675000.0,188000.0,,,27710000.0,188000.0,,,,1848000.0,317000.0,855000.0,,,360474000.0,,,,,276108000.0,,231000.0,,,,-96000.0,0.0,,,,,,,,,,719000.0,,,,,,,,,,,95705000.0,323000.0,,-957000.0,2636000.0,,,,18000.0,,4011000.0,7599000.0,,,,907000.0,,,,0.23,,,,,,,,,,,-49000.0,1753000.0,,5424000.0,352519000.0,,17379000.0,,,,,175000.0,31000.0,,-38000.0,,,3588000.0,-1008000.0,,,,7672000.0,903000.0,16510000.0,,,15832000.0,,370000.0,,11339000.0,,352876000.0,38253000.0,,4842000.0,,-357000.0,-3987000.0,,,,,,,,,,,,,,,,,,,,
1317340800,75321000.0,2077000.0,,,19000.0,0.26,105955000.0,,,,,,,375840000.0,,,4814000.0,,,,,,,,,3959000.0,9022000.0,238245000.0,,,1490000.0,2238000.0,,,2238000.0,,,-320000.0,,41193000.0,,,,,,8579000.0,-4153000.0,-1629000.0,,2238000.0,207000.0,,,,,,1897000.0,,,,8592000.0,207000.0,,,14522000.0,207000.0,,,,1809000.0,173000.0,-682000.0,,,362193000.0,,,,,265053000.0,,0.0,,,,-130000.0,0.0,,,,,,,,,,-405000.0,,,,,,,,,,,110787000.0,188000.0,,105000.0,2741000.0,,,,17000.0,,4341000.0,8708000.0,,,,916000.0,,,,0.26,,,,,,,,,,,-14017000.0,,,6264000.0,354741000.0,,16330000.0,,,,,16102000.0,29000.0,,4933000.0,,,4367000.0,684000.0,,,,8547000.0,2214000.0,17730000.0,,,15410000.0,,-2823000.0,,13647000.0,,355129000.0,26808000.0,,3488000.0,,-388000.0,-4170000.0,,,,,,,,,,,,,,,,,,,,
1325289600,77306000.0,2863000.0,106539000.0,-6191000.0,104000.0,,106539000.0,4997000.0,6746000.0,,14405000.0,,378737000.0,378737000.0,,,4997000.0,,,112997000.0,6646000.0,,,7410000.0,,3476000.0,8497000.0,241080000.0,17176000.0,18075000.0,1483000.0,1746000.0,,-15732000.0,1746000.0,,,-26000.0,,42375000.0,,,0.83,,-3358000.0,,-5049000.0,-1659000.0,,1746000.0,311000.0,311000.0,299000.0,,,13736000.0,1880000.0,2784000.0,241080000.0,-617000.0,8611000.0,311000.0,24660000.0,357611000.0,13823000.0,311000.0,19222000.0,21146000.0,77306000.0,1789000.0,1169000.0,265000.0,,,365487000.0,311000.0,,,55000.0,265740000.0,311000.0,0.0,179000.0,13250000.0,215000.0,7000.0,0.0,,,,,7289000.0,0.0,,,,-65000.0,-417000.0,4466000.0,6746000.0,,,8160000.0,,,358028000.0,-19250000.0,112997000.0,207000.0,,43000.0,2784000.0,0.83,132000.0,8122000.0,8000.0,3476000.0,4015000.0,7576000.0,,2863000.0,,942000.0,-15787000.0,,,,,,942000.0,0.0,8611000.0,65070000.0,35448000.0,,13823000.0,120000.0,-418000.0,,29622000.0,5441000.0,357611000.0,1712000.0,18075000.0,,,1483000.0,,436000.0,29000.0,365487000.0,1786000.0,580000.0,,3561000.0,-169000.0,,,,,1019000.0,16073000.0,265740000.0,42375000.0,14405000.0,3435000.0,608000.0,-237000.0,13250000.0,15886000.0,358028000.0,24660000.0,,5322000.0,6746000.0,-417000.0,-5057000.0,,,,,,,,,,,,,,,,,,,,
1333152000,76991000.0,2619000.0,,,142000.0,0.29,106243000.0,,,,,,,377813000.0,,,3136000.0,,,,,,,,,4016000.0,8427000.0,241379000.0,,,1434000.0,2505000.0,,,2505000.0,,,687000.0,,43441000.0,,,,,,8663000.0,-3586000.0,-1663000.0,,2505000.0,453000.0,,,,,,1960000.0,,,,8642000.0,453000.0,,,11321000.0,453000.0,,,,1772000.0,101000.0,3985000.0,,,366736000.0,,,,,263439000.0,,0.0,,,,49000.0,0.0,,,,,,,,,,1861000.0,,,,,,,,,,,114374000.0,311000.0,,-120000.0,2664000.0,,,,0.0,,2993000.0,8271000.0,,,,984000.0,,,,0.29,,,,,,,,,,,-2952000.0,4193000.0,,7925000.0,358736000.0,,18917000.0,,1688000.0,,,506000.0,29000.0,,2483000.0,,,5278000.0,-3854000.0,,,,8626000.0,750000.0,16698000.0,,,14249000.0,,2360000.0,,11077000.0,,359183000.0,22060000.0,,7582000.0,,-447000.0,-3597000.0,,,,,,,,,,,,,,,,,,,,
