,trailingTaxProvision,annualNetOtherFinancingCharges,annualTaxProvision,trailingEndCashPosition,trailingTotalRevenue,trailingCostOfRevenue,annualEndCashPosition,annualCurrentDebt,trailingOperatingIncome,annualOtherCurrentAssets,annualResearchAndDevelopment,trailingNetIncomeContinuousOperations,annualAccountsPayable,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,quarterlyRetainedEarnings,annualOperatingExpense,quarterlyCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingOperatingExpense,annualFreeCashFlow,quarterlyNonCurrentDeferredRevenue,annualCostOfRevenue,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualTotalAssets,quarterlyOtherCurrentAssets,annualNetIncome,trailingPretaxIncome,annualBasicAverageShares,quarterlyAccountsReceivable,annualLongTermDebt,annualCashDividendsPaid,trailingNetOtherInvestingChanges,annualCurrentAssets,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualEbitda,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualSaleOfInvestment,annualCommonStockIssuance,annualOtherShortTermInvestments,trailingSaleOfInvestment,annualOtherIntangibleAssets,quarterlyInvestmentsAndAdvances,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,trailingOperatingCashFlow,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,quarterlyStockholdersEquity,annualInventory,quarterlyNetPPE,quarterlyInventory,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingDepreciationAndAmortization,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherNonCashItems,annualTotalNonCurrentAssets,annualCurrentLiabilities,annualOtherIncomeExpense,trailingChangeInInventory,annualNetPPE,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,trailingOtherNonCashItems,quarterlyOtherIntangibleAssets,annualDilutedEPS,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualDilutedAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalAssets,annualGoodwill,trailingNetIncome,trailingInterestExpense,trailingPurchaseOfInvestment,annualPretaxIncome,annualNonCurrentDeferredRevenue,annualInterestExpense,quarterlyTotalNonCurrentAssets,trailingBeginningCashPosition,trailingCapitalExpenditure,annualBasicEPS,quarterlyOtherShortTermInvestments,quarterlyOtherCurrentLiabilities,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,annualChangeInWorkingCapital,trailingInvestingCashFlow,annualGrossPPE,annualAccumulatedDepreciation,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,annualOperatingIncome,quarterlyAccountsPayable,annualCapitalStock,annualPurchaseOfInvestment,trailingResearchAndDevelopment,annualTotalRevenue,annualInvestingCashFlow,trailingGrossProfit,annualRepaymentOfDebt,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,quarterlyCostOfRevenue,annualChangesInAccountReceivables,quarterlyOtherNonCashItems,quarterlyOtherIncomeExpense,quarterlyGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyNetOtherInvestingChanges,quarterlyBeginningCashPosition,quarterlyStockBasedCompensation,quarterlyFreeCashFlow,trailingBasicEPS,quarterlyPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyPretaxIncome,trailingRepurchaseOfCapitalStock,trailingCashDividendsPaid,quarterlyInterestExpense,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyTaxProvision,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetOtherFinancingCharges,trailingCommonStockIssuance,quarterlyIncomeTaxPayable,annualStockBasedCompensation,quarterlyDeferredIncomeTax,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,trailingOtherIncomeExpense,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyChangeInInventory,quarterlyBasicAverageShares,trailingDeferredIncomeTax,annualIncomeTaxPayable,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyEndCashPosition,quarterlyBasicEPS,quarterlyChangesInAccountReceivables,trailingDilutedEPS,quarterlyOperatingExpense,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,quarterlyOperatingCashFlow,quarterlySaleOfInvestment,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalRevenue
1277856000,,,,,,,,,,,,,,,,,2976144000.0,,12725407000.0,12010486000.0,,,6924387000.0,8961989000.0,,,,,,,,,,,,,664182000.0,,,,6365639000.0,,,,,,,,35260000.0,,,,,,,,3048497000.0,,,,,,,,2621250000.0,255838000.0,,9508127000.0,,4482151000.0,34984000.0,,,4081860000.0,1075076000.0,,,4087136000.0,,,,,,,,,,,2084327000.0,,,,-2442236000.0,,57396000.0,23668119000.0,,,,,,,,10942712000.0,,,,5276000.0,962112000.0,4249002000.0,,,,,,,,,,4930546000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,39528000.0,224006000.0,,,,5202508000.0,3110142000.0,,316994000.0,,,4420758000.0,,1570937000.0,,3102705000.0,5053303000.0,13081988000.0,13054634000.0,,13054634000.0,7317763000.0,11483697000.0,,-287655000.0,,36641581000.0,832058000.0,4196987000.0,,,,186866000.0,5202508000.0,25094623000.0,316994000.0,616424000.0,,4249002000.0,5527044000.0,1144442000.0,-169960000.0,,13081988000.0,616424000.0,59208000.0,1592967000.0,39394000.0,472217000.0,56355000.0,3143000.0,5276000.0,,2047323000.0,,1570937000.0,9758858000.0,,,5527044000.0,,414286000.0,39387000.0,1144442000.0,251329000.0,3102705000.0,9758858000.0,36068000.0,4752252000.0,36068000.0,,-4394000.0,5202508000.0,3110142000.0,,957922000.0,5207784000.0,146104000.0,12012635000.0,11483697000.0,,,4752252000.0,5905192000.0,251329000.0,5207784000.0,,2047323000.0,0.15,39394000.0,-71893000.0,-2565511000.0,4249002000.0,59208000.0,25094623000.0,39387000.0,,,,1056064000.0,,122617000.0,12012635000.0,,,0.15,5276000.0,1068722000.0,4249002000.0,,318816000.0,,7317763000.0,-2565511000.0,,,,851889000.0,4420758000.0,4249002000.0,-408898000.0,,42546773000.0,-887474000.0,,-960921000.0,,1068722000.0,1005521000.0,-1245577000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,,,,,,,,,,,,,,,3432388000.0,,13966619000.0,13732562000.0,,,7686104000.0,13313549000.0,,,,,,,,,,,,,0.0,,,,7250425000.0,,,,,,,,39352000.0,,,,,,,,419013000.0,,,,,,,,131876000.0,147944000.0,,9910794000.0,,4952840000.0,68605000.0,,,5485272000.0,4342610000.0,,,5490538000.0,,,,,,,,,,,2188072000.0,,,,-2733264000.0,,76123000.0,25873469000.0,,,,,,,,11906850000.0,,,,5266000.0,0.0,4249002000.0,,,,,,,,,,5222598000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,-1210235000.0,308184000.0,,,,5521045000.0,4464719000.0,,418473000.0,,,4842567000.0,421809000.0,950286000.0,4174741000.0,42490000.0,5355943000.0,14571717000.0,14817423000.0,,14817423000.0,8528472000.0,13867137000.0,,-355163000.0,,37595649000.0,871937000.0,5202508000.0,5493223000.0,,2650819000.0,-527520000.0,5521045000.0,26802292000.0,418473000.0,642513000.0,,4249000000.0,6708178000.0,747947000.0,-293039000.0,,14571717000.0,642513000.0,21990000.0,1991303000.0,62337000.0,536815000.0,4986000.0,,0.0,,2251408000.0,4174741000.0,950286000.0,9784715000.0,,2650819000.0,6708178000.0,,440874000.0,,747947000.0,27080000.0,42490000.0,9784715000.0,83182000.0,5622457000.0,83182000.0,760978000.0,-47114000.0,5521045000.0,4464719000.0,,1118066000.0,5521045000.0,193582000.0,12230575000.0,13867137000.0,638453000.0,,5622457000.0,6151808000.0,27080000.0,5521045000.0,,2251408000.0,0.15,62337000.0,-316626000.0,-2906015000.0,4249000000.0,21990000.0,26802292000.0,,,,,1180121000.0,,370308000.0,12230575000.0,,,0.15,0.0,1283301000.0,4249002000.0,,613413000.0,,8528472000.0,-2906015000.0,5493223000.0,,,795865000.0,4842567000.0,4249002000.0,-133164000.0,,43747457000.0,-1519887000.0,,-2471891000.0,,1283301000.0,318537000.0,-1473229000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,,,,,,,,,,,,,,,,,16727362000.0,17648339000.0,,,9043868000.0,14545534000.0,,,,,,,,,,,,,0.0,,,,8099060000.0,,,,,,,,157658000.0,,,,,,,,3102805000.0,,,,,,,,2750679000.0,36721000.0,,10150980000.0,,6057490000.0,44778000.0,,,6734829000.0,3537506000.0,,,6734829000.0,,,,,,,,,,,2283291000.0,,,,-2986378000.0,,23084000.0,30009342000.0,,,,,,,,13281980000.0,,,,,0.0,4249002000.0,,,,,,,,,,5836291000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,27881000.0,322358000.0,,,,5594572000.0,2832048000.0,,880000.0,,,5687159000.0,,3247257000.0,,127470000.0,5192157000.0,15518209000.0,16560635000.0,,16560635000.0,11914194000.0,13313378000.0,,-1116309000.0,,41588415000.0,910832000.0,5521045000.0,,,,143292000.0,5594572000.0,29288347000.0,880000.0,649054000.0,,4249002000.0,7163167000.0,2844904000.0,-42490000.0,,15518209000.0,649054000.0,21172000.0,2009125000.0,173617000.0,574002000.0,311558000.0,,659332000.0,,57610000.0,,3247257000.0,10362220000.0,,,7163167000.0,,474707000.0,39387000.0,2844904000.0,30708000.0,127470000.0,10362220000.0,53441000.0,8793880000.0,53441000.0,,29741000.0,5594572000.0,2832048000.0,,381376000.0,6253904000.0,281093000.0,13770138000.0,13313378000.0,,,8793880000.0,5893600000.0,30708000.0,6253904000.0,,57610000.0,0.15,173617000.0,-531530000.0,-3120314000.0,4249002000.0,21172000.0,29288347000.0,39387000.0,,,,1233190000.0,,301228000.0,13770138000.0,,,0.15,659332000.0,771846000.0,4249002000.0,,-587038000.0,,11914194000.0,-3120314000.0,,,,701443000.0,5687159000.0,4249002000.0,-530144000.0,,47482015000.0,-1190396000.0,,-6937172000.0,,771846000.0,73527000.0,-1497685000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,,,,,,,,,,,,,,,4420369000.0,,16651475000.0,17338754000.0,,,12373297000.0,14173501000.0,,,,,,,,,,,,,0.0,,,,7394677000.0,,,,,,,,140909000.0,,,,,,,,3165253000.0,,,,,,,,2801632000.0,3406000.0,,10550218000.0,,9162207000.0,104906000.0,,,5233705000.0,2889821000.0,,,6023436000.0,,,,,,,,,,,103134000.0,,,,-3211090000.0,,54442000.0,30240478000.0,,,,,,,,13589003000.0,,,,789731000.0,2011924000.0,4249002000.0,,,,,,,,,,6215233000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,-23710000.0,335736000.0,,,,5275867000.0,1402390000.0,,622000.0,,,5841263000.0,,4795287000.0,,212450000.0,5165056000.0,15346024000.0,16477134000.0,,16477134000.0,13147039000.0,11681847000.0,,-467554000.0,,41485420000.0,1150650000.0,5594572000.0,,,,11419000.0,5275867000.0,29894833000.0,622000.0,844459000.0,,4249000000.0,6806510000.0,4344637000.0,-127470000.0,,15346024000.0,844459000.0,54719000.0,2284076000.0,180970000.0,546677000.0,474272000.0,,960261000.0,,70448000.0,,4795287000.0,10925007000.0,,,6806510000.0,,512931000.0,39387000.0,4344637000.0,3294000.0,212450000.0,10925007000.0,60276000.0,9772576000.0,60276000.0,,-6835000.0,5275867000.0,1402390000.0,,1312698000.0,6236128000.0,265652000.0,14548809000.0,11681847000.0,,,9772576000.0,6283519000.0,3294000.0,6236128000.0,,70448000.0,0.2,180970000.0,-140971000.0,-3374463000.0,4249000000.0,54719000.0,29894833000.0,39387000.0,,,,1486386000.0,,284759000.0,14548809000.0,,,0.2,960261000.0,22131000.0,4249002000.0,,52195000.0,,13147039000.0,-3374463000.0,,,,1118463000.0,5841263000.0,4249002000.0,-730929000.0,,47768939000.0,-1219571000.0,,-5236359000.0,,22131000.0,-318705000.0,-1780252000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,,,,,,,,,,,,,,,5213411000.0,,17944408000.0,17744189000.0,,,8865803000.0,14532685000.0,,,,,,,,,,,,,0.0,,,,7209413000.0,,,,,,,,215708000.0,,,,,,,,3211504000.0,,,,,,,,2992593000.0,3203000.0,,11419514000.0,,8865803000.0,155809000.0,,,6073226000.0,3351492000.0,,,6851317000.0,,,,,,,,,,,106323000.0,,,,,,416683000.0,31757598000.0,,,,,,,,13813190000.0,,,,778091000.0,2796615000.0,4249002000.0,,,,,,,,,,5554083000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,-679350000.0,387655000.0,,,,5332114000.0,2747958000.0,,1970000.0,,,5862084000.0,,3290687000.0,,6157093000.0,4449363000.0,16675249000.0,16404220000.0,,16404220000.0,14176218000.0,13113533000.0,,-194418000.0,,39974221000.0,1434430000.0,5386578000.0,,,,16076000.0,5332114000.0,32709339000.0,1970000.0,1231433000.0,,4405706000.0,7203571000.0,2992967000.0,-313345000.0,,16675249000.0,1231433000.0,203110000.0,2723104000.0,220195000.0,492877000.0,955524000.0,1333301000.0,1071600000.0,,88404000.0,,3290687000.0,13422493000.0,,,7203571000.0,,624542000.0,39387000.0,2992967000.0,77525000.0,6157093000.0,13422493000.0,154114000.0,10153699000.0,154114000.0,,-104759000.0,5332114000.0,2747958000.0,,1107622000.0,6403714000.0,287323000.0,16034090000.0,13113533000.0,,,10153699000.0,5685606000.0,77525000.0,6403714000.0,,88404000.0,0.28,220195000.0,-609656000.0,-4022519000.0,4405706000.0,203110000.0,32709339000.0,39387000.0,,,,1822085000.0,,276477000.0,16034090000.0,,,0.28,1071600000.0,74177000.0,4606483000.0,,-486157000.0,,14176218000.0,-4022519000.0,,,,1236243000.0,5862084000.0,4606483000.0,-964729000.0,,45659827000.0,-249471000.0,,-3767793000.0,,74177000.0,-54464000.0,-1302040000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,,,,,,,,,,6730964000.0,,18233446000.0,17461922000.0,,,10555360000.0,13844817000.0,,,,,,,,,,,,,921988000.0,,,,7549340000.0,,,,,,,,221413000.0,,,,,,,,3617105000.0,,,,,,,,2995025000.0,400667000.0,,15211356000.0,,10555360000.0,162925000.0,,,5012176000.0,3069250000.0,,,5934164000.0,,,,,,,,,,,124281000.0,,,,,,175797000.0,36361529000.0,,,,,,,,18128083000.0,,,,921988000.0,1471191000.0,4606483000.0,,,,,,,,,,6119484000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,560229000.0,613201000.0,,,,6133308000.0,4566434000.0,,1003000.0,,,6001332000.0,,1516665000.0,,7087795000.0,4538145000.0,18272942000.0,16625058000.0,,16625058000.0,14839167000.0,15108393000.0,,799928000.0,,39723920000.0,1961888000.0,5332114000.0,,,,8700000.0,6133308000.0,35084861000.0,1003000.0,1493264000.0,,4606483000.0,7043353000.0,1036418000.0,-437615000.0,,18272942000.0,1493264000.0,58059000.0,3487245000.0,356583000.0,467294000.0,503993000.0,0.0,1933057000.0,,86512000.0,,1516665000.0,15122347000.0,,,7043353000.0,,625280000.0,39387000.0,1036418000.0,123664000.0,7087795000.0,15122347000.0,148706000.0,10529744000.0,148706000.0,,4878000.0,6133308000.0,4566434000.0,,2433574000.0,8066365000.0,312983000.0,16811919000.0,15108393000.0,,,10529744000.0,5804154000.0,123664000.0,8066365000.0,,86512000.0,0.32,356583000.0,-217071000.0,-4309423000.0,4606483000.0,58059000.0,35084861000.0,39387000.0,,,,2575089000.0,,286876000.0,16811919000.0,,,0.32,1933057000.0,42244000.0,4606483000.0,,973550000.0,,14839167000.0,-4309423000.0,,,,1266009000.0,6001332000.0,4606483000.0,-1161457000.0,,45528074000.0,-905517000.0,,-5236704000.0,,42244000.0,801194000.0,-1633646000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,,,,,,,,,,7732438000.0,,20832009000.0,18826263000.0,,,10613709000.0,16375242000.0,,,,,,,,,,,,,1154629000.0,,,,7709490000.0,,,,,,,,333133000.0,,,,,,,,2451021000.0,,,,,,,,2063264000.0,54624000.0,,15688055000.0,,10613709000.0,151782000.0,,,6322254000.0,4924453000.0,,,7476883000.0,,,,,,,,,,,116437000.0,,,,,,59737000.0,37753239000.0,,,,,,,,16921230000.0,,,,1154629000.0,1651065000.0,4606483000.0,,,,,,,,,,6348936000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,186395000.0,384749000.0,,,,7118590000.0,1323857000.0,,3647000.0,,,6527636000.0,,5039354000.0,,8171040000.0,4839045000.0,20604922000.0,17737067000.0,,17737067000.0,15727132000.0,12697713000.0,,257889000.0,,40778629000.0,2086510000.0,6133308000.0,,,,-132800000.0,7118590000.0,37366945000.0,3647000.0,1629472000.0,,4606483000.0,7294268000.0,4618630000.0,-483681000.0,,20604922000.0,1629472000.0,174841000.0,3397480000.0,350410000.0,492855000.0,740270000.0,,2530178000.0,,83305000.0,,5039354000.0,16072257000.0,,,7294268000.0,,647378000.0,39387000.0,4618630000.0,70314000.0,8171040000.0,16072257000.0,153628000.0,11019320000.0,153628000.0,,-5367000.0,7118590000.0,1323857000.0,,1701274000.0,9648768000.0,226759000.0,16762023000.0,12697713000.0,,,11019320000.0,6005563000.0,70314000.0,9648768000.0,,83305000.0,0.35,350410000.0,-156974000.0,-4707812000.0,4606483000.0,174841000.0,37366945000.0,39387000.0,,,,2471259000.0,,278843000.0,16762023000.0,,,0.35,2530178000.0,61564000.0,4606483000.0,,122085000.0,,15727132000.0,-4707812000.0,,,,1166518000.0,6527636000.0,4606483000.0,-714621000.0,,46784192000.0,-256548000.0,,-7315847000.0,,61564000.0,985282000.0,-1443385000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,,,,,,,,,,8813162000.0,,22095310000.0,19214330000.0,,,11019910000.0,12982267000.0,,,,,,,,,,,,,1444336000.0,,,,8445885000.0,,,,,,,,360581000.0,,,,,,,,6232063000.0,,,,,,,,5797196000.0,74286000.0,,16706663000.0,,11019910000.0,210225000.0,,,6347039000.0,404867000.0,,,7791375000.0,,,,,,,,,,,113104000.0,,,,,,214504000.0,39551542000.0,,,,,,,,17456232000.0,,,,1444336000.0,2069886000.0,4606483000.0,,,,,,,,,,7190144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,-2778828000.0,785699000.0,,,,9709382000.0,1499248000.0,,10636000.0,,,9931218000.0,,11584283000.0,,10372301000.0,7594275000.0,30072092000.0,36524903000.0,,36524903000.0,29704507000.0,24940620000.0,,-349057000.0,,62736639000.0,2981388000.0,9323955000.0,,,,35687000.0,9709382000.0,62101901000.0,10636000.0,2304191000.0,,6049167000.0,10414499000.0,10105119000.0,-529745000.0,,30072092000.0,2304191000.0,405267000.0,5363289000.0,1201182000.0,580932000.0,971284000.0,,4607095000.0,,383510000.0,,11584283000.0,21167892000.0,,,10414499000.0,,1180528000.0,2508581000.0,10105119000.0,232563000.0,10372301000.0,21167892000.0,314624000.0,22303618000.0,314624000.0,,-139557000.0,9709382000.0,1499248000.0,,3005728000.0,14316477000.0,387533000.0,32029809000.0,24940620000.0,,,22303618000.0,9830539000.0,232563000.0,14316477000.0,,383510000.0,0.38,1201182000.0,-243636000.0,-7400889000.0,6049167000.0,405267000.0,62101901000.0,2508581000.0,,,,3767087000.0,,415674000.0,32029809000.0,,,0.38,4607095000.0,,6049167000.0,,384520000.0,,29704507000.0,-7400889000.0,,,,2236264000.0,9931218000.0,6049167000.0,-1679160000.0,,72567178000.0,-2441732000.0,,-5529218000.0,,,385427000.0,-3354785000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,,,,,,,,,,30357389000.0,37089936000.0,,,22322729000.0,23039206000.0,,,,,,,,,,,,,,,,,11886588000.0,,,,,,,,876138000.0,,,,,,,,14050730000.0,,,,,,,,12806101000.0,313684000.0,,21739318000.0,,22322729000.0,256096000.0,,,8845700000.0,3196262000.0,,,13166118000.0,,,,,,,,,,,2790344000.0,,,,,,419083000.0,63245071000.0,,,,,,,,32887682000.0,,,,4320418000.0,3048601000.0,6049167000.0,,,,,,,,,,9591657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,-2949155689.57,909472556.18,,,,15317824974.56,3398046303.31,,531780922.8,23925038.1,,,,13444902457.71,,12484368855.91,3284553111.84,31368915276.24,33640780678.18,,33640780678.18,21018880571.66,20195878220.47,,-572340681.59,395905585.01,71767219812.34,3198968329.58,9709382226.84,,,,160919222.3,15528432818.79,61494221583.94,531780922.8,2704106404.93,,6009125344.0,10417568351.23,12331011840.68,-605565061.78,,31368915276.24,2704106404.93,,6036620999.86,,1525246960.36,5691981334.7,,400140176.57,,5258850963.84,,13444902457.71,23236402371.62,,,10417568351.23,,1372461528.63,169670069.78,12331011840.68,11590458.74,12484368855.91,23236402371.62,266600487.08,13977962312.51,266600487.08,,30064664.52,15528432818.79,3398046303.31,,2013393334.59,15928572995.36,555086506.72,30125306307.7,20195878220.47,,,13977962312.51,5544616702.49,11590458.74,15928572995.36,,5258850963.84,0.45,,,-7040918259.15,6009125344.0,,61494221583.94,169670069.78,,,,4108440885.76,395905585.01,555718585.47,30125306307.7,,,0.45,400140176.57,167271210.9,6049166644.0,,-537885769.73,,21018880571.66,-7040918259.15,,,,2260063590.65,,6049166644.0,-177597055.74,,77311836514.83,4875518151.31,,-6322517872.3,,167271210.9,5608442747.72,-2585734016.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,699504224.27,,,11122060337.54,78538309465.69,73543041514.26,,,2153289064.83,,,3179657668.61,,,,,12971801087.66,,28452651599.9,32789339429.99,350850510.35,,23682236745.08,20841120911.03,2841978886.6,,387108726.75,,,,,1415478105.45,,,,,510812907.1,,3879161892.88,,11807498026.49,,,1322823533.92,,,,,,,,,,4447343368.58,,,11948218518.96,,2926074841.37,,,2596313910.48,,169670069.78,9462858158.62,11364860.11,,27010476683.06,,16091945722.95,137767973.98,,,11217779207.75,4119617443.62,1500022741.44,,11617919544.81,,,,,98978524.09,,,,,779557174.15,5207847493.14,,,,-7590291022.13,,,61109252019.14,,2926074841.37,608285362.32,-14492039.81,,,,32656600419.24,8845699417.28,-2245463400.13,,400140337.06,172452765.74,7400803875.0,2269394954.88,,5187794892.04,,,,-7090140506.19,-275045055.89,,9293365651.76,,,28357762.97,,,4995267951.43,,-1200181800.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
