date,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualInvestmentsAndAdvances,quarterlyOperatingIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedAverageShares,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,trailingBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyInvestingCashFlow,annualTotalRevenue,quarterlyEndCashPosition,trailingResearchAndDevelopment,annualCurrentAssets,trailingCostOfRevenue,quarterlyDilutedEPS,annualChangesInAccountReceivables,quarterlyStockBasedCompensation,annualNetIncomeCommonStockholders,annualDeferredIncomeTax,annualDilutedEPS,trailingOperatingExpense,annualOtherNonCurrentAssets,annualNetOtherFinancingCharges,annualResearchAndDevelopment,quarterlyCashDividendsPaid,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEbitda,annualChangeInAccountPayable,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,quarterlyRetainedEarnings,quarterlyPurchaseOfBusiness,annualFreeCashFlow,quarterlyPretaxIncome,quarterlyOperatingExpense,trailingFreeCashFlow,quarterlyGoodwill,trailingCommonStockIssuance,quarterlyBasicAverageShares,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyCurrentDeferredRevenue,quarterlyCurrentAssets,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,annualCurrentDebt,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyOtherCurrentAssets,annualLongTermDebt,annualNetIncome,annualBeginningCashPosition,annualCashDividendsPaid,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,trailingTaxProvision,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,quarterlyResearchAndDevelopment,quarterlyOtherNonCurrentAssets,annualSaleOfInvestment,annualOtherNonCashItems,annualPurchaseOfBusiness,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,trailingStockBasedCompensation,annualInvestingCashFlow,annualDepreciationAndAmortization,annualChangeInInventory,quarterlyBasicEPS,quarterlyCapitalExpenditure,trailingSaleOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualCapitalStock,trailingNetIncome,annualGoodwill,quarterlyTaxProvision,annualStockBasedCompensation,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,quarterlyCostOfRevenue,annualNetPPE,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,annualOperatingCashFlow,quarterlyCommonStockIssuance,quarterlyAccountsReceivable,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,annualInventory,trailingChangeInInventory,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,trailingGrossProfit,annualOtherCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,trailingPretaxIncome,annualNetOtherInvestingChanges,annualPretaxIncome,trailingPurchaseOfInvestment,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,trailingOtherIncomeExpense,annualNonCurrentDeferredRevenue,trailingTotalRevenue,annualBasicEPS,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualOperatingIncome,annualGrossPPE,trailingInvestingCashFlow,quarterlySaleOfInvestment,annualAccountsPayable,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingEndCashPosition,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,quarterlyInterestExpense,trailingBasicAverageShares,trailingDeferredIncomeTax,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherShortTermInvestments,trailingOtherNonCashItems,trailingDilutedEPS,trailingBasicEPS,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualIncomeTaxPayable,trailingDilutedAverageShares
1985-03-31,,,,,,68600000.0,,,,,,,,,68600000.0,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,68600000.0,,,,,,,,,,,,,,,326144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326144000.0,,,,,,,,,,,,,,,
1985-06-30,,,,,,79000000.0,,,,,,,,,79000000.0,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,79000000.0,,,,,,,,,,,,,,,326144000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800000.0,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326144000.0,,,,,,,,,,,,,,,
1985-09-30,,,,,,75400000.0,,,,,,,,,75400000.0,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,75400000.0,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,
1985-12-31,,,,,,-203100000.0,219000000.0,320000000.0,,,,,,,75000000.0,56000000.0,,38400000.0,5600000.0,94600000.0,,,,12800000.0,,,298000000.0,,,176500000.0,,,,,5600000.0,,0.0175,,20700000.0,,,,-6700000.0,,,169100000.0,-203100000.0,,169100000.0,320000000.0,219000000.0,,,-111300000.0,,0.0,,,,,,,,49900000.0,,176500000.0,,,-111300000.0,,49900000.0,2300000.0,,-6700000.0,8500000.0,,268900000.0,5400000.0,239700000.0,5400000.0,167000000.0,5600000.0,0.0,,92400000.0,,,31600000.0,2100000.0,,,,20700000.0,,,,49900000.0,,1600000.0,,0.0,,,,,,,,,47600000.0,,,167000000.0,,,,,,,,,42700000.0,49300000.0,,49300000.0,,49900000.0,0.0,,,,22400000.0,58300000.0,,42700000.0,,,,,,26700000.0,,,2100000.0,22400000.0,,47600000.0,,94600000.0,,,,14100000.0,,0.0,,,268900000.0,,,92400000.0,,,,0.0175,,,6800000.0,19900000.0,56000000.0,,,,,,,94600000.0,,2300000.0,94600000.0,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,65000000.0,,,,,,,,,65000000.0,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,65000000.0,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100000.0,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,
1986-06-30,,,,,,80000000.0,,,,,,,,,80000000.0,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,80000000.0,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,
1986-09-30,,,,,,141400000.0,,,,,,,,,141400000.0,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,141400000.0,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400000.0,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,
1986-12-31,,,,,,-253400000.0,675500000.0,348000000.0,,,,,,,159600000.0,138900000.0,,70600000.0,8700000.0,46500000.0,,,,23300000.0,,,446000000.0,,,389400000.0,,,,,8700000.0,,0.025,,28500000.0,,,,-13300000.0,,,409100000.0,-253400000.0,,409100000.0,316363636.0,675500000.0,,,-95900000.0,,0.0,,,,,,,,266400000.0,,389400000.0,,,-95900000.0,,65200000.0,91400000.0,,-13300000.0,9100000.0,,740700000.0,123900000.0,342400000.0,123900000.0,397600000.0,8700000.0,0.0,,351300000.0,,,61300000.0,11500000.0,,,,28500000.0,,,,65200000.0,,4100000.0,,0.0,,,,,,,,,175000000.0,,,397600000.0,,,,,,,,,125300000.0,125600000.0,,125600000.0,,266400000.0,0.0,,,,197200000.0,103600000.0,,125300000.0,,,,,,42300000.0,,,11500000.0,197200000.0,,175000000.0,,46500000.0,,,,17800000.0,,0.0,,,740700000.0,,,351300000.0,,,,0.0275,,,8000000.0,33000000.0,138900000.0,,,,,,,46500000.0,,91400000.0,46500000.0,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,138500000.0,,,,,,,,,138500000.0,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,138500000.0,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300000.0,,,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,
1987-06-30,,,,,,154500000.0,,,,,,,,,154500000.0,,,,,,,,,,,,,,,,,0.0125,,,,,,,,,,,,,,,154500000.0,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200000.0,,,,,0.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326272000.0,,,,,,,,,,,,,,,
1987-09-30,,,,,,151500000.0,,,,,,,,,151500000.0,,,,,,,,,,,,,,,,,0.0175,,,,,,,,,,,,,,,151500000.0,,,,,,,,,,,,,,,356112000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5300000.0,,,,,0.0175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356112000.0,,,,,,,,,,,,,,,
1987-12-31,,,,,,-360000000.0,552000000.0,382857143.0,,,,,,,170500000.0,136400000.0,,124100000.0,20500000.0,13000000.0,,,,43100000.0,,,615000000.0,,,285600000.0,,,,,20100000.0,,0.0525,,24200000.0,,,,-10500000.0,,,411400000.0,-360000000.0,,411400000.0,365454545.0,552000000.0,,,-77000000.0,,0.0,,,,,,,,140600000.0,,285600000.0,,,-77000000.0,,103300000.0,1500000.0,,-10500000.0,22900000.0,,655300000.0,78300000.0,406400000.0,78300000.0,393100000.0,20100000.0,0.0,,369700000.0,,,110600000.0,18300000.0,,,,24200000.0,,,,103300000.0,,6700000.0,,0.0,,,,,,,,,139100000.0,,,393100000.0,,,,,,,,,107200000.0,125900000.0,,125900000.0,,140600000.0,0.0,,,,219600000.0,208600000.0,,107200000.0,,,,,,98000000.0,,,18300000.0,219600000.0,,139100000.0,,13000000.0,,,,43400000.0,,0.0,,,655300000.0,,,369700000.0,,,,0.055,,,1900000.0,84500000.0,136400000.0,,,,,,,13000000.0,,1500000.0,13000000.0,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,180300000.0,,,,,,,,,180300000.0,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,180300000.0,,,,,,,,,,,,,,,364912000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10100000.0,,,,,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364912000.0,,,,,,,,,,,,,,,
1988-06-30,,,,,,185800000.0,,,,,,,,,185800000.0,,,,,,,,,,,,,,,,,0.0325,,,,,,,,,,,,,,,185800000.0,,,,,,,,,,,,,,,364928000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200000.0,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364928000.0,,,,,,,,,,,,,,,
1988-09-30,,,,,,170800000.0,,,,,,,,,170800000.0,,,,,,,,,,,,,,,,,0.0275,,,,,,,,,,,,,,,170800000.0,,,,,,,,,,,,,,,365072000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9300000.0,,,,,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365072000.0,,,,,,,,,,,,,,,
