date,annualGoodwill,trailingNetIncome,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyLongTermDebt,annualBasicAverageShares,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualStockholdersEquity,quarterlyInvestingCashFlow,annualDilutedAverageShares,annualTaxProvision,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualChangeInAccountPayable,annualOperatingCashFlow,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyCapitalStock,annualRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyTaxProvision,quarterlyNetPPE,trailingTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,annualCapitalStock,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyGrossPPE,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingBeginningCashPosition,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherIncomeExpense,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingRepaymentOfDebt,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,trailingPurchaseOfInvestment,trailingEndCashPosition,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualOtherNonCurrentAssets,quarterlyEbitda
1970-01-01 00:00:00.631065600,,,3480300000.0,,,,500000.0,130500000.0,945000000.0,32000000.0,700000.0,18700000.0,,,,33200000.0,18900000.0,-2300000.0,3480300000.0,49600000.0,13400000.0,6100000,-33000000.0,6100000.0,,,200000.0,42000000.0,,130500000.0,52500000.0,33300000.0,0.0,0.02,171700000.0,-2900000.0,945000000.0,14300000.0,,,,103400000.0,56700000.0,2232600000.0,-800000.0,0.0,,6100000.0,2232600000.0,0.0,,,,,,,0.02,,3308600000.0,55700000.0,,83100000.0,,400000.0,18900000.0,22200000.0,,,81300000.0,,207300000.0,,,,-33500000.0,,,-20800000.0,149100000.0,103400000.0,171700000.0,0.0,-15700000.0,,4600000.0,55700000.0,,200000.0,-27900000.0,,,,18900000.0,,345900000.0,,,,32000000.0,3308600000.0,,,1400000.0,,22000000.0,,-18300000.0,-3300000.0,,5800000.0,,10100000.0,,10800000.0,93100000.0,,10700000.0,-2400000.0,-900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.638841600,,,,,,,,129300000.0,,,6500000.0,11500000.0,,,,,,,3720000000.0,,13400000.0,3700000,,3700000.0,,,,41400000.0,1140158921.0,,,,,,,-6800000.0,,,,,,,56800000.0,2529000000.0,-800000.0,100000.0,0.01,3700000.0,,0.0,,,,,,,,,3548100000.0,,,,,100000.0,,,,,,,,,1140158921.0,,,,,,,109900000.0,171900000.0,103400000.0,-1400000.0,,2700000.0,56600000.0,,,,,,,,,,,,,34900000.0,,0.01,,,,18400000.0,,-5100000.0,-6900000.0,,3000000.0,,,,6400000.0,92800000.0,,6400000.0,-1100000.0,-600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.646704000,,,,,,,,128200000.0,,,-3200000.0,8500000.0,,,,,,,3763100000.0,,12300000.0,4800000,,4800000.0,,,,42300000.0,1147235382.0,,,,,,,-5200000.0,,,,,,,58000000.0,2521000000.0,-700000.0,100000.0,0.01,4800000.0,,0.0,,,,,,,,,3595200000.0,,,,,-1700000.0,,,,,,,,,1147235382.0,,,,,,,106800000.0,167900000.0,0.0,-1100000.0,,3500000.0,53900000.0,,,,,,,,,,,,,39000000.0,,0.01,,,,12000000.0,,-10000000.0,-3500000.0,,-3800000.0,,,,8300000.0,96700000.0,,8300000.0,-1900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.654652800,,,,,,,,127000000.0,,,3200000.0,22200000.0,,,,,,,3872300000.0,,11700000.0,7200000,,7200000.0,,,,43500000.0,850000000.0,,,,,,,-3900000.0,,,,,,,60900000.0,2689900000.0,-800000.0,0.0,0.01,7200000.0,,0.0,,,,,,,,,3711400000.0,,,,,-400000.0,,,,,,,,,850000000.0,,,,,,,109900000.0,160900000.0,0.0,-4200000.0,,5300000.0,51600000.0,,,,,,,,,,,,,45400000.0,,0.01,,,,25700000.0,,-18700000.0,-3500000.0,,6300000.0,,,,12500000.0,103800000.0,,12500000.0,400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.662601600,,,4188000000.0,,,,-1900000.0,125700000.0,850000000.0,44800000.0,-19500000.0,-10200000.0,,,,29100000.0,16800000.0,-3300000.0,4188000000.0,32000000.0,11700000.0,1000000,-21200000.0,1000000.0,,,5500000.0,47800000.0,,125700000.0,49100000.0,29100000.0,0.0,0.01,154100000.0,-5300000.0,850000000.0,12300000.0,,,,90400000.0,62800000.0,3050200000.0,-1000000.0,100000.0,,1000000.0,3050200000.0,0.0,,,,,,,0.01,,4033900000.0,51700000.0,,51300000.0,,100000.0,16800000.0,-13000000.0,,,103400000.0,,238500000.0,,,,-19300000.0,,,-8100000.0,175000000.0,90400000.0,154100000.0,0.0,-1400000.0,,700000.0,51700000.0,,300000.0,-43200000.0,,,,16800000.0,,387400000.0,,,,44800000.0,4033900000.0,,,-700000.0,,-4800000.0,,-9400000.0,-5400000.0,,0.0,,-19400000.0,,1800000.0,93900000.0,,1700000.0,-16800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.670377600,,,,,,,,124300000.0,,,16800000.0,23100000.0,,,,,,,4713300000.0,,12900000.0,10600000,,10600000.0,,,,57800000.0,1060000000.0,,,,,,,-4400000.0,,,,,,,60100000.0,3481100000.0,-1000000.0,300000.0,0.01,10600000.0,,0.0,,,,,,,,,4554200000.0,,,,,0.0,,,,,,,,,1060000000.0,,,,,,,107200000.0,159100000.0,90400000.0,-1300000.0,,7800000.0,51600000.0,,,,,,,,,,,,,36400000.0,,0.01,,,,27500000.0,,-6300000.0,-4400000.0,,-5600000.0,,,,18400000.0,126100000.0,,18400000.0,10400000.0,-800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.678240000,,,,,,,,123000000.0,,,9400000.0,27300000.0,,,,,,,4587900000.0,,12700000.0,9500000,,9500000.0,,,,59000000.0,950000000.0,,,,,,,-7400000.0,,,,,,,54800000.0,3229500000.0,-1000000.0,600000.0,0.01,9500000.0,,0.0,,,,,,,,,4418300000.0,,,,,0.0,,,,,,,,,950000000.0,,,,,,,116600000.0,169600000.0,0.0,-17500000.0,,7000000.0,53600000.0,,,,,,,,,,,,,46000000.0,,0.01,,,,34700000.0,,-17900000.0,-7400000.0,,-200000.0,,,,16500000.0,128800000.0,,16500000.0,10200000.0,2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.686188800,,,,,,,,120300000.0,,,15900000.0,17500000.0,,,,,,,4836900000.0,,13000000.0,13200000,,13200000.0,,,,65900000.0,1320000000.0,,,,,,,-4100000.0,,,,,,,54900000.0,3370900000.0,-1300000.0,300000.0,0.01,13200000.0,,0.0,,,,,,,,,4654800000.0,,,,,2100000.0,,,,,,,,,1320000000.0,,,,,,,132600000.0,182100000.0,0.0,-2700000.0,,11300000.0,56100000.0,,,,,,,,,,,,,58000000.0,,0.01,,,,23700000.0,,-3700000.0,-6200000.0,,-8900000.0,,,,24500000.0,147400000.0,,24500000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.694137600,,,5025900000.0,,,,-9700000.0,119100000.0,990000000.0,72900000.0,18000000.0,11900000.0,,,,88100000.0,49500000.0,-4900000.0,5025900000.0,79800000.0,13300000.0,16100000,-37100000.0,16100000.0,,,-40600000.0,77000000.0,,119100000.0,51900000.0,88000000.0,0.0,0.05,199800000.0,-21200000.0,990000000.0,38600000.0,,,,150500000.0,55800000.0,,-1600000.0,-15300000.0,,16100000.0,,0.0,,,,,64900000.0,,0.05,,4826100000.0,59500000.0,,107200000.0,,-11800000.0,49500000.0,60100000.0,,,90400000.0,,225600000.0,64900000.0,,,-27400000.0,,,-6700000.0,259600000.0,150500000.0,199800000.0,0.0,14800000.0,,12500000.0,59500000.0,,-14100000.0,-10100000.0,,,,49500000.0,,569500000.0,,,,72900000.0,4826100000.0,,,-600000.0,,21300000.0,,17800000.0,-9400000.0,,-25900000.0,,47000000.0,,28700000.0,167300000.0,,28600000.0,18400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.702000000,,,,,,,,118100000.0,,,30500000.0,52500000.0,,,,,,,5552900000.0,,13100000.0,29700000,,29700000.0,,,,98900000.0,990000000.0,,,,,,,-10100000.0,,,,,,,45100000.0,,-1500000.0,600000.0,0.03,29700000.0,,0.0,,,,,,,,,5325600000.0,,,,,0.0,,,,,,,,,990000000.0,,,,,,,181000000.0,227300000.0,150500000.0,-21100000.0,,23200000.0,63300000.0,,,,,,,,,,,,,99600000.0,,0.03,,,,62600000.0,,-22000000.0,-10100000.0,,-262800000.0,,,,52900000.0,219900000.0,,52900000.0,285100000.0,-2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.709862400,,,,,,,,152600000.0,,,3400000.0,-23400000.0,,,,,,,5317500000.0,,9000000.0,18500000,,18500000.0,,,,81200000.0,925000000.0,,,,,,,-12800000.0,,,,,,,42200000.0,3171500000.0,-2400000.0,300000.0,0.02,18500000.0,,0.0,,,,,,,,,5080700000.0,,,,,0.0,,,,,,,,,925000000.0,,,,,,,184400000.0,236800000.0,0.0,19400000.0,,14500000.0,70600000.0,,,,,,,,,,,,,118400000.0,,0.02,,,,-10600000.0,,26800000.0,-12800000.0,,256500000.0,,,,33100000.0,176900000.0,,33000000.0,-293700000.0,-900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.717811200,,,,,,,,152200000.0,,,8100000.0,21500000.0,,,,,,,5505700000.0,,9400000.0,7800000,,7800000.0,,,,79300000.0,1205000000.0,,,,,,,-14900000.0,,,,,,,37500000.0,3375500000.0,-2200000.0,0.0,0.01,7800000.0,,0.0,,,,,,,,,5269900000.0,,,,,0.0,,,,,,,,,1205000000.0,,,,,,,192500000.0,235800000.0,0.0,-400000.0,,7300000.0,79600000.0,,,,,,,,,,,,,123900000.0,,0.01,,,,36400000.0,,-13400000.0,-14900000.0,,7500000.0,,,,15000000.0,159300000.0,,15100000.0,12300000.0,-600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
