date,annualGoodwill,trailingNetIncome,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyLongTermDebt,annualBasicAverageShares,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,annualPretaxIncome,annualNetIncome,annualCashDividendsPaid,quarterlyTotalAssets,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualAccountsPayable,trailingTotalRevenue,annualOtherNonCashItems,quarterlySellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualStockholdersEquity,quarterlyInvestingCashFlow,annualDilutedAverageShares,annualTaxProvision,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualDilutedEPS,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualChangeInAccountPayable,annualOperatingCashFlow,trailingInterestExpense,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangesInAccountReceivables,annualInterestExpense,quarterlyOtherIntangibleAssets,quarterlyBasicAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,quarterlySaleOfInvestment,quarterlyCapitalStock,annualRepaymentOfDebt,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyAccountsPayable,quarterlyTaxProvision,quarterlyNetPPE,trailingTaxProvision,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,annualCapitalStock,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,annualAccumulatedDepreciation,quarterlyRetainedEarnings,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyGrossPPE,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingChangeInInventory,annualIncomeTaxPayable,annualCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingPurchaseOfBusiness,annualGrossProfit,annualInventory,annualOperatingExpense,trailingBeginningCashPosition,trailingGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,quarterlyCurrentLiabilities,trailingCapitalExpenditure,quarterlyOtherIncomeExpense,annualNonCurrentDeferredRevenue,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentAssets,trailingRepaymentOfDebt,trailingBasicAverageShares,annualOtherCurrentLiabilities,quarterlyGrossProfit,annualCostOfRevenue,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingBasicEPS,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualEbitda,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,trailingCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyOtherNonCurrentLiabilities,trailingChangesInAccountReceivables,trailingOtherNonCashItems,trailingOperatingExpense,trailingPurchaseOfInvestment,trailingEndCashPosition,annualChangeInInventory,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualOtherCurrentAssets,quarterlyCostOfRevenue,trailingDilutedEPS,quarterlyOtherCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingDilutedAverageShares,quarterlyPurchaseOfBusiness,trailingResearchAndDevelopment,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingInvestingCashFlow,annualOtherNonCurrentAssets,quarterlyEbitda
1970-01-01 00:00:00.915062400,,,22264400000.0,,,,-1400000.0,351000000.0,1191084000.0,1255000000.0,135900000.0,142100000.0,,,,576600000.0,348500000.0,-43100000.0,22264400000.0,532600000.0,33900000.0,106400000,-186900000.0,106400000.0,,,-3392700000.0,380700000.0,,351000000.0,138500000.0,576500000.0,1155900000.0,0.293333,1428600000.0,-42100000.0,1234515000.0,228100000.0,,,,1155900000.0,168900000.0,242100000.0,-11200000.0,100000.0,,106400000.0,242100000.0,1155900000.0,,,,,46300000.0,,0.283333,1300000.0,20835800000.0,396200000.0,,718100000.0,,-1400000.0,348500000.0,358700000.0,,,797400000.0,,651900000.0,46300000.0,,1300000.0,-185500000.0,,,-40000000.0,1317800000.0,1155900000.0,1428600000.0,1020900000.0,0.0,,69500000.0,396200000.0,,0.0,-172500000.0,,,,348500000.0,,2736200000.0,,,,1255000000.0,20835800000.0,,,-6200000.0,,182800000.0,,-4900000.0,-40700000.0,,-3423200000.0,,3630000000.0,,175800000.0,788600000.0,,175900000.0,3558300000.0,-22600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.922838400,,,,,,,,89400000.0,,,-115100000.0,-121500000.0,,,,,,,23439300000.0,,34900000.0,142900000,,142900000.0,,,,442800000.0,1410564000.0,,,,,,,-61600000.0,,,,,261700000.0,,173500000.0,316700000.0,-11300000.0,0.0,0.12,142900000.0,,1039900000.0,,,,,,,,,21720400000.0,,,,,-11100000.0,,,,,,,,48900000.0,1410564000.0,100000.0,,,,,,1040000000.0,1718900000.0,1155900000.0,,,93200000.0,418900000.0,,,,,,,,,,,,,1386500000.0,,0.11,,,,-71000000.0,,17700000.0,-50500000.0,,1176700000.0,,,,236100000.0,951600000.0,,236100000.0,-1348600000.0,-2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.930700800,,,,,,,,411000000.0,,,427700000.0,391500000.0,,,,,,,23552100000.0,,36400000.0,151000000,,151000000.0,,,,458100000.0,1225430000.0,,,,,,,-4300000.0,,,,,,,176100000.0,320300000.0,-11400000.0,-5300000.0,0.12,151000000.0,,1467900000.0,,,,,,,,,21637400000.0,,,,,43800000.0,,,,,,,,46300000.0,1225430000.0,-1000000.0,,,,,,1468000000.0,1914700000.0,1039900000.0,,,98600000.0,454900000.0,,,,,,,,,,,,,1522100000.0,,0.12,,,,439600000.0,,-7800000.0,-48100000.0,,-1132500000.0,,,,249600000.0,982100000.0,,249600000.0,1387700000.0,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.938649600,,,,,,,,465000000.0,,,164900000.0,128900000.0,,,,,,,25088000000.0,,40000000.0,124500000,,124500000.0,,,,426300000.0,1228810000.0,,,,,,,-115300000.0,,,,,,,195000000.0,304000000.0,-11400000.0,0.0,0.11,124500000.0,,1632600000.0,,,,,,,,,23032200000.0,,,,,-13800000.0,,,,,,,,46100000.0,1228810000.0,1100000.0,,,,,,1632600000.0,2055800000.0,1467900000.0,,,79300000.0,532100000.0,,,,,,,,,,,,,1635300000.0,,0.1,,,,230400000.0,,49800000.0,-101500000.0,,-17100000.0,,,,203900000.0,883700000.0,,203800000.0,54600000.0,12100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.946598400,,,29299100000.0,,,,-90700000.0,455000000.0,1214995500.0,1794300000.0,443300000.0,499100000.0,,,,971300000.0,588900000.0,-45500000.0,29299100000.0,898000000.0,45400000.0,170500000,-373700000.0,170500000.0,,,32400000.0,539100000.0,,455000000.0,156700000.0,971200000.0,2079100000.0,0.486667,2273900000.0,-192500000.0,1264635000.0,382400000.0,,,,2079100000.0,224400000.0,339600000.0,-11400000.0,0.0,,170500000.0,339600000.0,2079100000.0,,,,,45100000.0,,0.466667,-68000000.0,27025200000.0,597800000.0,,1181000000.0,,-109600000.0,588900000.0,920800000.0,,,1155900000.0,,768400000.0,45100000.0,,-68000000.0,-283000000.0,,8200000.0,-40100000.0,1866400000.0,2079100000.0,2273900000.0,1632600000.0,55300000.0,,111300000.0,597800000.0,,0.0,113500000.0,,,8200000.0,588900000.0,,3944800000.0,,,,1794300000.0,27025200000.0,,,-3600000.0,,582000000.0,,53800000.0,-82900000.0,,5300000.0,,406600000.0,,281700000.0,1127400000.0,,281800000.0,312900000.0,-14000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.954460800,,,,,,,,655129000.0,,,148621000.0,-66486000.0,,,,,,,33740454000.0,,54449000.0,284247000,,284247000.0,,,,692272000.0,1278697500.0,,,,,,,-106352000.0,,,,,,,266009000.0,413070000.0,-11468000.0,0.0,0.233333,284247000.0,,2227177000.0,,,,,,,,,30597805000.0,,,,,10011000.0,,,,,,,,520565000.0,1218201429.0,-83676000.0,,,8394000.0,,,2227177000.0,3142649000.0,2079128000.0,,,195414000.0,667431000.0,,,,,,,,,,,,,2067070000.0,,0.22,,,,49877000.0,,205096000.0,-116363000.0,,1493828000.0,,,,479661000.0,1571876000.0,,479661000.0,-1779182000.0,-3465000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.962323200,,,,,,,,829120000.0,,,-93578000.0,347862000.0,,,,,,,34926378000.0,,83500000.0,137180000,,137180000.0,,,,676753000.0,1407366000.0,,,,,,,-641321000.0,,,,,269088000.0,,332188000.0,1552209000.0,-20537000.0,-242624000.0,0.1,137180000.0,,2659946000.0,,,,,,,,,31127670000.0,,,,,-316063000.0,,,,,,,,515933000.0,1371800000.0,-99977000.0,,,13786000.0,,,2659946000.0,3798708000.0,2227177000.0,,,116357000.0,839150000.0,,,,,,,,,,,,,2462360000.0,,0.09,,,,505248000.0,,42495000.0,-157386000.0,,-1438194000.0,,,,253537000.0,1404528000.0,,253537000.0,1744305000.0,15602000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.970272000,,,,,,,,793293000.0,,,124155000.0,318924000.0,,,,,,,35507641000.0,,82353000.0,142294000,,142294000.0,,,,675377000.0,1422940000.0,,,,,,,-208401000.0,,,-8871000.0,,320406000.0,,357560000.0,1495895000.0,-15167000.0,0.0,0.1,142294000.0,,2792176000.0,,,,,,,,,31465620000.0,,,,,-57893000.0,,,,,,,,501940000.0,1422940000.0,-91831000.0,,51351000.0,13835000.0,,,2792176000.0,4042021000.0,2659946000.0,,,98177000.0,962372000.0,,,,,,,,,,,,,2589562000.0,,0.1,,,,511912000.0,,-179356000.0,-192988000.0,,10169000.0,,,,240471000.0,1322572000.0,,240471000.0,269019000.0,-12357000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.978220800,,,38153969000.0,,,,-493339000.0,770229000.0,1359433000.0,2713094000.0,514295000.0,334528000.0,-545436000.0,,,1231473000.0,718137000.0,-62366000.0,38153969000.0,934828000.0,90601000.0,138705000,-1422861000.0,138705000.0,,,416092000.0,628688000.0,,770229000.0,310903000.0,1231473000.0,3302255000.0,0.53,4229712000.0,-466787000.0,1403763000.0,513336000.0,-260814000.0,,339031000.0,3302255000.0,357641000.0,1602942000.0,-15194000.0,0.0,,138705000.0,1602942000.0,3302255000.0,,,,320472000.0,508511000.0,,0.51,-85536000.0,33924257000.0,1132602000.0,,1639386000.0,,-129394000.0,718137000.0,693493000.0,,,2612451000.0,,1351776000.0,508511000.0,,-85536000.0,-704558000.0,161242000.0,13856000.0,-58903000.0,2746791000.0,3302255000.0,4229712000.0,2792176000.0,-23064000.0,,87205000.0,1132602000.0,,0.0,476968000.0,,,13856000.0,718137000.0,,5787651000.0,,339031000.0,,2713094000.0,33924257000.0,,,-26724000.0,,572349000.0,,408733000.0,-237821000.0,,350289000.0,,259318000.0,,225910000.0,1334923000.0,,225910000.0,25176000.0,-26504000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.985996800,,,,,,,,768000000.0,,,-2172000000.0,-1804000000.0,,,,,,,37229000000.0,,100000000.0,97000000,,97000000.0,,,,587000000.0,1410000000.0,,,,,,,-291000000.0,,,-245000000.0,,285000000.0,,332000000.0,1764000000.0,-15000000.0,0.0,0.07,97000000.0,,2704000000.0,,,,,,,,,32924000000.0,,,,,25000000.0,,,,,,,,500000000.0,1385714286.0,-103000000.0,,70000000.0,14000000.0,,,2704000000.0,4305000000.0,4876000000.0,-2000000.0,,67000000.0,1176000000.0,,,,,,,,,,,,,2795000000.0,,0.07,,,,-1675000000.0,,-206000000.0,-129000000.0,,-5282000000.0,,,,164000000.0,1200000000.0,,164000000.0,3422000000.0,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:00.993859200,,,,,,,,746000000.0,,,-130000000.0,62000000.0,,,,,,,35909000000.0,,99000000.0,-19000000,,102000000.0,,,,544000000.0,1457142857.0,,,,,,,-113000000.0,,,-475000000.0,,330000000.0,,257000000.0,1818000000.0,-15000000.0,0.0,0.07,102000000.0,,2574000000.0,,,,,,,,,31586000000.0,,,,,-93000000.0,,,,,,,,515000000.0,1457142857.0,-91000000.0,,522000000.0,14000000.0,,,15935000000.0,4323000000.0,2704000000.0,,,-7000000.0,1152000000.0,,,,,,,,,,,,,2867000000.0,,0.07,,,,141000000.0,,-158000000.0,-79000000.0,,1259000000.0,,,,-26000000.0,1071000000.0,,-26000000.0,-1254000000.0,-45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.001808000,,,,,,,,735000000.0,,,1186000000.0,723000000.0,,,,,,,37130000000.0,,102000000.0,13000000,,13000000.0,,,,516000000.0,1395000000.0,,,,,,,-316000000.0,,,-151000000.0,,1006000000.0,,201000000.0,1650000000.0,-16000000.0,0.0,0.01,13000000.0,,3761000000.0,,,,,,,,,32952000000.0,,,,,-340000000.0,,,,,,,,505000000.0,1395000000.0,-86000000.0,,233000000.0,14000000.0,,,3761000000.0,4178000000.0,2574000000.0,,,13000000.0,1124000000.0,,,,,,,,,,,,,2849000000.0,,0.01,,,,781000000.0,,721000000.0,-58000000.0,,4010000000.0,,,,26000000.0,1023000000.0,,26000000.0,-3370000000.0,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,,,40464000000.0,,,,-562000000.0,730000000.0,1373000000.0,2794000000.0,649000000.0,134000000.0,-1025000000.0,,,135000000.0,199000000.0,-61000000.0,40464000000.0,-885000000.0,103000000.0,-13000000,-807000000.0,-13000000.0,,,50000000.0,459000000.0,,730000000.0,404000000.0,135000000.0,4407000000.0,0.14,4163000000.0,-87000000.0,1399000000.0,57000000.0,-154000000.0,,578000000.0,4407000000.0,138000000.0,1700000000.0,-15000000.0,0.0,,-13000000.0,1700000000.0,4407000000.0,,,,1133000000.0,628000000.0,,0.14,-76000000.0,36301000000.0,1058000000.0,,-584000000.0,,-154000000.0,199000000.0,-467000000.0,,,4876000000.0,,928000000.0,628000000.0,,-76000000.0,-301000000.0,308000000.0,14000000.0,-40000000.0,2121000000.0,4407000000.0,4163000000.0,3761000000.0,-5000000.0,,-16000000.0,1058000000.0,,0.0,924000000.0,,,14000000.0,78000000.0,,4353000000.0,,578000000.0,,2794000000.0,36301000000.0,,,-79000000.0,,169000000.0,,567000000.0,-35000000.0,,63000000.0,,-1132000000.0,,-29000000.0,1059000000.0,,-29000000.0,70000000.0,-54000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,,,,,,,,730000000.0,,,-2556000000.0,-1472000000.0,,,,,,,38821000000.0,,83000000.0,82000000,,94000000.0,,,,538000000.0,1389000000.0,,,,,,,-419000000.0,,,-612000000.0,,1213000000.0,,94000000.0,1996000000.0,-15000000.0,0.0,0.07,94000000.0,,1850000000.0,,,,,,,,,34553000000.0,,,,,-118000000.0,,,,,,,,624000000.0,1389000000.0,-70000000.0,,343000000.0,14000000.0,,,1850000000.0,4268000000.0,4407000000.0,,,48000000.0,1002000000.0,,,,,,,,,,,,,2845000000.0,,0.07,,,,-1440000000.0,,-697000000.0,-32000000.0,,-5000000.0,,,,130000000.0,1059000000.0,,130000000.0,-1650000000.0,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,,,,,,751000000.0,,,646000000.0,682000000.0,,,,,,,37643000000.0,,81000000.0,98000000,,98000000.0,,,,530000000.0,1385000000.0,,,,,,,-354000000.0,,,-463000000.0,,1274000000.0,,92000000.0,2193000000.0,-15000000.0,0.0,0.07,98000000.0,,2498000000.0,,,,,,,,,33298000000.0,,,,,-54000000.0,,,,,,,,626000000.0,1385000000.0,-57000000.0,,203000000.0,14000000.0,,,2498000000.0,4345000000.0,1850000000.0,,,58000000.0,961000000.0,,,,,,,,,,,,,2914000000.0,,0.07,,,,722000000.0,,278000000.0,-40000000.0,,65000000.0,,,,156000000.0,1049000000.0,,156000000.0,455000000.0,59000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,,,,,,652000000.0,,,4000000.0,298000000.0,,,,,,,37568000000.0,,79000000.0,-4000000,,-4000000.0,,,,523000000.0,1358000000.0,,,,,,,166000000.0,,,-10000000.0,,760000000.0,,86000000.0,1883000000.0,-15000000.0,0.0,0.0,-4000000.0,,2502000000.0,,,,,,,,,33425000000.0,,,,,-89000000.0,,,,,,,,627000000.0,1358000000.0,-59000000.0,,307000000.0,14000000.0,,,2502000000.0,4143000000.0,2498000000.0,-121000000.0,,-1000000.0,917000000.0,,,,,,,,,,,,,2882000000.0,,0.0,,,,340000000.0,,-502000000.0,-42000000.0,,-37000000.0,,,,-5000000.0,1031000000.0,,-5000000.0,319000000.0,-42000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,,,39705000000.0,,,,-483000000.0,642000000.0,1358000000.0,2769000000.0,610000000.0,501000000.0,-1147000000.0,,,168000000.0,109000000.0,-60000000.0,39705000000.0,9000000.0,78000000.0,-79000000,-739000000.0,-79000000.0,,,121000000.0,387000000.0,,642000000.0,321000000.0,168000000.0,3114000000.0,0.08,4011000000.0,-132000000.0,1375000000.0,71000000.0,-62000000.0,,508000000.0,3114000000.0,73000000.0,1716000000.0,-15000000.0,0.0,,-79000000.0,1716000000.0,3114000000.0,,,,1051000000.0,603000000.0,,0.08,-51000000.0,35694000000.0,868000000.0,,169000000.0,,-222000000.0,109000000.0,-1296000000.0,,,4407000000.0,,345000000.0,603000000.0,,-51000000.0,-160000000.0,198000000.0,14000000.0,-214000000.0,2065000000.0,3114000000.0,4011000000.0,2502000000.0,-11000000.0,,-34000000.0,868000000.0,,0.0,-726000000.0,,,14000000.0,97000000.0,,4135000000.0,,508000000.0,,2769000000.0,35694000000.0,,,4000000.0,,547000000.0,,195000000.0,-46000000.0,,98000000.0,,-386000000.0,,-113000000.0,996000000.0,,-113000000.0,490000000.0,-40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,,,,,,,,856000000.0,,,-726000000.0,-538000000.0,,,,,,,40440000000.0,,76000000.0,74000000,,71000000.0,,,,465000000.0,1357000000.0,,,,,,,-395000000.0,,,-468000000.0,,769000000.0,,64000000.0,2238000000.0,-15000000.0,0.0,0.05,71000000.0,,2388000000.0,,,,,,,,,36384000000.0,,,,,-97000000.0,,,,,,,,604000000.0,1357000000.0,-11000000.0,,202000000.0,14000000.0,,,2388000000.0,4056000000.0,3114000000.0,-22000000.0,,23000000.0,1048000000.0,,,,,,,,,,,,,-11000000.0,,0.05,,,,-506000000.0,,175000000.0,-32000000.0,,-1964000000.0,,,,97000000.0,900000000.0,,97000000.0,1339000000.0,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,,,,,,,,811000000.0,,,-289000000.0,-390000000.0,,,,,,,41836000000.0,,71000000.0,126000000,,126000000.0,,,,470000000.0,1360000000.0,,,,,,,-439000000.0,,,-400000000.0,,1314000000.0,,64000000.0,2317000000.0,-15000000.0,0.0,0.1,126000000.0,,2099000000.0,,,,,,,,,37657000000.0,,,,,-271000000.0,,,,,,,,604000000.0,1360000000.0,-90000000.0,,265000000.0,14000000.0,,,24732000000.0,4179000000.0,2388000000.0,-51000000.0,,56000000.0,1011000000.0,,,,,,,,,,,,,2905000000.0,,0.09,,,,-357000000.0,,507000000.0,-33000000.0,,1886000000.0,,,,182000000.0,1018000000.0,,182000000.0,-2287000000.0,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,,,,,,,,776000000.0,,,416000000.0,153000000.0,,,,,,,43760000000.0,,71000000.0,124000000,,127000000.0,,,,477000000.0,1366000000.0,,,,,,,-1105000000.0,,,-857000000.0,,1402000000.0,,55000000.0,25163000000.0,-19000000.0,0.0,0.09,127000000.0,,2515000000.0,,,,,,,,,39448000000.0,,,,,-651000000.0,,,,,,,,605000000.0,1366000000.0,-108000000.0,,439000000.0,14000000.0,,,2515000000.0,4312000000.0,2099000000.0,-27000000.0,,73000000.0,976000000.0,,,,,,,,,,,,,3007000000.0,,0.09,,,,189000000.0,,1332000000.0,-36000000.0,,30000000.0,,,,197000000.0,1051000000.0,,197000000.0,-107000000.0,-11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,,45866000000.0,,,,-1113000000.0,772000000.0,1342000000.0,3125000000.0,317000000.0,629000000.0,-3264000000.0,,,710000000.0,472000000.0,-68000000.0,45866000000.0,-146000000.0,66000000.0,148000000,-3688000000.0,148000000.0,,,,498000000.0,,772000000.0,284000000.0,710000000.0,2832000000.0,0.35,4461000000.0,-1749000000.0,1364000000.0,238000000.0,-1539000000.0,,996000000.0,2832000000.0,58000000.0,25366000000.0,-19000000.0,0.0,,148000000.0,25366000000.0,2832000000.0,,,,1216000000.0,979000000.0,,0.35,-108000000.0,41405000000.0,956000000.0,,7000000.0,,-94000000.0,472000000.0,-282000000.0,,,3114000000.0,,241000000.0,979000000.0,,-108000000.0,-153000000.0,310000000.0,14000000.0,-100000000.0,1910000000.0,2832000000.0,4461000000.0,2515000000.0,0.0,,86000000.0,956000000.0,,0.0,3399000000.0,,,14000000.0,472000000.0,,4087000000.0,,996000000.0,,3125000000.0,41405000000.0,,,27000000.0,,681000000.0,,1385000000.0,-52000000.0,,,,-776000000.0,,234000000.0,1118000000.0,,234000000.0,279000000.0,22000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,,,,,,,,779000000.0,,,-418000000.0,-486000000.0,,,,,,,46284000000.0,,59000000.0,161000000,,161000000.0,,,,590000000.0,1375000000.0,,,,,,,-690000000.0,,,-490000000.0,,755000000.0,,53000000.0,25052000000.0,-19000000.0,0.0,0.12,161000000.0,,2414000000.0,,,,,,,,,41622000000.0,,,,,-289000000.0,,,,,,,,1205000000.0,1375000000.0,-115000000.0,,413000000.0,14000000.0,,,2414000000.0,4662000000.0,2832000000.0,,,86000000.0,943000000.0,,,,,,,,,,,,,3254000000.0,,0.12,,,,-451000000.0,,723000000.0,-35000000.0,,8000000.0,,,,247000000.0,1190000000.0,,247000000.0,-705000000.0,26000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
