,annualOperatingIncome,trailingCommonStockIssuance,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicAverageShares,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingEndCashPosition,quarterlyOperatingIncome,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyFreeCashFlow,annualFreeCashFlow,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicEPS,annualCashDividendsPaid,annualNetIncome,annualDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,annualOtherNonCashItems,quarterlyBasicEPS,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualDilutedEPS,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,annualOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyGrossPPE,annualOperatingExpense,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingNetIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualPurchaseOfInvestment,annualCapitalStock,annualStockBasedCompensation,annualTotalRevenue,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingInterestExpense,trailingResearchAndDevelopment,trailingChangeInAccountPayable
512611200,,,,,,,,,,,,44365235.0,,,,,,,,,,,,,,21500000.0,,,,21500000.0,,,,,,,,,,,,,,,,,,,,,1700000.0,,,0.0384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44365235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0384,,,,,,,21500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,,,,,44300131.0,,,,,,,,,,,,,,24100000.0,,,,24100000.0,,,,,,,,,,,,,,,,,,,,,2600000.0,,,0.0576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44300131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0576,,,,,,,24100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,44319663.0,,,,,,,,,,,,,,24700000.0,,,,24700000.0,,,,,,,,,,,,,,,,,,,,,2400000.0,,,0.05376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44319663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376,,,,,,,24700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,95900000.0,,,,,,,,,,,,,,44270833.0,,,,,,,,,,,25600000.0,8500000.0,,,25600000.0,,,,,,,,,,,,,,0.192,,8500000.0,44270833.0,,,,1800000.0,,,,,,,,,,8500000.0,,,,,,,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25600000.0,,,,,,,,95900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,44319663.0,,,,,,,,,,,,,,24900000.0,,,,24900000.0,,,,,,,,,,,,,,,,,,,,,1500000.0,,,0.03072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44319663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03072,,,,,,,24900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,44619141.0,,,,,,,,,,,,,,25300000.0,,,,25300000.0,,,,,,,,,,,,,,,,,,,,,2000000.0,,,0.04224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44619141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04224,,,,,,,25300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,44619141.0,,,,,,,,,,,,,,26900000.0,,,,26900000.0,,,,,,,,,,,,,,,,,,,,,2200000.0,,,0.04608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44619141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04608,,,,,,,26900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,103900000.0,,,,,,,,,,,,,,46875000.0,,,,,,,,,,,26800000.0,8100000.0,,,26800000.0,,,,,,,,,,,,,,0.1728,,8100000.0,46875000.0,,,,2400000.0,,,,,,,,,,8100000.0,,,,,,,0.1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26800000.0,,,,,,,,103900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,44619141.0,,,,,,,,,,,,,,28300000.0,,,,28300000.0,,,,,,,,,,,,,,,,,,,,,1200000.0,,,0.02304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44619141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02304,,,,,,,28300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,47034506.0,,,,,,,,,,,,,,30000000.0,,,,30000000.0,,,,,,,,,,,,,,,,,,,,,1700000.0,,,0.0384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47034506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0384,,,,,,,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,47112631.0,,,,,,,,,,,,,,32600000.0,,,,32600000.0,,,,,,,,,,,,,,,,,,,,,2600000.0,,,0.05376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47112631.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376,,,,,,,32600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,125900000.0,,,,,,,,,,,,,,47096631.0,,,,,,,,,,,35000000.0,8500000.0,,,35000000.0,,,,,,,,,,,,,,0.18048,,8500000.0,47096631.0,,,,2900000.0,,,,,,,,,,8500000.0,,,,,,,0.18048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000000.0,,,,,,,,125900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
607305600,,,,,,,,,,,,48854166.0,,,,,,,,,,,,,,31500000.0,,,,31500000.0,,,,,,,,,,,,,,,,,,,,,1200000.0,,,0.02304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48854166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02304,,,,,,,31500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615168000,,,,,,,,,,,,48854166.0,,,,,,,,,,,,,,32900000.0,,,,32900000.0,,,,,,,,,,,,,,,,,,,,,1800000.0,,,0.0384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48854166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0384,,,,,,,32900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623116800,,,,,,,,,,,,48854166.0,,,,,,,,,,,,,,34500000.0,,,,34500000.0,,,,,,,,,,,,,,,,,,,,,2700000.0,,,0.05376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48854166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376,,,,,,,34500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631065600,133500000.0,,,,,,,,,,,,,,48363095.0,,,,,,,,,,,34600000.0,7800000.0,,,34600000.0,,,,,,,,,,,,,,0.16128,,7800000.0,48363095.0,,,,2100000.0,,,,,,,,,,7800000.0,,,,,,,0.16128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34600000.0,,,,,,,,133500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
638841600,,,,,,,,,,,,48828125.0,,,,,,,,,,,,,,35500000.0,,,,35500000.0,,,,,,1500000.0,,,,,,,,,,,,,,1500000.0,1500000.0,,,0.03072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48828125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03072,,,,,,,35500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,34400000.0,,,,34400000.0,,,,,,1400000.0,,,,,,,,,,,,,,1400000.0,1400000.0,,,0.02688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02688,,,,,,,34400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,26000000.0,,,,26000000.0,,,,,,-1000000.0,,,,,,,,,,,,,,-1000000.0,1800000.0,,,-0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0192,,,,,,,26000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,82300000.0,,,,,,,,,,,,,,50843254.0,,,,,,,,,,,5800000.0,9700000.0,,,5800000.0,,,,,,2200000.0,,,,,,,,0.08064,,4100000.0,50843254.0,,,2200000.0,4100000.0,,,,,,,,,,4100000.0,,,,,,,0.08064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800000.0,,,,,,,,82300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,19900000.0,,,,19900000.0,,,,,,1600000.0,,,,,,,,,,,,,,1600000.0,1900000.0,,,0.03072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52083333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03072,,,,,,,19900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,,,,,,,,,,,50347222.0,,,,,,,,,,,,,,22400000.0,,,,22400000.0,,,,,,2900000.0,,,,,,,,,,,,,,2900000.0,2900000.0,,,0.0576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50347222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0576,,,,,,,22400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
