,annualOperatingIncome,trailingCommonStockIssuance,annualAccountsPayable,trailingFreeCashFlow,trailingOperatingIncome,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentAssets,quarterlyCurrentLiabilities,quarterlyDepreciationAndAmortization,quarterlyDilutedAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualBasicAverageShares,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,trailingTotalRevenue,quarterlyRetainedEarnings,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingEndCashPosition,quarterlyOperatingIncome,annualCashAndCashEquivalents,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,quarterlyFreeCashFlow,annualFreeCashFlow,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualBasicEPS,annualCashDividendsPaid,annualNetIncome,annualDilutedAverageShares,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualTotalAssets,annualOtherNonCashItems,quarterlyBasicEPS,annualCurrentAssets,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualLongTermDebt,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualDilutedEPS,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyGoodwill,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,trailingRepurchaseOfCapitalStock,quarterlyOperatingExpense,quarterlyInventory,quarterlyGrossProfit,annualOtherIncomeExpense,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualNetPPE,quarterlyCashAndCashEquivalents,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualIncomeTaxPayable,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,quarterlyIncomeTaxPayable,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingCapitalExpenditure,quarterlyGrossPPE,annualOperatingExpense,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingNetIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingChangeInWorkingCapital,annualInterestExpense,annualRepaymentOfDebt,annualGoodwill,annualPurchaseOfInvestment,annualCapitalStock,annualStockBasedCompensation,annualTotalRevenue,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,annualResearchAndDevelopment,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,annualSellingGeneralAndAdministration,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualChangeInInventory,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingInterestExpense,trailingResearchAndDevelopment,trailingChangeInAccountPayable
883526400,56800000.0,,10300000.0,,,3800000.0,,-4200000.0,27100000.0,44700000.0,,,,,84333829.0,700000.0,,423800000.0,15900000.0,300000.0,1100000.0,,,56100000.0,,35100000.0,23200000.0,,,13600000.0,700000.0,,-500000.0,423800000.0,17100000.0,5400000.0,,39100000.0,-800000.0,2800000.0,,591400000.0,618500000.0,0.273415,-16300000.0,23200000.0,85077182.0,0.0,,5500000.0,5500000.0,618500000.0,14500000.0,,27100000.0,194700000.0,-4200000.0,1100000.0,232500000.0,17300000.0,23000000.0,,23500000.0,44700000.0,,,,0.270343,194700000.0,56100000.0,-100000.0,17300000.0,,,232500000.0,83100000.0,,10700000.0,200000.0,-16600000.0,700000.0,23500000.0,,,21500000.0,1800000.0,35100000.0,500000.0,41800000.0,591400000.0,534500000.0,700000.0,,700000.0,700000.0,136200000.0,,,16500000.0,1400000.0,-2000000.0,71400000.0,,9300000.0,3800000.0,534500000.0,,,656000000.0,,4500000.0,,100000.0,17100000.0,-16400000.0,,0.0,-121500000.0,,,,1500000.0,-800000.0,,,,,,,,-39000000.0,,656000000.0,79400000.0,-121500000.0,-700000.0,15600000.0,3800000.0,-40700000.0,-800000.0,,,6000000.0,300000.0,,83100000.0,,,17100000.0,,,,10300000.0,,17100000.0,,,,,-1700000.0,2200000.0,-800000.0,1800000.0,17500000.0,,17900000.0,,,,16500000.0,,136200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,,,,,3700000.0,,-4500000.0,27100000.0,34800000.0,,87316176.0,,,,,,,,,,,,57400000.0,,34300000.0,,,,14300000.0,,,,426800000.0,,5700000.0,,,1800000.0,,,620500000.0,647600000.0,,,,,,,5700000.0,5700000.0,,,0.06528,,,,600000.0,,20200000.0,,,23300000.0,,,,,,220800000.0,,200000.0,,,,243400000.0,84100000.0,,,100000.0,-30400000.0,1200000.0,,,,20000000.0,2000000.0,34300000.0,,,,,1200000.0,,,1200000.0,,,,17200000.0,700000.0,,,,9600000.0,3900000.0,563300000.0,,87316176.0,,,4700000.0,,21100000.0,7900000.0,-8000000.0,,0.0,-124700000.0,,,,,-700000.0,,,,,,,,,,688000000.0,,,500000.0,9800000.0,,,-7000000.0,,,-200000.0,600000.0,,,,,7900000.0,,,,6700000.0,,,,0.06528,,,,27600000.0,,,18100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,,,,4200000.0,,-4500000.0,30600000.0,31900000.0,,88778409.0,,,,,,,,,,,,60400000.0,,37300000.0,,,,17100000.0,,,,437300000.0,,7500000.0,,,-6800000.0,,,632300000.0,662900000.0,,,,,,,7500000.0,7500000.0,,,0.08448,,,,1200000.0,,17200000.0,,,26300000.0,,,,,,225600000.0,,-100000.0,,,,254400000.0,85500000.0,,,300000.0,-15000000.0,1200000.0,,,,20200000.0,1900000.0,37300000.0,,,,,1200000.0,,,1200000.0,,,,17200000.0,1200000.0,,,,12700000.0,5200000.0,575700000.0,,88778409.0,,,4700000.0,,8300000.0,8100000.0,-13600000.0,,100000.0,-128100000.0,,,,,500000.0,,,,,,,,,,703800000.0,,,0.0,6800000.0,,,-500000.0,,,-6200000.0,1300000.0,,,,,8100000.0,,,,6600000.0,,,,0.08448,,,,1400000.0,,,21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,,,,4100000.0,,-4700000.0,31900000.0,33900000.0,,90144231.0,,,,,,,,,,,,64700000.0,,41700000.0,,,,19800000.0,,,,444300000.0,,9000000.0,,,900000.0,,,643800000.0,675700000.0,,,,,,,9000000.0,9000000.0,,,0.09984,,,,600000.0,,20600000.0,,,28100000.0,,,,,,231400000.0,,0.0,,,,257500000.0,87300000.0,,,200000.0,-16100000.0,1400000.0,,,,21900000.0,1800000.0,41700000.0,,,,,1400000.0,,,1400000.0,,,,17300000.0,1200000.0,,,,15200000.0,6200000.0,586900000.0,,90144231.0,,,4800000.0,,-800000.0,7600000.0,-16100000.0,,-100000.0,-132400000.0,,,,,0.0,,,,,,,,,,719300000.0,,,200000.0,17000000.0,,,0.0,,,2200000.0,1700000.0,,,,,7600000.0,,,,5700000.0,,,,0.09984,,,,1500000.0,,,24000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,66700000.0,,16700000.0,,,4100000.0,,-4800000.0,31000000.0,44900000.0,,,,,89216519.0,700000.0,,466700000.0,19600000.0,5300000.0,1200000.0,,,66400000.0,,37700000.0,28800000.0,,,15500000.0,700000.0,,-1000000.0,466700000.0,7800000.0,6500000.0,,48400000.0,400000.0,-3700000.0,,670500000.0,701500000.0,0.319496,-18500000.0,28800000.0,90739918.0,0.0,,6600000.0,6600000.0,701500000.0,16100000.0,,31000000.0,234800000.0,-8000000.0,1200000.0,261800000.0,20400000.0,28600000.0,,27200000.0,44900000.0,,,,0.316424,234800000.0,66400000.0,-1100000.0,20400000.0,,,261800000.0,91100000.0,,32100000.0,100000.0,-22900000.0,700000.0,27200000.0,,,22200000.0,1900000.0,37700000.0,700000.0,55200000.0,670500000.0,609800000.0,700000.0,,700000.0,700000.0,151000000.0,,,17300000.0,1400000.0,29200000.0,82800000.0,,10900000.0,4300000.0,609800000.0,,,745500000.0,,4800000.0,,600000.0,7800000.0,-21200000.0,,0.0,-135700000.0,,,,700000.0,-300000.0,,,,,,,,-58900000.0,,745500000.0,84300000.0,-135700000.0,-700000.0,21600000.0,5000000.0,-84400000.0,-500000.0,,,9500000.0,1400000.0,,91100000.0,,,7800000.0,,,,16700000.0,,7800000.0,,,,,-500000.0,1600000.0,0.0,1900000.0,19700000.0,,19000000.0,,,,17300000.0,,151000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,,,,7800000.0,,-7600000.0,53000000.0,113900000.0,,104166667.0,,,,,,,,,,,,87300000.0,,58600000.0,,,,12400000.0,,,,808900000.0,,400000.0,,,-11900000.0,,,1104300000.0,1157300000.0,,,,,,694900000.0,400000.0,400000.0,,,0.00384,,,,5500000.0,,43800000.0,,,37600000.0,,,,,,345800000.0,,-1300000.0,,,,401500000.0,128000000.0,,,400000.0,-20800000.0,6000000.0,,,,46200000.0,3900000.0,58600000.0,,,,,6000000.0,,,6000000.0,,,,22500000.0,8200000.0,,,,4700000.0,4300000.0,1026300000.0,,104166667.0,,,8100000.0,,11100000.0,58900000.0,-19400000.0,,100000.0,-238800000.0,,,,,-300000.0,,,,,,,,,,1265100000.0,,,-2200000.0,7500000.0,,,-2300000.0,,,-1900000.0,1200000.0,,,,,58900000.0,,,,11200000.0,,,,0.00384,,,,2000000.0,,,20200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930700800,,,,,,8000000.0,,-6900000.0,59500000.0,142700000.0,,137001812.0,,,,,,,,,,,,92400000.0,,66200000.0,,,,28500000.0,,,,831200000.0,,12100000.0,,,-13000000.0,,,1126600000.0,1186100000.0,,,,,,688500000.0,12100000.0,12100000.0,,,0.08832,,,,5700000.0,,36700000.0,,,42900000.0,,,,,,352300000.0,,-4000000.0,,,,388700000.0,130100000.0,,,500000.0,-28400000.0,6900000.0,,,,37700000.0,4000000.0,66200000.0,,,,,6900000.0,,,6900000.0,,,,22400000.0,6000000.0,,,,20400000.0,8300000.0,1046400000.0,,137001812.0,,,8500000.0,,18000000.0,94100000.0,-24300000.0,,0.0,-245400000.0,,,,,1000000.0,,,,,,,,,,1291800000.0,,,900000.0,11300000.0,,,-600000.0,,,-10800000.0,2100000.0,,,,,94100000.0,,,,11900000.0,,,,0.08832,,,,2000000.0,,,36400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938649600,,,,,,8100000.0,,-7400000.0,55500000.0,121700000.0,,132998512.0,,,,,,,,,,,,99300000.0,,69300000.0,,,,31100000.0,,,,837300000.0,,14300000.0,,,4000000.0,,,1146500000.0,1202000000.0,,,,,,715700000.0,14300000.0,14300000.0,,,0.10752,,,,2700000.0,,38700000.0,,,41900000.0,,,,,,362100000.0,,-1000000.0,,,,411500000.0,132900000.0,,,200000.0,-24800000.0,6500000.0,,,,38200000.0,4400000.0,69300000.0,,,,,6500000.0,,,6500000.0,,,,22600000.0,6900000.0,,,,23300000.0,9000000.0,1062800000.0,,132998512.0,,,8300000.0,,-3700000.0,72700000.0,-24000000.0,,0.0,-252500000.0,,,,,900000.0,,,,,,,,,,1315300000.0,,,-500000.0,28000000.0,,,-400000.0,,,3000000.0,2300000.0,,,,,72700000.0,,,,10300000.0,1100000.0,,,0.10752,,,,1900000.0,,,39100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946598400,94700000.0,,24300000.0,,,10300000.0,-2000000.0,-7400000.0,59500000.0,183800000.0,,,,,133017507.0,4700000.0,,911900000.0,26500000.0,-2700000.0,6500000.0,,,101500000.0,,63200000.0,36300000.0,,,22900000.0,4700000.0,,-5000000.0,911900000.0,115200000.0,9500000.0,,62800000.0,-1400000.0,-22300000.0,,1221300000.0,1280800000.0,0.273415,-29300000.0,36300000.0,134453018.0,0.0,,9500000.0,9500000.0,1280800000.0,34200000.0,,59500000.0,368900000.0,-3300000.0,6500000.0,413800000.0,44300000.0,36200000.0,,44400000.0,183800000.0,,,,0.270343,368900000.0,101500000.0,1300000.0,44300000.0,,,413800000.0,136500000.0,,7100000.0,1800000.0,-66600000.0,4700000.0,44400000.0,,,40300000.0,3900000.0,63200000.0,2000000.0,74100000.0,1221300000.0,1135400000.0,4700000.0,,4700000.0,4700000.0,257300000.0,,,22600000.0,6500000.0,62900000.0,126600000.0,,14400000.0,4900000.0,1135400000.0,,,1393100000.0,,8700000.0,,37500000.0,115200000.0,-28700000.0,,0.0,-257700000.0,,,,8200000.0,3700000.0,,,,,,,,-96400000.0,,1393100000.0,162600000.0,-257700000.0,-1800000.0,27300000.0,6300000.0,-140600000.0,0.0,,,7000000.0,700000.0,,136500000.0,,,115200000.0,,,,24300000.0,-2000000.0,115200000.0,,,,,5300000.0,1200000.0,-3600000.0,3900000.0,31000000.0,,33700000.0,,,,22600000.0,,257300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
954460800,,,,,,,,-7394000.0,59427000.0,176368000.0,,134293517.0,,,,,,,,,,,,104412000.0,,64510000.0,,,,25079000.0,,,,920868000.0,,10273000.0,,,-6739000.0,,,1230679000.0,1290106000.0,,,,,,,10273000.0,10273000.0,,,0.076802,,,,4518000.0,,47358000.0,,,44508000.0,,,,,,369238000.0,,90000.0,,,,429232000.0,137597000.0,,,1061000.0,-16787000.0,6481000.0,,,,39431000.0,3920000.0,64510000.0,,,,,6481000.0,,,6481000.0,,,,22621000.0,4658000.0,,,,17001000.0,6728000.0,1146822000.0,,133297448.0,,,9855000.0,,5658000.0,115719000.0,-19691000.0,,0.0,-259735000.0,,,,,-726000.0,,,2814000.0,,,,,,,1406557000.0,,,1823000.0,12952000.0,,,-3502000.0,,,-7361000.0,1519000.0,,,,,115719000.0,,,,13291000.0,3971000.0,,,0.076802,,,,1613000.0,,,33600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962323200,,,,,,,,-7414000.0,64358000.0,176159000.0,,134895716.0,,,,,,,,,,,,110589000.0,,68494000.0,,,,31553000.0,,,,953429000.0,,13565000.0,,,-13714000.0,,,1267442000.0,1331800000.0,,,,,,,13591000.0,13591000.0,,,0.101379,,,,3442000.0,,44158000.0,,,48585000.0,,,,,,378371000.0,,-3410000.0,,,,457335000.0,139942000.0,,,985000.0,-41368000.0,7889000.0,,,,36941000.0,4442000.0,68494000.0,,,,,7889000.0,,,7889000.0,,,,22688000.0,6481000.0,,,,22520000.0,8929000.0,1177066000.0,,133398357.0,,,9990000.0,,18738000.0,111399000.0,-37752000.0,,0.0,-274467000.0,,,,,1561000.0,,,0.0,,,,,,,1451533000.0,,,1408000.0,24038000.0,,,-41000.0,,,1189000.0,2266000.0,,,,,111399000.0,,,,20602000.0,1510000.0,,,0.101379,,,,1643000.0,,,39606000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970272000,,,,,,,,-7433000.0,65922000.0,163326000.0,,135904805.0,,,,,,,,,,,,111766000.0,,73336000.0,,,,37264000.0,,,,948614000.0,,16539000.0,,,-11718000.0,,,1293540000.0,1359462000.0,,,,,,,16566000.0,16566000.0,,,0.122883,,,,3522000.0,,49979000.0,,,53805000.0,,,,,,410848000.0,,4674000.0,,,,459475000.0,142812000.0,,,541000.0,-26297000.0,3642000.0,,,,36072000.0,4953000.0,73336000.0,,,,,3642000.0,,,3642000.0,,,,23384000.0,7889000.0,,,,27493000.0,10927000.0,1198667000.0,,134492080.0,,,10282000.0,,9560000.0,93524000.0,-24208000.0,,0.0,-277096000.0,,,,,1585000.0,,,,,,,,,,1475763000.0,,,-4247000.0,12490000.0,,,0.0,,,-15095000.0,2462000.0,,,,,93524000.0,,,,11867000.0,-1630000.0,,,0.119811,,,,31198000.0,,,45821000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,124770000.0,,20635000.0,,,,926000.0,-8271000.0,70678000.0,173183000.0,,,,,134910689.0,8049000.0,,981663000.0,34105000.0,-7351000.0,7054000.0,,,123911000.0,,69198000.0,52890000.0,,,30874000.0,8049000.0,,307000.0,981663000.0,104937000.0,12434000.0,,86995000.0,-10597000.0,-42768000.0,,1343332000.0,1414010000.0,0.39169,-30512000.0,52890000.0,136275238.0,0.0,808480000.0,12460000.0,12460000.0,1414010000.0,,,70678000.0,429524000.0,-4383000.0,7054000.0,468769000.0,47611000.0,52784000.0,,51223000.0,173183000.0,,,,0.38785,429524000.0,123911000.0,-1047000.0,47611000.0,,,468769000.0,151718000.0,3878000.0,37190000.0,1627000.0,-44649000.0,8049000.0,51223000.0,,,38324000.0,4352000.0,69198000.0,2688000.0,86972000.0,1343332000.0,1251427000.0,8049000.0,,8049000.0,8049000.0,275538000.0,,,29020000.0,3642000.0,45520000.0,158870000.0,,19981000.0,7521000.0,1251427000.0,,,1536162000.0,,10233000.0,,11564000.0,104937000.0,-48089000.0,,0.0,-284735000.0,,,,4658000.0,378000.0,,808480000.0,,,,,,-129740000.0,,1536162000.0,150768000.0,-284735000.0,4407000.0,37492000.0,10885000.0,-129101000.0,-840000.0,,,13916000.0,4638000.0,,151718000.0,,,104937000.0,,,,20635000.0,926000.0,104937000.0,,,,,2798000.0,2736000.0,3391000.0,4352000.0,39843000.0,,40360000.0,,,,29020000.0,,275538000.0,,,,,,,,,,,,,,,,,,,,,,,,,
985996800,,,,,,,,-8409000.0,65775000.0,178620000.0,,142178737.0,,,,,,,,,,,,128614000.0,,70193000.0,,,,28944000.0,,,,994476000.0,,13085000.0,,,-10836000.0,,,1371120000.0,1436895000.0,,,,,,,13112000.0,13112000.0,,,0.092162,,,,6040000.0,,62418000.0,,,47451000.0,,,,,,442419000.0,,545000.0,,,,472015000.0,155080000.0,,,2791000.0,-16859000.0,7468000.0,,,,41249000.0,4816000.0,70193000.0,,,,,7468000.0,,,7468000.0,,,,29256000.0,8049000.0,,,,21721000.0,8609000.0,1270253000.0,,140496487.0,,,10262000.0,,7305000.0,15790000.0,-19809000.0,,0.0,-292052000.0,,,,,0.0,,,,,,,,,,1562305000.0,,,-581000.0,8973000.0,,,-962000.0,,,-13105000.0,2282000.0,,,,,15790000.0,,,,100412000.0,2525000.0,,,0.092162,,,,3787000.0,,,38419000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,,,,-8405000.0,70698000.0,190951000.0,,142887052.0,,,,,,,,,,,,135667000.0,,77240000.0,,,,35076000.0,,,,1015465000.0,,15432000.0,,,-7629000.0,,,1398099000.0,1468797000.0,,,,,,,15458000.0,15458000.0,,,0.107523,,,,4929000.0,,50433000.0,,,54144000.0,,,,,,453332000.0,,-530000.0,,,,473309000.0,157482000.0,,,118000.0,-35090000.0,6876000.0,,,,42164000.0,4749000.0,77240000.0,,,,,6876000.0,,,6876000.0,,,,29351000.0,7468000.0,,,,25554000.0,10096000.0,1298062000.0,,141150116.0,,,9904000.0,,10977000.0,130975000.0,-31150000.0,,0.0,-294773000.0,,,,,153000.0,,,,,,,,,,1592835000.0,,,-592000.0,23521000.0,,,-113000.0,,,5654000.0,2094000.0,,,,,130975000.0,,,,9543000.0,3091000.0,,,0.107523,,,,3255000.0,,,45428000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,,,,1082000.0,,-8452000.0,70859000.0,183425000.0,,143420893.0,,,,,,,,,,,,137379000.0,,84726000.0,,,,41006000.0,,,,1053405000.0,,19279000.0,,,-1274000.0,,,1438753000.0,1509612000.0,,,,,,869980000.0,19306000.0,19306000.0,,,0.134403,,,,4317000.0,,55355000.0,,,60586000.0,,,,,,455412000.0,,-10122000.0,,,,513636000.0,159158000.0,,,188000.0,-44927000.0,1135000.0,,,,43720000.0,4821000.0,84726000.0,,,,,1135000.0,,,1135000.0,,,,29462000.0,6876000.0,,,,31686000.0,12380000.0,1325053000.0,,141668333.0,,,9861000.0,,8462000.0,105642000.0,-35472000.0,,13635000.0,-305141000.0,,,,,-819000.0,,,,,,,,,,1630194000.0,,,-2267000.0,34198000.0,,,-500000.0,,,410000.0,3412000.0,,,,,105642000.0,,,,13285000.0,726000.0,,,0.134403,,,,3241000.0,,,51182000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,134340000.0,,27667000.0,,,8887000.0,726000.0,-9074000.0,69872000.0,202635000.0,,,,,141398548.0,1010000.0,,1086506000.0,38976000.0,-9715000.0,8085000.0,,,149682000.0,,75121000.0,60111000.0,,,29314000.0,1010000.0,,-10768000.0,1086506000.0,124603000.0,12209000.0,,99087000.0,-2184000.0,-21923000.0,,1490467000.0,1560339000.0,0.422411,-34340000.0,60111000.0,143236002.0,19768000.0,883871000.0,12235000.0,12235000.0,1560339000.0,50000.0,,69872000.0,473046000.0,-4486000.0,8085000.0,516520000.0,50365000.0,60005000.0,,56331000.0,202635000.0,,,,0.41761,473046000.0,149682000.0,-661000.0,50365000.0,,,516520000.0,167577000.0,,13522000.0,287000.0,-47497000.0,1010000.0,56331000.0,,,45807000.0,4446000.0,75121000.0,3384000.0,102165000.0,1490467000.0,1368115000.0,1010000.0,,1010000.0,1010000.0,307280000.0,,,35766000.0,1135000.0,39131000.0,174508000.0,,20126000.0,7891000.0,1368115000.0,,,1677061000.0,,9832000.0,,12387000.0,124603000.0,-37657000.0,,19768000.0,-308946000.0,,,,4087000.0,1190000.0,,883871000.0,,,,,,-124088000.0,,1677061000.0,172940000.0,-308946000.0,363000.0,35473000.0,14935000.0,-144373000.0,-2911000.0,,,-2674000.0,7147000.0,,167577000.0,,,124603000.0,,,,27667000.0,726000.0,124603000.0,,,,,524000.0,3239000.0,-3077000.0,4446000.0,39479000.0,,39859000.0,,,,35766000.0,,307280000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,,,-9079000.0,67340000.0,200007000.0,,144371390.0,,,,,,,,,,,,152493000.0,,71669000.0,,,,28637000.0,,,,1098272000.0,,11875000.0,,,-5467000.0,,,1509890000.0,1577230000.0,,,,,,898265000.0,11890000.0,11890000.0,,,0.081602,,,,6088000.0,,51929000.0,,,51928000.0,,,,,,478171000.0,,7106000.0,,,,520144000.0,169030000.0,,,349000.0,-18929000.0,4586000.0,,,,43032000.0,4738000.0,71669000.0,,,,,4586000.0,,,4586000.0,,,,35563000.0,1010000.0,,,,19592000.0,7702000.0,1396299000.0,,142602684.0,,,9780000.0,,3017000.0,134609000.0,-24955000.0,,12536000.0,-317837000.0,,,,,1297000.0,,,,,,,,,,1714136000.0,,,3576000.0,19488000.0,,,-728000.0,,,-3926000.0,1440000.0,,,,,134609000.0,,,,13469000.0,627000.0,,,0.081602,,,,3142000.0,,,39070000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,,,-9111000.0,64037000.0,174676000.0,,144706798.0,,,,,,,,,,,,158212000.0,,76615000.0,,,,32103000.0,,,,1132918000.0,,14818000.0,,,-8238000.0,,,1556527000.0,1620564000.0,,,,,,958242000.0,14830000.0,14830000.0,,,0.105603,,,,5120000.0,,47891000.0,,,53222000.0,,,,,,487119000.0,,-17801000.0,,,,573487000.0,170407000.0,,,1409000.0,-50540000.0,876000.0,,,,44512000.0,4819000.0,76615000.0,,,,,876000.0,,,876000.0,,,,35694000.0,4586000.0,,,,24167000.0,9337000.0,1426914000.0,,143123505.0,,,9891000.0,,23553000.0,111585000.0,-31515000.0,,30132000.0,-327087000.0,,,,,940000.0,,,,,,,,,,1754001000.0,,,-3710000.0,23277000.0,,,-1044000.0,,,-3117000.0,1509000.0,,,,,111585000.0,,,,15200000.0,378000.0,,,0.100803,,,,3344000.0,,,43079000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,525000.0,,-9143000.0,75052000.0,192963000.0,,144625550.0,,,,,,,,,,,,161113000.0,,91918000.0,,,,45039000.0,,,,1162315000.0,,21815000.0,,,-1548000.0,,,1582042000.0,1657094000.0,,,,,,969352000.0,21827000.0,21827000.0,,,0.153604,,,,4332000.0,,62288000.0,,,61443000.0,,,,,,494263000.0,,2738000.0,,,,575667000.0,174072000.0,,,321000.0,-29167000.0,3957000.0,,,,46879000.0,5320000.0,91918000.0,,,,,3957000.0,,,3957000.0,,,,35798000.0,876000.0,,,,35040000.0,13213000.0,1455096000.0,,143544327.0,,,10586000.0,,1238000.0,116082000.0,-32558000.0,,27425000.0,-336716000.0,,,,,1809000.0,,,,,,,,,,1791812000.0,,,3081000.0,31010000.0,,,-9000.0,,,-4142000.0,2161000.0,,,,,116082000.0,,,,14593000.0,126000.0,,,0.148804,,,,1991000.0,,,56038000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
