date,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyCostOfRevenue,annualTotalLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualGoodwill,annualNetIncome,annualFreeCashFlow,annualCommonStockIssuance,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,annualAccountsReceivable,trailingOperatingIncome,annualPurchaseOfInvestment,trailingInvestingCashFlow,annualAccountsPayable,quarterlyOtherNonCurrentLiabilities,annualPretaxIncome,quarterlySellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualNonCurrentDeferredRevenue,annualTaxProvision,annualTotalAssets,trailingTaxProvision,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingPurchaseOfInvestment,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyDilutedEPS,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyStockBasedCompensation,quarterlyCapitalExpenditure,quarterlyEbitda,annualNetOtherFinancingCharges,trailingNetOtherFinancingCharges,quarterlyOperatingIncome,trailingStockBasedCompensation,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,annualPurchaseOfBusiness,annualCapitalStock,annualCostOfRevenue,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingCostOfRevenue,quarterlyGrossPPE,annualGrossProfit,quarterlyCurrentAssets,annualDeferredIncomeTax,quarterlyCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,trailingFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,annualAccumulatedDepreciation,quarterlyRetainedEarnings,trailingCashDividendsPaid,quarterlyNonCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyPretaxIncome,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,quarterlyStockholdersEquity,annualBasicEPS,annualGrossPPE,quarterlyChangesInAccountReceivables,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualInterestExpense,annualRepaymentOfDebt,annualBeginningCashPosition,quarterlyOperatingExpense,trailingGrossProfit,annualOtherNonCurrentLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalExpenditure,annualBasicAverageShares,quarterlySaleOfInvestment,trailingInterestExpense,annualDilutedEPS,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyRepaymentOfDebt,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCashAndCashEquivalents,quarterlyBasicEPS,quarterlyInterestExpense,annualCurrentLiabilities,annualStockholdersEquity,quarterlyPurchaseOfInvestment,annualDepreciationAndAmortization,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyGrossProfit,annualDilutedAverageShares,quarterlyBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualNetPPE,annualEbitda,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualInventory,trailingDeferredIncomeTax,annualSaleOfInvestment,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingNetOtherInvestingChanges,annualResearchAndDevelopment,quarterlyInventory,annualCurrentDebt,trailingDilutedAverageShares,trailingCapitalExpenditure,quarterlyCurrentDebt,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
2013-03-31,,,30000000.0,276200000.0,20100000.0,,,,,,,,1189600000.0,1574000000.0,,525000000.0,,-27700000.0,,,,,,,81300000.0,,9700000.0,,-23000000.0,-900000.0,,,,,,,,689000000.0,,,,,,,-0.05,,360500000.0,,336100000.0,,-52600000.0,10200000.0,,,8600000.0,,60100000.0,-192100000.0,,,,,,,,,,,24900000.0,312100000.0,,946400000.0,,384400000.0,,68500000.0,,,,600000.0,,-3900000.0,,51700000.0,,,,,,,,-22400000.0,754300000.0,,0.0,,,,18000000.0,332000000.0,,,,,,,3700000.0,,98400000.0,,,,31400000.0,,,328600000.0,51700000.0,,328600000.0,,,,,,,,60300000.0,0.0,-1200000.0,,,,,,200000.0,,28800000.0,,-0.05,10900000.0,,,,,,-900000.0,40000000.0,,18000000.0,60700000.0,340900000.0,-48900000.0,,,-23200000.0,-20100000.0,757500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-30,,,27200000.0,276200000.0,24600000.0,,,,,,,,1223900000.0,1519800000.0,,525000000.0,,-32100000.0,,,,,,,82800000.0,,10000000.0,,-6800000.0,-2300000.0,,,,,,,,680400000.0,,,,,,,-0.12,,0.0,,-32000000.0,,-48700000.0,27300000.0,,,6000000.0,,63600000.0,-208700000.0,,,,,,,,,,,16600000.0,-61500000.0,,998700000.0,,295900000.0,,38200000.0,,,,300000.0,,-9700000.0,,52800000.0,,,,,,,,-6500000.0,790000000.0,,0.0,,,,19166667.0,328000000.0,,,,,,,2600000.0,,94100000.0,,,,33000000.0,,,267100000.0,52800000.0,,267100000.0,,,,,,,,30500000.0,0.0,-21700000.0,,,,,,200000.0,,340900000.0,,-0.12,10800000.0,,,,,,-2300000.0,39000000.0,,19166667.0,63600000.0,279400000.0,-46100000.0,,,0.0,-1700000.0,718600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,,,33900000.0,276200000.0,24200000.0,,,,,,,,1271900000.0,1519900000.0,,525000000.0,,,,,,,,,55800000.0,,9500000.0,,-2200000.0,-800000.0,,,,,,,,654700000.0,,,,,,,-0.05,,,,,,,32500000.0,,,9900000.0,,67500000.0,-218600000.0,,,,,,,,,,,,,,1057200000.0,,248000000.0,,74800000.0,,,,300000.0,,-14200000.0,,55100000.0,,,,,,,,-1900000.0,838600000.0,,0.0,,,,16000000.0,325400000.0,,,,,,,,,89900000.0,,,,33400000.0,,,213200000.0,55100000.0,,213200000.0,,,,,,,,67800000.0,0.0,,,,,,,200000.0,,,,-0.05,10500000.0,,,,,,-800000.0,43300000.0,,16000000.0,67200000.0,,,,,,-1500000.0,729500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,41200000.0,276200000.0,24300000.0,729200000.0,,276200000.0,-5300000.0,,,-18900000.0,1316200000.0,1506800000.0,,525000000.0,,,,41200000.0,,,,66800000.0,56300000.0,-33300000.0,9400000.0,,-3600000.0,-1300000.0,,,55900000.0,2300000.0,1506800000.0,,,653900000.0,,,525000000.0,36500000.0,,0.0,-0.06,-35600000.0,,,,,,35600000.0,,,12000000.0,,72300000.0,-236700000.0,,,55900000.0,133800000.0,,,200000.0,93200000.0,263500000.0,,,,,1120500000.0,170300000.0,190600000.0,,75300000.0,,,,1100000.0,-236700000.0,-18900000.0,,55900000.0,,,,,,,,-2500000.0,883800000.0,,0.0,,,,20900000.0,322000000.0,-0.28,1120500000.0,,,0.0,-5300000.0,,,85900000.0,43700000.0,,,36000000.0,,56300000.0,148800000.0,55900000.0,,148800000.0,,20900000.0,,,-0.28,,,66800000.0,0.0,,38600000.0,1316200000.0,,,,200000.0,-26300000.0,,148800000.0,-0.06,11500000.0,75300000.0,322000000.0,,,,-1300000.0,48000000.0,20900000.0,20900000.0,70300000.0,,,,,,-3000000.0,729200000.0,,,,653900000.0,,,148800000.0,,85900000.0,70300000.0,883800000.0,105600000.0,,190600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,42400000.0,276200000.0,27700000.0,,,,,,,,1359600000.0,1528100000.0,,525000000.0,,-11800000.0,,,,,,,56400000.0,,10300000.0,,700000.0,200000.0,,27600000.0,,,,,,661700000.0,,,,,,,0.008819,,0.0,,-11800000.0,2200000.0,-49700000.0,39400000.0,,,11900000.0,,77500000.0,-257600000.0,,,,,,,,,,900000.0,37900000.0,-23600000.0,,1182400000.0,,168500000.0,,99600000.0,,,,400000.0,,-23500000.0,,64800000.0,,,,6500000.0,,0.0,,1100000.0,924800000.0,,0.0,,,,22679417.0,319600000.0,,,-6700000.0,,,,0.0,,81700000.0,,,,37900000.0,,,125200000.0,64800000.0,,125200000.0,,,,,,,,88800000.0,0.0,-1400000.0,,,,,,200000.0,,148800000.0,,0.008819,10700000.0,,,,,,200000.0,49800000.0,,22679417.0,76900000.0,125200000.0,-49700000.0,4400000.0,,0.0,-100000.0,761300000.0,,,,,,-10400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,61500000.0,276200000.0,31800000.0,,,,,,,,1394800000.0,1506100000.0,,525000000.0,,-61000000.0,,,,,,,57100000.0,,11900000.0,,-3600000.0,-1100000.0,,29800000.0,,,,,,663800000.0,,,,,,,-0.06,,355900000.0,,-14900000.0,2800000.0,-67100000.0,37200000.0,,,8200000.0,,81700000.0,-280600000.0,,,,,,,,,,900000.0,6100000.0,-75900000.0,,1239700000.0,,111300000.0,,91300000.0,-355900000.0,,,300000.0,,-32700000.0,,66700000.0,,,,-24400000.0,,0.0,,-3300000.0,959100000.0,,0.0,,,,38658249.0,478800000.0,,,-24700000.0,,,,0.0,,77400000.0,,,,41700000.0,,,49300000.0,66700000.0,,49300000.0,,,,,,,,83900000.0,0.0,-800000.0,,,,,,400000.0,,125200000.0,,-0.06,10700000.0,,,,,,-1100000.0,49900000.0,,38658249.0,82100000.0,49300000.0,-67100000.0,-1900000.0,,-500000.0,-800000.0,755100000.0,,,,,,-13600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,59100000.0,276200000.0,33000000.0,,,,,,,,1447200000.0,1538000000.0,,555000000.0,,-33800000.0,,,,,,,55100000.0,,12200000.0,,200000.0,100000.0,,30000000.0,,,,,,690400000.0,,,,,,,0.002587,,0.0,,14900000.0,2600000.0,-78100000.0,39600000.0,,,9600000.0,,84800000.0,-303500000.0,,,,,,,,,,900000.0,44300000.0,-18900000.0,,1319700000.0,,90800000.0,,107600000.0,0.0,,,400000.0,,-40800000.0,,66100000.0,,,,10300000.0,,0.0,,600000.0,1016200000.0,,0.0,,,,38653771.0,473300000.0,,,100000.0,,,,0.0,,73200000.0,,,,42200000.0,,,30400000.0,66100000.0,,30400000.0,,,,,,,,100200000.0,0.0,-900000.0,,,,,,400000.0,,49300000.0,,0.002587,9000000.0,,,,,,100000.0,51800000.0,,38653771.0,81600000.0,30400000.0,-78100000.0,11600000.0,,-800000.0,0.0,798000000.0,,,,,,-13400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,0.0,,60900000.0,276200000.0,32000000.0,869500000.0,,276200000.0,-7800000.0,-173100000.0,356000000.0,-55900000.0,1488300000.0,1586500000.0,-50900000.0,659800000.0,-300000.0,-66500000.0,,60900000.0,,,,69900000.0,53400000.0,-13100000.0,13000000.0,-284200000.0,-11800000.0,-7000000.0,,30600000.0,65700000.0,1400000.0,1586500000.0,,36500000.0,792300000.0,,,659800000.0,41000000.0,3400000.0,0.0,-0.19,-14500000.0,100000.0,,72600000.0,2700000.0,-89300000.0,28200000.0,-6500000.0,,11300000.0,,86900000.0,-327000000.0,10300000.0,,65700000.0,165400000.0,,,400000.0,124500000.0,330900000.0,700000.0,22800000.0,6100000.0,,1378400000.0,206400000.0,98200000.0,0.0,77200000.0,0.0,,,300000.0,-327000000.0,-55900000.0,,65700000.0,,,,-12900000.0,,0.0,-37000000.0,-11500000.0,1051400000.0,-20500000.0,0.0,,,,36842105.0,460700000.0,-0.3,1378400000.0,-5700000.0,-112300000.0,0.0,-7800000.0,0.0,,68900000.0,39500000.0,-196900000.0,148800000.0,43600000.0,,53400000.0,36500000.0,65700000.0,,36500000.0,-284200000.0,38651517.0,,,-0.3,60800000.0,,69900000.0,0.0,-193800000.0,47400000.0,1488300000.0,-300000.0,,,400000.0,-14600000.0,30400000.0,36500000.0,-0.19,9100000.0,77200000.0,460700000.0,,118000000.0,,-7000000.0,54900000.0,38651517.0,36842105.0,91800000.0,36500000.0,-89300000.0,-7200000.0,,-5200000.0,-13700000.0,869500000.0,,,111100000.0,792300000.0,6900000.0,-13500000.0,36500000.0,,68900000.0,91800000.0,1051400000.0,144400000.0,-355900000.0,98200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,53900000.0,276200000.0,32300000.0,,,,,,,,1495300000.0,1576600000.0,,679800000.0,,-15900000.0,,,,,,,51300000.0,,12000000.0,,-7200000.0,-4300000.0,,31100000.0,,,,,,809200000.0,,,,,,,-0.12,,,,5400000.0,3000000.0,-49200000.0,32700000.0,,,10300000.0,,85700000.0,-350100000.0,,,,,,,,,,700000.0,33300000.0,-10500000.0,,1417500000.0,,81300000.0,,76200000.0,,,,400000.0,,-72500000.0,,65500000.0,,,,-2900000.0,,,,-6800000.0,1067400000.0,,0.0,,,,35833333.0,446200000.0,,,1800000.0,,,,0.0,,65300000.0,,,,43100000.0,,,26000000.0,65500000.0,,26000000.0,,,,,,,,67100000.0,0.0,-1100000.0,,,-600000.0,,,400000.0,,36500000.0,,-0.12,8400000.0,,,,,,-4300000.0,53400000.0,,35833333.0,86400000.0,26000000.0,-49200000.0,-2900000.0,,0.0,-8700000.0,885400000.0,,,,,,-13500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,56300000.0,276200000.0,32800000.0,,,,,,,,1520200000.0,1991700000.0,,729800000.0,,-13900000.0,,,,,,,52800000.0,,12700000.0,,-6500000.0,-5500000.0,,31400000.0,,,,,,861200000.0,,,,,,,-0.11,,799300000.0,,401400000.0,3200000.0,-42300000.0,34000000.0,,,12200000.0,,89100000.0,-375400000.0,,,,,,,,,,700000.0,28400000.0,387500000.0,,1466400000.0,,471500000.0,,264900000.0,-426000000.0,,,400000.0,,-98900000.0,,66500000.0,,,,-600000.0,,,,-6100000.0,1091000000.0,,0.0,,,,50000000.0,809700000.0,,,-9600000.0,,,,0.0,,61600000.0,,,,44100000.0,,,413500000.0,66500000.0,,413500000.0,,,,,,,,90000000.0,0.0,-1000000.0,,,-300000.0,,,600000.0,,26000000.0,,-0.11,8700000.0,,,,,,-5500000.0,56300000.0,,50000000.0,91400000.0,413500000.0,-42300000.0,8300000.0,,-600000.0,-9600000.0,1126100000.0,,,,,,-20300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,74500000.0,453400000.0,42200000.0,,,,,,,,2058900000.0,2181600000.0,,982700000.0,,-26900000.0,,,,,,,151900000.0,,15700000.0,,-5300000.0,-4600000.0,,39100000.0,,,,,,1221500000.0,,,,,,,-0.08,,0.0,,51600000.0,4300000.0,-66700000.0,46600000.0,,,14200000.0,,111200000.0,-404400000.0,,,,,,,,,,900000.0,39800000.0,-373700000.0,,1733400000.0,,122700000.0,,119000000.0,-170400000.0,,,700000.0,,-124300000.0,,74100000.0,-398400000.0,,,-4200000.0,,,,-4600000.0,1329000000.0,,0.0,,,,57500000.0,787900000.0,,,-9100000.0,,,,0.0,,175700000.0,,,,54800000.0,,,39800000.0,74100000.0,,39800000.0,,,,,,,,116300000.0,0.0,-1700000.0,,,-700000.0,,,600000.0,,413500000.0,,-0.08,12100000.0,,,,,,-4600000.0,69000000.0,,57500000.0,100800000.0,39800000.0,-465100000.0,4500000.0,,-5600000.0,-6700000.0,1340500000.0,,,,,,-24500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,7300000.0,,76100000.0,453400000.0,41400000.0,1374000000.0,,453400000.0,-15400000.0,-94300000.0,799500000.0,-145900000.0,2103700000.0,2195600000.0,-80800000.0,996500000.0,-400000.0,-37600000.0,,76100000.0,,,,136600000.0,150000000.0,-18400000.0,18300000.0,-625600000.0,-1200000.0,-1000000.0,,39900000.0,78700000.0,1800000.0,2195600000.0,,14300000.0,1237400000.0,,,996500000.0,50400000.0,3400000.0,0.0,-0.02,-20200000.0,200000.0,,4800000.0,3900000.0,-76300000.0,51000000.0,-7000000.0,,13700000.0,,113300000.0,-435600000.0,14400000.0,,78700000.0,200200000.0,,-398400000.0,700000.0,148700000.0,399300000.0,1100000.0,38700000.0,-25500000.0,,1827600000.0,250600000.0,91900000.0,,136600000.0,0.0,,,300000.0,-435600000.0,-145900000.0,,78700000.0,0.0,,,-4700000.0,,,-23900000.0,-900000.0,1392000000.0,-12400000.0,0.0,,,,72556334.0,821600000.0,-0.3,1827600000.0,-7000000.0,-22200000.0,0.0,-15400000.0,7300000.0,,170300000.0,41200000.0,-15900000.0,36500000.0,58200000.0,,150000000.0,14300000.0,78700000.0,,14300000.0,-234500000.0,51333333.0,,,-0.3,463200000.0,,136600000.0,0.0,-12100000.0,58700000.0,2103700000.0,-400000.0,,,700000.0,-27600000.0,39800000.0,14300000.0,-0.02,12000000.0,136600000.0,821600000.0,,141500000.0,,-1000000.0,71900000.0,51333333.0,72556334.0,88000000.0,14300000.0,-69000000.0,-2900000.0,,-800000.0,-2600000.0,1374000000.0,,,140200000.0,1237400000.0,7000000.0,-22500000.0,14300000.0,,170300000.0,88000000.0,1392000000.0,164300000.0,-596400000.0,91900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,67100000.0,453400000.0,40300000.0,,,,,,,,2328000000.0,2483500000.0,,1010300000.0,,-156800000.0,,,,,,,147000000.0,,18000000.0,,5600000.0,5600000.0,,39300000.0,,,,,,1245200000.0,,,,,,,0.07,,256000000.0,,229400000.0,3000000.0,-209600000.0,57200000.0,,,20200000.0,,117800000.0,-467200000.0,,,,,,,,,,900000.0,52800000.0,73400000.0,,2084100000.0,,155500000.0,,196200000.0,,,,200000.0,,-170300000.0,,76400000.0,,,,3900000.0,,,,5800000.0,1616900000.0,,0.0,,,,72800000.0,1042100000.0,,,6200000.0,,,,800000.0,,165500000.0,,,,57300000.0,,,87700000.0,76400000.0,,87700000.0,,,,,,,,196200000.0,0.0,-308100000.0,,,-400000.0,,,800000.0,,14300000.0,,0.07,12100000.0,,,,,,5400000.0,77500000.0,,72100000.0,92200000.0,87700000.0,-208800000.0,0.0,,-15700000.0,-2300000.0,1441400000.0,,,,,,-22800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,66400000.0,453400000.0,44800000.0,,,,,,,,2431400000.0,2511300000.0,,1096200000.0,,-128500000.0,,,,,,,144300000.0,,19100000.0,,9100000.0,9100000.0,,44700000.0,,,,,,1323100000.0,,,,,,,0.11,,500000.0,,53600000.0,3200000.0,-168600000.0,65800000.0,,,21500000.0,,130100000.0,-503200000.0,,,,,,,,,,600000.0,40100000.0,-74500000.0,,2214800000.0,,79900000.0,,163700000.0,,,,500000.0,,-191500000.0,,71700000.0,,,,-18100000.0,,,,9600000.0,1711600000.0,,0.0,,,,79000000.0,1024500000.0,,,-15100000.0,,,,400000.0,,160600000.0,,,,63800000.0,,,13200000.0,71700000.0,,13200000.0,,,,,,,,163700000.0,0.0,-11300000.0,,,-500000.0,,,800000.0,,87700000.0,,0.11,11500000.0,,,,,,8900000.0,85300000.0,,78300000.0,105800000.0,13200000.0,-168200000.0,1700000.0,,-500000.0,-400000.0,1486800000.0,,,,,,-30100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,73000000.0,455100000.0,54600000.0,,,,,,,,2612300000.0,2696300000.0,,1065700000.0,,-129600000.0,,,,,,,141900000.0,,18600000.0,,4400000.0,4400000.0,,50600000.0,,,,,,1292000000.0,,,,,,,0.05,,192100000.0,,127100000.0,2300000.0,-178300000.0,69400000.0,,,20000000.0,,143800000.0,-546400000.0,,,,,,,,,,9600000.0,48700000.0,-2200000.0,,2433300000.0,,84000000.0,,214600000.0,,,,600000.0,,-218800000.0,,72500000.0,,,,-18400000.0,,,,5000000.0,1886900000.0,,0.0,,,,81300000.0,1189700000.0,,,-20100000.0,,,,300000.0,,155800000.0,,,,69200000.0,,,11000000.0,72500000.0,,11000000.0,,,,,,,,214600000.0,0.0,-148900000.0,,,-1200000.0,,,800000.0,,13200000.0,,0.05,13800000.0,,,,,,4200000.0,89200000.0,,80600000.0,114500000.0,11000000.0,-178000000.0,900000.0,,-1200000.0,-1200000.0,1506600000.0,,,,,,-29900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,1500000.0,,83300000.0,455100000.0,47800000.0,1690400000.0,,455100000.0,19900000.0,-550500000.0,448700000.0,-249800000.0,2754500000.0,2852400000.0,-114300000.0,1240100000.0,-1300000.0,-135600000.0,,83300000.0,,,,227100000.0,135700000.0,21700000.0,21900000.0,-729600000.0,800000.0,800000.0,,49300000.0,76700000.0,1800000.0,2852400000.0,,14600000.0,1463300000.0,,,1240100000.0,80100000.0,4800000.0,0.0,0.01,19900000.0,100000.0,,139200000.0,3800000.0,-174600000.0,62000000.0,-24500000.0,,18400000.0,,137400000.0,-578500000.0,12300000.0,,76700000.0,261500000.0,,0.0,800000.0,187500000.0,529100000.0,-6300000.0,39000000.0,3600000.0,,2601600000.0,341600000.0,97900000.0,,227100000.0,0.0,,,500000.0,-578500000.0,-249800000.0,,76700000.0,0.0,,,-14600000.0,,,-51700000.0,1300000.0,2023100000.0,-47200000.0,0.0,,,,80000000.0,1162000000.0,0.24,2601600000.0,-22700000.0,300000.0,0.0,19900000.0,0.0,,150200000.0,48800000.0,-470600000.0,14300000.0,71200000.0,,135700000.0,14600000.0,76700000.0,,14600000.0,-731100000.0,82916667.0,,,0.24,549300000.0,,227100000.0,0.0,-2300000.0,77600000.0,2754500000.0,-1300000.0,,,800000.0,-9600000.0,11000000.0,14600000.0,0.01,11400000.0,227100000.0,1162000000.0,,183900000.0,,800000.0,89600000.0,82916667.0,80000000.0,126100000.0,14600000.0,-174600000.0,4400000.0,,-7100000.0,-5700000.0,1690400000.0,,,180600000.0,1463300000.0,7000000.0,-31500000.0,14600000.0,,150200000.0,126100000.0,2023100000.0,254400000.0,0.0,97900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,89400000.0,455100000.0,52300000.0,,,,,,,,3433400000.0,3543800000.0,,1731800000.0,,-619600000.0,,,,,,,134500000.0,,20700000.0,,-30400000.0,-30400000.0,,55700000.0,,,,,,1972000000.0,,,,,,,-0.36,,211000000.0,,626000000.0,3700000.0,-674800000.0,39300000.0,,,20600000.0,,149300000.0,-625900000.0,,,,,,,,,,-1000000.0,55200000.0,5800000.0,,3243700000.0,,110400000.0,,268200000.0,,,,400000.0,,-316500000.0,,93300000.0,,,,-9200000.0,,,,-30000000.0,2617800000.0,,0.0,,,,84444444.0,1303600000.0,,,-20000000.0,,,,-600000.0,,217000000.0,,,,76400000.0,,,20400000.0,93300000.0,,20400000.0,,,,,,,,268200000.0,0.0,-777400000.0,,,-1300000.0,,,900000.0,,14600000.0,,-0.36,13600000.0,,,,,,-30400000.0,97000000.0,,84444444.0,143500000.0,20400000.0,-675400000.0,-4900000.0,,-15200000.0,-37000000.0,2240200000.0,,,,,,-32400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,93400000.0,455100000.0,59600000.0,,,,,,,,3682400000.0,3816600000.0,,1832500000.0,,-236200000.0,,,,,,,134000000.0,,21600000.0,,-800000.0,-800000.0,,63700000.0,,,,,,2074700000.0,,,,,,,-0.01,,197600000.0,,256000000.0,4000000.0,-302500000.0,80100000.0,,,22000000.0,,166900000.0,-679600000.0,,,,,,,,,,11700000.0,66300000.0,19600000.0,,3532800000.0,,134200000.0,,276000000.0,,,,700000.0,,-355700000.0,,96500000.0,,,,-16500000.0,,,,-100000.0,2853200000.0,,0.0,,,,80000000.0,1465900000.0,,,-21300000.0,,,,-200000.0,,216300000.0,,,,85300000.0,,,40000000.0,96500000.0,,40000000.0,,,,,,,,276000000.0,0.0,-469900000.0,,,-1200000.0,,,900000.0,,20400000.0,,-0.01,16500000.0,,,,,,-800000.0,107300000.0,,80000000.0,157800000.0,40000000.0,-302700000.0,1600000.0,,-5000000.0,-5600000.0,2350700000.0,,,,,,-36700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,93000000.0,455100000.0,63000000.0,,,,,,,,3766100000.0,3883800000.0,,2013700000.0,,-155500000.0,,,,,,,133300000.0,,21400000.0,,-55100000.0,-55100000.0,,68700000.0,,,,,,2262700000.0,,,,,,,-0.61,,200000.0,,139400000.0,3900000.0,-224100000.0,32400000.0,,,22200000.0,,175300000.0,-722100000.0,,,,,,,,,,-8600000.0,68600000.0,-15400000.0,,3656100000.0,,117700000.0,,244700000.0,,,,900000.0,,-449200000.0,,104800000.0,,,,4000000.0,,,,-54200000.0,2934000000.0,,0.0,,,,90900000.0,1376400000.0,,,-12400000.0,,,,700000.0,,209700000.0,,,,90100000.0,,,24600000.0,104800000.0,,24600000.0,,,,,,,,244700000.0,0.0,-2500000.0,,,-1300000.0,,,900000.0,,40000000.0,,-0.61,17900000.0,,,,,,-55100000.0,112300000.0,,90327869.0,167300000.0,24600000.0,-223400000.0,8100000.0,,0.0,-58500000.0,2507400000.0,,,,,,-38300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
