,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,annualBeginningCashPosition,annualRepaymentOfDebt,annualInterestExpense,annualDilutedAverageShares,annualDilutedEPS,trailingChangesInAccountReceivables,annualOtherNonCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,quarterlyOtherIntangibleAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlySaleOfInvestment,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyBeginningCashPosition,trailingInterestExpense,quarterlyCapitalStock,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyRepaymentOfDebt,annualBasicAverageShares,annualStockBasedCompensation,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingTaxProvision,trailingDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetIncomeContinuousOperations,annualTotalRevenue,annualCurrentDeferredRevenue,annualCurrentDebt,annualCostOfRevenue,annualCapitalStock,quarterlyCurrentAssets,quarterlyPretaxIncome,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccumulatedDepreciation,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingCostOfRevenue,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyRetainedEarnings,trailingOperatingExpense,quarterlyTaxProvision,trailingBeginningCashPosition,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyNetPPE,annualChangesInAccountReceivables,annualRetainedEarnings,quarterlyTotalNonCurrentAssets,trailingNetIncome,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyBasicEPS,trailingPretaxIncome,annualNetOtherInvestingChanges,annualAccountsReceivable,annualPretaxIncome,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualNetIncome,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualFreeCashFlow,trailingCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualStockholdersEquity,trailingPurchaseOfInvestment,annualOtherCurrentAssets,annualOtherNonCashItems,annualEndCashPosition,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualNonCurrentDeferredRevenue,trailingTotalRevenue,quarterlyEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,trailingEndCashPosition,annualDepreciationAndAmortization,annualTaxProvision,annualCashAndCashEquivalents,annualBasicEPS,annualCurrentLiabilities,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,trailingOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingOperatingIncome,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyGrossProfit,annualOtherIntangibleAssets,annualOtherNonCurrentAssets,annualCommonStockIssuance,quarterlyCashDividendsPaid,annualNetPPE,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualRepurchaseOfCapitalStock,annualChangeInInventory,annualGoodwill,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,quarterlyResearchAndDevelopment,trailingBasicAverageShares,quarterlyCurrentDebt,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualOtherShortTermInvestments,quarterlyNonCurrentDeferredTaxesLiabilities,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualInventory,quarterlyInventory,trailingRepaymentOfDebt,annualNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAccruedExpenses,trailingDilutedEPS,quarterlyOtherShortTermInvestments
1325289600,4318000.0,4289000.0,,,,1221999000.0,26536000.0,0.0,828815000.0,98408000.0,-246262000.0,43812000.0,110629000.0,0.23,,28778000.0,-12231000.0,1455293000.0,43093000.0,-18962000.0,,,-269510000.0,27219000.0,,102726000.0,102726000.0,114368000.0,,111000.0,0.0,,-8452000.0,110623000.0,6983000.0,,-21689000.0,190669000.0,33382000.0,-93430000.0,-60702000.0,1690000.0,,27170000.0,,,19127000.0,,,19431000.0,143319000.0,23307000.0,,1090000.0,111000.0,166581000.0,5597000.0,142229000.0,,60120000.0,,,1221999000.0,74432000.0,,12142000.0,793059000.0,7364000.0,-93430000.0,,-452000.0,,17907000.0,0.0,,-11642000.0,0.0,,-13769000.0,-214059000.0,,,,,,1128569000.0,,-214059000.0,1455293000.0,,1621874000.0,33993000.0,461000.0,,,4289000.0,33993000.0,19431000.0,-48560000.0,-41530000.0,689849000.0,26536000.0,,1621874000.0,-89601000.0,-190240000.0,,,,10223000.0,-265621000.0,5597000.0,12692000.0,6791000.0,689849000.0,28778000.0,828815000.0,,0.0,-5520000.0,102726000.0,82109000.0,718627000.0,,,102726000.0,-998000.0,-42911000.0,,35477000.0,,102726000.0,0.23,74432000.0,,-24730000.0,11350000.0,,23307000.0,793059000.0,,,,,12692000.0,,,-8635000.0,15014000.0,32921000.0,43093000.0,43792000.0,0.0,-22407000.0,1128569000.0,,102726000.0,-12231000.0,,79270000.0,43792000.0,718627000.0,166581000.0,98720000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,1184000.0,,,,,,,1034747000.0,,,,,,,,-11732000.0,,,,,,,,0.08,126500000.0,126500000.0,102726000.0,,134000.0,0.0,,-89658000.0,,,,,,43391000.0,-112484000.0,-6093000.0,1858000.0,,32206000.0,,,401831000.0,,,,,,,,,195643000.0,10485000.0,,,,,,1282373000.0,84822000.0,,23352000.0,,-1972000.0,,,,,26722000.0,0.0,124906000.0,23774000.0,220193000.0,,3095000.0,-230676000.0,,,,,,1169889000.0,,,1852819000.0,,,35493000.0,331000.0,0.08,,,,,17259000.0,,900225000.0,,,2048462000.0,,,,,,8909000.0,,10485000.0,10564000.0,7592000.0,,28668000.0,,,,,,,928893000.0,,,126500000.0,-3425000.0,-401409000.0,,,,,,,,-396500000.0,12812000.0,,22544000.0,1013715000.0,,,,200285000.0,10564000.0,124906000.0,,-6292000.0,16338000.0,43060000.0,,,,-22412000.0,,,,,,,52438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,5489000.0,,,,,,,1027583000.0,,,,,,,,-12777000.0,,,,,,,,0.14,127639000.0,127639000.0,126500000.0,,134000.0,0.0,,89544000.0,,,,,,51070000.0,-119271000.0,-411062000.0,1779000.0,,43974000.0,,,-26859000.0,,,,,,,,,202650000.0,,,,,,,1275846000.0,81583000.0,,21071000.0,,108000.0,,,,,34946000.0,0.0,134715000.0,1139000.0,-33000.0,,-8629000.0,-238541000.0,,,,,,1156575000.0,,,1835881000.0,,,36973000.0,639000.0,0.14,,,,,-389991000.0,,900204000.0,,,2038531000.0,,,,,,,,20640000.0,19316000.0,6697000.0,,0.0,,,,,,,929365000.0,,,127639000.0,583000.0,6927000.0,,,,,,,,,14889000.0,,22496000.0,1010948000.0,,,,201156000.0,19316000.0,134715000.0,,407000.0,15485000.0,50431000.0,,,,-27177000.0,,,,,,,318432000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,1541000.0,,,,,,,1033158000.0,,,,,,,,-13220000.0,,,,,,,,0.23,36163000.0,36163000.0,127639000.0,,135000.0,0.0,,-57000.0,,,,,,53655000.0,-120215000.0,-225265000.0,1793000.0,,46856000.0,,,83862000.0,,,,,,,,,116322000.0,,,,,,,1269341000.0,84671000.0,,30286000.0,,-3601000.0,,,,,37894000.0,0.0,134781000.0,-91476000.0,-53000.0,,706000.0,-234264000.0,,,,,,1149126000.0,,,2042077000.0,,,38065000.0,218000.0,0.23,,,,,-194979000.0,,1025183000.0,,,2158399000.0,,,,,,,,23480000.0,31464000.0,7052000.0,,0.0,,,,,,,1040570000.0,,,36163000.0,632000.0,-205624000.0,,,,,,,,,15046000.0,,20374000.0,1125241000.0,,,,312050000.0,31464000.0,134782000.0,,-13847000.0,15543000.0,53437000.0,,,,-27181000.0,,,,,,,422724000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,-65415000.0,1424000.0,,,,1280714967.0,89899695.0,0.0,1049813845.0,102726000.0,-232000.0,58243000.0,132333157.0,0.67,,17341694.0,-12482210.0,2058128033.0,40489000.0,-62382282.0,,,-666060000.0,28581455.0,0.21,37311207.0,37311207.0,36163000.0,,136336.0,0.0,65961000.0,-61000.0,132331091.0,7637000.0,,-17860000.0,446404000.0,57406889.0,-126733639.0,-23640000.0,2207000.0,,49711400.0,,,-12430000.0,,-621490000.0,75392850.0,201397418.0,20609467.0,,1495448.0,136336.0,120757619.0,23894277.0,199901970.0,,62126838.0,,,1280714967.0,65960792.0,,30600000.0,1129071807.0,-1953000.0,-126733639.0,,-10667000.0,,41320999.0,0.0,134922510.0,1148000.0,12941000.0,,-5839000.0,-233494130.0,,,,,20609467.0,1153981328.0,-17261000.0,-233494130.0,2058128033.0,,2178885652.0,83446412.0,455322.0,0.21,,9638000.0,83446412.0,75392850.0,673020000.0,-31908000.0,1025159854.0,89899695.0,,2178885652.0,-103952000.0,105309000.0,,65961000.0,,,-617128000.0,23894277.0,28555960.0,7240167.0,1025159854.0,17341694.0,1049813845.0,,0.0,-7418000.0,37311000.0,137775132.0,1063111015.0,20609467.0,,37311000.0,-17426722.0,-17022000.0,,35593000.0,,37311207.0,0.67,65960792.0,,,15513000.0,,20609467.0,1129071807.0,314411549.0,,,314411549.0,28555960.0,134930189.0,,1872000.0,15630568.0,56951567.0,40489000.0,221085156.0,233048000.0,-27182000.0,1153981328.0,,37311207.0,-12482210.0,9201000.0,105309000.0,221085156.0,1063111015.0,120757619.0,171320515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,1290000.0,,-4550000.0,,,,,1221570160.0,,,,,,,,-11655257.0,,,,,2090000.0,,,0.18,75675211.0,75675211.0,37311000.0,,149141.0,220299834.0,65621000.0,-125064000.0,,,,,,58440590.0,-135380788.0,-13526000.0,1919000.0,,50207055.0,,,23549000.0,,,,,,,,,164074486.0,26211990.0,,,,0.0,,1293913393.0,65620577.0,,27051000.0,,-3669000.0,,,,,41559905.0,0.0,140346579.0,38364000.0,172914000.0,,-6338000.0,-237398195.0,,,,,19384238.0,1158532605.0,,,2063121344.0,,,88399275.0,415339.0,0.19,,,,,27051000.0,,900133586.0,,,2227195830.0,,,,,,8929000.0,,26211990.0,26156492.0,7818196.0,,20487269.0,,,,,,,940005093.0,,,75675000.0,-15347915.0,-12236000.0,,,,,,,,-800000.0,15424000.0,,19384238.0,1005625670.0,,,-1788000.0,315638905.0,26156492.0,141526311.0,,3485000.0,16465346.0,58025251.0,,,,-27786000.0,,,,,,,220299834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,703000.0,,-4393000.0,,,,,1222840096.0,,,,,,,,-9875670.0,,,,,,,,0.18,26072345.0,26072345.0,75675000.0,,149314.0,0.0,58694000.0,28940000.0,,,,,,57473023.0,-141877101.0,-19645000.0,2285000.0,,49598369.0,,,-3264000.0,,,,,,,,,121650637.0,25304789.0,,,,-75000000.0,,1295228818.0,58694110.0,,29194000.0,,2121000.0,,,,,40880725.0,0.0,149508958.0,-49603000.0,-61000.0,,-9560000.0,-240131752.0,,,,,25413091.0,1153351717.0,,,2132825076.0,,,95578292.0,649284.0,0.18,,,,,29194000.0,,929073531.0,,,2254475713.0,,,,,,8998000.0,,25304789.0,27347826.0,7225370.0,,18454885.0,,,,,,,972941507.0,,,26072000.0,-15575936.0,-75533000.0,,,,,,,,-500000.0,14641000.0,,25413091.0,1031635617.0,,,-5167000.0,391904435.0,27347826.0,151055855.0,,-2083000.0,15943014.0,56823739.0,,,,-30060000.0,,,,,,,218918924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,1256000.0,,-273000.0,,,,,1358569097.0,,,,,,,,-9693981.0,,,,,,,,0.16,12124194.0,12124194.0,26072000.0,,160880.0,0.0,73852000.0,4939000.0,,,,,,60455721.0,-150666149.0,-30251000.0,1815000.0,,53617864.0,,,266228000.0,,,,,,,,,110869927.0,25665954.0,,,,-296500000.0,,1606430914.0,73852217.0,,45319000.0,,-4038000.0,,,,,44828816.0,0.0,154757902.0,-13948000.0,140466000.0,,12766000.0,-246865083.0,,,,,23228722.0,1455764765.0,,,2452279969.0,,,98745733.0,458253.0,0.16,,,,,45319000.0,,1086972647.0,,,2563149896.0,,,,,,9073000.0,,25665954.0,25648052.0,6379604.0,,20527213.0,,,,,,,1130728582.0,,,12124000.0,-19162862.0,-325495000.0,,,,,,,,-145000.0,15830000.0,,23228722.0,1204580799.0,,,13039000.0,403512336.0,25648052.0,155968954.0,,-2095000.0,15168652.0,59997468.0,,,,-30082000.0,,,,,,,224352868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,8048000.0,254000.0,,-3995000.0,,1865454628.0,96991110.0,0.0,1344208341.0,37311000.0,-11249000.0,66746000.0,152597666.0,0.63,,20583283.0,-8940646.0,2754262415.0,74949000.0,-83004659.0,,,-41452000.0,30063409.0,0.11,45979648.0,45979648.0,12124000.0,,161310.0,0.0,94311000.0,79936000.0,151439002.0,8832000.0,,-6529000.0,579824000.0,67679485.0,-159776091.0,21970000.0,2813000.0,,57843640.0,,,293311000.0,,-654922000.0,89301543.0,242523563.0,23786819.0,,2450521.0,161310.0,150307954.0,13774356.0,240073042.0,,67041133.0,-283422000.0,,1865454628.0,94311177.0,,39237000.0,1560362028.0,-7964000.0,-159776091.0,,15688000.0,,46692302.0,0.0,161142567.0,33235000.0,12000.0,,18820000.0,-264804113.0,,464219.0,,,23786819.0,1705678537.0,-13211000.0,-264804113.0,2754262415.0,,2904570369.0,104328306.0,934118.0,0.11,,3503000.0,104328306.0,90027250.0,39237000.0,-52115000.0,1421680749.0,96991110.0,,2904570369.0,-120309000.0,140801000.0,,94311000.0,,11818000.0,-712577000.0,13310137.0,17838740.0,8901727.0,1421680749.0,20583283.0,1344208341.0,,0.0,-13550000.0,45979000.0,173031909.0,1466050851.0,23786819.0,,45979000.0,-32917946.0,-299313000.0,,38818000.0,725707.0,45979648.0,0.64,94311177.0,,-2301000.0,20850000.0,,23786819.0,1560362028.0,431024228.0,,17783000.0,431024228.0,17838740.0,161839544.0,,-5836000.0,20053065.0,66745367.0,74949000.0,228909650.0,313331000.0,-32381000.0,1705678537.0,,45979648.0,-8940646.0,23867000.0,140801000.0,228909650.0,1466050851.0,150307954.0,210009633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,-916000.0,,-4674000.0,,,,,1430980769.0,,,,,,,,-8247617.0,,,,,,,,0.04,50309266.0,50309266.0,45979000.0,,170213.0,0.0,74184000.0,-68000.0,,,,,,73088654.0,-173474957.0,-27925000.0,2287000.0,,63391559.0,,,129876000.0,,,,,,,,,161505730.0,7250943.0,,,,-115000000.0,,2008422070.0,74183992.0,,18282000.0,,-2273000.0,,,,,49701957.0,0.0,163973178.0,4317000.0,112583000.0,,-24315000.0,-293595304.0,,-57324.0,,,25418580.0,1834947113.0,,,2865086750.0,,,111196464.0,738305.0,0.04,,,,,18282000.0,,1472045474.0,,,3026592480.0,,,,,,13972000.0,,7308267.0,7241294.0,8958790.0,,23963665.0,,,,,,,1521427719.0,,,50309000.0,-42451014.0,-143841000.0,,,,,,,,-2385000.0,21612000.0,,25418580.0,1595611711.0,,,-19641000.0,432657330.0,7241294.0,164548581.0,,3139000.0,22648392.0,72350349.0,,,,-35778000.0,,,,,,,208832307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,2144000.0,,-4390000.0,,,,,1412954004.0,,,,,,,,-7689227.0,,,,,,,,-0.001182,197022616.0,197022616.0,50309000.0,,171551.0,0.0,84231000.0,-205064000.0,,,,,,76560467.0,-178261853.0,,2146000.0,,68392488.0,,,139929000.0,,,,,,,,,294568636.0,-162584.0,,,,0.0,,2026258946.0,84230814.0,,31973000.0,,-13221000.0,,,,,55950711.0,0.0,171718449.0,146812000.0,15749000.0,,735000.0,-330074847.0,,40434.0,,,27424937.0,1847997093.0,,,2895475552.0,,,97546020.0,37906.0,-0.001182,,,,,31973000.0,,1640353618.0,,,3190044188.0,,,,,,12743000.0,,-203018.0,-203018.0,8205885.0,,25080815.0,,,,,,,1692859370.0,,,197023000.0,-56113295.0,-25090000.0,,,,,,,,-3216000.0,24362000.0,,27424937.0,1777090184.0,,,5125000.0,434310776.0,-203018.0,172368987.0,,-9725000.0,20647662.0,76598373.0,,,,-36031000.0,,,,,,,228067539.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,-1949000.0,,-3893000.0,,,,,1407105579.0,,,,,,,,-7872309.0,,,,,,,,0.16,132811984.0,132811984.0,197023000.0,,171626.0,0.0,85426000.0,104935000.0,,,,,,80777118.0,-191282358.0,,2138000.0,,71405068.0,,,-30636000.0,,,,,,,,,239454512.0,28912033.0,,,,-67982000.0,,2061182727.0,85426139.0,,45489000.0,,3847000.0,,,,,58051201.0,0.0,171893007.0,-62272000.0,-62000.0,,-2848000.0,-337816524.0,,248851.0,,,30830430.0,1869900369.0,,,2929685786.0,,,106642528.0,700335.0,0.16,,,,,45489000.0,,1618981006.0,,,3169140298.0,,,,,,13688000.0,,28663182.0,28536732.0,8671715.0,,26797144.0,,,,,,,1676608580.0,,,132812000.0,-29139168.0,-77125000.0,,,,,,,,-3501000.0,25481000.0,,30830430.0,1762034719.0,,,1045000.0,436385781.0,28536732.0,172639224.0,,5708000.0,22025582.0,80076783.0,,,,-36217000.0,,,,,,,238305817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,102983000.0,-796000.0,,9101000.0,,2172774427.0,50522727.0,0.0,1382047231.0,45979000.0,-100266000.0,98156000.0,170540178.0,0.29,,23804458.0,-21914067.0,3502530312.0,87699000.0,-168330289.0,,,-102333000.0,37274269.0,0.08,144541257.0,144541257.0,132812000.0,,172743.0,0.0,112623000.0,-69000.0,169998971.0,9165000.0,,-6604000.0,802563000.0,82105402.0,-202627286.0,-5331000.0,2594000.0,,70217596.0,,,563394000.0,,-767696000.0,50798248.0,312531643.0,27206612.0,,1850659.0,172743.0,244805510.0,15138225.0,310680984.0,,91212079.0,-584714000.0,,2172774427.0,112623187.0,,54699000.0,2365288591.0,-5754000.0,-202627286.0,,2632000.0,,55765033.0,0.0,172411250.0,14126000.0,9903000.0,,29060000.0,-361330051.0,,108407.0,,,27206612.0,1970147141.0,-3856000.0,-361330051.0,3502530312.0,,3747335822.0,100264253.0,449926.0,0.08,,-1517000.0,100264253.0,51138616.0,54699000.0,-13126000.0,2201654334.0,50522727.0,,3747335822.0,-144365000.0,150443000.0,,112623000.0,,14759000.0,-850023000.0,15029818.0,14947719.0,11437880.0,2201654334.0,23804458.0,1382047231.0,,0.0,-17401000.0,144541000.0,219468905.0,2252665404.0,27206612.0,,144541000.0,-40626808.0,-603967000.0,,55162000.0,340368.0,144541257.0,0.29,112623187.0,,-3680000.0,26701000.0,,27206612.0,2365288591.0,439516173.0,,19680000.0,439516173.0,14947719.0,172603919.0,,-5726000.0,25890443.0,81655476.0,87699000.0,695273179.0,138173000.0,-36339000.0,1970147141.0,,144541257.0,-21914067.0,6209000.0,150443000.0,695273179.0,2252665404.0,244805510.0,273406715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,-78835000.0,,667000.0,,,,,1795701000.0,,,,,,,,-80922000.0,,,,,,,,0.17,33548000.0,33548000.0,144541000.0,,207000.0,0.0,111187000.0,-285071000.0,,,,,,95961000.0,-216629000.0,-46511000.0,2825000.0,,78091000.0,,,140989000.0,,,,,,,,,739559000.0,36351000.0,,,,-165700000.0,,2287024000.0,111187000.0,,42026000.0,,-6245000.0,,,,,69949000.0,8480000.0,202958000.0,-108031000.0,479966000.0,,-5604000.0,-371459000.0,,375000.0,,,25362000.0,2070395000.0,,,3083490000.0,,,104054000.0,351000.0,0.18,,,,,42026000.0,,1882319000.0,,,3823049000.0,,,,,,15074000.0,,35976000.0,35897000.0,10905000.0,,8480000.0,,,,,,,1916161000.0,,,33548000.0,-6932000.0,-291046000.0,,,,,,,,-80301000.0,26666000.0,,25362000.0,2027348000.0,,,-6271000.0,453423000.0,35897000.0,203615000.0,,-15445000.0,25661000.0,95610000.0,,,,-38461000.0,,,,,,,122081000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,86019000.0,,-16352000.0,,,,,1795877000.0,,,,,,,,-59885000.0,,,,,,,,0.107396,45904000.0,45904000.0,33548000.0,,208000.0,0.0,130505000.0,284931000.0,,,,,,99801000.0,-231909000.0,-39542000.0,2820000.0,,65432000.0,,,319757000.0,,,,,,,,,720488000.0,23052000.0,,,,-396933000.0,,2720011000.0,130505000.0,,45418000.0,,-6627000.0,,,,,73673000.0,0.0,208071000.0,14719000.0,-64000.0,,11246000.0,-395078000.0,,563000.0,,,27541000.0,2488102000.0,,,3505637000.0,,,125719000.0,530000.0,0.11,,,,,45418000.0,,2262861000.0,,,4226125000.0,,,,,,15490000.0,,22489000.0,22407000.0,10642000.0,,9341000.0,,,,,,,2299743000.0,,,45904000.0,-23731000.0,-350456000.0,,,,,,,,-267467000.0,26890000.0,,27541000.0,2430248000.0,,,27598000.0,455020000.0,22407000.0,208640000.0,,330000.0,25598000.0,99271000.0,,,,-46026000.0,,,,,,,124928000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,336854000.0,,10214000.0,,,,,2107603000.0,,,,,,,,-59731000.0,,,,,,,,0.1,332235000.0,332235000.0,45904000.0,,236000.0,0.0,123888000.0,-70000.0,,,,,,114570000.0,-239950000.0,-39450000.0,2738000.0,,75431000.0,,,1382409000.0,,,,,,,,,1163440000.0,23203000.0,,,,-1457565000.0,,3206056000.0,123888000.0,,44740000.0,,-1882000.0,,,,,82049000.0,0.0,223948000.0,286163000.0,337631000.0,,631000.0,-423874000.0,,80000.0,,,21594000.0,2966106000.0,,,4469883000.0,,,121129000.0,1727000.0,0.1,,,,,44740000.0,,3364119000.0,,,5633323000.0,,,,,,20585000.0,,23123000.0,23057000.0,10778000.0,,11119000.0,,,,,,,3396832000.0,,,332235000.0,-23123000.0,-1140986000.0,,,,,,,,-6234000.0,31643000.0,,21594000.0,3520720000.0,,,-9583000.0,618493000.0,23057000.0,223948000.0,,-5504000.0,30794000.0,112843000.0,,,,-46354000.0,,,,,,,122700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,62065000.0,73746000.0,,-128000.0,,3297705000.0,139598000.0,0.0,2102268000.0,144541000.0,-283000.0,120884000.0,218304000.0,0.63,,12831000.0,-72884000.0,4592866000.0,231697000.0,-57898000.0,,,-146372000.0,43639000.0,0.24,195541000.0,195541000.0,332235000.0,,237000.0,0.0,137356000.0,-73000.0,217997000.0,11122000.0,,-23851000.0,1800690000.0,131545000.0,-257928000.0,-20869000.0,2739000.0,,115424000.0,,,-42465000.0,,-2218869000.0,139927000.0,441878000.0,29358000.0,,3792000.0,237000.0,1016485000.0,58823000.0,438086000.0,,113506000.0,-198671000.0,,3297705000.0,137356000.0,,74812000.0,3502086000.0,-15347000.0,-257928000.0,,14677000.0,,98908000.0,0.0,237011000.0,-130786000.0,-144000.0,,8404000.0,-418650000.0,,485000.0,,,29358000.0,3039777000.0,-5599000.0,-418650000.0,4592866000.0,,5609351000.0,129094000.0,1184000.0,0.24,,417784000.0,129094000.0,141430000.0,74812000.0,-17339000.0,3322541000.0,139598000.0,,5609351000.0,-182980000.0,206996000.0,,137356000.0,,20678000.0,-1945621000.0,58338000.0,58237000.0,11314000.0,3322541000.0,12831000.0,2102268000.0,,0.0,-30101000.0,195541000.0,324580000.0,3364730000.0,29358000.0,,195541000.0,-4113000.0,-163133000.0,,71827000.0,1503000.0,195541000.0,0.64,137356000.0,,1000.0,35923000.0,,29358000.0,3502086000.0,129337000.0,,14796000.0,129337000.0,58237000.0,237011000.0,,-3232000.0,31453000.0,130361000.0,231697000.0,39175000.0,817389000.0,-52139000.0,3039777000.0,,195541000.0,-72884000.0,26540000.0,206996000.0,39175000.0,3364730000.0,1016485000.0,334141000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,1954000.0,,-3453000.0,,,,,2131110000.0,,,,,,,,-51482000.0,,,,,,,,0.24,206410000.0,206410000.0,195541000.0,,237000.0,0.0,139443000.0,-455074000.0,,,,,,134999000.0,-280099000.0,-55301000.0,2020000.0,,119612000.0,,,-12278000.0,,,,,,,,,1010927000.0,58545000.0,,,,0.0,,3395836000.0,139443000.0,,69336000.0,,-12172000.0,,,,,101485000.0,0.0,237510000.0,3711000.0,0.0,,-431000.0,-413108000.0,,319000.0,,,21585000.0,3115737000.0,,,4699468000.0,,,141258000.0,901000.0,0.24,,,,,69336000.0,,3396604000.0,,,5710395000.0,,,,,,21694000.0,,58226000.0,57927000.0,11471000.0,,16615000.0,,,,,,,3434804000.0,,,206410000.0,-3567000.0,-53347000.0,,,,,,,,0.0,39373000.0,,21585000.0,3574247000.0,,,3022000.0,630482000.0,57927000.0,237819000.0,,-4802000.0,32613000.0,134098000.0,,,,-52402000.0,,,,,,,195671000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
