,trailingNetIncome,annualRetainedEarnings,quarterlyTotalAssets,trailingPretaxIncome,annualNetIncome,quarterlyGoodwill,annualNetOtherInvestingChanges,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualGoodwill,annualPretaxIncome,annualCommonStockIssuance,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualOperatingIncome,trailingChangeInWorkingCapital,trailingInvestingCashFlow,annualAccountsPayable,quarterlyInvestmentsAndAdvances,trailingChangeInAccountPayable,annualOtherNonCashItems,trailingTotalRevenue,annualStockholdersEquity,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualEndCashPosition,annualDepreciationAndAmortization,annualTaxProvision,annualTotalAssets,quarterlyEndCashPosition,trailingEndCashPosition,annualCurrentAccruedExpenses,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,trailingOperatingCashFlow,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,quarterlyInvestingCashFlow,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualNetIncomeCommonStockholders,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlySaleOfInvestment,annualInterestExpense,quarterlyChangesInAccountReceivables,trailingChangesInAccountReceivables,annualSellingGeneralAndAdministration,trailingRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCapitalExpenditure,quarterlyBeginningCashPosition,annualRepaymentOfDebt,quarterlyCashAndCashEquivalents,quarterlyStockholdersEquity,trailingInterestExpense,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingTaxProvision,quarterlyNetPPE,annualStockBasedCompensation,quarterlyTaxProvision,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualTotalRevenue,trailingOtherNonCashItems,annualCapitalStock,annualNetOtherFinancingCharges,annualFreeCashFlow,annualAccumulatedDepreciation,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,trailingBeginningCashPosition,trailingPurchaseOfBusiness,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGrossPPE,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyTotalNonCurrentAssets,annualOperatingExpense,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,annualCostOfRevenue,quarterlyGrossProfit,trailingBasicAverageShares,annualEbitda,trailingOperatingIncome,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,quarterlyBasicAverageShares,quarterlyOperatingExpense,quarterlyDilutedEPS,quarterlyOtherNonCurrentLiabilities,annualIncomeTaxPayable,annualInventory,quarterlyOtherIncomeExpense,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyBasicEPS,quarterlyDeferredIncomeTax,annualCurrentAssets,quarterlyNonCurrentDeferredTaxesLiabilities,trailingDilutedEPS,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentAssets,quarterlyEbitda,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,annualResearchAndDevelopment,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherCurrentLiabilities,quarterlyInventory,quarterlyOtherNonCurrentAssets,annualCurrentDebt,quarterlyOtherCurrentAssets,annualOtherIncomeExpense,trailingDilutedAverageShares,annualOtherNonCurrentLiabilities,annualGrossProfit,annualNonCurrentDeferredTaxesLiabilities,trailingOperatingExpense,annualCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,trailingCapitalExpenditure,quarterlyDilutedAverageShares,annualBasicAverageShares,annualDeferredIncomeTax,trailingStockBasedCompensation,trailingCostOfRevenue,annualOtherCurrentLiabilities,trailingGrossProfit,trailingChangeInInventory,quarterlyChangeInInventory,annualCurrentLiabilities,trailingBasicEPS
1238457600,,,60717254000.0,,,27917000.0,,1012574000.0,,,,1157685000.0,125765000.0,,112457000.0,291347000.0,,,,,349893000.0,1088000.0,,,349893000.0,,,,,58836874000.0,,,,,30310000.0,,,,,,1035118000.0,,,,-6244648000.0,,,378625000.0,,0.0,-87528000.0,,345267000.0,-275362000.0,,-2147448000.0,,11399000.0,,,52557204000.0,,,,,,602000000.0,,,,,,3385561000.0,,,,,,136427000.0,1121551000.0,,182531000.0,,909353000.0,,1035118000.0,8160050000.0,,,,,,,6434000.0,,,879000.0,,,,,,,,,,,,356327000.0,-811801000.0,,,-35545000.0,,,,356327000.0,1115528000.0,,1157685000.0,,805379000.0,385719000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,,68267255000.0,,,27917000.0,,722700000.0,,,,2910624000.0,317680000.0,,102662000.0,313772000.0,,,,,597054000.0,414000.0,,,597054000.0,,,,,65322116000.0,,,,,30478000.0,,,,,,1352798000.0,,,,-5512436000.0,,,322596000.0,,0.0,-9795000.0,,592429000.0,-276790000.0,,-2147735000.0,,11091000.0,,,59599581000.0,,,,,,-623361000.0,,,,,,3659065000.0,,,,,,142777000.0,1362134000.0,,182532000.0,,1035118000.0,,1352798000.0,8667674000.0,,,,,,,7801000.0,,,1054000.0,,,,,,,,,,,,604855000.0,-545980000.0,,,3152656000.0,,,,604855000.0,-445209000.0,,2910624000.0,,-896605000.0,635333000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,,70162678000.0,,,27917000.0,,788065000.0,,,,4504989000.0,370543000.0,,97693000.0,332861000.0,,,,,285189000.0,407000.0,,,285189000.0,,,,,67077501000.0,,,,,33822000.0,,,,,,1723341000.0,,,,-8873576000.0,,,307777000.0,,141189000.0,-4968000.0,,280564000.0,-331232000.0,,-4280928000.0,,10791000.0,,,60855534000.0,,,,,,0.0,,,,,,4622241000.0,,,,,,135684000.0,1959994000.0,,182616000.0,,1352798000.0,,1723341000.0,9307144000.0,,,,,,,9657000.0,,,938000.0,,,,,,,,,,,,294846000.0,-646822000.0,,,4182636000.0,,,,294846000.0,146482000.0,,4504989000.0,,-38674000.0,328668000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,-336964000.0,69376190000.0,,1961471000.0,27917000.0,-316765000.0,562419000.0,,-25150429000.0,318919000.0,2244413000.0,-218773000.0,-1269420000.0,89460000.0,318919000.0,27917000.0,1996104000.0,,,729335000.0,407000.0,,-7338009000.0,729335000.0,1996104000.0,,,99465000.0,65963675000.0,,-349521000.0,,9554426000.0,37298000.0,29057000.0,1504568000.0,2316000.0,34381000.0,69376190000.0,1504568000.0,,89460000.0,,-4519769000.0,1504568000.0,,286764000.0,,586000.0,-6609000.0,17826070000.0,724710000.0,-386036000.0,65047923000.0,1238102000.0,,10491000.0,10491000.0,,59821764000.0,-108900000.0,10817711000.0,1891317000.0,,595215000.0,-295404000.0,1942970000.0,,,,909353000.0,6159203000.0,1295762000.0,,,131908000.0,,99465000.0,1891317000.0,,182619000.0,,1723341000.0,,1504568000.0,9554426000.0,,,-2884487000.0,,,4514000.0,10489000.0,,,1643000.0,1961471000.0,,0.0,,2110828000.0,,182619000.0,141775000.0,10817711000.0,,,739824000.0,-336964000.0,,,-7649268000.0,9044124000.0,,,740076000.0,-3701288000.0,,2244413000.0,,9174024000.0,769727000.0,,,59821764000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,,72719162000.0,,,27917000.0,,669065000.0,,,,1821024000.0,-598613000.0,,88346000.0,327666000.0,,,,,281065000.0,407000.0,,,281065000.0,,,,,67482718000.0,,,,,40381000.0,,,,,,905955000.0,,,,-6980855000.0,,,276509000.0,,115518000.0,631000.0,,276440000.0,-419471000.0,,-571504000.0,,10191000.0,,,63137776000.0,,,,,,-2014728000.0,,,,,,8165075000.0,,,,,,158636000.0,1887852000.0,,182685000.0,,1504568000.0,,905955000.0,9581386000.0,,,,,,,7314000.0,,,1171000.0,,,,,,,,,,,,288379000.0,-424302000.0,,,4157590000.0,,,,288239000.0,-1848133000.0,,1821024000.0,,27853000.0,328620000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,,73507984000.0,,,27917000.0,,2017030000.0,,,,4367781000.0,-577976000.0,,99366000.0,322853000.0,,,,,-218229000.0,406000.0,,,-218229000.0,,,,,69652668000.0,,,,,41540000.0,,,,,,327979000.0,,,,-16307880000.0,,,280242000.0,,640000.0,7243000.0,,-222854000.0,-368406000.0,,-3442113000.0,,9891000.0,,,63875148000.0,,,,,,61062000.0,,,,,,12804705000.0,,,,,,133181000.0,2540201000.0,,182686000.0,,905955000.0,,327979000.0,9632836000.0,,,,,,,8837000.0,,,1195000.0,,,,,,,,,,,,-209392000.0,-1027789000.0,,,-3508671000.0,,,,-210327000.0,-1503644000.0,,4367781000.0,,-8793000.0,-168787000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,,82584763000.0,,,27917000.0,,2455971000.0,,,,529058000.0,-38493000.0,,51440000.0,345153000.0,,,,,-14060000.0,407000.0,,,-14060000.0,,,,,77174793000.0,,,,,43430000.0,,,,,,289486000.0,,,,6817206000.0,,,302568000.0,,997000.0,-7801000.0,,-18575000.0,-385151000.0,,-5458861000.0,,9590000.0,,,72997377000.0,,,,,,1953666000.0,,,,,,-14229733000.0,,,,,,165277000.0,1877537000.0,,183294000.0,,327979000.0,,289486000.0,9587386000.0,,,,,,,11076000.0,,,1196000.0,,,,,,,,,,,,-3852000.0,-1468399000.0,,,509104000.0,,,,-3852000.0,4891310000.0,,529058000.0,,23264000.0,39578000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,-658391000.0,83026590000.0,,1267280000.0,42030000.0,-35783000.0,600000000.0,,-25463748000.0,345250000.0,4145247000.0,-6860000.0,-1599339000.0,115766000.0,345250000.0,42030000.0,1299769000.0,,,1218504000.0,380000.0,,-13845753000.0,1218504000.0,1299769000.0,,,124687000.0,80901901000.0,,322159000.0,,9864900000.0,46496000.0,1572280000.0,282626000.0,1600000.0,35434000.0,83026590000.0,282626000.0,,115766000.0,,-8992219000.0,282626000.0,,304013000.0,,1208983000.0,-892000.0,11394774000.0,1214236000.0,-426311000.0,80901901000.0,-4373275000.0,,9290000.0,9290000.0,,73161690000.0,-819000.0,10863110000.0,1164642000.0,,-1221942000.0,-35783000.0,1249247000.0,,,,1504568000.0,4654727000.0,1194370000.0,,,171847000.0,,124687000.0,1164642000.0,,183404000.0,,289486000.0,,282626000.0,9864900000.0,,,1760701000.0,,,4757000.0,8207000.0,,,1195000.0,1267280000.0,,0.0,,1471616000.0,,183404000.0,1326138000.0,10863110000.0,,,1225709000.0,-658391000.0,,,-835864000.0,-1559000.0,,,1225709000.0,221168000.0,,4145247000.0,,-43883000.0,1272205000.0,,,73161690000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301529600,,,98427608000.0,,,42030000.0,,937002000.0,,,,4956283000.0,74386000.0,,79087000.0,391356000.0,,,,,699895000.0,366000.0,,,699895000.0,,,,,95451439000.0,,,,,51827000.0,,,,,,357012000.0,,,,-21107825000.0,,,321604000.0,600000000.0,1142000.0,-51336000.0,,695628000.0,-408487000.0,,-17100267000.0,,8990000.0,,,85574591000.0,,,,,,15466000.0,,,,,,3992092000.0,,,,,,192188000.0,1009528000.0,,185132000.0,,282626000.0,,357012000.0,12853017000.0,,,,,,,13575000.0,,,1262000.0,,2941411000.0,,,,,,,,,,712330000.0,-461460000.0,,,-169308000.0,,,,712330000.0,12218370000.0,,4956283000.0,,-45684000.0,764157000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,,100557007000.0,,,42030000.0,,600000000.0,,,,-2579949000.0,44832000.0,,78895000.0,386160000.0,,,,,120817000.0,469000.0,,,120817000.0,,,,,97063089000.0,,,,,57229000.0,,,,,,401844000.0,,,,-1884817000.0,,,113320000.0,,454564000.0,17679000.0,,116550000.0,-502961000.0,,160147000.0,,12141000.0,,,86627645000.0,,,,,,-10218000.0,,,,,,2058737000.0,,,,,,122753000.0,2049831000.0,,185398000.0,,357012000.0,,401844000.0,13929362000.0,,,,,,,12762000.0,,,1197000.0,,0.0,,,,,,,,,,133579000.0,-884879000.0,,,466667000.0,,,,133579000.0,2461079000.0,,-2576394000.0,,79192000.0,190808000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,,113631706000.0,,,42030000.0,,557045000.0,,,,1667753000.0,3072022000.0,,74837000.0,410862000.0,,,,,-921813000.0,676000.0,,,-921813000.0,,,,,106830001000.0,,,,,65194000.0,,,,,,3473866000.0,,,,-26413314000.0,,,121417000.0,,0.0,-16530000.0,,-925985000.0,-544141000.0,,-8126573000.0,,11531000.0,,,97721684000.0,,,,,,6270000.0,,,,,,18286741000.0,,,,,,128371000.0,3073488000.0,,186787000.0,,401844000.0,,3473866000.0,15910022000.0,,,,,,,15417000.0,,,1403000.0,,2410435000.0,,,,,,,,,,-906396000.0,-2392614000.0,,,1544717000.0,,,0.0,543818000.0,9530842000.0,,1667753000.0,,-25373000.0,609012000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,-2504006000.0,109630002000.0,,344461000.0,42030000.0,-16335000.0,539913000.0,,-69122569000.0,409023000.0,-1627579000.0,-2479668000.0,-2041489000.0,7223000.0,409023000.0,42030000.0,402372000.0,5351846000.0,,445562000.0,789000.0,,-25119687000.0,445562000.0,402372000.0,,,138965000.0,106337116000.0,,1921864000.0,,15760642000.0,63094000.0,539913000.0,994198000.0,2300000.0,59051000.0,109630002000.0,994198000.0,,7223000.0,,-19716613000.0,994198000.0,,130133000.0,,-159000.0,73386000.0,44026762000.0,441414000.0,-585900000.0,106337116000.0,-52994000.0,,10807000.0,10807000.0,,93869360000.0,23199000.0,2420063000.0,3008988000.0,,711572000.0,-27853000.0,327607000.0,,,,282626000.0,19689192000.0,480326000.0,,,237344000.0,,138965000.0,3008988000.0,,186790000.0,-3555000.0,3473866000.0,,994198000.0,15760642000.0,,,23411196000.0,,,5269000.0,17297000.0,,,1407000.0,344461000.0,0.0,-3990000.0,,639716000.0,,186790000.0,455547000.0,2416508000.0,,,462859000.0,-2504006000.0,,,79788000.0,-49497000.0,,0.0,462859000.0,-799095000.0,,-1627579000.0,,-57632000.0,525953000.0,,,93869360000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333152000,,,120281540000.0,,,55417000.0,,524420000.0,,,,4994435000.0,-61437000.0,,57927000.0,418489000.0,,,,,901806000.0,591000.0,,,901806000.0,,,,,114694647000.0,,,,,67907000.0,,,,,,932761000.0,,,,-12722661000.0,,,133345000.0,,0.0,-20425000.0,,897868000.0,-556744000.0,,-7812732000.0,,10281000.0,,,104340935000.0,,,,,,-12052000.0,,,,,,4921981000.0,,,,,,129108000.0,2766430000.0,,186831000.0,,994198000.0,,932761000.0,15940605000.0,,,,,,,16462000.0,,,1849000.0,,-231000.0,,,,,,,,,,918268000.0,-2140538000.0,,,-372516000.0,,,,918268000.0,2756860000.0,,4994435000.0,,24303000.0,986175000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,,128304571000.0,,,55417000.0,,1245915000.0,,,,-1305682000.0,-8387000.0,,174819000.0,420390000.0,,,,,-91159000.0,633000.0,,,-91159000.0,,,,,122013213000.0,,,,,64548000.0,,,,,,924374000.0,,,,0.0,,,166443000.0,,845000.0,82637000.0,,-97667000.0,-540909000.0,,-4305480000.0,,9714000.0,,,112019985000.0,,,,,,0.0,,,,,,4048000.0,,-1562000.0,,,,269672000.0,3413320000.0,,477349000.0,,932761000.0,,924374000.0,16284586000.0,,0.0,,,,,11656000.0,,,1011000.0,,0.0,,,,,,,,,0.0,-79503000.0,-2774103000.0,0.0,,-2156394000.0,,,,-79503000.0,5602775000.0,,-1305682000.0,,88012000.0,-14955000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,,141576600000.0,,,55417000.0,,999749000.0,132533252000.0,,,3597992000.0,1340480000.0,,83086000.0,434026000.0,,,,,224758000.0,634000.0,,,224758000.0,,,,,135065118000.0,,,,,63004000.0,,,,,,2264854000.0,,,,0.0,,,181893000.0,,1134000.0,-5084000.0,,215391000.0,-545265000.0,,-3320142000.0,,9146000.0,,,125221908000.0,,,,,,0.0,,,,,,0.0,,-4812000.0,,,,181502000.0,4069607000.0,,186836000.0,,924374000.0,,2264854000.0,16354692000.0,,-357220000.0,,,,,13921000.0,,,997000.0,,,,,,,,,,,0.0,238679000.0,-3045951000.0,-17000.0,,2843585000.0,,,,238679000.0,1062630000.0,,3597992000.0,,-12650000.0,389011000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,-2792103000.0,133452295000.0,,1735900000.0,55417000.0,-13387000.0,825541000.0,126972775000.0,0.0,419259000.0,352762000.0,-1649065000.0,-2149872000.0,186896000.0,419259000.0,55417000.0,1771812000.0,,,700495000.0,2222000.0,,-18693029000.0,700495000.0,1771812000.0,,,197694000.0,4059708000.0,,4556635000.0,,15924444000.0,40084000.0,825541000.0,615789000.0,4080000.0,35912000.0,133452295000.0,615789000.0,,10798000.0,,59551642000.0,615789000.0,,185491000.0,,815000.0,25577000.0,14427000.0,680778000.0,-506954000.0,4059708000.0,-3254675000.0,126972775000.0,6989000.0,6989000.0,-256149000.0,117527851000.0,51172000.0,7639507000.0,3053242000.0,,-378409000.0,0.0,1696370000.0,,,,994198000.0,-44091058000.0,667172000.0,,,235559000.0,,197694000.0,3053242000.0,,922531000.0,,2264854000.0,-617476000.0,615789000.0,15924444000.0,,-260256000.0,10675113000.0,,,5584000.0,-6127000.0,,,1727000.0,1735900000.0,,0.0,,2169711000.0,,922531000.0,2794000.0,7639507000.0,,,694368000.0,-2792103000.0,,,4182862000.0,40870000.0,,,754305000.0,1252848000.0,-2879000.0,352762000.0,,-58795000.0,809464000.0,,,117527851000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364688000,,,125501856000.0,,,55417000.0,,824902000.0,113872880000.0,,,-3882254000.0,1246761000.0,,37048000.0,388665000.0,,,,,870278000.0,323000.0,,,870278000.0,,,,,5950295000.0,,,,,51912000.0,,,,,,1862550000.0,,,,-3483000.0,,,177590000.0,,761000.0,15103000.0,,852286000.0,-450146000.0,,7151109000.0,,6731000.0,,,110195487000.0,,,,,,0.0,,,,,,7465000.0,,22616000.0,,,,212797000.0,2003248000.0,,922532000.0,,615789000.0,,1862550000.0,15306369000.0,,,,,,,5807000.0,,,817000.0,,,,,,,,,,,,876085000.0,-2365990000.0,-141149000.0,,-4634069000.0,,,,876085000.0,-2022094000.0,,-3882254000.0,,27853000.0,927997000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,,102468584000.0,,,102783000.0,,857914000.0,95793791000.0,,,-3820856000.0,-1137013000.0,,164190000.0,340671000.0,,,,,1638213000.0,323000.0,,,1638213000.0,,,,,3503103000.0,,,,,65131000.0,,,,,,725537000.0,,,,-230000000.0,,,164255000.0,,670000.0,21141000.0,,1620221000.0,-426173000.0,,11879862000.0,,6474000.0,,,89205280000.0,,,,,,0.0,,,,,,20840000.0,,51340000.0,,,,246506000.0,-1289246000.0,,922534000.0,,1862550000.0,,725537000.0,13263304000.0,,-67000.0,,,,,92000.0,,,945000.0,,,,,,,,,,,-724424000.0,1638305000.0,-1124665000.0,0.0,,-4463019000.0,,,,1638305000.0,-9196019000.0,,-3820856000.0,,72233000.0,1746319000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,,93433157000.0,,,103245000.0,,858022000.0,85491304000.0,,,810868000.0,397185000.0,,44983000.0,297161000.0,,,,,192458000.0,1968000.0,,,192458000.0,,,,,7028388000.0,,,,,58744000.0,,,,,,1122722000.0,,,,-333982000.0,,,145476000.0,,735000.0,-36547000.0,,174466000.0,-414880000.0,,12634496000.0,,4572000.0,,,80487433000.0,,,,,,0.0,,,,,,29584000.0,,45255000.0,,,,207738000.0,-1454790000.0,,922532000.0,,725537000.0,,1122722000.0,12945724000.0,,-65000.0,,,,,557000.0,,,0.0,,,,,,,,,,,-465000.0,193015000.0,-1281756000.0,0.0,,338996000.0,,,,193015000.0,-13048179000.0,,810868000.0,,15882000.0,251759000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,-534306000.0,81922460000.0,,3729698000.0,94781000.0,7465000.0,858659000.0,74476749000.0,-984743000.0,273079000.0,-6000480000.0,-570286000.0,-1640748000.0,25055000.0,273079000.0,94781000.0,3737911000.0,0.0,,1028749000.0,0.0,,37548218000.0,1028749000.0,3737911000.0,,,185976000.0,5928903000.0,,-15152395000.0,,12405055000.0,56294000.0,858659000.0,552436000.0,2614000.0,8213000.0,81922460000.0,552436000.0,,25055000.0,,-420761000.0,552436000.0,,137393000.0,,689000.0,-21762000.0,122464000.0,1010757000.0,-349549000.0,5928903000.0,5882751000.0,74476749000.0,,,-141149000.0,69517405000.0,-22066000.0,-12892722000.0,-2748933000.0,,-63353000.0,0.0,3657730000.0,,,,615789000.0,64575000.0,624714000.0,21996000.0,,232081000.0,,185976000.0,-2748933000.0,,922533000.0,,1122722000.0,-200000.0,552436000.0,12405055000.0,,-68000.0,-24718849000.0,,,2547000.0,1757000.0,,,785000.0,3729698000.0,,-724889000.0,,4012875000.0,,922533000.0,2855000.0,-12892722000.0,,0.0,1030506000.0,-534306000.0,0.0,,-6394303000.0,134432000.0,,,1030506000.0,-452557000.0,141207000.0,-6000480000.0,,18464000.0,1086800000.0,,,69517405000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,,82414777000.0,,,94781000.0,,1121466000.0,77758647000.0,,,4300469000.0,371761000.0,,39081000.0,276007000.0,,,,,-203351000.0,391000.0,,,-203351000.0,,,,,4331506000.0,,,,,47378000.0,,,,,,924197000.0,,,,-28705000.0,,,124971000.0,,-3681000.0,38833000.0,,-221343000.0,-302222000.0,,-1599436000.0,,,,,69850065000.0,,,,,,0.0,,,,,,0.0,,-16035000.0,,,,209725000.0,-2088479000.0,,922534000.0,,552436000.0,,924197000.0,12564712000.0,,-72000.0,,,,,4001000.0,,,0.0,,,,,,,,,,,,-199350000.0,-1039896000.0,0.0,,3906193000.0,,,,-199350000.0,-2329272000.0,,4300469000.0,,35174000.0,-151972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,,87150945000.0,,,94781000.0,,1136049000.0,82404064000.0,,,1576845000.0,396469000.0,,35160000.0,283423000.0,,,,,-335512000.0,573000.0,,,-335512000.0,,,,,3229735000.0,,,,,52189000.0,,,,,,1320666000.0,,,,-41243000.0,,,126107000.0,,601000.0,-30588000.0,,-353504000.0,-302239000.0,,-5222032000.0,,,,,73702026000.0,,,,,,36229000.0,,,,,,0.0,,-9384000.0,,,,192942000.0,-572256000.0,,922534000.0,,924197000.0,,1320666000.0,13448919000.0,,-78000.0,,,,,-852000.0,,,998000.0,,,,,,,,,,,,-336364000.0,-1677661000.0,0.0,,1943018000.0,,,,-336364000.0,4041656000.0,,1576845000.0,,-52737000.0,-284175000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,87387986000.0,,,94781000.0,,1153728000.0,82796568000.0,,,-1078330000.0,-142045000.0,,36511000.0,287231000.0,,,,,354856000.0,745000.0,,,354856000.0,,,,,3170338000.0,,,,,51317000.0,,,,,,1178621000.0,,,,-44235000.0,,,127069000.0,,577000.0,29446000.0,,336864000.0,-302253000.0,,392194000.0,,,,,74277038000.0,,,,,,0.0,,,,,,0.0,,-1943000.0,,,,216856000.0,-967820000.0,,922535000.0,,1320666000.0,,1178621000.0,13110948000.0,,-87000.0,,,,,2385000.0,,,0.0,,,,,,,,,,,0.0,357241000.0,-1625075000.0,0.0,,-1605988000.0,,,,357241000.0,544091000.0,,-1078330000.0,,32947000.0,408558000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
