date,annualGrossPPE,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualDilutedEPS,annualNetIncomeCommonStockholders,annualBasicAverageShares,annualInterestExpense,quarterlyOtherIntangibleAssets,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,quarterlyChangeInInventory,annualBeginningCashPosition,trailingOtherIncomeExpense,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,annualCapitalExpenditure,quarterlyCurrentDeferredRevenue,trailingGrossProfit,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBasicEPS,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyDilutedAverageShares,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,annualOtherIncomeExpense,trailingRepaymentOfDebt,quarterlyTotalRevenue,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOperatingIncome,annualNetOtherFinancingCharges,annualInventory,trailingTaxProvision,quarterlyEbitda,trailingNetOtherFinancingCharges,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualPurchaseOfBusiness,annualCapitalStock,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,quarterlyBasicEPS,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,trailingFreeCashFlow,trailingCashDividendsPaid,annualTotalLiabilitiesNetMinorityInterest,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingNetIncome,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyNetPPE,annualChangeInWorkingCapital,annualDilutedAverageShares,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingOperatingExpense,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyResearchAndDevelopment,annualNetOtherInvestingChanges,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,quarterlyOtherShortTermInvestments,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualRetainedEarnings,trailingPretaxIncome,annualNetIncome,annualPretaxIncome,quarterlyTotalAssets,annualCommonStockIssuance,annualFreeCashFlow,annualAccountsReceivable,quarterlyTotalNonCurrentAssets,annualPurchaseOfInvestment,annualCashDividendsPaid,quarterlyFreeCashFlow,quarterlyLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualInvestingCashFlow,quarterlyDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalAssets,annualEndCashPosition,trailingTotalRevenue,annualLongTermDebt,annualStockholdersEquity,annualOtherNonCashItems,annualOtherCurrentAssets,annualOperatingIncome,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInAccountPayable,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyDilutedEPS,quarterlyOtherIncomeExpense,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,annualCurrentAccruedExpenses,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingBasicAverageShares,annualGoodwill,annualNonCurrentDeferredRevenue,trailingOperatingCashFlow,trailingPurchaseOfBusiness,annualStockBasedCompensation,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyCommonStockIssuance,trailingDilutedEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,trailingRepurchaseOfCapitalStock,trailingDepreciationAndAmortization,trailingChangeInInventory,quarterlyGoodwill,trailingBasicEPS
2013-12-31,2534901000.0,,,4043000.0,3555222000.0,-124814000.0,,12463000.0,-0.4,-101675000.0,254186867.0,10970000.0,,-260231000.0,223027000.0,40736000.0,,186712000.0,,,61898000.0,-498566000.0,,,61898000.0,-0.4,4008500000.0,94215000.0,254186867.0,12944000.0,1857000.0,303951000.0,751893000.0,-116087000.0,,-281215000.0,163036000.0,103984000.0,-122089000.0,,299153000.0,,-74154000.0,-147447000.0,-106807000.0,,20411000.0,-13533000.0,175719000.0,,-264539000.0,,,-1019441000.0,129766000.0,,1016779000.0,1285441000.0,-6988000.0,751893000.0,196830000.0,,-1.13,386214000.0,,,,551875000.0,0.0,2534901000.0,-1019441000.0,-42086000.0,268662000.0,66921000.0,,,727846000.0,,7815000.0,,,-1649000.0,,,12463000.0,,1515460000.0,,254186867.0,,-265999000.0,,14493000.0,2421238000.0,,24537000.0,,238006000.0,0.0,254186867.0,260434000.0,2421238000.0,,-101675000.0,12460000.0,4560375000.0,,-79220000.0,260434000.0,4008500000.0,0.0,-78836000.0,49383000.0,,,303951000.0,,25188000.0,223027000.0,-428073000.0,,-280492000.0,-288419000.0,86614000.0,341632000.0,4560375000.0,61898000.0,,,3555222000.0,,1857000.0,138896000.0,,0.0,,386214000.0,61898000.0,1460000.0,,,,,727846000.0,52944000.0,-288419000.0,30498000.0,2358410000.0,61898000.0,-132109000.0,,175719000.0,61147000.0,0.0,2358410000.0,-1.13,-289220000.0,,341632000.0,1515460000.0,163036000.0,-2567000.0,419346000.0,30498000.0,61898000.0,0.0,,551875000.0,23430000.0,-462000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,9032000.0,3529938000.0,,,,,,,,,,,41844000.0,,,,,78720000.0,,,,78720000.0,,,,254186867.0,,3731000.0,251937000.0,751893000.0,,,-4540000.0,163061000.0,61898000.0,,,281993000.0,,,-85255000.0,68159000.0,,11946000.0,,,,341000.0,,,,,,,,,,25889000.0,2394000.0,-0.06,363754000.0,,,,555423000.0,,,,16822000.0,,,,,,,17704000.0,,,-1003000.0,,,31141000.0,,1546315000.0,,,,-3050000.0,,7322000.0,2395929000.0,,,,228203000.0,0.0,254186867.0,251457000.0,,,,,4585615000.0,,,,4030192000.0,,,-59366000.0,,,,,32926000.0,280967000.0,,,-10372000.0,-16112000.0,,409387000.0,,,,,,,,,,,,,,3391000.0,,,,,773141000.0,,-16112000.0,42863000.0,,78720000.0,-77226000.0,4113000.0,149424000.0,53790000.0,-1960000.0,2344449000.0,-0.06,-13411000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,1269000.0,3559729000.0,,,,,,,,,,,34228000.0,,,,,138052000.0,,,,138052000.0,,,,254186867.0,80000.0,5957000.0,253285000.0,751893000.0,,,-29053000.0,163061000.0,78720000.0,,,305109000.0,,,-60316000.0,77011000.0,,42467000.0,,,,46267000.0,,,-1133141000.0,,,,,,,41760000.0,2186000.0,0.09,377269000.0,,,,639898000.0,0.0,2668767000.0,,59332000.0,,,,,,,21981000.0,,,-472000.0,,,47651000.0,,1535626000.0,,,,43068000.0,,10494000.0,2425720000.0,,,,228414000.0,0.0,254186867.0,272746000.0,,,,,4682572000.0,,,,4042674000.0,,,-18556000.0,,,,,27675000.0,336602000.0,,,32574000.0,23088000.0,,456915000.0,,,,,,,,,,0.0,2321000.0,,,3199000.0,,,,,834184000.0,,23088000.0,42355000.0,,138052000.0,-59439000.0,4605000.0,151833000.0,76695000.0,-2240000.0,2363055000.0,0.09,1958000.0,,,,,-2797000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,5095000.0,3639403000.0,,,,,,,,,,,44971000.0,,,,,120027000.0,,,,120027000.0,,,,254186867.0,0.0,3775000.0,252472000.0,751893000.0,,,-6179000.0,164702000.0,138052000.0,,,317620000.0,,,-107948000.0,33083000.0,,22345000.0,,,,105968000.0,,,,,,,,,,131386000.0,2849000.0,0.31,426396000.0,,,,618374000.0,,,,-18025000.0,,,,,,,0.0,,,,,,63625000.0,,1726712000.0,,,,104875000.0,,24276000.0,2503753000.0,,,,250304000.0,0.0,254186867.0,280225000.0,,,,,4837318000.0,,,,4218944000.0,,,23438000.0,,,,,28284000.0,347678000.0,,,80599000.0,78336000.0,,481501000.0,,,,,,,,,,-80373000.0,40504000.0,,,1093000.0,,,,,907897000.0,,78336000.0,46400000.0,,120027000.0,-182494000.0,22363000.0,152160000.0,67316000.0,-2040000.0,2344401000.0,0.31,23134000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,2743279000.0,,,900000.0,3464105000.0,27236000.0,,107912000.0,-0.3,-76065000.0,254186867.0,11318000.0,4592000.0,-42205000.0,336381000.0,34148000.0,,51276000.0,,,78512000.0,-283222000.0,,,78512000.0,-0.3,4068803000.0,117707000.0,254186867.0,0.0,22371000.0,254000000.0,751893000.0,48510000.0,,-121258000.0,164734000.0,109405000.0,-23200000.0,,265580000.0,,-30526000.0,-29703000.0,-129743000.0,,-18332000.0,-8880000.0,150284000.0,,-131428000.0,,40000000.0,-1027827000.0,154047000.0,,949529000.0,1165172000.0,-2912000.0,751893000.0,130645000.0,3556000.0,-0.63,473363000.0,,,,603471000.0,,2743279000.0,-1027827000.0,-30893000.0,215643000.0,39685000.0,,,910149000.0,,0.0,,21594000.0,-2092000.0,,,107912000.0,,1715452000.0,,254186867.0,,-135683000.0,,23928000.0,2328423000.0,,15553000.0,,249764000.0,0.0,254186867.0,281604000.0,2328423000.0,,-76065000.0,35486000.0,4672274000.0,,46458000.0,281604000.0,4068803000.0,-80373000.0,-8642000.0,100942000.0,,,254000000.0,,28316000.0,336381000.0,-350954000.0,,-159611000.0,-161377000.0,66012000.0,436786000.0,4672274000.0,78512000.0,,,3464105000.0,,22371000.0,61596000.0,,0.0,40000000.0,473363000.0,78512000.0,4255000.0,,,,3556000.0,910149000.0,0.0,-161377000.0,43444000.0,2224381000.0,78512000.0,-31795000.0,21594000.0,150284000.0,15816000.0,-2640000.0,2224381000.0,-0.63,-117220000.0,,436786000.0,1715452000.0,164734000.0,-5845000.0,329680000.0,43444000.0,78512000.0,0.0,4592000.0,603471000.0,46804000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,0.0,3481259000.0,,,,,,,,4538000.0,,,35873000.0,27801000.0,,,,134940000.0,,,,134940000.0,,,,254186867.0,0.0,20661000.0,225204000.0,751893000.0,,,-45018000.0,164569000.0,78512000.0,,,252022000.0,,,-36984000.0,49795000.0,,-5942000.0,,,,28658000.0,,,,,,,,,,43617000.0,5917000.0,0.07,492632000.0,,,-36297000.0,631625000.0,,,,56428000.0,,,,,,10417000.0,38417000.0,,,0.0,,,106945000.0,,1729685000.0,,,,22779000.0,,10427000.0,2345742000.0,,,,222091000.0,0.0,254186867.0,262703000.0,,,,,4740245000.0,,,,4108620000.0,,,6633000.0,,,,,25706000.0,334013000.0,,54619000.0,12352000.0,17319000.0,,478818000.0,,,,,,,,,,0.0,88081000.0,,,5879000.0,,,,,971450000.0,,17319000.0,34864000.0,,134940000.0,-36984000.0,20942000.0,145579000.0,29931000.0,-3268000.0,2258603000.0,0.07,33956000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,,0.0,3460356000.0,,,,,,,,4253000.0,,,33211000.0,-3335000.0,,,,125276000.0,,,,125276000.0,,,,254186867.0,0.0,20412000.0,231003000.0,751893000.0,,,-4068000.0,162412000.0,134940000.0,,,256298000.0,,,-42628000.0,-6708000.0,,-30179000.0,,,,-22366000.0,,,,,,,,,,39672000.0,2914000.0,-0.07,470660000.0,,,-25129000.0,605520000.0,,,,-9664000.0,,,,,,-1553000.0,17439000.0,,,0.0,,,80486000.0,,1713497000.0,,,,-30639000.0,,-61000.0,2326996000.0,,,,253266000.0,0.0,254186867.0,245530000.0,,,,,4690310000.0,,,,4084790000.0,,,-2956000.0,,,,,22749000.0,361103000.0,,63189000.0,-30578000.0,-18746000.0,,487016000.0,,,,,,,,,,0.0,85807000.0,,,8273000.0,,,,,957676000.0,,-18746000.0,14615000.0,,125276000.0,-42628000.0,16570000.0,146621000.0,3032000.0,-2640000.0,2269603000.0,-0.07,6843000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,-28009000.0,3437758000.0,,,,,,,,36767000.0,,,37616000.0,-12810000.0,,,,115448000.0,,,,115448000.0,,,,254186867.0,0.0,17849000.0,224198000.0,751893000.0,,,-70784000.0,163043000.0,125276000.0,,,208836000.0,,,-84326000.0,77006000.0,,-54219000.0,,,,-44428000.0,,,,,,,,,,18151000.0,2609000.0,-0.09,524823000.0,,,-31563000.0,532997000.0,,,,-17178000.0,,,,,,7447000.0,4438000.0,,,0.0,,,58010000.0,,1712626000.0,,,,-51379000.0,,-14297000.0,2303767000.0,,,,225439000.0,0.0,254186867.0,218921000.0,,,,,4717000000.0,,,,4184003000.0,,,-66175000.0,,,,,25139000.0,353234000.0,,61377000.0,-37082000.0,-23229000.0,,500840000.0,,,,,,,,,,0.0,187178000.0,,,6951000.0,,,,,1025663000.0,,-23229000.0,34833000.0,,108098000.0,-112335000.0,11260000.0,123004000.0,-16603000.0,-2140000.0,2280926000.0,-0.09,8964000.0,,,,,-70000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,3021340000.0,,,107858000.0,3161066000.0,7000.0,,66342000.0,-1.25,-317210000.0,254186867.0,27622000.0,,-119891000.0,337310000.0,29464000.0,-58592000.0,78512000.0,,,78519000.0,-205805000.0,,,78519000.0,-1.25,4077585000.0,106013000.0,254186867.0,0.0,15592000.0,247114000.0,751893000.0,214420000.0,,-104503000.0,165223000.0,48940000.0,-198313000.0,,234708000.0,,-366022000.0,-41867000.0,-92408000.0,70248000.0,-45757000.0,-10488000.0,101473000.0,,-285498000.0,,285302000.0,-1273716000.0,136414000.0,,951797000.0,951864000.0,0.0,751893000.0,-27738000.0,2444000.0,-1.15,651031000.0,,,24708000.0,469596000.0,,3021340000.0,-1273716000.0,29579000.0,67000.0,82233000.0,,,1157945000.0,-14529000.0,-21939000.0,,12662000.0,0.0,,,66342000.0,,1747624000.0,27881000.0,254186867.0,,-292017000.0,,18697000.0,2024895000.0,,-135867000.0,,251001000.0,0.0,254186867.0,219862000.0,2024895000.0,,-317210000.0,-351256000.0,4547181000.0,,-78546000.0,219862000.0,4077585000.0,,0.0,-27738000.0,,,247114000.0,,32419000.0,337310000.0,-341672000.0,63280000.0,-310714000.0,-292554000.0,14766000.0,506914000.0,4547181000.0,78519000.0,,,3161066000.0,-117697000.0,15592000.0,-136347000.0,242465000.0,,285302000.0,651031000.0,78519000.0,6519000.0,,,,2444000.0,1157945000.0,0.0,-292554000.0,41882000.0,2043983000.0,78519000.0,149725000.0,12662000.0,101473000.0,-16293000.0,2440000.0,2043983000.0,-1.15,-248326000.0,,506914000.0,1747624000.0,165223000.0,-70000.0,127259000.0,41882000.0,78519000.0,0.0,,469596000.0,-323634000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,0.0,3206731000.0,,,,,,,,,,,23826000.0,9799000.0,,,,180868000.0,,,,180868000.0,,,,254186867.0,,14439000.0,220946000.0,751893000.0,,,-168584000.0,159326000.0,76588000.0,,,227333000.0,,,-51918000.0,-14088000.0,,13918000.0,,,,50156000.0,,,,,,,,,,163903000.0,1887000.0,0.2,625153000.0,,,-47372000.0,570225000.0,,,,97897000.0,,,,,,-15262000.0,39301000.0,,,,,,44335000.0,,1752816000.0,,,,42176000.0,,-6789000.0,2076457000.0,,,,189589000.0,0.0,254186867.0,220709000.0,,,,,4562559000.0,,,,3992334000.0,,,111985000.0,,,,,26184000.0,334552000.0,,50899000.0,48965000.0,51562000.0,,505094000.0,,,,,,,,,,,0.0,,,7980000.0,,,,,1130247000.0,,51562000.0,38939000.0,,174485000.0,-51918000.0,9572000.0,103492000.0,37744000.0,-6690000.0,1938341000.0,0.2,33891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,0.0,3268705000.0,,,,,,,,,,,25550000.0,-7978000.0,,,,181452000.0,,,,181452000.0,,,,253715190.0,,22197000.0,234385000.0,751893000.0,,,-260299000.0,161559000.0,174485000.0,,,285300000.0,,,-67378000.0,30623000.0,,59457000.0,,,,82293000.0,,,,,,,,,,41507000.0,1850000.0,0.22,397721000.0,,,7945000.0,620037000.0,,,,4979000.0,,,,,,-16524000.0,19762000.0,,,,,,42996000.0,,1782188000.0,,,,74599000.0,,14197000.0,2136198000.0,,,,200293000.0,0.0,253715190.0,262162000.0,,,,,4655383000.0,,,,4035346000.0,,,-25871000.0,,,,,25100000.0,589387000.0,,41781000.0,60402000.0,55461000.0,,763500000.0,,,,,,,,,,,0.0,,,7694000.0,,,,,1161221000.0,,55461000.0,32306000.0,,179464000.0,-67151000.0,7911000.0,120119000.0,85007000.0,1266000.0,1956380000.0,0.22,20871000.0,,,,,-9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,0.0,3236046000.0,,,,,,,,,,,26524000.0,-8598000.0,,,,117243000.0,,,,117243000.0,,,,253715190.0,,4421000.0,240000000.0,751288000.0,,,-12057000.0,162700000.0,179464000.0,,,269029000.0,,,-114944000.0,-20881000.0,,35075000.0,,,,20410000.0,,,,,,,,,,69593000.0,4516000.0,-0.1,411953000.0,,,-38699000.0,571293000.0,-1210000.0,,,-66232000.0,,,,,,-4409000.0,51925000.0,,,,,,52085000.0,,1854681000.0,,,,9499000.0,,31129000.0,2103608000.0,,,,207430000.0,,253715190.0,286035000.0,,,,,4634600000.0,,,,4063307000.0,,,-45351000.0,,,,,22410000.0,582236000.0,,45361000.0,-21630000.0,-24651000.0,,754460000.0,,,,,,,,,,,0.0,,,10911000.0,,,,,1166413000.0,,-24651000.0,23469000.0,,113232000.0,-114944000.0,10206000.0,139127000.0,61599000.0,-7824000.0,1941603000.0,-0.1,-16414000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,3501216000.0,,,-5222000.0,2821091000.0,2025000.0,,45497000.0,-1.27,-323492000.0,254186867.0,31580000.0,,-476433000.0,571575000.0,33536000.0,13214000.0,78519000.0,,,80544000.0,-359654000.0,,,80544000.0,-1.27,3764487000.0,103425000.0,254186867.0,,0.0,273440000.0,751288000.0,-24500000.0,,-35493000.0,161230000.0,113232000.0,-362683000.0,,287129000.0,,-308741000.0,-125641000.0,-18223000.0,6437000.0,24787000.0,-14946000.0,120947000.0,,-375604000.0,,0.0,-1541191000.0,111622000.0,,824973000.0,1068791000.0,0.0,751288000.0,116398000.0,8686000.0,-1.6,445125000.0,,,29200000.0,501928000.0,0.0,3501216000.0,-1541191000.0,-32688000.0,243818000.0,131721000.0,,,1219202000.0,53855000.0,20733000.0,,12330000.0,,,,45497000.0,,1960025000.0,17660000.0,254186867.0,,-380599000.0,,15879000.0,1690123000.0,,-5222000.0,,228806000.0,,254186867.0,269089000.0,1690123000.0,,-323492000.0,-255237000.0,4266415000.0,,31747000.0,269089000.0,3764487000.0,,-7621000.0,-9243000.0,,,273440000.0,,29731000.0,571575000.0,-364876000.0,54606000.0,-396478000.0,-405864000.0,53504000.0,774077000.0,4266415000.0,80544000.0,,,2821091000.0,-186736000.0,0.0,132196000.0,192647000.0,,0.0,445125000.0,80544000.0,4995000.0,,,,8686000.0,1219202000.0,,-405864000.0,31746000.0,1536607000.0,80544000.0,-130863000.0,12330000.0,120947000.0,58323000.0,233000.0,1536607000.0,-1.6,-401160000.0,,774077000.0,1960025000.0,161230000.0,-7612000.0,391401000.0,31746000.0,80544000.0,,,501928000.0,-223657000.0,-1210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,,17680000.0,2879260000.0,,,,,,,,,,,31010000.0,946000.0,,,,170584000.0,,,,170584000.0,,,,253986867.0,,4147000.0,279608000.0,751288000.0,,,-33613000.0,163182000.0,80544000.0,,,278262000.0,,,-75041000.0,128027000.0,,35604000.0,,,,72280000.0,,,,,,,,,,19374000.0,10003000.0,0.28,583400000.0,,,-9084000.0,623691000.0,,,,90040000.0,,,,,,-35652000.0,-1781000.0,,,,,,41700000.0,,2002697000.0,,,,65068000.0,,-3459000.0,1746340000.0,,,,211648000.0,,253986867.0,296323000.0,,,,,4460945000.0,,,,3837254000.0,,,-55667000.0,,,,,26768000.0,567563000.0,,44309000.0,68527000.0,70696000.0,,768467000.0,,,,,,,,,,,0.0,,,7212000.0,,,,,1351867000.0,,70696000.0,27862000.0,,170584000.0,-57361000.0,11749000.0,126658000.0,66614000.0,-1691000.0,1578591000.0,0.28,35385000.0,,,,,-1669000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,107120000.0,2872908000.0,,,,,,,,,,,34904000.0,-25020000.0,,,,150650000.0,,,,150650000.0,,,,253986867.0,,1061000.0,235511000.0,751288000.0,,,-147123000.0,162990000.0,185063000.0,,,256730000.0,,,-72429000.0,-84179000.0,,19755000.0,,,,19094000.0,,,,,,,,,,15075000.0,1337000.0,-0.02,479445000.0,,,-53710000.0,593429000.0,,,,-34413000.0,,,,,,-35807000.0,62153000.0,,,,,,42913000.0,,2014567000.0,,,,10837000.0,,12492000.0,1740180000.0,,,,202071000.0,,253986867.0,260134000.0,,,,,4319724000.0,,,,3726295000.0,,,-57354000.0,,,,,24113000.0,557370000.0,,36826000.0,-1655000.0,-6160000.0,,738788000.0,,,,,,,,,,,0.0,,,8257000.0,,,,,1218233000.0,,-6160000.0,29173000.0,,150650000.0,34691000.0,13375000.0,151695000.0,54659000.0,-2577000.0,1571872000.0,-0.02,-1843000.0,,,,,-14479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,,0.0,2855788000.0,,,,,,,,,,,35535000.0,12951000.0,,,,185487000.0,,,,185487000.0,,,,253986867.0,,2267000.0,239698000.0,751288000.0,,,-7010000.0,157893000.0,150650000.0,,,368756000.0,,,-47667000.0,-6695000.0,,57389000.0,,,,24787000.0,,,,,,,,,,89199000.0,1580000.0,-0.05,536216000.0,,,-21192000.0,650300000.0,0.0,,,34837000.0,,,,,,-18392000.0,38229000.0,,,,,,92610000.0,,1994090000.0,,,,14418000.0,,18041000.0,1728157000.0,,,,275832000.0,,253986867.0,285362000.0,,,,,4305708000.0,,,,3655408000.0,,,41532000.0,,,,,26133000.0,501815000.0,,58464000.0,-3623000.0,-12023000.0,,682323000.0,,,,,,,,,,,0.0,,,10369000.0,,,,,1218539000.0,,-12023000.0,25309000.0,,185487000.0,-47667000.0,14884000.0,140557000.0,92924000.0,315000.0,1537271000.0,-0.05,-34780000.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,3596342000.0,,,-5405000.0,2848037000.0,134007000.0,,112696000.0,0.24,60823000.0,253986867.0,34623000.0,,-332599000.0,566662000.0,39484000.0,10572000.0,80544000.0,,,214551000.0,-257545000.0,,,214551000.0,0.24,3630951000.0,107685000.0,253986867.0,,7424000.0,233355000.0,751288000.0,59575000.0,,-144853000.0,149452000.0,185487000.0,-19058000.0,,370630000.0,,74533000.0,-62408000.0,22422000.0,-551000.0,40443000.0,-6942000.0,132287000.0,,11007000.0,,96215000.0,-1646787000.0,153415000.0,,980254000.0,1274378000.0,,751288000.0,74455000.0,2081000.0,0.03,521194000.0,,,10533000.0,701862000.0,0.0,3596342000.0,-1646787000.0,29064000.0,294124000.0,96723000.0,,,1269186000.0,-15797000.0,-1878000.0,,15790000.0,,,,112696000.0,,1949555000.0,-105648000.0,253986867.0,,2222000.0,,-9062000.0,1728847000.0,,119395000.0,,290703000.0,,253986867.0,306884000.0,1728847000.0,,60823000.0,92545000.0,4332813000.0,,-44963000.0,306884000.0,3630951000.0,,-22099000.0,12047000.0,,,233355000.0,,30671000.0,566662000.0,-138150000.0,74123000.0,11284000.0,8310000.0,18012000.0,747992000.0,4332813000.0,214551000.0,,,2848037000.0,-30449000.0,7424000.0,140709000.0,213722000.0,,96215000.0,521194000.0,214551000.0,8785000.0,,,,2081000.0,1269186000.0,,8310000.0,25999000.0,1536887000.0,214551000.0,-67813000.0,15790000.0,132287000.0,79927000.0,-1320000.0,1536887000.0,0.03,-30302000.0,,747992000.0,1949555000.0,149452000.0,-7620000.0,212582000.0,25999000.0,214551000.0,,,701862000.0,127168000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,,-662000.0,2879731000.0,,,,,,,,,,,42076000.0,,,,,258227000.0,,,,258227000.0,,,,253986867.0,,,203759000.0,751288000.0,,,-91211000.0,160282000.0,214551000.0,,,316938000.0,,,-21142000.0,-12403000.0,,41294000.0,,,,57892000.0,,,,,,,,,,-7331000.0,1739000.0,0.11,375997000.0,,,,757589000.0,,,,43676000.0,,,,,,,,,,,,,48306000.0,,1920348000.0,,,,49208000.0,,17451000.0,1749711000.0,,,,233568000.0,,253986867.0,325277000.0,,,,,4313564000.0,,,,3555975000.0,,,56741000.0,50000000.0,,,,31042000.0,595367000.0,,,31757000.0,28418000.0,,833837000.0,,,,,,,,,,,,,,8684000.0,,,,,1209834000.0,,28418000.0,25037000.0,,258227000.0,-21804000.0,16966000.0,146790000.0,83370000.0,-1192000.0,1512227000.0,0.11,15468000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
