,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInWorkingCapital,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualFreeCashFlow,annualIncomeTaxPayable,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedAverageShares,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangeInInventory,annualInterestExpense,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,trailingGrossProfit,annualRepaymentOfDebt,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,annualDilutedEPS,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalStock,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyGrossPPE,trailingOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyDilutedAverageShares,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingPurchaseOfBusiness,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingBasicAverageShares,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
1388448000,,2897442000.0,26110185000.0,,488217000.0,2897442000.0,-20246000.0,57092000.0,428266000.0,141590000.0,32140000.0,-219546000.0,13447230000.0,488217000.0,1959323000.0,1605175000.0,,-156606000.0,87765000.0,,-0.08,23390746000.0,26110185000.0,748324000.0,14813000.0,,207474000.0,-560137000.0,40877000.0,-38335000.0,241192000.0,,15022000.0,0.0,,317378000.0,13447230000.0,849225000.0,1193213000.0,16019234000.0,1803669000.0,489661000.0,4231179000.0,,-188785000.0,-61781000.0,1803669000.0,107907000.0,31263000.0,,490185000.0,-45100000.0,1959323000.0,,2215328000.0,1803669000.0,208461000.0,2430414000.0,489661000.0,229684000.0,1374836000.0,,591802000.0,-10826000.0,,,-38335000.0,,1374836000.0,-73524000.0,,1803669000.0,,,252592000.0,4511861000.0,551395000.0,18234562000.0,14055212000.0,12503000.0,1310448000.0,551395000.0,16019234000.0,116623000.0,,1794337000.0,2719439000.0,,-75172000.0,-21826000.0,,-156606000.0,0.0,,260160000.0,20220265000.0,141590000.0,1543509000.0,,-9574000.0,857347000.0,-0.08,4511861000.0,1278450000.0,12503000.0,908038000.0,-248101000.0,48198000.0,4904000.0,,-3405262000.0,23390746000.0,,-562124000.0,1803669000.0,4231179000.0,1803669000.0,,1375403000.0,,0.0,,241192000.0,0.0,,-0.32,5117000.0,107907000.0,14055212000.0,-349446000.0,-489708000.0,,-336000.0,,,461929000.0,8398000.0,-6165053000.0,-182551000.0,4904000.0,-28953000.0,,56502000.0,,229684000.0,6258716000.0,9809663000.0,32332000.0,,-5100000.0,-6165053000.0,2719439000.0,57092000.0,,2357734000.0,20220265000.0,,18234562000.0,,-0.32,,214691000.0,58917000.0,490185000.0,3550947000.0,5743000.0,402174000.0,,,23206000.0,316236000.0,0.0,,2513213000.0,14813000.0,,2215328000.0,,2430414000.0,-59842000.0,45994000.0,,,-168659000.0,,1615000.0,,,,,,,,,,,
1396224000,,,,,492535000.0,2896542000.0,,,-688933000.0,132249000.0,98044000.0,,12930728000.0,,1871850000.0,1650095000.0,,,,,0.21,23380079000.0,25350709000.0,,,,207655000.0,,191608000.0,108160000.0,,,,,,319246000.0,,,,15368299000.0,,,,,-214069000.0,3061000.0,1114736000.0,101553000.0,,,490542000.0,-54064000.0,,,,,209387000.0,2305322000.0,,,1416664000.0,,585888000.0,-248788000.0,,,108160000.0,,,-87934000.0,,,,,,,581302000.0,17527863000.0,,,,,,,,,,,-14186000.0,1226000.0,,,,,,,,,,6349000.0,,0.22,4451496000.0,,12236000.0,980303000.0,,63063000.0,4906000.0,,,,,,1114736000.0,4343289000.0,1114736000.0,,1803669000.0,,-508900000.0,,220523000.0,0.0,,,-3519000.0,,14034075000.0,,,,,,,605131000.0,8195000.0,,-192751000.0,,,,,,,,,,,-32175000.0,,1970630000.0,165252000.0,,,,,,,,,290795000.0,,513144000.0,,14629000.0,-764688000.0,,,,394415000.0,0.0,,2630398000.0,20549000.0,,2159564000.0,,,,188089000.0,,,-132716000.0,,-7637000.0,,,,,,,,,,,
1404086400,,,,,473922000.0,2898861000.0,,,250401000.0,106941000.0,335332000.0,,12606520000.0,,1955308000.0,1618992000.0,,,,,0.21,23405988000.0,25572303000.0,,,,203070000.0,,173704000.0,105544000.0,,,,,,327484000.0,,,,15070459000.0,,,,,-188091000.0,-42189000.0,1365137000.0,102524000.0,,,490786000.0,-39073000.0,,317194000.0,,,203936000.0,2356998000.0,,,1420924000.0,,594752000.0,-67832000.0,,,105544000.0,,,9420000.0,,,,,,,576045000.0,17630775000.0,,,,,,,,,,,4222000.0,1309000.0,,,,,,,,,,-958000.0,,0.22,4396436000.0,,15235000.0,962041000.0,,48175000.0,4907000.0,,,,,,1365137000.0,4457303000.0,1365137000.0,,1114736000.0,,-1728125000.0,,253475000.0,0.0,,,-52540000.0,,14113722000.0,,,,,,,528170000.0,8405000.0,,-177497000.0,,,,,,,,,,,-21575000.0,,2166315000.0,270796000.0,,,,,,,,,512829000.0,,513371000.0,,9244000.0,-74832000.0,,,,367289000.0,0.0,,2581033000.0,32817000.0,,2560316000.0,,,,121164000.0,,,53823000.0,,4585000.0,,,,,,,,,,,
1412035200,,,,,433853000.0,2893467000.0,,,-50363000.0,117710000.0,-28021000.0,,11723655000.0,,1889871000.0,1593058000.0,,,,,-0.04,23457429000.0,25448486000.0,,,,202386000.0,,50382000.0,-20270000.0,,,,,,347487000.0,,,,14180536000.0,,,,,-188893000.0,-6855000.0,1313427000.0,99274000.0,,,490914000.0,-29996000.0,,1191542000.0,,,202835000.0,2339171000.0,,,1555353000.0,,621669000.0,-72559000.0,,,-20270000.0,,,-91206000.0,,,,,,,423138000.0,17549850000.0,,,,,,,,,,,31642000.0,5614000.0,,,,,,,,,,3117000.0,,-0.04,4331768000.0,,8388000.0,891949000.0,,99062000.0,4909000.0,,,,,,1313427000.0,4420856000.0,1313427000.0,,1365137000.0,,-1723750000.0,,266696000.0,0.0,,,10208000.0,,14253703000.0,,,,,,,465811000.0,9951000.0,,-247211000.0,,,,,,,,,,,-16696000.0,,1991057000.0,234354000.0,,,,,,,,,219190000.0,,490914000.0,,19893000.0,-79559000.0,,,,270280000.0,0.0,,2485007000.0,2390000.0,,3369314000.0,,,,60590000.0,,,-90122000.0,,9431000.0,,,,,,,,,,,
1419984000,,2897110000.0,26702511000.0,,473345000.0,2897110000.0,10981000.0,-107909000.0,402603000.0,130570000.0,-231726000.0,-693133000.0,12913882000.0,473345000.0,1765772000.0,1506553000.0,,-149873000.0,410886000.0,,-0.7,23675351000.0,26702511000.0,173629000.0,0.0,,202654000.0,-1524150000.0,-287472000.0,-342263000.0,164252000.0,,38474000.0,570000000.0,,324532000.0,12913882000.0,815765000.0,1300704000.0,15666312000.0,1713715000.0,490875000.0,4090917000.0,,-933097000.0,-27180000.0,1713715000.0,104011000.0,283708000.0,,491308000.0,-570000000.0,1765772000.0,1245320000.0,3407925000.0,2283715000.0,200903000.0,2621860000.0,490875000.0,225624000.0,1559034000.0,,610273000.0,-16594000.0,,,-342263000.0,,1559034000.0,-119235000.0,,2283715000.0,570000000.0,,210300000.0,4364856000.0,412809000.0,19074237000.0,14441542000.0,12991000.0,1130670000.0,412809000.0,15666312000.0,-288955000.0,,2043712000.0,3027160000.0,,-54113000.0,2832000.0,,-149873000.0,0.0,,-86292000.0,20966781000.0,130570000.0,1803669000.0,,-5341000.0,817061000.0,-0.7,4364856000.0,1318749000.0,12991000.0,878993000.0,-72757000.0,0.0,4913000.0,,-5680150000.0,23675351000.0,,-957041000.0,2283715000.0,4090917000.0,2283715000.0,,1313427000.0,,-1719375000.0,,164252000.0,570000000.0,,-0.31,328109000.0,104011000.0,14441542000.0,-405773000.0,308077000.0,,3167000.0,,,444194000.0,10713000.0,-6525239000.0,-339582000.0,4913000.0,-103040000.0,,127178000.0,,225624000.0,6368698000.0,10081984000.0,37264000.0,1245320000.0,-32594000.0,-6525239000.0,3027160000.0,-107909000.0,,2412582000.0,20966781000.0,,19074237000.0,,-0.31,,107856000.0,331833000.0,491308000.0,3713286000.0,-5292000.0,1227156000.0,570000000.0,,-347987000.0,268720000.0,0.0,,2385546000.0,0.0,,3407925000.0,,2621860000.0,-32435000.0,40637000.0,,,-178972000.0,,325454000.0,,,,,,,,,,,
1427760000,,,,,461751000.0,2898127000.0,,,482372000.0,150691000.0,-116681000.0,,14551810000.0,,1512164000.0,1452120000.0,,,,,0.33,23841840000.0,26798447000.0,,,,206412000.0,,212646000.0,169850000.0,,,,,,328173000.0,,,,17249651000.0,,,,,116797000.0,93291000.0,2195535000.0,103286000.0,,,491422000.0,0.0,,0.0,,,216262000.0,2547150000.0,,,1661444000.0,,600812000.0,-202776000.0,,,169850000.0,,,-77428000.0,,,,,,,411112000.0,19145412000.0,,,,,,,,,,,-6350000.0,-2070000.0,,,,,,,,,,731000.0,,0.35,4309206000.0,,13580000.0,880124000.0,,570000000.0,4913000.0,,,,,,2195535000.0,4273118000.0,2195535000.0,,1713715000.0,,0.0,,187325000.0,0.0,,,-56305000.0,,14561951000.0,,,,,,,579015000.0,10676000.0,,-292329000.0,,,,,,,,,,,-160079000.0,,2956607000.0,61941000.0,,,,,,,,,175648000.0,,575312000.0,,15183000.0,189223000.0,0.0,,,279312000.0,0.0,,2332244000.0,,,1895761000.0,,,,156341000.0,,,-126507000.0,,-68648000.0,,,,,,,,,,,
1435622400,,,,,467960000.0,2898383000.0,,,142591000.0,156117000.0,-30091000.0,,12495209000.0,,1454856000.0,1455797000.0,,,,,0.17,23882565000.0,27149587000.0,,,,208565000.0,,126467000.0,97459000.0,,,,,,333708000.0,,,,15181962000.0,,,,,-293676000.0,16366000.0,2342340000.0,106914000.0,,,551358000.0,-200205000.0,,875029000.0,,,203245000.0,2525636000.0,,,1491052000.0,,619764000.0,-102603000.0,,,97459000.0,,,-78863000.0,,,,,,,445163000.0,17972757000.0,,,,,,,,,,,-23767000.0,23721000.0,,,,,,,,,,-3628000.0,,0.18,4256409000.0,,13891000.0,929338000.0,,0.0,5631000.0,,,,,,2542545000.0,5828210000.0,2342340000.0,,2195535000.0,,-1711129000.0,,174246000.0,200205000.0,,,-3772000.0,,14791558000.0,,,,,,,534505000.0,10260000.0,,-301712000.0,,,,,,,,,,,-16600000.0,,3267022000.0,159400000.0,,,,,,,,,271621000.0,,570114000.0,,15619000.0,164636000.0,200205000.0,,,309574000.0,0.0,,2385135000.0,,,2790795000.0,,,,122695000.0,,,-80211000.0,,-12040000.0,,,,,,,,,,,
1443571200,,,,,470842000.0,2898996000.0,,,-526402000.0,165358000.0,-116026000.0,,12821037000.0,,1506124000.0,1397900000.0,,,,,0.12,24097992000.0,26680266000.0,,,,204742000.0,,94735000.0,66425000.0,,,,,,340495000.0,,,,15487689000.0,,,,,-225174000.0,22873000.0,1807795000.0,100533000.0,,,563287000.0,0.0,,0.0,,,191781000.0,2496294000.0,,,1536531000.0,,635766000.0,-41403000.0,,,66425000.0,,,48289000.0,,,,,,,435163000.0,17440544000.0,,,,,,,,,,,-15134000.0,-1795000.0,,,,,,,,,,3952000.0,,0.12,4212660000.0,,14447000.0,882916000.0,,200205000.0,5632000.0,,,,,,1807795000.0,5901244000.0,1807795000.0,,2342340000.0,,-2581250000.0,,168651000.0,0.0,,,-16493000.0,,15014642000.0,,,,,,,474765000.0,9688000.0,,-406537000.0,,,,,,,,,,,-17845000.0,,2582274000.0,225825000.0,,,,,,,,,290511000.0,,569320000.0,,15216000.0,-591870000.0,0.0,,,247150000.0,0.0,,2280816000.0,,,1952855000.0,,,,78242000.0,,,3225000.0,,-25535000.0,,,,,,,,,,,
1451520000,,1430767000.0,25215178000.0,,480559000.0,1430767000.0,-4028000.0,-555629000.0,-145626000.0,157663000.0,-198942000.0,-200205000.0,12368311000.0,480559000.0,1477358000.0,1319559000.0,,-447720000.0,-1046243000.0,,-1.38,22806429000.0,25215178000.0,-461740000.0,,,200164000.0,-795058000.0,-1473497000.0,-781454000.0,182031000.0,,20149000.0,0.0,,306728000.0,12368311000.0,819883000.0,1089827000.0,15212800000.0,1670312000.0,542873000.0,5119927000.0,,-393005000.0,-1471021000.0,1670312000.0,104200000.0,-6594000.0,,564398000.0,0.0,1477358000.0,328442000.0,2237951000.0,1670312000.0,186291000.0,2680576000.0,542873000.0,232408000.0,1491497000.0,,618523000.0,-12868000.0,,,-781454000.0,,1491497000.0,-31067000.0,,1670312000.0,0.0,,770205000.0,4164781000.0,347589000.0,17450751000.0,15371795000.0,14022000.0,1005079000.0,347589000.0,15212800000.0,-139069000.0,,571219000.0,2408749000.0,,-17469000.0,-23884000.0,,-447720000.0,0.0,,-47065000.0,22311733000.0,157663000.0,1713715000.0,,-3704000.0,797579000.0,-1.38,4164781000.0,1309104000.0,14022000.0,872314000.0,-1338491000.0,0.0,5648000.0,,-5994254000.0,22806429000.0,,-1466819000.0,1670312000.0,5119927000.0,1670312000.0,,1807795000.0,,-1701875000.0,,182031000.0,0.0,,-0.82,69976000.0,104200000.0,15371795000.0,-359650000.0,-257879000.0,,-2649000.0,,,-1017066000.0,12248000.0,-6939938000.0,-466241000.0,5648000.0,-196062000.0,,-1039649000.0,,232408000.0,5625376000.0,9190068000.0,42872000.0,328442000.0,-1538000.0,-6939938000.0,2408749000.0,-555629000.0,,2474865000.0,22311733000.0,,17450751000.0,,-0.82,,267299000.0,-3615000.0,564398000.0,3564692000.0,-25869000.0,-19868000.0,0.0,,-246505000.0,253791000.0,0.0,,2191873000.0,,,2237951000.0,,2680576000.0,-62720000.0,-1403521000.0,,,-43012000.0,,102608000.0,,,,,,,,,,,
1459382400,,,,,452751000.0,1429547000.0,,,-5407000.0,163392000.0,-202903000.0,,12686381000.0,,1376155000.0,1301713000.0,,,,,0.12,23095646000.0,25497290000.0,,,,199839000.0,,91198000.0,66799000.0,,,,,,308543000.0,,,,15543969000.0,,,,,-430024000.0,-9206000.0,1664905000.0,97584000.0,,,565056000.0,,,242900000.0,,,184669000.0,2687946000.0,,,1478501000.0,,601590000.0,-39377000.0,,,66799000.0,,,-93704000.0,,,,,,,377963000.0,17632280000.0,,,,,,,,,,,22747000.0,-2826000.0,,,,,,,,,,6602000.0,,0.12,4116904000.0,,11622000.0,907973000.0,,0.0,5651000.0,,,,,,1664905000.0,5199899000.0,1664905000.0,,1670312000.0,,-2661000.0,,183777000.0,0.0,,,21310000.0,,15692731000.0,,,,,,,497016000.0,12048000.0,,-427499000.0,,,,,,,,,,,-1555000.0,,2401644000.0,-488830000.0,,,,,,,,,224596000.0,,569455000.0,,1215000.0,200962000.0,,,,306383000.0,0.0,,2209686000.0,,,2088311000.0,,,,112508000.0,,,-110861000.0,,7653000.0,,,,,,,,,,,
1467244800,,,,,443903000.0,1429279000.0,,,838350000.0,141906000.0,-154022000.0,,12364920000.0,,1422563000.0,1312969000.0,,,,,0.83,23355268000.0,26549055000.0,,,,206899000.0,,514498000.0,474353000.0,,,,,,321407000.0,,,,15104393000.0,,,,,-2202000.0,381730000.0,2503255000.0,97800000.0,,,565459000.0,,,0.0,,,180352000.0,2591317000.0,,,1364163000.0,,634933000.0,-195320000.0,,,474353000.0,,,21415000.0,,,,,,,386653000.0,17022172000.0,,,,,,,,,,,14640000.0,-2370000.0,,,,,,,,,,-218000.0,,0.84,4072317000.0,,10809000.0,956533000.0,,0.0,5656000.0,,,,,,2503255000.0,5532580000.0,2503255000.0,,1664905000.0,,-1496187000.0,,161420000.0,0.0,,,8480000.0,,16102856000.0,,,,,,,910229000.0,12875000.0,,-543072000.0,,,,,,,,,,,0.0,,3193787000.0,-14477000.0,,,,,,,,,389050000.0,,570762000.0,,9122000.0,451682000.0,,,,321600000.0,0.0,,2269502000.0,,2591317000.0,1917779000.0,,,,522978000.0,,,74166000.0,,-45197000.0,,,,,,,,,,,
1475193600,,,,,492426000.0,1815209000.0,,,-1057097000.0,320707000.0,-184378000.0,,12786420000.0,,1591176000.0,1425519000.0,,,,,0.93,25490938000.0,27705286000.0,,,,209737000.0,,561260000.0,535619000.0,,,,,,371950000.0,,,,15657192000.0,,,,,-1157543000.0,295846000.0,1446158000.0,97400000.0,,,568125000.0,0.0,,,,,168048000.0,2543815000.0,,,1196543000.0,,701129000.0,-61888000.0,,,535619000.0,,,160919000.0,,,,,,,393666000.0,17787827000.0,,,,,,,,,,,-12647000.0,-3061000.0,,,,,,,,,,4751000.0,,0.94,4137475000.0,,12801000.0,1089596000.0,,0.0,5728000.0,,,,,,1446158000.0,6190831000.0,1446158000.0,,2503255000.0,,-3188178000.0,,232490000.0,0.0,,,-44995000.0,,17948045000.0,,,,,,,894050000.0,13954000.0,,-619737000.0,,,,,,,,,,,-550975000.0,,2214348000.0,521142000.0,,,,,,,,,435359000.0,,573812000.0,,-422258000.0,-334932000.0,,0.0,,388467000.0,0.0,,2515115000.0,,,2130635000.0,,,,516265000.0,,,123541000.0,,-52114000.0,,,,,,,,,,,
1483142400,,1817119000.0,28173301000.0,,542924000.0,1817119000.0,-11696000.0,545811000.0,423000.0,325981000.0,-187198000.0,0.0,12979220000.0,542924000.0,1753554000.0,1455463000.0,,1101440000.0,1259177000.0,,0.04,25943714000.0,28173301000.0,-728501000.0,10654000.0,,233052000.0,-2276204000.0,69922000.0,24669000.0,250477000.0,,-429389000.0,0.0,,376717000.0,12979220000.0,849527000.0,1278466000.0,15910568000.0,1446581000.0,573317000.0,6220180000.0,,-686435000.0,7114000.0,1446581000.0,97733000.0,22299000.0,,573833000.0,0.0,1753554000.0,8375000.0,2293421000.0,1446581000.0,161704000.0,2551228000.0,568134000.0,350319000.0,1220443000.0,,743341000.0,9126000.0,,,24669000.0,,1220443000.0,184198000.0,,1446581000.0,,1207500000.0,0.0,4087706000.0,393423000.0,18203989000.0,18425023000.0,15053000.0,1533972000.0,393423000.0,15910568000.0,272828000.0,,2803477000.0,2229587000.0,-100000000.0,-57948000.0,-3439000.0,,1101440000.0,0.0,,-223731000.0,25993222000.0,325981000.0,1670312000.0,,-329000.0,694773000.0,0.04,4087706000.0,1378617000.0,15053000.0,1005357000.0,675484000.0,0.0,5741000.0,,-4687026000.0,25943714000.0,,-2262473000.0,1446581000.0,6220180000.0,1446581000.0,,1446158000.0,,0.0,,250477000.0,0.0,,1.92,37504000.0,97733000.0,18425023000.0,-287459000.0,519422000.0,,10806000.0,,,502182000.0,16610000.0,-7568199000.0,-672165000.0,5741000.0,-563076000.0,,1236878000.0,,350319000.0,5495664000.0,9455123000.0,55487000.0,8375000.0,-10546000.0,-7568199000.0,2229587000.0,545811000.0,0.0,2680993000.0,25993222000.0,,18203989000.0,,1.94,,484967000.0,-80628000.0,579176000.0,3959459000.0,-17468000.0,201710000.0,,0.0,261627000.0,262016000.0,0.0,,2460820000.0,10654000.0,,2293421000.0,,2551228000.0,-33208000.0,107426000.0,,,174781000.0,,9030000.0,,,,,,,,,,,
1490918400,,,,,493765000.0,1814028000.0,,,-51137000.0,340906000.0,-50640000.0,,13099190000.0,,1627720000.0,1522162000.0,,,,,0.36,26130374000.0,28303092000.0,,,,249769000.0,,253009000.0,206847000.0,,,,,,388835000.0,,,,16037611000.0,,,,,-465949000.0,30269000.0,1395444000.0,100502000.0,,,574403000.0,-3500000.0,,0.0,,,174059000.0,2541746000.0,,,1252432000.0,,726843000.0,-33832000.0,-63182000.0,,206847000.0,,,-141058000.0,,,,,,,410492000.0,18162375000.0,,,,,,,,,,,36223000.0,-6554000.0,,,,,,,,,,-2796000.0,,0.36,4033756000.0,,7217000.0,1186017000.0,,,5745000.0,,,,,,1395444000.0,6376495000.0,1395444000.0,,1446581000.0,,0.0,,204835000.0,0.0,,,62375000.0,,18619666000.0,,,,,,,739212000.0,15960000.0,,-456075000.0,,,,,,,,,,,-3500000.0,,2172718000.0,689476000.0,,,,,,,,,405435000.0,,580165000.0,,4467000.0,10466000.0,,,,459174000.0,0.0,,2708179000.0,77348000.0,,2124764000.0,,,,315384000.0,,,-94781000.0,,-9020000.0,,,,,,,,,,,
1498780800,,,,,469126000.0,1807772000.0,,,361618000.0,289630000.0,117156000.0,,12725268000.0,,1746510000.0,1508942000.0,,,,,0.36,26057800000.0,28542931000.0,,,,244754000.0,,241620000.0,210611000.0,,,,,,354463000.0,,,,15632366000.0,,,,,-126829000.0,56662000.0,1757062000.0,103119000.0,,,574931000.0,-1273000.0,,472590000.0,,,174058000.0,2560127000.0,,,980885000.0,,699718000.0,-77536000.0,-63247000.0,,210611000.0,,,38712000.0,,,,,,,400185000.0,18311934000.0,,,,,,,,,,,27008000.0,-9134000.0,,,,,,,,,,-2673000.0,,0.37,3972046000.0,,-9148000.0,1132795000.0,,,5750000.0,,,,,,1757062000.0,6511408000.0,1757062000.0,,1395444000.0,,0.0,,206144000.0,0.0,,,74061000.0,,18896912000.0,,,,,,,734493000.0,15005000.0,,-416535000.0,,,,,,,,,,,-1273000.0,,2485131000.0,836840000.0,,,,,,,,,533691000.0,,582056000.0,,11381000.0,-43411000.0,,,,433077000.0,0.0,,2641737000.0,0.0,,2679568000.0,,,,315681000.0,,,14451000.0,,22122000.0,,,,,,,,,,,
1506729600,,,,,515423000.0,1807009000.0,,,229626000.0,286262000.0,46115000.0,,13026927000.0,,1782682000.0,1593280000.0,,,,,0.26,26307354000.0,29101890000.0,,,,249600000.0,,176496000.0,149115000.0,,,,,,402134000.0,,,,16041390000.0,,,,,-533836000.0,-8973000.0,1986688000.0,101242000.0,,,573527000.0,-1148000.0,,466375000.0,,,163287000.0,2668864000.0,,,1007584000.0,,769589000.0,-84136000.0,-63297000.0,,149115000.0,,,105466000.0,,,,,,,433447000.0,18777150000.0,,,,,,,,,,,-49697000.0,-6098000.0,,,,,,,,,,1871000.0,,0.26,3924566000.0,,-9840000.0,1233460000.0,,,5655000.0,,,,,,1986688000.0,6308543000.0,1986688000.0,,1757062000.0,,-502669000.0,,242604000.0,0.0,,,115115000.0,,19134748000.0,,,,,,,704498000.0,15341000.0,,-526668000.0,,,,,,,,,,,-1148000.0,,2794536000.0,922657000.0,,,,,,,,,572783000.0,,580676000.0,,3639000.0,190965000.0,,404685000.0,,463871000.0,0.0,,2826740000.0,6013000.0,,2735760000.0,,,,291611000.0,,,29002000.0,,82570000.0,,,,,,,,,,,
