,trailingNetIncome,annualGoodwill,annualTotalAssets,trailingPretaxIncome,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetOtherInvestingChanges,annualRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualPurchaseOfInvestment,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInWorkingCapital,annualNetIncome,annualPretaxIncome,annualCashDividendsPaid,quarterlyDilutedEPS,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualFreeCashFlow,annualIncomeTaxPayable,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualAccountsPayable,trailingInvestingCashFlow,annualOtherNonCashItems,annualOtherCurrentAssets,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualDepreciationAndAmortization,annualOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualDilutedAverageShares,annualStockholdersEquity,trailingCashFlowFromContinuingFinancingActivities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualTaxProvision,trailingEndCashPosition,quarterlyBasicAverageShares,quarterlyPurchaseOfInvestment,annualCurrentAccruedExpenses,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyNonCurrentDeferredTaxesLiabilities,annualBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,trailingOtherIncomeExpense,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCommonStockIssuance,annualSaleOfInvestment,annualOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingNetOtherInvestingChanges,annualEbitda,annualCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,trailingChangesInAccountReceivables,quarterlyChangeInInventory,annualInterestExpense,quarterlyBasicEPS,quarterlyOtherIntangibleAssets,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,annualOtherIncomeExpense,quarterlySaleOfInvestment,quarterlyCapitalStock,trailingGrossProfit,annualRepaymentOfDebt,annualTotalNonCurrentAssets,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingTaxProvision,annualDilutedEPS,quarterlyTaxProvision,annualInventory,quarterlyNetPPE,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualChangeInInventory,trailingNetOtherFinancingCharges,trailingChangeInInventory,quarterlyEbitda,quarterlyStockBasedCompensation,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualCapitalStock,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualStockBasedCompensation,annualCurrentDebt,quarterlyPurchaseOfBusiness,annualAccumulatedDepreciation,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyGrossPPE,trailingOperatingExpense,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOperatingCashFlow,annualDeferredIncomeTax,quarterlyDilutedAverageShares,annualGrossProfit,quarterlyOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyPretaxIncome,trailingPurchaseOfBusiness,trailingCostOfRevenue,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,quarterlyDeferredIncomeTax,trailingBasicAverageShares,annualResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,trailingSaleOfInvestment,trailingResearchAndDevelopment,trailingDilutedAverageShares
646704000,,,,,,,,,-1300000.0,1600000.0,-10300000.0,,39500000.0,,,40300000.0,,,,,0.01,316300000.0,362300000.0,,,,3600000.0,,900000.0,900000.0,,,,,,9900000.0,,,,43300000.0,,,,,-12600000.0,100000.0,0.0,1600000.0,,,90000000.0,,,500000.0,,,,2200000.0,,,,,13500000.0,100000.0,,,900000.0,,,,,,,,,,8900000.0,62800000.0,,,,,,,,,,,,-3500000.0,,,,,,,,,,,,0.01,1600000.0,,,14900000.0,,,,,,,,,7700000.0,299500000.0,7700000.0,,0.0,,,,4700000.0,3500000.0,,,500000.0,,305800000.0,,,,,,,5000000.0,,-16000000.0,-9100000.0,,,,,,,,,,,,,46000000.0,21100000.0,,,321800000.0,,,,,,-1200000.0,,90000000.0,,0.0,12400000.0,,0.0,,1400000.0,14300000.0,,55200000.0,,,19500000.0,,,,1400000.0,,,-9400000.0,,,,,,,,,,,,,
654652800,,,,,,,,,-1400000.0,12900000.0,-19200000.0,,61000000.0,,,40300000.0,,,,,-0.1,332300000.0,374800000.0,,,,4000000.0,,-10100000.0,-10100000.0,,,,,,14600000.0,,,,73900000.0,,,,,-19900000.0,-200000.0,0.0,1800000.0,,,101000000.0,,,500000.0,,,100000.0,,,,,,18600000.0,0.0,,,-10100000.0,,,,,,,,,,12500000.0,97100000.0,,,,,,,,,,,,-3700000.0,,,,,,,,,,,,-0.1,1600000.0,,,3300000.0,,,,,,,,,6200000.0,277700000.0,6200000.0,,0.0,,,,3700000.0,3700000.0,,,-5400000.0,,318200000.0,,,,,,,-11300000.0,,-16000000.0,-16200000.0,,,,,,,,,,,,,42500000.0,11000000.0,,,334200000.0,,,,,,-3000000.0,,101000000.0,,0.0,21500000.0,,0.0,,-15300000.0,19000000.0,,43600000.0,,,23200000.0,,,,-15500000.0,,,2300000.0,,,,,,,,,,,,,
662601600,,,375900000.0,,,,1000000.0,-1700000.0,0.0,9900000.0,15700000.0,,83200000.0,,,18600000.0,,-23600000.0,-34700000.0,,,335300000.0,375900000.0,-170800000.0,,,4800000.0,-158600000.0,-12800000.0,-12800000.0,4000000.0,,200000.0,2900000.0,,20600000.0,83200000.0,15800000.0,-34200000.0,93100000.0,0.0,100425532.0,258400000.0,,22200000.0,-200000.0,0.0,1900000.0,-11100000.0,,,,,500000.0,24400000.0,6200000.0,700000.0,,100425532.0,,,,25400000.0,-100000.0,,,-12800000.0,,,,,6200000.0,,5100000.0,,1600000.0,8700000.0,117500000.0,325000000.0,,-11200000.0,8700000.0,93100000.0,,,-18400000.0,40600000.0,-9500000.0,,2500000.0,,-23600000.0,19900000.0,,-91900000.0,354000000.0,9900000.0,98100000.0,,-200000.0,900000.0,,1600000.0,55700000.0,,8400000.0,500000.0,,,,,335300000.0,,-159600000.0,6200000.0,258400000.0,6200000.0,,0.0,,,,4000000.0,2900000.0,,-0.235,-5300000.0,1900000.0,325000000.0,0.0,77900000.0,,-300000.0,,,-12200000.0,,-29000000.0,19700000.0,,,,-23600000.0,,,139200000.0,176500000.0,,500000.0,,-29000000.0,40600000.0,-1700000.0,,71500000.0,354000000.0,,117500000.0,,-0.235,,-4000000.0,-2600000.0,,37300000.0,300000.0,-18200000.0,,-30000000.0,-23400000.0,-17000000.0,19900000.0,,27000000.0,,,24400000.0,,,,-18100000.0,,,-8700000.0,,0.0,,,,,,,,,,,
670377600,,,,,,,,,200000.0,4800000.0,-1700000.0,,86100000.0,,,32900000.0,,,,,-0.065,338500000.0,369500000.0,,,,3900000.0,,-6200000.0,-6200000.0,,,,,,9100000.0,,,,90900000.0,,,,,-7200000.0,100000.0,0.0,1900000.0,,,95384615.0,,,400000.0,,,,,,,,,13000000.0,0.0,,,-6200000.0,,,,,,,,,,9500000.0,112400000.0,,,,,,,,,,,,-1100000.0,,,,,,,,,,,,-0.065,1600000.0,,,6800000.0,,,,,,,,,6400000.0,257100000.0,6400000.0,,6200000.0,,,,3600000.0,3300000.0,,,,,327400000.0,,,,,,,-2300000.0,,-29000000.0,-6100000.0,,,,,,,,,,,,,31000000.0,-7900000.0,,,356400000.0,,,,,,4400000.0,,95384615.0,,,2900000.0,,,,-6200000.0,17500000.0,,39700000.0,,,21500000.0,,,,,,,5500000.0,,,,,,,,,,,,,
678240000,,,,,,,,,-700000.0,900000.0,-5300000.0,,111600000.0,,,31400000.0,,,,,-0.015,346100000.0,374400000.0,,,,3900000.0,,-1300000.0,-1300000.0,,,,,,8700000.0,,,,112500000.0,,,,,-11500000.0,100000.0,0.0,1700000.0,,,86666667.0,,,400000.0,,,,,,,,,12600000.0,-20000000.0,,,-1300000.0,,,,,,,,,,10000000.0,134700000.0,,,,,,,,,,,,-700000.0,,,,,,,,,,,,-0.015,1500000.0,,,11300000.0,,,,,,,,,5700000.0,239700000.0,5700000.0,,0.0,,,,4600000.0,2900000.0,,,,,334600000.0,,,,,,,2600000.0,,-29000000.0,-10800000.0,,,,,,,,,,,,,28300000.0,-9200000.0,,,363600000.0,,,,,,5500000.0,,86666667.0,,,5400000.0,,,,-1300000.0,17200000.0,,42700000.0,,,22200000.0,,,,,,,1500000.0,,,,,,,,,,,,,
686188800,,,,,,,,,120600000.0,36100000.0,-2800000.0,,600000.0,,,30500000.0,,,,,-0.00105,348500000.0,496300000.0,,,,4000000.0,,-100000.0,-100000.0,,,,,,8900000.0,,,,36700000.0,,,,,28600000.0,900000.0,0.0,1700000.0,,,98666667.0,,,100000.0,,,,,,,,,12900000.0,100000.0,,,-100000.0,,,,,,,,,,5500000.0,56100000.0,,,,,,,,,,,,33800000.0,,,,,,,,,,0.0,,-0.00105,1500000.0,,,11900000.0,,,,,,,,,126200000.0,440200000.0,126200000.0,,0.0,,,,3500000.0,3300000.0,,,,,341500000.0,,,,,,,3000000.0,,-29000000.0,-5200000.0,,,,,,,,,,,,,147800000.0,-29500000.0,0.0,,370500000.0,,,,,,2400000.0,,98666667.0,,,89500000.0,,,,-1000000.0,15800000.0,,42400000.0,,,19400000.0,,,,,,,-3700000.0,,,,,,,,,,,,,
694137600,,,473100000.0,,,,127300000.0,-14000000.0,83500000.0,400000.0,-11300000.0,,400000.0,,,5900000.0,,-12200000.0,,,,249900000.0,473100000.0,-21100000.0,,,3800000.0,84700000.0,-4700000.0,-4700000.0,6200000.0,,,1900000.0,,18800000.0,400000.0,15600000.0,-14900000.0,7300000.0,0.0,122000000.0,446900000.0,,74800000.0,1700000.0,0.0,,,,,,,300000.0,18900000.0,209800000.0,,6500000.0,122000000.0,,,,22600000.0,-100000.0,,,-4700000.0,,,,,209800000.0,,200200000.0,,1200000.0,4300000.0,26200000.0,244400000.0,,21500000.0,4300000.0,7300000.0,,,700000.0,223200000.0,-20000000.0,,95300000.0,,-12200000.0,12400000.0,,203600000.0,260000000.0,400000.0,6200000.0,,-100000.0,,,1200000.0,45500000.0,,16300000.0,2700000.0,,,,,249900000.0,,-42600000.0,209800000.0,446900000.0,209800000.0,,0.0,,,,6200000.0,1900000.0,,-0.1,,,244400000.0,0.0,97400000.0,,100000.0,,,-2500000.0,,-15600000.0,-20500000.0,,,,-12200000.0,,,100700000.0,146900000.0,,300000.0,,-15600000.0,223200000.0,-14000000.0,0.0,61100000.0,260000000.0,,26200000.0,,-0.1,,9200000.0,,,46200000.0,,-400000.0,,-400000.0,10900000.0,-6300000.0,12400000.0,,22200000.0,,,18900000.0,,6500000.0,,,,,7600000.0,,,,,,,,,,,,,
702000000,,,,,,,,,-15700000.0,300000.0,-15200000.0,,300000.0,,,9600000.0,,,,,0.0,271800000.0,472400000.0,,,,1700000.0,,,,,,,,,4900000.0,,,,7000000.0,,,,,-24300000.0,2100000.0,0.0,800000.0,,,164068000.0,,,300000.0,,,,6400000.0,,,,,6600000.0,,,,,,,,,,,,,,4600000.0,25500000.0,,,,,,,,,,,,-500000.0,,,,,,,,,,,,0.0,1200000.0,,,4600000.0,,,,,,,,,194100000.0,446900000.0,194100000.0,,209800000.0,,,,5800000.0,2200000.0,,,,,266000000.0,,,,,,,-300000.0,,-15600000.0,-23800000.0,,,,,,,,,,,,,200600000.0,-13900000.0,,,281600000.0,,,,,,8600000.0,,164068000.0,,700000.0,0.0,,,,-2000000.0,12400000.0,,14200000.0,,,18500000.0,,,,,,,6200000.0,,,,,,,,,,,,,
709862400,,,,,,,,,430400000.0,-100000.0,-25500000.0,,473300000.0,,,9400000.0,,,,,-0.025,318200000.0,946200000.0,,,,1800000.0,,-4100000.0,-4100000.0,,,,,,4200000.0,,,,479600000.0,,,,,-31500000.0,4000000.0,0.0,700000.0,,,164000000.0,,,300000.0,,,4700000.0,6400000.0,,,,,5900000.0,,,,-4100000.0,,,,,,,,,,21100000.0,503300000.0,,,,,,,,,,,,500000.0,,,,,,,,,,,,-0.025,1200000.0,,,2600000.0,,,,,,,,,624500000.0,442900000.0,624500000.0,,0.0,,,,2400000.0,1200000.0,,,,,295900000.0,,,,,,,-1500000.0,,-15600000.0,-32000000.0,,,,,,,,,,,,,628000000.0,-18000000.0,,,311500000.0,,,,,,6500000.0,,164000000.0,,800000.0,455400000.0,,,,-3300000.0,21000000.0,,12000000.0,,,23700000.0,,,,,,,7800000.0,,,,,,,,,,,,,
717811200,,,,,,,,,-45200000.0,-100000.0,-53200000.0,,473200000.0,,,10100000.0,,,,,-0.03,373300000.0,957400000.0,,,,1700000.0,,-4900000.0,-4900000.0,,,,,,3800000.0,,,,479500000.0,,,,,-47400000.0,5400000.0,0.0,800000.0,,,163333333.0,,,300000.0,,,7600000.0,6400000.0,,,,,5600000.0,0.0,,,-4900000.0,,,,,,,,,,22900000.0,519400000.0,,,,,,,,,,,,8200000.0,,,,,,,,,,,,-0.03,1200000.0,,,2800000.0,,,,,,,,,579300000.0,438000000.0,579300000.0,,0.0,,,,5400000.0,1200000.0,,,,,349200000.0,,,,,,,-1000000.0,,-15600000.0,-55600000.0,,,,,,,,,,,,,584100000.0,-22900000.0,,,364800000.0,,,,,,2400000.0,,163333333.0,,1500000.0,-200000.0,,,,-2800000.0,34200000.0,,12900000.0,,,39900000.0,,,,,,,4100000.0,,,,,,,,,,,,,
725760000,,,1063500000.0,,,,23100000.0,-34000000.0,700000.0,100000.0,-114800000.0,,473200000.0,,,5700000.0,,-20100000.0,,,,481500000.0,1063500000.0,-208700000.0,,,6400000.0,-197900000.0,-11200000.0,-11200000.0,4300000.0,,100000.0,1200000.0,,9400000.0,473200000.0,11600000.0,-18600000.0,479800000.0,0.0,167500000.0,526800000.0,,-94700000.0,5000000.0,0.0,200000.0,,,,,,32600000.0,56900000.0,580000000.0,5600000.0,6500000.0,167500000.0,,,,15800000.0,100000000.0,,,-11200000.0,,,,,580000000.0,,100000000.0,,1200000.0,30600000.0,536700000.0,449700000.0,,12300000.0,30600000.0,479800000.0,,,-7000000.0,582000000.0,,,14900000.0,,-20100000.0,20000000.0,,370200000.0,471500000.0,100000.0,209800000.0,,700000.0,17900000.0,,1200000.0,22300000.0,,5300000.0,16500000.0,,,,,481500000.0,,-221000000.0,580000000.0,526800000.0,580000000.0,,0.0,,,,4300000.0,1200000.0,,-0.12,,200000.0,449700000.0,0.0,555900000.0,,600000.0,,,-4100000.0,,-21800000.0,-109600000.0,,,,-20100000.0,,,34700000.0,50000000.0,,32600000.0,,-21800000.0,582000000.0,-34000000.0,,33900000.0,471500000.0,,536700000.0,,-0.12,,-5200000.0,,,15300000.0,-2900000.0,100700000.0,,,20500000.0,-10500000.0,20000000.0,,11000000.0,,,56900000.0,,6500000.0,,,,,2400000.0,,,,,,,,,,,,,
733536000,,,,,,,,,-92000000.0,100000.0,-72200000.0,,474900000.0,,,3600000.0,,,,,-0.015,565900000.0,1056100000.0,,,,2900000.0,,-2700000.0,-2700000.0,,,,,,1900000.0,,,,481500000.0,,,,,-103100000.0,4400000.0,0.0,200000.0,,,180000000.0,,,400000.0,,,3600000.0,6500000.0,,,,,4800000.0,,,,-2700000.0,,,,,,,,,,33900000.0,532100000.0,,,,,,,,,,,,-19800000.0,,,,,,,,,,,,-0.015,1200000.0,,,1300000.0,,,,,,,,,487900000.0,524000000.0,487900000.0,,580000000.0,,,,1200000.0,1400000.0,,,,,530800000.0,,,,,,,-600000.0,,-21800000.0,-83300000.0,,,,,,,,,,,,,490200000.0,-36800000.0,,,552600000.0,,,,,,11100000.0,,180000000.0,,-100000.0,0.0,,,,-3500000.0,49000000.0,,4900000.0,,,50600000.0,,,,,,,11000000.0,,,,,,,,,,,,,
741398400,,,,,,,,,-120700000.0,0.0,-138300000.0,,475200000.0,,,5000000.0,,,,,-0.01,690000000.0,1059800000.0,,,,2600000.0,,-2100000.0,-2100000.0,,,,,,2400000.0,,,,481700000.0,,,,,-106000000.0,3100000.0,0.0,200000.0,,,210000000.0,,,400000.0,,,800000.0,6500000.0,,,,,4000000.0,,,,-2100000.0,,,,,,,,,,36500000.0,537000000.0,,,,,,,,,,,,16300000.0,,,,,,,,,,,,-0.01,1200000.0,,,-300000.0,,,,,,,,,367200000.0,522800000.0,367200000.0,,0.0,,,,800000.0,900000.0,,,,,652300000.0,,,,,,,-1700000.0,,-21800000.0,-122500000.0,,,,,,,,,,,,,369800000.0,-38800000.0,,,674100000.0,,,,,,-15800000.0,,210000000.0,,200000.0,1100000.0,,,,-4300000.0,54100000.0,,4700000.0,,,55300000.0,,,,,,,-16500000.0,,,,,,,,,,,,,
749347200,,,,,,,,,-36900000.0,100000.0,-131000000.0,,475200000.0,,,4700000.0,,,,,-0.025,826400000.0,1159200000.0,,,,2000000.0,,-4500000.0,-4500000.0,,,,,,5500000.0,,,,481800000.0,,,,,-111300000.0,2500000.0,0.0,1200000.0,,,180000000.0,,,300000.0,,,,6500000.0,,,,,7100000.0,100000.0,,,-4500000.0,,,,,,,,,,39600000.0,570200000.0,,,,,,,,,,,,22900000.0,,,,,,,,,,-1000000.0,,-0.025,1200000.0,,,0.0,,,,,,,,,330400000.0,589000000.0,330400000.0,,0.0,,,,1300000.0,700000.0,,,,,785600000.0,,,,,,,-5100000.0,,-21800000.0,-134600000.0,,,,,,,,,,,,,332800000.0,-43400000.0,,,807400000.0,,,,,,3600000.0,,180000000.0,,0.0,70900000.0,,70800000.0,,-7100000.0,86800000.0,,4700000.0,,,88400000.0,,,,,,,6100000.0,,,,,,,,,,,,,
757296000,,,1160100000.0,,,,66700000.0,-151600000.0,-119100000.0,10700000.0,-176200000.0,,495500000.0,,,93000000.0,,-117600000.0,,,,893900000.0,1160100000.0,-517700000.0,,,3800000.0,-412700000.0,-108300000.0,-108300000.0,14200000.0,,68900000.0,11700000.0,,54900000.0,495500000.0,11300000.0,-123200000.0,512700000.0,0.0,189677419.0,481800000.0,,-92300000.0,2300000.0,0.0,12700000.0,,,,,,3400000.0,165600000.0,211300000.0,2200000.0,6500000.0,189677419.0,,,,58700000.0,0.0,,,-108300000.0,,,,,211300000.0,,71600000.0,,1200000.0,25400000.0,678300000.0,867300000.0,,-37600000.0,25400000.0,512700000.0,,,-111900000.0,266200000.0,,,47300000.0,,-117600000.0,148000000.0,,-368700000.0,936200000.0,10700000.0,580000000.0,,-11400000.0,6600000.0,,1200000.0,64800000.0,,-49600000.0,12200000.0,,,,,893900000.0,,-480100000.0,211300000.0,481800000.0,211300000.0,,0.0,,,,14200000.0,11700000.0,,-0.62,,12700000.0,867300000.0,0.0,81600000.0,,-12500000.0,,,-104500000.0,,-68900000.0,-139700000.0,,,,-117600000.0,,,104900000.0,57800000.0,,3400000.0,,-68900000.0,266200000.0,-151600000.0,,76100000.0,936200000.0,,678300000.0,,-0.62,,-36500000.0,,,-47100000.0,68800000.0,9600000.0,,0.0,-4100000.0,-108300000.0,148000000.0,,43400000.0,,,165600000.0,,6500000.0,,,,,-4700000.0,,,,,,,,,,,,,
765072000,,,,,,,,,-70200000.0,10600000.0,5600000.0,,496600000.0,,,105600000.0,,,,,0.02,888600000.0,1104000000.0,,,,11700000.0,,3400000.0,3400000.0,,,,,,43900000.0,,,,513700000.0,,,,,-66100000.0,1100000.0,0.0,15300000.0,,,170000000.0,,,2600000.0,,,15400000.0,6500000.0,,,,,55600000.0,0.0,,,3400000.0,,,,,,,,,,26900000.0,633000000.0,,,,,,,,,,,,-62000000.0,,,,,,,,,,-2600000.0,,0.02,1100000.0,,,73300000.0,,,,,,,,,141100000.0,471000000.0,141100000.0,,211300000.0,,,,22900000.0,10400000.0,,,,,860600000.0,,,,,,,29400000.0,,-68900000.0,-4100000.0,,,,,,,,,,,,,215400000.0,-148300000.0,-14500000.0,,929500000.0,,,,,,9700000.0,,170000000.0,,-100000.0,-13900000.0,,300000.0,,17700000.0,93800000.0,,178900000.0,,,119300000.0,,,,,,,-15800000.0,,,,,,,,,,,,,
772934400,,,,,,,,,-10400000.0,9900000.0,15300000.0,,499700000.0,,,106600000.0,,,,,0.105,881500000.0,1090800000.0,,,,12600000.0,,20200000.0,20200000.0,,,,,,38700000.0,,,,516100000.0,,,,,-23600000.0,1200000.0,0.0,15500000.0,,,192380952.0,,,12500000.0,,,15400000.0,6500000.0,,,,,51100000.0,100000.0,,,20200000.0,,,,,,,,,,30500000.0,609600000.0,,,,,,,,,,,,-19400000.0,,,,,,,,,,-200000.0,,0.105,1100000.0,,,85600000.0,,,,,,,,,130700000.0,481200000.0,130700000.0,,0.0,,,,18900000.0,12800000.0,,,,,849900000.0,,,,,,,47100000.0,,-68900000.0,-4500000.0,,,,,,,,,,,,,209300000.0,-128100000.0,-9900000.0,,918800000.0,,,,,,19800000.0,,192380952.0,,,-6500000.0,,3700000.0,,34500000.0,62100000.0,,192200000.0,,,93500000.0,,,,,,,-20100000.0,,,,,,,,,,,,,
780883200,,,,,,,,,26700000.0,9000000.0,54000000.0,,499000000.0,,,104800000.0,,,,,0.165,886100000.0,1135000000.0,,,,12700000.0,,31800000.0,31800000.0,,,,,,49100000.0,,,,513900000.0,,,,,-29500000.0,1500000.0,0.0,16600000.0,,,192727273.0,,,2800000.0,,,15500000.0,5900000.0,,,,,62000000.0,-100000.0,,,31800000.0,,,,,,,,,,42500000.0,622600000.0,,,,,,,,,,,,-26100000.0,,,,,,,,,,-1100000.0,,0.165,1100000.0,,,107900000.0,,,,,,,,,157400000.0,512400000.0,157400000.0,,0.0,,,,15700000.0,11900000.0,,,,,842500000.0,,,,,,,58800000.0,,-68900000.0,-3500000.0,,,,,,,,,,,,,248900000.0,-96300000.0,-1100000.0,,911400000.0,,,,,,57500000.0,,192727273.0,,,-1300000.0,,-3200000.0,,45900000.0,90200000.0,,212700000.0,,,108700000.0,,,,,,,-3700000.0,,,,,,,,,,,,,
788832000,,,1140800000.0,,,,-127700000.0,-77100000.0,-81500000.0,8500000.0,-46400000.0,,485600000.0,,,88200000.0,,74500000.0,,,,937300000.0,1140800000.0,28500000.0,,,11300000.0,-193000000.0,18200000.0,19200000.0,25200000.0,,-7900000.0,14300000.0,,27100000.0,485600000.0,48300000.0,129800000.0,500000000.0,0.0,195952000.0,529400000.0,,-73800000.0,2000000.0,0.0,17200000.0,,,,,,2100000.0,111400000.0,75900000.0,15500000.0,5900000.0,195952000.0,,,,38400000.0,0.0,,,19200000.0,,,,,75900000.0,,800000.0,,1100000.0,56200000.0,611400000.0,880000000.0,,94500000.0,56200000.0,500000000.0,,,178100000.0,203500000.0,-27800000.0,,-20200000.0,,74500000.0,84100000.0,,-135400000.0,925500000.0,8500000.0,211300000.0,,-700000.0,61900000.0,,1100000.0,158800000.0,,70300000.0,5800000.0,,,,,937300000.0,,-66000000.0,75900000.0,529400000.0,75900000.0,,0.0,,,,25200000.0,14300000.0,,0.38,,17200000.0,880000000.0,0.0,-37000000.0,,-4600000.0,,,43200000.0,,-45500000.0,-53900000.0,,,,73500000.0,,,405300000.0,742200000.0,,2100000.0,,-45500000.0,203500000.0,-77100000.0,-2300000.0,207100000.0,925500000.0,,611400000.0,,0.38,,7500000.0,,,336900000.0,-8000000.0,-15300000.0,,0.0,-64600000.0,31900000.0,84100000.0,,158500000.0,,,111400000.0,,5900000.0,,,,,-25000000.0,,,,,,,,,,,,,
796608000,,,,,,,,,-46500000.0,9600000.0,-4700000.0,,485000000.0,,,107700000.0,,,,,0.03,995500000.0,1139800000.0,,,,13000000.0,,5500000.0,5500000.0,,,,,,34700000.0,,,,500500000.0,,,,,-63000000.0,500000.0,0.0,16600000.0,,,183333333.0,,,10200000.0,,,15300000.0,5900000.0,,,,,47700000.0,0.0,,,5500000.0,,,,,,,,,,102900000.0,604100000.0,,,,,,,,,,,,-50700000.0,,,,,,,,,,700000.0,,0.03,1100000.0,,,68000000.0,,,,,,,,,29400000.0,535700000.0,29400000.0,,75900000.0,,,,17100000.0,5000000.0,,,,,891500000.0,,,,,,,33300000.0,,-57700000.0,-12400000.0,,,,,,,,,,,,,144300000.0,-71500000.0,,,949200000.0,,,,,,7700000.0,,183333333.0,,,8800000.0,,800000.0,,20300000.0,76300000.0,,175700000.0,,,103600000.0,,,,,,,-19000000.0,,,,,,,,,,,,,
804470400,,,,,,,,,16000000.0,9000000.0,13200000.0,,484500000.0,,,112700000.0,,,,,-0.035,989700000.0,1126000000.0,,,,15200000.0,,-6600000.0,-6600000.0,,,,,,46300000.0,,,,499400000.0,,,,,-8300000.0,500000.0,0.0,16100000.0,,,188571429.0,,,17200000.0,,,15800000.0,5900000.0,,,,,61500000.0,0.0,,,-6600000.0,,,,,,,,,,118900000.0,595400000.0,,,,,,,,,,,,-5800000.0,,,,,,,,,,-100000.0,,-0.035,1100000.0,,,70100000.0,,,,,,,,,45300000.0,530600000.0,45300000.0,,0.0,,,,10500000.0,18100000.0,,,,,869700000.0,,,,,,,23800000.0,,-69800000.0,-2500000.0,,,,,,,,,,,,,136300000.0,-78200000.0,,,939500000.0,,,,,,15700000.0,,188571429.0,,,8600000.0,,1600000.0,,8600000.0,68300000.0,,182800000.0,,,96000000.0,,,,,,,-11900000.0,,,,,,,,,,,,,
